temperature,cte,units
161.0,1.3065872476881018e-05,/°C
162.0,1.3309997884682406e-05,/°C
163.0,1.3903843895228798e-05,/°C
164.0,1.3997287819100764e-05,/°C
165.0,1.3070453756670732e-05,/°C
166.0,1.3728481882436931e-05,/°C
167.0,1.3135519193945881e-05,/°C
168.0,1.3481298375467861e-05,/°C
169.0,1.3809358772573995e-05,/°C
170.0,1.4694472187079303e-05,/°C
171.0,1.3147986147071645e-05,/°C
172.0,1.3745400292840133e-05,/°C
173.0,1.3452823208415297e-05,/°C
174.0,1.341605686794972e-05,/°C
175.0,1.4088716897645478e-05,/°C
176.0,1.3377275413271625e-05,/°C
177.0,1.312394579066206e-05,/°C
178.0,1.3119551485020178e-05,/°C
179.0,1.42226259610179e-05,/°C
180.0,1.2854432653364303e-05,/°C
181.0,1.3934051036038865e-05,/°C
182.0,1.3993039209738564e-05,/°C
183.0,1.3662126839710897e-05,/°C
184.0,1.39837122373127e-05,/°C
185.0,1.3434087000701914e-05,/°C
186.0,1.3165237479126784e-05,/°C
187.0,1.3038764873319422e-05,/°C
188.0,1.3049228714408442e-05,/°C
189.0,1.4355568797597515e-05,/°C
190.0,1.3647026757860245e-05,/°C
191.0,1.4510320351312748e-05,/°C
192.0,1.3234191860704077e-05,/°C
193.0,1.3627733659088342e-05,/°C
194.0,1.3621156926294727e-05,/°C
195.0,1.3839987483591117e-05,/°C
196.0,1.409024659864799e-05,/°C
197.0,1.3428914856766888e-05,/°C
198.0,1.3182433362036596e-05,/°C
199.0,1.4031238519742518e-05,/°C
200.0,1.3556431866083854e-05,/°C
201.0,1.3199943467238359e-05,/°C
202.0,1.3643409895316956e-05,/°C
203.0,1.3213160023126286e-05,/°C
204.0,1.4477436690092279e-05,/°C
205.0,1.4311633669620098e-05,/°C
206.0,1.4256325997739945e-05,/°C
207.0,1.3967230404564426e-05,/°C
208.0,1.4214835541455197e-05,/°C
209.0,1.4010660788088189e-05,/°C
210.0,1.3355343545176148e-05,/°C
211.0,1.4619212522143033e-05,/°C
212.0,1.494900668338114e-05,/°C
213.0,1.4015011360743269e-05,/°C
214.0,1.3774044461034076e-05,/°C
215.0,1.4460071842390214e-05,/°C
216.0,1.3623443062021228e-05,/°C
217.0,1.438561813456822e-05,/°C
218.0,1.3713895789806775e-05,/°C
219.0,1.402165775327637e-05,/°C
220.0,1.4032664866525581e-05,/°C
221.0,1.3396514930128471e-05,/°C
222.0,1.3637760331888587e-05,/°C
223.0,1.4953949219191507e-05,/°C
224.0,1.3743187230460533e-05,/°C
225.0,1.463493118752304e-05,/°C
226.0,1.4046290998600924e-05,/°C
227.0,1.377508374480812e-05,/°C
228.0,1.3824851317919398e-05,/°C
229.0,1.4102984944028628e-05,/°C
230.0,1.4940666105101028e-05,/°C
231.0,1.411867457683752e-05,/°C
232.0,1.4871340763896869e-05,/°C
233.0,1.4363023352276884e-05,/°C
234.0,1.4630680436921504e-05,/°C
235.0,1.4893077926518731e-05,/°C
236.0,1.4727522446928003e-05,/°C
237.0,1.3799282023608264e-05,/°C
238.0,1.4356056622121589e-05,/°C
239.0,1.364058517845908e-05,/°C
240.0,1.4109845232013283e-05,/°C
241.0,1.3806345019569766e-05,/°C
242.0,1.5041237966082693e-05,/°C
243.0,1.3181615286557433e-05,/°C
244.0,1.3711153727885718e-05,/°C
245.0,1.3681335647175748e-05,/°C
246.0,1.4513750524213768e-05,/°C
247.0,1.2883405092746118e-05,/°C
248.0,1.547695921188977e-05,/°C
249.0,1.5119862351948397e-05,/°C
250.0,1.5260922759754454e-05,/°C
251.0,1.3909010432984e-05,/°C
252.0,1.4679500010527688e-05,/°C
253.0,1.4544953903474453e-05,/°C
254.0,1.4290052294206878e-05,/°C
255.0,1.423255593179099e-05,/°C
256.0,1.4972037427759544e-05,/°C
257.0,1.5120480702342067e-05,/°C
258.0,1.5158667012153695e-05,/°C
259.0,1.3539368875820514e-05,/°C
260.0,1.4142361345307233e-05,/°C
261.0,1.5073922589220421e-05,/°C
262.0,1.481574343071387e-05,/°C
263.0,1.4606175012680633e-05,/°C
264.0,1.4648843516782098e-05,/°C
265.0,1.441783566451533e-05,/°C
266.0,1.4351595463727284e-05,/°C
267.0,1.4498626622468338e-05,/°C
268.0,1.413870199431792e-05,/°C
269.0,1.4132525007401896e-05,/°C
270.0,1.4405687878046507e-05,/°C
271.0,1.514975580283752e-05,/°C
272.0,1.4164096800425848e-05,/°C
273.0,1.4911693486188075e-05,/°C
274.0,1.4086875829311812e-05,/°C
275.0,1.4957660152544889e-05,/°C
276.0,1.53780063841213e-05,/°C
277.0,1.4914120668712339e-05,/°C
278.0,1.4305786700953111e-05,/°C
279.0,1.498238181772677e-05,/°C
280.0,1.4085991006511748e-05,/°C
281.0,1.5260111990181546e-05,/°C
282.0,1.4161925066780312e-05,/°C
283.0,1.44582278701571e-05,/°C
284.0,1.488348957933384e-05,/°C
285.0,1.503425094460942e-05,/°C
286.0,1.4745122301707004e-05,/°C
287.0,1.4900710760034737e-05,/°C
288.0,1.487710716581503e-05,/°C
289.0,1.4742267959275315e-05,/°C
290.0,1.4963999224916772e-05,/°C
291.0,1.4729586898178427e-05,/°C
292.0,1.5548711657817966e-05,/°C
293.0,1.5191568830932467e-05,/°C
294.0,1.4307422612598562e-05,/°C
295.0,1.4498632284866858e-05,/°C
296.0,1.558230214819172e-05,/°C
297.0,1.5799992678351478e-05,/°C
298.0,1.5129344559929822e-05,/°C
299.0,1.560053254229217e-05,/°C
300.0,1.482795903908861e-05,/°C
301.0,1.5421427815659377e-05,/°C
302.0,1.5367577272650533e-05,/°C
303.0,1.4436432699140472e-05,/°C
304.0,1.4907627700528048e-05,/°C
305.0,1.4718453178950057e-05,/°C
306.0,1.5408624808145782e-05,/°C
307.0,1.386933210563319e-05,/°C
308.0,1.5646846009542294e-05,/°C
309.0,1.3973434464284429e-05,/°C
310.0,1.5458277658805446e-05,/°C
311.0,1.5657160921568293e-05,/°C
312.0,1.5176863039492685e-05,/°C
313.0,1.495167209203035e-05,/°C
314.0,1.483486895016218e-05,/°C
315.0,1.5587698065882193e-05,/°C
316.0,1.6274861952285958e-05,/°C
317.0,1.5193726174090884e-05,/°C
318.0,1.4932441459415338e-05,/°C
319.0,1.4968966377579023e-05,/°C
320.0,1.5901933155665897e-05,/°C
321.0,1.4934869123371159e-05,/°C
322.0,1.569599453388426e-05,/°C
323.0,1.5178065651345223e-05,/°C
324.0,1.5341269539163722e-05,/°C
325.0,1.4918915047998411e-05,/°C
326.0,1.5051014156737306e-05,/°C
327.0,1.5820149897279177e-05,/°C
328.0,1.4851600324943179e-05,/°C
329.0,1.4623210789217629e-05,/°C
330.0,1.4495609622866259e-05,/°C
331.0,1.424595206829246e-05,/°C
332.0,1.5200339687082238e-05,/°C
333.0,1.590459996675491e-05,/°C
334.0,1.4908936570158647e-05,/°C
335.0,1.5507871606979444e-05,/°C
336.0,1.5544197065095144e-05,/°C
337.0,1.4473246437125542e-05,/°C
338.0,1.530499910055217e-05,/°C
339.0,1.549761278823955e-05,/°C
340.0,1.4943349927614871e-05,/°C
341.0,1.4794703161384109e-05,/°C
342.0,1.4454022765114588e-05,/°C
343.0,1.5316176729975733e-05,/°C
344.0,1.536751846969003e-05,/°C
345.0,1.482628987115876e-05,/°C
346.0,1.4710666091492594e-05,/°C
347.0,1.5488218976763444e-05,/°C
348.0,1.4624428310118401e-05,/°C
349.0,1.581855635726718e-05,/°C
350.0,1.606760129419679e-05,/°C
351.0,1.524035222423746e-05,/°C
352.0,1.5879342571050796e-05,/°C
353.0,1.481471760083528e-05,/°C
354.0,1.6127589743531502e-05,/°C
355.0,1.5549783361967958e-05,/°C
356.0,1.5149389591849346e-05,/°C
357.0,1.5869226376748615e-05,/°C
358.0,1.5075629632621625e-05,/°C
359.0,1.5259821460642985e-05,/°C
360.0,1.5721076755489406e-05,/°C
361.0,1.61302594885348e-05,/°C
362.0,1.4934327621626058e-05,/°C
363.0,1.516983249020509e-05,/°C
364.0,1.5518927980128632e-05,/°C
365.0,1.4962184739692995e-05,/°C
366.0,1.521771106959099e-05,/°C
367.0,1.5607798840086204e-05,/°C
368.0,1.5570963823021968e-05,/°C
369.0,1.5352789399196826e-05,/°C
370.0,1.5618149783565093e-05,/°C
371.0,1.589971760686206e-05,/°C
372.0,1.5752815467590688e-05,/°C
373.0,1.6248880357883622e-05,/°C
374.0,1.563116235174407e-05,/°C
375.0,1.621954730130823e-05,/°C
376.0,1.527457902301137e-05,/°C
377.0,1.6176316771424313e-05,/°C
378.0,1.6338366476204782e-05,/°C
379.0,1.5623869639814834e-05,/°C
380.0,1.6393552410465638e-05,/°C
381.0,1.6143254961618456e-05,/°C
382.0,1.55169281706649e-05,/°C
383.0,1.5275319545579333e-05,/°C
384.0,1.534916154314507e-05,/°C
385.0,1.620151609072327e-05,/°C
386.0,1.6015588495254662e-05,/°C
387.0,1.5671060829271432e-05,/°C
388.0,1.5986401540997087e-05,/°C
389.0,1.61099977463548e-05,/°C
390.0,1.545979244141826e-05,/°C
391.0,1.5349204874268326e-05,/°C
392.0,1.59893172728041e-05,/°C
393.0,1.596594191550726e-05,/°C
394.0,1.5500846882947542e-05,/°C
395.0,1.6135506546063182e-05,/°C
396.0,1.5478943913336497e-05,/°C
397.0,1.5399576362690484e-05,/°C
398.0,1.6019468053951673e-05,/°C
399.0,1.5918369042342447e-05,/°C
400.0,1.652185716089165e-05,/°C
401.0,1.8255839920039946e-05,/°C
402.0,1.798098320448278e-05,/°C
403.0,1.8077010336497625e-05,/°C
404.0,1.7736371200766855e-05,/°C
405.0,1.8625256933972293e-05,/°C
406.0,1.8251241653577244e-05,/°C
407.0,1.8265225458766726e-05,/°C
408.0,1.9259413970723925e-05,/°C
409.0,1.8504001786096052e-05,/°C
410.0,1.8812004369143985e-05,/°C
411.0,1.8318618825693453e-05,/°C
412.0,1.8406584317400542e-05,/°C
413.0,1.8085823429782537e-05,/°C
414.0,1.917433967933031e-05,/°C
415.0,1.8113409897795818e-05,/°C
416.0,1.7919836881163292e-05,/°C
417.0,1.871377568328126e-05,/°C
418.0,1.9087964791617408e-05,/°C
419.0,1.8639324455877285e-05,/°C
420.0,1.8238026139965193e-05,/°C
421.0,1.796361364265601e-05,/°C
422.0,1.8653762040855994e-05,/°C
423.0,1.9107381457549333e-05,/°C
424.0,1.9553322028249994e-05,/°C
425.0,1.928999802362585e-05,/°C
426.0,1.8727885564664248e-05,/°C
427.0,1.87512627621198e-05,/°C
428.0,1.9472966903467166e-05,/°C
429.0,1.897028338231052e-05,/°C
430.0,1.8384533857314433e-05,/°C
431.0,1.911522177623978e-05,/°C
432.0,1.839171578038548e-05,/°C
433.0,1.9830797992778405e-05,/°C
434.0,1.908504423680838e-05,/°C
435.0,1.9293819927818274e-05,/°C
436.0,1.8796694626332597e-05,/°C
437.0,1.910350953678065e-05,/°C
438.0,1.8917302833777862e-05,/°C
439.0,1.922561607180459e-05,/°C
440.0,1.9161212872532425e-05,/°C
441.0,1.9918226890037545e-05,/°C
442.0,2.004457077331879e-05,/°C
443.0,2.004744613625859e-05,/°C
444.0,1.9478814809110156e-05,/°C
445.0,1.959093845837409e-05,/°C
446.0,1.9057601106195537e-05,/°C
447.0,1.8840522142047846e-05,/°C
448.0,1.9151632399108483e-05,/°C
449.0,1.8995089111707376e-05,/°C
450.0,1.9873514471955412e-05,/°C
451.0,1.990618074919185e-05,/°C
452.0,2.0073901403946015e-05,/°C
453.0,1.999918344086355e-05,/°C
454.0,2.0727309176165836e-05,/°C
455.0,2.014350398688464e-05,/°C
456.0,1.959525343459673e-05,/°C
457.0,2.050169527354116e-05,/°C
458.0,2.0914089282505214e-05,/°C
459.0,1.9446806124064517e-05,/°C
460.0,2.0921870060516836e-05,/°C
461.0,1.962913048719361e-05,/°C
462.0,1.984854171632809e-05,/°C
463.0,2.0558843968236838e-05,/°C
464.0,1.9906434702923315e-05,/°C
465.0,2.0785888830270952e-05,/°C
466.0,1.9639023962358488e-05,/°C
467.0,2.0194834586396344e-05,/°C
468.0,1.9880076048782807e-05,/°C
469.0,2.0534317525098036e-05,/°C
470.0,2.0793660840609108e-05,/°C
471.0,2.0234546729062186e-05,/°C
472.0,2.0589577616981923e-05,/°C
473.0,2.1375333846353432e-05,/°C
474.0,2.1487674061046555e-05,/°C
475.0,2.0355159124595195e-05,/°C
476.0,2.0838627250977642e-05,/°C
477.0,2.097165579750215e-05,/°C
478.0,2.1131058672858897e-05,/°C
479.0,2.115485454370871e-05,/°C
480.0,2.1495538211410637e-05,/°C
481.0,2.212647069890987e-05,/°C
482.0,2.0560258275483062e-05,/°C
483.0,2.105063796424627e-05,/°C
484.0,2.0906571125438052e-05,/°C
485.0,2.182221265162833e-05,/°C
486.0,2.133639768230454e-05,/°C
487.0,2.188925611971731e-05,/°C
488.0,2.175638405412747e-05,/°C
489.0,2.2095921819005268e-05,/°C
490.0,2.208668580796548e-05,/°C
491.0,2.157286392523199e-05,/°C
492.0,2.1700934902273882e-05,/°C
493.0,2.16202609321798e-05,/°C
494.0,2.2134960876777137e-05,/°C
495.0,2.3336079031644786e-05,/°C
496.0,2.258481860669321e-05,/°C
497.0,2.20502972812277e-05,/°C
498.0,2.2613062567208496e-05,/°C
499.0,2.2604748339403468e-05,/°C
500.0,2.2780841035066333e-05,/°C
501.0,2.247983459469712e-05,/°C
502.0,2.2947285674649872e-05,/°C
503.0,2.2518877393786416e-05,/°C
504.0,2.2759578975734387e-05,/°C
505.0,2.2652495226097607e-05,/°C
506.0,2.3010404805563766e-05,/°C
507.0,2.234102637630325e-05,/°C
508.0,2.2648469357015938e-05,/°C
509.0,2.2255105382202103e-05,/°C
510.0,2.3639149891721375e-05,/°C
511.0,2.351439541702132e-05,/°C
512.0,2.1885478244879995e-05,/°C
513.0,2.2956192914539573e-05,/°C
514.0,2.274712264264859e-05,/°C
515.0,2.3928203017601176e-05,/°C
516.0,2.304629844369214e-05,/°C
517.0,2.2975619408450024e-05,/°C
518.0,2.37793144343361e-05,/°C
519.0,2.372601188601655e-05,/°C
520.0,2.3290830894418626e-05,/°C
521.0,2.436472784692538e-05,/°C
522.0,2.4403508081498098e-05,/°C
523.0,2.420609634355766e-05,/°C
524.0,2.39238991209369e-05,/°C
525.0,2.4043491797528655e-05,/°C
526.0,2.4885966536857975e-05,/°C
527.0,2.3321133106516853e-05,/°C
528.0,2.4278716485422506e-05,/°C
529.0,2.4534303724098317e-05,/°C
530.0,2.48706762706332e-05,/°C
531.0,2.5695357441363086e-05,/°C
532.0,2.4510170850285817e-05,/°C
533.0,2.5349272168790263e-05,/°C
534.0,2.523478731334439e-05,/°C
535.0,2.4529168283802927e-05,/°C
536.0,2.508002058771969e-05,/°C
537.0,2.486632712949635e-05,/°C
538.0,2.49168515395824e-05,/°C
539.0,2.512024171403388e-05,/°C
540.0,2.5803275993939434e-05,/°C
541.0,2.518675580888672e-05,/°C
542.0,2.577599217485932e-05,/°C
543.0,2.554481754213288e-05,/°C
544.0,2.547607539917938e-05,/°C
545.0,2.647087687209285e-05,/°C
546.0,2.613941009229968e-05,/°C
547.0,2.649967399441961e-05,/°C
548.0,2.63263846141721e-05,/°C
549.0,2.6808935118428033e-05,/°C
550.0,2.6207791883625616e-05,/°C
551.0,2.6078807074926272e-05,/°C
552.0,2.6138531716526738e-05,/°C
553.0,2.678635974552946e-05,/°C
554.0,2.68827803757604e-05,/°C
555.0,2.6558685441188335e-05,/°C
556.0,2.726675300984245e-05,/°C
557.0,2.736345432971331e-05,/°C
558.0,2.7427376595173076e-05,/°C
559.0,2.7394717282873707e-05,/°C
560.0,2.7426471778047623e-05,/°C
561.0,2.7879507637167154e-05,/°C
562.0,2.7887805637293533e-05,/°C
563.0,2.851064928454411e-05,/°C
564.0,2.838408819058068e-05,/°C
565.0,2.9357932869510423e-05,/°C
566.0,2.8175680053477602e-05,/°C
567.0,2.9148465468073176e-05,/°C
568.0,2.7715811618658292e-05,/°C
569.0,2.9154790581104663e-05,/°C
570.0,2.8503046716414985e-05,/°C
571.0,2.8137101669191114e-05,/°C
572.0,2.868407207289762e-05,/°C
573.0,2.9305411643063228e-05,/°C
574.0,2.9491046070081258e-05,/°C
575.0,2.844533708848276e-05,/°C
576.0,2.915148412120876e-05,/°C
577.0,2.945252803363933e-05,/°C
578.0,3.018280623371498e-05,/°C
579.0,3.035913028278729e-05,/°C
580.0,3.014749555087137e-05,/°C
581.0,3.0357879652960666e-05,/°C
582.0,2.9624655843102214e-05,/°C
583.0,3.0489253702459657e-05,/°C
584.0,2.993938088227594e-05,/°C
585.0,3.029831381888869e-05,/°C
586.0,2.994103514716794e-05,/°C
587.0,3.150817619970908e-05,/°C
588.0,3.101630308673938e-05,/°C
589.0,3.072369768656609e-05,/°C
590.0,3.134709348437941e-05,/°C
591.0,3.074969973157093e-05,/°C
592.0,3.101670042039196e-05,/°C
593.0,3.197901668918775e-05,/°C
594.0,3.18600466888749e-05,/°C
595.0,3.222804841850644e-05,/°C
596.0,3.058722183206191e-05,/°C
597.0,3.301419802246005e-05,/°C
598.0,3.205486033090467e-05,/°C
599.0,3.2767449037697e-05,/°C
600.0,3.30721491185309e-05,/°C
