timestamp,climate_zone_id,outdoor_temp_c,outdoor_rh_pct,wind_m_s
2024-01-06T05:00:00,CZ-1,-6.96,69.7,4.27
2024-01-06T06:00:00,CZ-1,-7.42,74.0,3.69
2024-01-06T07:00:00,CZ-1,-4.01,70.5,2.27
2024-01-06T08:00:00,CZ-1,-3.65,67.5,2.65
2024-01-06T09:00:00,CZ-1,-1.43,70.9,3.33
2024-01-06T10:00:00,CZ-1,-1.38,69.0,4.51
2024-01-06T11:00:00,CZ-1,-0.72,70.4,1.84
2024-01-06T12:00:00,CZ-1,0.8,72.0,3.98
2024-01-06T13:00:00,CZ-1,0.89,67.1,4.92
2024-01-06T14:00:00,CZ-1,0.62,69.3,2.6
2024-01-06T15:00:00,CZ-1,-0.58,69.5,2.94
2024-01-06T16:00:00,CZ-1,-1.07,72.2,2.41
2024-01-06T17:00:00,CZ-1,-3.15,73.1,3.22
2024-01-06T18:00:00,CZ-1,-2.86,66.8,2.72
2024-01-06T19:00:00,CZ-1,-4.39,70.0,4.08
2024-01-06T20:00:00,CZ-1,-6.89,72.2,3.88
2024-01-06T21:00:00,CZ-1,-7.3,74.1,1.92
2024-01-06T22:00:00,CZ-1,-8.29,69.7,4.41
2024-01-06T23:00:00,CZ-1,-10.36,69.2,5.16
2024-01-07T00:00:00,CZ-1,-9.67,67.4,3.41
2024-01-07T01:00:00,CZ-1,-10.37,74.2,5.86
2024-01-07T02:00:00,CZ-1,-10.82,66.9,5.69
2024-01-07T03:00:00,CZ-1,-9.17,71.3,3.61
2024-01-07T04:00:00,CZ-1,-9.37,73.7,2.51
2024-01-07T05:00:00,CZ-1,-8.84,75.3,1.99
2024-01-07T06:00:00,CZ-1,-5.77,72.3,5.31
2024-01-07T07:00:00,CZ-1,-4.05,65.9,5.0
2024-01-07T08:00:00,CZ-1,-4.64,65.9,4.06
2024-01-07T09:00:00,CZ-1,-3.11,71.6,5.83
2024-01-07T10:00:00,CZ-1,-0.45,69.4,3.47
2024-01-07T11:00:00,CZ-1,0.83,65.0,2.85
2024-01-07T12:00:00,CZ-1,1.86,65.8,2.67
2024-01-07T13:00:00,CZ-1,1.7,63.8,3.92
2024-01-07T14:00:00,CZ-1,1.99,66.6,2.92
2024-01-07T15:00:00,CZ-1,1.01,66.4,3.87
2024-01-07T16:00:00,CZ-1,-0.64,64.4,3.35
2024-01-07T17:00:00,CZ-1,-1.64,65.0,2.37
2024-01-07T18:00:00,CZ-1,-2.52,71.2,1.86
2024-01-07T19:00:00,CZ-1,-5.65,69.2,3.17
2024-01-07T20:00:00,CZ-1,-6.57,72.3,4.73
2024-01-07T21:00:00,CZ-1,-8.33,69.6,1.53
2024-01-07T22:00:00,CZ-1,-9.74,74.3,1.8
2024-01-07T23:00:00,CZ-1,-10.21,68.0,4.95
2024-01-08T00:00:00,CZ-1,-11.53,70.8,2.69
2024-01-08T01:00:00,CZ-1,-10.07,67.3,4.31
2024-01-08T02:00:00,CZ-1,-10.53,75.1,3.68
2024-01-08T03:00:00,CZ-1,-9.21,66.6,4.18
2024-01-08T04:00:00,CZ-1,-8.23,66.4,1.61
2024-01-08T05:00:00,CZ-1,-7.77,69.8,4.69
2024-01-08T06:00:00,CZ-1,-7.31,69.8,4.7
2024-01-08T07:00:00,CZ-1,-5.45,66.1,1.86
2024-01-08T08:00:00,CZ-1,-4.25,66.6,4.44
2024-01-08T09:00:00,CZ-1,-1.94,69.1,2.9
2024-01-08T10:00:00,CZ-1,-0.22,72.5,5.93
2024-01-08T11:00:00,CZ-1,0.06,65.1,1.85
2024-01-08T12:00:00,CZ-1,-0.21,68.0,5.48
2024-01-08T13:00:00,CZ-1,1.15,71.4,3.21
2024-01-08T14:00:00,CZ-1,1.44,66.9,5.12
2024-01-08T15:00:00,CZ-1,-0.79,71.0,2.38
2024-01-08T16:00:00,CZ-1,-0.66,68.6,2.95
2024-01-08T17:00:00,CZ-1,-1.43,69.1,4.34
2024-01-08T18:00:00,CZ-1,-4.05,70.9,3.32
2024-01-08T19:00:00,CZ-1,-5.3,69.6,5.12
2024-01-08T20:00:00,CZ-1,-7.6,67.3,1.78
2024-01-08T21:00:00,CZ-1,-7.75,69.2,3.01
2024-01-08T22:00:00,CZ-1,-8.15,66.3,4.86
2024-01-08T23:00:00,CZ-1,-9.74,75.3,2.84
2024-01-09T00:00:00,CZ-1,-10.26,72.1,5.13
2024-01-09T01:00:00,CZ-1,-9.93,66.9,5.22
2024-01-09T02:00:00,CZ-1,-11.74,73.3,3.6
2024-01-09T03:00:00,CZ-1,-9.53,73.9,5.61
2024-01-09T04:00:00,CZ-1,-8.49,67.2,3.73
2024-01-09T05:00:00,CZ-1,-9.18,74.9,2.86
2024-01-09T06:00:00,CZ-1,-6.09,66.8,2.56
2024-01-09T07:00:00,CZ-1,-4.13,69.6,5.03
2024-01-09T08:00:00,CZ-1,-3.22,69.8,3.26
2024-01-09T09:00:00,CZ-1,-2.82,68.5,4.42
2024-01-09T10:00:00,CZ-1,-0.8,69.6,2.22
2024-01-09T11:00:00,CZ-1,0.02,65.0,1.82
2024-01-09T12:00:00,CZ-1,1.09,65.9,3.39
2024-01-09T13:00:00,CZ-1,2.17,73.5,2.28
2024-01-09T14:00:00,CZ-1,-0.09,68.5,5.51
2024-01-09T15:00:00,CZ-1,-0.44,69.3,4.98
2024-01-09T16:00:00,CZ-1,-0.13,71.9,2.82
2024-01-09T17:00:00,CZ-1,-2.53,67.1,2.64
2024-01-09T18:00:00,CZ-1,-4.02,69.1,2.34
2024-01-09T19:00:00,CZ-1,-5.63,67.8,5.58
2024-01-09T20:00:00,CZ-1,-7.3,66.0,2.63
2024-01-09T21:00:00,CZ-1,-8.61,70.9,4.42
2024-01-09T22:00:00,CZ-1,-10.2,70.5,1.67
2024-01-09T23:00:00,CZ-1,-11.39,74.9,2.54
2024-01-10T00:00:00,CZ-1,-10.92,69.9,5.45
2024-01-10T01:00:00,CZ-1,-11.64,66.7,4.2
2024-01-10T02:00:00,CZ-1,-10.01,68.1,1.84
2024-01-10T03:00:00,CZ-1,-10.17,67.8,4.21
2024-01-10T04:00:00,CZ-1,-8.58,72.5,1.53
2024-01-10T05:00:00,CZ-1,-7.67,72.7,3.07
2024-01-10T06:00:00,CZ-1,-7.66,68.7,1.7
2024-01-10T07:00:00,CZ-1,-3.8,65.4,4.8
2024-01-10T08:00:00,CZ-1,-2.45,72.8,5.18
2024-01-10T09:00:00,CZ-1,-2.22,68.1,4.29
2024-01-10T10:00:00,CZ-1,-1.77,64.5,3.73
2024-01-10T11:00:00,CZ-1,0.16,68.0,5.08
2024-01-10T12:00:00,CZ-1,1.19,65.4,3.9
2024-01-10T13:00:00,CZ-1,1.37,67.8,2.72
2024-01-10T14:00:00,CZ-1,1.97,70.5,3.38
2024-01-10T15:00:00,CZ-1,-0.88,71.4,5.48
2024-01-10T16:00:00,CZ-1,-0.96,64.3,4.95
2024-01-10T17:00:00,CZ-1,-1.27,70.8,3.26
2024-01-10T18:00:00,CZ-1,-3.68,74.1,3.45
2024-01-10T19:00:00,CZ-1,-5.82,66.1,1.91
2024-01-10T20:00:00,CZ-1,-6.37,69.0,4.98
2024-01-10T21:00:00,CZ-1,-8.89,66.1,2.14
2024-01-10T22:00:00,CZ-1,-8.51,69.8,4.08
2024-01-10T23:00:00,CZ-1,-9.17,73.4,2.27
2024-01-11T00:00:00,CZ-1,-11.16,67.8,2.27
2024-01-11T01:00:00,CZ-1,-12.04,70.0,4.89
2024-01-11T02:00:00,CZ-1,-10.09,74.2,2.86
2024-01-11T03:00:00,CZ-1,-9.39,66.5,5.61
2024-01-11T04:00:00,CZ-1,-9.69,71.9,4.36
2024-01-11T05:00:00,CZ-1,-8.99,72.7,4.6
2024-01-11T06:00:00,CZ-1,-5.61,71.7,5.35
2024-01-11T07:00:00,CZ-1,-4.71,71.1,2.38
2024-01-11T08:00:00,CZ-1,-3.51,70.3,1.69
2024-01-11T09:00:00,CZ-1,-0.95,66.0,3.12
2024-01-11T10:00:00,CZ-1,-1.6,73.9,5.17
2024-01-11T11:00:00,CZ-1,-0.54,72.8,5.29
2024-01-11T12:00:00,CZ-1,1.21,70.5,2.96
2024-01-11T13:00:00,CZ-1,0.74,68.4,5.32
2024-01-11T14:00:00,CZ-1,1.46,70.3,2.89
2024-01-11T15:00:00,CZ-1,-0.41,67.9,3.15
2024-01-11T16:00:00,CZ-1,-0.75,65.9,1.52
2024-01-11T17:00:00,CZ-1,-0.83,69.1,3.51
2024-01-11T18:00:00,CZ-1,-3.16,72.9,5.26
2024-01-11T19:00:00,CZ-1,-4.25,69.0,1.8
2024-01-11T20:00:00,CZ-1,-6.89,69.0,5.11
2024-01-11T21:00:00,CZ-1,-7.99,72.2,1.68
2024-01-11T22:00:00,CZ-1,-10.13,75.1,2.91
2024-01-11T23:00:00,CZ-1,-9.67,66.8,4.88
2024-01-12T00:00:00,CZ-1,-9.85,72.7,5.03
2024-01-12T01:00:00,CZ-1,-12.14,66.9,4.26
2024-01-12T02:00:00,CZ-1,-10.33,67.3,2.09
2024-01-12T03:00:00,CZ-1,-9.27,68.9,5.15
2024-01-12T04:00:00,CZ-1,-8.53,72.7,4.74
2024-01-12T05:00:00,CZ-1,-8.67,73.9,4.25
2024-01-12T06:00:00,CZ-1,-7.15,68.5,4.26
2024-01-12T07:00:00,CZ-1,-4.03,69.6,2.64
2024-01-12T08:00:00,CZ-1,-2.33,69.5,4.16
2024-01-12T09:00:00,CZ-1,-1.72,66.8,3.18
2024-01-12T10:00:00,CZ-1,-1.48,68.2,4.36
2024-01-12T11:00:00,CZ-1,-0.34,67.2,3.2
2024-01-12T12:00:00,CZ-1,1.5,66.5,4.96
2024-01-12T13:00:00,CZ-1,-0.08,72.4,5.85
2024-01-12T14:00:00,CZ-1,0.68,69.1,4.6
2024-01-12T15:00:00,CZ-1,1.15,66.5,3.91
2024-01-12T16:00:00,CZ-1,0.1,71.5,3.17
2024-01-12T17:00:00,CZ-1,-2.3,68.1,2.16
2024-01-12T18:00:00,CZ-1,-3.85,65.5,2.54
2024-01-12T19:00:00,CZ-1,-4.72,74.6,2.83
2024-01-12T20:00:00,CZ-1,-6.51,68.4,5.85
2024-01-12T21:00:00,CZ-1,-7.11,74.9,5.53
2024-01-12T22:00:00,CZ-1,-8.68,73.3,2.5
2024-01-12T23:00:00,CZ-1,-10.7,72.3,3.38
2024-01-13T00:00:00,CZ-1,-11.12,66.6,3.7
2024-01-13T01:00:00,CZ-1,-10.73,66.7,1.74
2024-01-13T02:00:00,CZ-1,-10.63,69.2,3.85
2024-01-13T03:00:00,CZ-1,-10.11,70.2,2.86
2024-01-13T04:00:00,CZ-1,-10.12,69.5,5.23
2024-01-13T05:00:00,CZ-1,-8.82,65.7,5.11
2024-01-13T06:00:00,CZ-1,-6.05,69.8,1.79
2024-01-13T07:00:00,CZ-1,-5.85,71.7,2.71
2024-01-13T08:00:00,CZ-1,-2.7,74.4,1.75
2024-01-13T09:00:00,CZ-1,-1.23,73.3,4.18
2024-01-13T10:00:00,CZ-1,-0.57,70.2,3.83
2024-01-13T11:00:00,CZ-1,0.18,65.6,1.5
2024-01-13T12:00:00,CZ-1,-0.26,64.1,2.34
2024-01-13T13:00:00,CZ-1,0.18,72.9,1.97
2024-01-13T14:00:00,CZ-1,1.07,70.4,2.39
2024-01-13T15:00:00,CZ-1,-0.01,69.1,4.39
2024-01-13T16:00:00,CZ-1,-0.4,68.3,4.26
2024-01-13T17:00:00,CZ-1,-1.98,65.0,4.32
2024-01-13T18:00:00,CZ-1,-2.26,71.9,3.65
2024-01-13T19:00:00,CZ-1,-4.91,68.8,3.46
2024-01-13T20:00:00,CZ-1,-5.56,66.1,4.45
2024-01-13T21:00:00,CZ-1,-8.78,75.6,2.68
2024-01-13T22:00:00,CZ-1,-8.9,67.1,5.51
2024-01-13T23:00:00,CZ-1,-9.18,75.5,2.68
2024-01-14T00:00:00,CZ-1,-11.87,72.5,4.56
2024-01-14T01:00:00,CZ-1,-10.55,75.4,5.87
2024-01-14T02:00:00,CZ-1,-11.29,75.4,5.52
2024-01-14T03:00:00,CZ-1,-11.19,71.1,2.26
2024-01-14T04:00:00,CZ-1,-8.27,74.3,2.41
2024-01-14T05:00:00,CZ-1,-8.82,74.7,2.36
2024-01-14T06:00:00,CZ-1,-6.82,71.3,3.21
2024-01-14T07:00:00,CZ-1,-4.16,74.2,5.92
2024-01-14T08:00:00,CZ-1,-2.63,70.1,3.62
2024-01-14T09:00:00,CZ-1,-1.93,64.5,1.62
2024-01-14T10:00:00,CZ-1,0.34,66.5,5.48
2024-01-14T11:00:00,CZ-1,0.89,67.9,4.13
2024-01-14T12:00:00,CZ-1,0.95,65.6,1.65
2024-01-14T13:00:00,CZ-1,0.07,70.0,2.23
2024-01-14T14:00:00,CZ-1,1.94,70.8,1.64
2024-01-14T15:00:00,CZ-1,-0.67,70.4,1.69
2024-01-14T16:00:00,CZ-1,-1.79,64.6,5.35
2024-01-14T17:00:00,CZ-1,-1.37,66.4,5.8
2024-01-14T18:00:00,CZ-1,-3.37,71.3,5.46
2024-01-14T19:00:00,CZ-1,-4.39,72.1,3.23
2024-01-14T20:00:00,CZ-1,-7.16,67.3,1.65
2024-01-14T21:00:00,CZ-1,-6.92,74.7,4.89
2024-01-14T22:00:00,CZ-1,-10.23,73.4,4.35
2024-01-14T23:00:00,CZ-1,-10.25,67.4,5.06
2024-01-15T00:00:00,CZ-1,-10.44,69.1,3.01
2024-01-15T01:00:00,CZ-1,-11.57,69.7,5.69
2024-01-15T02:00:00,CZ-1,-11.88,73.8,5.6
2024-01-15T03:00:00,CZ-1,-9.55,72.1,3.64
2024-01-15T04:00:00,CZ-1,-9.75,73.3,5.05
2024-01-15T05:00:00,CZ-1,-9.13,70.8,1.94
2024-01-15T06:00:00,CZ-1,-6.63,65.8,4.05
2024-01-15T07:00:00,CZ-1,-4.49,73.3,4.09
2024-01-15T08:00:00,CZ-1,-3.96,69.0,3.86
2024-01-15T09:00:00,CZ-1,-2.51,71.9,1.74
2024-01-15T10:00:00,CZ-1,-1.12,65.1,4.63
2024-01-15T11:00:00,CZ-1,0.98,73.6,4.17
2024-01-15T12:00:00,CZ-1,1.89,69.0,4.1
2024-01-15T13:00:00,CZ-1,0.18,72.0,5.72
2024-01-15T14:00:00,CZ-1,0.15,65.5,5.72
2024-01-15T15:00:00,CZ-1,0.84,68.9,5.96
2024-01-15T16:00:00,CZ-1,-0.61,65.2,2.97
2024-01-15T17:00:00,CZ-1,-2.97,73.7,5.51
2024-01-15T18:00:00,CZ-1,-2.86,68.9,4.41
2024-01-15T19:00:00,CZ-1,-5.31,68.0,3.43
2024-01-15T20:00:00,CZ-1,-6.45,67.0,5.92
2024-01-15T21:00:00,CZ-1,-7.69,75.0,2.07
2024-01-15T22:00:00,CZ-1,-9.02,72.7,4.22
2024-01-15T23:00:00,CZ-1,-11.31,71.9,3.85
2024-01-16T00:00:00,CZ-1,-9.91,70.7,3.99
2024-01-16T01:00:00,CZ-1,-11.42,70.8,4.6
2024-01-16T02:00:00,CZ-1,-11.38,68.5,3.0
2024-01-16T03:00:00,CZ-1,-9.85,73.0,3.78
2024-01-16T04:00:00,CZ-1,-9.8,73.4,5.22
2024-01-16T05:00:00,CZ-1,-7.72,72.8,5.89
2024-01-16T06:00:00,CZ-1,-6.02,71.3,3.07
2024-01-16T07:00:00,CZ-1,-5.63,74.6,2.66
2024-01-16T08:00:00,CZ-1,-2.36,74.6,2.24
2024-01-16T09:00:00,CZ-1,-1.62,66.4,2.18
2024-01-16T10:00:00,CZ-1,-1.6,67.2,2.84
2024-01-16T11:00:00,CZ-1,-0.35,65.1,5.6
2024-01-16T12:00:00,CZ-1,0.27,72.7,3.59
2024-01-16T13:00:00,CZ-1,-0.17,72.3,3.46
2024-01-16T14:00:00,CZ-1,0.13,73.6,2.83
2024-01-16T15:00:00,CZ-1,-0.95,66.5,4.82
2024-01-16T16:00:00,CZ-1,-1.94,66.6,5.34
2024-01-16T17:00:00,CZ-1,-1.52,70.3,4.41
2024-01-16T18:00:00,CZ-1,-2.62,71.4,4.44
2024-01-16T19:00:00,CZ-1,-4.09,71.4,4.13
2024-01-16T20:00:00,CZ-1,-7.2,67.1,2.06
2024-01-16T21:00:00,CZ-1,-8.16,68.2,4.65
2024-01-16T22:00:00,CZ-1,-8.3,68.3,3.3
2024-01-16T23:00:00,CZ-1,-9.69,67.6,5.32
2024-01-17T00:00:00,CZ-1,-10.84,66.4,5.36
2024-01-17T01:00:00,CZ-1,-10.96,72.8,5.43
2024-01-17T02:00:00,CZ-1,-9.85,69.4,1.55
2024-01-17T03:00:00,CZ-1,-9.4,75.1,1.98
2024-01-17T04:00:00,CZ-1,-9.84,68.0,4.72
2024-01-17T05:00:00,CZ-1,-6.92,67.6,3.07
2024-01-17T06:00:00,CZ-1,-5.72,69.9,2.42
2024-01-17T07:00:00,CZ-1,-5.06,65.2,5.07
2024-01-17T08:00:00,CZ-1,-3.76,68.1,4.84
2024-01-17T09:00:00,CZ-1,-2.1,74.3,2.33
2024-01-17T10:00:00,CZ-1,-0.72,73.5,4.78
2024-01-17T11:00:00,CZ-1,0.47,70.3,2.64
2024-01-17T12:00:00,CZ-1,0.51,64.5,1.84
2024-01-17T13:00:00,CZ-1,2.0,70.1,4.54
2024-01-17T14:00:00,CZ-1,0.99,64.9,2.87
2024-01-17T15:00:00,CZ-1,-0.04,73.5,5.87
2024-01-17T16:00:00,CZ-1,0.43,73.8,3.58
2024-01-17T17:00:00,CZ-1,-2.81,73.7,1.81
2024-01-17T18:00:00,CZ-1,-2.73,66.6,4.39
2024-01-17T19:00:00,CZ-1,-4.47,73.1,2.16
2024-01-17T20:00:00,CZ-1,-6.15,73.6,5.08
2024-01-17T21:00:00,CZ-1,-8.21,75.6,4.92
2024-01-17T22:00:00,CZ-1,-8.88,73.6,3.61
2024-01-17T23:00:00,CZ-1,-9.52,68.3,4.67
2024-01-18T00:00:00,CZ-1,-10.35,76.0,4.55
2024-01-18T01:00:00,CZ-1,-11.04,74.3,5.1
2024-01-18T02:00:00,CZ-1,-11.14,72.7,2.94
2024-01-18T03:00:00,CZ-1,-10.23,72.3,1.88
2024-01-18T04:00:00,CZ-1,-8.29,67.4,2.86
2024-01-18T05:00:00,CZ-1,-8.28,66.5,4.04
2024-01-18T06:00:00,CZ-1,-6.97,74.7,3.89
2024-01-18T07:00:00,CZ-1,-5.37,70.8,4.46
2024-01-18T08:00:00,CZ-1,-4.14,65.4,2.82
2024-01-18T09:00:00,CZ-1,-1.74,70.2,5.34
2024-01-18T10:00:00,CZ-1,-1.51,68.7,5.03
2024-01-18T11:00:00,CZ-1,-0.5,68.0,3.91
2024-01-18T12:00:00,CZ-1,1.06,70.7,5.9
2024-01-18T13:00:00,CZ-1,0.02,72.8,3.97
2024-01-18T14:00:00,CZ-1,1.12,66.8,3.73
2024-01-18T15:00:00,CZ-1,-0.49,64.7,5.28
2024-01-18T16:00:00,CZ-1,-0.35,65.3,2.03
2024-01-18T17:00:00,CZ-1,-2.19,72.7,3.63
2024-01-18T18:00:00,CZ-1,-3.31,69.5,5.57
2024-01-18T19:00:00,CZ-1,-4.52,67.5,2.24
2024-01-18T20:00:00,CZ-1,-6.31,72.7,2.22
2024-01-18T21:00:00,CZ-1,-8.43,72.6,3.74
2024-01-18T22:00:00,CZ-1,-9.73,70.5,3.42
2024-01-18T23:00:00,CZ-1,-9.0,72.8,2.31
2024-01-19T00:00:00,CZ-1,-11.13,72.6,1.59
2024-01-19T01:00:00,CZ-1,-12.09,73.6,6.0
2024-01-19T02:00:00,CZ-1,-10.05,67.1,3.68
2024-01-19T03:00:00,CZ-1,-9.58,67.5,2.46
2024-01-19T04:00:00,CZ-1,-9.45,67.1,1.93
