Sample_ID,Time_hours,Flow_Rate_L_per_min,Settlement_mm,Sinkhole_Diameter_m,Soil_Layer,Moisture_Content_percent,Pipeline_Depth_m,Pressure_kPa,Cavity_Volume_m3,Failure_Occurred
48,22.605210420841683,28.403060953001486,35.23786513679044,0.6098035170044211,Sandy Clay Top,32.62901559350043,3.2683840140538107,256.68669200656177,12.885993874341443,0
49,23.086172344689377,29.601962570447583,35.60517034888346,4.415444932554184,Sandy Clay Top,20.558041944977354,3.866156694929957,61.91031435912665,11.778208596357013,0
50,23.567134268537075,13.318450498648717,36.34507388936372,0.5957123488267422,Clay Middle,18.879077345355498,3.802566239616803,231.68730604204916,6.491875484429268,0
51,24.04809619238477,48.63130824940514,36.71222881957547,4.4361575270788975,Sandy Clay Top,32.596329718838774,2.245327561627194,243.4765554426663,3.0958707655441824,0
52,24.529058116232463,39.880977051250156,37.668113875229714,2.8802171031224537,Clay Middle,28.15120625556046,4.405832295430255,138.15065148221453,7.761595496139154,1
53,25.01002004008016,47.27745237038851,38.06949093474046,4.725804643308033,Sandy Clay Bottom,21.218578600151083,1.701503027271007,256.1969640694467,11.069810349675397,0
54,25.490981963927855,45.2672307692442,38.48104822523053,4.094524560981494,Sandy Clay Bottom,29.846961011450183,4.928580690595869,178.91485146411335,6.602652021070936,0
55,25.97194388777555,31.905499046498832,39.527427546845416,4.990703497400019,Sandy Clay Bottom,31.302367689607358,5.759899952970958,165.8234133181992,10.03490145578007,1
56,26.452905811623246,46.48434057604026,39.785751203839474,2.0782031695326957,Clay Middle,27.299564806822648,3.0289597221800304,61.350820367173135,1.5054786517365502,1
57,26.93386773547094,8.982162592336378,39.85769518153462,3.952347300190071,Sandy Clay Bottom,28.757682197598303,3.8275772177144938,122.50729841222648,11.245270571933911,0
58,27.414829659318634,13.819228808861533,39.87229769225067,2.3086891112415895,Sandy Clay Top,22.505198088853327,3.205096251264665,282.752492721325,12.209432936406625,1
59,27.895791583166332,7.035228000974213,40.57582641858196,2.6594402913675896,Sandy Clay Bottom,25.77391334686078,1.53019675636827,147.955990820875,10.631884051130063,0
60,28.376753507014026,19.639864884346895,41.0600259021123,3.323774584482665,Sandy Clay Bottom,25.483183414523246,3.2364352630280218,186.67513013919208,14.512227454142847,0
61,28.857715430861724,22.49047803602669,41.66885857601124,4.431547013838524,Sandy Clay Bottom,31.96095582261544,5.062741166676059,183.00541974606296,12.417115656163542,1
62,29.338677354709418,17.210706429825315,41.78859932275796,4.928375611396828,Sandy Clay Top,31.79927960564365,4.181949789825668,197.60777245567334,13.55609654536042,0
63,29.819639278557112,42.29318791183682,41.8619055983721,3.957230362390332,Clay Middle,31.653609386940865,1.9556696157682152,65.33273891082065,14.010209143518956,0
64,30.30060120240481,21.053899701211517,41.86923133650493,2.379950519753002,Sandy Clay Top,15.220632285249316,5.312127703622033,140.54406369968206,12.040085078919747,0
65,30.781563126252504,17.642052935932135,42.085074967262464,2.396106510246816,Clay Middle,29.990909689377766,3.889884051983593,230.78206847063854,10.146456745896836,0
66,31.262525050100198,29.42132374212118,42.53077365509494,3.8191203571500116,Clay Middle,30.173527802220097,5.287755127851042,100.14006276824573,0.1852068622757604,0
67,31.743486973947896,11.341590123864318,42.779764588875516,1.5744971559573604,Sandy Clay Bottom,28.567576457102838,4.1109968345326315,100.89459438659011,7.040803723024558,1
68,32.22444889779559,41.098864133931784,43.06742437028973,0.997133509091276,Clay Middle,30.125293157829052,4.01859800177073,52.52265167225618,8.61031824947318,0
69,32.705410821643284,8.354778965589688,44.23995513178045,2.0957997093834946,Sandy Clay Top,31.839407429934173,1.9736663333865558,159.37048165205243,4.6300510594751945,1
70,33.18637274549098,49.40991214702328,44.454006438993005,1.7925754624433679,Sandy Clay Top,24.406381082035715,2.2531187991238255,270.6835951683555,4.839756258861733,0
71,33.66733466933868,39.751014618349586,44.814768953029166,1.8333865420519553,Clay Middle,25.04100426976894,5.87411365423466,62.97523589682726,14.421275294081461,1
72,34.14829659318637,13.942205669037758,45.58020482188902,1.5512348797245947,Sandy Clay Bottom,17.49428113822781,2.5281903603964686,97.77967737400066,13.386491891520913,1
73,34.62925851703407,5.248495270562108,45.83274488753861,0.6894193533636285,Sandy Clay Bottom,22.707517660947236,5.898534530956655,127.52113458568877,12.752767181975393,1
74,35.11022044088176,41.695764280467536,46.319290125215154,0.5804327063003621,Sandy Clay Top,27.867303598235686,3.893607179359185,232.93118414105322,6.149575845421048,0
75,35.591182364729455,36.80858047314277,47.31086044705731,4.944750753812142,Sandy Clay Bottom,30.60799552294549,2.1110507117877173,210.15889820064663,0.3041084010928267,0
76,36.07214428857715,37.80532256184443,48.80395565474464,2.4249791018113807,Clay Middle,19.34418195382421,1.9468599123916182,153.98597614546378,1.2953114721901398,0
77,36.55310621242485,39.70716560086756,48.88349659440206,2.2294699122185673,Clay Middle,17.75645798318471,2.43988831817583,239.76723481459393,4.751725886442294,1
78,37.034068136272545,8.332009328034067,50.1893279759231,3.5584127721188143,Sandy Clay Top,28.260840090009843,5.665367985114011,202.40775291422548,0.33456940363558707,1
79,37.51503006012024,21.130957784492267,50.52807936642086,1.4821424953927886,Clay Middle,15.037597670498213,3.363676009477021,274.01019991430474,0.3555317505364519,0
80,37.99599198396793,10.214107678630837,50.67744709359656,4.774825327776014,Sandy Clay Top,18.567451686146597,3.279454205968115,254.50668728467326,13.757389194471925,0
81,38.47695390781563,43.83965416440171,50.98474057728191,4.038552564869985,Clay Middle,15.581427606879075,2.9094281748157833,113.20340152230014,10.621761681573906,0
82,38.95791583166333,33.04841570724011,52.94156712607221,0.9023495104051678,Sandy Clay Top,18.33770235709742,2.161778327549648,117.85964440855005,4.7034442520154744,0
83,39.43887775551102,19.890411118369215,53.28081277240589,2.379113491032178,Sandy Clay Bottom,18.626385598510105,3.695330387365829,81.3391189480964,2.0764042062542023,0
84,39.91983967935872,7.860125762871064,53.48012078845614,4.456032384029741,Clay Middle,22.753471895007884,2.085215021300124,134.24118142936413,7.723372196636649,1
85,40.40080160320641,18.9942044772048,53.98186392543497,4.7512941003113465,Clay Middle,23.046542493731117,5.259661063720474,299.8859796797736,0.1796577967300304,1
86,40.881763527054105,19.633249491203618,54.11917815929277,2.6033068006244138,Sandy Clay Top,32.48524941220475,3.166786438238879,151.43779215376526,14.082364783486346,0
87,41.3627254509018,37.83227802521289,54.15862581178089,3.2603512514481845,Sandy Clay Top,25.202194249976504,3.1866160550180833,105.1221086722766,6.2807452788953135,0
88,41.8436873747495,33.69008621098459,54.227613421637095,1.2516527574143386,Clay Middle,29.468095312245726,3.6330289281742014,240.62072111888824,6.0947908330362575,0
89,42.324649298597194,44.924573415934695,54.2961226336706,4.960258817616395,Sandy Clay Top,17.08274715840575,3.498574709245882,185.61775086566402,5.9198447529685545,0
90,42.80561122244489,26.24967163228772,54.37850258444894,1.5425226562254952,Clay Middle,19.508775109273877,5.976860878766947,87.40036238173813,1.1329921227776951,0
91,43.28657314629258,10.381741067223576,54.4532326174827,4.742292983608065,Sandy Clay Bottom,29.058868819573537,3.9542150454823615,145.17242029021645,9.611001372898215,0
92,43.767535070140276,37.09601542503478,54.9652746430206,3.423409920465658,Sandy Clay Top,16.056079209370562,1.896907667054418,153.61742888483582,11.021753932462465,1
93,44.24849699398798,39.23532718776038,55.06564782153784,3.234815576954866,Clay Middle,24.73195324487506,4.230948037096185,238.45742514230466,10.174268424065525,0
94,44.72945891783567,30.25747389062733,55.27771747943524,2.807098299574289,Sandy Clay Bottom,26.98737931325868,2.18212931791446,55.16784222297612,2.1626888506079753,0
95,45.210420841683366,39.69352309795524,56.41320454199942,1.538014152729914,Sandy Clay Bottom,27.04291288104962,1.6392194012910388,117.25491169957762,8.72471850373033,1
96,45.69138276553106,27.220801836397584,56.73439511282272,1.2943761440247872,Clay Middle,15.45865622536084,5.868339691547616,179.3990753288805,8.585318814166582,1
97,46.172344689378754,28.522977322189732,57.285039654648905,1.4921879408157892,Sandy Clay Top,21.442160084583712,4.980925011905537,117.21168561321083,13.039320740326593,0
98,46.65330661322645,24.239345826134734,57.379603913205514,1.3389721796491454,Clay Middle,27.72981302098308,5.910490465861951,207.10851185474974,5.74900210979714,0
99,47.13426853707415,6.143860703484283,57.48637940370306,4.00813013105039,Sandy Clay Bottom,17.97999472298487,3.6504530161000908,170.46686981865415,5.63514056052557,0
100,47.61523046092184,9.8551142146987,57.50724301006184,2.0755636662502854,Clay Middle,28.908312966561063,3.8951588901703924,140.42756371489514,9.316053174900965,1
101,48.09619238476954,6.414313355903041,57.59976668209463,0.7602920445352837,Sandy Clay Top,29.91850417627349,2.2575163016360857,287.30215671762807,9.532782537142744,1
102,48.57715430861723,33.63846850687012,57.76304074141021,4.860961835633651,Sandy Clay Bottom,34.6393838089229,2.6110834200041353,208.03987479661436,7.092349887154276,1
103,49.058116232464926,19.1460191484347,57.860446650151765,4.477036482335416,Clay Middle,19.19683989712819,5.273471467062727,82.48534306698531,6.701584498723274,0
104,49.53907815631263,27.885681102411624,57.90688960408195,4.674885274378458,Sandy Clay Top,31.502613353322303,3.1028354120291737,190.02292436084886,7.462800292504451,1
105,50.02004008016032,45.84049132667418,57.971167710828624,4.977085201908959,Sandy Clay Bottom,25.405931538373082,5.220667382083885,245.18296330022525,12.929574962599347,0
106,50.501002004008015,16.21815031169937,58.279982382511314,1.2825286214876928,Sandy Clay Top,22.46925192288347,4.6905617592916435,227.12242437319932,6.971386828683259,0
107,50.98196392785571,23.46723153660334,58.39552848568386,2.2830890850619645,Sandy Clay Bottom,17.447535146503558,2.297269163723395,93.02230732381484,14.104983700350354,0
108,51.4629258517034,38.99980123443719,58.62201904343932,3.912073140668411,Clay Middle,29.71011212975075,3.7835086475388398,293.10499976002586,7.6096560775852575,0
109,51.9438877755511,15.29591744712301,58.97202163579649,3.632092781242065,Sandy Clay Top,19.71715198287374,4.548242946834225,162.2034114366515,14.243090328395281,0
110,52.4248496993988,8.464095942295685,59.55825035280276,1.1925315785293478,Sandy Clay Bottom,22.428440037460916,2.557667466617213,89.75625093506532,12.509195337849228,1
111,52.90581162324649,18.038815381119562,59.57830321785276,4.17124906245778,Sandy Clay Top,16.25084453794737,5.238098297340346,95.04893853203697,5.5002267069758535,1
112,53.38677354709419,12.2549579264302,60.38155033976582,1.509982573264973,Sandy Clay Top,31.02733831639038,3.9517244589533407,74.55874804727013,12.968257177319579,0
113,53.86773547094188,46.83639435541579,60.87584718494947,1.5071792667018038,Clay Middle,30.33177047943287,2.2435892269917144,250.87952710873358,1.7399429345966169,0
114,54.348697394789575,41.365417080398764,60.91849490013764,2.916384903020361,Sandy Clay Top,29.67231660084625,4.123429917740711,80.50762358046217,13.883202912610916,0
115,54.82965931863727,33.503169042969056,61.952562249381685,3.168229706787664,Sandy Clay Bottom,20.988870209837735,5.998712118701613,81.28131428543674,9.511488374735086,0
116,55.31062124248497,44.215726558447294,63.22090902257115,3.1103879352701505,Sandy Clay Bottom,18.469601485319146,2.177346712485361,262.6179036902094,0.9104221529824367,0
117,55.791583166332664,41.165243460460154,63.25242043635123,0.9116907682898969,Sandy Clay Bottom,27.751065289404593,5.175406185537876,136.15102111188992,9.699425182397093,1
118,56.27254509018036,13.395652649871613,63.41450885791556,4.448573881836712,Sandy Clay Bottom,24.92332768226439,2.432890514344011,57.71447607701811,14.616290046756866,0
119,56.75350701402805,45.165154932049,64.23497644952887,1.6952001916491772,Clay Middle,18.56504933809283,5.020747482570393,62.97382487960272,1.140029753757971,0
120,57.23446893787575,29.270400886204282,64.92465506963603,1.0828171457726188,Sandy Clay Top,28.718225420997275,4.805600654046359,85.54261167597389,8.364846875723286,0
121,57.71543086172345,41.334806982382815,65.02664488566693,4.499366359410397,Clay Middle,34.82252863642607,2.8522022352019456,103.34833699392239,11.242135811414649,1
122,58.19639278557114,45.324108496557194,65.14409440125769,4.80043174203389,Sandy Clay Top,29.94439175484075,2.966204029040024,216.28654855960136,12.172852941823017,1
123,58.677354709418836,19.310156373733875,65.37548695626987,4.379574277694528,Sandy Clay Top,29.799727733712235,5.066346263833136,89.33157000045706,6.266029233279858,1
124,59.15831663326653,9.952336603745454,65.70681823860417,4.142822336261951,Sandy Clay Top,34.006255058611835,3.576504803492907,79.71859779426799,3.142081731606821,1
125,59.639278557114224,15.257082314387375,66.18831915563345,3.4485889128755978,Clay Middle,19.058727351498042,4.788681129203139,241.1797853690698,0.7308999537085191,0
126,60.12024048096192,24.219850488181535,66.41847543713362,2.978858167741127,Sandy Clay Top,26.310999298428808,2.165928663146256,217.7638209649786,8.737919740748648,0
127,60.60120240480962,41.81066446651219,66.72892099174408,0.8914404196013457,Clay Middle,34.59293430067767,5.336510018556991,158.83105536380904,6.8483749469874,1
128,61.08216432865731,43.732876246535454,67.417035461939,2.338039458818144,Sandy Clay Bottom,18.30588221940349,4.698981225070436,187.32744287002598,14.236291487730695,0
129,61.56312625250501,5.312845873903582,67.43572193809973,2.177098326555413,Sandy Clay Bottom,29.00503918889042,5.581242639756753,127.99600508160462,1.0030131249521559,0
130,62.0440881763527,27.983628615990458,67.58119024904093,1.668892026921468,Sandy Clay Top,26.71620291943804,2.095675705657376,170.62510505884018,10.312390617345486,0
131,62.525050100200396,23.783495141695056,68.20593618651894,3.755390511598632,Clay Middle,26.72958184377414,4.16856525162269,176.66816224568646,0.47199670958885187,0
132,63.0060120240481,14.99485147118286,69.33381956368424,2.7314408078544687,Sandy Clay Bottom,28.953412550401502,4.196042632681463,146.80931779452396,2.654369232987087,0
133,63.48697394789579,10.393941530015727,69.69220911978844,0.8647079715844157,Clay Middle,33.592338457513684,3.090573332460521,276.6430526680407,6.8583270988502285,0
134,63.967935871743485,20.192682713163258,70.07197387096498,1.490824408774151,Clay Middle,30.65163879702676,3.56309891056166,54.01546624525154,6.877599397762736,1
135,64.44889779559118,47.43093667606336,70.12865454023532,3.574664436468182,Sandy Clay Top,16.1227220683242,1.6709170348043405,245.54281577281154,10.316938089711295,0
136,64.92985971943888,19.544131940933987,70.42522616327709,0.8425888677063509,Sandy Clay Bottom,32.05456039751422,4.856370173821555,81.09570781033108,13.662174219529573,0
137,65.41082164328657,28.345577978451473,70.80552956280474,4.3304311132194595,Sandy Clay Top,19.510826598514655,3.971951157314283,249.38684013429986,9.62157916783232,0
138,65.89178356713427,36.635853150283005,70.94437596443507,2.7281593715628842,Sandy Clay Top,22.53828329472744,1.759834733411282,203.97797891918032,14.307672957987482,0
139,66.37274549098196,21.363332107068228,71.10121327037434,2.662639597969916,Sandy Clay Bottom,24.234656272247644,4.563401518322185,260.8195227341006,13.236073034182164,0
140,66.85370741482966,48.73019372244323,71.33804576277558,3.165835030967829,Sandy Clay Bottom,24.618120015061393,3.6005193475403456,74.37858141022437,8.809046953408775,0
141,67.33466933867736,48.310128272395005,71.34818344315073,4.211064346663171,Clay Middle,23.703607985107134,1.6550756674125,189.74515852494352,12.523500068690527,0
142,67.81563126252505,16.330203312141386,71.5425458237788,2.0651414355598687,Sandy Clay Bottom,33.74706588431729,5.86323477081643,175.27197006554928,9.674406393822148,0
143,68.29659318637275,27.376182765157346,71.66132429159062,3.551072686515786,Clay Middle,29.120380153280493,5.771004643902482,226.54829574083965,1.2705116807635346,0
144,68.77755511022043,18.539523941754634,71.85969890670661,3.04579383798106,Clay Middle,27.623412919134125,3.808060872662389,183.57263797341895,11.134414376566697,0
145,69.25851703406813,17.81782224698604,71.923480458349,1.701627215762396,Clay Middle,15.996840555658832,1.921525893176596,185.18364178327604,1.5141357748834587,0
146,69.73947895791584,6.659912630953976,73.02952040832052,4.453834938598211,Sandy Clay Bottom,33.07826660520749,4.895795497193664,157.39898589401616,8.951833430488715,0
147,70.22044088176352,32.43039502909536,73.4797198152603,4.088417097231177,Sandy Clay Top,33.18780384016792,3.7136899504757808,127.20860600183521,10.56933906728761,0
148,70.70140280561122,27.620556045298766,74.04803629420681,3.4630332559629147,Clay Middle,30.604261268602045,2.8610136523022094,170.56609031304805,1.091261362341743,0
149,71.18236472945891,7.316543806249521,74.82639081039571,4.327617780924088,Sandy Clay Top,15.140584076272383,3.7113817988785054,79.62308969210014,3.5388403435053233,0
150,71.66332665330661,17.539090890647515,75.17140902132014,4.402823904319111,Sandy Clay Top,16.145605021552466,3.85099865432459,290.3783347457712,13.743516260698582,0
151,72.1442885771543,45.87196486849942,75.21687506857887,3.6876333952176568,Sandy Clay Bottom,19.504474045369797,4.032202645600526,228.60269090664957,9.283085934270156,0
152,72.625250501002,15.780285080013758,75.60200425022629,4.266559977636524,Sandy Clay Top,17.626988162898133,3.4855067114489695,288.1167791719617,3.7696616802769207,1
153,73.1062124248497,11.52026924410504,76.04396577916198,3.6386215775117763,Sandy Clay Top,22.97672059407459,4.225898864125755,106.68184558249081,10.391128590105298,1
154,73.58717434869739,27.025374212490334,76.72807410356619,3.560633472921352,Sandy Clay Bottom,33.45246116175579,5.634306197728698,269.835255044132,8.991968657429176,1
155,74.06813627254509,49.35427043497703,77.01059142825768,3.2837512019683293,Clay Middle,24.441208683939966,3.13020639194366,252.19749614088462,7.5734779287774305,1
156,74.54909819639278,15.892487218017518,77.07883376162233,3.8872248780093854,Sandy Clay Top,15.268052528643313,4.76572408448977,219.28810311441842,14.645185927322448,0
157,75.03006012024048,35.246099633264535,77.24571485175319,1.2137229738188315,Sandy Clay Bottom,20.65491379157524,5.5250365057090445,206.25729652130144,10.283461283371883,1
158,75.51102204408818,39.27288268979229,77.47127226449051,4.4639184163951775,Sandy Clay Top,15.891898167459232,3.551906740919716,129.13741631696752,5.694072534051898,0
159,75.99198396793587,15.693689479657985,77.99038457030144,4.423295874853544,Sandy Clay Top,15.725752452270044,3.4955512637185686,254.1026962412577,12.021094137945333,0
160,76.47294589178357,37.76973568753368,78.41327543090216,0.6316127736555162,Clay Middle,20.514397061911044,4.209526434096508,175.37886536993346,13.280291064525697,0
161,76.95390781563125,21.550240972366396,78.63337881072806,4.216175377541433,Sandy Clay Top,20.51224677357891,4.161330417401197,67.72289397282134,1.9657863368007884,0
162,77.43486973947896,33.453762376711076,80.78647669681297,1.0799144036305033,Sandy Clay Bottom,30.742532052032082,5.129652040468247,128.2157902137825,3.088239369894471,1
163,77.91583166332666,33.50883698424026,81.25189320104657,2.0080348441661386,Sandy Clay Top,34.49669305562224,3.644175227002317,283.8242746363319,3.3217824360039176,0
164,78.39679358717434,29.10986078336413,81.38729046542497,3.845787153312235,Clay Middle,22.424141877799965,5.982553273377485,262.6700651512116,10.399055959859451,1
165,78.87775551102204,9.063039652448374,81.44096196773741,1.2234195322173869,Clay Middle,23.577737577220773,1.7676220599027634,295.47642451913475,9.085289370293921,0
166,79.35871743486973,42.58861230151571,81.52390611403231,4.18085160853578,Sandy Clay Bottom,31.89578872572043,1.5142553186131578,206.99834565102452,9.322974314008963,0
167,79.83967935871743,19.435102923728113,81.66505953872988,4.244603800809839,Clay Middle,20.362780401910268,4.380892402018308,111.87751828510298,14.117522165373565,0
168,80.32064128256513,13.393332967993441,81.75264197620703,2.783604801923763,Sandy Clay Top,18.12763608806896,2.842957105628445,90.70376241921593,11.661081838828858,0
169,80.80160320641282,6.834881369964377,81.85588784893432,0.5287364227257512,Clay Middle,32.06179246807301,2.581720749147677,96.72861015211541,2.0062601752255693,1
170,81.28256513026052,31.59018244347088,82.02369077304203,1.7916715992871075,Sandy Clay Bottom,15.93001172880131,2.9035458600192623,54.94891458681359,5.277855528135197,0
171,81.76352705410821,35.49039628290271,82.11889198987348,3.27617113269084,Clay Middle,27.393988803988314,2.6522140429722945,147.6705277464848,6.5873653280184605,0
172,82.24448897795591,5.746452301753527,83.25426771455143,4.915337801123406,Clay Middle,26.239856949336136,1.6385552234720153,97.85692012488562,5.999827672339313,1
173,82.7254509018036,28.044187623467643,83.29608557084744,3.343160871575008,Clay Middle,21.918408950033886,5.871898690757649,152.91386511417562,10.072698276512,0
174,83.2064128256513,15.192309883907209,83.66779174590378,1.669116114788719,Sandy Clay Bottom,21.30379042194718,2.4933546980375176,283.74860795969136,13.389207238522783,1
175,83.687374749499,34.032775568425244,83.93194452414843,3.353025663948251,Clay Middle,30.437154523632426,4.803133931651878,157.6350523767975,4.660166806489541,0
