Sample_ID,Depth_m,P_Wave_Velocity_m_per_s,S_Wave_Velocity_m_per_s,Extensometer_Displacement_mm,Pressure_Cell_kPa,Loading_Stage,Clay_Type,Undrained_Shear_Strength_kPa,Plasticity_Index,Void_Ratio,Failure_Mode
20,24.745613024613107,781.0867866899364,763.7357449249699,37.351563569415006,422.0929479120408,4,Mudstone Formation,51.58289701931571,40.83037169045224,0.7566229980475763,Heave
21,23.632265649071094,1143.6440611768815,797.0821292103132,42.80008563928526,69.65116935395716,1,Keuper Marl,138.08748385370063,15.540690867988802,1.052283699084449,None
22,8.500922066733546,719.1679609783539,442.679926787034,107.81922232975134,260.1159802520127,4,Keuper Marl,32.103930346090706,21.48682908548752,1.1114550079426557,Settlement
23,25.117116546654543,1473.7502165704404,314.1447532636889,70.57857652108706,18.556659981151135,1,Keuper Marl,80.85845244319566,54.39659064067619,0.8155181482267742,None
24,16.289943978158078,1629.7537899628537,437.8390907498107,80.8440924058026,40.33488369558869,2,Keuper Marl,135.3804480044338,18.039740252633273,0.8520260199807599,Heave
25,11.214243266010072,897.963741319596,700.7251164757705,149.63998153312352,336.1741338214324,5,Mudstone Formation,103.36454220339307,42.15152889040979,0.935747177970618,None
26,18.75989879112699,1594.3835902664835,283.9036910588259,-35.007991305997386,344.5907052137583,5,Mudstone Formation,73.77379341460085,22.043305321268647,1.169105976114972,Settlement
27,0.3702313818112202,700.6125111844985,768.8621735744005,-5.3980352932534,170.7347033042212,2,Mudstone Formation,58.06567267583194,43.668743430705675,0.8821359687556041,None
28,4.288826328022565,1101.9913846132858,372.21274971879814,31.579187474309364,107.80488262152238,4,London Clay,68.76292269138548,43.23961611847974,0.8475802075650769,Heave
29,22.268806145107884,1588.142144758056,790.7723786426982,19.556480609777438,406.855135378654,4,London Clay,86.1624315312072,24.36796239152361,0.4116273082127926,None
30,7.32484826148459,788.8220139236855,695.0957768970754,-45.67088773060328,108.55161473494518,3,Keuper Marl,61.47571088346496,25.785375968768168,0.4647597616178849,None
31,17.940273519862487,1731.0633976171287,675.5708471958037,-31.644478705764833,271.01353483318985,1,London Clay,145.96582207069895,41.19082854408353,0.8617373012991969,None
32,11.55307808469089,482.81925267207544,356.63803795263436,86.19065828071524,484.10442043145275,4,Mudstone Formation,141.30009489859884,30.603441551208547,1.1489923102457626,Heave
33,25.644173363977842,327.4126045852594,155.70518776615415,125.86489267251213,73.92621893119188,2,Keuper Marl,133.1872908678617,22.781918787996453,1.0933530787195158,Lateral
34,28.572459179899308,1656.203028867286,398.38639073689205,52.845402253195516,470.4381337473544,4,Keuper Marl,74.83787861794494,44.26718395149927,1.1860631383937636,None
35,26.50694185110571,402.9729992218084,346.1760902807509,57.8382159027266,91.44652653433432,5,London Clay,109.86923001357975,21.16590097345337,0.8222672300490192,None
36,8.1185998408079,1787.8337939212377,174.30804376571825,1.0186865664758784,283.7216040116148,1,Keuper Marl,137.3678099146754,49.22574656579786,1.0303447507502135,Settlement
37,5.824886071382468,1727.0952929686591,478.48741672885427,103.57527272674227,188.5038559793723,3,London Clay,130.55583339826063,35.5867809620731,1.0723202651914723,None
38,14.23304680862205,505.531365054481,411.9703523337788,100.35891747345127,482.46430075091297,1,London Clay,73.862511822627,19.22802415517203,0.9184253258646894,Lateral
39,0.22002452508540826,1106.3769385388487,562.4617040319911,67.67313784353132,136.77101450096845,5,Keuper Marl,34.61018641189389,42.762893341239376,0.6709999233716057,Heave
40,0.774281785895452,577.3804462007165,553.7711094261541,-7.467142697731433,199.82900104287683,5,London Clay,29.83194729849143,35.76652158298162,0.7759827477262355,Heave
41,16.59871918869,942.2327595451798,228.48531333284205,-30.59635635258211,491.43005892771026,5,London Clay,95.01832587934135,26.922302871792382,1.0863336577948541,None
42,15.613482124958578,392.137693889749,785.0276049823046,-37.15228482857482,268.2351955942366,5,London Clay,103.54163157742111,31.901575208954192,0.6388383407857312,None
43,29.8374596710578,635.8868816948843,271.5054291369405,68.53921332857556,251.31505781062674,2,London Clay,130.47953859761313,26.93350974349995,1.1389945050133188,Heave
44,6.055255060912743,844.9091945983492,439.42811609705797,115.00706382856,128.88924410199564,3,Keuper Marl,58.02695264433404,25.521033429711363,0.583845073138132,Lateral
45,7.743117874814053,957.9712503690822,467.2764032319277,121.66608635618496,350.68178015522074,5,Mudstone Formation,41.77116377150553,21.54433683374849,0.9996131321254246,Lateral
46,3.4062192697886005,1766.2443873133398,678.4908181891781,42.72441486868996,7.186475888888822,5,Mudstone Formation,69.27075831316593,29.510685325499036,0.9044473874765907,None
47,27.52629028961234,1511.7984685259719,214.4992374615204,106.8542598613434,24.756314851146765,4,London Clay,65.96476607219576,25.03948825264283,0.9996795528966098,None
48,23.33433733375352,1406.1149164679193,428.61878148554564,139.37603926820472,299.67929356790137,3,London Clay,37.22096402232111,42.337379482156685,0.7498780579460758,None
49,24.670173343705425,1105.5619721129615,558.5264106535326,5.0340224976135985,170.83728690922706,1,London Clay,107.39674482670978,42.35506964653226,1.1461128500431876,Settlement
50,27.082913638935263,1559.996640906515,289.85115405563613,29.592069276151435,476.6581861004803,3,Mudstone Formation,86.12995229481888,35.07360970222554,0.9059777619291819,None
51,15.746999601775148,808.9842534835666,557.8541341979474,136.29579851933613,451.59534536139284,3,London Clay,113.74595829491962,46.11778109881284,0.630636643643405,None
52,13.53579574352171,1363.3486691599742,750.3821444072743,17.646193463456967,356.8531293383536,3,Keuper Marl,65.84984562206552,48.65358876024193,0.9107640565217149,None
53,9.911744209968495,1790.6759630672582,798.3867852622387,132.77525806435926,409.07279056390064,5,Keuper Marl,62.3412875051013,38.19065829737092,0.6294525977656249,None
54,17.676438430435663,771.9433634027982,171.0931999139392,146.20897245089316,333.66592483384665,5,Keuper Marl,81.43486089570123,39.75740651053735,0.6349059134078994,Lateral
55,13.628351903694675,1311.0263023259508,303.1323483590404,82.36214571488495,62.79105135508034,2,Mudstone Formation,134.0629549013691,26.315436391454607,0.7196788092966944,None
56,13.546967598167253,1566.4722962285737,351.69962526460336,113.37805790083365,382.77168484460134,1,London Clay,25.236569875417445,50.794768028220794,1.081944334055295,None
57,28.107835911934167,1673.7113750260085,409.43196528922795,99.90911284421705,105.09598435942318,4,London Clay,124.62826624854137,15.968241776901193,0.8002382995151935,None
58,29.520945428373906,1376.8990364101528,307.46715243009885,89.90685152310476,161.72142755009838,3,London Clay,67.96838964550835,28.944098777713826,0.9431206737841659,None
59,23.89453167988742,725.4118851257044,282.26719646095313,11.38621459624651,409.6171060512101,1,Mudstone Formation,131.1004733525021,43.87201686199424,0.7135741922195704,None
60,22.70274270740785,789.4232273534196,770.459997571375,-38.58113241841126,268.2628041967241,1,Mudstone Formation,124.28639114866134,18.20358038684645,0.6108843518455052,None
61,20.416744853373043,331.1370481859463,747.0390418008366,18.610346503930117,429.9703570917046,2,Mudstone Formation,65.33896216149148,22.326781097131704,1.163712128572985,Heave
62,4.982245570005412,1441.3289665072646,180.54512565202634,83.38719704078133,106.51765992163209,4,Mudstone Formation,110.20394959181007,38.571429114514046,0.8828649976984501,None
63,1.7731746262696357,364.1094090929271,370.22846404315135,-29.494160354439725,303.8892193034436,3,Keuper Marl,40.75225838054722,37.399746858542315,1.1471610708661746,None
64,20.721789453397893,1596.9785319041187,413.34655989096433,-47.61640340435158,41.89548627413081,4,Mudstone Formation,136.51660178129242,44.5571318452382,0.5627304017586521,None
65,21.86358666769728,477.9909217118082,305.3594475328632,-22.061525479412268,321.53049677001485,2,Mudstone Formation,72.58383837874823,47.50450556352688,0.5175153311303462,Settlement
66,1.4091897329441938,557.8147682038864,558.7673830423141,93.14718528215906,381.2670188877674,5,Mudstone Formation,79.23132999617602,20.143183140466764,1.084658325699123,None
67,27.841552506865444,1014.789706248356,566.2474853187566,144.5587403312888,292.4654469893608,1,London Clay,111.74867663480804,15.735239591009682,0.9447337700938011,Heave
68,2.7342191833403264,1406.8206227531136,702.8277484135881,146.6129399229641,133.11575074940512,3,London Clay,126.70923077163063,42.58554078635625,0.5492627994029131,None
69,8.577016013136072,508.50330779861656,631.5650244503915,48.79582982803758,15.671334429433358,5,London Clay,50.724556632667245,27.05567183065437,0.6154877605308302,Heave
70,20.171694383961135,960.1066125997477,502.6726625278711,123.87046019846949,59.724441982142885,2,Keuper Marl,105.9755181840094,40.03935655671815,1.040531153220249,None
71,5.096177832134289,1024.2769116151571,574.8314005288729,97.3652911503008,311.1514895370131,4,Keuper Marl,70.95974570558931,21.021783522488988,0.7630948959967488,Lateral
72,1.662476653267333,618.428462502887,328.0927080029618,50.20804739692069,467.21010842125685,1,Mudstone Formation,67.93138012051497,33.761601866638514,0.9364324052048727,None
73,9.934394674924494,473.33756502094764,535.4865234787825,64.55210659101735,103.2672019860032,3,London Clay,109.70335711228512,35.17698984253748,0.6546816177088087,None
74,22.979147245655373,1554.6313844784593,467.9977155874475,-22.554570676625787,367.51307455254937,5,Keuper Marl,70.33382564027147,38.40311265492865,0.7049839622199013,Settlement
75,12.41036036955781,1053.6984746441483,236.67390375564077,137.5322921233184,433.2255316245208,5,London Clay,64.994105021373,35.52680065322257,1.1925700468984841,None
76,19.58918765723818,321.5718539762295,307.653779778931,20.38595414635536,260.4410892237555,1,Keuper Marl,128.66549305641152,34.82763080914856,0.5980936697397748,Lateral
77,17.3885729168441,1504.4719519636558,339.60074296903093,39.2298512914339,334.6328979218289,4,Keuper Marl,33.16589609803083,28.30936615935422,0.8051651016292112,None
78,0.6665544607674123,1771.1907081218772,750.8012185841627,84.33204619957974,407.50765833807407,2,Mudstone Formation,107.86604096792739,17.847209452723447,1.0755218745524258,Settlement
79,29.6561996113712,1208.8892931213709,299.7513156008281,16.780494305310782,130.3375788702968,4,Mudstone Formation,52.334301192781204,18.58080787187369,0.5913785709326864,Settlement
80,1.2428426645816326,1055.562580626106,338.00853683278433,0.8518321977861092,148.44783713402148,4,Keuper Marl,22.01477143740474,32.35113097628614,0.7321710053474646,Lateral
81,29.03408212945455,1617.6237945674425,390.080184558131,76.20987865404412,0.3137583142280853,4,Mudstone Formation,41.67935495344996,29.231725112839722,0.8920730298959907,Lateral
82,16.495925350931945,1728.7751845268979,581.4327801065016,-45.00318354363011,481.54706544890126,1,Keuper Marl,98.86599887086281,35.64539218697991,0.784950521180082,Settlement
83,28.894770811951997,1431.8053738536908,226.85495510689134,94.14502240533577,458.7724472981724,1,Keuper Marl,112.18653489317187,27.193526770250678,0.7676018132562539,Heave
84,3.4426079824150637,968.1793946014318,770.0643881209544,52.80467397530195,382.2841318797152,2,London Clay,22.737511862321604,42.51640365821297,0.6900077850576989,None
85,14.712255575565397,1188.3320989971608,712.6212930615969,71.15074610418688,39.53801048832406,4,Mudstone Formation,24.73530762922362,49.558192880380425,0.86931706221994,None
86,5.085122755981759,1351.4030475269988,525.1904474558175,76.37603184937703,223.75144484975408,1,Mudstone Formation,137.3304749295839,26.95452755147471,0.8994981583388881,Heave
87,1.5292463106732723,591.4103565027021,588.1246138262219,55.410031298512735,50.94587698577641,2,Mudstone Formation,29.52975635478358,22.719360317561144,0.9226316327210901,Lateral
88,18.525873451869348,970.801548324657,160.8293063087404,66.50675548814719,7.960133631399302,2,London Clay,136.24368062015427,19.647222970163565,0.4562944863248235,Heave
89,6.233502628850744,1544.7318970759275,370.31410397649165,86.7576401779749,308.09148260629865,4,London Clay,49.66156878761775,39.6501616228325,0.9048273405696391,Lateral
90,17.630910548626378,1282.0880227476646,667.1791499299372,100.62376943593483,480.41470854009424,3,London Clay,116.20231402056767,32.754239645622775,1.162589743024986,Settlement
91,3.370934458469569,916.8061008177812,200.36393296505082,95.49047825722411,451.4340117160751,4,Mudstone Formation,60.26532236298157,22.52062868785156,0.8327889884224668,None
92,9.959594142981082,1295.043801022022,333.50399223696814,123.92329154645233,348.3774074677022,3,Mudstone Formation,131.6377633291939,41.12546933167422,0.9722136660073954,None
93,23.448976741597416,477.33361810868985,530.4429384173023,-12.111313366519447,48.320292082435714,2,Mudstone Formation,111.05913250516652,20.939327320211376,0.8453858462073742,None
94,13.11154565526563,902.2464158473144,316.6684680043122,30.22959389835951,137.08201883615007,1,London Clay,72.23574961822037,37.1720282339181,1.0837924948735829,None
95,18.83236244692009,1489.6928069445846,757.0856831939375,139.5592132028914,160.02836344264549,5,London Clay,29.91931904263034,36.08593526501059,1.1436664756780552,None
96,19.423738222366378,630.763180704972,235.18811002278875,29.31811487726594,381.5750288727806,2,Keuper Marl,115.25102390320491,44.36911204744334,0.5473759194370874,Lateral
97,25.31265131961881,578.9422613361265,668.3063326400561,-25.025984618815468,401.12458961755704,1,London Clay,100.1950182754736,17.20438559762667,0.7494880292457012,Settlement
98,9.74768383219924,1726.2279898746472,480.16664973916534,55.089025272435904,192.55306149496022,2,Keuper Marl,20.378523318392535,50.51491727405321,0.713905680746177,None
99,20.618866877475526,614.846444379346,637.7150042829714,-28.10180548910757,208.94199830880484,4,Mudstone Formation,21.224581276417894,43.11966904587278,0.7241720986394229,None
100,28.84847421138497,691.377869475252,351.96496340244084,-9.42935225442696,22.254519638085668,3,London Clay,125.14308651505021,23.64503993395049,0.5004193449823007,None
101,21.907300030736042,1754.423908356507,484.4182415028252,149.66375131419133,144.5683592093805,2,Mudstone Formation,53.721966044241,22.336213944389588,1.0508925807845753,None
102,14.696114301532337,1402.0628553975384,706.9429773200646,58.2725276792264,225.64258858881996,1,Mudstone Formation,102.69737680464854,32.266408565751334,0.4286129944119482,None
103,18.92152333475788,1349.3947995352923,453.4707644300179,6.811677808085804,58.49152319262879,4,Mudstone Formation,79.04787456948216,47.702613181783875,0.8225812861817254,None
104,22.190486932893243,1579.389575781872,383.81791024167524,148.9549909147812,226.63373037751066,5,Mudstone Formation,132.24590188782975,48.71799972556428,0.9295027104357529,None
105,18.36827297081617,473.7346233551914,498.50100106427846,143.31178371102865,426.58790612890016,4,London Clay,139.20494470332352,35.818243685575325,0.5659755504471018,None
106,0.5002744046951746,1358.9343548700108,616.2857894736385,38.14780821685271,290.6605098625267,3,Mudstone Formation,149.58500264825102,49.432434507469495,1.1246801536790363,Lateral
107,5.843204930616776,1055.5329139923583,438.3161745740268,2.0806217575816817,39.464927519206164,4,Keuper Marl,39.97893765494209,15.217748367667623,1.0708393656198343,None
108,24.314046516463982,1543.72596042621,760.2700338424775,117.679927618438,95.83565941513716,5,London Clay,132.1853260418118,16.406985261263863,0.7768669835871402,None
109,8.17951941937454,1062.2125779977914,341.71478562752236,93.12414339435716,237.2721750792781,1,Mudstone Formation,54.58277897474423,51.47286374546971,0.7289191458721109,None
110,21.946863586834017,1230.3620314033683,459.0513440099283,87.38828700070206,180.74357491090603,2,London Clay,96.806063736416,46.01327719543664,0.58925434016888,None
111,11.16360645725096,1016.613189599304,642.0029785719369,128.6227482644945,179.36350977304937,3,Keuper Marl,85.75046840299741,33.02824233001543,0.9839945797159709,Heave
112,15.656529844738294,1017.2383853337661,597.9287088222428,87.88342677426493,264.6337240717951,5,Mudstone Formation,22.338457104410395,45.14440525911949,0.5053950397055713,Heave
113,2.0391989945821107,1451.9549670927472,711.3666840711516,6.759588608309826,292.1979607947287,3,Keuper Marl,141.2602663877923,53.22557846893687,0.9441902030750264,None
114,5.436766831491287,1242.8496009709247,797.9259674427208,88.77263237514646,398.43078513809553,4,Mudstone Formation,30.1825171693984,45.883580955251404,1.0739655888947308,Heave
115,28.715908905577038,1249.8948024141155,427.4579137168082,11.162702256732793,170.48328173124233,3,Keuper Marl,109.46845952300566,48.69485335273288,0.582777260733619,None
116,26.704141603407418,975.4237257472887,222.2480718591527,101.84779593139902,402.7331415202934,5,Mudstone Formation,122.05088870707407,45.42426325560247,1.0931419223190049,Heave
117,19.568253326971508,1096.6642445062912,169.77032252517918,73.9495708983132,169.30561455631627,2,London Clay,123.38742037619895,21.728443697341664,0.4266585595516068,None
118,13.789337921572121,1418.576499307181,622.4699889908516,-34.51768960304989,27.716494470616915,2,Mudstone Formation,37.61428746074982,48.34296438582947,1.1302299083092202,None
119,20.272838786856713,1538.9113786678774,718.1088863506652,52.56707248702841,277.0938255023956,3,London Clay,78.18409356603638,22.804352800968402,0.49468978228103844,Settlement
120,18.55830867281817,1344.8421032160693,293.46318086387214,18.660193839148192,293.9511624474073,1,Mudstone Formation,127.82575315641738,50.70445312176588,0.9166073423504261,Settlement
121,17.056567668138364,1686.1094832685246,252.99122417343887,15.714126546458857,467.27012281093005,3,Mudstone Formation,59.34829734923811,33.34599592324304,0.6000659751311535,Heave
122,1.7753121559062546,1530.4861322208014,190.43330949169913,70.45126047545145,363.0306630312372,4,Keuper Marl,80.80732779870627,42.07907009244114,1.069241912935691,None
123,18.984078319845207,1142.7956847142777,684.7568991161842,14.464964893884982,458.88632624721976,2,Keuper Marl,55.46320605097995,34.889633915225744,0.8098402887323732,None
124,23.067601337135052,1307.1091089656052,352.39826093017984,105.37874964097455,454.1736051215048,2,Keuper Marl,80.26168432509215,18.759637176664082,0.5081929529972011,Lateral
125,29.822449639367264,1689.462415381794,411.1029802938547,-35.84171279776511,302.2870551291211,2,Mudstone Formation,135.4189299370744,26.628892304826604,0.8567932570607828,None
126,0.3323565778292903,1228.7520663645876,476.787624546248,82.0776504791651,263.8810326682238,1,Mudstone Formation,79.16615003426003,54.34927415988024,0.7263060881575865,None
127,21.9052035993203,1537.210421969746,695.644602236208,111.83896073134824,278.72048358179995,1,Mudstone Formation,92.26856221966165,53.428590066792694,0.9291582532904809,None
128,17.153679478079415,1333.2157553849806,573.0415940149652,84.566337984086,489.1654038386239,5,London Clay,72.51691682940086,27.81947590622189,1.1055226278107675,None
129,13.021565282428702,1127.9045415906999,549.7920094075773,49.445839003999154,386.58384587347945,3,London Clay,79.81523381643231,54.851872169809035,0.7275113049467348,None
130,3.8271052371411263,662.7572931230297,264.18686497134195,140.06140274723623,53.13295239619792,3,Mudstone Formation,21.97264587603482,48.82204781987598,0.6319045436270877,None
131,12.272554459046287,938.9962792026422,483.5734296113894,9.987697959612717,389.21420339069994,4,Keuper Marl,56.88691629485928,39.43837997729019,0.41161207562208707,None
132,10.63131548958406,1751.6142372505735,614.9976611661259,-46.16642249500445,85.26902444911293,2,Keuper Marl,76.75562382643717,16.604984810440378,0.8598712302878999,Lateral
133,9.084896669362266,1286.6480749089,782.6195739698196,36.39787429268817,223.67527450281284,1,Keuper Marl,102.39360687905476,51.05787318153518,0.7218198139451468,None
134,21.92638869966623,1146.5930705084843,280.9141009886789,-43.39761281993455,105.22983608826713,4,Mudstone Formation,78.50675097200599,37.29717117057279,0.699719375211863,None
135,21.021765638527913,1699.434938292341,156.20317949369732,140.78735050528175,344.7915327666149,4,Keuper Marl,63.916215631803325,49.73904604811078,0.54634825702737,None
136,17.670602729427348,1179.7676715561731,198.94593183900534,-8.016390850389698,438.6548680965178,1,Mudstone Formation,70.45283559474043,48.37716479622969,0.7440442761530195,Heave
137,28.15994439880117,1089.1237776261046,394.3041023682865,107.7854047897759,145.18094268334048,3,London Clay,51.498132796060645,48.32024860804344,1.1875535628666944,None
138,10.495631525425633,1438.9662827253078,683.3540210348916,104.91441663487296,41.00537060409381,2,Keuper Marl,140.18425676062688,42.926954428596204,0.6382033229377955,Settlement
139,7.314058131305386,1368.9984284798168,154.64235314935928,-6.454220063413295,149.24654903748163,3,London Clay,87.8266193528189,26.656605547041945,0.8797635307264802,None
140,19.677099392951988,589.740012612649,446.87488537579617,74.24530609603346,336.1809289660972,4,Keuper Marl,21.743229003376005,28.446410309780795,1.0211895050525333,Settlement
141,5.964421828122088,1006.9624118611817,363.9998999719064,-40.384206302709956,164.38006377722496,2,Mudstone Formation,22.528013594541058,27.338768503307453,0.9993262585412254,None
142,9.450315215502737,1008.7731642293778,184.11311156482293,46.714917140773494,139.05608377690172,5,Mudstone Formation,146.4850125437654,15.801839981302589,0.6630194299940726,None
143,6.738073202246545,867.3367728650171,442.6535863372012,-47.07057454550265,92.21759529213247,4,Mudstone Formation,48.78861587852185,38.30275636859245,0.8886880668134802,Settlement
144,2.074607031555037,1075.9402232283796,315.5866597688672,134.22877603616837,248.75821343721677,3,Mudstone Formation,124.7290775458609,42.953346817841314,1.0970117482161257,Heave
145,24.8249622490702,919.6610965907163,378.7251423255542,145.21720483991433,137.97441407859378,3,Keuper Marl,27.57578920287468,49.15463974100814,0.4123579421864624,None
146,7.636216287649836,599.0182342067747,608.6499481097904,-5.543446672282947,365.5051745697416,3,London Clay,139.75115577029138,20.606617335309213,0.7485874854746462,None
147,14.19082510029062,918.5497309120216,489.0081395421286,-8.378793080725444,38.311200996101356,1,Mudstone Formation,133.67421047666818,36.76732595907207,0.5794187345935242,None
148,1.2994581976293584,408.4154213597649,231.02082884532865,100.74403531242592,332.01651655565877,4,Keuper Marl,94.24211111648691,15.320325626951314,0.7109058323190711,Heave
149,20.98018398757929,1163.6787941616174,774.9194512753654,0.6758797658668954,118.78000728388494,2,London Clay,21.16982544682325,18.80374590842918,0.7327916863801933,None
150,9.916830069188725,1580.4818234116678,563.3419977113299,129.015311832369,244.63963052580158,3,Mudstone Formation,53.515413623033886,17.168469768239724,0.9973367718293096,None
151,22.3421018348763,1387.9306265318328,647.8144766806455,64.78582722459645,143.0449610156303,3,London Clay,72.88694416180044,44.01912136061948,0.47505749791635454,None
152,12.372091814035983,840.5910600811669,201.48854750544103,20.155524602062428,361.3843380053978,1,Mudstone Formation,79.80833517718303,18.242382555104125,0.8100671225060083,Heave
153,5.872668192168739,430.60680836596225,180.58794664901228,116.53874926988402,472.6535201258184,2,London Clay,58.698238613108366,43.658119262351605,0.8513558334389962,Settlement
154,15.395252468461077,603.2240988379061,162.64123273925276,48.68134008267904,458.5383897349066,4,London Clay,24.283222871918895,24.984988176423336,0.7953260828414435,Settlement
155,3.915136789123194,1118.2355107422536,272.7161180527389,132.32658274169512,291.71310757204554,5,Mudstone Formation,96.71656277045048,50.10851842787758,0.9854986024501761,None
156,13.216174796189842,610.5856250745493,419.36545851702186,135.6028473458762,231.3051516284892,1,Keuper Marl,88.14010680031828,47.52599953455257,0.7070330047254779,Lateral
157,9.519164322614596,1115.9596669274513,758.2869867118349,-16.915969574318133,409.1502547196909,4,London Clay,56.7900826057801,53.313208699011064,1.1559736509120608,Heave
158,27.358787525988994,647.3985371458484,447.0887785227546,-49.535318773613945,341.663181313865,5,Mudstone Formation,24.936875784048848,50.35048061832128,0.785442754031153,Settlement
159,1.8278616516215984,1573.3858042141092,338.6658184921441,146.78618802848044,91.78205710846643,3,London Clay,149.2972443388522,52.33317676465389,0.856971127691838,None
160,20.82052242317226,895.9072092606896,515.2579147877811,131.22750722549588,410.4596068065001,3,London Clay,82.65820428743277,49.34969586053231,1.0604246586773995,None
161,5.482534979623077,668.3259389167366,222.757475787613,-38.91095285923171,214.4421946973551,2,Keuper Marl,118.28055143063003,42.735276024594214,0.620188884744898,Settlement
162,9.571352229967195,1518.4892703705923,546.1788291532391,116.60685278821398,94.49282998558756,5,London Clay,78.80082455667362,21.81036608501744,0.460161623010242,None
163,12.465421891861979,814.2584472081761,519.4807703148272,41.56098651184132,140.89867519824622,3,London Clay,25.61213781218239,25.86830075416372,0.966227182689986,None
164,27.240452681249227,467.2315317581729,664.7954717137113,1.7923210049950455,133.76351512417116,3,Mudstone Formation,60.24809686111501,23.509078645210923,0.7864094844387028,Settlement
165,7.277347982214755,1155.6142371054625,791.3469475510657,125.74930473538598,259.60348730173007,2,Mudstone Formation,61.614318330767155,39.14343150632823,1.1172034007671958,Settlement
166,2.7392640763401066,1172.346306656983,313.0677566154718,-10.666553521938546,117.18504533893775,4,Keuper Marl,128.98587752637206,35.14479751894406,1.1861440389779472,Lateral
167,9.560688119715708,1372.0435128536012,481.2766930224444,139.4599998840134,61.783243700788084,3,London Clay,105.04989713998367,49.68319988633694,0.7192874804597833,Heave
168,3.1402791160660004,660.3291498125784,740.7625141073523,-8.875702460131784,61.845425306880365,1,London Clay,55.80588747313147,53.106914659963024,0.7323512130077287,None
169,3.857894578816575,965.6570086383676,660.3734248748469,72.7366375457487,291.63809856954833,1,London Clay,145.8061941056812,31.194395584725775,0.7263700817645812,None
170,17.2155179392508,723.5518785639844,466.8140970155249,-5.3827330942050295,367.3796444246893,4,Keuper Marl,61.800438211723275,35.254022131232496,0.6596432877847409,None
171,1.8270579929847997,421.4306041735322,764.4915722496056,59.13373299372695,160.7665044191704,5,London Clay,149.77042335773365,53.86065427216557,1.025349678213118,None
