Date,Precipitation_mm,Temperature_C,Evapotranspiration_mm,Soil_Moisture_percent,Pore_Water_Pressure_kPa,Matric_Suction_kPa,Embankment_Settlement_mm,Crack_Width_mm,Alert_Level
2020-01-22,7.800545814679988,14.719265061954385,1.5444880114770205,38.21420089184315,44.11578247127419,162.6770187430685,2.664934098029693,0.29875197889655036,Green
2020-01-23,9.948773960145827,13.971139833686719,2.0271911403577194,23.680879107960283,54.77600498027529,36.99033661395883,2.855039867572308,0.0,Orange
2020-01-24,2.3381822556031406,17.445517568284806,4.8432906785010585,30.245572441580475,-8.346904133091826,132.05423230510712,2.8761290373586883,3.924400168092915,Green
2020-01-25,0.6189860423750236,11.991175470190159,1.0084877807592318,30.62322182388522,71.47367006914082,243.60118181963753,3.074362641723804,3.8112120489146637,Green
2020-01-26,1.2838377277784203,18.40155425355264,2.8980214391494763,36.23506276848033,57.44638183389044,94.54304866339075,3.1117289366285585,3.7908510124001302,Green
2020-01-27,2.3734214557374873,19.525991305990676,0.41620373939341926,29.94775751939228,-17.152718675940925,133.14945158761955,3.372864327999237,0.0,Green
2020-01-28,2.7932701368640678,15.589787538304146,1.0894653209458611,26.860635469125615,-2.3761997301561735,148.1494770960804,3.33821705110579,1.8076170513969831,Green
2020-01-29,10.096931217148429,15.893733284999607,3.816581940372603,31.309555725731308,-36.61927419750857,258.81939377752343,3.3645199753753716,0.15430860323446904,Yellow
2020-01-30,6.040462298463057,13.5304358508906,1.512995201802636,32.52912397009379,-36.743285582109465,196.67993076780567,3.464027755997424,0.045587955630843946,Green
2020-01-31,4.464759976121867,14.325505203675712,4.928830352813673,15.57783838745446,-47.24484280951469,30.060760451194202,3.674367978856663,0.0,Yellow
2020-02-01,7.878560747112297,14.84771675827486,2.5040852154692,13.290011169302591,-5.905134903383249,259.5512957415064,3.8738876208978756,6.131124440408709,Green
2020-02-02,5.022039086257427,20.51957685925532,2.582696626538714,12.245465514566893,85.93224547941114,249.61979264462698,3.858174370627677,0.5025212691044931,Green
2020-02-03,5.794932711524845,16.091930070994025,0.1815736966786763,21.2216048356761,13.243077628471255,226.09379417975262,3.8158686492723954,0.0,Orange
2020-02-04,2.6414315601501412,12.456530578908751,4.78263374788633,24.940007195132356,18.546853973475336,139.8174054956513,3.837456490990035,1.27635452962412,Green
2020-02-05,0.8915388608727897,17.303306453462174,0.8711672044220897,28.469496948695824,-23.61892134891106,227.26361504574203,3.9309581516603957,2.5262716833014554,Yellow
2020-02-06,0.7189004478536543,19.128960837156995,2.6917029940522132,38.7410355906883,65.09413353128399,143.62261879282715,4.046560169590696,0.7173301484033967,Yellow
2020-02-07,0.7313296201293031,16.685322949185675,1.978373049793658,19.923634606210186,18.42872830934745,220.98706029814886,4.118215205972807,1.4885153349508604,Green
2020-02-08,5.376396672428475,21.279250437520666,2.077923503723029,32.82622156231823,85.26336068604294,264.0330494917609,4.28345125263201,3.0037527685461094,Green
2020-02-09,1.7214880655439673,19.31274297791453,3.216500830180542,25.94072858784655,98.29189376851068,267.162475539179,4.354474830070905,0.0,Green
2020-02-10,2.6565876263256616,13.939959199402356,3.310443385462387,16.602697962607508,66.93857504967642,136.3735722562364,4.633006434046423,1.3555825435423308,Orange
2020-02-11,1.0082603205036866,15.538665117478102,0.7714430742904843,28.459162873862773,5.213907362407255,257.8028038056088,4.637393973239037,0.0,Green
2020-02-12,7.195406461566324,17.975718963012607,2.4979332656094613,39.01528534869111,51.721559867450864,30.437214152313942,4.788342821507075,0.0,Green
2020-02-13,3.3430868868056094,12.400976470663544,3.952387245709285,13.729248977538173,0.3861609364606693,30.54582524603431,4.932893996971128,4.503946780929852,Green
2020-02-14,4.004566131832913,18.50951553537329,2.2164324177611476,25.218392936476867,130.58256707078363,164.480084060244,4.945523885724041,0.8212212761210342,Green
2020-02-15,4.2998520671042035,12.314966297760261,0.8290223541329006,11.548250624515846,103.27715001651146,195.55338553688068,5.010198935529652,0.0,Green
2020-02-16,4.687593950270396,20.767619851999395,1.5660847157834534,19.636488966890866,48.60118120111325,45.89813279352081,5.05638838330564,0.7769333532392922,Green
2020-02-17,7.454250314175228,20.515055119047098,1.0618978205253509,28.618080327819737,143.0914286356293,141.6540134417979,5.025388007313835,0.0,Red
2020-02-18,5.508317224666572,19.401772926826425,0.6290873395741853,35.23170808092264,59.35108934603758,28.30880034477692,5.116306092366453,0.5651225670732916,Green
2020-02-19,1.4533812963586854,15.952240767481245,1.8879056371767688,31.90985265178213,15.707095391389629,180.62984566599312,5.17097099357519,0.0,Green
2020-02-20,1.6494037914960302,18.58115614373517,2.7046812159903757,23.88570334646422,-30.906539841190583,256.5282110258544,5.142297937602054,2.0218881824509505,Green
2020-02-21,16.94136533920592,16.61928489245233,0.3637576263831588,37.2766827131244,58.74912896268272,221.29169280585714,5.222249955769159,4.874153473964314,Yellow
2020-02-22,6.5653412772338,15.154012701324072,3.019116861140917,19.08143995071312,122.08332231626912,113.48746572878137,5.290987543072655,0.650148675420688,Green
2020-02-23,13.356266682892572,17.315416331262107,4.965122200848038,32.619502306754995,123.34374563128975,298.1381389911365,5.2435338141364385,0.0,Green
2020-02-24,2.80985984293553,20.509749174314223,4.820624660100418,24.220270652429875,70.91341333654968,198.88049293984102,5.196008830903643,1.1820087910855015,Green
2020-02-25,9.227419201142052,18.627797976084786,4.145867409995795,36.959072640183265,28.687672646842557,244.57453033274373,5.355011782841922,3.9825952751830047,Green
2020-02-26,4.799263538469767,22.92795947170144,1.3317055640120152,33.9229846496128,80.05926161813596,200.9092161875198,5.537644104728764,2.0326621301989363,Green
2020-02-27,4.191110184932089,20.950693495382417,0.11203798239683649,37.04408983921286,102.42807091180791,296.82488732613797,5.814116272692326,0.7179031076317758,Green
2020-02-28,3.4487809333502937,20.70497135872876,4.167708514414255,16.427435468262203,32.32495687882523,246.4079301653319,5.748918148876766,0.0,Green
2020-02-29,5.976496215245891,13.975668744010745,0.27860115989356615,30.044512963486238,45.250833842985074,155.82696536863216,5.696062745828067,0.8953481045026076,Green
2020-03-01,4.954438735198413,18.0185028783253,1.028140407353852,32.1539022424492,86.1232614755886,110.06386885127695,5.616789997215232,2.5530970938573314,Yellow
2020-03-02,2.937184045859233,15.750350680368529,2.7222660772339218,32.272427958477806,125.33052122054929,204.64644874465273,5.729681369518004,2.915044256825116,Green
2020-03-03,2.104066082071909,18.461887453233995,0.8918901957182179,25.120013514020126,108.20207562845499,177.0665426421027,5.878780015236095,3.621683561066025,Orange
2020-03-04,3.0083438695346296,16.99641462135725,4.168941656493209,10.337515670438576,-45.521726135930265,188.80517730826358,5.940189396008958,0.0,Green
2020-03-05,3.375964086237284,18.006674356448162,3.8857984812991453,17.842923516072247,-25.125531243082435,102.90352988512709,6.159350284393411,0.19390485239266297,Yellow
2020-03-06,2.4654544468811235,22.384104181215697,3.778847528686249,19.699026250131432,120.55563605710435,128.61852617116634,6.334030058794931,0.759583693183407,Green
2020-03-07,1.597872854407079,20.68535493925202,4.0806380794878825,35.561098518452845,116.76456560900672,167.42897246719494,6.628366227173675,2.4192542840737143,Green
2020-03-08,3.55236679144816,22.337782495254874,1.0985089013230604,35.22657451312661,27.76135662974184,251.7850205765529,6.583524220493547,0.47373458664458346,Yellow
2020-03-09,4.5463423809817,14.569051953313625,3.6444618807487466,13.140403121133499,66.85558447153312,228.87267532887094,6.506850486230547,2.0496634894286947,Green
2020-03-10,4.126125383675728,19.597499231060276,1.7764075129588237,38.49507645313773,131.16899648572925,35.59676115083711,6.516771968458302,0.2312626507434138,Green
2020-03-11,1.26439031886891,22.373960157478933,3.3342237978419975,15.47372459954473,132.31173620141928,73.66627500581754,6.42439204658504,0.0,Yellow
2020-03-12,9.914467932420774,24.040784317899174,0.6101086431558739,22.430783539027633,106.61856915217817,7.997317479908228,6.697436617731645,3.2194569508690725,Yellow
2020-03-13,11.54835509861328,14.923449787284845,3.5279329003225746,16.45470898332266,-8.082212328064209,2.3881703896774242,6.7190172812069155,1.6247217452501064,Green
2020-03-14,5.310146008355158,18.55683585237218,4.860538639503898,35.80997406488072,96.05656147078898,67.31264078407253,6.839989347995499,2.4932861550333154,Green
2020-03-15,6.077465060976169,22.755279073852094,0.21800182659358125,32.48206095577936,-29.780313530588675,239.79628440279888,6.867217201146996,0.5874134080202653,Green
2020-03-16,4.024154239051686,19.114804626761487,0.4691445058354238,20.60586420663412,128.7876918909138,271.4242974523161,6.865540649942526,2.608253946907819,Orange
2020-03-17,4.370631320867932,16.997143688715685,0.6181838366900694,30.456358780781663,-20.170239284257097,117.53050976957942,6.826486539532477,0.0,Green
2020-03-18,0.6760659353467098,15.112862042580495,2.1528195247065063,15.531006525146271,82.46972802229018,168.95957898200356,6.854632907664132,0.0,Yellow
2020-03-19,3.146061596439313,16.948913330968743,1.4539009246652683,21.46891277128005,72.04865485046975,211.81578058661424,7.000800479827322,2.8842109407381216,Green
2020-03-20,3.1817781101261784,14.75815722955927,4.034600767703468,21.313227650143247,105.37993117591662,285.88100977551795,7.289448959702333,0.8595198980438294,Green
2020-03-21,11.31012033542458,20.027764989762684,2.3689361960048076,17.138100451641932,60.315500471691095,273.8796711892295,7.412685775849193,0.5069010901394577,Green
2020-03-22,2.690511162554052,22.56650447422926,2.4226867134427623,36.289361487486474,-38.086684924853564,17.157691014413977,7.525769402288795,0.0,Green
2020-03-23,9.803635580177536,16.117501373341803,3.585190506626769,30.365372064373787,91.16925080882982,74.44975296278425,7.439874609530853,2.608941165958253,Green
2020-03-24,3.443615689496999,20.69412125857043,1.8098449126787286,18.39817931691398,26.63091176705359,14.743363186553127,7.67591421579793,4.730798403385432,Green
2020-03-25,2.394918264495184,22.474900072241905,1.7660362371023175,17.26362281887112,14.057000243821975,184.9627262967154,7.59385076579696,2.2152410971172407,Green
2020-03-26,0.7213830165434029,19.946760126881284,3.784631938137402,10.538604129977172,148.33470990674695,213.1479949417917,7.856343675438351,0.1017343714688661,Green
2020-03-27,4.320022133296777,15.136238830864796,3.9002087291838237,20.397467613770637,68.07995319194555,92.48502370695344,7.971812365581038,3.773587281653019,Green
2020-03-28,1.7978541595064617,21.13802748362337,0.07199386266409757,25.803138499459546,92.14381465388226,256.1555724399644,7.939199007674652,1.718786840935588,Green
2020-03-29,0.8234365848096299,19.824154298583817,0.7189523792036651,18.331328257251293,55.26522738712967,135.8438251234493,8.019881964477236,0.13402248722537147,Yellow
2020-03-30,5.285265023761696,19.524912126138563,1.065490905742399,31.013748292893098,103.99452919033055,299.5144545291038,8.317875756750515,3.551364490050087,Green
2020-03-31,4.444690785924662,18.357872020121214,1.7580023437893817,22.352485870337986,100.41454709999505,0.11990777679747877,8.339908897568153,0.6391802896225565,Green
2020-04-01,4.727092141579273,20.260329293191283,1.4572404171597653,19.489535110320034,81.42922313603208,32.84691252556699,8.347692804987584,0.0,Orange
2020-04-02,3.420847461984594,21.52862909817039,3.3426002419413825,38.17172976370993,149.54861228875535,90.53797288060211,8.294895163004586,0.3647661732493408,Green
2020-04-03,1.9473424956845231,27.16795347080073,4.140676169014791,17.88402631864417,41.95870681662754,7.652279386113947,8.433752102520922,2.064164785331278,Orange
2020-04-04,1.413155341278677,20.327465244382292,0.9604349117801209,21.94772860289969,91.238469659631,234.70183732147524,8.369442902126506,0.0,Green
2020-04-05,8.996609321439982,24.515980411782493,2.814900303009742,21.468723655623158,109.55559256098363,15.831536361386167,8.575846127648138,0.0,Green
2020-04-06,5.5960648368598855,21.04554034446143,1.8390812554051799,17.23595037013745,25.206941918908868,224.69388998814816,8.843535533380361,3.939651237849081,Green
2020-04-07,6.628496571402657,19.661041595889046,2.5288893752303094,16.5243021943125,41.43500551072373,15.770537636864823,9.11628397786656,6.987810135869331,Green
2020-04-08,3.034670376621508,20.390257723715887,3.1037892089169694,19.071400564402108,143.83345327811708,75.81817939591369,9.059450479017535,0.04905935796162997,Green
2020-04-09,1.747686671665287,16.26203612670104,4.4679990934100555,35.92708509793543,-43.54179657467838,252.3830446975589,9.182755517958723,0.0,Green
2020-04-10,1.5893707764259388,20.825102833169478,0.9614633391364036,33.01248661687872,17.05913079218287,285.32858827131724,9.12159945991959,0.0,Yellow
2020-04-11,3.60700206133845,13.909256156625613,0.43503293528030174,30.429985424801565,47.242592467733985,124.35790279815367,9.250405916513309,0.0,Green
2020-04-12,1.8118640979862288,17.273040704619184,3.1360595952267625,23.713089779274803,-49.707001386161956,290.9816892937654,9.476398150597142,0.0,Green
2020-04-13,0.6017463160625749,20.1638238288058,1.9706542438631325,25.232619538978106,129.82542020132234,188.06427712756278,9.591514215518455,0.0,Green
2020-04-14,5.097912163861382,23.38717042366828,0.8145134664649428,18.01416536480381,7.248880042431736,124.75053672987943,9.840335745961127,1.004492214062506,Yellow
2020-04-15,6.626938034779692,24.06570876356574,0.5854358367742235,12.229477415077529,1.5409664218888537,240.84040319037507,10.061005487900879,0.0,Green
2020-04-16,2.1928282300070956,19.03050003376008,2.794548934370149,19.931216701614467,114.06523907074836,88.59855604206035,10.07162482787685,0.0,Green
2020-04-17,0.790327274911061,20.171298166114394,1.502352972640978,24.867512679770982,5.596645700495074,79.73887840806552,10.223665741029826,1.4140410187816583,Yellow
2020-04-18,3.850872354340914,22.618952971014274,4.987131897929889,11.719391395579974,81.52451878040446,196.9643030733223,10.126630591620279,0.0,Orange
2020-04-19,3.006114124163545,15.636828484467252,2.02950409665357,12.646999061713194,114.30062878039183,117.14620859042849,10.185047357990225,1.7133468841038564,Green
2020-04-20,2.5233435525816645,20.79673167950788,1.0614330438259134,17.890756986537017,108.49536954207449,40.77540808349387,10.180231425103942,0.3159888168706826,Orange
2020-04-21,4.659304692488159,17.05373955942465,3.144245225586389,21.012411207782847,106.39014748518579,20.089270586972642,10.455077963481337,0.6288831930679064,Green
2020-04-22,3.7051970926144313,18.97463444083506,1.2212744484525344,21.799504333561156,-32.27248602695303,236.3527728745432,10.517233568170601,2.5602126301981647,Orange
2020-04-23,4.532268226701147,18.063507696302235,2.4704302161558056,13.536581988640155,-34.03060648552716,202.7732195407034,10.678859339539594,0.0,Green
2020-04-24,3.5802592955736476,20.694910865708856,2.412880918605037,16.774640636043664,11.354007147477496,123.539467381981,10.871651983249036,2.419402072671901,Yellow
2020-04-25,1.8081082354033227,20.985813067235558,2.267788148578686,17.84941756190826,-42.810423760796446,268.868290551317,11.080936998721638,0.16030456985402464,Yellow
2020-04-26,1.6971332862755566,21.95202617307744,3.9804284813478747,12.029046286037385,50.085947303852876,123.25702573277987,11.27524707552865,0.0,Green
2020-04-27,3.425114405915054,20.26511391456704,1.0830650073309194,19.782991017690918,28.956413254043653,213.08864143961506,11.290913099923744,0.0,Green
2020-04-28,6.303400417448915,19.675062519023648,4.52153652535235,12.166647182665216,61.405182508629835,272.7345825621879,11.465340178615433,0.0,Green
2020-04-29,3.647460947395371,24.659630817403645,3.9567025160676716,31.103735293290104,9.75770773393809,252.21463761253304,11.584943971520346,0.0,Green
2020-04-30,1.9958781660729263,14.459833405872708,1.6656118212166189,21.581432996719315,47.15080059808541,153.33143290187368,11.723893037439353,0.0,Green
2020-05-01,3.838452266193428,24.053003582505216,0.9030125314006926,19.80257168135124,16.948953171810757,204.19091773401982,11.624218884362856,0.0,Orange
2020-05-02,3.953264839718107,18.027903658109828,1.3976751225337063,13.795665145108206,-10.958381555338278,124.09973301821071,11.627521924743998,2.6420117198651,Green
2020-05-03,1.8237087760471857,20.539191948943824,1.6631812345453918,16.795109663346874,79.87333622756299,194.1591516882342,11.89979540343026,0.9833715750640031,Green
2020-05-04,11.439085892455159,17.77665940914156,2.784665844035233,16.98115626817371,84.68718029983705,77.26573150361877,11.915825836752552,0.22424832334082734,Green
2020-05-05,6.084115763422577,16.57112991435073,0.23184084406825067,39.55612644619909,115.84633854995002,130.422634130866,11.991032045652409,0.0,Green
2020-05-06,3.0455787985688723,20.05562005469594,4.571795649260266,35.0604813852548,124.95035663074498,62.86372128055171,11.965701638530705,0.8374953949998193,Green
2020-05-07,10.877859823575395,21.649447215498267,0.4933742833055549,10.457868749002948,90.89238087358308,11.455485803864407,11.921142659292181,1.0604172181561913,Green
2020-05-08,4.335262467982813,19.861323508553482,1.396366970500174,28.50509772305439,87.49961733950241,176.56195517261168,11.904610246747664,0.0,Yellow
2020-05-09,4.08034628412739,16.73327715373837,0.5464371897648329,17.677302892657714,-38.6648669327055,259.3288036052393,12.026069178294453,1.9271166416591279,Yellow
2020-05-10,8.405647455912291,29.109111631740696,1.2833641326283007,13.131307864587528,-28.044151708365696,7.673482386957453,12.293680638850496,0.3487338571472357,Yellow
2020-05-11,6.1145171238298115,21.784356548462263,4.188369093044042,31.16799289359264,112.51254207817468,58.80892221878877,12.324160310808972,1.59362845383013,Yellow
2020-05-12,4.787317561562027,20.90039936081882,3.0758790569162113,13.948166484050477,-3.4097476752736924,138.05551778112599,12.35352349169216,0.9359728498073,Green
2020-05-13,2.464786140424941,16.951405690160172,1.1366161254474032,23.312223385892068,21.113012043416603,199.769045052676,12.479179726446906,0.0,Yellow
2020-05-14,3.38704731622358,16.042942713271348,4.358792648996689,28.96495494519773,-20.940529264824637,51.36875810096593,12.52187681352416,3.601699079595222,Green
2020-05-15,3.004716975135525,16.98530757730441,4.003560296092424,26.63484268464966,-10.969606285016198,17.008448691187283,12.786043232717756,0.9770894065566367,Green
2020-05-16,2.027482585606561,20.973699986609716,3.768246411607903,39.32887294908229,105.08344707404126,155.71461531806676,12.83718244977466,0.26460510543900484,Green
2020-05-17,13.89997899499682,14.660622016999183,4.238163491928565,33.572278393675674,2.371923903107657,245.61291391719263,12.933359350782448,2.1651119202761864,Green
2020-05-18,6.1505997316089,14.329106144072014,3.0982484075915755,33.225801283824694,39.806993252838026,10.570472793831387,13.046715064370613,0.0,Green
2020-05-19,2.9168134096293055,19.05200008973373,2.5071868010561618,20.667861822430936,-19.665725388152143,104.81083510770776,13.259542182422802,0.0,Green
2020-05-20,4.451016889913839,18.288973709068937,1.869675130856947,10.251864762524251,85.58598126321974,199.05442283800056,13.385104558188756,2.11317599940545,Green
2020-05-21,3.030282382180281,14.916887953337465,1.1188201020384918,32.032327890120655,95.65394682669523,39.2226018307401,13.380766598247686,3.2931336726060785,Green
2020-05-22,1.7685044947716226,13.84911007195124,2.787058288234474,39.991962528870175,22.338463579742765,70.78403306782704,13.330361480898233,1.5728312089216772,Yellow
2020-05-23,0.5915050965996144,21.329783278469524,4.447461728570442,22.176373232308467,106.94932922455013,160.64779313587982,13.605471299573818,2.6115676604497358,Green
2020-05-24,4.725718706113891,17.9789879705271,2.969908944961625,39.56555496871352,-2.0186696155747086,285.9695089092654,13.826096497429461,0.0,Orange
2020-05-25,3.470396276116982,12.707792500979659,4.598034308603184,14.251243286030393,88.3807724200312,86.20278547312682,13.735282581545027,0.2814517732718641,Green
2020-05-26,7.330317232028678,12.806524411427464,1.7845868479658178,18.89537054910152,95.9929162840908,146.2582263662131,13.963894175274445,0.0,Green
2020-05-27,2.2106897651657786,15.49047451138607,3.475689862637488,15.12180795227412,143.73147555775526,119.97925891932549,14.100133292836352,3.0551935718975183,Green
2020-05-28,7.338313148372925,18.65978710501443,3.243327362313206,24.255279187804476,-3.535666962656748,269.219001609024,14.207690986850329,1.988134672959313,Orange
2020-05-29,7.90720011021875,18.131214959706075,3.3521692203137095,33.90944204521661,-31.257903991449453,21.56695920933469,14.112582658459752,3.0623123603238747,Green
2020-05-30,6.6649078838302716,19.624860808836846,3.225210061203963,20.21985074613862,2.6070844579573205,169.8442774022293,14.324928281013518,0.0,Green
2020-05-31,5.926329312435746,11.641156739032361,1.108273374685584,37.18686811455615,-25.42756068357619,253.8359097569832,14.304154286710018,0.0,Green
2020-06-01,3.2203551914921813,16.664906430268083,0.7179544914157449,26.344912399893552,-16.061138301138065,296.4352731187775,14.49534677198765,3.658157347978039,Green
2020-06-02,7.250797285748167,20.1510720725439,4.893141281160293,23.96273241225632,16.822902371194886,209.6176492565422,14.401694070933978,1.0522207059103716,Green
2020-06-03,6.472012758590896,19.750571127925944,0.226475644212506,33.61107526585829,32.79814934440017,113.98064269995736,14.620235530800452,3.1297619624842765,Yellow
2020-06-04,3.74571820907286,16.706606860401077,2.3386824351413518,13.043304911253538,130.74484515027592,123.54730576018316,14.529451318142469,0.870110183244046,Green
2020-06-05,0.8304693535982645,22.550565843688716,2.1254015857093096,33.21257413632024,-10.876845699995783,105.50466592282918,14.523808479771477,5.407704194224407,Green
2020-06-06,2.8083092636866676,17.209958113482216,1.8000947910753813,17.2885600051848,144.35179518424323,181.08392994208603,14.531119764776562,3.3559929899189616,Green
2020-06-07,6.728563974074215,18.384931086276108,3.9099192678835477,18.42437641549713,112.03064197923433,221.8217312154753,14.494123220019333,0.6798891534471974,Green
2020-06-08,4.283122879875065,15.26365657473014,3.7267514415625795,27.983613199602395,126.2942779786882,245.84026907667928,14.58654649849748,1.0410578035305418,Orange
2020-06-09,2.3971177917469997,12.660079294786165,4.526124617649701,37.05803275138615,135.88879794804868,124.97793290495156,14.600021682344163,1.0479750523510594,Yellow
2020-06-10,3.5647378933071048,12.249178443159902,1.977437630934611,27.352208493125943,100.64823942822414,215.01255067771177,14.897336872635066,0.0,Green
2020-06-11,3.737731808416891,15.290599136964785,2.8208976396472982,29.46848046383461,107.75596632341222,274.8667776089329,15.029324389981241,0.03611016060096639,Green
2020-06-12,1.715848626900197,13.981379805021922,4.461535236710603,33.297837688158225,37.56365932112391,276.2474383352116,15.155915520002937,0.0,Orange
2020-06-13,2.3357150887203515,9.179484587703755,4.969240314276922,17.7797427697746,52.09004693524879,211.20870081439276,15.144263372045518,1.4650267127721368,Green
2020-06-14,13.226050763013244,11.276478836926962,4.846471811826775,34.81701018412427,136.49708535332684,191.07065784376084,15.207739147531482,0.0,Green
2020-06-15,0.1959878823162223,13.266568088717182,3.589219356343671,22.53880447201449,25.65118231052989,159.45782265750202,15.157330345275483,0.6998562516234186,Orange
2020-06-16,3.5339568887994397,16.270876592749318,0.716137789050898,15.269670804734876,-41.610585387158565,54.95930045463857,15.362342046175637,0.2676603769674426,Green
2020-06-17,6.728289565701055,13.907456301161726,0.11593005896513298,20.503542383833746,102.55087709495459,37.08889578162554,15.394805744637027,1.151659065571575,Green
2020-06-18,3.4897453833344048,13.605544253379593,4.12609178201471,17.38393335154676,64.63150234350368,145.7133020368141,15.595592077994311,3.9362125361323965,Green
2020-06-19,2.1399972994467826,10.726517121848687,4.204710122459127,16.861408154069377,112.97519246866233,47.8332468622378,15.644270477966101,3.1908725653580583,Orange
2020-06-20,2.6465088972655355,13.621770476533955,3.7318045413173477,18.476895961574982,-34.88974667780758,173.0999777008008,15.93977337401204,0.0,Green
2020-06-21,11.08975499949045,17.374131739147707,1.3996174299961006,15.427924442262686,74.24639809515796,193.71081909036545,15.908222022913888,0.8963228720412468,Green
2020-06-22,5.464876259919643,13.747689810780683,3.199089297992633,30.031052712479287,-0.4588224018484013,157.6846792560122,15.80883158046722,0.3942636108564255,Yellow
2020-06-23,5.234794403891431,8.622779272110229,1.5812422090763711,27.399752711053516,130.6537188988968,10.928013753784093,15.946761797018574,0.0,Yellow
2020-06-24,3.2071397323448796,9.253567352059685,2.2532412305046234,29.453256789502856,-28.018012051650864,17.31838764069965,16.22794307705371,5.306042777935734,Green
2020-06-25,4.116879594447145,14.63761880631984,1.9121754249025524,20.311741714844814,118.6138545450126,34.00235540444564,16.3867646990161,0.0,Green
2020-06-26,1.4830622002213953,12.06116354565717,4.5682004339502775,33.09200207722133,-32.28914960561793,46.09374149650171,16.321054108115373,0.08512624360305865,Green
2020-06-27,11.519483680097135,12.373009147206282,1.1707866537193778,13.888262228624942,-44.98052890060038,296.96478413079996,16.437246261101862,4.508778720545674,Green
2020-06-28,5.718172240530356,10.621010025396693,2.888054522868751,27.134101283840806,-2.988113991615535,103.34850505893674,16.70104103555695,2.9380720663516486,Green
2020-06-29,3.5131464579636957,13.831775576502746,1.8049076451692958,18.263589167394215,16.60890818533676,87.59201209238586,16.603643462708956,0.11340344767921595,Yellow
2020-06-30,3.9062990108771,11.281016736441927,3.315355559571129,25.82829702092834,75.30575436237423,15.67999069926872,16.570408347844076,2.5212090153180733,Green
2020-07-01,4.924457588309563,11.486106592691634,2.8228157058873746,19.709115257207173,-23.65508052778924,190.59611720567895,16.79623297028512,0.521129793490021,Green
