Simulation_ID,Soil_Type,Structure_Type,Embedment_Depth_m,Structure_Width_m,HD_Ratio,Groundwater_Condition,Cohesion_kPa,Friction_Angle_degrees,Youngs_Modulus_MPa,Poissons_Ratio,Unit_Weight_kN_per_m3,Permeability_m_per_s,Applied_Surcharge_kPa,Max_Vertical_Displacement_mm,Max_Horizontal_Displacement_mm,Max_Shear_Strain_percent,Max_Principal_Stress_kPa,Min_Safety_Factor,Pore_Water_Pressure_kPa,Failure_Mode,Failure_Occurred
53,Mixed,Tunnel,16.44304096950185,11.165963550908824,4.910639244708491,Saturated,1.8704017191788824,23.78031359435379,92.83585011378122,0.35376479845300435,17.758085978938244,4.8065452746975206e-09,18.1838560871598,52.479643445371536,54.239720041441956,6.871088641383098,412.90539849336534,3.9871340291511017,162.43222893130655,None,0
54,Clay,Retaining Wall,8.751766916172816,16.828954608461842,3.518821580974629,Dry,63.43621373337398,31.833694583499756,30.996198739877517,0.26153199370081903,16.61669113053823,2.5324281957291066e-07,15.448267929751935,63.16966129198377,7.131437931629591,19.421085170278534,543.1379978323795,3.1817496907499363,152.17355725123082,Bearing Failure,0
55,Sand,Foundation,9.086201808580427,7.331206784733081,2.1590494418147204,Partially Saturated,59.84819772282427,11.257984061325036,28.73418658044502,0.30330964375547015,19.151310938879394,1.635293678585192e-08,20.99011529497975,76.75322285989137,-14.917645908145522,3.1936033566580124,72.46582572040893,2.4841218388901853,230.45873458710588,None,0
56,Clay,Tunnel,12.143485369247571,17.797676904948773,2.2151770988637014,Saturated,47.203958793656064,29.681093947809735,72.98789490020299,0.20194254628431413,18.066205769066457,4.58103157926393e-10,4.687790774205169,-3.8175855572127304,27.032056881706914,15.066875342228448,771.2969139432906,1.2309168811218425,-45.165930411017776,Excessive Settlement,0
57,Sand,Foundation,23.020324576682796,21.235399589968385,4.626202049025056,Partially Saturated,67.90702203452376,13.20741907427303,5.868332730142086,0.2351535823326067,19.379918474390887,5.075922934621906e-08,19.769422948666758,0.8972295414957365,-6.450185801166306,4.0319622089875455,840.6310783629239,3.8908103728260026,-11.967616563798884,None,1
58,Sand,Tunnel,24.848138000090252,3.8214200153697044,4.527614855377689,Saturated,86.33561519173082,17.71729616389605,84.25143230077124,0.2103543579303702,18.38766388582068,0.0004700301721032112,94.13517345711101,65.1126290766332,-8.262443770043767,14.316483785276777,357.9245673370511,1.2057742634254387,250.48679222952603,Excessive Settlement,0
59,Sand,Foundation,7.3780884676039715,16.286893524692477,4.774917844114106,Partially Saturated,92.92351531984137,39.20246452190745,41.031796163116674,0.40219756392550476,18.27516822904614,1.6727094813752796e-07,57.20474047780406,136.91129581496068,8.35630320267989,5.2461549683834825,960.231850269904,1.0415530941192794,166.45416330219132,Piping,1
60,Mixed,Tunnel,24.88752455982962,15.773791244727441,2.5414151147404476,Saturated,25.679724475382294,33.83335381750798,90.65951679600477,0.3894008699720358,21.471889235991917,6.597183202777222e-07,32.52624183549161,108.7839573698354,95.62985281286089,6.63383957600705,744.1394668703832,1.9900780261597768,-68.42067756173593,Bearing Failure,1
61,Clay,Foundation,11.266270562167788,20.20584765792253,4.328373185035646,Dry,50.48221639165631,16.746379059432922,72.313271429708,0.26763791060076625,20.005211315619334,1.5691390480008577e-05,78.95153101392219,76.88448193563252,21.978656599997308,12.825200507026702,838.0247468914636,3.0902785538941755,-62.40589911824661,Excessive Settlement,0
62,Sand,Foundation,7.608271447016856,18.345211503839508,2.681758121535098,Partially Saturated,30.146376573033518,36.20140805132768,80.3095277408388,0.28208761514138003,20.018236922501274,0.0007826778951322707,89.58474955674242,-5.442875026466467,-2.6530922619860497,0.6712639840593515,672.0978370037371,0.8201057799631257,113.36299605392156,Heave,0
63,Clay,Basement,7.45391205110465,13.001640660446457,3.348362422810366,Dry,41.862401506769075,3.891301129400233,21.263984911248812,0.27318583635539684,16.802323710643194,7.628249432328613e-08,7.0732238417470334,0.9248185270772602,12.697323653124265,4.9311370330810504,828.3389212984632,1.1454593081612865,200.25964534200205,Structural Buckling,1
64,Sand,Foundation,14.976053251856326,10.799478923841829,2.7833351313612056,Saturated,49.882293199334136,36.11569338637112,39.59721206021123,0.2078350278685223,18.337985684569084,4.204632852210803e-07,34.43091812163149,90.79762769033317,32.107281398584504,17.146471708129816,983.8714213681421,2.686576971850087,157.34071581164204,None,1
65,Sand,Basement,23.479654671956446,24.684277554126183,3.2370109558497844,Dry,78.52892169401323,35.57131186245759,31.65421064049992,0.3850011434231526,20.5766055988327,0.0006019876037660896,81.86100492419381,20.6764034175991,-20.659977030093074,6.228815070423217,857.059715218177,0.5844487317727286,171.18949395630068,None,0
66,Sand,Basement,17.980033863568895,14.039107910263866,2.792619776498869,Dry,91.598987445208,25.87166949466586,72.93470828436972,0.3986802508498142,19.40168962140551,1.0034304146295151e-07,60.71306678608822,82.14248905571095,9.649211790345781,19.116639863456722,499.9728761471464,2.81055781584192,128.79613103552475,None,1
67,Mixed,Tunnel,15.010115484229628,11.974438130985053,1.1967888573982668,Saturated,58.7363212870797,12.987666967862967,7.160655226073516,0.3329714071122081,18.762180154323325,3.4065894673279234e-05,68.22825743774148,62.56922695737077,-11.38382541808771,2.864585521785401,654.4069321663404,0.7254376259609705,252.54302458269507,None,0
68,Clay,Basement,2.5044583533730935,24.846025682922242,0.9877351839145004,Saturated,99.23154022018227,32.88773858657669,63.82662076474489,0.37264256428876225,21.836558231657772,1.2789042533496198e-07,55.956642510380426,19.52876852741852,-18.25955130770182,14.42977442120272,600.6931244445714,1.79128577403461,258.7660040555273,Heave,1
69,Mixed,Foundation,17.77971670610632,6.971045597051674,4.734927252204878,Dry,56.69120662848548,10.886729740185977,87.46985275788933,0.34580013359506606,16.818213014758825,3.9217635743557436e-09,8.219966068429564,64.4808941412211,88.16908794394075,3.2635623769821587,532.9887839275725,1.9533676698871534,142.2297596431672,Piping,0
70,Clay,Retaining Wall,20.891767999601083,7.0949325863059896,2.7938024191130775,Saturated,80.63263111639638,5.687086783241289,9.152940876650359,0.18077525425882351,16.96456938832392,0.00035834617868309404,85.07929006082513,131.88453838167035,6.9388083736914155,15.275386914079403,781.3143302505623,2.7510194822194194,192.51557979800054,None,0
71,Sand,Retaining Wall,4.745994784586914,24.482395548004597,4.738340241944619,Saturated,13.885115688880434,22.04782922363348,32.61594690789846,0.3153212665441333,19.379482118944587,9.646683787688332e-06,23.83557739212604,25.950844387567443,-2.8122416011971545,4.263729394840947,466.7742726224558,1.6559105056744825,84.98116425999856,Piping,1
72,Clay,Tunnel,28.772959034638788,17.469187057579788,3.586174561058157,Saturated,0.7701375503199936,5.152599172617345,24.755139670668722,0.2540848692824209,18.43106530640758,0.00011085626181888199,10.322050636067647,143.10291583528192,61.04569236006259,17.3215479443517,344.22058451466876,0.8300417172332126,7.733069165204483,Structural Buckling,0
73,Clay,Foundation,4.5631599953956545,14.434257696016488,0.9003793283160142,Dry,2.703650409962055,14.295295735770335,99.81912699290243,0.21605812965682414,18.88410213770362,6.495389431365015e-10,33.95025134686955,26.67768796138526,-22.531659863793017,12.484285295147416,90.11000537817264,0.9886861557678809,154.49963394782594,None,0
74,Clay,Basement,21.338945546459023,4.491070451559498,1.4070302455402381,Partially Saturated,89.20091714226659,23.190442999685,98.6343119424541,0.34945825789278984,19.28724644162395,8.596689187030965e-06,74.53293687157372,63.04701674387003,96.52113597713006,17.622155833594878,133.5563640640192,2.046064746417338,226.0521197429705,Structural Buckling,0
75,Mixed,Basement,16.68753552868968,10.82894422723825,3.9548275091820724,Dry,7.473818769409501,8.302045428676141,16.81057702234773,0.41664280164730405,16.76482105216198,3.0396962079090012e-06,87.99540954433125,105.67360849833854,98.0497018167801,12.560789192167244,260.5205815703598,2.5042986961815608,5.03201889818979,None,1
76,Sand,Retaining Wall,26.75729592203779,12.533364578519455,1.3001863419108612,Partially Saturated,61.28970762042453,16.551011480263206,23.503177147570742,0.44995584000723343,17.620727644678123,2.442335394797525e-07,65.05021504387145,113.91691336546943,69.43612080162096,16.131934821363345,196.2149394950942,3.7755732887368723,150.37097098911585,None,0
77,Clay,Basement,13.594628067435059,14.250886808339208,0.5347550739642306,Partially Saturated,57.62812446379934,12.324158283959825,7.181472952590516,0.32318712628069024,19.22293457526358,9.87807782734546e-10,35.80932634914396,39.63951369023821,98.3134410380905,17.397841481734474,77.19030903853843,2.442082173581231,149.0203120502127,Structural Buckling,1
78,Clay,Basement,16.239208384065368,12.604468522545794,1.0029530508129918,Partially Saturated,78.06653180609678,6.174678973479915,58.791860328845985,0.3517166233573644,17.161324991777565,8.006810256372457e-08,72.81793666875606,-7.362421697585315,3.294813376641784,9.37818704595095,711.2967707674485,2.9523564567683906,267.526041980434,Structural Buckling,1
79,Clay,Foundation,17.481862243921675,12.638394710928502,2.6453356070515213,Partially Saturated,31.34653455446482,25.353699456591507,70.15512740016646,0.3454318015530954,21.03753779865454,2.107692994428071e-06,76.65198046766193,90.13989939616866,3.102217161715693,13.468582225256691,772.3600167284279,1.1649106044353381,203.71342281840674,None,0
80,Sand,Retaining Wall,26.495714842507216,24.886379784529524,1.2346800320433728,Dry,35.325999903467675,24.00798243343374,67.17826525282607,0.3585103340796718,20.7009271897478,5.52467711821607e-06,92.30351197813171,41.55885753694477,82.96239189940744,0.5317457124946046,386.663806471592,3.968684067855621,224.5232168688973,None,0
81,Clay,Foundation,24.390126895729058,24.42779903070435,0.7025687840654296,Dry,35.336761708859484,22.360327453860457,29.699442471240157,0.2238715462705867,19.40902125556159,6.589728675771048e-10,11.862461083966291,73.38986422984603,48.97557908602232,9.9272817997928,986.9378526778751,1.0108082219991898,128.3753534987939,Bearing Failure,1
82,Clay,Tunnel,9.84307193025943,4.896353714035754,3.8461682137164135,Dry,16.84241043445548,37.24731836604129,24.31338806405889,0.19782231972262412,18.969561597260007,1.278718536561671e-07,14.024222081090109,0.34678536407518834,64.00084245814537,4.250207590071103,608.5921877056154,2.470544010640806,191.07848416240319,Bearing Failure,0
83,Sand,Tunnel,28.747163239880926,6.709702959759941,4.874510146402449,Partially Saturated,20.789498763360072,37.06105912326151,10.295334253657986,0.27222845295255754,21.577349937976564,9.519834402165512e-08,43.64010692859123,52.57988814397612,-28.204321507965012,2.2901447207732817,145.01473771040622,3.813862139177256,-2.0751181991278287,None,1
84,Mixed,Foundation,23.085968395099385,23.715416346036744,4.9031733035161,Dry,19.756400719774092,22.89485783177597,65.1028110654317,0.2897677871526241,20.51402312865967,3.189418350858827e-05,34.05123939958044,90.98290307193558,30.301503810440828,19.92932559124879,396.6292461636441,2.1339397570524534,131.8664159084165,Bearing Failure,0
85,Clay,Foundation,2.337245544117645,10.017975476471907,4.54992678400936,Dry,14.576268518031343,29.548469954222693,28.322527853135135,0.3789908990608899,16.22877325369378,1.9429463626222532e-10,77.22469881649204,3.31531486229947,6.1845924697800925,19.941384520272727,603.3710598299003,3.6607092443651768,164.9204634863222,None,0
