Sample_ID,Relative_Density_percent,D10_mm,D50_mm,D90_mm,Uniformity_Coefficient_Cu,Coefficient_of_Curvature_Cc,Internal_Friction_Angle_degrees,Dilation_Angle_degrees,Dry_Density_kg_per_m3,Saturated_Density_kg_per_m3,Permeability_m_per_s,Cohesion_kPa,Youngs_Modulus_MPa,Poissons_Ratio,Classification
20,77.64960027827034,0.2891710844890312,0.3824212360455608,2.180864782771339,8.13456461988539,2.29307444024736,30.20943621475313,2.179922129846341,1825.49392775434,1829.0453725473617,2.4813772313867472e-05,2.0118946911838558,14.039468735068187,0.3249865253148236,SW
21,60.32571155732154,0.462324653253293,0.5115793842295486,4.725261916294134,1.5722570066665462,1.919633537723056,30.496504447601467,9.025735958077714,1582.1627116830764,2023.287353188646,0.0003097487549849255,1.107759080999668,15.41051269598594,0.3277147969520583,SP
22,46.56825758661523,0.4588901920036415,1.5034197262622748,4.823298666466549,5.059412955683975,1.2891187206497112,34.38614022866772,10.383208888907765,1557.4829698199164,1839.0556539520824,0.00020206648596138408,0.6799682541792368,74.04881666279337,0.3361938982976694,SP
23,78.36728589624077,0.16234296850975546,1.1021824081472713,4.263265203060476,7.0039075094151375,1.939204657037057,31.27743150652941,8.522063697365422,1800.365561471191,2087.201238674393,0.0006933760822378699,1.1957769946527925,16.75409749346854,0.31214221978147644,SM
24,90.56681812688413,0.37384685418210506,1.577219246238595,4.950573275968251,5.741629171560489,0.9517857789794562,40.642393033119646,7.710632642328919,1872.6821495449176,2168.5873914904623,0.0004614177266437747,4.336992362691263,43.90406937937451,0.17935958718833334,SW
25,40.30469081833357,0.06362788677844607,1.754405021052002,3.1230564460457506,6.3930677641881,1.5638671690973607,28.71053207572869,3.417946125089119,1774.022544175978,1864.8424438846243,0.0002573892686533921,0.529711937399121,58.868524578522475,0.2995279066772486,SC
26,60.27842930435037,0.10933330842654107,0.6519527769098623,3.276798208555886,13.87507077335193,1.9502396950450818,36.361815926013755,3.5386026663177654,1486.9236564557161,1988.3754314040914,4.2573888791858464e-05,4.862697938839454,69.52483479415221,0.31291847471264356,SC
27,50.49200634233533,0.2747625666412008,1.4290925067915354,4.344667261081914,6.372609437296424,1.3024675437884345,36.45921154609328,11.520122079638318,1595.689146795521,2095.50983722393,9.79801325264998e-05,0.02499226843838409,21.98896651776091,0.32557428553527673,SM
28,53.18821628798415,0.15294039551975847,1.293682225940761,2.9712210231523617,7.154196621936893,2.252413886398993,28.924362985272268,0.2803467834533574,1779.6992762173704,1914.7358644132107,0.0007744466806744781,3.2911907719562157,40.644507538774974,0.33496337892356515,SW
29,56.37425578599061,0.4092178342820621,1.750763052545836,2.626880027332278,11.775275973304522,0.913986227731875,38.25589900819248,11.683650940583645,1853.4629073352867,2168.305807853175,1.1127696220465997e-05,4.28255992419043,27.603613650964427,0.25183196270368946,SP
30,91.86676238413699,0.46898247742369753,0.9741870210977888,3.459014364698156,12.216753137603064,1.8665817753153793,34.56456562317074,7.9019810480870865,1899.30003197483,2155.386223547964,0.00038784986770235285,4.669788240633822,27.907616297662116,0.28101853902486207,SP
31,46.81141591142609,0.05194999241725201,0.29336677527918803,3.630638043395528,2.635210299120377,2.3729907188366433,38.12302722892732,14.04333978577254,1655.780453569093,1841.501742291871,3.188751683531405e-05,0.7199279672837727,31.268751524067312,0.15191055532339381,SC
32,62.02392954107793,0.15481212332044092,1.2335350290905216,4.003583286784665,11.004945466654558,1.7458813297049005,39.57694980309098,14.959823215843846,1811.262409170975,1810.959908612736,2.3444117350151922e-05,3.4910424822617,51.09813500929271,0.26455671353848675,SM
33,91.84668565801638,0.2477990057343023,1.925980974413224,3.6728027890403414,8.014721374636473,2.7240901137016635,32.52059092786971,9.952268476634421,1423.315821388692,2190.583393191761,2.9137294855892837e-05,0.5367460807782365,11.160423017991175,0.2446396762147879,SC
34,60.943697864190625,0.30338567975857483,0.22633612310940215,3.982887181053314,3.3070275587083477,2.1908241187294646,34.78280236109683,6.183857916302054,1542.912374877484,2182.5900099084524,1.3167459249852185e-05,1.763057469372168,38.613640042086956,0.34246120893895987,SP
35,86.13396892489448,0.46215624991644544,0.6324643791604183,3.6982386835550094,5.073592613282938,2.9086844153292235,31.65065091675216,7.126288628410417,1585.7567016737446,1968.9142417863852,0.0009637394759275774,3.659631787534968,23.07810946629548,0.3303418597205454,SC
36,33.81971033114326,0.4513475707318821,0.768922021935416,2.9217809540007154,2.1079792136380022,1.4250679881049533,30.82118848931269,3.0632314147726154,1887.761922640947,1820.225329642389,0.0005492098105524903,1.7298661308153345,77.69829559588443,0.3095207858866771,SW
37,91.94697720011034,0.33672654476058467,1.578509998203756,1.5397383373458813,6.363202048959775,2.8653365278804444,28.008326612597205,1.4885148598722153,1401.6968241074303,2047.5502210984112,0.00011018232624671651,1.5668736414053392,50.791041147521724,0.16139883690405335,SP
38,42.18952455669331,0.16582460633774807,0.7818984604426913,4.141772915741034,4.947986944509326,2.135009697748533,41.49084116911772,8.681450899532027,1554.0103688812965,1917.3640429554625,0.0002692814003533473,0.580273094012041,70.76668281812258,0.23040576845666663,SP
39,93.69577725753348,0.4024795144452626,0.6303509537533651,1.1231166055507322,6.658395864630238,2.439393578269477,34.17299857061508,12.08242646949901,1865.2061298064518,2174.6891947602217,0.00012977490685731202,0.33219047164044,23.698299073872843,0.289208444438912,SC
40,41.41249624180565,0.14119329707925432,1.367404426040674,4.970000367045358,9.334597391665216,2.784754457495583,28.182976822824237,3.9264977659381985,1553.3391175220056,2117.8647700217216,0.0004199116162174013,0.5763899564087854,66.70109895266515,0.1559321487128562,SC
41,58.883786606673326,0.4843275458435675,0.2835295201297993,4.313833959758719,11.38658395249437,2.0126338135820063,28.125140085952673,6.294792153680247,1512.5333829072883,2059.8375136533773,0.000489249491687483,4.377373874726122,39.03477229136634,0.1971627583505602,SM
42,50.0599419522154,0.0526279620802991,0.5070743479257446,3.68364243192522,9.67225181855365,2.696797742289264,32.03693595971673,8.321604926654711,1765.0442557179917,1913.8015390054113,2.921331598790474e-05,0.05599262690462625,22.43862821945817,0.32750143802362575,SC
43,58.160042371177866,0.30639672675855567,0.9344544116049986,4.866427087417813,10.658093580509268,1.9917332670937218,28.19512750194166,13.61846729955086,1772.6694464999327,2080.507431776687,8.307981892394249e-05,3.464329347676445,63.28716416717629,0.17595615345988483,SW
44,46.284108095159155,0.08977876111473249,0.840079932212056,3.449881125824837,13.18612812835371,2.118237640757923,33.24320464721968,2.0794684149308407,1636.0889413237542,1915.6673067036816,0.00018607818802795164,3.843121149441489,63.34077683306967,0.16027470086772883,SM
45,92.74563180779673,0.2334197885819096,0.8248984745300538,1.2257315229773922,13.296629986730396,1.7792168603742482,28.88113902014527,3.5532475309449394,1873.4587349327116,1815.0523936607503,0.0009054858358643651,2.8394415206371444,79.71215348048428,0.2661171512569338,SM
46,49.872123964750955,0.3357200931396877,0.39539902361539114,3.2375286960580802,13.119711202848848,1.1204048140482263,28.549522276104337,13.777956776786771,1501.3535397709209,2003.3738350481096,0.0002319416584627163,3.653876805915743,64.66560832587149,0.33929292308555603,SP
47,72.46286928417449,0.3603193230163623,0.8495120350096339,2.1088167426277713,3.567780358973609,2.017707113367507,37.3713395170437,0.5930338973203769,1856.7079169897988,1995.4738179154765,0.0006241227616117599,3.2613483451255014,20.16870735489895,0.3169249479817277,SW
48,38.93408682392125,0.40350626135327083,1.6363869895845249,2.477910111937747,4.889433303514212,2.950386106585599,40.69577805220038,9.84173451089788,1777.7540382626478,2105.2023892104935,0.0004922935004230423,2.2777924454734633,32.578131925000974,0.3449545009441911,SW
49,83.58518651524244,0.31699746624414654,0.9449195632353113,2.8383406234001156,8.281391616522225,2.5318091906110256,33.73141216623191,9.592888248269274,1584.1041704270237,2146.269552941778,0.00014592379891401272,1.9135521393813355,41.62088421038022,0.30070463073924986,SM
50,65.26301632811837,0.16309370807869752,1.255108132668233,4.0984029855551345,6.342980469216364,2.4444966664575603,39.714786023863056,5.74881650448846,1803.4543098616869,1941.7873954777049,0.0006127886604082915,4.706659942025867,18.865696399685657,0.2374739548169143,SM
51,93.66399809453553,0.4501639593206922,0.49444293677117157,3.0117168574838247,3.2775310717795034,2.215279366005185,28.40971645590046,7.022470185106772,1466.601088206877,1979.7892040814684,5.6864792095259497e-05,4.85968996285234,65.16272821134697,0.3393232879179748,SP
52,57.52114409417328,0.4149983358561594,0.32548045424343697,2.898721163300315,5.3846281671762934,1.565399081671938,38.887660783582554,12.82376927220842,1465.4912465966136,1988.1601678578113,5.7354442266499634e-05,3.2563570181251484,46.868897653881056,0.23532665569066236,SC
53,42.70411187348292,0.12202354296808252,1.7839208754768092,2.2078885509673842,14.668288282486127,1.1731534278524327,28.87919989252047,2.4747309502016868,1864.9686016237029,1929.6896337489518,0.0003646962405902305,0.9864941994923587,76.11146983670274,0.22001892326884886,SW
54,52.49123496366393,0.42193003289353204,0.796470673062726,3.159488967410812,6.183511199203238,1.2940135236139176,39.738151924762924,3.4735121741839063,1447.3902539227058,2097.354769450076,1.8581780742442495e-05,2.2394958121889372,51.251570116807414,0.23963918355348673,SW
55,77.90276439607712,0.4876900321597168,0.8306070195226389,1.9935634177412624,7.15533992199548,0.8139085969938303,40.353128828208895,7.685256171598357,1402.0398034247023,2008.84047408252,4.08931376992334e-05,2.482687450413035,46.60293586167777,0.31279479087649287,SP
56,72.84192386473194,0.3367486025635629,1.7798381290619452,2.043975261632912,1.5864191950735091,2.281656925976381,39.0036337933524,6.146181345000452,1594.515245792451,2165.5823097554558,0.00016487123903511543,3.7898502623033083,14.999760705300503,0.33353870996977764,SM
57,80.59258149515213,0.1768123504012522,1.4739884280357392,4.029035100578081,11.212100877167682,2.5861306288241543,39.49048634175804,8.615587463177754,1451.9254872160639,2060.1243087582343,6.920400004388049e-05,3.3388856566115965,20.454213346120444,0.2215364219919351,SW
58,34.77556899327359,0.3229672240730364,1.5612728797777031,2.37018905803636,7.082925884862627,1.3916049726357316,35.86078392865247,13.812587791406937,1831.5182466221254,1884.7586235575889,0.0007611099855072893,2.574072147139476,69.46682537349058,0.2424494913064525,SP
59,67.72397039741112,0.20414078111673456,1.4276062715017928,1.2055986917564474,2.892390849084675,1.0020708792173982,31.70838919615713,13.75653026606755,1861.3467567214666,1865.9234594988145,0.0008260610390062498,3.401822788935785,79.34731844780659,0.3296654646608766,SM
60,90.5909640073598,0.35417591178903784,0.3904260406247655,2.3747091435799232,14.575515967113072,1.5385995492082194,37.00523403725353,3.4502750957248765,1641.2131821782064,1948.953735166517,0.00010119583019301935,0.12028423366886976,39.062539512878864,0.1594087329057338,SP
61,37.01362476630253,0.2951599817551431,1.9243924779012098,3.554288831466476,11.995348369898672,1.4425127047173514,34.15358308706906,4.532169192732606,1612.7357665050185,1938.7706161027893,0.00011970816697203905,3.883176609421819,66.70602586074503,0.30677373882277026,SW
62,36.131791829343626,0.4682707754403881,1.8364453168302697,4.25594234670929,11.303026207341812,1.7919279937110102,28.074711852866646,2.4310302194554483,1669.519638472046,1962.852729945004,0.0002813547059953533,1.0581611700347215,53.93100364314562,0.2408435516468678,SM
63,76.5792836937684,0.32805884444036126,0.625196228296618,4.847746725569445,14.431276520362537,1.3810245195062243,34.67555989008769,13.916855571958896,1513.0973124224931,1873.4364281217768,8.21353005150506e-05,3.2820456978057457,77.13414915701995,0.22530367020993425,SP
64,50.48685962987312,0.14629175767722608,1.6471895440589144,3.9848816858999037,7.00098114098136,1.547411951759064,37.116630943707634,5.967961952972928,1548.982930710168,2191.2890680105957,2.3999209443603027e-05,0.5698662606850458,26.66960648108653,0.2393842583673678,SP
65,72.80764867345894,0.3762994430038481,0.9369135766951759,2.7154064376673475,11.200202793948053,2.796620514568334,28.194371235678492,6.745577173255158,1450.4885852420025,1858.2839091474916,0.000311844678392686,0.5723041796235073,48.13850201055601,0.23373813510031594,SP
66,65.4499933482734,0.18539524303739685,1.4307805421560693,2.1964771168198305,4.28380661470359,1.5366377763571337,36.69904470551421,12.039611711661895,1623.2250455556816,2061.059509689728,0.0002989315669998793,0.17828821918351,38.61570728398169,0.3013237236375612,SW
67,94.09433279209387,0.17257592882696196,0.49808539966382126,1.5185199606835575,10.911127390603621,2.5281397028057735,37.13544668703599,7.694602092154379,1705.8458112668295,1805.227694025836,3.09002652022617e-05,4.551164050767559,47.92011831601107,0.3355895044488311,SW
68,87.78866710206681,0.22629948150852658,1.1693976511815576,3.5107457377844575,1.6900677445326382,2.1768341404938107,30.213506095344556,1.7963322333226817,1865.111867195801,1962.7844153276053,0.0004632687861602404,3.02279378845906,28.820065839319863,0.2482911650893157,SC
69,74.07473080151127,0.05539850557820405,0.4279093392078309,3.0395332564360253,3.2051226359482907,1.5425834803890226,34.035038592191135,6.567730641640449,1769.5365853133792,1923.6733596380145,0.0001687712211828446,1.8098096811457416,44.84223139010208,0.31654675715650227,SW
70,47.00885069670478,0.4861132970725761,1.1651008976446087,3.710806065776565,7.240995401138455,2.599134193516771,41.50065641244785,9.457860649179477,1761.5318667765932,1952.8098550957675,2.9689523032308954e-05,3.9388887050965438,53.73629027073356,0.2963889071424477,SP
71,47.02403053978052,0.2895490001114142,0.638469120902983,1.9485326258202784,1.6632513798811102,2.1091673531117827,40.378649189196956,10.788136316355546,1553.9994810470512,1999.2309379092455,0.00020140872877099291,3.1304110031233274,15.685111879964445,0.21613615711129536,SW
72,87.34584703698148,0.39807225224283216,1.0144397517838664,2.2945766724397823,7.73653904858066,0.8189612007175808,33.75149992001554,9.680277791743409,1844.1466487550222,2040.1500006097272,2.9323719231926363e-05,3.100402589564702,62.00910783653362,0.2674627629053095,SP
73,68.04716924290054,0.16603350007004525,1.4023448609139755,2.168381397994556,8.557688612377554,0.9512020434592796,32.89784775233818,1.7877107884854493,1873.477848339999,2033.40453791772,3.392078608954575e-05,2.435213971815034,59.45660742122921,0.2833631350031389,SP
74,81.30331583338665,0.3859781592351315,1.7787342469891139,4.190607368697642,9.891689067425608,2.4558070307951017,29.737129533675983,4.565167877427275,1866.1314682710185,2052.285468048445,0.0004966136055615551,0.03963389334104339,71.63203210160397,0.1546998743780926,SP
75,59.24117342489396,0.30522672602516093,0.4975202055535005,1.684919259453387,2.855220139413821,1.7823611370874277,28.492647183562237,11.00346967444823,1419.4015132621926,2137.819073021516,0.0007227417425475383,1.2923125321246993,39.80995862669479,0.22919111024484806,SM
76,36.69978638234923,0.24086487820077612,1.8078844077518568,3.433888468097982,3.943660827217366,1.6921171418357894,32.1644788841891,13.20285291504112,1702.1753181520107,2154.6868622458605,3.2641139889218076e-05,0.5453834730004148,14.316839283030241,0.34852763516949137,SC
77,51.62461978557569,0.4868011517884079,0.9020677662691223,1.205420063036427,9.779325504682134,1.1208198052307776,41.16396685915134,0.707796225933896,1721.6125528626476,2094.900120224319,0.0007179630174946726,3.3120492617638804,42.30227903151808,0.2774512854140187,SC
78,40.474697628743606,0.2722296713658826,1.7188338234905856,3.1981103036068785,10.38553411824563,1.1461009067147945,41.42058831867134,0.6334366210496573,1547.5325801082518,1831.5768971697617,3.0032929249830814e-05,1.2431041089349888,19.632642044337302,0.2168488138583552,SP
79,80.81913306765765,0.34585636185035457,1.1225862531519735,1.2556559030122236,1.8496530808387295,2.555055390210981,39.375270768067864,9.651067940085936,1896.2060915789648,2184.516956603974,1.7160689408616784e-05,2.250833320256035,55.32127694652724,0.20000480788014555,SW
80,75.53327932771086,0.05690398617044587,1.7519754291732916,1.7035063631519494,8.794959388553016,2.623837694715202,32.911547389278034,8.220692312449215,1545.5937294092794,2178.9592345388187,1.3075182403398674e-05,1.7671514914494146,13.299206689191408,0.19189632042015126,SC
81,35.74683995522264,0.18565484292439177,1.3930833215363594,1.4521012082142488,12.09725338198424,2.0320055894052045,30.010770060349557,2.33008575776571,1508.3058290905278,2084.6815178181414,3.049484860980918e-05,0.7159936896268199,36.17974843593866,0.2303282817930415,SP
82,70.39005091952201,0.4499112047720299,1.1156890531101828,2.386901415533706,2.43286185010282,1.4492811815725124,36.33746865847951,8.224373725454406,1642.0728252215958,2006.9756285607696,5.8951258560123675e-05,4.791851164413597,15.799002894124676,0.1886531381215219,SW
83,86.81880795466171,0.39153157750220846,0.7625695394005918,2.3749256708309163,7.077833680828016,2.8519417966692266,37.05107010088654,14.617310152512763,1561.5736898851717,1900.2473433343569,0.0007163029837642937,4.6670965581360795,10.235650385012232,0.17703723641070562,SM
84,75.32867920099783,0.2915393162790424,1.9440363577135795,4.305677122913025,5.907902185906375,2.172717260189499,33.94402996943846,9.463503305949374,1862.0147299349721,2102.5404557995503,3.050113492383968e-05,0.42304093018320277,77.23900567311142,0.22281265688539176,SM
85,63.22227434398739,0.45507186820097845,1.641615783799552,1.9027498055221148,13.834485942252225,2.5526126627939343,37.683055137820965,6.737117340745779,1620.0383656573863,2151.1440714865157,5.3818388560484845e-05,4.136826767639982,79.72891436183961,0.27139993852915867,SP
86,50.27111352102767,0.2687992309434001,0.8861369333100704,1.345546967095908,4.008332308287146,0.807222424634074,38.45354639912429,12.41298731909363,1605.0747773362916,2066.075040355975,0.00029397591412305484,2.441868413581866,48.88520660722691,0.17927983641722567,SW
87,87.6612887230832,0.304928178884499,0.5001024675062828,3.414047163256519,5.797865577450482,1.7907031219257932,38.96286329004692,3.1923372847822735,1712.93106505425,2051.6290531447085,4.0192792035651865e-05,3.8686794229042567,26.726909496183875,0.158868654772572,SM
88,57.482317339166286,0.22196878123889552,1.6031637534679288,3.7498027984000273,13.629004057382591,2.7160879899039028,35.0321735590051,6.214896462403699,1440.5573356255618,1877.2018818282345,0.00023374175652614656,0.7557856545688346,73.77693257660601,0.1569265636127383,SM
89,85.60058271519605,0.3290180165252979,1.9818997180596558,2.179294464085815,5.963819631809633,1.544113223111987,39.08297088583627,7.916518377162711,1778.3664734082608,1943.1186091576758,7.314011493980257e-05,0.6613706888877185,74.61256179532747,0.20347685048719366,SM
90,80.89498948418282,0.1935506889143932,0.7021549168264498,3.4112564654455086,8.673190447905524,2.3984125891190184,28.356669967772394,7.568098380761332,1784.1994109024358,2089.254488813005,2.471097636494523e-05,4.45378750447602,69.81562238194942,0.18802645810326032,SW
91,83.05475274325588,0.22347147989406074,1.8485535302029923,4.104226272026576,1.9459770526168714,2.24688461528302,37.525661134344176,13.814587038167286,1637.0129173638338,1806.7594955404893,0.00029384465945338066,4.489097459205304,48.10589891971674,0.25785107205803043,SP
92,94.336838810507,0.4848468184432709,0.42566727005825633,2.390211756304449,14.796182888362988,1.1348804059794588,31.29887539870672,4.390021608700137,1877.8489705002141,2056.5057108755545,1.1326028932763054e-05,2.329560813768044,15.22915126272192,0.24114403741017987,SP
93,78.66930353174268,0.10008890590981556,1.9139712576533374,3.101415359732447,12.636780556261058,2.5047884199596915,31.787284083627146,0.8475558109442943,1689.6695553978739,2106.668120404099,3.8429935021435766e-05,4.350788988074489,16.19072492757585,0.21495332286780372,SM
94,32.21266082171215,0.09736490536071843,1.541610042397514,1.5865330946892802,10.06441275408013,1.0475589386881576,29.278223892494253,13.74565806770613,1747.6182271224955,1933.8817945083126,5.1565956550119703e-05,3.3372947575181513,72.76338513988586,0.3167085668301921,SP
95,43.35320577374842,0.06949220875475709,0.8238732126746664,1.0945872042807214,2.320196186714734,2.4014110124582695,30.693491690304512,3.2560148570751397,1862.1724777515506,1830.4671076803156,8.249668737783936e-05,0.9250487130549601,71.30787932200606,0.25098939859930525,SC
96,32.287684771135694,0.1940200338921204,0.7483372801332211,4.925471899243318,2.5107444785325392,2.980130340914008,41.88811526202804,5.685419609650611,1733.172671712396,2127.6477515535994,0.000228948848695327,1.6447713234107435,40.40780744268524,0.1683059984168198,SM
97,42.34438204620989,0.22920315911056593,1.3581836370908322,2.1989234021454798,8.857144015674312,2.907559149985878,33.815461827888655,7.9633743677711575,1615.9130038627736,1856.7347317940091,8.294877723287301e-05,0.6803032525433494,32.97082336334977,0.20915287081473904,SW
98,33.993568194597366,0.09253203983129582,1.26831285246566,2.1156082028872865,5.348369888746362,2.5605318347254107,40.9887155816416,14.638207058223202,1412.3855878165741,1948.3204423879095,0.00015440033012572446,3.8697433446546654,55.08867441008715,0.34466785323931826,SP
99,62.60510767710644,0.29710894791507336,1.8540860626886355,4.89298053269235,9.90765754129284,1.9759383333053449,30.280593394699174,8.02902662442897,1764.1496578159047,2082.901642027112,0.00015543834259720236,4.926253623478749,66.48915637788674,0.3453954641516028,SW
100,31.833403853650058,0.31248568807469107,1.5792376415765856,3.9129340950524667,9.575598504944928,2.284614066805628,30.856823789379273,6.716149598227186,1882.4330058005226,2126.7943950605736,5.578832211377228e-05,2.7318916328300578,61.21794594362747,0.20093432710942383,SP
101,60.717641474991865,0.3879620121259976,1.1726567706330684,3.341191551761933,12.82179387677052,2.401838458757004,35.809386953411,8.7545771927647,1635.117561767997,2144.952767395406,0.000737806592607834,3.2793220705744637,53.09220566354944,0.18344722575898276,SW
102,88.42465896280078,0.48918565247711066,1.869618515311378,3.7972935803734273,5.298590319620672,0.8184833534121252,32.893455572307154,14.562122398757067,1569.884318894132,2012.1668766444463,0.0008160328872127306,3.7304628406681832,26.205773111138196,0.24913762924344884,SW
103,78.65744081736261,0.3287085112815798,1.266915136399794,3.8397062667816106,9.301157580628399,1.0252056860965042,37.01481292004715,12.269168981346606,1659.6297132068892,1990.348678582346,0.00014578128303913365,1.121295512152452,28.37534084545006,0.2462929836333693,SP
104,91.35713503736415,0.10024286300642543,1.7294327041892192,4.05334352117193,11.994404804323274,2.1135300905734975,33.90865206008603,2.5345220446788312,1764.2186028423296,2139.326910807212,1.3911749871247442e-05,1.680006238167171,60.68472369783912,0.23202753745380342,SM
105,44.73204029417383,0.08983590946060226,1.7136967737761415,1.2687569256796798,8.125435315351403,0.8143759883144001,39.36236132451647,12.048900223563136,1400.3452372410247,2025.2308380189884,9.599644018964413e-05,2.061606056621174,66.18338967157217,0.2558714454987906,SM
106,64.52057806634409,0.399896088642667,1.8545507461091653,2.651325679131552,12.71368947667575,2.7995924317016945,34.04182699639517,12.616485897058327,1843.6058613659268,2031.4602913660924,2.3379684896346964e-05,2.9729415607273606,18.12946316697129,0.19643907570364016,SW
107,50.70766445577952,0.34265035784116704,0.32168365630238827,2.180521271332066,3.272228721245935,1.8772579690951714,36.0128885541357,10.360411559376995,1843.181429839161,1973.5893471975203,9.256121436501105e-05,4.252462890743878,23.110793339791424,0.1729858683087374,SC
108,62.09828671998221,0.1228614776179528,1.2508754023042,1.282278554068022,11.407619829486435,1.3670875663312678,32.4950248003322,9.858501887508965,1670.6489668043544,1949.1255887684158,2.382134664756356e-05,1.2710177229495305,57.632918352416,0.264092291695287,SW
