Location_ID,Latitude,Longitude,Soil_Type,Ground_Movement_Potential,Shrink_Swell_Index,Compressibility_Index_Cc,Permeability_m_per_s,Groundwater_Depth_m,Asset_Age_years,Corrosion_Rate_mm_per_year,Asset_Type,Failure_Probability
12,52.53061903815622,-1.9179696779391269,Running Sand,Very Low,4.112121922899043,0.3295051713103146,1.3294077947597819e-08,11.394926847691154,74,0.3097071930414233,Tunnel,0.039145513609016525
13,52.07378246430385,1.5231829728549808,Mixed,Moderate,0.615959440214151,0.17390518256229986,4.7934963654648184e-08,1.7128248134573718,61,0.24194477665116965,Pipeline,0.03656577790910842
14,55.42751145818418,-3.9835181929973063,Mixed,Very Low,1.8705256747815324,0.05793567307355587,1.3141007480446392e-08,8.696739938009515,70,0.21543646822855086,Tunnel,0.7592134152107181
15,52.83071067780158,-2.956674865405796,Compressible Ground,Moderate,3.306696541942913,0.2987175947732949,1.8233279020583928e-07,8.502479522737614,35,0.4446641838287101,Foundation,0.552369821609127
16,54.24919641822712,-2.8700774487914087,Swelling Clay,Very Low,3.260554286093641,0.3103014901337134,2.662703165498167e-05,6.131583147377739,24,0.13012252974975114,Foundation,0.7835926574173304
17,51.38706208625618,-4.789591814586011,Running Sand,Very High,4.301751674042783,0.24195605212019122,5.321517616336784e-08,12.746281641194225,31,0.2051719279365578,Foundation,0.6974970102885748
18,50.56727628870907,-4.746087357170065,Mixed,Very High,0.7013408081771427,0.08252880464764259,7.453057051187328e-08,0.5633743493971775,98,0.17126655231846535,Tunnel,0.9075063492653965
19,52.58781309724008,1.6695497895803904,Swelling Clay,Very Low,2.149698738925594,0.4520043287618862,2.0037160334446378e-05,8.042601327528551,74,0.38788850422795046,Basement,0.8858242910466235
20,53.82832417471331,-1.0023517370962218,Swelling Clay,Moderate,0.4861220896321239,0.32514386325255,3.774606241730404e-07,3.6487264726102175,35,0.4590680000539443,Foundation,0.7883273956211774
21,53.0329934809173,-2.853461749999675,Compressible Ground,High,1.9479762421931408,0.10207098480603632,4.7560345211572765e-07,11.280729977188276,30,0.4263930323827129,Pipeline,0.47518916004214373
22,54.952331288121954,-2.3492773750539087,Swelling Clay,Moderate,0.07553722793852191,0.27991875946736644,2.01375214793782e-05,1.124477681438409,33,0.40087492584688655,Tunnel,0.30812640760385246
23,52.669896755935824,0.003900501915169663,Running Sand,Very Low,4.4913653255506345,0.2737644421768122,2.835526334798168e-07,12.557542978632876,25,0.49352707332934065,Basement,0.5070267874446399
24,52.055014065765455,-2.4343795751176573,Compressible Ground,Moderate,2.635219984143405,0.07718084095681714,2.5573352983428065e-06,12.652337287250797,41,0.35160082970108875,Basement,0.5020716073198236
25,55.080243381038215,-3.4056771783469824,Mixed,Low,4.249011304011768,0.32308686662132635,2.680546400915102e-09,12.576557179850791,25,0.37801635769463154,Tunnel,0.6102755488893377
26,52.5340113931719,-4.2871386088014045,Running Sand,Moderate,0.2995235050168188,0.413746879514704,7.819132374971809e-09,2.712243637623713,86,0.4915732444554593,Tunnel,0.1860975677829041
27,51.84823930819806,0.10253108202626038,Running Sand,Very High,1.137290552364603,0.3870536244118152,1.0516736764067887e-07,9.64089451913515,51,0.0134254848455953,Pipeline,0.6556198804449888
28,50.9883053840504,-3.736044883273427,Running Sand,Very High,1.296899976105903,0.1413362363738825,2.979856422470206e-07,0.7083267081591493,41,0.3206837044538189,Tunnel,0.4566009242058158
29,54.4665488660791,-4.512462110515917,Compressible Ground,Low,1.9334574731939402,0.4380316382993951,6.740133618064458e-05,12.795457573693398,59,0.3720960506571119,Tunnel,0.6202048319408592
30,54.625457303989215,-2.011318881524661,Swelling Clay,Moderate,4.01433186198773,0.2041439745467079,7.132769097533656e-05,10.983140305874997,50,0.4597352563410255,Basement,0.23960482291954566
31,50.66648891782586,-4.723003267320523,Running Sand,High,1.9327893686574633,0.4759287702313736,1.8029572837315095e-05,8.201729098039163,33,0.44308370905032796,Foundation,0.43439489387735497
32,52.29322799200762,1.7549864084002076,Swelling Clay,Moderate,1.023267648231635,0.08228658390157118,3.7843751011217934e-08,11.093575779900949,22,0.4225607338045592,Foundation,0.21020121445252027
33,54.2493822729898,-0.6089492269761214,Swelling Clay,Very High,0.3249513016938421,0.2687939098339292,6.609086776819136e-05,1.8676994014506971,84,0.47343772325143485,Basement,0.8753051567568016
34,55.23190923744027,-3.9311223268740743,Running Sand,Very High,0.3974587417634373,0.3187059697298971,2.797076364102644e-06,8.165509566564417,88,0.2733158020777167,Tunnel,0.4879610450415376
35,52.38909141922453,-3.7928213948607743,Swelling Clay,Very Low,3.800236029804887,0.16144254431357213,9.219357141270944e-08,4.723509131338459,19,0.013390846836565112,Pipeline,0.22498141557381213
36,54.860267156897464,-1.0112006380900822,Compressible Ground,Very High,2.224014955183165,0.3971210849241025,3.223848205590212e-06,14.602982216733109,51,0.015416655361534668,Foundation,0.041208695741546286
37,52.468602032660975,-2.5040396986354447,Compressible Ground,Very Low,3.6309056100000765,0.33210305591482264,1.209521656826201e-09,12.928210284046575,50,0.2768731372527505,Tunnel,0.6757386646535418
38,51.39747313621324,0.41986720931399546,Mixed,Very High,3.4114356088184876,0.05814924677958,5.379890191047494e-09,11.132497589592665,12,0.22328339704333122,Foundation,0.2146447139897557
39,50.51723071888435,-1.1793546006675832,Swelling Clay,Very High,0.676812308801289,0.32376586581330613,1.4074356836336148e-05,14.039340711121113,64,0.23111007614906978,Basement,0.9895821923187783
40,52.1509051157644,-1.9666628713254108,Swelling Clay,High,0.714439670961336,0.27116520548830086,1.6899279324219933e-06,5.529227916199369,25,0.20619832123291815,Foundation,0.5337003734151716
41,52.39237525363686,1.7408617364569015,Mixed,Very Low,3.7767100771706694,0.13821314076657848,6.621761073223069e-08,13.562758535328628,53,0.4596856464547055,Basement,0.2889769962480321
42,55.22558764443668,-2.2648966065321767,Compressible Ground,Very Low,3.606341467427086,0.4980867021767883,3.186641451622512e-07,5.2159543655473,90,0.18599347207319705,Basement,0.6576774337926303
43,51.53035126210312,-2.195723533418595,Mixed,Very High,1.8901538343715518,0.45372298767242675,3.355140784372765e-05,11.125552435521719,98,0.4295512014639108,Basement,0.27521992343808555
44,52.411153540087525,-0.33959305257447703,Mixed,Very Low,0.3871113166642004,0.1816284627630786,1.438436012265094e-06,11.178045220758511,39,0.45240374895790403,Pipeline,0.8202742939097465
45,50.625770649115566,0.6663500888551779,Mixed,Very High,0.060490108492261,0.2934819143593773,9.789182376582327e-08,0.7660732085843553,46,0.25475586729948785,Tunnel,0.3082360509299419
46,54.31769867545693,-0.6164950639901834,Swelling Clay,Very High,1.4407847473087243,0.19242596295963083,3.996071837858681e-09,5.73536562503383,69,0.22899963830889328,Basement,0.9882477323959092
47,55.07570618127493,-0.10972844561900086,Swelling Clay,Moderate,0.046111367936134684,0.3989730882362351,2.9426188192016637e-08,0.7817737499232194,86,0.38290009606556896,Basement,0.6051447854452936
48,51.68910323638246,-2.389479020033722,Swelling Clay,Very Low,1.150363105518517,0.46864914493840476,7.79293697616814e-05,14.957834255348605,33,0.3569060387435424,Foundation,0.8444111489426633
49,52.64497555320082,-1.6435221446521822,Swelling Clay,Low,2.097503701056693,0.21147287311147261,1.5375006719752482e-07,2.271853046523951,35,0.1709822071321409,Tunnel,0.07281546957842222
50,51.11056310682997,-3.6207543947242566,Running Sand,Very Low,0.607078826559771,0.41251291211463237,2.286637488116366e-07,8.370757986897587,67,0.06024858170307682,Pipeline,0.3482994173861882
51,52.78417715156446,-0.23827456511033596,Mixed,Very Low,0.5213887891577312,0.2742833942209422,3.111645848609612e-07,11.96306546205824,18,0.13977767608941538,Pipeline,0.7374870861661497
52,51.166712318220476,-3.449836417013034,Mixed,High,4.482187178593683,0.2284603525902098,2.6334199100718607e-05,3.418322232782941,70,0.07420396784802649,Foundation,0.6550590173405827
53,53.11674247209576,-4.9912024322433215,Swelling Clay,Low,2.9273501451144464,0.4722898334444464,1.046264336351119e-06,7.533263687384354,28,0.15441881513057878,Pipeline,0.19424312143375777
54,54.17311020216117,1.5363348386472584,Compressible Ground,Low,4.672278433813907,0.2796821099235642,2.940256253040057e-06,9.307717033356687,37,0.13829256713459154,Foundation,0.35620293050970986
55,53.26671387407084,-2.857893311498123,Running Sand,High,1.729130818928396,0.2603347251158592,8.852536228221115e-08,2.822968938735408,16,0.3224785977044896,Tunnel,0.2634434074875409
56,51.72609789193688,-3.623575702737984,Running Sand,High,3.3857246866458155,0.35259548088305437,1.3977776531411106e-09,11.789054168717309,54,0.477703053942842,Foundation,0.613370169761843
57,52.268979927344525,-3.1229728832395685,Compressible Ground,Very Low,1.023458373108952,0.16755539045822798,4.517150612549836e-05,4.840378629245797,95,0.34601442884193695,Foundation,0.34456822945877497
58,53.69286368852816,-2.686866116669467,Swelling Clay,Moderate,3.091701586399706,0.1961567918547421,5.567220268018325e-05,3.5598346069131845,72,0.4640582099516391,Basement,0.3090542420003498
59,53.44877708894663,-1.6781750148627843,Running Sand,High,0.6479286500499221,0.4694206263073802,5.568846751366625e-05,8.595186823342544,46,0.39422480671813726,Pipeline,0.2073779804363417
60,51.18387394060667,-4.514538302869823,Running Sand,Low,0.010403195881428795,0.35533843044662405,5.229202176063e-05,6.4495476008226,25,0.3666600348148749,Tunnel,0.4090271209146483
61,54.72474736783052,-4.631287906561844,Mixed,Low,4.657659007047895,0.4219867164969525,1.19181735529028e-05,13.844146197228058,14,0.2128903507045373,Tunnel,0.19550259019655358
62,52.87594456123508,-2.9496246412334917,Mixed,Very Low,2.7744718808760465,0.17200029287094334,2.648379701552655e-06,13.260909123873233,38,0.16914930640305065,Basement,0.9625695873776323
63,51.31184612263196,-2.929637081620329,Swelling Clay,Moderate,4.634703313910197,0.29470558546844244,1.6693584174811627e-05,7.508584619138807,61,0.4246759125117304,Foundation,0.1545018114953034
64,51.11413271287365,-4.176476405300354,Swelling Clay,Very High,1.66915761851036,0.4871283201452742,1.006308624981772e-06,5.709324733521164,32,0.4536426841352126,Tunnel,0.9133047149587763
65,55.32775887322565,-2.1664588397562605,Mixed,High,1.638930345808784,0.1934167545626979,4.697297528914594e-09,5.2200107336533454,15,0.2314224218889567,Tunnel,0.42847309815658197
66,51.90767555586773,-3.011799322580524,Mixed,High,2.0032750088651587,0.12221441434266885,9.038384762006127e-08,4.379672534681857,45,0.014440918111455762,Foundation,0.37786599156172207
67,55.04296793958188,-4.817611130434509,Mixed,Very Low,3.530204919790841,0.2798987037010988,7.185790641682976e-05,8.39594387883092,66,0.39834021886417054,Foundation,0.23131980090484883
68,52.552926493844694,1.2000454629477755,Compressible Ground,Moderate,2.829043170930871,0.2245194899261943,5.697562107234302e-08,12.172189768650881,42,0.14968373183142292,Tunnel,0.6357563343675191
69,52.42960715226595,1.2021331263051325,Running Sand,Low,4.626774535495589,0.1218097547540211,2.1834314856621218e-05,5.005970818951588,58,0.01484505385829116,Foundation,0.6855280150108364
70,54.00464484824716,-3.5357242296056817,Swelling Clay,Low,0.12720450566219677,0.4498481222165156,2.9245385732699405e-09,3.256364300477182,50,0.40444439389829984,Pipeline,0.46757096225241745
71,50.54941643887731,-3.859894402849565,Swelling Clay,Very High,3.540979689862682,0.4958257597492,4.687261808749913e-08,7.394515189657659,89,0.2635329525202801,Tunnel,0.05570689569342413
72,52.190447608151956,-1.1689506495711282,Compressible Ground,Low,1.6516384468327716,0.305861981310499,5.685473290681776e-08,1.5009990435661646,64,0.34575326570584985,Foundation,0.9185101506885499
73,52.01322856095904,-0.5847254791299843,Mixed,High,0.9011682590923059,0.3986045457680543,1.8113931269417414e-09,10.668545588880749,35,0.458198012360794,Tunnel,0.980329132876381
74,54.84049047142023,1.70279790212951,Running Sand,Very High,2.551978112600495,0.4365672662958348,3.939777094623102e-09,8.016194861378036,46,0.2751751767676716,Tunnel,0.431043415211835
75,53.145617695103915,-2.3585608035213124,Mixed,Moderate,2.52531892089998,0.36544190270982213,9.243278863552889e-09,7.697434715606385,86,0.2565650955636932,Basement,0.6136608074093272
76,52.32285078612126,-0.6725975999480909,Swelling Clay,Very High,0.685055143442142,0.06987022210027904,1.545531831168546e-05,4.856458003475326,26,0.15242443946064912,Pipeline,0.4502986262437467
77,51.83039655149859,1.1472673206301671,Compressible Ground,Moderate,1.0094802806644494,0.120935404272568,2.0749610543276133e-09,13.617764844210182,41,0.15954497887557678,Pipeline,0.3218796508861206
78,53.45254904405314,-1.85032349953405,Running Sand,Low,2.0408233245077745,0.08194513601812392,3.115333223963905e-08,1.8120512318185142,37,0.40030561235452644,Basement,0.07731879285780763
79,51.25836570271682,-4.1435797418987175,Running Sand,Very Low,2.0440570619615768,0.05444582298892545,1.1242813667286132e-09,13.112448128861955,34,0.23002433033710915,Basement,0.45606773039729886
80,51.731023842543905,-2.3578689991901802,Running Sand,Very High,1.5877906980984235,0.18769838394075644,3.0070366892375785e-06,5.962225435030878,56,0.09012784221797898,Tunnel,0.8183845563594515
81,51.96806082532375,-4.044031513076897,Running Sand,Very High,0.7427257575499047,0.22656018221670188,1.2633260463867725e-06,13.269040981637824,31,0.05631909436024284,Pipeline,0.017031461088003574
82,53.53954473803471,-4.883523750586348,Compressible Ground,High,0.02186839550489761,0.15846337955116657,1.678461215055922e-06,11.067041145819562,70,0.2417308572622719,Basement,0.5821076831802223
83,52.366274795082376,0.26087139444318375,Swelling Clay,High,4.851175312140103,0.07907209163884443,7.445843839232272e-08,2.0104755365995555,53,0.23782796157268793,Foundation,0.8807721087266889
84,53.028916500600246,-3.331034096532511,Running Sand,Moderate,4.7174961485196345,0.2884383908765049,1.099864301598296e-08,12.557276154385628,29,0.33019455632064404,Tunnel,0.217549430014358
85,53.752191318832935,-4.985950679127182,Running Sand,Very Low,2.418251895880676,0.17299369398071374,3.995775377987072e-06,10.391564088642824,59,0.24082306409511894,Pipeline,0.1832558646890622
86,55.28135800403844,1.1070265027460149,Swelling Clay,High,4.9752587663750285,0.408216719688603,1.1365521391360603e-05,0.9683777372725526,97,0.08030309502576521,Tunnel,0.7722766257019431
87,54.32418698551376,-1.8934781305636585,Mixed,High,3.3682716539112163,0.05362367973137654,4.931823100399905e-09,2.4386888905902144,56,0.25882341355127164,Tunnel,0.2550864311192933
88,52.52628390286054,-3.3279808425674235,Running Sand,Low,0.3442876880377077,0.4291371730794246,2.71735975886878e-07,9.716606809617579,56,0.4543268079041523,Foundation,0.19198426756064846
89,54.24137687198628,-3.160470193512065,Running Sand,Low,0.5885909954131369,0.47963915552568065,1.7521787535608732e-08,10.107707291764132,81,0.08812629169390408,Foundation,0.37798925056923505
90,55.24847090459606,-3.316234746864648,Mixed,High,4.580554219348189,0.3722607784191063,6.926826440480432e-09,11.326445776145128,60,0.34797977407909697,Basement,0.39250201227021797
91,52.996902728270626,-3.638106871675096,Swelling Clay,Moderate,3.1502610107481424,0.38013982936815494,4.694902390398684e-06,10.943558311237238,64,0.300991039833108,Foundation,0.874101063016566
92,52.55248466561445,0.8885835720200745,Swelling Clay,Very Low,4.215918133286756,0.47010304022122995,4.903257229749841e-07,10.063039342714347,87,0.3768070060887833,Pipeline,0.6184434719336769
93,50.89009349500368,-3.8076785594109133,Running Sand,High,4.4913482481692215,0.14408207838515713,1.2048324664696364e-08,11.610464075323126,48,0.08379413397952044,Basement,0.40596145633958935
94,54.96185185325431,-1.0670172128442097,Swelling Clay,Moderate,2.2397100564119303,0.4975545056938595,3.5481343503206854e-08,8.838742735439407,23,0.47138661508393737,Pipeline,0.5343879642857668
95,51.73217140396828,-4.458758287294689,Mixed,Moderate,0.2426297578834652,0.3980665415203438,6.811901456001315e-05,4.281475090104596,78,0.3142735496059077,Pipeline,0.9539652333252742
96,50.8197894840957,1.6466496332502016,Compressible Ground,High,0.9414017444866102,0.37695681874750714,1.7514503220367315e-05,13.729460899095415,56,0.4250648574686571,Basement,0.11321467660989537
97,53.18601743295542,-0.7768026688785472,Mixed,Moderate,0.3328597365121755,0.21249076054788174,2.5103467521410495e-05,0.76410344851368,30,0.13083731420331543,Foundation,0.20771552172469143
98,54.729498229807625,1.3220675784160525,Mixed,Very High,0.9436992284925366,0.2955998684325248,1.995540220067203e-07,5.8151449381366085,24,0.3723123158050012,Tunnel,0.9625287065865553
99,52.533175278115266,-2.2148555436715336,Compressible Ground,Moderate,2.052664632279384,0.34426300472300614,1.315334827702265e-06,11.068619249908869,90,0.3927050451236203,Foundation,0.9573248485272041
100,54.415337350795085,0.67470439733688,Mixed,High,0.5909840525749271,0.3291542875927472,7.653123135899616e-08,6.693762596670277,93,0.20474328346966708,Pipeline,0.17716542126477264
101,54.68198003641998,0.9755813561451783,Running Sand,Moderate,0.8336662390267163,0.36724308731491134,2.4465825758933104e-09,0.8600989084602075,10,0.19813719191287682,Pipeline,0.14510881712529822
102,52.77201779409932,-0.07935496174931078,Running Sand,High,2.229108910358396,0.08707178258528478,1.0123869848733629e-07,1.4567230951850911,89,0.33232016986261714,Basement,0.4210851343386198
103,53.45477532970237,-4.349367734824056,Swelling Clay,Low,1.7008547519424477,0.21004179477426355,9.330475267874736e-07,9.905241852505185,91,0.055769764062505826,Pipeline,0.04971829248796911
104,53.1695614926947,-4.887439395158658,Swelling Clay,High,2.338290620940205,0.2453000074679647,2.7272274145279682e-08,14.490536691376846,19,0.37045583360657935,Basement,0.6549035322851401
105,55.19597930817251,-3.8200822956064475,Mixed,Moderate,2.1458601387953102,0.16728318404373493,1.73681225014044e-05,8.502022719600234,32,0.031014512321311354,Basement,0.07749602166174219
106,54.127528425458806,-4.173322701233251,Running Sand,High,3.2223901298994173,0.1276822716211507,5.695092677898916e-09,7.847988361344651,27,0.10338924754920473,Foundation,0.05802962709428072
107,55.12671405385056,0.07596364939890599,Running Sand,Very Low,4.6859477443792725,0.11251736596078826,6.849288304448198e-08,5.115715589315875,67,0.3354304410482699,Pipeline,0.48518693620884923
108,51.60004989030986,-1.100952255174601,Compressible Ground,High,0.5393216922212124,0.2148725265154633,4.212302255580587e-09,4.222014771057916,82,0.05817859687506228,Foundation,0.9577866361101015
109,52.05118425916335,-1.3183439481807593,Swelling Clay,High,0.49630074654597456,0.27204876525315463,1.0572085577098781e-07,0.8042822354661283,86,0.4862026248236271,Tunnel,0.4267959360631596
110,50.85456736590034,-3.229928897703016,Running Sand,Very Low,4.26403055545451,0.07833939806599732,1.578725140139939e-09,4.457845580786832,61,0.4355141426363313,Foundation,0.3564811586605511
111,52.99953978347904,-3.9177472428407087,Mixed,Very Low,2.5319835232622956,0.47590614256574726,2.30540364412244e-08,7.01210139254616,55,0.3168881428793009,Pipeline,0.9979567155022859
112,54.86961839692955,-3.5541642116177288,Running Sand,Very Low,3.832025117842211,0.39435949528734127,1.0085008662105512e-07,3.3702718542097774,22,0.4113381532779814,Tunnel,0.5319689607791834
113,52.13423348565358,-2.198060948098639,Swelling Clay,Very High,1.0771095180364072,0.37888329793345993,2.459386678918946e-07,1.7665458329807238,26,0.44491422380888823,Pipeline,0.37524140689024854
114,51.141410534746655,0.18100244732667026,Mixed,High,4.144312865837759,0.12778723624492713,5.229760401590116e-07,10.907054075191738,76,0.13714306829019104,Tunnel,0.3858608133416018
115,50.842231274645265,-3.2183836842447104,Swelling Clay,Very Low,4.61923312096348,0.321710345605485,2.371131548440973e-08,13.471993901486973,70,0.4262116780951665,Pipeline,0.19495949603351048
116,52.737501362618275,-0.10970899118895883,Running Sand,Very Low,3.1774150777324413,0.28837622606390034,4.1229367569911673e-07,14.083195010462742,74,0.10544895398242488,Foundation,0.5122230574475389
117,51.32010872314382,-1.5594172571660962,Running Sand,Low,0.5293951073690112,0.4921109806040122,3.5077053714939395e-07,9.460981563206346,62,0.21253770943291952,Pipeline,0.4388550281680058
118,52.23052014442552,1.1980859395755505,Running Sand,Very High,4.476474070781694,0.38645229653607105,3.8096954074945553e-08,1.2652314476895863,14,0.2835472193118137,Basement,0.2707952963474134
119,54.59989904041218,-3.3695980737767663,Swelling Clay,High,3.9624386368503566,0.309092847672304,1.4157991696442139e-05,11.242508134445714,41,0.3598065719062759,Basement,0.16054008660175978
120,52.42023691378762,-1.8440032216767377,Mixed,Moderate,3.7543888825724494,0.432865699911555,5.348175288205633e-07,2.0963819262973526,98,0.024769245684038738,Foundation,0.3112388686675537
121,53.54935459128178,-4.3233466298403025,Running Sand,Very High,0.1836409445295778,0.11979242188731927,4.5850976958967826e-08,10.211347706473447,54,0.1523496122613126,Foundation,0.5086833276877293
122,53.01080027911407,-2.6539280016437554,Running Sand,Very High,3.994812626284856,0.056847438360939744,5.453716526348185e-05,11.800804618344198,65,0.30817435812309124,Tunnel,0.058333272284801674
123,54.09266646485018,-1.4518368917745788,Running Sand,Low,0.689755052341785,0.36060500003653545,1.6809781384122995e-05,11.025038306983856,14,0.18511065278306818,Foundation,0.15374402858395597
124,51.28082479493784,0.12918150035054676,Compressible Ground,High,1.111930880984442,0.09424015710675687,8.183499453703209e-05,14.302315183536393,96,0.38976227725845175,Basement,0.9476572669690954
125,55.102205182418096,-3.613460159589578,Compressible Ground,High,2.8856741743462875,0.10194513799257915,2.8918074565918197e-06,11.203121124777152,85,0.32930955896385095,Foundation,0.542855351031339
126,53.718163987750174,-3.473355101154739,Mixed,Very Low,1.3249038645844151,0.38510632689103874,7.782417536350317e-08,10.551541780736223,43,0.12485671232463053,Basement,0.06344930366003787
127,51.854768657900536,-0.5789551163526543,Swelling Clay,Very Low,3.3067410315595986,0.1717406798602951,2.536899912012193e-08,4.2952759966549845,70,0.08150520000024321,Foundation,0.693087758769573
128,51.11626854069029,-2.322795515819819,Running Sand,Very High,3.040352238495408,0.3328840470060018,2.072951868345616e-06,13.909145953320575,96,0.3182330268576547,Basement,0.06180287007903473
129,51.24862782073095,-1.625335929373565,Running Sand,Low,0.5407479900663131,0.46283311674173677,8.018311287884372e-05,3.10338612651542,89,0.23072899057533128,Tunnel,0.738874227046373
130,54.41331463448054,0.8529440814511844,Swelling Clay,High,3.2800728979575315,0.19241353923703625,1.3601142805397862e-06,13.621000866360333,71,0.09278895013964611,Pipeline,0.7499627217200269
131,53.44055026656479,-1.506416892548324,Swelling Clay,Low,4.61977454912465,0.14771487102796346,2.5590260386389317e-05,5.0336068785157,78,0.1699233606060049,Pipeline,0.6510789757492527
132,52.40379145359092,-0.4325043357358025,Mixed,Moderate,0.8055495259291656,0.09795329768347327,4.420965799633401e-08,2.3873721112261967,72,0.15849290667610744,Basement,0.7322045446193497
133,52.1645042309344,-0.40257470838019405,Swelling Clay,High,2.9853101047144373,0.10870806263887675,1.0833503110895694e-07,12.486903895431976,53,0.0629846664462938,Foundation,0.08796578101305774
134,54.77879002200265,0.6252836006921276,Running Sand,Very Low,1.7093268596834705,0.07800021292047923,3.399195928935645e-05,0.5361840772120225,37,0.27798541943996175,Foundation,0.7267805523552676
135,54.87381261890731,-0.5330235805628307,Mixed,Very High,2.29805835886802,0.08943907047338306,6.086021885911787e-06,12.565280606372045,79,0.3841878306171515,Pipeline,0.13668831972388296
136,53.40631019209646,-4.546331220422962,Compressible Ground,Low,1.4350008953948494,0.24440206496411926,8.073309496974831e-05,4.303521709666651,22,0.29197877553796364,Basement,0.3395059072718438
137,53.12272032832518,-2.604789121192119,Mixed,Very Low,1.7706531817384763,0.1943892702607864,7.478612802614638e-06,13.32845845495651,52,0.41488276881930264,Foundation,0.9427452535006329
138,54.58224021038286,1.92521328456447,Mixed,Very High,0.1445591163327864,0.3679523664453491,1.748149362231585e-07,10.526448142502897,39,0.07250858813556134,Pipeline,0.5028754776591401
139,54.24667589897187,-3.6244279783445688,Mixed,Very Low,4.907758689586103,0.4416087462111508,4.522099345815156e-07,10.159658326333556,35,0.22344981033288971,Basement,0.9674264320830138
140,52.50162591663894,-0.8928964510971795,Swelling Clay,High,3.1239996103637413,0.40314794141407295,3.18110103027843e-05,5.797133665890229,90,0.3086134007924686,Tunnel,0.08892245888673755
141,50.91369342375428,0.9005844791408304,Running Sand,Low,2.5035279524694265,0.2887867654995435,5.731043178280232e-07,1.3613431214161793,72,0.3412407648615346,Foundation,0.4775565995631801
142,54.34250053681389,-0.8940900747685223,Swelling Clay,Moderate,1.9185767475016335,0.09609895230469404,1.892286411976979e-08,12.53605992398087,82,0.3509352901474792,Foundation,0.06240232027687065
143,51.34350514470122,-2.3941081931132593,Running Sand,Very Low,2.696872794120138,0.36939527777369907,1.5069507668915932e-07,2.978105030059656,66,0.3671930592779617,Basement,0.6302102623992848
144,50.581884532392394,-4.438400060976059,Swelling Clay,Low,1.9005299935790199,0.2132729261270931,3.815750275463234e-07,5.897750307473907,73,0.32920060797604817,Pipeline,0.07870700136851638
145,54.716513376019954,-2.4683456822473353,Mixed,High,1.7995396374683663,0.08854267726193459,3.0450832316347096e-09,9.205142939881686,89,0.05617176358102515,Basement,0.17536780254037732
146,53.39126922668359,-3.725527418979973,Running Sand,Very Low,2.3197327086100654,0.42910988324568156,5.233754788711269e-06,7.492679209129014,58,0.35069978202512525,Pipeline,0.2588303100692805
147,54.95833017767879,1.7260397139738597,Swelling Clay,High,1.379915168355954,0.20219743273212754,3.5218403652454797e-09,3.380579209984112,61,0.36514350181944993,Basement,0.7487438516644832
148,52.92294041598809,0.005222890908004985,Mixed,Moderate,0.9002494998339272,0.1482119746302071,1.0582507059103966e-07,2.5389371747931166,72,0.4968051678234773,Tunnel,0.16396211881807476
149,55.13240550355702,0.2456820805190354,Compressible Ground,Moderate,2.7830294909014675,0.44215342907847943,1.0546593511903017e-05,2.287070947629214,91,0.3497475939835517,Foundation,0.8466320532930678
