Test_ID,Centrifuge_g_Level,Model_Scale,Soil_Type,Structure_Type,Embedment_Depth_mm,Moisture_Content_percent,Applied_Load_kN,Settlement_mm,Lateral_Displacement_mm,Tilt_Angle_degrees,Bearing_Capacity_kPa,Failure_Load_kN,PIV_Max_Shear_Strain_percent,Shear_Band_Thickness_mm,Failure_Mechanism
14,80,1:100,Saturated Sand,Foundation,272.03994133334254,33.56119404167962,7.496496107650491,6.893438835220255,12.358369381212484,-1.9414829704997585,447.44136536667804,24.091729296453853,8.869682345455955,7.999972172684607,Punching
15,60,1:80,Dry Sand,Retaining Wall,77.54163286115654,11.919615365648202,9.614627620093074,8.105248103331922,3.0087244884133284,4.382135144809826,420.14014829860395,51.94833973427202,10.736978794930108,19.827419158287192,Bearing
16,60,1:40,Silty Clay,Foundation,242.10206235771653,20.700134439253215,23.536619304274982,2.9788233782877196,-2.0833766453726597,-1.1975585700770175,305.3006298259606,56.76505270859288,9.991031875602614,12.616795725257317,General Shear
17,20,1:20,Clay,Tunnel,75.87007113579695,2.0422114678674714,2.013445199971703,12.433065666177193,2.3637414360979605,2.967039290844493,323.752951849595,50.252639377253765,2.9860719985240367,15.995975461800617,Punching
18,60,1:60,Saturated Sand,Foundation,144.85856807433507,2.2348990250171195,39.090205375334364,11.357554893214331,22.460832639556806,-2.4121015873784533,205.62988854115267,36.362667181943834,12.645575846463315,11.996803708930628,Local Shear
19,20,1:40,Clay,Tunnel,299.137018064338,14.848889736900054,39.53182925172991,4.374473737719544,9.142593955969367,-4.38168761584493,140.72726946205782,38.198865606016966,12.737735898418187,19.696843442152343,Punching
20,60,1:40,Saturated Sand,Tunnel,67.16943438877806,21.143932475914184,35.09775142466264,25.03875122606613,14.254292632723164,3.815544857142511,254.94714149671708,50.98174978599765,6.065273603676948,5.192864322431271,Bearing
21,60,1:100,Silty Clay,Tunnel,55.720258307141236,13.031936516223674,44.81699077971014,25.5778514598968,-5.819330187548122,4.272964756495757,345.85345165596107,12.225040673680157,1.9637204881393915,12.887734327963676,Local Shear
22,80,1:20,Dry Sand,Retaining Wall,133.41216669272035,6.265475155807562,27.473862995399735,3.2714040441925,-11.209681106990876,2.080996579892183,499.30918695259834,46.796499539341774,9.12850119387986,16.352877210369066,Piping
23,100,1:80,Saturated Sand,Foundation,287.78020728566105,25.758506030802607,23.96597394795868,7.990978597714572,-11.672602611635327,2.700678235961453,417.763879655873,36.44337440898211,5.358898919055158,13.314010568843646,Local Shear
24,20,1:80,Saturated Sand,Pile,55.00959863592873,4.901533592604052,26.458788132946047,22.082670027752073,3.8807541431433776,-4.928723799080993,245.43852649717124,29.856872146422443,11.120859430716802,18.14485131976315,Bearing
25,40,1:40,Silty Clay,Retaining Wall,105.67787830672933,23.380586063990698,9.09768355040555,26.09900073819244,13.667453516441306,2.538235176598058,384.46153378789813,48.34638403414135,4.734856576636233,12.812743664969581,Piping
26,20,1:40,Silty Clay,Retaining Wall,200.79059783080072,33.485707089689534,25.61456307140231,2.150189657088377,15.964815303762183,-0.27803613111173053,98.62137620998189,23.31236138449374,3.9449891374336836,16.875893881578968,General Shear
27,60,1:20,Dry Sand,Foundation,108.43833610046356,16.46879004225343,27.08785098300581,27.071109657130886,13.816392279600386,-0.47209545385742224,236.76622112956437,54.77668638572826,13.015655573641164,5.1643482386591675,Bearing
28,100,1:40,Silty Clay,Pile,63.451903453662815,7.015178751427197,38.229492676998746,1.8491146423364502,21.51049950592681,0.4006992047042113,241.21606191924013,44.424388915701904,9.237308033364872,6.717150098305889,Punching
29,20,1:60,Clay,Tunnel,63.11117604121653,29.46936294238952,17.39597281541257,19.013518781521626,-12.919902164312553,-2.2878978379045067,499.4707150459583,40.50777948176322,1.2898746502337277,9.993234393012687,Bearing
30,60,1:80,Clay,Pile,189.7898358617324,17.691666888277506,4.611354305086723,0.6622540598581783,19.213579542593216,1.9628855481090213,225.9567337742111,36.156014709942454,10.340442708731446,17.329118813024735,Bearing
31,40,1:60,Dry Sand,Foundation,190.47347741649637,32.31277053085979,29.873125265401047,27.847950652334198,11.427063824158886,-2.044111279729922,87.47672130489407,20.63788293152545,11.291003271019578,9.678069057235534,Bearing
32,80,1:100,Dry Sand,Retaining Wall,226.61845427065197,25.220512638062274,39.39791436845478,10.610719481246937,-7.979195519894775,0.5860663796738024,80.25257813716608,40.847247976527235,3.528054201499603,13.294260879215269,Piping
33,80,1:40,Silty Clay,Pile,82.93528289892421,15.071336205086896,48.47798572693373,19.46409226187962,12.2952293935051,-3.63072771188465,364.2729732191698,46.245699017623345,14.51484521442036,9.124608834565294,Bearing
34,20,1:20,Clay,Foundation,174.96292323522545,21.608449837010365,4.512728309434455,5.538665972420347,5.470382405502853,1.7507563511680093,180.09189031838434,10.584485893177966,5.592873698361273,16.502967004107756,General Shear
35,20,1:100,Silty Clay,Tunnel,200.23729203854853,5.948754704801173,37.31755725717857,9.637662480124456,-0.6383501386319388,-3.1038723544503455,441.01105144572745,28.320957383360092,14.108607746061,5.60517655246424,Bearing
36,40,1:100,Dry Sand,Retaining Wall,105.59396459270666,13.553064236213197,29.792003163318427,22.418954466468897,-5.081673633365424,-3.2958601425191416,267.32646214412944,51.62320486438269,4.4042538512959,12.687850604719198,Punching
37,80,1:20,Clay,Foundation,186.8356679408824,20.78549457777055,0.7668590921281082,29.189876602162787,3.566175489789302,-4.757168376306334,198.6675730718324,41.61053967183913,9.137939717736097,12.402023390088804,Local Shear
38,60,1:100,Dry Sand,Tunnel,227.05958548660246,20.65146475880132,35.91208024033272,29.761598718282578,-5.434694192431619,-3.7821422423018536,391.60152488924206,40.76352192119043,7.763547984546938,9.258352853167768,Piping
39,20,1:60,Dry Sand,Retaining Wall,297.7101572909968,20.55253783807063,1.3100626935814985,24.29038548444597,-11.686116641434662,-2.6742975492106726,237.88963016502458,21.430634256131682,14.882378159057374,14.692305018940042,Punching
40,100,1:100,Silty Clay,Pile,199.10567624521968,26.023762680284097,39.26280798617126,25.415791191124637,18.844802336799503,-2.7769063931057394,381.82249736418214,41.60443667382654,6.125334140108917,2.512578944441894,General Shear
41,80,1:20,Dry Sand,Retaining Wall,265.2976992312308,3.697868471177903,36.06610961294199,29.08211580382709,8.713479274247714,-1.7232857072166752,371.34136895804806,49.307503364775506,2.6893599521806038,17.14699979401758,Bearing
42,60,1:80,Silty Clay,Tunnel,258.41818736964376,2.5779980815422636,34.39600449056326,1.2095006930676933,-0.45321366446677835,-4.455835819228802,375.4451475236176,30.087819243125587,12.498132946502437,8.263374132300598,Piping
43,80,1:40,Dry Sand,Foundation,285.0667244110774,5.1807252004794,5.999808458245437,5.104513409558607,2.8671992253101948,4.351980185199334,435.70484252909205,19.104607267152343,0.6306624279568501,16.274406252347358,Piping
44,40,1:20,Dry Sand,Tunnel,230.7638992471396,27.733800860191078,45.95164786119882,1.5803333555918697,19.59309470438754,-3.808241206523153,431.7797288761871,13.863712914761397,13.274340432630053,7.491070848536339,Piping
45,100,1:60,Dry Sand,Retaining Wall,103.27510334777506,2.2698811375274386,44.945654389296735,15.034834598673235,-2.2062597797656824,2.01963878962005,349.073712664681,35.284783322421745,1.6588424012767722,5.38231640773092,Punching
46,60,1:60,Clay,Tunnel,124.52278191503866,7.88324174541282,45.013049503455655,28.754677350136912,0.2069218982001999,0.35073169849534214,480.6328423695409,44.19292965749782,8.580186569550388,9.010810515527705,Local Shear
47,60,1:80,Dry Sand,Retaining Wall,246.17124089864794,8.917160193374535,18.01811946066086,17.473085606998023,15.643216431269082,0.5278880491414473,59.32737004525714,18.13196304648779,10.701229765824694,16.352605153826755,Local Shear
48,20,1:60,Saturated Sand,Tunnel,180.20568678905877,22.653806782707193,24.608648319509257,16.662123475525295,-6.979095563470752,-3.944831744792335,468.69030992143286,31.072181247732935,5.044850108917299,14.663324635138501,General Shear
49,40,1:20,Clay,Foundation,112.82716173914966,14.057033416373276,5.744766818947028,24.800590549857723,11.370502093464498,-2.567850578385402,116.71403915003407,38.432160457218735,12.671121598609286,9.218561633587495,Punching
50,40,1:60,Saturated Sand,Tunnel,214.16758493791465,6.964762819762605,2.554767882647141,27.86846645459215,2.372952218371573,2.798812944685589,145.2393809112185,17.79292119516839,8.905574540934976,18.881637039397113,Punching
51,60,1:80,Dry Sand,Retaining Wall,276.63397534592843,15.733845952074386,2.938873472298048,20.956656945761328,5.006342623872349,-0.36313541728744436,417.8295720580484,23.494497655467324,5.927338355582855,9.35797134531574,Punching
52,80,1:80,Clay,Pile,139.42246469091737,23.99079744686848,28.438480487535596,26.861321116134782,16.475206224832007,-0.4293218271294261,230.1959672042381,40.420669304306614,4.880452951843582,8.313549109280155,Bearing
53,60,1:100,Saturated Sand,Foundation,199.06121599936088,27.511815450174005,16.070157698392475,5.256488369852655,24.725294252597415,0.45911795956134327,241.38969900244035,46.25119703092696,1.6801235453348373,4.604940397174168,Punching
54,60,1:100,Dry Sand,Pile,195.3751327203753,4.335911556629598,28.97778086133147,15.102210956211904,18.260476960778817,-0.6619411149076786,167.55213249906348,41.79967021709486,9.60545341441301,3.2650156234141186,Punching
55,60,1:60,Clay,Retaining Wall,81.74366753335251,25.015045942623427,29.63321762176911,10.938151127804735,-8.578241345495833,3.061359310614362,150.99853771194816,45.68171061751863,5.4606441949969025,8.298243269326697,Piping
56,60,1:60,Dry Sand,Foundation,72.5612472772452,0.1582930390191556,45.35311855206641,9.975639095587795,-6.017926590384462,2.4870519788871226,97.8082046712494,39.07522394375074,4.808408228084947,3.656039351611285,Piping
57,60,1:60,Silty Clay,Retaining Wall,272.3566923973069,25.35132837657894,44.1141624025629,6.427508986283695,1.3972190855633286,-1.829957831388207,138.54704920817798,51.79164556919104,14.249219735787056,10.327429241997564,Piping
58,60,1:60,Silty Clay,Pile,283.3842228632504,23.135135286114288,35.92917394084051,26.819897486534572,13.769060796041053,3.120811131217028,305.03585635107487,51.336798543573806,4.091963835363064,17.48017178687054,Punching
59,80,1:100,Saturated Sand,Pile,276.0604470375698,16.403330248054054,40.92516786735427,13.511076574515316,5.374846612809261,0.18606430127918294,367.9739970008529,49.81237669272173,13.148476660453117,10.57009974850509,Punching
60,100,1:20,Clay,Retaining Wall,149.16369861025788,4.790564787267288,0.1579819847587649,15.907620727674288,21.0720270102195,1.2773683323662706,382.4776743388604,38.77290610659155,14.623440331538987,10.650457608888544,Piping
61,100,1:20,Clay,Retaining Wall,121.90502293337559,26.75921513552848,0.776756825977909,8.289320900796099,-13.05298078508866,3.6617583189281575,216.5554379930189,59.70651009690408,12.341099232403112,6.561931177398171,General Shear
62,20,1:20,Clay,Foundation,285.54306935112425,2.5113581063330304,22.929365610182593,28.885526795228376,-4.659320847480103,-0.24006750754594375,464.8796493427119,11.955600690929888,0.2927559489370024,4.993320367071139,General Shear
63,100,1:100,Clay,Retaining Wall,270.70059211851094,31.344901481345715,32.68468557530987,18.336300098734934,-6.229136302767309,2.5626036255285776,197.92762549123617,19.78265499524437,13.029359850587058,6.001919453192167,Local Shear
64,80,1:20,Clay,Pile,254.95433519025832,27.07111284365464,39.70421034805271,0.020825365667143103,14.766837900375211,1.280873591050443,100.01148952931902,50.44386465076853,3.2012300582715767,12.223792631920873,Bearing
65,60,1:20,Saturated Sand,Tunnel,133.54625029814008,25.93372230910163,22.363349009211518,8.036773944056646,3.5908619275715417,-0.7325505870245062,475.35024605545794,51.3146259460762,5.299164387762297,12.652276059099073,Bearing
66,40,1:100,Clay,Pile,209.6856528201727,26.403798407111836,47.00836595326886,29.980427747216655,-14.39947837189337,2.8904836637795253,293.3047135615039,50.937641062053224,14.87374789292729,5.963380268161131,Local Shear
67,80,1:40,Silty Clay,Retaining Wall,237.6050689388878,2.365063372287677,40.74926307096278,29.24324471527928,15.937470097153334,-3.9484088212978072,487.1192999520941,53.635696802970855,6.074667891684141,9.180566736170283,Piping
68,40,1:60,Silty Clay,Pile,194.03857408015122,34.648217955043215,5.137781459358487,16.3384942978845,-0.5278737558931326,0.8122021730814799,227.14994893239822,31.130396803808544,9.8225233601223,12.236288318957111,Piping
69,20,1:60,Clay,Retaining Wall,200.50108332486917,30.050986696889122,22.008916527075563,16.923518102524895,-4.5815856615087505,-4.535892426275446,390.8269775312374,56.59167609682668,4.660787806968218,15.688316693179107,Punching
70,80,1:40,Dry Sand,Foundation,239.1719457199418,17.777670072600312,49.743911253414566,27.04765490067637,-7.691292716809879,-3.438308722453267,99.47152703055755,20.45852391622425,5.541430030024955,7.755848480763855,Bearing
71,60,1:80,Clay,Retaining Wall,241.70699539831918,25.179010880442302,20.497092217663937,21.25697821371183,22.84048746902276,0.9887363741113262,434.33560921694783,56.847424452255396,8.964379926844087,6.884424560274309,Punching
72,60,1:20,Saturated Sand,Retaining Wall,109.98716634854839,25.874000658719936,19.3134897093044,27.966491588195062,22.681521105578703,-1.9239330340055005,126.81491245300847,37.833925981255746,14.224286186273746,15.148405987791945,Punching
73,80,1:40,Silty Clay,Retaining Wall,147.66867979639733,29.042484953382775,14.704017869948688,14.373989231308867,-11.937884472731334,-2.3752501125365444,80.90558280853142,18.194203607792396,4.236833471966342,11.248619073278196,Bearing
74,80,1:20,Silty Clay,Retaining Wall,245.29610540968528,8.938092919880141,24.324450122815012,29.277021511278043,-5.689305613883198,4.558386920694534,93.98897228892388,46.803855348151686,3.7104901056471555,17.42143864150042,Piping
75,60,1:40,Saturated Sand,Retaining Wall,115.36187695278554,13.021845365178995,36.49285572574145,16.186493546646936,10.844772883313855,-1.3409437711122707,300.8190167943543,24.793963265126752,0.3941184047067192,5.79805436697172,General Shear
76,40,1:60,Saturated Sand,Pile,278.8984914952789,27.988985574746376,2.3735957461630877,19.345169077431528,11.816986335132569,0.6474147022580636,181.34309325307495,21.022879156775044,3.0316320496796485,15.876971769642497,Piping
77,80,1:20,Dry Sand,Pile,259.7233187375055,26.91443598467783,41.78588098980121,2.4770058276458498,1.706869753772562,0.34248771277868784,482.4294453840071,18.603763484664775,3.9361883230441603,4.91660313351517,Piping
78,60,1:100,Silty Clay,Tunnel,273.86405148447756,18.291536316289246,45.878980484530324,18.348902852741194,7.740394312488572,-4.379815768620166,433.70446658542573,11.47026570180655,0.9431363546752936,12.52588240094203,Punching
79,100,1:60,Clay,Tunnel,124.3249796996978,13.867187066070361,39.054627836717835,23.033278394958685,13.10522332838644,1.7427573836050314,411.48848652226377,48.23270067316777,8.454131680538566,7.105406749664355,Punching
80,80,1:60,Saturated Sand,Foundation,76.27925260138608,33.895489981744014,45.78174393228436,13.17913039016742,23.02036816273464,0.1290131967087209,414.33730981776125,34.325213643312225,1.9014654086260236,3.8196372367925973,Punching
81,20,1:60,Clay,Foundation,75.14765759387235,14.525748672849195,4.745223890067707,15.07314629783608,14.004376050671237,-1.185828832017386,450.8047975030368,58.93660734834039,7.666145984879797,13.101762882208568,Bearing
82,20,1:20,Saturated Sand,Tunnel,188.9768849347896,26.73950018566434,22.505380812597704,11.799822634121561,-10.589174761764625,-4.339831839337396,439.34454948036665,31.96357854441489,2.8347197861677746,11.122381278129104,Bearing
83,80,1:80,Saturated Sand,Pile,126.39761017692717,14.442482769810134,3.5521228246581105,29.071245218189052,13.713864566912335,-2.069860150132855,467.6934033976697,52.167527426829835,14.035882524202389,10.747643393832359,Local Shear
84,60,1:40,Silty Clay,Foundation,115.88042087569121,10.844265729294776,41.84179796463899,14.298727089618698,-12.290946858434367,3.8409537580599924,470.46484534176665,58.4047316517484,4.606463425519491,12.665349694168196,Punching
85,40,1:40,Saturated Sand,Tunnel,105.60134849241146,22.434886367835247,47.627338054133425,3.786340326080173,5.100289480309563,-3.262886266925309,184.24459650111902,11.12310348121954,1.3939271222436815,8.70386991419102,Bearing
86,80,1:100,Silty Clay,Pile,190.5244026219417,28.26655562551734,14.887560531913573,0.8661654851595035,6.075809636915682,-2.806663602483791,148.80387638147224,15.265944532492178,12.542314880871011,14.063016111538609,Local Shear
87,20,1:80,Dry Sand,Tunnel,187.0238079361104,34.34821276951989,26.769732287688058,23.174075912092857,16.130588228242893,-2.947059689302286,339.3941590184863,27.393188489091166,6.030545657854992,4.355187156893176,Punching
88,40,1:60,Silty Clay,Foundation,155.57816987294206,5.211643213697531,14.883774458722138,16.430185453099856,-14.53765402379068,3.9080481925683355,105.49904671642776,53.5058093886148,12.301813732332304,14.869486705459899,Punching
89,100,1:40,Clay,Foundation,84.61000880850973,30.66400647224755,18.943625774810176,0.0831151609751768,19.99008268401076,1.9999548271832683,145.01530117963847,51.89752233818316,4.687343747052259,12.436646857052565,General Shear
90,40,1:20,Clay,Retaining Wall,282.1987017098212,18.344967666666555,23.827881208670526,11.475679120941654,11.5553891883212,3.8184306305480202,397.8305025585102,28.336751204260754,7.500566636606822,10.756507520644243,Bearing
91,100,1:60,Clay,Tunnel,156.9839905645075,3.770986719002904,39.540124610663305,27.421478104795693,-13.752366000712488,4.137464998768332,342.2009424911554,19.995201537055458,6.680359532101862,4.297707199422646,Local Shear
92,20,1:60,Clay,Tunnel,80.91057373627204,27.803251670776902,7.34987421577325,28.43264778156604,-8.598788962288815,4.279675351598897,342.8833798797421,50.11604409079528,8.368595259464298,7.0087606309392205,Punching
93,100,1:80,Silty Clay,Tunnel,59.26973478876095,11.604054807778958,7.852715156618761,1.606777450369845,-13.419298800925898,-0.14284387165955348,477.7873232836851,39.84572945310906,6.0247677802711594,7.3153384151524765,Bearing
94,40,1:80,Silty Clay,Foundation,88.14832459776568,30.3887432501395,10.093103300280253,3.7026724109576126,15.637584018056238,-0.23776148941437114,350.431007617753,11.580023366996441,7.45203225939363,6.208627770378828,Local Shear
95,20,1:40,Saturated Sand,Pile,124.28155794105912,5.5230655391465024,2.657608128582628,0.14611035101366077,-8.163796303653452,3.2892284025676677,243.86321655292784,50.21079663602153,10.189912763887012,19.175235077367244,General Shear
96,40,1:40,Silty Clay,Tunnel,207.5233807054474,24.888208950538797,32.17324610354109,26.060211367828597,-13.17600065333911,-1.6807332584802004,176.1495953211188,57.84804331796465,6.220241674420364,18.481548041282778,Local Shear
97,80,1:60,Clay,Pile,292.7339175828099,10.527869108408073,9.493214342732703,2.1265867747655722,-9.480490727001584,-4.777888704800763,202.34992201430646,12.10434958246738,10.266071196307095,11.83039784910651,Punching
98,40,1:100,Silty Clay,Tunnel,118.01691900148002,9.007205734882966,21.87689948880806,3.2370045665968803,7.3822801568378615,-1.6845228298467951,175.01606779265273,24.29368014075095,10.714528788273954,5.702106498324019,Piping
99,80,1:60,Dry Sand,Foundation,247.45106795786486,1.7591057136938792,34.27951663936986,6.828679487241979,4.8194610106394755,2.1635033040534406,65.74462928631993,50.97324879239686,11.233901484659391,18.400490571313806,Piping
100,80,1:20,Dry Sand,Pile,277.8465844909906,16.866803699105503,22.447332680249744,27.517486549360044,-5.149705880363186,-3.7638594838793074,167.70831002722863,39.23248413431763,7.0640525406090084,15.489317591411131,General Shear
101,100,1:100,Dry Sand,Tunnel,147.89314376312018,13.70258471108004,45.30085474420271,20.64702021859446,22.71741122936517,2.8478085789890937,425.916530582917,59.46781123302371,0.05685120657668963,2.697893101172668,Punching
102,80,1:40,Clay,Pile,113.31839848119417,2.1591624964805223,38.458407544949914,18.50644079302347,19.19235462741249,3.1547431744624905,377.70304674978485,55.77515020006924,11.302666089967245,10.832807391256884,Punching
103,100,1:100,Dry Sand,Tunnel,172.76672488978386,7.932478762361556,13.651109263543837,23.539707170194376,-2.4215624151241,-3.990876339656574,329.82721199943336,18.91357731629151,13.636276768849298,12.889003215937887,Bearing
104,80,1:100,Saturated Sand,Retaining Wall,274.1780245518273,17.05451464598492,6.52049280873096,20.798534929275682,3.982877278862315,-4.021607135505682,455.9924147699236,43.70141323197067,9.789268131818396,3.1965205531416974,Piping
105,20,1:40,Dry Sand,Retaining Wall,52.74546703486708,28.28949914579776,44.72188989954372,22.377804620435523,5.672927691007878,-3.0118785346704957,168.85626892598094,42.66434900376433,7.868205361691035,2.8969585608030433,Bearing
106,100,1:20,Clay,Retaining Wall,171.65786923552616,32.53067592351751,19.845383329866547,2.2096931609389134,15.247030996577237,-1.436106067458013,309.95799835452794,15.542863977759389,8.393869886663762,10.34343125273325,Punching
107,40,1:20,Saturated Sand,Tunnel,239.39881547628403,18.03662605319064,19.12559134933461,17.692958893229907,2.1178621936317654,0.32733568596621776,64.09689096202393,14.475946832250237,9.612176380884769,2.035130840077298,General Shear
108,100,1:80,Dry Sand,Pile,200.28260728979654,14.115735829158222,40.500203787695376,22.596218617676364,6.85883061298593,-0.1445800194589264,451.4029454576306,38.47220585203386,14.977869674240571,2.8430400694004545,Piping
109,20,1:80,Silty Clay,Retaining Wall,174.33484587612708,33.41640491529528,0.4677394602128293,16.969758609998873,1.5026225711699794,3.5316848719205325,251.48162576824004,30.14865650918967,0.9308390676318706,4.972477948614917,Bearing
110,80,1:20,Silty Clay,Foundation,188.40330035500904,33.70018381058128,22.555614268268897,0.3538462009357235,15.512832449244407,-3.5776801292323004,130.04214346905627,37.27229576046338,0.3177434588073208,18.379473932524018,General Shear
111,20,1:20,Clay,Pile,204.80791449195956,6.664431876490229,35.716003304263815,6.333596684486379,7.237359443520152,1.9757272219856938,157.69247796736622,21.94142274546548,14.462519697823074,15.793103486228736,Punching
112,60,1:80,Clay,Retaining Wall,220.51878860635586,18.600935670678226,42.434323184177515,28.88699991200972,18.111224405753525,0.4888658521839675,431.7075852483414,37.833151758685474,6.607119567585851,10.10766807627116,Local Shear
113,20,1:80,Clay,Foundation,139.04639659072882,28.73185283283754,44.26044269645607,21.140839227634316,-12.850568450811274,2.3682482316222195,98.96277348400277,29.16976509021127,9.185305399793021,10.625702014525935,Local Shear
114,20,1:20,Saturated Sand,Foundation,179.34363673444284,28.779064891960164,23.28400844215498,20.655147026406887,21.172254430322184,-1.580535731708962,466.3412348126281,54.37687589968617,11.30161417229007,14.34844188390683,Piping
115,20,1:40,Clay,Foundation,118.39255336989314,23.974251573817266,42.38537784940932,19.807573254549265,17.775617799080912,-0.28620371272122114,218.05819510617383,25.304333133111513,11.131443452500744,10.53895765384663,General Shear
116,40,1:20,Dry Sand,Tunnel,295.997513118685,16.501412088454803,1.7880880340888972,3.8342400054967776,17.740187845784085,-4.7140701081393255,162.98836918805796,53.54172770630295,9.707912897020831,3.150651959244141,Bearing
117,40,1:40,Dry Sand,Foundation,96.82201679435435,14.127977287032042,15.271277771042712,0.12248342975831106,-9.387646426997232,-3.838940909230204,199.3364121851685,29.499618137676155,7.078373070208378,15.297164751206173,General Shear
118,20,1:40,Silty Clay,Pile,87.66430651770636,28.22442593241061,0.5249151262120166,13.219569542152867,-4.4610850060965745,-1.250043880381683,234.0424489196454,38.908294431097744,8.641173763666684,3.039496861597396,Piping
119,60,1:40,Silty Clay,Pile,117.20556893539894,7.900311152968949,8.276268668260833,13.329732145359314,24.210465027409874,-0.1874525888487879,296.65090800591435,24.318852010487312,10.944690244739816,10.749676384064523,Punching
120,60,1:80,Dry Sand,Tunnel,280.013562626924,14.995046105159373,36.23656357648956,24.35416353504155,23.011002389286034,-4.1425310693568695,314.06337243036717,50.45444751298455,12.762217746535788,17.51073517275782,General Shear
121,100,1:60,Silty Clay,Foundation,214.71401452119284,19.84026442864654,0.22120797740524667,5.44702549072137,-5.938213072422913,3.2498824912730573,251.51867378886635,52.182327700488706,1.9095607057524928,4.112834600504602,Piping
122,20,1:20,Clay,Pile,163.98188142086255,29.112437203984385,26.152774752183205,8.253334892975214,2.31610680625662,4.460523623335819,250.8637585555663,50.45251886087129,4.169379069304738,14.719302424497231,Piping
123,100,1:100,Clay,Tunnel,281.34885189244596,13.08475441568895,20.69930755143023,2.3472699506810537,-8.762275699149429,0.9639747784660191,178.38490361354064,41.99182362437044,5.963921386599968,2.8339026599193344,Bearing
124,80,1:100,Dry Sand,Foundation,275.03679812567253,19.202951727251826,6.1435395323949535,11.996251058638922,-4.494473124356926,-4.465980787832863,222.71439188450682,25.239204865418742,9.98247394004877,19.875073132628913,Punching
125,60,1:20,Saturated Sand,Pile,150.39812648382107,9.770734298576587,34.281714194206856,7.679692454779836,-7.61086027017194,2.3882622423781115,260.2122519917573,41.824414988401855,5.935071220319474,14.277554845798685,General Shear
126,80,1:40,Saturated Sand,Foundation,190.9102407807981,29.291943640234695,34.656193242375316,7.886875324564079,-11.762518738591549,-2.8283628771432454,318.91461060315345,57.97558387084552,3.583275711757445,19.44181313996126,Piping
127,80,1:80,Saturated Sand,Tunnel,276.34349548964406,27.49394330462497,36.31742707512108,7.621592613558529,8.179154635922693,2.336516921027629,108.81494555244635,42.419267689131324,0.4971446966740911,14.028031362930312,Punching
