temperature,time,mix_type,replicate,vapor_pressure_10mm,saturation_pressure_10mm,vapor_pressure_20mm,saturation_pressure_20mm,vapor_pressure_30mm,saturation_pressure_30mm,vapor_pressure_40mm,saturation_pressure_40mm,vapor_pressure_50mm,saturation_pressure_50mm
41,3.2,control,2,464929.58136109763,5820320.503449371,464527.52166258625,5820320.503449371,467048.182621825,5820320.503449371,467440.598787728,5820320.503449371,467321.2550299133,5820320.503449371
42,3.4,control,2,538285.2013163731,6135410.999303639,539627.3302159113,6135410.999303639,538236.5940405976,6135410.999303639,539177.3256309332,6135410.999303639,539765.9059252859,6135410.999303639
43,3.6,control,2,617627.6898575264,6465092.723936029,619610.8610111551,6465092.723936029,617651.8238354068,6465092.723936029,618294.1178796752,6465092.723936029,620103.7631301288,6465092.723936029
44,3.8,control,2,708631.0036465437,6809919.59208775,707644.9693270406,6809919.59208775,707420.0585759789,6809919.59208775,710101.4322284353,6809919.59208775,709906.4037617896,6809919.59208775
45,4.0,control,2,804956.1808221836,7170461.433663558,806183.4895765184,7170461.433663558,805515.8255933695,7170461.433663558,805978.7894652496,7170461.433663558,806623.9715361443,7170461.433663558
46,4.2,control,2,911779.742306225,7547304.275022141,913918.8146427722,7547304.275022141,914109.8708396271,7547304.275022141,912905.6244790446,7547304.275022141,915489.4076377342,7547304.275022141
47,4.4,control,2,1029862.0850539315,7941050.620484467,1030315.3786093498,7941050.620484467,1031861.7037251089,7941050.620484467,1033997.1774258848,7941050.620484467,1033516.9277398624,7941050.620484467
48,4.6,control,2,1160058.9118554343,8352319.733952575,1161858.8402450855,8352319.733952575,1162726.0264662353,8352319.733952575,1163817.5340354275,8352319.733952575,1165097.5890345143,8352319.733952575
49,4.8,control,2,1300443.8806772006,8781747.920530224,1302914.3023808857,8781747.920530224,1300671.9939329256,8781747.920530224,1303417.560702187,8781747.920530224,1305782.827565575,8781747.920530224
50,5.0,control,2,1453870.4933365178,9229988.808037631,1456012.2987770124,9229988.808037631,1456569.073478606,9229988.808037631,1457682.4741293103,9229988.808037631,1460457.616942684,9229988.808037631
51,5.2,control,2,1622838.015959585,9697713.62831169,1624320.435222389,9697713.62831169,1625337.6760104413,9697713.62831169,1627042.53195023,9697713.62831169,1626893.4653413296,9697713.62831169
52,5.4,control,2,1803079.2256944266,10185611.498183608,1807171.0349823136,10185611.498183608,1806330.704932102,10185611.498183608,1807590.798026602,10185611.498183608,1810506.7793072406,10185611.498183608
53,5.6,control,2,2002411.4631643512,10694389.70002607,2002646.6276256517,10694389.70002607,2004277.3411811357,10694389.70002607,2006651.8219950683,10694389.70002607,2009899.8217797393,10694389.70002607
54,5.8,control,2,2214375.2750992146,11224773.961761804,2218689.420393839,11224773.961761804,2219640.688693925,11224773.961761804,2222004.88487782,11224773.961761804,2224367.751241282,11224773.961761804
55,6.0,control,2,2447474.497546102,11777508.736225888,2449279.305013014,11777508.736225888,2452069.815092945,11777508.736225888,2452694.8696616343,11777508.736225888,2456176.1623602128,11777508.736225888
56,6.2,control,2,2696434.014557704,12353357.47977513,2699431.1289142165,12353357.47977513,2702743.4087128066,12353357.47977513,2705158.6345312255,12353357.47977513,2708746.43178288,12353357.47977513
57,6.4,control,2,2967317.9110089964,12953102.930036865,2970237.4733209372,12953102.930036865,2971901.1796816196,12953102.930036865,2976773.5910706795,12953102.930036865,2977933.6076841233,12953102.930036865
58,6.6,control,2,3257185.563053409,13577547.382691503,3260266.9430972785,13577547.382691503,3263331.213578943,13577547.382691503,3267790.90226756,13577547.382691503,3270433.6334656114,13577547.382691503
59,6.8,control,2,3569103.4769982267,14227512.967182841,3572069.0203712303,14227512.967182841,3576486.024768105,14227512.967182841,3580659.757974019,14227512.967182841,3582921.8531002565,14227512.967182841
60,7.0,control,2,3905028.167527786,14903841.921250708,3907865.3261627043,14903841.921250708,3912585.8473012196,14903841.921250708,3916049.7676370475,14903841.921250708,3921656.607593676,14903841.921250708
61,7.2,control,2,4266584.378965391,15607396.864181923,4269720.952917263,15607396.864181923,4274094.904707414,15607396.864181923,4280285.954131186,15607396.864181923,4282933.79468035,15607396.864181923
62,7.4,control,2,4654402.787284689,16339061.068675516,4657888.179355309,16339061.068675516,4661453.903772881,16339061.068675516,4665514.372982021,16339061.068675516,4670383.657833886,16339061.068675516
63,7.6,control,2,5068008.373915631,17099738.73121947,5070879.962737087,17099738.73121947,5074323.002442721,17099738.73121947,5081048.497630631,17099738.73121947,5086321.925228469,17099738.73121947
64,7.8,control,2,5508325.804298519,17890355.24087682,5514971.34928723,17890355.24087682,5521158.626935198,17890355.24087682,5526865.804272619,17890355.24087682,5533240.772503417,17890355.24087682
65,8.0,control,2,5981144.153020603,18711857.44638002,5986613.921726887,18711857.44638002,5992522.877001863,18711857.44638002,5999330.761935213,18711857.44638002,6006099.779016125,18711857.44638002
66,8.2,control,2,6487053.876417192,19565213.92143364,6493189.772240133,19565213.92143364,6501888.366396024,19565213.92143364,6507317.077657827,19565213.92143364,6512555.059581295,19565213.92143364
67,8.4,control,2,7027280.73949054,20451415.228126112,7033055.212907989,20451415.228126112,7038186.027166183,20451415.228126112,7047650.059625353,20451415.228126112,7056044.04686908,20451415.228126112
68,8.6,control,2,7601504.976179051,21371474.178352512,7609770.073624254,21371474.178352512,7617384.411438916,21371474.178352512,7626420.699317638,21371474.178352512,7631353.705461564,21371474.178352512
69,8.8,control,2,8214307.975650104,22326426.0931517,8221611.0394526115,22326426.0931517,8230834.070220168,22326426.0931517,8239521.140621426,22326426.0931517,8248120.94013194,22326426.0931517
70,9.0,control,2,8863038.835965963,23317329.05986231,8874228.673592633,23317329.05986231,8882333.814401334,23317329.05986231,8890032.218506811,23317329.05986231,8899994.88805407,23317329.05986231
71,9.2,control,2,9558343.680438478,24345264.187002625,9565648.275021246,24345264.187002625,9575534.423585128,24345264.187002625,9584741.496152082,24345264.187002625,9593102.6446191,24345264.187002625
72,9.4,control,2,10293064.211726792,25411335.856781974,10304274.081797158,25411335.856781974,10313399.117471535,25411335.856781974,10323040.780249348,25411335.856781974,10333887.988749024,25411335.856781974
73,9.6,control,2,11071857.493947634,26516671.975151405,11084189.462750098,26516671.975151405,11096702.562482143,26516671.975151405,11106213.905244742,26516671.975151405,11117424.881631497,26516671.975151405
74,9.8,control,2,11902549.295340871,27662424.219303627,11911875.55649446,27662424.219303627,11924182.068312872,27662424.219303627,11938772.683760012,27662424.219303627,11949708.943527084,27662424.219303627
75,10.0,control,2,12779545.844329337,28849768.282532547,12791180.37004766,28849768.282532547,12803632.515606917,28849768.282532547,12815883.966755738,28849768.282532547,12828823.621125262,28849768.282532547
76,10.2,control,2,13707208.302677756,30079904.116366215,13722824.912879426,30079904.116366215,13735165.655470427,30079904.116366215,13749251.669876343,30079904.116366215,13763091.129171062,30079904.116366215
77,10.4,control,2,14693763.252854312,31354056.169885643,14707098.55707914,31354056.169885643,14721095.816117425,31354056.169885643,14735751.639101993,31354056.169885643,14747911.259366602,31354056.169885643
78,10.6,control,2,15732583.574552923,32673473.626146495,15747803.292806327,32673473.626146495,15764314.10784134,32673473.626146495,15778215.656106943,32673473.626146495,15795325.967720572,32673473.626146495
79,10.8,control,2,16831318.44027655,34039430.63561952,16849205.2843138,34039430.63561952,16864317.775072873,34039430.63561952,16883067.52513214,34039430.63561952,16897808.846488457,34039430.63561952
80,11.0,control,2,17994025.772264637,35453226.5465696,18011663.964295138,35453226.5465696,18029717.580527607,35453226.5465696,18049114.716013625,35453226.5465696,18064234.441472482,35453226.5465696
81,11.2,control,2,19219924.201985434,36916186.13229277,19239840.72591306,36916186.13229277,19258759.78498835,36916186.13229277,19278896.015551906,36916186.13229277,19296221.259257656,36916186.13229277
82,11.4,control,2,20512672.909159966,38429659.815133855,20533741.30229748,38429659.815133855,20554723.143656947,38429659.815133855,20575759.915986624,38429659.815133855,20595806.59772296,38429659.815133855
83,11.6,control,2,21877724.904119514,39995023.8872086,21900513.020512324,39995023.8872086,21923060.66224467,39995023.8872086,21943266.777579326,39995023.8872086,21964618.763845254,39995023.8872086
84,11.8,control,2,23316650.89073235,41613680.72775508,23336649.872583404,41613680.72775508,23360872.99401295,41613680.72775508,23384701.71195357,41613680.72775508,23408683.91565452,41613680.72775508
85,12.0,control,2,24828776.87773319,43287059.01704173,24853917.190195873,43287059.01704173,24877980.83798109,43287059.01704173,24904046.456882376,43287059.01704173,24928955.39898227,43287059.01704173
86,12.2,control,2,26421807.1429585,45016613.94676185,26449034.974549398,45016613.94676185,26474248.440019444,45016613.94676185,26501393.128786683,45016613.94676185,26528289.29753755,45016613.94676185
87,12.4,control,2,28100600.184637114,46803827.42684402,28125785.157161064,46803827.42684402,28155662.48309397,46803827.42684402,28182872.015421413,46803827.42684402,28211444.880347803,46803827.42684402
88,12.6,control,2,29861590.41536577,48650208.2886116,29892023.360988975,48650208.2886116,29921324.07608541,48650208.2886116,29952048.49962942,48650208.2886116,29981485.132894002,48650208.2886116
89,12.8,control,2,31713482.50257853,50557292.48422622,31744340.310397275,50557292.48422622,31775982.14109925,50557292.48422622,31808699.37456638,50557292.48422622,31840450.147615235,50557292.48422622
90,13.0,control,2,33660016.7527084,52526643.282349914,33692041.20521417,52526643.282349914,33726955.64559626,52526643.282349914,33761814.43651175,52526643.282349914,33793736.77595035,52526643.282349914
91,13.2,control,2,35702535.73810391,54559851.45996584,35737159.05766469,54559851.45996584,35774994.150600456,54559851.45996584,35810743.022986874,54559851.45996584,35844942.71543254,54559851.45996584
92,13.4,control,2,37847438.39658236,56658535.49029584,37884602.1700164,56658535.49029584,37921216.73408973,56658535.49029584,37958489.66248232,56658535.49029584,37997185.95811418,56658535.49029584
93,13.6,control,2,40093202.80720386,58824341.72675817,40134124.44403108,58824341.72675817,40174446.03711391,58824341.72675817,40212174.102415666,58824341.72675817,40253960.09837666,58824341.72675817
94,13.8,control,2,42448052.28370137,61058944.58290744,42493993.68270855,61058944.58290744,42533353.70724254,61058944.58290744,42577090.29796444,61058944.58290744,42619080.15956763,61058944.58290744
95,14.0,control,2,44918585.79127776,63364046.7083041,44963783.75302455,63364046.7083041,45009226.08662036,63364046.7083041,45054691.2107678,63364046.7083041,45097225.55534334,63364046.7083041
96,14.2,control,2,47504083.978399664,65741379.16025905,47551932.909819975,65741379.16025905,47600807.686615594,65741379.16025905,47648974.92053545,65741379.16025905,47695120.04760497,65741379.16025905
97,14.4,control,2,50211579.12223018,68192701.57140465,50261592.8898583,68192701.57140465,50311937.25815744,68192701.57140465,50363606.11696229,68192701.57140465,50413019.19602251,68192701.57140465
98,14.6,control,2,53046298.475866735,70719802.31304218,53097475.254150495,70719802.31304218,53150683.302377254,70719802.31304218,53205337.732339144,70719802.31304218,53255444.40142315,70719802.31304218
99,14.8,control,2,56010129.51696949,73324498.65421945,56066865.884264,73324498.65421945,56121071.021820396,73324498.65421945,56177448.444584385,73324498.65421945,56232965.661053054,73324498.65421945
100,15.0,control,2,59431726.28938173,76426016.08508115,59491235.4904121,76426016.08508115,59550495.05645284,76426016.08508115,59609354.65546921,76426016.08508115,59670204.30781199,76426016.08508115
101,15.2,control,2,61902165.10088966,79151174.43860474,61964992.99047194,79151174.43860474,62024321.19859335,79151174.43860474,62085857.8752637,79151174.43860474,62149012.753075294,79151174.43860474
102,15.4,control,2,64452000.097765625,81956928.4463222,64516327.92944264,81956928.4463222,64578983.706674434,81956928.4463222,64643026.75656067,81956928.4463222,64708348.89345761,81956928.4463222
103,15.6,control,2,67084420.54176852,84845128.34225713,67149290.05268233,84845128.34225713,67217344.91991459,84845128.34225713,67284705.65138571,84845128.34225713,67351127.13451174,84845128.34225713
104,15.8,control,2,69797882.95185858,87817652.71103157,69868090.44530328,87817652.71103157,69938309.91245693,87817652.71103157,70008791.35166213,87817652.71103157,70077925.66609216,87817652.71103157
105,16.0,control,2,72602349.74669482,90876408.62969814,72672732.43744142,90876408.62969814,72745753.54235224,90876408.62969814,72820552.33399898,90876408.62969814,72892505.31802951,90876408.62969814
106,16.2,control,2,75492258.92884398,94023331.80565824,75566743.29804039,94023331.80565824,75643499.29353501,94023331.80565824,75718749.5716749,94023331.80565824,75793337.64582448,94023331.80565824
107,16.4,control,2,78471828.4303644,97260386.7106339,78551140.00728454,97260386.7106339,78629734.00521094,97260386.7106339,78707947.6209385,97260386.7106339,78785967.46587904,97260386.7106339
108,16.6,control,2,81544987.65250847,100589566.71065705,81626579.33343065,100589566.71065705,81708482.14741667,100589566.71065705,81789436.23028773,100589566.71065705,81871936.49646398,100589566.71065705
109,16.8,control,2,84711231.31598595,104012894.1920493,84797159.77817363,104012894.1920493,84881598.65478751,104012894.1920493,84968492.297561,104012894.1920493,85048783.06582879,104012894.1920493
110,17.0,control,2,87974756.74651465,107532420.68335971,88063347.45263942,107532420.68335971,88151653.74637122,107532420.68335971,88238134.5684546,107532420.68335971,88328073.9598227,107532420.68335971
111,17.2,control,2,91336696.60432214,111150226.97323646,91429411.50834908,111150226.97323646,91519281.06858633,111150226.97323646,91612936.05405858,111150226.97323646,91703138.76244602,111150226.97323646
112,17.4,control,2,94802951.66661046,114868423.22420123,94895554.64824039,114868423.22420123,94990160.69054823,114868423.22420123,95087655.6264187,114868423.22420123,95178943.74446137,114868423.22420123
113,17.6,control,2,98365818.64953157,118689149.08230692,98468031.14862059,118689149.08230692,98563209.49187875,118689149.08230692,98661924.38887256,118689149.08230692,98760571.50705348,118689149.08230692
114,17.8,control,2,102039126.2384695,122614573.78265113,102141939.31378922,122614573.78265113,102243035.8889346,122614573.78265113,102343510.68631217,122614573.78265113,102447444.58992624,122614573.78265113
115,18.0,control,2,105818195.57099146,126646896.25072719,105922527.00421351,126646896.25072719,106029921.22430734,126646896.25072719,106135184.36814192,126646896.25072719,106240882.34869185,126646896.25072719
116,18.2,control,2,109708157.6562624,130788345.19958909,109815790.42999846,130788345.19958909,109927252.88899186,130788345.19958909,110036623.47018479,130788345.19958909,110145498.12363143,130788345.19958909
117,18.4,control,2,113709616.51482037,135041179.22281656,113822974.04885511,135041179.22281656,113934599.84597501,135041179.22281656,114048312.3695944,135041179.22281656,114162498.25894786,135041179.22281656
118,18.6,control,2,117825255.70533812,139407686.8832571,117943391.18066843,139407686.8832571,118059024.81170794,139407686.8832571,118176273.92080986,139407686.8832571,118293757.53822257,139407686.8832571
119,18.8,control,2,122056692.35342304,143890186.79753485,122179237.45103422,143890186.79753485,122298858.81949006,143890186.79753485,122421807.06730387,143890186.79753485,122544472.77769461,143890186.79753485
120,19.0,control,2,126407057.85150363,148491027.71630824,126534153.54277053,148491027.71630824,126659876.6000693,148491027.71630824,126787030.99753307,148491027.71630824,126912352.21731012,148491027.71630824
121,19.2,control,2,130881125.46775426,153212588.60026687,131011729.85052986,153212588.60026687,131143715.62417528,153212588.60026687,131273942.61155303,153212588.60026687,131403850.65394484,153212588.60026687
122,19.4,control,2,135478779.71279418,158057278.69185147,135613943.93316743,158057278.69185147,135749954.32500583,158057278.69185147,135884819.60453063,158057278.69185147,136020365.5438107,158057278.69185147
123,19.6,control,2,140204277.76455596,163027537.58269507,140342682.93466765,163027537.58269507,140484087.80255368,163027537.58269507,140623319.73574093,163027537.58269507,140762274.6074197,163027537.58269507
124,19.8,control,2,145057280.43692192,168125835.2767668,145202144.1081753,168125835.2767668,145348461.51744944,168125835.2767668,145493114.1552393,168125835.2767668,145638538.52416646,168125835.2767668
125,20.0,control,2,150043706.77614436,173354672.24922222,150193160.02825284,173354672.24922222,150344161.15309802,173354672.24922222,150493611.65037298,173354672.24922222,150643287.5554813,173354672.24922222
126,20.2,control,2,155162061.6539525,178716579.50094253,155319050.43862507,178716579.50094253,155473980.82650056,178716579.50094253,155630786.2076215,178716579.50094253,155783630.17882076,178716579.50094253
127,20.4,control,2,160421803.92200762,184214118.6087718,160581830.7046129,184214118.6087718,160742050.51764518,184214118.6087718,160903993.45046088,184214118.6087718,161062343.5181295,184214118.6087718
128,20.6,control,2,165817579.37509775,189849881.77143642,165985647.86754793,189849881.77143642,166149279.37335575,189849881.77143642,166315379.779054,189849881.77143642,166480975.7939312,189849881.77143642
129,20.8,control,2,171359778.45342532,195626491.85115474,171528816.825022,195626491.85115474,171699831.5884826,195626491.85115474,171872853.58658585,195626491.85115474,172043334.55217475,195626491.85115474
130,21.0,control,2,177045594.06605864,201546602.4109325,177219510.63095266,201546602.4109325,177396811.8397188,201546602.4109325,177572958.2576993,201546602.4109325,177751197.93073383,201546602.4109325
131,21.2,control,2,182875769.63606757,207612897.74754295,183056889.04103285,207612897.74754295,183241986.843463,207612897.74754295,183421279.0335092,207612897.74754295,183606308.17022124,207612897.74754295
132,21.4,control,2,188858384.80502015,213828092.92020088,189047583.6751278,213828092.92020088,189234809.78221595,213828092.92020088,189425724.722212,213828092.92020088,189616878.7096277,213828092.92020088
133,21.6,control,2,194995255.66374195,220194933.7749283,195190083.63050115,220194933.7749283,195383955.9101633,220194933.7749283,195580941.21807292,220194933.7749283,195775969.37465507,220194933.7749283
134,21.8,control,2,201290310.4589864,226716196.9646163,201489882.7252012,226716196.9646163,201691403.00929663,226716196.9646163,201892001.6502007,226716196.9646163,202093380.12533244,226716196.9646163
135,22.0,control,2,207740554.18848613,233394689.96479517,207948610.69992915,233394689.96479517,208156492.38864297,233394689.96479517,208363964.8847071,233394689.96479517,208570806.92839873,233394689.96479517
136,22.2,control,2,214354995.6910936,240233251.08511353,214570473.15788206,240233251.08511353,214783934.0754036,240233251.08511353,214996699.35133222,240233251.08511353,215212275.40431985,240233251.08511353
137,22.4,control,2,221135207.88965672,247234749.47653916,221355880.55381534,247234749.47653916,221578497.80823553,247234749.47653916,221799105.918202,247234749.47653916,222020107.57985038,247234749.47653916
138,22.6,control,2,228082475.6421103,254402085.13429016,228310214.8989681,254402085.13429016,228540586.06296423,254402085.13429016,228766259.97151938,254402085.13429016,228997163.40993872,254402085.13429016
139,22.8,control,2,235201101.70760635,261738188.89650488,235434267.83821583,261738188.89650488,235671277.703418,261738188.89650488,235905906.97936383,261738188.89650488,236141256.25950015,261738188.89650488
140,23.0,control,2,242494253.04812622,269246022.43866855,242737005.0317127,269246022.43866855,242978287.55015597,269246022.43866855,243219093.02118114,269246022.43866855,243462623.1045536,269246022.43866855
141,23.2,control,2,249963799.1255212,276928578.2638035,250211832.82084453,276928578.2638035,250461801.8901313,276928578.2638035,250713110.95855203,276928578.2638035,250962533.5232897,276928578.2638035
142,23.4,control,2,257613241.70351332,284788879.68843967,257870049.69731453,284788879.68843967,258127533.03433654,284788879.68843967,258385919.423703,284788879.68843967,258643192.06001487,284788879.68843967
143,23.6,control,2,265446215.9802978,292829980.8243836,265712042.6106147,292829980.8243836,265977062.10287067,292829980.8243836,266241801.21521834,292829980.8243836,266505868.6114206,292829980.8243836
144,23.8,control,2,273465178.092609,301054966.5562977,273739109.83994883,301054966.5562977,274012751.6453536,301054966.5562977,274283139.4628891,301054966.5562977,274559326.42337537,301054966.5562977
145,24.0,control,2,281673295.2158488,309466952.515108,281956625.068397,309466952.515108,282237577.01646256,309466952.515108,282516428.0851013,309466952.515108,282798454.9082406,309466952.515108
146,24.2,control,2,290075583.7997362,318069085.0472634,290366714.78297347,318069085.0472634,290653577.88202524,318069085.0472634,290943552.5239599,318069085.0472634,291236072.7471017,318069085.0472634
147,24.4,control,2,298671603.9586026,326864541.1798629,298971724.56862396,326864541.1798629,299270561.91040635,326864541.1798629,299568317.4883492,326864541.1798629,299867056.55181056,326864541.1798629
148,24.6,control,2,307471137.9729145,335856528.58166516,307776213.4448227,335856528.58166516,308083712.4918434,335856528.58166516,308391152.2996249,335856528.58166516,308697739.743382,335856528.58166516
149,24.8,control,2,316469256.99475193,345048285.52001476,316785014.6194759,345048285.52001476,317100623.8992483,345048285.52001476,317416230.5956271,345048285.52001476,317732859.24900275,345048285.52001476
150,25.0,control,2,325674159.724418,354443080.81369674,326000366.95482713,354443080.81369674,326323684.1742364,354443080.81369674,326649988.2461189,354443080.81369674,326974810.4118678,354443080.81369674
151,25.2,control,2,335087673.08208495,364044213.7817487,335424040.2014113,364044213.7817487,335756841.1433355,364044213.7817487,336091229.8930005,364044213.7817487,336427044.72872883,364044213.7817487
152,25.4,control,2,344715214.55590713,373855014.18825,345060984.4303338,373855014.18825,345402029.8582885,373855014.18825,345747359.00563043,373855014.18825,346091651.64519703,373855014.18825
153,25.6,control,2,354556178.7096997,383878842.1831158,354911504.4746919,383878842.1831158,355265198.3360871,383878842.1831158,355619834.86314243,383878842.1831158,355973983.58091235,383878842.1831158
154,25.8,control,2,364618939.89273053,394119088.23892474,364984545.4856037,394119088.23892474,365346925.48398507,394119088.23892474,365713223.92203605,394119088.23892474,366076824.6257907,394119088.23892474
155,26.0,control,2,374902867.61678934,404579173.0837993,375278625.7143141,404579173.0837993,375652976.7034002,404579173.0837993,376030124.3246643,404579173.0837993,376401372.7498555,404579173.0837993
156,26.2,control,2,385416104.53129005,415262547.6303781,385800636.61187273,415262547.6303781,386184905.81525385,415262547.6303781,386568578.79263705,415262547.6303781,386955253.7874865,415262547.6303781
157,26.4,control,2,396156512.3773761,426172692.9008906,396551507.95151055,426172692.9008906,396948916.9273071,426172692.9008906,397342661.5722214,426172692.9008906,397739735.1676321,426172692.9008906
158,26.6,control,2,407130246.4492252,437313119.9483857,407535121.8570266,437313119.9483857,407945269.1236058,437313119.9483857,408351064.3442901,437313119.9483857,408758271.6902049,437313119.9483857
159,26.8,control,2,418343386.23188317,448687369.7741246,418761223.00741696,448687369.7741246,419178791.10388106,448687369.7741246,419594676.16080713,448687369.7741246,420013712.2571517,448687369.7741246
160,27.0,control,2,429794897.27653795,460299013.2411828,430223385.45913935,460299013.2411828,430653208.1443872,460299013.2411828,431082458.733718,460299013.2411828,431513259.1891359,460299013.2411828
161,27.2,control,2,441489029.06810904,472151650.984279,441932028.1988795,472151650.984279,442373266.4356749,472151650.984279,442814254.7975961,472151650.984279,443254255.2267977,472151650.984279
162,27.4,control,2,453433579.7414467,484248913.3158757,453887184.02278125,484248913.3158757,454341477.4732055,484248913.3158757,454792489.861499,484248913.3158757,455246806.1142719,484248913.3158757
163,27.6,control,2,465629476.47155154,496594460.12858,466093552.2148579,496594460.12858,466559432.3353513,496594460.12858,467025553.5121678,496594460.12858,467490742.3280164,496594460.12858
164,27.8,control,2,478078650.4514962,509191980.7938717,478557765.6054461,509191980.7938717,479035685.4871725,509191980.7938717,479513879.1336564,509191980.7938717,479989972.2653489,509191980.7938717
165,28.0,control,2,490789968.43856287,522045194.0572026,491280120.1008528,522045194.0572026,491769810.5414437,522045194.0572026,492258959.0833378,522045194.0572026,492750280.48155946,522045194.0572026
166,28.2,control,2,503762625.7976664,535157847.9294919,504265003.3605891,535157847.9294919,504769901.61561644,535157847.9294919,505272265.9161758,535157847.9294919,505775011.6221905,535157847.9294919
167,28.4,control,2,517003190.88567966,548533719.5750604,517518724.23397434,548533719.5750604,518034506.65600663,548533719.5750604,518551115.0328463,548533719.5750604,519065966.9478262,548533719.5750604
168,28.6,control,2,530512662.75373286,562176615.1960405,531041016.9982035,562176615.1960405,531572172.6872061,562176615.1960405,532101426.8837535,562176615.1960405,532629637.7481271,562176615.1960405
169,28.8,control,2,544294474.8676707,576090369.9132864,544839460.9198937,576090369.9132864,545382884.7611513,576090369.9132864,545925708.627035,576090369.9132864,546467975.3538978,576090369.9132864
170,29.0,control,2,558358114.3294518,590278847.6438318,558916333.576957,590278847.6438318,559473559.7220702,590278847.6438318,560030270.3702049,590278847.6438318,560587992.885728,590278847.6438318
171,29.2,control,2,572701385.2124295,604745940.9749361,573273734.2043262,604745940.9749361,573845514.6789218,604745940.9749361,574418313.4691985,604745940.9749361,574990708.5046625,604745940.9749361
172,29.4,control,2,587332013.8621027,619495571.034744,587918615.4111912,619495571.034744,588506024.1833534,619495571.034744,589091737.0676633,619495571.034744,589679906.8464737,619495571.034744
173,29.6,control,2,602251463.3365196,634531687.3596025,602853491.8918676,634531687.3596025,603456281.0650774,634531687.3596025,604056899.1570398,634531687.3596025,604658947.4436435,634531687.3596025
174,29.8,control,2,617467024.0429401,649858267.7580792,618084054.7943403,649858267.7580792,618700376.7038518,649858267.7580792,619316900.2659466,649858267.7580792,619933071.0803686,649858267.7580792
175,30.0,control,2,632980908.7339478,665479318.1717192,633611432.6515756,665479318.1717192,634242857.3595035,665479318.1717192,634877072.9164053,665479318.1717192,635509059.8810049,665479318.1717192
176,30.2,control,2,648793471.0779777,681398872.5325675,649442916.1715497,681398872.5325675,650090378.035337,681398872.5325675,650739329.1634622,681398872.5325675,651387870.9969454,681398872.5325675
