temperature,time,mix_type,replicate,vapor_pressure_10mm,saturation_pressure_10mm,vapor_pressure_20mm,saturation_pressure_20mm,vapor_pressure_30mm,saturation_pressure_30mm,vapor_pressure_40mm,saturation_pressure_40mm,vapor_pressure_50mm,saturation_pressure_50mm
35,2.0,rubber_30,1,118483.45864257579,4207108.718486802,119116.97214824168,4207108.718486802,117677.55863132619,4207108.718486802,117321.06493333582,4207108.718486802,120282.573862895,4207108.718486802
36,2.2,rubber_30,1,140391.56135919024,4445428.140062439,143334.6577055271,4445428.140062439,143051.78202222622,4445428.140062439,144557.0583310067,4445428.140062439,142898.1227734843,4445428.140062439
37,2.4,rubber_30,1,170728.68783181466,4695333.822686567,171895.82109706727,4695333.822686567,170460.56175710604,4695333.822686567,170618.51806812946,4695333.822686567,168515.6541924871,4695333.822686567
38,2.6,rubber_30,1,202593.33053043403,4957290.071481643,206219.84670490262,4957290.071481643,204867.6840816072,4957290.071481643,203421.57262808815,4957290.071481643,204067.399263544,4957290.071481643
39,2.8,rubber_30,1,240436.46242081988,5231775.429574466,240964.3763447583,5231775.429574466,239044.91482961143,5231775.429574466,240476.65981104717,5231775.429574466,240992.00364311418,5231775.429574466
40,3.0,rubber_30,1,280234.3485679207,5519282.955831094,281111.417691378,5519282.955831094,281171.275424465,5519282.955831094,281077.2110241135,5519282.955831094,281051.37009225594,5519282.955831094
41,3.2,rubber_30,1,327077.4115371459,5820320.503449371,327091.26024032815,5820320.503449371,325497.39341443765,5820320.503449371,327563.15389464155,5820320.503449371,328173.8654589475,5820320.503449371
42,3.4,rubber_30,1,375382.6870780055,6135410.999303639,376633.23660926573,6135410.999303639,377591.3644170559,6135410.999303639,378635.4915068526,6135410.999303639,378802.3668930489,6135410.999303639
43,3.6,rubber_30,1,432647.18794784084,6465092.723936029,433488.4899932807,6465092.723936029,434549.1812020121,6465092.723936029,433819.5853294359,6465092.723936029,433758.5059551295,6465092.723936029
44,3.8,rubber_30,1,494159.530328795,6809919.59208775,495043.6268131513,6809919.59208775,494986.13977804244,6809919.59208775,495396.74316754896,6809919.59208775,499262.90973612556,6809919.59208775
45,4.0,rubber_30,1,564600.7906852068,7170461.433663558,563869.6842923732,7170461.433663558,564237.7769721092,7170461.433663558,563833.6860556747,7170461.433663558,564011.9272678144,7170461.433663558
46,4.2,rubber_30,1,639182.0790517378,7547304.275022141,638847.0480948414,7547304.275022141,638951.8060920584,7547304.275022141,640862.3790639042,7547304.275022141,641483.5749894497,7547304.275022141
47,4.4,rubber_30,1,719128.0539832145,7941050.620484467,721715.0962824753,7941050.620484467,721509.7891868084,7941050.620484467,723363.3647246822,7941050.620484467,722805.212633827,7941050.620484467
48,4.6,rubber_30,1,812467.6024338757,8352319.733952575,812699.6984686846,8352319.733952575,815237.4675646251,8352319.733952575,813495.1474614143,8352319.733952575,813957.716440886,8352319.733952575
49,4.8,rubber_30,1,909978.6623060369,8781747.920530224,911888.9589279041,8781747.920530224,910024.7610038338,8781747.920530224,913930.8887217197,8781747.920530224,913233.8017841477,8781747.920530224
50,5.0,rubber_30,1,1016742.1923014843,9229988.808037631,1018670.5241793027,9229988.808037631,1019223.6100823149,9229988.808037631,1020724.392581162,9229988.808037631,1022178.9703359113,9229988.808037631
51,5.2,rubber_30,1,1136620.2767434728,9697713.62831169,1135459.5120522825,9697713.62831169,1137194.2635265053,9697713.62831169,1136587.4932352314,9697713.62831169,1140472.8616104436,9697713.62831169
52,5.4,rubber_30,1,1262447.624696597,10185611.498183608,1262263.9213625744,10185611.498183608,1266504.792483679,10185611.498183608,1265820.535114945,10185611.498183608,1268045.7287390127,10185611.498183608
53,5.6,rubber_30,1,1401123.0825163515,10694389.70002607,1404018.97575956,10694389.70002607,1401905.9599248737,10694389.70002607,1406131.2832880835,10694389.70002607,1405928.6021800207,10694389.70002607
54,5.8,rubber_30,1,1551023.8073686534,11224773.961761804,1554469.8976043307,11224773.961761804,1554188.0530341368,11224773.961761804,1555551.8415341268,11224773.961761804,1556908.2024805914,11224773.961761804
55,6.0,rubber_30,1,1714349.3673467871,11777508.736225888,1714399.3544311747,11777508.736225888,1718104.7794433818,11777508.736225888,1718739.061460593,11777508.736225888,1718931.0348702616,11777508.736225888
56,6.2,rubber_30,1,1888485.0338712141,12353357.47977513,1891452.6698161159,12353357.47977513,1893557.9656663982,12353357.47977513,1895109.046346201,12353357.47977513,1897340.2936791722,12353357.47977513
57,6.4,rubber_30,1,2076461.893885383,12953102.930036865,2080147.3138282758,12953102.930036865,2079486.603311352,12953102.930036865,2082691.6244312846,12953102.930036865,2087071.4742203313,12953102.930036865
58,6.6,rubber_30,1,2277869.404495447,13577547.382691503,2284094.6629316495,13577547.382691503,2282927.563159015,13577547.382691503,2286335.374648964,13577547.382691503,2287323.8460594183,13577547.382691503
59,6.8,rubber_30,1,2498217.8679812676,14227512.967182841,2500940.3555423995,14227512.967182841,2502500.6221989724,14227512.967182841,2507007.823621306,14227512.967182841,2507779.7907662573,14227512.967182841
60,7.0,rubber_30,1,2733480.963851246,14903841.921250708,2736483.2562091523,14903841.921250708,2738700.9302921654,14903841.921250708,2742878.8086285708,14903841.921250708,2744831.3567993604,14903841.921250708
61,7.2,rubber_30,1,2987221.084655619,15607396.864181923,2988299.43558326,15607396.864181923,2991933.427134984,15607396.864181923,2995267.2537872354,15607396.864181923,2999353.9961924003,15607396.864181923
62,7.4,rubber_30,1,3256490.0227158247,16339061.068675516,3258104.899054994,16339061.068675516,3261286.718574129,16339061.068675516,3265431.943050296,16339061.068675516,3269456.616792682,16339061.068675516
63,7.6,rubber_30,1,3546800.3989900528,17099738.73121947,3549227.314995015,17099738.73121947,3552218.224004998,17099738.73121947,3557174.1320737293,17099738.73121947,3561962.3409195472,17099738.73121947
64,7.8,rubber_30,1,3856750.2630183916,17890355.24087682,3860992.988571863,17890355.24087682,3865612.8927909518,17890355.24087682,3866701.642599029,17890355.24087682,3873050.959171992,17890355.24087682
65,8.0,rubber_30,1,4188746.3046630407,18711857.44638002,4192733.773608697,18711857.44638002,4195648.116574768,18711857.44638002,4200615.876911106,18711857.44638002,4204031.320854583,18711857.44638002
66,8.2,rubber_30,1,4541457.887756856,19565213.92143364,4544483.602054396,19565213.92143364,4551537.652200886,19565213.92143364,4557621.163734919,19565213.92143364,4557805.437417328,19565213.92143364
67,8.4,rubber_30,1,4919519.386526738,20451415.228126112,4924488.712625652,20451415.228126112,4928960.256149737,20451415.228126112,4932345.786477441,20451415.228126112,4939230.671090954,20451415.228126112
68,8.6,rubber_30,1,5319108.736377823,21371474.178352512,5325812.691702743,21371474.178352512,5331475.065355035,21371474.178352512,5336857.134821727,21371474.178352512,5341270.716583778,21371474.178352512
69,8.8,rubber_30,1,5750428.90584623,22326426.0931517,5756721.28427484,22326426.0931517,5759942.778975777,22326426.0931517,5766223.285553389,22326426.0931517,5773065.915564917,22326426.0931517
70,9.0,rubber_30,1,6204438.553432611,23317329.05986231,6212857.512729615,23317329.05986231,6217411.049953543,23317329.05986231,6222038.615390562,23317329.05986231,6229938.367735672,23317329.05986231
71,9.2,rubber_30,1,6690301.483599529,24345264.187002625,6696716.944663963,24345264.187002625,6704540.5267869895,24345264.187002625,6710278.178389588,24345264.187002625,6716628.9814508585,24345264.187002625
72,9.4,rubber_30,1,7205139.521427079,25411335.856781974,7211780.892054093,25411335.856781974,7219353.217198873,25411335.856781974,7225354.359415972,25411335.856781974,7233952.32076873,25411335.856781974
73,9.6,rubber_30,1,7752274.4206088865,26516671.975151405,7759207.6611525575,26516671.975151405,7765924.418989004,26516671.975151405,7774297.764501536,26516671.975151405,7781195.091116445,26516671.975151405
74,9.8,rubber_30,1,8330734.618379615,27662424.219303627,8340124.337388164,27662424.219303627,8347476.481011254,27662424.219303627,8356657.243976156,27662424.219303627,8361660.121776701,27662424.219303627
75,10.0,rubber_30,1,8945117.685427876,28849768.282532547,8953492.988065612,28849768.282532547,8962841.326984804,28849768.282532547,8971596.162681261,28849768.282532547,8980449.833891042,28849768.282532547
76,10.2,rubber_30,1,9595917.492981525,30079904.116366215,9604789.775383623,30079904.116366215,9614638.861280598,30079904.116366215,9624575.428057782,30079904.116366215,9632937.684166463,30079904.116366215
77,10.4,rubber_30,1,10283806.868675577,31354056.169885643,10294955.67515584,31354056.169885643,10304220.104062598,31354056.169885643,10314074.330820573,31354056.169885643,10326298.093106857,31354056.169885643
78,10.6,rubber_30,1,11014542.278524475,32673473.626146495,11024392.167079795,32673473.626146495,11035897.944138676,32673473.626146495,11045035.187799318,32673473.626146495,11057225.248927724,32673473.626146495
79,10.8,rubber_30,1,11784017.0214723,34039430.63561952,11794809.684418576,34039430.63561952,11805723.68909679,34039430.63561952,11816900.774704827,34039430.63561952,11830214.763332877,34039430.63561952
80,11.0,rubber_30,1,12597700.973172067,35453226.5465696,12609418.792093497,35453226.5465696,12620959.104174271,35453226.5465696,12633852.909543557,35453226.5465696,12646320.711649995,35453226.5465696
81,11.2,rubber_30,1,13451469.27085844,36916186.13229277,13465805.725309335,36916186.13229277,13483159.08813626,36916186.13229277,13494696.130646912,36916186.13229277,13507707.667107997,36916186.13229277
82,11.4,rubber_30,1,14358695.689437183,38429659.815133855,14374021.325849907,38429659.815133855,14387550.379074717,38429659.815133855,14403265.630584411,38429659.815133855,14416236.619895998,38429659.815133855
83,11.6,rubber_30,1,15314783.413825266,39995023.8872086,15327626.182342324,39995023.8872086,15344695.95294061,39995023.8872086,15359027.145778328,39995023.8872086,15376254.843315912,39995023.8872086
84,11.8,rubber_30,1,16320387.64985613,41613680.72775508,16336598.50184278,41613680.72775508,16353333.63432325,41613680.72775508,16370509.479903227,41613680.72775508,16385452.349877905,41613680.72775508
85,12.0,rubber_30,1,17380461.151235476,43287059.01704173,17398000.318127003,43287059.01704173,17414180.519255236,43287059.01704173,17431269.731391206,43287059.01704173,17452987.74631111,43287059.01704173
86,12.2,rubber_30,1,18495099.956240926,45016613.94676185,18515421.3975323,45016613.94676185,18533908.987704758,45016613.94676185,18551009.428858537,45016613.94676185,18570398.07144504,45016613.94676185
87,12.4,rubber_30,1,19669211.712443165,46803827.42684402,19687814.10561225,46803827.42684402,19709218.44063519,46803827.42684402,19729970.915284954,46803827.42684402,19748540.113093488,46803827.42684402
88,12.6,rubber_30,1,20903412.04688351,48650208.2886116,20924509.52606369,48650208.2886116,20943782.3279639,48650208.2886116,20965926.964769877,48650208.2886116,20985879.680346757,48650208.2886116
89,12.8,rubber_30,1,22199685.709184807,50557292.48422622,22221696.08754172,50557292.48422622,22244205.630615126,50557292.48422622,22265668.24308342,50557292.48422622,22289954.669930086,50557292.48422622
90,13.0,rubber_30,1,23562761.625005674,52526643.282349914,23585482.999296155,52526643.282349914,23609132.585999273,52526643.282349914,23632795.66040464,52526643.282349914,23656093.530879326,52526643.282349914
91,13.2,rubber_30,1,24992749.86018242,54559851.45996584,25015332.87417873,54559851.45996584,25041234.042217426,54559851.45996584,25066673.622973464,54559851.45996584,25091395.918680258,54559851.45996584
92,13.4,rubber_30,1,26491808.065700885,56658535.49029584,26518337.936672483,56658535.49029584,26545181.962017585,56658535.49029584,26571517.001125008,56658535.49029584,26597327.553556662,56658535.49029584
93,13.6,rubber_30,1,28065461.529585008,58824341.72675817,28092843.162767943,58824341.72675817,28120430.794099126,58824341.72675817,28149148.453407127,58824341.72675817,28178196.387818936,58824341.72675817
94,13.8,rubber_30,1,29715737.472658433,61058944.58290744,29745067.238323078,61058944.58290744,29774372.883900672,61058944.58290744,29804132.234720152,61058944.58290744,29834615.686027914,61058944.58290744
95,14.0,rubber_30,1,31444271.942700095,63364046.7083041,31474857.630652107,63364046.7083041,31507334.358145975,63364046.7083041,31536915.072010923,63364046.7083041,31571563.395187344,63364046.7083041
96,14.2,rubber_30,1,33252973.597922783,65741379.16025905,33288456.289936807,65741379.16025905,33318388.793287747,65741379.16025905,33353402.392491437,65741379.16025905,33386780.919945538,65741379.16025905
97,14.4,rubber_30,1,35149259.42231663,68192701.57140465,35182676.61505744,68192701.57140465,35219736.99087728,68192701.57140465,35253888.25845629,68192701.57140465,35289258.54009611,68192701.57140465
98,14.6,rubber_30,1,37133257.32576327,70719802.31304218,37170981.70684723,70719802.31304218,37206534.82839365,70719802.31304218,37242539.52350912,70719802.31304218,37281119.69939482,70719802.31304218
99,14.8,rubber_30,1,39206792.56772234,73324498.65421945,39245410.724299476,73324498.65421945,39284239.604538195,73324498.65421945,39322855.60021258,73324498.65421945,39362434.29707451,73324498.65421945
100,15.0,rubber_30,1,41603550.12494629,76426016.08508115,41642353.43863347,76426016.08508115,41684845.789521016,76426016.08508115,41727436.8798396,76426016.08508115,41771145.44013524,76426016.08508115
101,15.2,rubber_30,1,43331712.83246029,79151174.43860474,43374449.468066774,79151174.43860474,43418521.65637634,79151174.43860474,43460589.0945707,79151174.43860474,43505308.74032757,79151174.43860474
102,15.4,rubber_30,1,45116323.78797454,81956928.4463222,45160428.3755321,81956928.4463222,45207705.60016212,81956928.4463222,45249667.35092514,81956928.4463222,45298778.9212301,81956928.4463222
103,15.6,rubber_30,1,46958052.60172817,84845128.34225713,47005237.68430851,84845128.34225713,47051820.17770793,84845128.34225713,47097878.03141092,84845128.34225713,47145182.9457003,84845128.34225713
104,15.8,rubber_30,1,48859187.22208676,87817652.71103157,48906988.07532611,87817652.71103157,48956424.081747964,87817652.71103157,49006718.853860766,87817652.71103157,49053289.574201345,87817652.71103157
105,16.0,rubber_30,1,50821052.55723194,90876408.62969814,50871296.8536033,90876408.62969814,50923673.31495183,90876408.62969814,50972612.04386415,90876408.62969814,51023711.03330043,90876408.62969814
106,16.2,rubber_30,1,52843819.86842078,94023331.80565824,52898797.88693965,94023331.80565824,52949820.537873,94023331.80565824,53003125.439263195,94023331.80565824,53054731.275212936,94023331.80565824
107,16.4,rubber_30,1,54929272.58013028,97260386.7106339,54984688.23808373,97260386.7106339,55039861.87440841,97260386.7106339,55095318.072541654,97260386.7106339,55149149.91055695,97260386.7106339
108,16.6,rubber_30,1,57080928.55291003,100589566.71065705,57137495.863744386,100589566.71065705,57196588.30100445,100589566.71065705,57253038.96230289,100589566.71065705,57309744.500042364,100589566.71065705
109,16.8,rubber_30,1,59298680.38813284,104012894.1920493,59356803.18580929,104012894.1920493,59417933.04500576,104012894.1920493,59477030.474610016,104012894.1920493,59536558.02246949,104012894.1920493
110,17.0,rubber_30,1,61584191.17955743,107532420.68335971,61645337.91637452,107532420.68335971,61705132.91618012,107532420.68335971,61768096.159667626,107532420.68335971,61829420.01151742,107532420.68335971
111,17.2,rubber_30,1,63935141.779006496,111150226.97323646,64000709.27503469,111150226.97323646,64064825.206558794,111150226.97323646,64128429.22096313,111150226.97323646,64193700.77215673,111150226.97323646
112,17.4,rubber_30,1,66361213.78884253,114868423.22420123,66428279.16032974,114868423.22420123,66492730.7887385,114868423.22420123,66559792.868573174,114868423.22420123,66628161.37536806,114868423.22420123
113,17.6,rubber_30,1,68859477.49917957,118689149.08230692,68924254.89147593,118689149.08230692,68996309.83209121,118689149.08230692,69062786.76534224,118689149.08230692,69132729.16176178,118689149.08230692
114,17.8,rubber_30,1,71426156.70224725,122614573.78265113,71498610.61650462,122614573.78265113,71572231.58681363,122614573.78265113,71642122.20098488,122614573.78265113,71712474.77960256,122614573.78265113
115,18.0,rubber_30,1,74072271.68149753,126646896.25072719,74147157.53856917,126646896.25072719,74220321.7481741,126646896.25072719,74294359.08245869,126646896.25072719,74369145.95232907,126646896.25072719
116,18.2,rubber_30,1,76795507.30473876,130788345.19958909,76872419.86001834,130788345.19958909,76948340.1894749,130788345.19958909,77023733.12652029,130788345.19958909,77100798.03646548,130788345.19958909
117,18.4,rubber_30,1,79595858.44542882,135041179.22281656,79675413.44572943,135041179.22281656,79754342.54783057,135041179.22281656,79835188.66049528,135041179.22281656,79913543.83847003,135041179.22281656
118,18.6,rubber_30,1,82477952.62266947,139407686.8832571,82558398.60990736,139407686.8832571,82637946.49629807,139407686.8832571,82724889.73725337,139407686.8832571,82805523.9231172,139407686.8832571
119,18.8,rubber_30,1,85440421.40364519,143890186.79753485,85525890.4638272,143890186.79753485,85610291.18451473,143890186.79753485,85695497.79065737,143890186.79753485,85781102.19386624,143890186.79753485
120,19.0,rubber_30,1,88485128.6380789,148491027.71630824,88573353.07237566,148491027.71630824,88661833.47575143,148491027.71630824,88748691.06034265,148491027.71630824,88839329.94947962,148491027.71630824
121,19.2,rubber_30,1,91616555.077054,153212588.60026687,91708502.89352657,153212588.60026687,91798385.88686463,153212588.60026687,91891079.29023199,153212588.60026687,91983979.52426907,153212588.60026687
122,19.4,rubber_30,1,94832233.69748543,158057278.69185147,94928550.86747473,158057278.69185147,95023312.67443235,158057278.69185147,95117259.58132564,158057278.69185147,95215275.50324334,158057278.69185147
123,19.6,rubber_30,1,98142378.96856216,163027537.58269507,98241274.76872195,163027537.58269507,98339202.3885026,163027537.58269507,98436712.12642476,163027537.58269507,98533784.53212167,163027537.58269507
124,19.8,rubber_30,1,101540440.49515316,168125835.2767668,101641263.0981293,168125835.2767668,101743600.1578639,168125835.2767668,101845250.68481657,168125835.2767668,101948060.07122242,168125835.2767668
125,20.0,rubber_30,1,105030831.2670292,173354672.24922222,105134765.90433486,173354672.24922222,105241558.9518177,173354672.24922222,105344418.58839265,173354672.24922222,105448492.93792884,173354672.24922222
126,20.2,rubber_30,1,108613439.80788234,178716579.50094253,108723284.17130591,178716579.50094253,108830187.29929413,178716579.50094253,108941227.90225518,178716579.50094253,109049275.29728627,178716579.50094253
127,20.4,rubber_30,1,112294401.81538467,184214118.6087718,112406650.4266985,184214118.6087718,112518978.6842512,184214118.6087718,112630824.68249068,184214118.6087718,112744482.7086497,184214118.6087718
128,20.6,rubber_30,1,116073808.27668111,189849881.77143642,116188219.0458342,189849881.77143642,116302734.21888427,189849881.77143642,116420378.78366469,189849881.77143642,116537005.57436477,189849881.77143642
129,20.8,rubber_30,1,119950008.84195489,195626491.85115474,120071690.90796138,195626491.85115474,120191441.47927234,195626491.85115474,120309760.93234117,195626491.85115474,120429490.09306322,195626491.85115474
130,21.0,rubber_30,1,123928624.2714724,201546602.4109325,124054749.6764576,201546602.4109325,124177168.84504773,201546602.4109325,124301770.51640332,201546602.4109325,124424504.30232394,201546602.4109325
131,21.2,rubber_30,1,128011798.79132454,207612897.74754295,128140748.2976058,207612897.74754295,128268376.63878068,207612897.74754295,128397256.14487049,207612897.74754295,128524448.70181267,207612897.74754295
132,21.4,rubber_30,1,132201151.82357079,213828092.92020088,132334290.5432782,213828092.92020088,132463782.65275942,213828092.92020088,132596834.04219829,213828092.92020088,132730311.39849253,213828092.92020088
133,21.6,rubber_30,1,136497395.96516576,220194933.7749283,136633346.83100483,220194933.7749283,136771047.86122584,220194933.7749283,136906610.3073579,220194933.7749283,137043127.7498008,220194933.7749283
134,21.8,rubber_30,1,140901149.6594085,226716196.9646163,141041637.93284434,226716196.9646163,141183326.49550396,226716196.9646163,141324115.0558359,226716196.9646163,141466488.1538161,226716196.9646163
135,22.0,rubber_30,1,145418728.2706906,233394689.96479517,145564079.93333516,233394689.96479517,145710353.259162,233394689.96479517,145853951.2577373,233394689.96479517,146002119.11523688,233394689.96479517
136,22.2,rubber_30,1,150048667.17572927,240233251.08511353,150198136.57158563,240233251.08511353,150349235.87014383,240233251.08511353,150498482.4603454,240233251.08511353,150648684.90524423,240233251.08511353
137,22.4,rubber_30,1,154794965.75564346,247234749.47653916,154948723.0023638,247234749.47653916,155104250.89904177,247234749.47653916,155259887.89268813,247234749.47653916,155413070.45491928,247234749.47653916
138,22.6,rubber_30,1,159657441.81380188,254402085.13429016,159817649.08353084,254402085.13429016,159977047.55338663,254402085.13429016,160137901.87148616,254402085.13429016,160296628.31749052,254402085.13429016
139,22.8,rubber_30,1,164640704.8273263,261738188.89650488,164805164.60307333,261738188.89650488,164972623.22310945,261738188.89650488,165133869.0566717,261738188.89650488,165298872.81170857,261738188.89650488
140,23.0,rubber_30,1,169746468.0498603,269246022.43866855,169916628.48938584,269246022.43866855,170085997.18799156,269246022.43866855,170254205.14511627,269246022.43866855,170426500.80011818,269246022.43866855
141,23.2,rubber_30,1,174975178.72764844,276928578.2638035,175148325.97043654,276928578.2638035,175325526.88775003,276928578.2638035,175498666.49063262,276928578.2638035,175674002.80345556,276928578.2638035
142,23.4,rubber_30,1,180329966.3316947,284788879.68843967,180509116.52566564,284788879.68843967,180690540.0349649,284788879.68843967,180871067.2533073,284788879.68843967,181049565.6109216,284788879.68843967
143,23.6,rubber_30,1,185812434.82035613,292829980.8243836,185995751.12123677,292829980.8243836,186183477.0781081,292829980.8243836,186369032.63603935,292829980.8243836,186553828.14994234,292829980.8243836
144,23.8,rubber_30,1,191424725.59495634,301054966.5562977,191617392.87926257,301054966.5562977,191809433.76789576,301054966.5562977,191999957.5223809,301054966.5562977,192191576.073891,301054966.5562977
145,24.0,rubber_30,1,197172090.3552821,309466952.515108,197370096.25889084,309466952.515108,197565255.30074534,309466952.515108,197762359.12717518,309466952.515108,197960703.9593996,309466952.515108
146,24.2,rubber_30,1,203053000.79539403,318069085.0472634,203255994.68816042,318069085.0472634,203458355.73730442,318069085.0472634,203660902.16314077,318069085.0472634,203864002.9901545,318069085.0472634
147,24.4,rubber_30,1,209070732.43025035,326864541.1798629,209279952.46492064,326864541.1798629,209490621.08505797,326864541.1798629,209697671.4843802,326864541.1798629,209907055.8894956,326864541.1798629
148,24.6,rubber_30,1,215230164.63720262,335856528.58166516,215442820.7642344,335856528.58166516,215659314.5427988,335856528.58166516,215874152.74886334,335856528.58166516,216090561.94103745,335856528.58166516
149,24.8,rubber_30,1,221529283.785752,345048285.52001476,221751450.9864511,345048285.52001476,221969644.63223228,345048285.52001476,222192670.59058496,345048285.52001476,222413980.0026442,345048285.52001476
150,25.0,rubber_30,1,227972488.88194376,354443080.81369674,228201770.0920846,354443080.81369674,228427343.46026167,354443080.81369674,228655525.45943055,354443080.81369674,228886280.23201206,354443080.81369674
151,25.2,rubber_30,1,234560476.1568533,364044213.7817487,234795725.86758515,364044213.7817487,235030664.62005395,364044213.7817487,235264897.58200547,364044213.7817487,235497705.07747748,364044213.7817487
152,25.4,rubber_30,1,241299450.87070817,373855014.18825,241541131.9933286,373855014.18825,241781423.40015945,373855014.18825,242024328.50317636,373855014.18825,242264447.58165297,373855014.18825
153,25.6,rubber_30,1,248190813.52941772,383878842.1831158,248436654.1105275,383878842.1831158,248686024.8591717,383878842.1831158,248934568.4439661,383878842.1831158,249182530.29617798,383878842.1831158
154,25.8,rubber_30,1,255232757.5678695,394119088.23892474,255489072.65789002,394119088.23892474,255744723.9347604,394119088.23892474,255999550.0928643,394119088.23892474,256254347.15497246,394119088.23892474
155,26.0,rubber_30,1,262433840.0229809,404579173.0837993,262694513.22112527,404579173.0837993,262957797.69829753,404579173.0837993,263219252.96417886,404579173.0837993,263480095.8050455,404579173.0837993
156,26.2,rubber_30,1,269789305.8193664,415262547.6303781,270059453.4666038,415262547.6303781,270330821.929209,415262547.6303781,270598864.54737467,415262547.6303781,270867347.4507512,415262547.6303781
157,26.4,rubber_30,1,277309475.5669651,426172692.9008906,277584408.4496507,426172692.9008906,277864841.8770709,426172692.9008906,278140054.77495044,426172692.9008906,278416048.2609705,426172692.9008906
158,26.6,rubber_30,1,284991324.67082894,437313119.9483857,285277548.51381373,437313119.9483857,285559591.9397551,437313119.9483857,285845623.17221683,437313119.9483857,286129142.3614704,437313119.9483857
159,26.8,rubber_30,1,292838513.9647858,448687369.7741246,293131525.79522276,448687369.7741246,293424658.0709576,448687369.7741246,293717184.1915182,448687369.7741246,294010769.27174276,448687369.7741246
160,27.0,rubber_30,1,300855428.1853364,460299013.2411828,301158279.48385197,460299013.2411828,301454957.6096348,460299013.2411828,301756968.66021675,460299013.2411828,302057141.7730679,460299013.2411828
161,27.2,rubber_30,1,309040436.55667585,472151650.984279,309351414.0682239,472151650.984279,309660603.0922936,472151650.984279,309968817.6671929,472151650.984279,310278302.46152264,472151650.984279
162,27.4,rubber_30,1,317402515.9026372,484248913.3158757,317719177.53201944,484248913.3158757,318039156.50978,484248913.3158757,318354680.25497335,484248913.3158757,318671440.6876907,484248913.3158757
163,27.6,rubber_30,1,325941304.2571804,496594460.12858,326266173.67414784,496594460.12858,326591166.3830751,496594460.12858,326916897.0020884,496594460.12858,327242241.4127671,496594460.12858
164,27.8,rubber_30,1,334655824.52985543,509191980.7938717,334989105.95548844,509191980.7938717,335325092.7528816,509191980.7938717,335659121.1514672,509191980.7938717,335993396.0167842,509191980.7938717
165,28.0,rubber_30,1,343553623.99842364,522045194.0572026,343897848.72800773,522045194.0572026,344238170.59986025,522045194.0572026,344580670.1909698,522045194.0572026,344924906.7575893,522045194.0572026
166,28.2,rubber_30,1,352631730.85808,535157847.9294919,352987305.8922427,535157847.9294919,353337336.0395558,535157847.9294919,353689133.331092,535157847.9294919,354043172.18001103,535157847.9294919
167,28.4,rubber_30,1,361901364.7713748,548533719.5750604,362262963.44157386,548533719.5750604,362624243.55588025,548533719.5750604,362987583.85443795,548533719.5750604,363346918.8297229,548533719.5750604
168,28.6,rubber_30,1,371358611.96710706,562176615.1960405,371729962.161981,562176615.1960405,372101167.582001,562176615.1960405,372471194.4402102,562176615.1960405,372842202.1931482,562176615.1960405
169,28.8,rubber_30,1,381007609.77450675,576090369.9132864,381386468.63628143,576090369.9132864,381767058.6753683,576090369.9132864,382148283.0411931,576090369.9132864,382529979.69665504,576090369.9132864
