x_position_mm,y_position_mm,z_position_um,location,layer,temperature_C,z_gradient_C_per_um
10,10,51.0204081632653,corner,anode,781.0474307780827,-0.00636734693877551
10,10,61.224489795918366,corner,anode,781.2130640985638,-0.006040816326530612
10,10,71.42857142857143,corner,anode,781.1095576849491,-0.005714285714285714
10,10,81.63265306122449,corner,anode,781.5484527852936,-0.005387755102040817
10,10,91.83673469387755,corner,anode,781.2050949894531,-0.005061224489795919
10,10,102.0408163265306,corner,anode,781.5172707402421,-0.0047346938775510205
10,10,112.24489795918367,corner,anode,781.5660717167843,-0.004408163265306122
10,10,122.44897959183673,corner,anode,781.8014018356989,-0.004081632653061225
10,10,132.6530612244898,corner,anode,782.0812277440268,-0.003755102040816327
10,10,142.85714285714286,corner,anode,782.2924509284658,-0.003428571428571429
10,10,153.0612244897959,corner,anode,782.5942442488113,-0.0031020408163265315
10,10,163.26530612244898,corner,anode,782.2307922236464,-0.0027755102040816332
10,10,173.46938775510205,corner,anode,782.6997850274887,-0.0024489795918367346
10,10,183.6734693877551,corner,anode,783.0301059975055,-0.002122448979591837
10,10,193.87755102040816,corner,anode,783.094614887914,-0.001795918367346939
10,10,204.0816326530612,corner,anode,783.1840908507392,-0.0014693877551020416
10,10,214.28571428571428,corner,anode,783.6571843601785,-0.0011428571428571432
10,10,224.48979591836735,corner,anode,784.1175118996931,-0.0008163265306122449
10,10,234.6938775510204,corner,anode,783.8559975467374,-0.0004897959183673475
10,10,244.89795918367346,corner,anode,783.716249454549,-0.00016326530612244917
10,10,255.10204081632654,corner,anode,783.9336373734785,0.00016326530612244917
10,10,265.3061224489796,corner,anode,784.2405082708486,0.0004897959183673457
10,10,275.51020408163265,corner,anode,784.5557149531239,0.0008163265306122441
10,10,285.7142857142857,corner,anode,784.4387556413274,0.0011428571428571423
10,10,295.9183673469388,corner,anode,784.465430141428,0.0014693877551020407
10,10,306.1224489795918,corner,electrolyte,785.5500516615463,0.0017959183673469372
10,10,316.3265306122449,corner,electrolyte,786.973375856714,0.0021224489795918355
10,10,326.53061224489795,corner,electrolyte,788.1790575333154,0.0024489795918367337
10,10,336.734693877551,corner,electrolyte,789.0170220322385,0.0027755102040816324
10,10,346.9387755102041,corner,electrolyte,789.7824968502592,0.0031020408163265306
10,10,357.1428571428571,corner,electrolyte,790.3058696778758,0.003428571428571427
10,10,367.3469387755102,corner,electrolyte,790.7211617661171,0.0037551020408163253
10,10,377.55102040816325,corner,electrolyte,791.3840140057224,0.004081632653061224
10,10,387.7551020408163,corner,electrolyte,791.0643057174065,0.004408163265306122
10,10,397.9591836734694,corner,electrolyte,790.7873757679693,0.0047346938775510205
10,10,408.1632653061224,corner,electrolyte,790.4469339466685,0.005061224489795917
10,10,418.3673469387755,corner,electrolyte,790.3420549969717,0.005387755102040815
10,10,428.57142857142856,corner,electrolyte,789.5483777710867,0.005714285714285713
10,10,438.7755102040816,corner,electrolyte,788.9156772073375,0.006040816326530612
10,10,448.9795918367347,corner,electrolyte,787.6142916088647,0.00636734693877551
10,10,459.18367346938777,corner,cathode,787.1824605498175,0.006693877551020408
10,10,469.3877551020408,corner,cathode,787.4568817083822,0.007020408163265305
10,10,479.59183673469386,corner,cathode,787.686651682373,0.007346938775510204
10,10,489.7959183673469,corner,cathode,787.9767346552641,0.007673469387755102
10,10,500.0,corner,cathode,787.8841580532477,0.008
50,10,0.0,edge,anode,795.8111951852701,0.0
50,10,10.204081632653061,edge,anode,796.0816964066844,-0.007673469387755102
50,10,20.408163265306122,edge,anode,796.1971878431192,-0.007346938775510205
50,10,30.612244897959183,edge,anode,796.6767739031833,-0.007020408163265306
50,10,40.816326530612244,edge,anode,796.4896284275808,-0.006693877551020408
50,10,51.0204081632653,edge,anode,796.8379342233395,-0.00636734693877551
50,10,61.224489795918366,edge,anode,797.1737026117777,-0.006040816326530612
50,10,71.42857142857143,edge,anode,797.2498383679563,-0.005714285714285714
50,10,81.63265306122449,edge,anode,797.3247276240033,-0.005387755102040817
50,10,91.83673469387755,edge,anode,797.4221188556396,-0.005061224489795919
50,10,102.0408163265306,edge,anode,797.5980971472578,-0.0047346938775510205
50,10,112.24489795918367,edge,anode,797.5943884417846,-0.004408163265306122
50,10,122.44897959183673,edge,anode,797.8386310768648,-0.004081632653061225
50,10,132.6530612244898,edge,anode,798.1709969013002,-0.003755102040816327
50,10,142.85714285714286,edge,anode,798.400267359207,-0.003428571428571429
50,10,153.0612244897959,edge,anode,798.4194637949641,-0.0031020408163265315
50,10,163.26530612244898,edge,anode,798.4404566766673,-0.0027755102040816332
50,10,173.46938775510205,edge,anode,798.8495334736737,-0.0024489795918367346
50,10,183.6734693877551,edge,anode,799.0068964114482,-0.002122448979591837
50,10,193.87755102040816,edge,anode,798.9586499228626,-0.001795918367346939
50,10,204.0816326530612,edge,anode,799.1073217035586,-0.0014693877551020416
50,10,214.28571428571428,edge,anode,799.2914759773201,-0.0011428571428571432
50,10,224.48979591836735,edge,anode,799.7547671775446,-0.0008163265306122449
50,10,234.6938775510204,edge,anode,799.737315578881,-0.0004897959183673475
50,10,244.89795918367346,edge,anode,799.9499359781211,-0.00016326530612244917
50,10,255.10204081632654,edge,anode,799.9435165905829,0.00016326530612244917
50,10,265.3061224489796,edge,anode,800.1876963999861,0.0004897959183673457
50,10,275.51020408163265,edge,anode,800.4919043704016,0.0008163265306122441
50,10,285.7142857142857,edge,anode,800.4566568731884,0.0011428571428571423
50,10,295.9183673469388,edge,anode,800.6843175476989,0.0014693877551020407
50,10,306.1224489795918,edge,electrolyte,801.7187591036986,0.0017959183673469372
50,10,316.3265306122449,edge,electrolyte,802.8306021266321,0.0021224489795918355
50,10,326.53061224489795,edge,electrolyte,804.1861659406524,0.0024489795918367337
50,10,336.734693877551,edge,electrolyte,805.852049539762,0.0027755102040816324
50,10,346.9387755102041,edge,electrolyte,805.6782890258627,0.0031020408163265306
50,10,357.1428571428571,edge,electrolyte,806.5358787310876,0.003428571428571427
50,10,367.3469387755102,edge,electrolyte,806.8018515238483,0.0037551020408163253
50,10,377.55102040816325,edge,electrolyte,806.7108117132371,0.004081632653061224
50,10,387.7551020408163,edge,electrolyte,806.7948132358191,0.004408163265306122
50,10,397.9591836734694,edge,electrolyte,807.2386192993494,0.0047346938775510205
50,10,408.1632653061224,edge,electrolyte,806.2959866159604,0.005061224489795917
50,10,418.3673469387755,edge,electrolyte,805.8172271808073,0.005387755102040815
50,10,428.57142857142856,edge,electrolyte,805.4499514658044,0.005714285714285713
50,10,438.7755102040816,edge,electrolyte,804.0051084091764,0.006040816326530612
50,10,448.9795918367347,edge,electrolyte,803.06625550196,0.00636734693877551
50,10,459.18367346938777,edge,cathode,803.0761676174235,0.006693877551020408
50,10,469.3877551020408,edge,cathode,803.7428903350867,0.007020408163265305
50,10,479.59183673469386,edge,cathode,803.5903037249752,0.007346938775510204
50,10,489.7959183673469,edge,cathode,803.9318420593584,0.007673469387755102
50,10,500.0,edge,cathode,803.7836375279113,0.008
75,75,0.0,intermediate,anode,805.898549354751,0.0
75,75,10.204081632653061,intermediate,anode,805.9117216820816,-0.007673469387755102
75,75,20.408163265306122,intermediate,anode,806.2152395938065,-0.007346938775510205
75,75,30.612244897959183,intermediate,anode,806.4914421878082,-0.007020408163265306
75,75,40.816326530612244,intermediate,anode,806.6992483913691,-0.006693877551020408
75,75,51.0204081632653,intermediate,anode,806.8502391158089,-0.00636734693877551
75,75,61.224489795918366,intermediate,anode,806.9691322504038,-0.006040816326530612
75,75,71.42857142857143,intermediate,anode,807.3911860093081,-0.005714285714285714
75,75,81.63265306122449,intermediate,anode,807.2382001670329,-0.005387755102040817
75,75,91.83673469387755,intermediate,anode,807.3820350980725,-0.005061224489795919
75,75,102.0408163265306,intermediate,anode,807.6838630715378,-0.0047346938775510205
75,75,112.24489795918367,intermediate,anode,807.7350097618278,-0.004408163265306122
75,75,122.44897959183673,intermediate,anode,808.1299510138848,-0.004081632653061225
75,75,132.6530612244898,intermediate,anode,808.1424510345805,-0.003755102040816327
75,75,142.85714285714286,intermediate,anode,808.6076137075698,-0.003428571428571429
75,75,153.0612244897959,intermediate,anode,808.2146968340799,-0.0031020408163265315
75,75,163.26530612244898,intermediate,anode,808.4963490849998,-0.0027755102040816332
75,75,173.46938775510205,intermediate,anode,808.8333303413409,-0.0024489795918367346
75,75,183.6734693877551,intermediate,anode,809.0622669649127,-0.002122448979591837
75,75,193.87755102040816,intermediate,anode,809.2005135241632,-0.001795918367346939
75,75,204.0816326530612,intermediate,anode,809.1518589292909,-0.0014693877551020416
75,75,214.28571428571428,intermediate,anode,809.1235952540998,-0.0011428571428571432
75,75,224.48979591836735,intermediate,anode,809.5417636395958,-0.0008163265306122449
75,75,234.6938775510204,intermediate,anode,810.021982783633,-0.0004897959183673475
75,75,244.89795918367346,intermediate,anode,810.0647203658496,-0.00016326530612244917
75,75,255.10204081632654,intermediate,anode,810.0995045659577,0.00016326530612244917
75,75,265.3061224489796,intermediate,anode,810.4745304326624,0.0004897959183673457
75,75,275.51020408163265,intermediate,anode,810.8549768975556,0.0008163265306122441
75,75,285.7142857142857,intermediate,anode,810.6573197540167,0.0011428571428571423
75,75,295.9183673469388,intermediate,anode,810.8271180984992,0.0014693877551020407
75,75,306.1224489795918,intermediate,electrolyte,811.5505904255491,0.0017959183673469372
75,75,316.3265306122449,intermediate,electrolyte,813.0796869400845,0.0021224489795918355
75,75,326.53061224489795,intermediate,electrolyte,814.284109150421,0.0024489795918367337
75,75,336.734693877551,intermediate,electrolyte,815.0191265683753,0.0027755102040816324
75,75,346.9387755102041,intermediate,electrolyte,815.7589261230899,0.0031020408163265306
75,75,357.1428571428571,intermediate,electrolyte,816.7868943284927,0.003428571428571427
75,75,367.3469387755102,intermediate,electrolyte,816.4591770322123,0.0037551020408163253
75,75,377.55102040816325,intermediate,electrolyte,816.9238984256971,0.004081632653061224
75,75,387.7551020408163,intermediate,electrolyte,817.0270309972182,0.004408163265306122
75,75,397.9591836734694,intermediate,electrolyte,816.7987686324153,0.0047346938775510205
75,75,408.1632653061224,intermediate,electrolyte,816.7753391305063,0.005061224489795917
75,75,418.3673469387755,intermediate,electrolyte,815.886357607761,0.005387755102040815
75,75,428.57142857142856,intermediate,electrolyte,815.4116091366872,0.005714285714285713
75,75,438.7755102040816,intermediate,electrolyte,814.0804120377235,0.006040816326530612
75,75,448.9795918367347,intermediate,electrolyte,813.0138952388778,0.00636734693877551
75,75,459.18367346938777,intermediate,cathode,813.5612601793844,0.006693877551020408
75,75,469.3877551020408,intermediate,cathode,813.537211196691,0.007020408163265305
75,75,479.59183673469386,intermediate,cathode,813.446333217049,0.007346938775510204
75,75,489.7959183673469,intermediate,cathode,813.9761906720515,0.007673469387755102
75,75,500.0,intermediate,cathode,814.0368037101047,0.008
