time_min,x_position_mm,y_position_mm,temperature_C,current_density_A_per_cm2,event_phase
0.0,10.0,95.0,796.6200890441481,0.3,pre-transition
0.0,10.0,100.0,786.4316707201137,0.3,pre-transition
0.0,15.0,0.0,787.4197952076958,0.3,pre-transition
0.0,15.0,5.0,797.0581283203492,0.3,pre-transition
0.0,15.0,10.0,797.3283919178086,0.3,pre-transition
0.0,15.0,15.0,797.474724570327,0.3,pre-transition
0.0,15.0,20.0,797.0597532073243,0.3,pre-transition
0.0,15.0,25.0,797.5156672044341,0.3,pre-transition
0.0,15.0,30.0,797.4787499889914,0.3,pre-transition
0.0,15.0,35.0,797.7893747511075,0.3,pre-transition
0.0,15.0,40.0,797.7806795058051,0.3,pre-transition
0.0,15.0,45.0,798.1396749667803,0.3,pre-transition
0.0,15.0,50.0,797.9428533516511,0.3,pre-transition
0.0,15.0,55.0,798.2704931657402,0.3,pre-transition
0.0,15.0,60.0,797.9075345323023,0.3,pre-transition
0.0,15.0,65.0,797.562616274359,0.3,pre-transition
0.0,15.0,70.0,797.621319584805,0.3,pre-transition
0.0,15.0,75.0,797.3180572902352,0.3,pre-transition
0.0,15.0,80.0,797.5233829952398,0.3,pre-transition
0.0,15.0,85.0,797.253612260171,0.3,pre-transition
0.0,15.0,90.0,797.3459062620873,0.3,pre-transition
0.0,15.0,95.0,797.4244164717555,0.3,pre-transition
0.0,15.0,100.0,787.151568559036,0.3,pre-transition
0.0,20.0,0.0,787.7437828387566,0.3,pre-transition
0.0,20.0,5.0,798.0006424071308,0.3,pre-transition
0.0,20.0,10.0,798.1273765517994,0.3,pre-transition
0.0,20.0,15.0,797.9167620436511,0.3,pre-transition
0.0,20.0,20.0,798.3663132330491,0.3,pre-transition
0.0,20.0,25.0,798.3598455724127,0.3,pre-transition
0.0,20.0,30.0,798.7346385898845,0.3,pre-transition
0.0,20.0,35.0,798.8806762115322,0.3,pre-transition
0.0,20.0,40.0,799.0465084307361,0.3,pre-transition
0.0,20.0,45.0,799.2631146427367,0.3,pre-transition
0.0,20.0,50.0,799.6176777153107,0.3,pre-transition
0.0,20.0,55.0,798.9586831367789,0.3,pre-transition
0.0,20.0,60.0,799.2911706516646,0.3,pre-transition
0.0,20.0,65.0,799.0297236176675,0.3,pre-transition
0.0,20.0,70.0,798.5633396273324,0.3,pre-transition
0.0,20.0,75.0,798.4526539062883,0.3,pre-transition
0.0,20.0,80.0,798.1761766495025,0.3,pre-transition
0.0,20.0,85.0,798.2297715727558,0.3,pre-transition
0.0,20.0,90.0,798.1568284351364,0.3,pre-transition
0.0,20.0,95.0,798.0584869795706,0.3,pre-transition
0.0,20.0,100.0,787.9660418522419,0.3,pre-transition
0.0,25.0,0.0,788.7599258901433,0.3,pre-transition
0.0,25.0,5.0,798.6430909515102,0.3,pre-transition
0.0,25.0,10.0,798.7232149933916,0.3,pre-transition
0.0,25.0,15.0,798.9737432195728,0.3,pre-transition
0.0,25.0,20.0,799.233461549338,0.3,pre-transition
0.0,25.0,25.0,799.5720425973079,0.3,pre-transition
0.0,25.0,30.0,799.9865227547384,0.3,pre-transition
0.0,25.0,35.0,800.3238350509414,0.3,pre-transition
0.0,25.0,40.0,800.8619990778293,0.3,pre-transition
0.0,25.0,45.0,801.0535050137936,0.3,pre-transition
0.0,25.0,50.0,801.5607351868108,0.3,pre-transition
0.0,25.0,55.0,801.0718795018972,0.3,pre-transition
0.0,25.0,60.0,800.8348315943662,0.3,pre-transition
0.0,25.0,65.0,800.4507798193226,0.3,pre-transition
0.0,25.0,70.0,800.1488728822992,0.3,pre-transition
0.0,25.0,75.0,799.403924749776,0.3,pre-transition
0.0,25.0,80.0,799.248702332924,0.3,pre-transition
0.0,25.0,85.0,799.1309206702153,0.3,pre-transition
0.0,25.0,90.0,798.8600332717394,0.3,pre-transition
0.0,25.0,95.0,798.9043687626339,0.3,pre-transition
0.0,25.0,100.0,788.7520959141791,0.3,pre-transition
0.0,30.0,0.0,789.6264728443141,0.3,pre-transition
0.0,30.0,5.0,799.5647634023945,0.3,pre-transition
0.0,30.0,10.0,799.5268996993177,0.3,pre-transition
0.0,30.0,15.0,799.8384497598789,0.3,pre-transition
0.0,30.0,20.0,800.0909676956672,0.3,pre-transition
0.0,30.0,25.0,800.8670608562508,0.3,pre-transition
0.0,30.0,30.0,801.1114460151229,0.3,pre-transition
0.0,30.0,35.0,801.9338129409861,0.3,pre-transition
0.0,30.0,40.0,802.8618634350788,0.3,pre-transition
0.0,30.0,45.0,803.2120341638376,0.3,pre-transition
0.0,30.0,50.0,803.6820843582947,0.3,pre-transition
0.0,30.0,55.0,803.2337957820075,0.3,pre-transition
0.0,30.0,60.0,803.0690425883071,0.3,pre-transition
0.0,30.0,65.0,802.1410463814725,0.3,pre-transition
0.0,30.0,70.0,801.4959569391915,0.3,pre-transition
0.0,30.0,75.0,800.7645132721087,0.3,pre-transition
0.0,30.0,80.0,800.2129494059874,0.3,pre-transition
0.0,30.0,85.0,799.7959485895268,0.3,pre-transition
0.0,30.0,90.0,799.6802857635552,0.3,pre-transition
0.0,30.0,95.0,799.3574294834783,0.3,pre-transition
0.0,30.0,100.0,789.4519333569564,0.3,pre-transition
0.0,35.0,0.0,790.3393645490547,0.3,pre-transition
0.0,35.0,5.0,800.376036834337,0.3,pre-transition
0.0,35.0,10.0,800.4400055122263,0.3,pre-transition
0.0,35.0,15.0,800.7968890966682,0.3,pre-transition
0.0,35.0,20.0,800.9019814974353,0.3,pre-transition
0.0,35.0,25.0,802.0844046792893,0.3,pre-transition
0.0,35.0,30.0,802.9952201186605,0.3,pre-transition
0.0,35.0,35.0,803.9336344606029,0.3,pre-transition
0.0,35.0,40.0,805.0158653775101,0.3,pre-transition
0.0,35.0,45.0,805.7425875680848,0.3,pre-transition
0.0,35.0,50.0,806.159738516144,0.3,pre-transition
0.0,35.0,55.0,805.7979485253582,0.3,pre-transition
0.0,35.0,60.0,805.1581987137137,0.3,pre-transition
0.0,35.0,65.0,803.943835184027,0.3,pre-transition
0.0,35.0,70.0,802.7551212457706,0.3,pre-transition
0.0,35.0,75.0,802.0787792858691,0.3,pre-transition
0.0,35.0,80.0,801.3752323410923,0.3,pre-transition
0.0,35.0,85.0,800.707443498627,0.3,pre-transition
0.0,35.0,90.0,800.4798388738509,0.3,pre-transition
0.0,35.0,95.0,800.5724912660755,0.3,pre-transition
0.0,35.0,100.0,790.0271157133405,0.3,pre-transition
0.0,40.0,0.0,791.1677509188271,0.3,pre-transition
0.0,40.0,5.0,801.3151672508646,0.3,pre-transition
0.0,40.0,10.0,801.422793145272,0.3,pre-transition
0.0,40.0,15.0,801.6459834595935,0.3,pre-transition
0.0,40.0,20.0,802.2559765616593,0.3,pre-transition
0.0,40.0,25.0,803.1511254585695,0.3,pre-transition
0.0,40.0,30.0,804.2450799555646,0.3,pre-transition
0.0,40.0,35.0,805.7916608133116,0.3,pre-transition
0.0,40.0,40.0,806.960097038211,0.3,pre-transition
0.0,40.0,45.0,808.0294479028279,0.3,pre-transition
0.0,40.0,50.0,808.4179704947359,0.3,pre-transition
0.0,40.0,55.0,807.7867855631326,0.3,pre-transition
0.0,40.0,60.0,807.0060775980255,0.3,pre-transition
0.0,40.0,65.0,805.698700484677,0.3,pre-transition
0.0,40.0,70.0,804.2225407455232,0.3,pre-transition
0.0,40.0,75.0,802.8875268038062,0.3,pre-transition
0.0,40.0,80.0,802.0542432762002,0.3,pre-transition
0.0,40.0,85.0,801.6305997201168,0.3,pre-transition
0.0,40.0,90.0,801.4680207245287,0.3,pre-transition
0.0,40.0,95.0,801.1660748951529,0.3,pre-transition
0.0,40.0,100.0,791.0456720822092,0.3,pre-transition
0.0,45.0,0.0,791.9309270132857,0.3,pre-transition
0.0,45.0,5.0,801.9055546212368,0.3,pre-transition
0.0,45.0,10.0,802.0057275107533,0.3,pre-transition
0.0,45.0,15.0,802.4551304976092,0.3,pre-transition
0.0,45.0,20.0,803.0622131208783,0.3,pre-transition
0.0,45.0,25.0,804.0791953979347,0.3,pre-transition
0.0,45.0,30.0,805.6308906768714,0.3,pre-transition
0.0,45.0,35.0,806.9278014191353,0.3,pre-transition
0.0,45.0,40.0,808.6342078303705,0.3,pre-transition
0.0,45.0,45.0,810.0253877424726,0.3,pre-transition
0.0,45.0,50.0,810.1741183591326,0.3,pre-transition
0.0,45.0,55.0,809.8991014099208,0.3,pre-transition
0.0,45.0,60.0,808.6513261849957,0.3,pre-transition
0.0,45.0,65.0,807.371980112513,0.3,pre-transition
0.0,45.0,70.0,805.6863323787954,0.3,pre-transition
0.0,45.0,75.0,804.0923452169318,0.3,pre-transition
0.0,45.0,80.0,803.0734905610681,0.3,pre-transition
0.0,45.0,85.0,802.4155659524579,0.3,pre-transition
0.0,45.0,90.0,802.0617299380232,0.3,pre-transition
0.0,45.0,95.0,801.7251076438253,0.3,pre-transition
0.0,45.0,100.0,791.5537403904995,0.3,pre-transition
0.0,50.0,0.0,792.6368658360094,0.3,pre-transition
0.0,50.0,5.0,802.4141360677129,0.3,pre-transition
0.0,50.0,10.0,802.8466471909771,0.3,pre-transition
0.0,50.0,15.0,803.3568362333257,0.3,pre-transition
0.0,50.0,20.0,803.902409221569,0.3,pre-transition
0.0,50.0,25.0,805.1384318311382,0.3,pre-transition
0.0,50.0,30.0,806.4487346003308,0.3,pre-transition
0.0,50.0,35.0,808.1254999756901,0.3,pre-transition
0.0,50.0,40.0,810.1308991819644,0.3,pre-transition
0.0,50.0,45.0,811.2051950433947,0.3,pre-transition
0.0,50.0,50.0,811.4994262977386,0.3,pre-transition
0.0,50.0,55.0,811.0621415642468,0.3,pre-transition
0.0,50.0,60.0,809.5217070433645,0.3,pre-transition
0.0,50.0,65.0,808.1925155128484,0.3,pre-transition
0.0,50.0,70.0,806.4604087680715,0.3,pre-transition
0.0,50.0,75.0,804.9948899236151,0.3,pre-transition
0.0,50.0,80.0,803.9610592254439,0.3,pre-transition
0.0,50.0,85.0,803.3145263808376,0.3,pre-transition
0.0,50.0,90.0,803.3113093704718,0.3,pre-transition
0.0,50.0,95.0,802.7153614529525,0.3,pre-transition
0.0,50.0,100.0,792.339099043093,0.3,pre-transition
0.0,55.0,0.0,793.4587665697343,0.3,pre-transition
0.0,55.0,5.0,803.5211483616524,0.3,pre-transition
0.0,55.0,10.0,803.5548863320602,0.3,pre-transition
0.0,55.0,15.0,803.9346051508074,0.3,pre-transition
0.0,55.0,20.0,804.4566584878788,0.3,pre-transition
0.0,55.0,25.0,805.7394479844158,0.3,pre-transition
0.0,55.0,30.0,807.0153261025279,0.3,pre-transition
0.0,55.0,35.0,808.5966172717722,0.3,pre-transition
0.0,55.0,40.0,810.0295260935164,0.3,pre-transition
0.0,55.0,45.0,811.3693139895581,0.3,pre-transition
0.0,55.0,50.0,811.6536261850085,0.3,pre-transition
0.0,55.0,55.0,811.4113238127594,0.3,pre-transition
0.0,55.0,60.0,810.1119199806758,0.3,pre-transition
0.0,55.0,65.0,808.6512155253411,0.3,pre-transition
0.0,55.0,70.0,806.8740202071359,0.3,pre-transition
0.0,55.0,75.0,805.7224804128816,0.3,pre-transition
0.0,55.0,80.0,804.7351928056997,0.3,pre-transition
0.0,55.0,85.0,803.7317281046036,0.3,pre-transition
0.0,55.0,90.0,803.7504457742691,0.3,pre-transition
0.0,55.0,95.0,803.5196641026029,0.3,pre-transition
0.0,55.0,100.0,793.1804389326527,0.3,pre-transition
0.0,60.0,0.0,793.9264740431727,0.3,pre-transition
0.0,60.0,5.0,804.2506038085156,0.3,pre-transition
0.0,60.0,10.0,804.2134928724955,0.3,pre-transition
0.0,60.0,15.0,804.9009458811806,0.3,pre-transition
0.0,60.0,20.0,805.1235944197894,0.3,pre-transition
0.0,60.0,25.0,805.9901967480746,0.3,pre-transition
0.0,60.0,30.0,807.3244944397214,0.3,pre-transition
0.0,60.0,35.0,808.6091444452223,0.3,pre-transition
0.0,60.0,40.0,810.0398473617157,0.3,pre-transition
0.0,60.0,45.0,810.9286999528656,0.3,pre-transition
0.0,60.0,50.0,811.4554914634273,0.3,pre-transition
0.0,60.0,55.0,811.1184101490269,0.3,pre-transition
0.0,60.0,60.0,810.1303839873426,0.3,pre-transition
0.0,60.0,65.0,808.7900079155368,0.3,pre-transition
0.0,60.0,70.0,807.1486526007607,0.3,pre-transition
0.0,60.0,75.0,806.3404765035277,0.3,pre-transition
0.0,60.0,80.0,805.0273752446125,0.3,pre-transition
0.0,60.0,85.0,804.4805271074305,0.3,pre-transition
0.0,60.0,90.0,804.6283309884216,0.3,pre-transition
0.0,60.0,95.0,804.219212003847,0.3,pre-transition
0.0,60.0,100.0,794.0495140987337,0.3,pre-transition
0.0,65.0,0.0,794.8470263131693,0.3,pre-transition
0.0,65.0,5.0,804.7235092366683,0.3,pre-transition
0.0,65.0,10.0,805.0355050181499,0.3,pre-transition
0.0,65.0,15.0,804.8481981398418,0.3,pre-transition
0.0,65.0,20.0,805.6577048150823,0.3,pre-transition
0.0,65.0,25.0,806.2457777714009,0.3,pre-transition
0.0,65.0,30.0,807.4815289962875,0.3,pre-transition
0.0,65.0,35.0,808.4023049307099,0.3,pre-transition
0.0,65.0,40.0,809.4731368617579,0.3,pre-transition
0.0,65.0,45.0,810.2267539763008,0.3,pre-transition
0.0,65.0,50.0,810.7373241704427,0.3,pre-transition
0.0,65.0,55.0,810.2072803309931,0.3,pre-transition
0.0,65.0,60.0,809.447873821321,0.3,pre-transition
0.0,65.0,65.0,808.3442977273235,0.3,pre-transition
0.0,65.0,70.0,807.1611799121957,0.3,pre-transition
0.0,65.0,75.0,806.4057192145182,0.3,pre-transition
0.0,65.0,80.0,805.5717232051409,0.3,pre-transition
0.0,65.0,85.0,805.104950773683,0.3,pre-transition
0.0,65.0,90.0,805.0026320732851,0.3,pre-transition
0.0,65.0,95.0,805.0629427757102,0.3,pre-transition
0.0,65.0,100.0,794.6909419638954,0.3,pre-transition
0.0,70.0,0.0,795.522754689276,0.3,pre-transition
0.0,70.0,5.0,805.8134193305852,0.3,pre-transition
0.0,70.0,10.0,805.86172075889,0.3,pre-transition
0.0,70.0,15.0,805.8565894362004,0.3,pre-transition
0.0,70.0,20.0,805.8109334495845,0.3,pre-transition
0.0,70.0,25.0,806.8350530808618,0.3,pre-transition
0.0,70.0,30.0,807.3349837656189,0.3,pre-transition
0.0,70.0,35.0,808.1950692743794,0.3,pre-transition
0.0,70.0,40.0,808.5173661606354,0.3,pre-transition
0.0,70.0,45.0,809.357611159539,0.3,pre-transition
0.0,70.0,50.0,809.357251432644,0.3,pre-transition
0.0,70.0,55.0,809.2375477357283,0.3,pre-transition
0.0,70.0,60.0,808.6212281523545,0.3,pre-transition
0.0,70.0,65.0,808.223641401744,0.3,pre-transition
0.0,70.0,70.0,807.0650682369011,0.3,pre-transition
0.0,70.0,75.0,806.63265268881,0.3,pre-transition
0.0,70.0,80.0,805.8758744586347,0.3,pre-transition
0.0,70.0,85.0,805.9396574933285,0.3,pre-transition
0.0,70.0,90.0,805.7020473922894,0.3,pre-transition
0.0,70.0,95.0,805.663410105428,0.3,pre-transition
0.0,70.0,100.0,795.5161102475782,0.3,pre-transition
0.0,75.0,0.0,796.3025588820096,0.3,pre-transition
0.0,75.0,5.0,806.4790566984494,0.3,pre-transition
0.0,75.0,10.0,806.6240898218343,0.3,pre-transition
0.0,75.0,15.0,806.4105549955829,0.3,pre-transition
0.0,75.0,20.0,806.5594563454556,0.3,pre-transition
0.0,75.0,25.0,807.052333345316,0.3,pre-transition
0.0,75.0,30.0,807.532105886023,0.3,pre-transition
0.0,75.0,35.0,808.0014408108688,0.3,pre-transition
0.0,75.0,40.0,808.3657443828183,0.3,pre-transition
0.0,75.0,45.0,808.8980088041569,0.3,pre-transition
0.0,75.0,50.0,808.6305497695656,0.3,pre-transition
0.0,75.0,55.0,808.5992782647962,0.3,pre-transition
0.0,75.0,60.0,808.3097124616864,0.3,pre-transition
0.0,75.0,65.0,807.943277548947,0.3,pre-transition
0.0,75.0,70.0,807.6768899620708,0.3,pre-transition
0.0,75.0,75.0,807.2105350792075,0.3,pre-transition
0.0,75.0,80.0,806.7102329181043,0.3,pre-transition
0.0,75.0,85.0,806.4221295919261,0.3,pre-transition
0.0,75.0,90.0,806.2812596947283,0.3,pre-transition
0.0,75.0,95.0,806.2019010863851,0.3,pre-transition
0.0,75.0,100.0,796.1890374013069,0.3,pre-transition
0.0,80.0,0.0,797.1531253280646,0.3,pre-transition
0.0,80.0,5.0,806.9781323291952,0.3,pre-transition
0.0,80.0,10.0,807.3110567584656,0.3,pre-transition
0.0,80.0,15.0,807.2592062509638,0.3,pre-transition
0.0,80.0,20.0,807.0451388605557,0.3,pre-transition
0.0,80.0,25.0,807.4604008694623,0.3,pre-transition
0.0,80.0,30.0,807.767493925329,0.3,pre-transition
0.0,80.0,35.0,807.9990467078811,0.3,pre-transition
0.0,80.0,40.0,808.2478162035683,0.3,pre-transition
0.0,80.0,45.0,808.3958158451098,0.3,pre-transition
0.0,80.0,50.0,808.1406986431513,0.3,pre-transition
0.0,80.0,55.0,808.1702205146624,0.3,pre-transition
0.0,80.0,60.0,808.0977821749465,0.3,pre-transition
0.0,80.0,65.0,808.0667783454729,0.3,pre-transition
0.0,80.0,70.0,807.6242903523306,0.3,pre-transition
0.0,80.0,75.0,807.2434271327511,0.3,pre-transition
0.0,80.0,80.0,807.1177233697557,0.3,pre-transition
0.0,80.0,85.0,807.4685662839134,0.3,pre-transition
0.0,80.0,90.0,807.0684516634976,0.3,pre-transition
0.0,80.0,95.0,806.80796070101,0.3,pre-transition
0.0,80.0,100.0,797.1947827968039,0.3,pre-transition
0.0,85.0,0.0,797.6899582054153,0.3,pre-transition
0.0,85.0,5.0,807.8491563771171,0.3,pre-transition
0.0,85.0,10.0,807.5938181232397,0.3,pre-transition
0.0,85.0,15.0,807.8155707212557,0.3,pre-transition
0.0,85.0,20.0,807.7662797271101,0.3,pre-transition
0.0,85.0,25.0,808.205427738992,0.3,pre-transition
0.0,85.0,30.0,807.9204414377842,0.3,pre-transition
0.0,85.0,35.0,808.3886050166262,0.3,pre-transition
0.0,85.0,40.0,808.4206345309963,0.3,pre-transition
0.0,85.0,45.0,808.337406759985,0.3,pre-transition
0.0,85.0,50.0,808.2994687865323,0.3,pre-transition
0.0,85.0,55.0,808.4508672448351,0.3,pre-transition
0.0,85.0,60.0,808.4001740144197,0.3,pre-transition
0.0,85.0,65.0,808.3797948882561,0.3,pre-transition
0.0,85.0,70.0,808.1245872056447,0.3,pre-transition
0.0,85.0,75.0,808.0376190205353,0.3,pre-transition
0.0,85.0,80.0,808.0675627950234,0.3,pre-transition
0.0,85.0,85.0,807.820375092309,0.3,pre-transition
0.0,85.0,90.0,807.8944514629951,0.3,pre-transition
0.0,85.0,95.0,807.7121826585476,0.3,pre-transition
0.0,85.0,100.0,797.843505121824,0.3,pre-transition
0.0,90.0,0.0,798.5383750384386,0.3,pre-transition
0.0,90.0,5.0,808.2085508378083,0.3,pre-transition
0.0,90.0,10.0,808.6137435534001,0.3,pre-transition
0.0,90.0,15.0,808.557595037986,0.3,pre-transition
0.0,90.0,20.0,808.7258611113664,0.3,pre-transition
0.0,90.0,25.0,808.6287923766552,0.3,pre-transition
0.0,90.0,30.0,808.6757888712813,0.3,pre-transition
0.0,90.0,35.0,808.7778987895715,0.3,pre-transition
0.0,90.0,40.0,808.7637608294319,0.3,pre-transition
0.0,90.0,45.0,808.9443402690576,0.3,pre-transition
0.0,90.0,50.0,809.0012663454501,0.3,pre-transition
0.0,90.0,55.0,808.914635507633,0.3,pre-transition
0.0,90.0,60.0,808.8715445186889,0.3,pre-transition
0.0,90.0,65.0,808.9535873772834,0.3,pre-transition
0.0,90.0,70.0,808.7236461900713,0.3,pre-transition
0.0,90.0,75.0,808.3169885958774,0.3,pre-transition
0.0,90.0,80.0,808.5865945642341,0.3,pre-transition
0.0,90.0,85.0,808.5251196432449,0.3,pre-transition
0.0,90.0,90.0,808.4473939985091,0.3,pre-transition
0.0,90.0,95.0,808.3381355312129,0.3,pre-transition
0.0,90.0,100.0,798.8112243989985,0.3,pre-transition
0.0,95.0,0.0,799.2964825783085,0.3,pre-transition
0.0,95.0,5.0,809.2134955197686,0.3,pre-transition
0.0,95.0,10.0,809.3687354283408,0.3,pre-transition
0.0,95.0,15.0,809.2575348192097,0.3,pre-transition
0.0,95.0,20.0,809.1375266824894,0.3,pre-transition
0.0,95.0,25.0,809.2746073375664,0.3,pre-transition
0.0,95.0,30.0,809.3260944602373,0.3,pre-transition
0.0,95.0,35.0,809.3581760858153,0.3,pre-transition
0.0,95.0,40.0,809.1968272176704,0.3,pre-transition
0.0,95.0,45.0,809.4980944514555,0.3,pre-transition
0.0,95.0,50.0,809.2372338197185,0.3,pre-transition
0.0,95.0,55.0,809.4081698917553,0.3,pre-transition
0.0,95.0,60.0,809.5541837227753,0.3,pre-transition
0.0,95.0,65.0,809.4604158921923,0.3,pre-transition
0.0,95.0,70.0,809.461587787188,0.3,pre-transition
0.0,95.0,75.0,809.3895134035246,0.3,pre-transition
0.0,95.0,80.0,809.2791735411959,0.3,pre-transition
0.0,95.0,85.0,809.4377086079038,0.3,pre-transition
0.0,95.0,90.0,809.3667634474909,0.3,pre-transition
0.0,95.0,95.0,809.2551189406965,0.3,pre-transition
0.0,95.0,100.0,799.6117266687963,0.3,pre-transition
0.0,100.0,0.0,800.0413283132569,0.3,pre-transition
0.0,100.0,5.0,799.741420112519,0.3,pre-transition
0.0,100.0,10.0,799.8493812196497,0.3,pre-transition
0.0,100.0,15.0,800.033685257446,0.3,pre-transition
0.0,100.0,20.0,800.0766112901998,0.3,pre-transition
0.0,100.0,25.0,799.770427330598,0.3,pre-transition
0.0,100.0,30.0,799.8328189883291,0.3,pre-transition
0.0,100.0,35.0,799.9622592961941,0.3,pre-transition
0.0,100.0,40.0,799.8153241740748,0.3,pre-transition
0.0,100.0,45.0,799.8534185877238,0.3,pre-transition
0.0,100.0,50.0,799.9890868917075,0.3,pre-transition
0.0,100.0,55.0,799.6464724978238,0.3,pre-transition
0.0,100.0,60.0,800.2874754734526,0.3,pre-transition
0.0,100.0,65.0,799.9066356428716,0.3,pre-transition
0.0,100.0,70.0,800.1888121186497,0.3,pre-transition
0.0,100.0,75.0,800.0598574319996,0.3,pre-transition
0.0,100.0,80.0,800.1650766524531,0.3,pre-transition
0.0,100.0,85.0,800.2147514241699,0.3,pre-transition
0.0,100.0,90.0,800.2395173322165,0.3,pre-transition
0.0,100.0,95.0,799.9060266667748,0.3,pre-transition
0.0,100.0,100.0,800.1165188134105,0.3,pre-transition
0.16683022571148182,0.0,0.0,784.9679458700372,0.3,pre-transition
0.16683022571148182,0.0,5.0,784.8666458803261,0.3,pre-transition
0.16683022571148182,0.0,10.0,785.1794072371985,0.3,pre-transition
0.16683022571148182,0.0,15.0,785.1557719329935,0.3,pre-transition
0.16683022571148182,0.0,20.0,785.1122547087632,0.3,pre-transition
0.16683022571148182,0.0,25.0,784.913934754022,0.3,pre-transition
0.16683022571148182,0.0,30.0,785.0252568983906,0.3,pre-transition
0.16683022571148182,0.0,35.0,784.8838253388157,0.3,pre-transition
0.16683022571148182,0.0,40.0,785.0063927711243,0.3,pre-transition
0.16683022571148182,0.0,45.0,784.8510958063482,0.3,pre-transition
0.16683022571148182,0.0,50.0,785.0612484889433,0.3,pre-transition
0.16683022571148182,0.0,55.0,784.9871310414402,0.3,pre-transition
0.16683022571148182,0.0,60.0,785.2490828895394,0.3,pre-transition
0.16683022571148182,0.0,65.0,785.0394179970426,0.3,pre-transition
0.16683022571148182,0.0,70.0,785.0955501299139,0.3,pre-transition
0.16683022571148182,0.0,75.0,785.1426883233454,0.3,pre-transition
0.16683022571148182,0.0,80.0,784.80386769145,0.3,pre-transition
0.16683022571148182,0.0,85.0,784.9427909959035,0.3,pre-transition
0.16683022571148182,0.0,90.0,784.955684482024,0.3,pre-transition
0.16683022571148182,0.0,95.0,785.1493268818023,0.3,pre-transition
0.16683022571148182,0.0,100.0,785.2372957403895,0.3,pre-transition
