condition_id,temperature_c,pressure_atm,fuel_utilization,air_utilization,current_density_acm2,voltage_v,power_density_wcm2,efficiency,asr_ohm_cm2,eta_ohmic_v,eta_activation_v,eta_concentration_v,oxygen_chemical_potential_gradient,e_nernst_v
10,813.1317194376047,1.0448317272815437,0.8363594158756632,0.2007768021922136,0.7872687239924206,0.6437184205301334,0.5067793795411746,0.6108644628301838,0.1438139458147037,0.1132202216138569,0.20633994577590103,0.09050414081789546,0.7928220503315205,1.0537827287377868
11,821.9960053809175,0.9291257990855373,0.7636464444170886,0.17945476169966534,0.5073080530920244,0.740746595577901,0.37578671323717017,0.7043922235449831,0.15049679468708507,0.07634823590929525,0.16239482328761082,0.07212132390686808,0.6212844973226745,1.0516109786816752
12,870.2993348889103,0.9684765519301564,0.8518700119426266,0.26805067305193886,0.2726890417921211,0.8064052735153415,0.21989788133101182,0.7755562345722699,0.13778310505330166,0.03757194289212799,0.10031619189420811,0.09548325465053926,0.49680312999189197,1.039776662952217
13,795.2765611744741,1.0023933316628253,0.7195924005589152,0.17392608790321407,0.47503779746250685,0.7670583681473486,0.3643817177299012,0.7249001729896167,0.1509372618285145,0.07170090441403923,0.1558224188486016,0.06357555110226447,0.5957687487498278,1.0581572425122538
14,668.1905940599067,0.8395076205595006,0.7247749598798148,0.21107629639369274,0.9329898932760011,0.6060089341571052,0.5654002108035407,0.5563321941652131,0.20949170410555779,0.19545364265565196,0.2233224182298974,0.06450830941266832,0.8871154802990735,1.0892933044553228
15,743.9264513450677,1.10314324882884,0.7590742579098728,0.29081713372846707,0.3341043847138593,0.8265168028892057,0.27614288788496416,0.7719131924880762,0.15692569254281521,0.052429561952813536,0.1206283287244979,0.07116332585394122,0.5470989690628174,1.0707380194204583
16,885.4762432095822,1.0120353987657695,0.8493972213855749,0.22300913869522268,0.1901902141454721,0.8519824584042249,0.16203872621208532,0.8223305982080874,0.1321568262686319,0.025134935088817055,0.06428545124603212,0.09465547567457808,0.3979991732677349,1.0360583204136522
17,818.4279119302122,0.8031038593349699,0.7425878929696526,0.18856038053329183,0.6646379539918259,0.6870639574028174,0.4566487829097356,0.6528015619462849,0.1627354087122344,0.10816012908852304,0.18940722763244106,0.06785384745331632,0.6837685645593299,1.0524851615770978
18,894.854968284463,0.9857611625282584,0.8452494769577,0.25155683739022416,0.5462560279936217,0.6983851861810637,0.38149711781285384,0.6755773354100755,0.13233087407849053,0.07228653765504035,0.1697917595589419,0.09329704937526058,0.6535028326033815,1.0337605327703066
19,882.6058732946944,1.1559863474986725,0.8357401395563924,0.2092511506633568,0.5905075741515465,0.6955772619117023,0.41074364156645427,0.670913436655651,0.12410982551467369,0.07328779199304167,0.17758122762419953,0.09031527951385632,0.6724975892792177,1.0367615610427998
20,705.9743083264212,0.977566679218616,0.7452639197279372,0.3163280080338662,0.9064255287924937,0.6288012155599316,0.5699614743192738,0.5822037822111396,0.1791927107614044,0.16242484760766634,0.22043386883693403,0.06837636245549471,0.855784726617504,1.0800362944600268
21,753.6550155991195,0.8070817780292949,0.8585321519368063,0.18485573570027214,0.6596937675013541,0.6629616456380331,0.4373516657198517,0.6205446155709601,0.18030817575283128,0.11894817977368158,0.18866055527220332,0.09778414049429777,0.8093615951331857,1.0683545211782157
22,656.2427251085328,0.9598025901042258,0.895788090634605,0.1701387202207606,0.48132383679967805,0.7251092247201445,0.3490123541411399,0.6638853631153316,0.2013360768364821,0.09690785298913035,0.15713701149613804,0.11306644314299652,0.8434928747504234,1.0922205323484093
23,726.787487547488,1.1620352493553057,0.8608020323722065,0.19753975206124574,0.17306900834538808,0.8941780671166348,0.15475451136007184,0.8318422499073485,0.15782184229787274,0.02731406974173506,0.054852022114322954,0.09859290657817257,0.44521468330488684,1.0749370655508654
24,806.7845985152794,0.9345474847534839,0.801625317181819,0.1564239512135629,0.22005931165974046,0.861796991862324,0.18964645281965797,0.8166077379334717,0.15354135231312518,0.033788204301332024,0.07887269224825033,0.08087988495185004,0.42918072360364606,1.0553377733637563
25,821.5930581931608,0.8849482621209991,0.8572763027287205,0.16171817754202708,0.2939337845070172,0.801195178043511,0.23549833081110264,0.7618025938885407,0.154299561778746,0.04535385414140112,0.10781843332188867,0.0973422352358746,0.5437154768005877,1.0517097007426754
26,899.6400621212672,0.973230441034717,0.810889699063393,0.18653260977140274,0.6488818614869839,0.6764029070133203,0.43890557741801056,0.6550558266916864,0.13239079876656307,0.08590598794739614,0.18700804825391223,0.08327124156566068,0.6686244929647497,1.0325881847802894
27,831.5265170923547,0.9257906543466042,0.8486691335927634,0.27068351569445664,0.4502107086535272,0.7374697893997755,0.3320167964962404,0.7028368008719516,0.14867999852389285,0.06693732749804718,0.15045455286377366,0.09441433355077666,0.6431144590850308,1.049276003312373
28,789.4105983357897,1.0307043389743697,0.6496605878081598,0.23054647397339323,0.40908752921754377,0.8048116065879309,0.3292383916246585,0.7595468643469607,0.15024720790375887,0.061464259053183326,0.14087589550251486,0.052442642264102224,0.5278488549335564,1.0595944034077314
29,750.2256806447815,1.104444235394103,0.7447615222400018,0.3380632306478528,0.3643087720225926,0.8151392214517041,0.2969623687945225,0.762386135254969,0.15507306780861707,0.05649447890713352,0.12928315968542692,0.06827784819776377,0.560087564901683,1.0691947082420283
30,753.9258945712322,1.1147827241916166,0.7638073779962251,0.2594056292848895,0.14800614670466516,0.9342282846520006,0.1382715285538517,0.8745096344591743,0.15334585229481051,0.022696128711297642,0.039208361870188106,0.07215538059656144,0.31457997279567124,1.0682881558300479
31,749.649915679614,0.908293492968693,0.8998005368493347,0.21167101412646205,0.8960468813144771,0.5816432638335122,0.5211796325955922,0.5439294932361026,0.17117478199626635,0.15338062956743995,0.21928225485136657,0.11502962240617585,0.9483112711324847,1.0693357706584945
32,819.0584337601193,0.9363665636768361,0.7630603135122371,0.31810717598983873,0.8950314682278206,0.6264000581657885,0.5606477637581179,0.595250207801826,0.15056931325381442,0.13476427351161618,0.2191688691699749,0.07199748288139116,0.7734378995250542,1.0523306837287707
33,690.0984687515363,0.9358292564832679,0.7005669540640715,0.15840895921518894,0.6384139838667069,0.7174557643283649,0.4580337927530046,0.6619048228045957,0.18921141371123928,0.12079521242044391,0.18538167644607187,0.06029322196099299,0.7399668217843899,1.0839258751558736
34,863.705013248047,0.9526297551302071,0.8220107834952531,0.27554008272014796,0.43808386194370075,0.7459698489221213,0.32679735230936185,0.7163197472797957,0.14014848616686562,0.06139679006554381,0.1477240171686039,0.08630161559795937,0.5972389683465671,1.0413922717542283
35,685.2649498730743,1.0837295411103869,0.8563695506823721,0.28717089848029836,0.11609063563133626,0.9525428531979245,0.11058130529383368,0.8778306130990462,0.1776331888519784,0.020621549803047368,0.014920104167924575,0.09702558011220014,0.338878148474408,1.0851100872810966
36,704.0582235977478,0.8277919939534129,0.771115829872868,0.30129553576808243,0.1995212683617935,0.898700863392837,0.17930993614197777,0.8317409469474575,0.19548214740306225,0.03900284599194606,0.06907506529893546,0.07372696053483323,0.42397187241064443,1.0805057352185516
37,859.5844551483463,1.0222035913581933,0.8069907036425175,0.3442803697217292,0.1753128894229276,0.8801597810068739,0.15430335436216625,0.8443574961587886,0.13604800124978605,0.02385096819931406,0.05614021310337089,0.0822508461790963,0.3544620234214162,1.042401808488655
38,875.3060057444472,0.8504410783949637,0.7178876419910046,0.32028773926622284,0.9156288130640814,0.6200866103693045,0.5677691670493757,0.5970695616942151,0.14607102410194525,0.13374683842151897,0.22144408706472568,0.06327249273706124,0.7192637691114876,1.0385500285926104
39,776.5929183862863,1.03764185531017,0.8124442003795671,0.3165517336905428,0.20936005258389956,0.873149449860033,0.18280261473629947,0.8216062024770889,0.15290791345759344,0.03201280880197613,0.07388853233987443,0.08368394399347617,0.43549903435094967,1.0627347349953598
40,852.5173270573069,0.9925104602046467,0.7351870275324507,0.23477995039939964,0.5582904267214384,0.7278967106529358,0.40637776519955887,0.6971300906826243,0.1394060425762149,0.07782905899742201,0.17197091189869373,0.0664365733219081,0.6144684879736677,1.0441332548709596
41,886.2626383486509,1.0192815091168606,0.8859532614789418,0.1860580261231281,0.7517223809493698,0.6266962754273966,0.47110161629638464,0.6049976396520474,0.13155434073958786,0.09889234224498766,0.20171968955306965,0.1085573463791266,0.7764283660351617,1.0358656536045805
42,853.0598846521868,1.0716515325339446,0.7820766840679622,0.2629625562172364,0.8748374343208264,0.6336524644535269,0.5543428962535921,0.6069466141926257,0.13405973251347725,0.1172804724378267,0.21688678937609174,0.07618060199276892,0.754984357389266,1.0440003282602142
43,855.4116492911251,0.8489154884722399,0.8545762971092634,0.2328137238880885,0.3283271469962297,0.7788402488506803,0.2557143968709774,0.7464272816508618,0.1501389075517252,0.04929467916958863,0.11888403247025335,0.09640518543315185,0.5534606919710279,1.0434241459236742
44,867.4421420034814,0.9728099198534966,0.842509407053045,0.20268072239116888,0.10353638927999603,0.9302941732033108,0.09631929966169003,0.8941038231503956,0.13799717565006045,0.014287729297644648,0.0034752952171358043,0.09241947749105588,0.24392389629294758,1.040476675209147
45,773.8647982257361,0.8400913026571537,0.8263127866574729,0.20521502721388207,0.4992810819431308,0.7298454043255971,0.3643980031229059,0.6863299416329842,0.1707111643767709,0.08523285484980582,0.16079990416420997,0.08752496109508176,0.6881089050852508,1.0634031244346946
46,671.7583912728885,0.9146636993789011,0.8344470729775716,0.1803175823804639,0.6824436050142616,0.6705626107300064,0.4576211654543606,0.6160885570021458,0.19911153818144522,0.13588239591648027,0.19205097076412417,0.0899232167275314,0.86578376515599,1.0884191941381423
47,879.3564632011253,1.071934703903088,0.843306506787668,0.17179432586078314,0.325658643401849,0.7846683109499136,0.2555340176643691,0.7562647708873365,0.12942453589968822,0.042148218784006375,0.11806795406507016,0.09267318271673408,0.5305126432296444,1.0375576665157242
48,873.6347130601478,1.0860422454472356,0.7918661479131933,0.28275334722434,0.47278049887417906,0.7438895676843136,0.35169648091708716,0.7159947727022086,0.12954242002354466,0.061245129964099886,0.15534610332171558,0.07847869433013455,0.5915595389869033,1.0389594953002637
49,661.1391579044133,1.1137766168282917,0.8036139708646062,0.24456089282254492,0.9097836538314317,0.6207015854268417,0.5647041563285946,0.5689181406470063,0.18480438172304092,0.1681320056480468,0.22080366422150646,0.08138365101702359,0.9383928949832723,1.0910209063134186
50,734.0399162462747,0.9177286976924944,0.8618388975238329,0.3093975309517971,0.5634818295835103,0.7025791578449909,0.39589058928973736,0.6546824457440072,0.17519256892574228,0.0987178292677125,0.17289649013347666,0.09896674327348261,0.7831210512612419,1.0731602205196626
51,682.6836848644625,0.886028588586021,0.796868397122642,0.22700824756808233,0.8528258724993741,0.6232409408976254,0.5315159991983482,0.5740227931578421,0.1975408816962764,0.16846797478692258,0.21433852052599311,0.0796950609976656,0.8924921235453693,1.0857424972082066
52,887.488752333051,1.1222547701099672,0.7132636268986672,0.3077372858462848,0.41629750612361516,0.7783711845990137,0.3240339829870535,0.7516389530557395,0.12517843669932832,0.052111471018383204,0.14262299776198653,0.06245960229901914,0.512650679653289,1.0355652556784025
53,691.7750219414085,0.813357281946343,0.715715013828306,0.33071186073945635,0.31508792898010884,0.8421328133855845,0.2653458840958563,0.7772229460697738,0.2022459175703835,0.06372524731193394,0.11476815535047198,0.06288890357636444,0.5341690109176152,1.0835151196243549
54,701.628291232446,1.187928314096416,0.6075012338551776,0.3071564300787508,0.3892329601667833,0.8346101210145795,0.324857767987662,0.772000088815271,0.16398680257854642,0.06382906859593351,0.13590078477030337,0.046761094267234266,0.5436656096072829,1.0811010686480507
55,659.3719892174148,1.1671210160838335,0.641892699062875,0.26035585674513906,0.34664878668659305,0.8529582567026837,0.2956769447802969,0.7814881470465462,0.18126496821533328,0.06283528130062914,0.1243141939283488,0.05134613071007149,0.5465178979971995,1.0914538626417332
56,666.2982005461728,0.8199689942653516,0.6346670096509016,0.164273402777876,0.7845023039679306,0.6664201043039966,0.522808107237034,0.6115309564115242,0.21287585959260547,0.1670016023095527,0.20598793230422904,0.05034730194840936,0.7916354910475403,1.0897569408661876
57,771.3915505708572,0.9371568365395919,0.7255106730396021,0.33578934711452463,0.9196766314643324,0.628218267655022,0.577757660221329,0.5904256695762872,0.16229994201078496,0.1492634639553352,0.22188519347300018,0.06464214502678255,0.7958480106906953,1.06400907011014
58,828.9191200306442,1.1538729509686751,0.6958944082762875,0.22622186520165655,0.6523409636688052,0.715649860452004,0.46684771961670624,0.681626594675822,0.13368196418268508,0.08720622134007149,0.18753971896599256,0.05951901483442406,0.6504009506098257,1.049914815592492
59,805.9064868243161,0.9926799352049364,0.720197354531386,0.347236062321739,0.8390112635059519,0.6540010400105687,0.5487142389134738,0.6195814850811099,0.1491790915497357,0.12516293808981382,0.21270539453067033,0.06368353809698961,0.743132505902277,1.0555529107280424
60,758.7450494720113,1.0909169908958274,0.6808685079757378,0.17003386524746597,0.41718792299746654,0.8030357037032336,0.335016797320761,0.7525349898091956,0.15371369525136735,0.06412749725818348,0.1428366588966575,0.057107603021282385,0.5621642267116878,1.067107462879357
61,750.7432000308486,0.8066148498242683,0.8444376004907688,0.22183868047783628,0.6223763492021324,0.6803638221803181,0.42344235177779516,0.6364084189625312,0.18129094724576397,0.11283119789021495,0.18283747868001965,0.09303541724188907,0.7817072948277927,1.0690679159924419
62,668.490796817739,0.8699987315002337,0.866908117598268,0.2717375055765601,0.955255645153437,0.5662551132493965,0.5409183935284847,0.5198722395224536,0.20564964397337313,0.19644798332935917,0.225680880992987,0.1008357772079112,1.0060275326146595,1.0892197547796538
63,899.6875085978293,0.9487440461332377,0.6896409192249824,0.32167121103181934,0.9987502843337088,0.6100288865192838,0.6092665238629105,0.5907832018642684,0.13408051047238032,0.13391294795789865,0.2301334595781923,0.05850126633815705,0.714003800167303,1.0325765603935317
64,807.4103085581144,1.1180562890046088,0.8345237576445823,0.2210679416439094,0.6168433422313785,0.6967864661682603,0.42980809261282105,0.6603456391474237,0.14024166222275222,0.08650713564556653,0.18194449032983684,0.08994638225959811,0.7300210907406974,1.055184474403262
65,858.2642353160534,1.0752455505044223,0.6063491441946115,0.2173411337795067,0.23002812693514482,0.8822397070461561,0.20293994731963816,0.8460902779509749,0.13288752681788862,0.030567868886962744,0.08330314064805354,0.0466145457663944,0.33314740060375125,1.042725262347567
66,708.2430530195097,1.1621957909965301,0.6110679866732305,0.19396014239238474,0.3786124170144083,0.8371876416284153,0.3169696364915266,0.7755468290967155,0.16359999428416588,0.061940989259471425,0.1331342849434757,0.04721753617885782,0.5331720101865928,1.0794804520102201
67,804.2210179915987,1.0136406760343462,0.6654808448560158,0.18284821344463087,0.31311823113650694,0.8407261478990207,0.2632466843003507,0.7961679323508832,0.14801303288385168,0.04634557904174127,0.11414106684884645,0.05475305680244973,0.45481946239935145,1.0559658505920582
68,775.6324066754139,0.9084711142844814,0.8842807504823167,0.2427730442857695,0.15291641489017338,0.8876394446255127,0.13573464158723797,0.83505592276147,0.1636781356933558,0.02502907370613529,0.04247212782164445,0.10782941421123099,0.4157840569834798,1.0629700603645236
69,832.3166014591584,0.9315381152835959,0.7960466796174743,0.20591887410464638,0.6136693675599879,0.6973059379298782,0.4279152939252525,0.6646817411415923,0.14805151126333502,0.09085467728327122,0.1814286107805629,0.07949320664879378,0.6847855041937303,1.0490824326425061
70,843.0381262018661,1.1712034967098215,0.6783381433299231,0.21697139019979622,0.5178397782573457,0.7579559582365113,0.392499745342029,0.7243077636968215,0.1300352206958732,0.06733740985079599,0.1644495700042185,0.056712720989016877,0.5748618279374362,1.0464556590805427
71,881.7937094339973,1.1605547427242628,0.6269634840301914,0.17638596515076216,0.5459582595975745,0.7502234619507939,0.4095906955959226,0.7234831337852169,0.12399463845878585,0.06769589701238919,0.1697372339211055,0.049303948304382,0.5502432792631986,1.0369605411886706
72,676.6548182013559,0.938232349339479,0.6445156134652433,0.2772080710263771,0.9545458885652456,0.6242512182000598,0.5958764337647131,0.5741721687954859,0.19448839792622877,0.1856481006141231,0.22560655320464496,0.05171369752183983,0.8471045325568736,1.0872195695406677
73,899.1834425735954,0.9500964529987659,0.7797037911343837,0.3212535307048162,0.2057158655167456,0.8573483415519747,0.1763701561317109,0.8302007306942579,0.13406855871209628,0.027580029594041506,0.07213257370924446,0.07563911171420828,0.3657041277921647,1.032700056569469
74,822.3911027629913,0.9635374646900273,0.6618438480840492,0.23055072374948837,0.16836425826842516,0.9203386744572992,0.1549521382807488,0.8752508450358321,0.14769859995855159,0.02486716522930639,0.052095965023178065,0.054212375113283265,0.28153244420451334,1.051514179823067
75,823.8517871473264,0.9010970674993812,0.6934216935134634,0.17421625964829254,0.8781932025009025,0.6409348026545724,0.5628645869375029,0.6097426189110671,0.15240127391238928,0.1338377628023384,0.21726964318464206,0.05911410350735211,0.7309622596810799,1.051156312148905
76,773.3610698206846,1.0288587511145602,0.7708298049284564,0.23209862290826833,0.27327692389432556,0.8471398653940928,0.2315037765231507,0.7965385302671026,0.1543877470159753,0.04219060859150107,0.10053154683072717,0.07366451707761108,0.4829301286567798,1.0635265378939323
77,836.2831871246,0.8508225061430698,0.6311621370836431,0.29202900751930067,0.28795331840678545,0.8481230702469817,0.2442198524949696,0.8091923264084241,0.15403477052699277,0.04435482332327528,0.10576281921447064,0.04986990636974516,0.40699545549529187,1.048110619154473
78,726.6931878382081,0.9900909868006961,0.7348053950188639,0.29171582501299986,0.6610886140990249,0.7066723050996967,0.46717301480052176,0.6573939439732692,0.1710081261579194,0.11305152512141015,0.188871770554245,0.06636456820428706,0.7406284725178502,1.0749601689796389
79,811.0990405704664,1.0856217322621828,0.6877838182270396,0.2144666623600947,0.4941979731059988,0.7663613644354305,0.3787342329707374,0.7269044562325658,0.14152182277317363,0.06993979796476879,0.1597766006194185,0.058202972040618,0.5832792677214106,1.0542807350602357
80,726.8655432583815,1.1939751475883453,0.8442155779264289,0.1829309376512059,0.10503474029368257,0.960690602774898,0.10090588796504278,0.8937338984920911,0.15567359219050575,0.016351135326314423,0.004912096938718592,0.0929641068617653,0.28396195398969554,1.0749179419016963
81,660.6958170618169,0.8976253804171701,0.6342873857510569,0.2566676229785144,0.8721957004546228,0.6445206555457698,0.5621481446212153,0.5906912432345555,0.20606514357300948,0.17972913223794343,0.21658436398677489,0.05029537304936665,0.8291444783387505,1.0911295248198547
82,834.1875552283068,0.8862436252328761,0.7197897768077357,0.2515788419062555,0.829185264553002,0.6479645184459047,0.5372826306485261,0.6179188042491863,0.15137923392418054,0.1255214301292524,0.21152734237366674,0.06361075802024088,0.7208758806527717,1.0486240489690648
83,859.7804007765412,1.1638873247631103,0.7527735751508625,0.2888549492871726,0.20062033411054345,0.877284833771513,0.17600117646135352,0.8416382539674728,0.12746479534283048,0.025572029829010693,0.06962440508558691,0.06987253312363671,0.35723272337030215,1.0423538018097473
84,791.3222399884955,0.8994767237884541,0.7295150655079833,0.2768101016613439,0.331287344068403,0.8208479741613648,0.27193654524384764,0.775023872965028,0.16034280195559494,0.05311954100035498,0.11978159217682971,0.06537694386426912,0.5046603539405773,1.0591260512028184
85,663.0462644491903,0.8040935425635031,0.6066478606633564,0.15166994750275392,0.19931955090208792,0.9317635631948631,0.18571869496292934,0.8543949673631919,0.21655520705053707,0.043163686614821714,0.06897391342723028,0.04665250197303324,0.3583273418014783,1.0905536652099483
86,709.8721786425325,0.8884886056729197,0.896038978253969,0.21120122104178862,0.2146787050234592,0.8494585379729223,0.1823606589031479,0.7872053062123768,0.18650468050719463,0.040038583292098535,0.07639723291775959,0.11318696204979889,0.5595367321043788,1.0790813162325794
87,786.3906360419395,1.1431829821590034,0.8034181130363025,0.20921641782709005,0.6054545438123095,0.7121215248215634,0.4311572129497659,0.6716009552243871,0.1433601080134286,0.08679802879815382,0.18008093020355712,0.08133381034645039,0.715817389839166,1.0603342941697247
88,828.7139935501023,1.0912417969470969,0.7999615365893067,0.32416208495512355,0.883094912509694,0.630245872605484,0.5565669237281357,0.6002541319369296,0.13750579559285606,0.12143066852864907,0.2178262497525324,0.08046228069355939,0.7854134834894186,1.049965071580225
89,794.7341398517508,0.971942547644485,0.79247108866953,0.3136424002740926,0.10508689435706625,0.95858225473203,0.10073443213558321,0.9057839833923068,0.15341505251038748,0.01612191141594286,0.004961738723146356,0.07862423086520187,0.22709053728840525,1.058290135736321
90,897.9992522537127,0.8731575089316798,0.7410746956979929,0.32440594696857333,0.30253635913977944,0.8123542703137364,0.24576670327237002,0.7864104456432697,0.14005589961297626,0.042372001944956286,0.11070312797633071,0.06756078296281685,0.44161211031034975,1.0329901831978403
91,769.1988059750958,0.8530328720724717,0.7185228976164577,0.1854270909586005,0.4272649738940413,0.7829845485144377,0.33454187268045893,0.7355100985313747,0.17074443592902733,0.07295311695976867,0.14522341825416082,0.06338520880773431,0.5806427145980451,1.0645462925361016
92,743.3660541981806,1.1972683158393331,0.8984439087911317,0.17295725573212248,0.7533719013955125,0.6409830413202502,0.48289861260171524,0.5985599175846741,0.15078368782657395,0.1135961935973334,0.2019388812842348,0.11435720051962711,0.9027538717365254,1.0708753167214455
93,662.9363699172753,0.8120768061348755,0.6316001682734893,0.34309713140158676,0.9467771931052277,0.611791641293883,0.5792303729094628,0.5609779297898095,0.21554201738023782,0.20407026621149976,0.22478936029640872,0.049929321568475946,0.8514557095602534,1.0905805893702674
94,698.4819550701701,0.8646689342214846,0.672160525954784,0.2531093988150284,0.6127341688318689,0.7263012254233098,0.44502957768131957,0.6713375320312688,0.19344936465351778,0.11853303566202635,0.1812760999826669,0.05576155993980522,0.7077915138107708,1.0818719210078083
95,705.3983576098618,1.102649115235978,0.6928659508207953,0.334426265105882,0.6910504358110575,0.7111184059388762,0.49141868433732494,0.6583348294163194,0.16891847353743605,0.11673118475458377,0.1933042624712288,0.05902354922089495,0.7481223314504467,1.0801774023855837
96,759.087798575903,1.1159648006811382,0.8453743878139994,0.20809632112178872,0.40574308945247595,0.7720033813519274,0.31323503701748895,0.7235111401558768,0.15188843943699376,0.06162768466928113,0.14005499887211542,0.09333742445557977,0.6559893444222756,1.0670234893489037
97,883.9887884321508,0.8658964153453088,0.6126451250888802,0.2408110645219098,0.821088910219266,0.6609201826184836,0.542674232488129,0.6376936290112729,0.14314618143657076,0.11753574211780321,0.21054612126304104,0.047420700834795125,0.6467972898362175,1.036422746834123
98,842.9170265776864,1.167812251565133,0.7599601993107121,0.17001293431330666,0.6298200769024145,0.7090798027932873,0.4465926959252171,0.6775821729077418,0.13024608456503386,0.082031598996988,0.18402640003898735,0.07134752665920416,0.6638593351415599,1.0464853284884668
99,844.5989035883028,0.8373312481079306,0.6517972203292769,0.15245813223113416,0.6342873215021293,0.7112580158262312,0.4511419417553392,0.679931355825532,0.153453412407445,0.0973335539312799,0.1847331854279409,0.05274851343541388,0.6164185282258686,1.0460732686208658
