Current_Density_A_per_m2,Voltage_V,Power_Density_W_per_m2,Anode_Overpotential_V,Cathode_Overpotential_V,Ohmic_Overpotential_V,Ni_Oxidation_Risk_V
7100.0,-2496.6875262622266,-17726481.43646181,0.5126950730458835,0.2931243317134036,2497.2229507216557,2.81039605356078
7200.0,-2531.8614195010537,-18229402.220407587,0.5133417752790693,0.29344768283013956,2532.395104957172,2.8101179866749244
7300.0,-2567.0353083711702,-18739357.751109544,0.5139795571966321,0.29376657378905807,2567.5672591926877,2.809830999473445
7400.0,-2602.2091934577165,-19256348.0315871,0.5146086615396381,0.2940811259606927,2602.7394134282044,2.8095353346974092
7500.0,-2637.3830753395982,-19780373.06504699,0.5152293212737461,0.294391455827873,2637.9115676637207,2.8092312253124754
7600.0,-2672.556954590708,-20311432.854889378,0.515841760107149,0.2946976752446959,2673.083721899237,2.808918895026837
7700.0,-2707.730831781118,-20849527.40471461,0.5164461929746595,0.29499989167856794,2708.255876134753,2.8085985587753055
7800.0,-2742.9047074782657,-21394656.718330473,0.5170428264905623,0.2952982084366316,2743.4280303702694,2.808270423172166
7900.0,-2778.0785822481243,-21946820.79976018,0.5176318593726192,0.29559272487776805,2778.6001846057857,2.807934686935182
8000.0,-2813.2524566563757,-22506019.653251007,0.5182134828394049,0.295883536611265,2813.772338841302,2.8075915412829255
8100.0,-2848.426331269582,-23072253.283283614,0.5187878809829631,0.2961707356831442,2848.944493076818,2.807241170307442
8200.0,-2883.6002066563738,-23645521.694582265,0.5193552311185964,0.2964544107510574,2884.1166473123344,2.8068837513240332
8300.0,-2918.7740833886487,-24225824.892125785,0.5199157041134564,0.29673464724858045,2919.2888015478507,2.8065194551998514
8400.0,-2953.9479620427956,-24813162.881159484,0.5204694646954565,0.2970115275396703,2954.460955783367,2.80614844666281
8500.0,-2989.1218432009487,-25407535.667208064,0.5210166717439035,0.2972851310639804,2989.6331100188836,2.805770884592215
8600.0,-3024.2957274522782,-26008943.256089594,0.5215574785631334,0.2975555344736789,3024.8052642543994,2.805386922292403
8700.0,-3059.469615394327,-26617385.653930645,0.5220920331403269,0.2978228117623565,3059.977418489916,2.804996707750555
8800.0,-3094.643507634396,-27232862.867182683,0.5226204783885946,0.29808703438656825,3095.1495727254323,2.804600383879781
8900.0,-3129.817404790998,-27855374.90263988,0.5231429523763245,0.2983482713805086,3130.3217269609486,2.804198088748469
9000.0,-3164.991307495376,-28484921.767458383,0.5236595885437182,0.29860658946427837,3165.493881196465,2.8037899557968204
9100.0,-3200.165216393107,-29121503.469177276,0.5241705159073623,0.2988620531461709,3200.666035431981,2.803376114041423
9200.0,-3235.339132145797,-29765120.015741333,0.5246758592536199,0.29911472481936796,3235.838189667497,2.802956688268639
9300.0,-3270.5130554328816,-30415771.415525798,0.5251757393215687,0.29936466485340835,3271.0103439030136,2.802531799217546
9400.0,-3305.6869869535435,-31073457.67736331,0.5256702729761549,0.2996119316807654,3306.18249813853,2.8021015637530904
9500.0,-3340.86092742877,-31738178.810573317,0.5261595733721859,0.29985658187884284,3341.3546523740465,2.80166609503008
9600.0,-3376.0348776035516,-32409934.824994095,0.5266437501097357,0.3000986702476778,3376.5268066095623,2.8012255026485873
9700.0,-3411.2088382492657,-33088725.731017876,0.5271229093814984,0.30033824988361724,3411.6989608450785,2.800779892801309
9800.0,-3446.382810166236,-33774551.53962912,0.5275971541125839,0.3005753722492164,3446.8711150805952,2.800329368413352
9900.0,-3481.556794186518,-34467412.26244653,0.5280665840932182,0.30081008723958813,3482.043269316111,2.7998740292749447
10000.0,-3516.730791176929,-35167307.91176929,0.5285312961047732,0.30104244324541873,3517.2154235516273,2.799413972167458
