Sample_ID,Mix_ID,Temperature_C,Replicate,Analysis_Type,Measurement_Scale,C3S_Alite_Percent,C2S_Belite_Percent,C3A_Aluminate_Percent,C4AF_Ferrite_Percent,CSH_Gel_Percent,Portlandite_CH_Percent,Ettringite_Percent,Monosulfate_Percent,Calcium_Silicate_Hydrate_Dehydrated_Percent,Calcium_Oxide_Percent,Silica_Polymorphs_Percent,Spinel_Phases_Percent,Unreacted_Silica_Fume_Percent,Fly_Ash_Remnants_Percent,Total_Crystallinity_Percent,Amorphous_Content_Percent,Crystallite_Size_CSH_nm,Crystallite_Size_CH_nm,CSH_d_spacing_001_A,CH_lattice_parameter_a_A,Thermal_Expansion_Coefficient_1e6_K,CSH_Peak_Intensity_Counts,CH_Peak_Intensity_Counts,Peak_Broadening_FWHM_deg,Microstrain_Percent,Carbon_Black_Residue_Percent,Zinc_Oxide_From_Rubber_Percent,Sulfur_Compounds_Percent,Rietveld_Refinement_Rwp,Rietveld_Refinement_Rexp,Goodness_of_Fit_Chi2,Background_Fit_Quality,Scan_Range_2Theta_deg,Step_Size_deg,Count_Time_sec,Radiation_Type,Measurement_Uncertainty_Percent
C-0-400-XRD-R0,C-0,400,0,XRD,Bulk,0.5735849455439169,0.1992393023833341,0.08665734376930201,0.12180754455612734,0.03522636479033131,0.12114023154749896,0.0136,0.008,0.011384126616569795,0.0,0.0,0.0,0.0264,0.0168,54.64204834068857,45.35795165931143,6.693235194900537,20.098259898338505,12.67018679368359,3.598270346678118,12.013783179577466,3845.3718398726655,1937.8653098753427,0.15976005373783297,0.20023539573607813,0.0,0.0,0.0,12.02596908735565,11.571433172374487,2.477392879116323,0.9090062927373759,5-70,0.02,2.0,Cu_Ka,5.260626290311232
C-0-400-XRD-R1,C-0,400,1,XRD,Bulk,0.5868412707576398,0.18886132022143254,0.08578607318049777,0.12220608336905446,0.0397138010289224,0.10991649654392269,0.0136,0.008,0.012807368446158682,0.0,0.0,0.0,0.0264,0.0168,53.76037884148598,46.23962115851402,7.415753187949449,22.1132620703883,12.739000457311434,3.5999565440559236,11.24635302828306,4025.044232056994,2163.7350295163233,0.19087175327883568,0.16238200548722267,0.0,0.0,0.0,14.981967814367625,10.185485453757193,2.2093114512864345,0.9015919523863296,5-70,0.02,2.0,Cu_Ka,6.628032485042484
C-0-400-XRD-R2,C-0,400,2,XRD,Bulk,0.5550009191054486,0.20723753520898544,0.07351693234138057,0.12316033682142943,0.0408810003107924,0.11227879747718371,0.0136,0.008,0.01273814947303195,0.0,0.0,0.0,0.0264,0.0168,54.197990367389515,45.802009632610485,6.265620435612855,21.666020746285213,12.618163818290434,3.5895353342135947,11.197686759825922,3795.3514323802196,1820.6448732282827,0.15496746660741517,0.12159758288433822,0.0,0.0,0.0,9.632105989756232,9.879858773424129,2.349469433963468,0.8860518731333947,5-70,0.02,2.0,Cu_Ka,6.32797523151595
C-0-400-XRD-R3,C-0,400,3,XRD,Bulk,0.5678760049602402,0.18135281772691936,0.07800239833327095,0.12018617318061642,0.03976091384365589,0.11489113339808202,0.0136,0.008,0.013333999615014497,0.0,0.0,0.0,0.0264,0.0168,53.24752268148945,46.75247731851055,6.783146553675014,20.977720490825142,12.696938675803757,3.596553504855123,11.507006470972346,3797.3223126240264,1959.4189597537336,0.163950878320159,0.19641052405716058,0.0,0.0,0.0,14.833087030876971,9.643275616196195,1.3885052992442835,0.8993580370277033,5-70,0.02,2.0,Cu_Ka,3.0379334202735007
C-0-400-XRD-R4,C-0,400,4,XRD,Bulk,0.5612998516224829,0.21286274003895198,0.08207904126276869,0.1268660695004028,0.04027926984729675,0.12842430182921913,0.0136,0.008,0.011592526320250056,0.0,0.0,0.0,0.0264,0.0168,57.68012093247945,42.31987906752055,7.412248055475071,21.31265212946688,12.57167695500466,3.5954768324268827,10.670180110347975,4216.886219808569,1998.4005720286661,0.18330672858174335,0.14128132259615664,0.0,0.0,0.0,8.431840157487978,8.309429811974317,1.7327722111201163,0.8915662788484432,5-70,0.02,2.0,Cu_Ka,4.031786550313002
C-0-600-XRD-R0,C-0,600,0,XRD,Bulk,0.5322653979510484,0.18653502295808413,0.07845523950612604,0.12971048096441865,0.024567019782285964,0.049770730601763354,0.007199999999999998,0.006,0.015447858850604011,0.06989625538574733,0.0,0.0,0.0228,0.0136,44.67591925110814,55.32408074889186,5.81332185703515,17.348373550502522,12.70234111251825,3.5993624934066086,11.583662235491007,3123.0668226175344,1023.9954812759886,0.20492467336017955,0.27467642055415453,0.0,0.0,0.0,9.193614509812772,9.955985920229619,2.13051959426337,0.8723090854671719,5-70,0.02,2.0,Cu_Ka,3.4468491284096743
C-0-600-XRD-R1,C-0,600,1,XRD,Bulk,0.511783491102929,0.1898727302337978,0.07469171388788653,0.12417598624694597,0.025588332659375556,0.04836279930734747,0.007199999999999998,0.006,0.01513353683315688,0.07720198506865043,0.0,0.0,0.0228,0.0136,43.07355737922495,56.92644262077505,5.1932083108061295,17.56371799391725,12.848932135662816,3.605927402595208,12.40324631307937,3404.880469322632,989.8824058592893,0.23139752767192967,0.2647545565717143,0.0,0.0,0.0,11.668177682333607,7.2367144695628784,2.2896244738702847,0.979960637255679,5-70,0.02,2.0,Cu_Ka,4.289614040482598
C-0-600-XRD-R2,C-0,600,2,XRD,Bulk,0.5876560367986363,0.21491944545569633,0.08793718062011328,0.11622528311467151,0.02733141524731335,0.04539656643496305,0.007199999999999998,0.006,0.017055321092300256,0.07494973300040889,0.0,0.0,0.0228,0.0136,46.56926506723288,53.43073493276712,5.511488483639647,16.035656360297487,12.851030717574812,3.600649809357846,11.323481535243776,3137.305787262451,1076.4470703228499,0.2075054472116012,0.301542757633236,0.0,0.0,0.0,10.223348473757095,8.630559672590946,1.9934904410615697,0.9140879210192314,5-70,0.02,2.0,Cu_Ka,6.351668024753801
C-0-600-XRD-R3,C-0,600,3,XRD,Bulk,0.5940153085470807,0.198787354134704,0.0758359676855784,0.13068461806702342,0.027222200943864804,0.04934522002611724,0.007199999999999998,0.006,0.017456736905500595,0.0658941376665157,0.0,0.0,0.0228,0.0136,43.413529353482396,56.586470646517604,5.511150931831333,15.83517387977024,12.764344071424013,3.6055255677163704,11.78991218824262,3461.898901252205,923.3065641184253,0.22620329743873077,0.31432202504026063,0.0,0.0,0.0,13.508039066183258,7.846966735556004,1.4894490855794977,0.9111723633323953,5-70,0.02,2.0,Cu_Ka,6.690584965531672
C-0-600-XRD-R4,C-0,600,4,XRD,Bulk,0.5277110621281976,0.21622314003890486,0.07285845293983725,0.11000456892043071,0.02703251733070329,0.045029689549902475,0.007199999999999998,0.006,0.01602971363367837,0.06676377092612035,0.0,0.0,0.0228,0.0136,46.063519375450426,53.936480624549574,5.826266194771729,18.546752399856445,12.834566744788491,3.6054468414447918,12.447984971640663,3261.440978355374,960.0184218387609,0.23705856686580262,0.3141213809704937,0.0,0.0,0.0,10.100874496649823,10.656599578139895,1.606016818837885,0.9752261812193433,5-70,0.02,2.0,Cu_Ka,6.931956838899939
C-0-800-XRD-R0,C-0,800,0,XRD,Bulk,0.5683475866162816,0.18454535559000917,0.07621134159893268,0.12037000709318534,0.02140578980039193,0.011243727592660879,0.003999999999999999,0.005,0.014734091068844588,0.09880871363688315,0.08615521551351529,0.050069675623600464,0.020999999999999998,0.012,38.16943697057557,61.83056302942443,4.712321533993535,15.579771047518506,12.845490552884469,3.606411146800276,12.293742475338215,2938.3425493097516,548.4744662831746,0.25635304162366357,0.3988887571588088,0.0,0.0,0.0,11.149495028688474,6.82120114730276,2.0696335381709017,0.974813299637068,5-70,0.02,2.0,Cu_Ka,5.788824375465177
C-0-800-XRD-R1,C-0,800,1,XRD,Bulk,0.5833653239726112,0.19690995215882462,0.07354341046631763,0.1120531700772416,0.02193061931774191,0.011983642360786301,0.003999999999999999,0.005,0.014438465888567203,0.11783593326379334,0.08538029437266939,0.04997779911971052,0.020999999999999998,0.012,40.19383256814757,59.80616743185243,4.601702283674761,15.34670874639584,12.753271937983179,3.607018945353659,11.692915867747157,3239.2783165614724,500.4486188831838,0.2230823917047991,0.34471742868344274,0.0,0.0,0.0,8.151821998134025,10.127897424045305,1.8833009782029355,0.9638828763628767,5-70,0.02,2.0,Cu_Ka,4.994131611890422
C-0-800-XRD-R2,C-0,800,2,XRD,Bulk,0.5194001530038195,0.21220589492417666,0.07670918166772198,0.13045655477165302,0.019001695551408966,0.011202529566888698,0.003999999999999999,0.005,0.015978636772834207,0.09829112654815725,0.07993623272408731,0.045364117284826165,0.020999999999999998,0.012,38.86042752317915,61.13957247682085,4.509352638395182,14.388170734294567,12.55797825285403,3.6014091735508607,12.615515162871421,3126.199794688582,517.5539162163296,0.22885966991889284,0.33937619212832726,0.0,0.0,0.0,11.28105994258863,7.1740862984495255,1.3209692940218494,0.9727104629528543,5-70,0.02,2.0,Cu_Ka,5.972037635507659
C-0-800-XRD-R3,C-0,800,3,XRD,Bulk,0.5294263669970531,0.191814096248207,0.08632349578756157,0.11226163763543164,0.02014014915862618,0.012512410260430335,0.003999999999999999,0.005,0.015668449126290212,0.0980618905989307,0.08642893019907798,0.04727758813719521,0.020999999999999998,0.012,40.09247586735822,59.90752413264178,5.315441246487971,15.167056628371853,12.600116246740079,3.6030589120799053,13.322390823108195,2999.0130553803792,532.2283221095095,0.2691234687112129,0.3183328521784883,0.0,0.0,0.0,11.078913212785437,11.782401279769756,2.0136387644925464,0.9733774405033463,5-70,0.02,2.0,Cu_Ka,5.889765612994303
C-0-800-XRD-R4,C-0,800,4,XRD,Bulk,0.5747133446633891,0.20367428694760825,0.07427533751703563,0.1204731429812709,0.01901066480201389,0.013196814130443085,0.003999999999999999,0.005,0.01525427820832391,0.10218281421876728,0.08017518101151407,0.05123883155124044,0.020999999999999998,0.012,38.085411653018056,61.914588346981944,4.62953317899247,15.93312882548254,12.682771184759533,3.603729963990404,11.673878216529511,2834.1548766674064,545.7725276445104,0.2453471712663571,0.3362024526857741,0.0,0.0,0.0,9.78089314594911,8.453351008232348,2.320976446973667,0.8964637575120257,5-70,0.02,2.0,Cu_Ka,5.2696161680263955
C-10-25-XRD-R0,C-10,25,0,XRD,Bulk,0.5538342556631075,0.19605178194515202,0.08223203042901947,0.11935897769524527,0.045212304916739735,0.1275451945835505,0.02,0.01,0.0,0.0,0.0,0.0,0.03,0.02,64.42017747937167,35.579822520628326,8.37687757924885,23.15675042359285,12.603465736986822,3.58643249508366,10.595882816551246,4812.895198075037,2798.013907028176,0.16877221539387968,0.03455587528774449,0.0,0.0,0.0,11.779820612081078,7.177981343949363,2.4382693774010207,0.9666276057534782,5-70,0.02,2.0,Cu_Ka,3.131828779461725
C-10-25-XRD-R1,C-10,25,1,XRD,Bulk,0.5568157978053428,0.21157235160986457,0.07592627135894411,0.12057350957742585,0.0490599188240938,0.11271711034123383,0.02,0.01,0.0,0.0,0.0,0.0,0.03,0.02,63.88105543053975,36.11894456946025,8.603117786883995,26.823013502118464,12.382618196069021,3.591866953149982,11.55903368127947,4552.8372377929845,2875.771902654596,0.1585351398073019,0.046090631176886714,0.0,0.0,0.0,9.866111868641523,6.2938283057131255,1.3126795452003694,0.9542272229379853,5-70,0.02,2.0,Cu_Ka,6.6455470368517044
C-10-25-XRD-R2,C-10,25,2,XRD,Bulk,0.5117456632673495,0.18997047829165944,0.08243599047569712,0.13090252262621874,0.047995897091332715,0.12852512702966404,0.02,0.01,0.0,0.0,0.0,0.0,0.03,0.02,64.61636108089179,35.38363891910821,8.724701424682019,24.793451085257598,12.639349529704752,3.584687709147361,10.8909251787915,4916.980023589556,3175.4630204397636,0.17910657869764393,0.09482283332893204,0.0,0.0,0.0,8.068676278601188,9.527070578715968,2.325775207671853,0.9349046298549224,5-70,0.02,2.0,Cu_Ka,6.203317031333347
C-10-25-XRD-R3,C-10,25,3,XRD,Bulk,0.5934567214233885,0.21003804063412235,0.08347227842183626,0.13115390139273406,0.05363684657891574,0.12756906886998656,0.02,0.01,0.0,0.0,0.0,0.0,0.03,0.02,63.7208968064531,36.2791031935469,7.349324980993318,24.05549593407624,12.543996469173855,3.585579795239223,10.390932334870294,4872.538574860197,2944.0244825830746,0.16487103186151228,0.03758094694214478,0.0,0.0,0.0,12.663376252550467,8.149939572791956,1.2264471175985194,0.9070731980894233,5-70,0.02,2.0,Cu_Ka,3.896608264714351
C-10-25-XRD-R4,C-10,25,4,XRD,Bulk,0.49816878515630825,0.19883371806136196,0.0752952729471727,0.11886580355615363,0.04777749986610287,0.12248901288673039,0.02,0.01,0.0,0.0,0.0,0.0,0.03,0.02,64.1810027152131,35.8189972847869,7.466477519656933,23.91398641465277,12.670412962953284,3.578288626730399,10.322939382161325,5206.167043225188,2821.992774364906,0.1561206656472702,0.08971278355804041,0.0,0.0,0.0,10.216241479587413,7.960775862450247,2.3929492846893266,0.8517200392018816,5-70,0.02,2.0,Cu_Ka,3.775864605934279
C-10-200-XRD-R0,C-10,200,0,XRD,Bulk,0.5414125493219801,0.20802886269240775,0.08236105865671578,0.12406588500401157,0.05380022028410665,0.11090472989503815,0.0184,0.0095,0.0,0.0,0.0,0.0,0.029099999999999997,0.0192,59.481966161701024,40.518033838298976,7.0230964890977425,22.170918368898416,12.449215689801022,3.5843438142787107,10.071225698787153,5067.999549625158,2954.318189191719,0.15421485812212743,0.06896475079681758,0.0,0.0,0.0,11.57932235720947,11.72097744936565,1.8961600819532065,0.9793595180596453,5-70,0.02,2.0,Cu_Ka,3.5685239747682185
C-10-200-XRD-R1,C-10,200,1,XRD,Bulk,0.5898449062656369,0.19988812010691864,0.07236342577999469,0.13133335059454437,0.05465047899743358,0.11719850016438929,0.0184,0.0095,0.0,0.0,0.0,0.0,0.029099999999999997,0.0192,60.916545227092676,39.083454772907324,8.130179653292013,23.411318805913417,12.602603879311035,3.580615384406578,10.918749148204228,4576.409291623838,2691.1655420556576,0.1521883537470286,0.0598036860797098,0.0,0.0,0.0,12.50746343466556,6.60698124735838,1.8215291845077173,0.8934791259779575,5-70,0.02,2.0,Cu_Ka,6.536551853153259
C-10-200-XRD-R2,C-10,200,2,XRD,Bulk,0.5030753302931832,0.21318780259731424,0.07468288762447856,0.11012586383831893,0.047023228581230085,0.11046367156828345,0.0184,0.0095,0.0,0.0,0.0,0.0,0.029099999999999997,0.0192,61.78793955692413,38.21206044307587,7.452993877939457,23.192945330080136,12.456518338055357,3.5900882286303917,10.065400443631102,4612.5424839107945,2526.457374009469,0.12290016970376882,0.04143308488294348,0.0,0.0,0.0,10.08691786857851,10.930854317323504,1.3750159486236353,0.946543178308971,5-70,0.02,2.0,Cu_Ka,4.155478917717151
C-10-200-XRD-R3,C-10,200,3,XRD,Bulk,0.5921811428623304,0.19713313901602567,0.07474757301275801,0.13166026680265225,0.04676634519229912,0.12162287570957447,0.0184,0.0095,0.0,0.0,0.0,0.0,0.029099999999999997,0.0192,64.56137225523902,35.43862774476098,8.430193980561398,23.794124823342322,12.550822686215355,3.5844201380731784,10.102371600308178,4783.917449491444,2984.14541709194,0.15079881515559668,0.04713570190146284,0.0,0.0,0.0,13.940891706608193,8.509229649690704,1.3778425749140846,0.9602896995185253,5-70,0.02,2.0,Cu_Ka,6.878481364765714
C-10-200-XRD-R4,C-10,200,4,XRD,Bulk,0.5270397787418514,0.19214144839368277,0.07824873572863894,0.12753912874705936,0.045104171967395,0.11337495724170082,0.0184,0.0095,0.0,0.0,0.0,0.0,0.029099999999999997,0.0192,65.10833700091399,34.89166299908601,8.389898777515942,22.908242556740625,12.552221911339844,3.5879342090976674,10.871966054368157,4345.2814265347115,2864.6079856739757,0.138429922881704,0.10335675226509385,0.0,0.0,0.0,13.525369560164982,7.03515032473461,2.01672492323179,0.873251369027595,5-70,0.02,2.0,Cu_Ka,6.786600333556703
C-10-400-XRD-R0,C-10,400,0,XRD,Bulk,0.5692511761948919,0.18381303392016224,0.07499251568009317,0.12392304235511396,0.037822695770813035,0.12567114398906107,0.0136,0.008,0.011626878358987206,0.0,0.0,0.0,0.0264,0.0168,57.51789775352492,42.48210224647508,6.9743822359157415,19.10997319352065,12.646701033343017,3.6009496824315317,10.863829857349852,3929.269985992441,2143.3598724832646,0.17888173007371996,0.20729125141634236,0.0,0.0,0.03365794340679959,14.18915572692753,8.922098917050533,1.7703911497269877,0.9029564131768906,5-70,0.02,2.0,Cu_Ka,4.460056695436823
C-10-400-XRD-R1,C-10,400,1,XRD,Bulk,0.5528605943969455,0.20418164906446817,0.0794629152571673,0.12951955592292105,0.03661422533682419,0.12187948456288275,0.0136,0.008,0.011673487933911778,0.0,0.0,0.0,0.0264,0.0168,56.65660775459823,43.34339224540177,6.369148729498573,21.52813465401791,12.622385370266333,3.594450141266588,11.015280205606501,4471.70478422156,1940.6643652479895,0.17014501398024648,0.19235113590298136,0.0,0.0,0.04001892555592263,13.482493690564723,7.901418026569287,1.8710075407313274,0.9392525743163782,5-70,0.02,2.0,Cu_Ka,3.6722925892175216
C-10-400-XRD-R2,C-10,400,2,XRD,Bulk,0.5250984164120409,0.20608146413574613,0.08248576191727286,0.11983926351487151,0.040246448711544126,0.11956931764811941,0.0136,0.008,0.013087375749486206,0.0,0.0,0.0,0.0264,0.0168,55.922276771734154,44.077723228265846,7.336455561599949,19.650576677354735,12.516056903709933,3.5921999096711508,11.7780643028705,3845.2970936084557,2064.943432755539,0.16732361612492094,0.2100811120945297,0.0,0.0,0.03546611521640825,13.24228569625513,11.558222692233178,1.3187801041042668,0.9038230691035967,5-70,0.02,2.0,Cu_Ka,6.6776390674886645
C-10-400-XRD-R3,C-10,400,3,XRD,Bulk,0.5173066248080314,0.21735042735151372,0.08043507313740446,0.11039743398090134,0.037619067607341926,0.11583026869120959,0.0136,0.008,0.011630320518462002,0.0,0.0,0.0,0.0264,0.0168,52.73477952106713,47.26522047893287,7.211152726196906,20.922045124494343,12.662937407540625,3.594122472552735,11.387192832766218,3870.0916437317155,2080.6908136012407,0.19550186505999545,0.12200232686688806,0.0,0.0,0.040413171833565485,8.672262004654426,11.786019134909512,2.361980594645341,0.934475564062225,5-70,0.02,2.0,Cu_Ka,3.254835883353253
C-10-400-XRD-R4,C-10,400,4,XRD,Bulk,0.5307318783587772,0.19486891991624178,0.0796940773732592,0.11205366897615486,0.0385890884852587,0.11845849554982135,0.0136,0.008,0.013247826214971437,0.0,0.0,0.0,0.0264,0.0168,53.00788057275558,46.99211942724442,6.423719604822634,22.683004697648023,12.527181379923645,3.594976191820276,11.651727272209659,4069.9437291759996,1874.328150207634,0.19227204051955768,0.21420252769090983,0.0,0.0,0.03867587197860427,9.872970398549251,11.349511769682866,2.2993017969564473,0.902388751926778,5-70,0.02,2.0,Cu_Ka,3.1224531195883154
C-10-600-XRD-R0,C-10,600,0,XRD,Bulk,0.5441316573556755,0.18723432066320214,0.0742837451223821,0.11743424668549017,0.023915200074192063,0.052391659266543975,0.007199999999999998,0.006,0.015134210396968108,0.07057972263454168,0.0,0.0,0.0228,0.0136,43.10465152146553,56.89534847853447,5.652422243113671,17.92854508368659,12.750314817822144,3.6011691790142786,11.668592377063693,3364.1227298706094,1095.324220270272,0.24403912667519623,0.32199067984038754,1.7079560143801205,0.20274365713947454,0.12573817632583478,13.207537467037348,8.153765487805725,2.497980094544706,0.8863508820551038,5-70,0.02,2.0,Cu_Ka,5.360029613214078
C-10-600-XRD-R1,C-10,600,1,XRD,Bulk,0.5260267846153313,0.18448284202240295,0.08108137303749884,0.11648036810078735,0.026432740191121618,0.04856331337598392,0.007199999999999998,0.006,0.016780630394589775,0.06657553615747004,0.0,0.0,0.0228,0.0136,44.168145729950865,55.831854270049135,5.537091285927113,16.979027407088914,12.778342736864214,3.604469194054817,12.35715595912579,3376.9194524568097,1051.5090766971614,0.24346644551061578,0.28787420626427573,1.6419741205962977,0.20467768316392032,0.13874599608626864,11.182050019312182,11.156056076112176,1.3318945946600271,0.8632365242732815,5-70,0.02,2.0,Cu_Ka,5.19306778746992
C-10-600-XRD-R2,C-10,600,2,XRD,Bulk,0.5667029080301896,0.18611975103913614,0.0795548807168959,0.11026470402758215,0.02653091732487722,0.05140890275282732,0.007199999999999998,0.006,0.017430862512192977,0.07024739835498152,0.0,0.0,0.0228,0.0136,46.418617954991156,53.581382045008844,5.790061073766741,18.66401538969623,12.748005796251107,3.6066228490909653,12.820233869700639,3461.3508299887662,1025.8701182055092,0.20894585654594322,0.27430117662837566,1.4572370523423328,0.17247632415573166,0.13628560329224845,13.340362424340322,6.711935223016742,1.5192205250252093,0.8534655042412935,5-70,0.02,2.0,Cu_Ka,3.0318422718623657
