Sample_ID,Mix_ID,Temperature_C,Replicate,Analysis_Type,Measurement_Scale,Total_Porosity_3D_Percent,Connected_Porosity_Percent,Isolated_Porosity_Percent,Pore_Volume_Distribution_mm3,Largest_Pore_Volume_mm3,Pore_Surface_Area_mm2_mm3,Mean_Pore_Sphericity,Pore_Elongation_Index,Pore_Flatness_Index,Pore_Anisotropy_Ratio,Percolation_Threshold_Percent,Coordination_Number,Tortuosity_Factor,Effective_Diffusivity_Ratio,Pore_Network_Density_mm3,Crack_Volume_Fraction_Percent,Crack_Surface_Area_mm2,Mean_Crack_Opening_um,Crack_Network_Connectivity,Damage_Parameter_D,Cement_Matrix_Volume_Fraction,Rubber_Particle_Volume_Fraction,Aggregate_Volume_Fraction,ITZ_Volume_Fraction,Rubber_Particle_Count_per_mm3,Mean_Rubber_Particle_Diameter_um,Rubber_Particle_Size_Distribution_D50_um,Rubber_Particle_Sphericity,Rubber_Clustering_Index,Thermal_Crack_Density_mm_mm3,Rubber_Void_Formation_Percent,Microstructural_Coarsening_Index,Phase_Separation_Index,Strain_Localization_Index,Displacement_Field_Heterogeneity,Shear_Band_Density_mm2_mm3,Volumetric_Strain_Percent,Voxel_Size_um,Image_Resolution_pixels,Scan_Voltage_kV,Scan_Current_uA,Exposure_Time_ms,Number_of_Projections,Reconstruction_Algorithm,Image_Quality_SNR_dB,Segmentation_Accuracy_Percent,Measurement_Uncertainty_Percent
C-0-400-MicroCT-R0,C-0,400,0,MicroCT,Meso,17.95634944871471,13.546141075685911,4.4102083730288,0.003545026451898396,0.09959878789861049,3.38476855715604,0.630050785148018,1.9701596468999052,1.3903826462596678,1.4824517810860816,16.117825468590947,3.6782594389695915,3.3368519360171924,0.23788529294183325,74.60524604718277,1.0417562048843645,6.647528335156858,2.461571973677253,0.20320989030835326,0.3114321917868537,0.5798017488457644,0.0,0.26085152498404324,0.0814386078861008,0.0,0.0,0.0,0.0,0.0,9.095524694198868,0.0,0.5638433008333615,0.2593174658157908,0.8354732841862248,0.7470900869161087,3.5896375556077658,1.4181182266376195,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,34.529062696655664,97.2831966655404,7.7881557133314
C-0-400-MicroCT-R1,C-0,400,1,MicroCT,Meso,17.79983186062892,14.932887220698897,2.866944639930024,0.007865872294661954,0.05683658578228565,2.856087820272616,0.6426450349872042,1.6876686459803645,1.4764829485563427,1.4001020814042604,16.354047090513326,4.04608824081426,3.258941479681849,0.23570497204688604,86.12821850045307,0.9873088086626227,5.838210616584618,3.7973558418701794,0.2835551229131429,0.3089456832629296,0.5700734219683143,0.0,0.2523310011212249,0.08274260959475353,0.0,0.0,0.0,0.0,0.0,9.900111603048307,0.0,0.6474457946441678,0.2796472390233771,0.6748459226325528,0.7010886792241904,3.2966948200450172,1.3538137793409784,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,26.8655572678807,92.22193697205931,6.437043330399474
C-0-400-MicroCT-R2,C-0,400,2,MicroCT,Meso,18.88692694339886,15.966936926551705,2.9199900168471533,0.007149438197747322,0.1200327558730701,2.94855112344966,0.6351818700737273,1.6600599344052236,1.603812649612237,1.5315642549267952,16.034459764993333,4.128741640122356,3.148098992259443,0.23658568656534534,75.54076220484524,0.8712873675479367,6.529479512332324,2.575572807417438,0.20717321298269228,0.32354988015352787,0.5802046492042001,0.0,0.25721850548281944,0.08710238095917065,0.0,0.0,0.0,0.0,0.0,11.339948950836282,0.0,0.6409365819246583,0.29724539020657453,0.8253137283069875,0.741105036530967,2.317647078294864,1.3255959126500796,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,27.633949311183525,92.90002316436484,4.948296645784907
C-0-400-MicroCT-R3,C-0,400,3,MicroCT,Meso,17.738827553425377,14.469687612725949,3.2691399406994286,0.0063828670642907806,0.12905060866905443,2.88015270149462,0.5654088270601171,1.832597234646771,1.3863163586921219,1.4805613040777903,16.76585450605223,3.5225052286523035,3.025140219562695,0.2202221128804944,77.40440154791295,1.1115050433387992,5.458764417610862,2.427967303710702,0.21458015288673118,0.3108542867299705,0.5603344817663605,0.0,0.24656239946810435,0.0779995813783802,0.0,0.0,0.0,0.0,0.0,8.141266434379535,0.0,0.5788616105373025,0.2693869065333468,0.8961237428991485,0.7694287884450223,2.611363710355616,1.1894063349911947,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,31.341624843214184,96.82774133417259,7.818615486120658
C-0-400-MicroCT-R4,C-0,400,4,MicroCT,Meso,17.112233312543726,13.117104982753071,3.9951283297906546,0.007605890506849471,0.11839847165816866,2.828617288183521,0.6423962004135517,1.7431736931332251,1.4089758634746026,1.396948722891307,16.583733529502357,3.5203816418399017,3.1414257193271564,0.21858371477911218,96.98440605897781,0.9528162342746965,6.086516150561131,3.246586087914977,0.2078383055383984,0.32787516800512084,0.5408565872194321,0.0,0.25603154499248637,0.08547308423980017,0.0,0.0,0.0,0.0,0.0,9.757006912821591,0.0,0.6228733449754681,0.25824227442706305,0.7964026912117019,0.749159187623163,2.407062513550098,1.5637983382317135,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,27.220045146443994,95.01850877284214,7.702806437363181
C-0-600-MicroCT-R0,C-0,600,0,MicroCT,Meso,24.171202163573483,20.471494286051776,3.699707877521707,0.001061154346592284,0.039613006889400657,3.7582112749725116,0.5393331043906037,2.081718887176844,1.930664855200306,1.5463944119763013,18.38084219684525,3.5697839978061485,4.059658674642499,0.1407965682856901,138.1368551591726,1.654124833945228,13.350183079023576,6.448028070730377,0.5101779716822337,0.6748175443729526,0.5219318393350936,0.0,0.25068670975159807,0.07964136626464159,0.0,0.0,0.0,0.0,0.0,22.992795126113712,0.0,1.2747431742437416,0.532989732303381,1.7026148166127144,1.3255797025957363,4.556916994908448,2.3472547012461566,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,28.19382486562476,92.18656768294798,6.152456360936313
C-0-600-MicroCT-R1,C-0,600,1,MicroCT,Meso,23.559706892117436,21.219207477146544,2.3404994149708926,0.001413236226426451,0.05310565378069471,3.6319225347439774,0.527326368727757,1.982067431973954,1.95591270563507,1.5310206658668277,20.523429458158603,3.1956110469584207,3.697087933627469,0.14047657207019687,131.28897267985704,1.6958673462309086,10.727825152412603,7.488623069368382,0.3910571183287026,0.6386594158958953,0.5314936684018761,0.0,0.2594462802681521,0.07820413296239508,0.0,0.0,0.0,0.0,0.0,20.243264987308503,0.0,1.0889895041760327,0.5695923886341319,1.2819827434100375,1.372371369779287,6.398787540415288,3.2606350979166914,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,26.265898160055354,93.01573477401965,6.346250321919138
C-0-600-MicroCT-R2,C-0,600,2,MicroCT,Meso,23.699668065173757,20.88482249237563,2.814845572798127,0.009977087504208407,0.17787320913851437,3.591748048825872,0.5404239382130819,2.3132073878933808,1.6348116878174466,1.5847372492277911,18.577238571093105,3.517154448499177,4.0915262025838866,0.1504390835463,117.85175197279007,1.7788801819096525,10.786976069987748,6.547765412320202,0.43993217110178584,0.5948313195707373,0.5136340221124559,0.0,0.2623551052980587,0.08373678870355805,0.0,0.0,0.0,0.0,0.0,23.95702334804586,0.0,1.2324029849983396,0.603852801879482,1.8786961520050043,1.4907191880573611,6.471730350174624,3.227842007280439,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,30.677969969129094,92.76080325712324,4.834280002287529
C-0-600-MicroCT-R3,C-0,600,3,MicroCT,Meso,23.870210284164905,22.315865038596883,1.5543452455680224,0.006932669250752402,0.15979496517293432,3.890617858621553,0.5194649757444497,2.233607449031471,1.6715267059888994,1.5706066597495898,19.949045563223724,3.1035340785516117,4.137149421366366,0.13813896864472405,132.93674460408195,1.708426739222618,11.333893802462455,7.0409107105261075,0.4912379124635573,0.6462681291407131,0.5359167765721085,0.0,0.2581353126488154,0.07607525731760083,0.0,0.0,0.0,0.0,0.0,20.086640897050035,0.0,1.3042967275055366,0.5443362369534089,1.505212807413891,1.455810755493042,4.847128131094558,2.579367504859618,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,27.308675658011726,93.34033801001857,6.19252762947634
C-0-600-MicroCT-R4,C-0,600,4,MicroCT,Meso,23.722440802425957,19.059564301680055,4.662876500745902,0.008988146604889835,0.15961208744592267,3.968222563413854,0.5282004537638416,1.9503884901024737,1.6400001583704193,1.528335385526816,19.87342583044692,3.3584919323520275,4.321324805327495,0.1525169327413869,135.2699228351682,1.7236905952158672,10.386519922889855,6.722033164013772,0.4480259596386831,0.6925116640313562,0.50543844021365,0.0,0.2621589545097315,0.08506677859730885,0.0,0.0,0.0,0.0,0.0,20.89313867068778,0.0,1.0813969704242168,0.5598710378310138,1.5559454216889037,1.4992910947490499,5.949332455680125,3.333764035713622,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,31.70203181556402,95.95950999885554,7.596705723789913
C-0-800-MicroCT-R0,C-0,800,0,MicroCT,Meso,28.337053051525533,23.962030937671454,4.3750221138540795,0.008294798288932554,0.04921750915796495,3.965634762443368,0.46001854043324697,2.356750650094896,1.8880369020939285,1.743757642430743,20.206744797500495,2.993910703930082,4.938357423811388,0.09567015813412952,151.6818182937104,2.6823245786079912,12.751355597599403,7.30035067590337,0.6724052918393582,0.7578813175359729,0.5088980376307707,0.0,0.24485072806518432,0.0853913465158987,0.0,0.0,0.0,0.0,0.0,24.932903649036067,0.0,1.5513487059922801,0.7319634618866957,2.2927818536343554,1.7614293994921097,8.991833244626509,3.825044506878352,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,28.002741301269904,97.80894770126984,7.32609586761031
C-0-800-MicroCT-R1,C-0,800,1,MicroCT,Meso,26.432625587488822,24.62231748967351,1.8103080978153123,0.0074602057101336465,0.0976670545295683,4.290994628752774,0.5190229353509039,2.37275115517025,1.793919341468193,1.6686663858588582,19.23079180754896,2.9838285026769276,4.713059651271294,0.10487138260159348,149.4325985142982,2.1169323822606776,13.757420420237034,6.822523434785932,0.6674463384739778,0.7487978102409046,0.4966961244566175,0.0,0.2529598636314388,0.07337376945002028,0.0,0.0,0.0,0.0,0.0,24.64921222395192,0.0,1.6394358458850111,0.7698936812314217,2.362337714844351,1.8785672442912729,9.18291599850604,3.862894136652624,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,33.6260487654629,97.71071277711324,5.228530722601638
C-0-800-MicroCT-R2,C-0,800,2,MicroCT,Meso,26.774579370713745,23.906582903441073,2.867996467272672,0.006938354543109348,0.15958017132999763,4.296435512721064,0.49562107542826056,2.2371514080428594,2.0836739935868462,1.6088417911424568,19.16954728925701,2.8012262740541694,4.571736515188104,0.09747022981509255,147.73405037090674,2.195863004825516,16.60720081603054,7.11061800056358,0.5622523629664558,0.7603446339360181,0.48610024176262384,0.0,0.24199143239006604,0.07839054399593796,0.0,0.0,0.0,0.0,0.0,24.344035721190338,0.0,1.5089000748988544,0.7654595594774716,2.323753446436563,1.8393813471553395,5.7867366452628675,3.657164477227428,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,25.896686067641163,96.26206543111249,4.950388232904653
C-0-800-MicroCT-R3,C-0,800,3,MicroCT,Meso,27.911780527235003,27.34392272524169,0.5678578019933127,0.004753993073190481,0.10289995318527433,4.07211806481028,0.469713272185805,2.4965731067810464,1.8745399720705216,1.5867189142114426,20.685981021166366,3.04173764439895,4.640859584052627,0.09231048024615487,148.56108227304645,2.3570186440885412,17.84021169744073,5.838194884061443,0.5515906087343815,0.8706979510546756,0.5131365916709442,0.0,0.24108823187679637,0.08100595320790412,0.0,0.0,0.0,0.0,0.0,29.834961831843295,0.0,1.372799473204923,0.7085897039680956,1.9200983941363736,1.9103229243703448,5.8641163307424,3.075980252302583,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,29.891950662226293,92.94588597768696,6.463575713471491
C-0-800-MicroCT-R4,C-0,800,4,MicroCT,Meso,27.86607149707746,26.10531422348218,1.7607572735952814,0.004962553422759842,0.17810977992547633,3.7101489053759535,0.47603385838990087,2.2951882552160594,1.7333086675741156,1.562533165732626,18.56863417804292,2.806864593575061,4.389791449148214,0.0942014839017356,124.97853566342268,2.673777483519997,15.488691826756169,6.998224438294808,0.666947611812553,0.8441518220329336,0.4948721685861186,0.0,0.260210342331925,0.07945559773245459,0.0,0.0,0.0,0.0,0.0,24.910019702127617,0.0,1.6255408200304073,0.7236124732957359,1.7976406553215607,1.8397636369323216,7.544103179972625,3.689489495630341,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,29.73870895731021,94.9128329014384,6.679410459536797
C-10-25-MicroCT-R0,C-10,25,0,MicroCT,Meso,12.43988266765869,7.976370374350814,4.463512293307876,0.0015883621340167329,0.03745083137470528,2.4651229982693734,0.6685311582851,1.5454379574209753,1.2207280622486618,1.2489938631350808,15.318143847822052,4.581850380598541,2.275961341160434,0.3148980167031839,49.56546105296116,0.0,0.0,0.0,0.0,0.0,0.6163890445133358,0.09248638615191301,0.2537701560840747,0.08956755000476188,100.0,438.56476345266935,515.4884529785847,0.8,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,32.37054746303145,97.10554145242571,3.4933613301333746
C-10-25-MicroCT-R1,C-10,25,1,MicroCT,Meso,11.996315773975823,7.7851586841496365,4.2111570898261865,0.005172597751605038,0.07464587393457188,2.3345317841015003,0.6482235962397634,1.534382624634132,1.2298813159784903,1.1950380172208979,15.904081599272276,4.696706081686344,2.5398643255993076,0.30768860854692487,41.88088359002211,0.0,0.0,0.0,0.0,0.0,0.573067063663663,0.10361225624134932,0.25103290954105134,0.08441773554292159,100.0,455.0812760119492,414.57647605784496,0.8,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,31.527647298718772,94.2631048665389,4.016703268583664
C-10-25-MicroCT-R2,C-10,25,2,MicroCT,Meso,12.789857831820212,9.393823403568952,3.3960344282512605,0.004063965095289342,0.035573778357150254,2.61800614708057,0.7471199067648863,1.564755139288743,1.3363971985092928,1.1347019340452758,15.726778646512674,4.820620494551295,2.5036413858293614,0.30747894354109545,57.091436137919594,0.0,0.0,0.0,0.0,0.0,0.6211682389965884,0.10499323966916752,0.25043185724416034,0.08219003930117522,100.0,513.8346055614693,502.524223068586,0.8,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,33.637528500700846,95.79227473488508,4.094810624939508
C-10-25-MicroCT-R3,C-10,25,3,MicroCT,Meso,12.1298498407148,8.983307027578721,3.1465428131360778,0.007650380633384029,0.06189241325550784,2.322383751370281,0.7424605016240305,1.4422627585658245,1.3706154641397825,1.2354159277829422,15.296349356931762,4.5775548541195175,2.5709449046124195,0.31888707203787403,58.271054230996064,0.0,0.0,0.0,0.0,0.0,0.585850216898611,0.09424738456265314,0.24077274808144297,0.0777679182800451,100.0,431.565804489828,468.7281996460402,0.8,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,34.95280607065427,94.5011589210559,5.508542652390575
C-10-25-MicroCT-R4,C-10,25,4,MicroCT,Meso,12.63172700369786,9.083451923215437,3.548275080482423,0.008572786227472002,0.053779011272910446,2.7360888437466113,0.7415537306220831,1.4704096164939797,1.2691306739657646,1.3030778860906123,15.173834591126909,4.06635103883445,2.468675352481614,0.3153481727565562,43.28468009032545,0.0,0.0,0.0,0.0,0.0,0.611064938148883,0.10242867269051277,0.2564457659358453,0.08299767478103208,100.0,431.83335461714535,421.074473932549,0.8,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,25.158306164530938,92.40153837513975,3.8078949092990753
C-10-200-MicroCT-R0,C-10,200,0,MicroCT,Meso,13.15145218206164,9.768563141969178,3.3828890400924614,0.006704915213694888,0.03186938838996958,2.4641854157899483,0.6318131193885785,1.723224286608691,1.4126332317859298,1.27135720711627,15.772078305206435,4.35375350366886,2.569010810944336,0.26467786259374504,61.18877897254138,0.20702008145579517,1.2446824793211215,0.8291905295169681,0.07007548915704574,0.0866283496180777,0.5795267254365005,0.09076799484152173,0.2397351470299802,0.09016969096410203,93.0,551.017092714327,469.43250509251646,0.77,0.033999999999999996,2.0108283006607923,0.12644365293884702,0.15249233081276087,0.07487866010528631,0.23635592693254628,0.19298096013764812,0.8852543049422987,0.30807351086249307,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,25.726214739789622,92.28509469611387,6.060383923127057
C-10-200-MicroCT-R1,C-10,200,1,MicroCT,Meso,13.159940273541194,9.928524226440558,3.2314160471006357,0.007412236636158723,0.018881471652891217,2.865509853469501,0.6829823832530412,1.7078025872787237,1.4692379352832239,1.1742585159717795,16.083939750709604,4.775636040162256,2.789305881383336,0.25585134023851985,62.12218439268457,0.21798427496812367,1.2183016664515893,0.7207811347065028,0.054386497993297575,0.08462033438105208,0.5829540800482408,0.08527712453647021,0.25687445025340805,0.08206764861482096,93.0,585.7615150789964,403.3144343802044,0.77,0.033999999999999996,2.3736805410781003,0.16397752682311179,0.13548716975847996,0.06320736986806746,0.1623450766038046,0.16989690390417292,0.7395141368137096,0.36509841243635965,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,34.85913885826973,94.12645740208599,3.2782945337858314
C-10-200-MicroCT-R2,C-10,200,2,MicroCT,Meso,13.37896222309887,10.399342430951137,2.9796197921477336,0.007294412711329381,0.08922988157981744,2.45080914900658,0.630358230464221,1.4574697383841873,1.457150012692191,1.1774919021734012,17.02976405639865,3.9382802486486743,2.457084531986566,0.27018025551393415,67.95900853846891,0.2257189211776743,1.4831610082747968,0.5686291189645726,0.04989310359560747,0.08172745677665133,0.5984459529774036,0.09229746113777196,0.25110974779684636,0.0770051398776168,93.0,527.0492186907979,376.896085513333,0.77,0.033999999999999996,2.1943584694494285,0.16165527378117153,0.15856173525051537,0.07490467879261196,0.17070394703994585,0.1783983077651493,1.014599095953846,0.38809169594220316,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,26.169603818461482,95.01500147011036,7.611902909194193
C-10-200-MicroCT-R3,C-10,200,3,MicroCT,Meso,13.717253551621997,10.542918333796353,3.1743352178256448,0.005462593490697016,0.021574356047329622,2.463363110811539,0.6183479023819124,1.4837194580218784,1.4670630351647582,1.2875495114858144,15.441409631744614,4.781610557076385,2.6373221937297777,0.2998310176339654,68.69625744760454,0.22326702103577956,1.2569038154100973,1.028297655543615,0.0582215247392536,0.07203552515216315,0.6040925591580918,0.09423857083443724,0.2471634823034587,0.07735652257785444,93.0,585.1229168019661,452.37276504928343,0.77,0.033999999999999996,2.4990178338289586,0.15715802182484706,0.15828264742344106,0.07620118965513094,0.233213650315637,0.1958448895219753,0.5754200711645469,0.37964837873626556,2.0,2048x2048x2048,90,88,500,1600,Filtered_Back_Projection,27.258579628056864,93.12531612323393,7.001592842996252
