temperature_C,exposure_condition,surface_RH_%,depth_mm,saturation_degree,moisture_content_kg_m3,moisture_loss_rate_kg_m2h,test_duration_hours,rubber_content_%
105,RH50,50,10,0.43393446292347077,86.78689258469416,0.0025718860062568477,24,5
105,RH50,50,20,0.2659543611286718,53.19087222573437,0.0022861208944505314,24,5
105,RH50,50,30,0.17054621837572334,34.10924367514467,0.0020003557826442147,24,5
105,RH50,50,40,0.1022750465329427,20.45500930658854,0.0017145906708378982,24,5
105,RH50,50,50,0.06127615074242376,12.255230148484753,0.001428825559031582,24,5
150,RH50,50,0,0.6714337377341671,134.28674754683342,0.004481689070338065,24,5
150,RH50,50,10,0.42545434925630826,85.09086985126166,0.004033520163304259,24,5
150,RH50,50,20,0.2724119501762969,54.48239003525938,0.003585351256270452,24,5
150,RH50,50,30,0.15631878657658638,31.263757315317275,0.0031371823492366453,24,5
150,RH50,50,40,0.09636641899673311,19.273283799346622,0.0026890134422028387,24,5
150,RH50,50,50,0.058187250500589024,11.637450100117805,0.0022408445351690324,24,5
200,RH50,50,0,0.6824614199388335,136.49228398776668,0.007389056098930651,24,5
200,RH50,50,10,0.41159239603730574,82.31847920746115,0.006650150489037586,24,5
200,RH50,50,20,0.26505107065938754,53.01021413187751,0.005911244879144521,24,5
200,RH50,50,30,0.14900514789779992,29.801029579559984,0.005172339269251455,24,5
200,RH50,50,40,0.090810973360651,18.162194672130198,0.0044334336593583904,24,5
200,RH50,50,50,0.05638310825666774,11.276621651333548,0.0036945280494653254,24,5
20,RH95,95,0,0.7332701601248718,146.65403202497436,0.00011426308117957227,24,5
20,RH95,95,10,0.45196073919449303,90.39214783889861,0.00010283677306161505,24,5
20,RH95,95,20,0.27269367921281096,54.53873584256219,9.141046494365783e-05,24,5
20,RH95,95,30,0.16919553277404742,33.83910655480948,7.998415682570059e-05,24,5
20,RH95,95,40,0.10355547523705748,20.711095047411497,6.855784870774337e-05,24,5
20,RH95,95,50,0.060451753753662046,12.090350750732409,5.713154058978614e-05,24,5
50,RH95,95,0,0.7468164516765984,149.36329033531968,0.00013956124250860897,24,5
50,RH95,95,10,0.46177687826090014,92.35537565218003,0.00012560511825774806,24,5
50,RH95,95,20,0.27197413048746505,54.39482609749301,0.00011164899400688718,24,5
50,RH95,95,30,0.15980493857602204,31.960987715204407,9.769286975602627e-05,24,5
50,RH95,95,40,0.09655869114816612,19.311738229633225,8.373674550516537e-05,24,5
50,RH95,95,50,0.06214102908515611,12.428205817031222,6.978062125430448e-05,24,5
80,RH95,95,0,0.7441504176692381,148.8300835338476,0.00017046048653227531,24,5
80,RH95,95,10,0.4474935522765564,89.49871045531128,0.0001534144378790478,24,5
80,RH95,95,20,0.2808090512421683,56.16181024843366,0.00013636838922582027,24,5
80,RH95,95,30,0.15849588260967845,31.69917652193569,0.00011932234057259272,24,5
80,RH95,95,40,0.09779658055571794,19.559316111143588,0.00010227629191936518,24,5
80,RH95,95,50,0.06275449669493906,12.550899338987811,8.523024326613766e-05,24,5
105,RH95,95,0,0.733045106841583,146.6090213683166,0.00020137527074704767,24,5
105,RH95,95,10,0.4779630790955782,95.59261581911565,0.00018123774367234292,24,5
105,RH95,95,20,0.27372424464676326,54.74484892935265,0.00016110021659763814,24,5
105,RH95,95,30,0.16735288423778122,33.470576847556245,0.00014096268952293336,24,5
105,RH95,95,40,0.1037227080259546,20.744541605190918,0.0001208251624482286,24,5
105,RH95,95,50,0.06171121583282075,12.34224316656415,0.00010068763537352383,24,5
150,RH95,95,0,0.7174551618924845,143.4910323784969,0.00027182818284590454,24,5
150,RH95,95,10,0.4466414910837431,89.32829821674862,0.0002446453645613141,24,5
150,RH95,95,20,0.2573408205522614,51.46816411045228,0.00021746254627672364,24,5
150,RH95,95,30,0.16027218713901037,32.05443742780207,0.00019027972799213317,24,5
150,RH95,95,40,0.0993530898388829,19.870617967776578,0.00016309690970754272,24,5
150,RH95,95,50,0.060372765380364624,12.074553076072924,0.00013591409142295227,24,5
200,RH95,95,0,0.6644773821728989,132.89547643457976,0.00037936678946831777,24,5
200,RH95,95,10,0.41957711540664905,83.9154230813298,0.000341430110521486,24,5
200,RH95,95,20,0.2531633966888061,50.632679337761225,0.0003034934315746542,24,5
200,RH95,95,30,0.1526539316731446,30.530786334628917,0.00026555675262782244,24,5
200,RH95,95,40,0.09015984751735862,18.03196950347172,0.00022762007368099066,24,5
200,RH95,95,50,0.0530358770051804,10.60717540103608,0.00018968339473415889,24,5
