sample_id,scenario,temperature_C,rho_assumed,Gc_YSZ_GDC,Gc_GDC_LSCF,Gc_YSZ_GDC_800C,Gc_GDC_LSCF_800C,R_system_total_J_m2
59,rho0.50_coupled,25,0.5,1.1873896411356935,1.3027054318510918,,,2.4900950729867852
60,rho0.50_coupled,25,0.5,1.7909483778326143,1.5999568656557737,,,3.3909052434883877
61,rho0.50_coupled,25,0.5,1.7563532298733735,1.57263788801924,,,3.3289911178926133
62,rho0.50_coupled,25,0.5,1.4027828270162752,1.2657765778213588,,,2.6685594048376338
63,rho0.50_coupled,25,0.5,1.6066960191047774,1.1203748868923538,,,2.727070905997131
64,rho0.50_coupled,25,0.5,1.8438730076955014,1.7112217312060978,,,3.555094738901599
65,rho0.50_coupled,25,0.5,1.1669275115125386,1.121656833501929,,,2.288584345014468
66,rho0.50_coupled,25,0.5,2.0224424894862403,1.394765721428552,,,3.4172082109147923
67,rho0.50_coupled,25,0.5,1.5385726895165324,1.0213278148713765,,,2.559900504387909
68,rho0.50_coupled,25,0.5,1.1171987861935821,1.3818804479271927,,,2.499079234120775
69,rho0.50_coupled,25,0.5,1.9884106063943914,1.6586159151378148,,,3.647026521532206
70,rho0.50_coupled,25,0.5,1.6167156021563265,1.4359504947404473,,,3.0526660968967736
71,rho0.50_coupled,25,0.5,1.5018059186667791,1.6044057253392934,,,3.1062116440060725
72,rho0.50_coupled,25,0.5,1.4779151717362446,1.3904054964839827,,,2.8683206682202274
73,rho0.50_coupled,25,0.5,1.413333926004167,1.3714081578914057,,,2.7847420838955728
74,rho0.50_coupled,25,0.5,2.031534933219565,1.2395225775906518,,,3.2710575108102167
75,rho0.50_coupled,25,0.5,1.4592521746275702,1.4235829151588906,,,2.882835089786461
76,rho0.50_coupled,25,0.5,1.388629903173907,1.0728381882617846,,,2.461468091435692
77,rho0.50_coupled,25,0.5,1.2738642018452206,1.3252781527252442,,,2.599142354570465
78,rho0.50_coupled,25,0.5,1.2905476001526979,1.127808847051534,,,2.418356447204232
79,rho0.50_coupled,25,0.5,1.8658777053669446,1.793030404884794,,,3.6589081102517387
80,rho0.50_coupled,25,0.5,1.9061902194381526,1.4163928499780052,,,3.322583069416158
81,rho0.50_coupled,25,0.5,1.8971199367553884,1.5021463959835704,,,3.399266332738959
82,rho0.50_coupled,25,0.5,1.7289218576557868,1.63698637660718,,,3.3659082342629665
83,rho0.50_coupled,25,0.5,1.7229154347827846,1.6349259546433017,,,3.3578413894260866
84,rho0.50_coupled,25,0.5,1.438624858938055,1.2732719788010192,,,2.711896837739074
85,rho0.50_coupled,25,0.5,1.3881988433097698,1.0303817313002108,,,2.4185805746099804
86,rho0.50_coupled,25,0.5,1.6107169276817699,1.2371394934881312,,,2.847856421169901
87,rho0.50_coupled,25,0.5,1.925572127268361,1.0907401118425137,,,3.0163122391108748
88,rho0.50_coupled,25,0.5,1.6622853009093486,1.3516025755412233,,,3.013887876450572
89,rho0.50_coupled,25,0.5,1.773415412060952,1.8425898801554763,,,3.6160052922164283
90,rho0.50_coupled,25,0.5,1.840806259371604,1.7652200886043539,,,3.606026347975958
91,rho0.50_coupled,25,0.5,1.2718652648963422,1.2779511119866211,,,2.5498163768829634
92,rho0.50_coupled,25,0.5,1.9180112679275072,1.497969002014641,,,3.415980269942148
93,rho0.50_coupled,25,0.5,1.2486668043508162,1.2954874786376689,,,2.544154282988485
94,rho0.50_coupled,25,0.5,2.2128561559987414,1.8003022732078806,,,4.013158429206622
95,rho0.50_coupled,25,0.5,1.5067504615690521,1.264279530386794,,,2.771029991955846
96,rho0.50_coupled,25,0.5,1.53008016267466,1.3459138548395946,,,2.8759940175142544
97,rho0.50_coupled,25,0.5,1.1241929861667432,1.2089118404428576,,,2.333104826609601
98,rho0.50_coupled,25,0.5,1.5754055305271677,1.4939375957712726,,,3.06934312629844
99,rho0.50_coupled,25,0.5,1.6019460079788943,1.6245437909054066,,,3.226489798884301
100,rho0.50_coupled,25,0.5,1.552932563301401,1.103954768230185,,,2.656887331531586
101,rho0.50_coupled,25,0.5,1.5373833491257587,1.1169840335193404,,,2.6543673826450993
102,rho0.50_coupled,25,0.5,1.4280935362526912,1.3696495987147759,,,2.797743134967467
103,rho0.50_coupled,25,0.5,1.746541613930047,1.667604192058938,,,3.414145805988985
104,rho0.50_coupled,25,0.5,1.8280368016497168,1.552352001688015,,,3.380388803337732
105,rho0.50_coupled,25,0.5,1.3201811885004116,1.257076055981977,,,2.5772572444823885
106,rho0.50_coupled,25,0.5,1.144964354347545,1.2343820924908926,,,2.3793464468384373
107,rho0.50_coupled,25,0.5,1.4997797297339404,1.2494023573461854,,,2.7491820870801256
108,rho0.50_coupled,25,0.5,1.9983579027909864,1.8233209820597756,,,3.821678884850762
109,rho0.50_coupled,25,0.5,1.8270830819382007,1.820844478406269,,,3.6479275603444696
110,rho0.50_coupled,25,0.5,1.5144287856807452,1.65687170946673,,,3.1713004951474755
111,rho0.50_coupled,25,0.5,1.403124270750243,1.0961305475656384,,,2.4992548183158814
112,rho0.50_coupled,25,0.5,1.334644649840678,0.9250108493723024,,,2.2596554992129807
113,rho0.50_coupled,25,0.5,2.2471814457243586,1.7024915144001147,,,3.9496729601244733
114,rho0.50_coupled,25,0.5,1.5448188806843821,1.1663881240600782,,,2.7112070047444603
115,rho0.50_coupled,25,0.5,1.8126260743287927,1.6587866578823234,,,3.471412732211116
116,rho0.50_coupled,25,0.5,1.5733234426783405,1.2079936259882633,,,2.7813170686666036
117,rho0.50_coupled,25,0.5,1.3228749567850153,0.9921804509107004,,,2.3150554076957155
118,rho0.50_coupled,25,0.5,1.8433905092719651,1.3205381205887898,,,3.163928629860755
119,rho0.50_coupled,25,0.5,1.5003144381943994,1.4813618417923284,,,2.981676279986728
120,rho0.50_coupled,25,0.5,1.460797831145185,1.244169848629335,,,2.70496767977452
121,rho0.50_coupled,25,0.5,1.7255797695017858,1.2597443961034216,,,2.985324165605207
122,rho0.50_coupled,25,0.5,1.8846054527837435,1.3712221153643953,,,3.255827568148139
123,rho0.50_coupled,25,0.5,1.399566346769896,1.0616864255176772,,,2.4612527722875734
124,rho0.50_coupled,25,0.5,1.6255860144727978,1.676099540635321,,,3.3016855551081186
125,rho0.50_coupled,25,0.5,1.4007566377545662,1.080703653121339,,,2.481460290875905
126,rho0.50_coupled,25,0.5,1.3974002716235652,1.3650104662216873,,,2.7624107378452525
127,rho0.50_coupled,25,0.5,1.570119722907445,1.3221219719788286,,,2.8922416948862737
128,rho0.50_coupled,25,0.5,2.024619271792308,1.2030299221682024,,,3.2276491939605103
129,rho0.50_coupled,25,0.5,1.3558418744954506,1.0973720857625708,,,2.4532139602580214
130,rho0.50_coupled,25,0.5,2.1773754285340794,1.5568738565536295,,,3.734249285087709
131,rho0.50_coupled,25,0.5,1.5232936642852974,1.4248177438267289,,,2.9481114081120263
132,rho0.50_coupled,25,0.5,2.026726713366878,1.526145324553182,,,3.55287203792006
133,rho0.50_coupled,25,0.5,1.5563347639955198,1.380403565273503,,,2.936738329269023
134,rho0.50_coupled,25,0.5,1.213412953793742,0.9951261060205114,,,2.208539059814253
135,rho0.50_coupled,25,0.5,1.9078668099015217,1.3869613292308538,,,3.2948281391323757
136,rho0.50_coupled,25,0.5,1.2938394795265484,1.3957459397857614,,,2.68958541931231
137,rho0.50_coupled,25,0.5,2.1438630755729786,2.1387151505371493,,,4.282578226110128
138,rho0.50_coupled,25,0.5,1.3930083033884249,1.0623038031943879,,,2.455312106582813
139,rho0.50_coupled,25,0.5,1.8729065678944428,1.67911134927943,,,3.552017917173873
140,rho0.50_coupled,25,0.5,1.7329012199266498,1.3803804006860143,,,3.113281620612664
141,rho0.50_coupled,25,0.5,1.5750440747604335,1.362913069441922,,,2.9379571442023558
142,rho0.50_coupled,25,0.5,1.3655605893711684,1.1755007414722307,,,2.541061330843399
143,rho0.50_coupled,25,0.5,1.4822906373008402,1.4303537603617145,,,2.9126443976625547
144,rho0.50_coupled,25,0.5,1.4191997316594012,0.9596112521260773,,,2.3788109837854785
145,rho0.50_coupled,25,0.5,1.909867525676459,1.2972671138253897,,,3.2071346395018487
146,rho0.50_coupled,25,0.5,1.7024255790301905,1.6338323159183292,,,3.3362578949485195
147,rho0.50_coupled,25,0.5,1.58313164196869,1.503108561342702,,,3.086240203311392
148,rho0.50_coupled,25,0.5,1.0742363056742312,1.0034375370098874,,,2.077673842684119
149,rho0.50_coupled,25,0.5,1.1953704455741319,0.8702532995028094,,,2.065623745076941
150,rho0.50_coupled,25,0.5,1.5825801946212217,0.9665704217584219,,,2.5491506163796434
151,rho0.50_coupled,25,0.5,1.5738620397504368,1.2757726683398425,,,2.8496347080902793
152,rho0.50_coupled,25,0.5,1.6167990554417622,1.2829380059922,,,2.899737061433962
153,rho0.50_coupled,25,0.5,1.6468885830995301,1.5616074701079978,,,3.208496053207528
154,rho0.50_coupled,25,0.5,0.9921701558612256,1.091307704211742,,,2.0834778600729678
155,rho0.50_coupled,25,0.5,1.3321820098372372,1.226034804662854,,,2.558216814500091
156,rho0.50_coupled,25,0.5,1.688393717984461,1.28796688657745,,,2.9763606045619113
157,rho0.50_coupled,25,0.5,1.871141285785073,1.3888905966851501,,,3.2600318824702232
158,rho0.50_coupled,25,0.5,1.2049342560985037,1.1379034531114733,,,2.3428377092099772
159,rho0.50_coupled,25,0.5,1.2927725742921747,1.2595392490648665,,,2.552311823357041
160,rho0.50_coupled,25,0.5,1.4921507597297161,1.4958360289853263,,,2.9879867887150424
161,rho0.50_coupled,25,0.5,1.7539214748845307,1.4520274575720797,,,3.2059489324566104
162,rho0.50_coupled,25,0.5,1.3397799250762625,1.2700526295546608,,,2.6098325546309233
163,rho0.50_coupled,25,0.5,1.8543125520307893,1.3695595362281752,,,3.2238720882589647
164,rho0.50_coupled,25,0.5,1.2395073695848218,1.07096542329475,,,2.3104727928795716
165,rho0.50_coupled,25,0.5,1.25133225533768,1.5655100146267897,,,2.8168422699644697
166,rho0.50_coupled,25,0.5,1.543968206505672,1.2844616838200882,,,2.82842989032576
167,rho0.50_coupled,25,0.5,1.507752470236623,1.1350675003269628,,,2.6428199705635858
168,rho0.50_coupled,25,0.5,1.5602764877639874,1.4413780865200128,,,3.001654574284
169,rho0.50_coupled,25,0.5,1.448792311816673,1.1268501246159623,,,2.575642436432635
170,rho0.50_coupled,25,0.5,1.845091726839225,1.7052135019460457,,,3.5503052287852706
171,rho0.50_coupled,25,0.5,1.7387687788392505,1.6978030651847904,,,3.4365718440240407
172,rho0.50_coupled,25,0.5,1.6887411664991823,1.0748525010700103,,,2.7635936675691926
173,rho0.50_coupled,25,0.5,1.6377625468404913,1.0173457077549406,,,2.655108254595432
174,rho0.50_coupled,25,0.5,1.844075666478354,1.4598525558220032,,,3.303928222300357
175,rho0.50_coupled,25,0.5,1.4861566615628148,1.4712558260835142,,,2.9574124876463292
176,rho0.50_coupled,25,0.5,0.9866621665209527,1.2278794840369673,,,2.21454165055792
177,rho0.50_coupled,25,0.5,1.3515066839074399,1.1688230671714317,,,2.5203297510788714
178,rho0.50_coupled,25,0.5,1.6555556563873126,1.2866077031634602,,,2.942163359550773
179,rho0.50_coupled,25,0.5,1.4768495605037675,1.7528952600745389,,,3.2297448205783064
180,rho0.50_coupled,25,0.5,1.5148800904225819,1.3038899618581248,,,2.8187700522807067
181,rho0.50_coupled,25,0.5,1.4096671740420266,1.2413170543420142,,,2.650984228384041
182,rho0.50_coupled,25,0.5,1.1135322509146117,0.9762898107933358,,,2.0898220617079475
183,rho0.50_coupled,25,0.5,1.2624012921266003,1.1179417460139127,,,2.380343038140513
184,rho0.50_coupled,25,0.5,1.4416362055615406,0.9846347299726695,,,2.4262709355342102
185,rho0.50_coupled,25,0.5,1.8739678106732083,1.4767107968372188,,,3.350678607510427
186,rho0.50_coupled,25,0.5,1.5607808782200814,1.3677470380943495,,,2.928527916314431
187,rho0.50_coupled,25,0.5,1.7733522508480626,1.6702411946185944,,,3.4435934454666572
188,rho0.50_coupled,25,0.5,1.656994761422531,1.1313735179255329,,,2.788368279348064
189,rho0.50_coupled,25,0.5,1.8816140754136572,1.704594340919642,,,3.5862084163332995
190,rho0.50_coupled,25,0.5,1.2742447429937473,1.311019534428443,,,2.5852642774221906
191,rho0.50_coupled,25,0.5,1.9130525539690852,1.5975346202418983,,,3.5105871742109835
192,rho0.50_coupled,25,0.5,1.2490315020226819,0.8666245022372405,,,2.1156560042599226
193,rho0.50_coupled,25,0.5,1.2885584705924762,1.1844291422303372,,,2.4729876128228137
194,rho0.50_coupled,25,0.5,1.8534359897394617,1.4877728016253395,,,3.341208791364801
195,rho0.50_coupled,25,0.5,1.4989554890195418,1.196412665483301,,,2.6953681545028427
196,rho0.50_coupled,25,0.5,2.0832720962355813,1.353280880574061,,,3.4365529768096423
197,rho0.50_coupled,25,0.5,1.5046695533652787,1.0770824792083327,,,2.581752032573611
198,rho0.50_coupled,25,0.5,1.5256260965144681,1.5761828835049196,,,3.1018089800193875
199,rho0.50_coupled,25,0.5,1.4854921751862191,1.05168580874846,,,2.5371779839346793
200,rho0.50_coupled,25,0.5,1.2137608965131523,1.419490236863587,,,2.6332511333767394
201,rho0.50_coupled,25,0.5,1.956613190425563,1.4863008754249247,,,3.4429140658504878
202,rho0.50_coupled,25,0.5,1.6553110633340176,1.2692644126638033,,,2.9245754759978206
203,rho0.50_coupled,25,0.5,1.1562324573704634,1.2910621499064296,,,2.447294607276893
204,rho0.50_coupled,25,0.5,1.3445546395520696,1.4205959781229152,,,2.7651506176749847
205,rho0.50_coupled,25,0.5,1.6573952791145388,1.364901366109781,,,3.02229664522432
206,rho0.50_coupled,25,0.5,1.823797558245034,1.3342338512857275,,,3.1580314095307616
207,rho0.50_coupled,25,0.5,1.69945270057714,1.2199665055722955,,,2.9194192061494357
208,rho0.50_coupled,25,0.5,1.9407817738524729,1.3561493913917997,,,3.2969311652442723
209,rho0.50_coupled,25,0.5,1.1648798831285982,1.161177328940881,,,2.3260572120694794
210,rho0.50_coupled,25,0.5,1.3072996467556273,1.001180705355036,,,2.308480352110663
211,rho0.50_coupled,25,0.5,1.6358284817686588,1.6644681706834,,,3.300296652452059
212,rho0.50_coupled,25,0.5,1.7918975024626727,1.3495836953088403,,,3.1414811977715127
213,rho0.50_coupled,25,0.5,1.912817958867536,1.6642597146585998,,,3.577077673526136
214,rho0.50_coupled,25,0.5,1.2224934572355628,1.2562139740003364,,,2.4787074312358994
215,rho0.50_coupled,25,0.5,1.4426931661352265,1.5648458190494399,,,3.0075389851846666
216,rho0.50_coupled,25,0.5,1.378861820678118,1.0451163652959585,,,2.4239781859740765
217,rho0.50_coupled,25,0.5,1.5093262846543904,1.3102945559751673,,,2.8196208406295575
218,rho0.50_coupled,25,0.5,1.3253038883136785,1.2564470832059746,,,2.581750971519653
219,rho0.50_coupled,25,0.5,1.5377721063794103,1.3933850198926556,,,2.931157126272066
220,rho0.50_coupled,25,0.5,1.730201628267202,1.1206550417163876,,,2.8508566699835898
221,rho0.50_coupled,25,0.5,1.2470071884699787,1.3479947721935328,,,2.5950019606635113
222,rho0.50_coupled,25,0.5,1.4926326109999515,1.408915672876851,,,2.9015482838768025
223,rho0.50_coupled,25,0.5,1.0060338099059454,1.071115911671717,,,2.0771497215776624
224,rho0.50_coupled,25,0.5,1.2924386885555614,1.3954413779418349,,,2.6878800664973963
225,rho0.50_coupled,25,0.5,1.1362972075627218,0.6875524284467869,,,1.8238496360095087
226,rho0.50_coupled,25,0.5,1.7430661570695227,1.5984675952857088,,,3.3415337523552315
227,rho0.50_coupled,25,0.5,1.5458053189372123,1.5389047666807822,,,3.0847100856179948
228,rho0.50_coupled,25,0.5,0.6213509856369884,1.1981256666863223,,,1.8194766523233108
229,rho0.50_coupled,25,0.5,1.6880409514600625,1.349115732721989,,,3.0371566841820514
230,rho0.50_coupled,25,0.5,1.7579177616890265,1.3395518032425553,,,3.0974695649315818
231,rho0.50_coupled,25,0.5,1.8926382735349843,1.3130422216632769,,,3.205680495198261
232,rho0.50_coupled,25,0.5,1.909070892371334,1.2745343772993516,,,3.183605269670686
233,rho0.50_coupled,25,0.5,1.7633158183367565,1.3910557405366812,,,3.1543715588734376
234,rho0.50_coupled,25,0.5,1.611569230086612,1.0258189495036225,,,2.6373881795902347
235,rho0.50_coupled,25,0.5,1.2611142630187948,1.0828428403689836,,,2.3439571033877784
236,rho0.50_coupled,25,0.5,2.2503155154803487,1.529642965145601,,,3.7799584806259494
237,rho0.50_coupled,25,0.5,1.4381798385524447,1.5105789078777612,,,2.948758746430206
238,rho0.50_coupled,25,0.5,1.7031071749695506,1.2692994520265204,,,2.972406626996071
239,rho0.50_coupled,25,0.5,0.9678525415517593,1.0046383843293456,,,1.9724909258811048
240,rho0.50_coupled,25,0.5,1.6480412332333578,1.612551770411361,,,3.260593003644719
241,rho0.50_coupled,25,0.5,1.520447635810854,1.1491009002459844,,,2.6695485360568387
242,rho0.50_coupled,25,0.5,1.8526343142891524,1.5315493158637667,,,3.3841836301529193
243,rho0.50_coupled,25,0.5,1.2803735542853847,0.9660324066255066,,,2.2464059609108915
244,rho0.50_coupled,25,0.5,1.6957050343499267,1.7420082607991831,,,3.43771329514911
245,rho0.50_coupled,25,0.5,1.3802869753440155,1.295614302793414,,,2.675901278137429
246,rho0.50_coupled,25,0.5,1.1776186489187388,1.2966693864018912,,,2.47428803532063
247,rho0.50_coupled,25,0.5,1.7644962540062095,1.347367108066398,,,3.1118633620726075
248,rho0.50_coupled,25,0.5,2.1525625515516387,1.578733631169283,,,3.7312961827209215
249,rho0.50_coupled,25,0.5,1.5389087675317425,1.3054380115670776,,,2.84434677909882
250,rho0.50_coupled,25,0.5,1.4868090977020136,1.5484370169137676,,,3.035246114615781
251,rho0.50_coupled,25,0.5,1.8235758181791217,1.533232019580887,,,3.356807837760009
252,rho0.50_coupled,25,0.5,1.5275607973996812,1.3759769528772907,,,2.903537750276972
253,rho0.50_coupled,25,0.5,1.6182044849798685,1.4075419051349927,,,3.025746390114861
254,rho0.50_coupled,25,0.5,1.2397015627576702,1.2315255345576526,,,2.4712270973153228
255,rho0.50_coupled,25,0.5,1.6211513570819973,1.182713182004119,,,2.803864539086116
256,rho0.50_coupled,25,0.5,1.478677929084664,1.3945458829150592,,,2.873223811999723
257,rho0.50_coupled,25,0.5,1.534995478933257,1.52277926677655,,,3.057774745709807
258,rho0.50_coupled,25,0.5,1.3395235487737482,1.1398608099109935,,,2.479384358684742
259,rho0.50_coupled,25,0.5,1.3982553433565694,1.026012654156379,,,2.424267997512948
260,rho0.50_coupled,25,0.5,1.406907040757225,1.1009360808926014,,,2.5078431216498265
261,rho0.50_coupled,25,0.5,1.124300856669963,1.0038098981602734,,,2.1281107548302365
262,rho0.50_coupled,25,0.5,1.5249254685917084,1.0701557198946763,,,2.5950811884863847
263,rho0.50_coupled,25,0.5,1.824177777768928,1.484073446112531,,,3.308251223881459
264,rho0.50_coupled,25,0.5,1.6387238847171879,1.7388105196072485,,,3.3775344043244364
265,rho0.50_coupled,25,0.5,1.9526215356396643,1.4508553356238703,,,3.4034768712635346
266,rho0.50_coupled,25,0.5,1.6049896608884522,1.8311301932523985,,,3.4361198541408506
267,rho0.50_coupled,25,0.5,1.5391091926728797,1.4570015434202261,,,2.996110736093106
268,rho0.50_coupled,25,0.5,1.3366569395921033,1.5196172137123136,,,2.856274153304417
269,rho0.50_coupled,25,0.5,1.499620902372277,1.1534454312797775,,,2.6530663336520544
270,rho0.50_coupled,25,0.5,1.0447378738858781,1.0552707655973064,,,2.1000086394831845
271,rho0.50_coupled,25,0.5,1.7383827733213033,1.2972565602303987,,,3.035639333551702
272,rho0.50_coupled,25,0.5,1.7381914925691193,1.3639313850508208,,,3.10212287761994
273,rho0.50_coupled,25,0.5,1.4293787996174354,1.5717215061067762,,,3.0011003057242114
274,rho0.50_coupled,25,0.5,1.0900678399881318,1.511863174966353,,,2.6019310149544848
275,rho0.50_coupled,25,0.5,1.4482806675054465,1.7353708156515308,,,3.1836514831569773
276,rho0.50_coupled,25,0.5,1.2502652097607296,1.3391376908674677,,,2.5894029006281976
277,rho0.50_coupled,25,0.5,1.537992229475008,1.7865295025037917,,,3.3245217319787996
278,rho0.50_coupled,25,0.5,1.8129272105430998,1.4991700770691037,,,3.3120972876122035
279,rho0.50_coupled,25,0.5,1.443406525703774,1.1537170050136059,,,2.59712353071738
280,rho0.50_coupled,25,0.5,1.2629445811889428,1.1373821527755605,,,2.400326733964503
281,rho0.50_coupled,25,0.5,1.2930539166751651,1.5533085614367466,,,2.846362478111912
282,rho0.50_coupled,25,0.5,1.5386559015270633,1.286297654657256,,,2.8249535561843193
283,rho0.50_coupled,25,0.5,1.3596244793663568,1.5382513159558218,,,2.8978757953221788
284,rho0.50_coupled,25,0.5,1.735005684678653,1.3419197776775276,,,3.0769254623561806
285,rho0.50_coupled,25,0.5,1.5111757488131423,1.3520409796028565,,,2.863216728415999
286,rho0.50_coupled,25,0.5,1.628871587941913,1.322955509413075,,,2.951827097354988
287,rho0.50_coupled,25,0.5,1.8950730671220901,1.2178196992764683,,,3.1128927663985584
288,rho0.50_coupled,25,0.5,1.3776192778488388,1.3536940301832914,,,2.73131330803213
289,rho0.50_coupled,25,0.5,1.2009389277092744,1.1826761053097843,,,2.3836150330190584
290,rho0.50_coupled,25,0.5,1.1793393356640565,1.2067553249898566,,,2.386094660653913
291,rho0.50_coupled,25,0.5,1.6083031711460745,1.364936208068251,,,2.9732393792143252
292,rho0.50_coupled,25,0.5,1.5851636933149185,1.266477178520329,,,2.8516408718352473
293,rho0.50_coupled,25,0.5,1.5639785169627471,1.2720144397105468,,,2.835992956673294
294,rho0.50_coupled,25,0.5,1.3576853103237851,1.3340702461144829,,,2.691755556438268
295,rho0.50_coupled,25,0.5,1.1547613120665066,1.0558638301176329,,,2.2106251421841394
296,rho0.50_coupled,25,0.5,2.113154121825319,1.577510204868796,,,3.690664326694115
297,rho0.50_coupled,25,0.5,1.575230904342726,1.1679830606435102,,,2.743213964986236
298,rho0.50_coupled,25,0.5,1.2042130677252114,1.2141771531419976,,,2.418390220867209
299,rho0.50_coupled,25,0.5,1.612768347535917,1.4240331525927585,,,3.0368015001286754
