Mix_ID,Data_Type,T_C,rho_mean_kgm3,rho_std_kgm3,k_mean_WmK,k_std_WmK,cp_mean_JkgK,cp_std_JkgK,E_mean_Pa,E_std_Pa,nu_mean,nu_std,alpha_th_mean_1K,alpha_th_std_1K,k_perm_mean_m2,k_perm_std_m2,phi_mean,phi_std,alpha_biot_mean,alpha_biot_std,fc_mean_Pa,fc_std_Pa
R5S,Calibration,300.0,2148.6517319895356,32.01847325962179,1.3780574800724823,0.08496657744932866,918.5917600179359,30.82309772663656,24484988389.89237,2450241604.543176,0.2110527382405099,0.0056797380863509465,9.019000248848024e-06,0.0,2.834516892804786e-17,1.0999394086559544e-17,0.12695404931840903,0.006699002695108193,0.6840136659049721,0.011535959341273248,43599551.67913582,4337302.275657512
R5S,Calibration,320.0,2147.2006013088408,31.99684900651259,1.3643232358561688,0.08412477192832384,922.0150833471954,30.93796641381658,24161288429.132,2417848568.507616,0.21103490764959554,0.0056797380863509465,9.115285556758855e-06,0.0,3.162136243714313e-17,1.2242190858012982e-17,0.1280567975896436,0.006699002695108201,0.6883902708100099,0.011535959341273248,42843818.522180036,4262121.6140402295
R5S,Calibration,340.0,2145.2762278383248,31.968172651201108,1.3497038546056908,0.08322921425663055,925.4384066764549,31.05283510099658,23772787102.272743,2378970783.501856,0.21100771153586848,0.0056797380863509465,9.224259589174292e-06,0.0,3.548003994058551e-17,1.3699371449207358e-17,0.1293563044542033,0.006699002695108189,0.6933436359198024,0.011535959341273248,41948369.54710349,4173041.962352132
R5S,Calibration,360.0,2142.857543507432,31.932130244505217,1.3341485811895903,0.08227685742944073,928.8617300057143,31.167703788176603,23307716682.94939,2332430639.2990985,0.2109701570961208,0.0056797380863509465,9.346781552541152e-06,0.0,4.005988996777668e-17,1.5420820369958856e-17,0.13087495729753207,0.006699002695108196,0.6989128160728415,0.011535959341273248,40883164.23273911,4067074.8765427154
R5S,Calibration,380.0,2140.013631889199,31.88975124620343,1.317710861064808,0.08127104792898299,932.2850533349737,31.282572475356613,22759568514.677784,2277576806.9849424,0.2109199115998212,0.0056797380863509465,9.48351572357612e-06,0.0,4.5526649919322335e-17,1.74659129613538e-17,0.13262835446260232,0.006699002695108197,0.7051280056653402,0.011535959341273248,39632049.929864705,3942613.4840747374
R5S,Calibration,400.0,2136.8846538766525,31.843124285987827,1.300531344096578,0.08022047036744279,935.7083766642329,31.39744116253662,22126961942.129623,2214271122.7557907,0.2108535224300384,0.0056797380863509465,9.634850763539198e-06,0.0,5.2074092420559116e-17,1.990378627676353e-17,0.13462295968771026,0.006699002695108196,0.7120068711182073,0.011535959341273248,38191468.60807393,3799303.8305430734
R5S,Calibration,420.0,2133.605313201358,31.794256672796802,1.2827705046130693,0.07913498202588111,939.1316999934924,31.512309849716637,21412749116.732056,2142799004.7616541,0.21076642021535338,0.0056797380863509465,9.800816530011317e-06,0.0,5.99214136593287e-17,2.2812327823557887e-17,0.1368532886237502,0.006699002695108202,0.7195507695942127,0.011535959341273248,36567926.49613684,3637793.1584023694
R5S,Calibration,440.0,2130.2297741695,31.74395554459661,1.2645460528873522,0.07802174178590443,942.5550233227517,31.62717853689665,20623510773.63661,2063818994.9140089,0.21065284069866594,0.0056797380863509465,9.981006637799192e-06,0.0,6.930575584763162e-17,2.627545652193153e-17,0.13929947964025052,0.006699002695108198,0.7277412290391161,0.011535959341273248,34776721.215387955,3459603.281645456
R5S,Calibration,460.0,2126.7170527402595,31.691610171227747,1.2459255046403055,0.07688474419467693,945.978346652011,31.742047224076657,19770281439.40443,1978435331.2723556,0.21050575830229137,0.0056797380863509465,1.0174517154535337e-05,0.0,8.046906608873251e-17,3.037844442444159e-17,0.1419261060666809,0.006699002695108196,0.7365371616180318,0.011535959341273248,32843612.909527898,3267296.830519458
R5S,Calibration,480.0,2122.9704075691207,31.63577894626032,1.2269620843384854,0.07572703519846175,949.4016699812706,31.856915911256674,18869611547.637455,1888304235.2054346,0.2103169237775374,0.0056797380863509465,1.037991275201198e-05,0.0,9.363974233799325e-17,3.5201468876915065e-17,0.14468295830126338,0.006699002695108194,0.7458733251396974,0.01153595934127325,30807199.18232752,3064713.5113567244
R5S,Calibration,500.0,2118.888377252493,31.574949926558293,1.2077325478622816,0.074553058571229,952.82499331053,31.97178459843668,17943490174.303967,1795626179.4243195,0.21007711868337267,0.0056797380863509465,1.0595230641118294e-05,0.0,1.0901141698625504e-16,4.081224217243913e-17,0.14750815344787246,0.006699002695108201,0.7556605019172572,0.011535959341273248,28718567.309937853,2856935.508504882
R5S,Calibration,520.0,2114.401358864803,31.508085913129452,1.1883545603021408,0.0733697527878037,956.2483166397892,32.08665328561669,17017561682.194199,1702967425.4942653,0.20977676168351145,0.0056797380863509465,1.081802924512811e-05,0.0,1.2672315639857243e-16,4.725921927211814e-17,0.15033334511161278,0.006699002695108196,0.7657877111904305,0.011535959341273248,26636976.781066712,2649857.9815545217
R5S,Calibration,540.0,2109.490877090304,31.434911593137123,1.1689847145774073,0.07218646084459665,959.6716399690488,32.20152197279671,16118127136.055765,1612959951.9182696,0.20940699820308037,0.0056797380863509465,1.1045482930449913e-05,0.0,1.4684629448349139e-16,5.456718468179835e-17,0.15309018454711565,0.006699002695108196,0.7761265150686943,0.011535959341273248,24622762.840202104,2449483.106746948
R5S,Calibration,560.0,2104.1963393087894,31.356014201877503,1.1498058278467063,0.07101417918429753,963.094963298308,32.31639065997672,15268906988.80917,1527977492.3366733,0.20896133585320473,0.005679738086350946,1.1274517069550085e-05,0.0,1.693822008853707e-16,6.27366762232729e-17,0.15571678022060437,0.006699002695108196,0.7865371577550658,0.011535959341273248,22729755.55587513,2261165.922603133
R5S,Calibration,580.0,2098.612400411776,31.272804254171415,1.1310101983967726,0.06986455115703448,966.5182866275674,32.431259347156725,14488483000.91981,1449879545.3881092,0.20843771272230152,0.0056797380863509465,1.1501970754871889e-05,0.0,1.9427248674633087e-16,7.174772051376172e-17,0.15816290177637732,0.006699002695108196,0.7968759616333296,0.011535959341273248,20999364.31866016,2089025.8532238896
R5S,Calibration,600.0,2092.877884302172,31.18735045634155,1.1127822486329682,0.06874881140859479,969.9416099568268,32.54612803433674,13788951144.43699,1379876569.2312942,0.20784060152704656,0.0056797380863509465,1.1724769358881704e-05,0.0,2.214195475172064e-16,8.15671108395036e-17,0.16039307566849031,0.006699002695108196,0.807003170906503,0.011535959341273248,19457571.872420255,1935647.6732168696
R5S,Calibration,620.0,2087.1574620719675,31.102106680682347,1.0952823550738235,0.06767679062659371,973.364933286086,32.66099672151676,13175840953.140686,1318521910.8192947,0.2071824518896854,0.0056797380863509465,1.194008724798802e-05,0.0,2.507125438297508e-16,9.215750698812748e-17,0.16238733563961932,0.006699002695108196,0.8167903476840629,0.011535959341273248,18114955.03766271,1802083.5692649323
R5S,Calibration,640.0,2081.619201190609,31.019577411143434,1.0786335164015437,0.06665608422145992,976.7882566153456,32.775865408696774,12648996802.643427,1265799996.6365013,0.20648366373716942,0.0056797380863509465,1.214548284546466e-05,0.0,2.820530726288694e-16,1.0348636462497972e-16,0.16413996437691214,0.006699002695108196,0.8261265112057283,0.011535959341273248,16968985.15068014,1688081.9888077865
R5S,Calibration,660.0,2076.412772767185,30.94199299540417,1.0629126980676549,0.06569150237568237,980.2115799446051,32.89073409587679,12203971309.590858,1221265771.7965226,0.20577059032558997,0.005679738086350946,1.2338993362200806e-05,0.0,3.153759260359116e-16,1.1553311467193097e-16,0.1656569072169388,0.006699002695108192,0.8349224437846441,0.011535959341273248,16007504.30812878,1592433.4583575353
R5S,Calibration,680.0,2071.6530696990594,30.87106552812711,1.0481482452605735,0.06478489195623792,983.6349032738643,33.005602783056794,11833523037.114143,1184194577.1894505,0.20507180216401538,0.0056797380863509465,1.2519183469988681e-05,0.0,3.5066259472579283e-16,1.2829380203031317e-16,0.16695260939907025,0.0066990026951082,0.8431129032295475,0.011535959341273248,15212373.891376805,1513333.5402803225
R5S,Calibration,700.0,2067.4120788488767,30.80786773291944,1.0343234987711725,0.06393534238653616,987.0582266031239,33.120471470236815,11528946717.674583,1153715266.447465,0.2044136525024236,0.0056797380863509465,1.26851492364608e-05,0.0,3.879474348619284e-16,1.4178317466130151e-16,0.16804689522706495,0.006699002695108196,0.8506568017055528,0.01153595934127325,14562632.909109099,1448697.026085929
R5S,Calibration,720.0,2063.7191070383406,30.75283633001512,1.0213852675471784,0.06313969465751317,990.4815499323831,33.23534015741681,11281107880.913221,1128913742.371392,0.2038165412514135,0.0056797380863509465,1.2836484276423877e-05,0.0,4.2731794595999337e-16,1.5603473742280844e-16,0.16896228415014097,0.006699002695108193,0.85753566715842,0.011535959341273248,14036871.177521847,1396394.0214208995
R5S,Calibration,740.0,2060.5672420004134,30.70586831517479,1.0092548631902223,0.06239321259740013,993.9048732616425,33.35020884459682,11081159895.037104,1108904712.1061165,0.2032929179956032,0.0056797380863509465,1.2973218447458848e-05,0.0,4.689112201364823e-16,1.7109949105983966e-16,0.16972192040969566,0.006699002695108196,0.8637508567509186,0.011535959341273248,13614794.762341639,1354405.6769182996
R5S,Calibration,760.0,2057.9230040388647,30.666464785415425,0.9978393290921754,0.061690269977890407,997.3281965909019,33.46507753177684,10920981593.765343,1092875480.9841146,0.20284725536737247,0.0056797380863509465,1.3095740410825708e-05,0.0,5.12908530039296e-16,1.870440397102733e-16,0.17034813064041296,0.0066990026951081975,0.8693200369039576,0.011535959341273248,13278110.36060203,1320912.1668796996
R5S,Calibration,780.0,2055.7364359326803,30.633881295315163,0.9870411162002766,0.06102494474156392,1000.7515199201614,33.57994621895686,10793397822.166431,1080108022.8069549,0.2024774912672849,0.0056797380863509465,1.3204714443241144e-05,1.699741173033686e-21,5.595295605521129e-16,2.0394858743261101e-16,0.1708615290466708,0.006699002695108196,0.8742734020137503,0.011535959341273248,13010906.33792892,1294330.5950292824
R5S,Calibration,800.0,2053.9498190815966,30.607257742032914,0.9767653315502958,0.06039146549167458,1004.1748432494207,33.69481490613686,10692247192.822163,1069985760.2843652,0.20217713288827832,0.0056797380863509465,1.3300999751151973e-05,1.699741173033686e-21,6.090272409258178e-16,2.2190515313865683e-16,0.17128055080494,0.006699002695108196,0.8786500069187879,0.011535959341273248,12799700.392464774,1273319.7361416577
