material,x_position_um,y_position_um,youngs_modulus_GPa,hardness_GPa,reduced_modulus_GPa,max_load_mN,max_depth_nm,contact_area_nm2,creep_compliance_1_GPa,creep_depth_nm,plastic_work_pJ,elastic_work_pJ,oliver_pharr_beta,measurement_temp_C,drift_rate_nm_s
YSZ,100,300,174.0195338729516,14.03001700282048,191.2302570032435,10,15062.46202463201,712757.511127013,0.00823311531139466,425.8521416199501,105437.23417242405,45187.38607389603,1.034,25,0.022833067025370267
YSZ,100,350,167.73155605859694,13.484812472679616,184.32039127318345,10,15363.940195966126,741575.0141323889,0.008335319389238023,439.7679004920803,107547.58137176289,46091.82058789838,1.034,25,0.010529420436551886
YSZ,100,400,166.15331307833725,12.218115121934904,182.58605832784312,10,16140.72199012438,818456.8487202439,0.008771974670638255,486.20452766075397,112985.05393087066,48422.16597037314,1.034,25,0.029251495021144054
YSZ,100,450,176.4194253054687,11.952666660109415,193.8675003356799,10,16318.966830627203,836633.3877086856,0.00810423979666308,454.15449311092306,114232.76781439042,48956.90049188161,1.034,25,0.044510218193300824
YSZ,150,0,172.22949313724192,12.772508956860039,189.2631792716944,10,15786.540048853829,782931.5316024155,0.008327644410302273,451.44807015533166,110505.7803419768,47359.62014656149,1.034,25,0.020143707489220807
YSZ,150,50,182.58586226616657,11.887380992701678,200.64380468809512,10,16363.71747225385,841228.1903086605,0.008456329404324817,475.184796656795,114546.02230577695,49091.15241676155,1.034,25,0.049236344368718564
YSZ,150,100,165.87351102323828,15.640969271927174,182.27858354202007,10,14265.704777527824,639346.566452775,0.008457396642255371,414.31304134571735,99859.93344269476,42797.11433258347,1.034,25,0.0345692152867658
YSZ,150,150,177.03705345819603,11.95665134918234,194.5462125914242,10,16316.247364052568,836354.570185226,0.008417686048586255,471.6411367503272,114213.73154836797,48948.74209215771,1.034,25,0.03544950043419342
YSZ,150,200,180.72441138659127,13.527591804771713,198.59825427097942,10,15339.627681302101,739229.8750818757,0.008288423044265018,436.6016782805966,107377.3937691147,46018.8830439063,1.034,25,0.01713920942232659
YSZ,150,250,161.83282984707276,12.644432573850318,177.8382745572228,10,15866.29011889433,790861.9023902098,0.008580929180658952,467.5288136841422,111064.03083226031,47598.870356682986,1.034,25,0.01801050952339481
YSZ,150,300,179.11501768799513,11.427754370661063,196.82968976702762,10,16689.54954534552,875062.5604688709,0.00857378655060596,491.3782791142826,116826.84681741863,50068.64863603656,1.034,25,0.014014011201563844
YSZ,150,350,174.7810248600691,11.108367371790948,192.0670602857902,10,16927.77767889057,900222.2977783772,0.008097940779746769,470.7314507886893,118494.44375223396,50783.3330366717,1.034,25,0.04039418215778233
YSZ,150,400,171.12092263146204,11.97378312195121,188.04496992468356,10,16304.570757932463,835157.9361469537,0.008481296082882622,474.86511606582343,114131.99530552723,48913.71227379739,1.034,25,0.0481746196669143
YSZ,150,450,176.2030695684604,13.608278316403679,193.6297467785279,10,15294.084037607916,734846.8165841235,0.008565820764338667,449.8742416259956,107058.58826325541,45882.25211282375,1.034,25,0.025402374645949986
YSZ,200,0,171.55874311411014,12.973811001944025,188.52609133418696,10,15663.589039303422,770783.5422068024,0.00839296776843429,451.4456867931597,109645.12327512396,46990.76711791027,1.034,25,0.04921082135452689
YSZ,200,50,187.28039827635698,14.659917119090633,205.80263546852413,10,14735.310991688424,682132.0965708372,0.008393227167467742,424.70459174193604,103147.17694181897,44205.932975065276,1.034,25,0.025222838121550767
YSZ,200,100,173.5235180976232,12.296115393455928,190.68518472266285,10,16089.446298663514,813264.9767846246,0.008255323764051423,456.11450294998747,112626.12409064459,48268.338895990535,1.034,25,0.014619433823341339
YSZ,200,150,165.4760612027114,12.696594202627448,181.84182549748505,10,15833.66470395389,787612.791305135,0.008686719027981682,472.3195163376874,110835.65292767722,47500.99411186166,1.034,25,0.04327344810404666
YSZ,200,200,179.6040605423565,12.03269403175531,197.36709949709507,10,16264.608982484593,831069.0834163275,0.008690037926286628,485.35998813177036,113852.26287739215,48793.826947453774,1.034,25,0.010108393943231335
YSZ,200,250,188.535072025567,11.252050647138576,207.18139783029338,10,16819.350636504783,888726.8919770659,0.008477265160883398,489.62509043516866,117735.45445553347,50458.051909514346,1.034,25,0.04548750657802789
YSZ,200,300,157.76337127634463,13.842248508118885,173.36634206191718,10,15164.278181321139,722425.984054159,0.008693675768702,452.7139263635149,106149.94726924796,45492.834543963414,1.034,25,0.04491298324597556
YSZ,200,350,168.07020623786192,13.29662963271928,184.6925343273208,10,15472.278627428834,752070.2821858557,0.00856563703185691,455.1060590321301,108305.95039200183,46416.835882286505,1.034,25,0.03822626345030818
YSZ,200,400,171.58006341131016,13.752776295363725,188.54952023220898,10,15213.525763090858,727125.9115420321,0.008692589583472316,454.12741662639746,106494.68034163599,45640.57728927257,1.034,25,0.04679125800594403
YSZ,200,450,179.72468180442928,15.013235285059098,197.49965033453768,10,14560.889906688279,666078.9503480187,0.008377458901160054,418.8889428670154,101926.22934681794,43682.669720064834,1.034,25,0.02910212090545109
YSZ,250,0,175.5184079768718,12.68188590042236,192.87737140315582,10,15842.843892354218,788526.2553629313,0.008714110071116173,474.0835179657923,110899.90724647952,47528.53167706265,1.034,25,0.032491919827683804
YSZ,250,50,166.39726375875335,11.51497037919625,182.85413599863006,10,16626.224909789882,868434.7133073568,0.008654935840906852,494.14701523540947,116383.57436852918,49878.674729369646,1.034,25,0.022840235409095307
YSZ,250,100,180.6069676150424,12.955512886324975,198.46919518136528,10,15674.646611284372,771872.1819616553,0.008430131369262956,453.7647687722944,109722.5262789906,47023.93983385311,1.034,25,0.011229542752705931
YSZ,250,150,178.70428548611667,11.43752049277142,196.3783356990293,10,16682.42269529066,874315.3733643633,0.0085060039526075,487.28537143161833,116776.95886703461,50047.26808587198,1.034,25,0.022734591630283556
YSZ,250,200,176.24901615024186,11.219062441846512,193.68023752773829,10,16844.06005113205,891340.0787128634,0.008694988834682687,502.938036917431,117908.42035792435,50532.180153396155,1.034,25,0.028841462677896786
YSZ,250,250,172.39785759832696,13.062522251613052,189.44819516299665,10,15610.310516238625,765548.9351426851,0.008403507548865659,450.4751194792686,109272.17361367037,46830.931548715875,1.034,25,0.04134374119050083
YSZ,250,300,178.07812226690206,13.907030486174127,195.69024424934292,10,15128.917698171394,719060.7664189449,0.008164873645492296,424.1856780279195,105902.42388719975,45386.753094514184,1.034,25,0.039850179542394615
YSZ,250,350,161.6196592629614,11.281875685103786,177.60402116808945,10,16797.103903795276,886377.4321856487,0.0087940249399831,507.24850325164766,117579.72732656692,50391.311711385824,1.034,25,0.03802348567691207
YSZ,250,400,176.08564667757676,11.5193587771345,193.50071063469974,10,16623.057657047288,868103.8756991952,0.008360499344064314,477.2454548161219,116361.40359933101,49869.17297114187,1.034,25,0.04497576702953368
YSZ,250,450,170.06949032294636,10.834819250298077,186.88954980543556,10,17140.134609173583,922950.3297643742,0.008683387544836154,511.09553295299855,119980.94226421506,51420.40382752074,1.034,25,0.022985470136144957
YSZ,300,0,195.5040846592612,12.328546846849093,214.8396534717156,10,16068.269928463405,811125.6033841313,0.008243622079583105,454.8685026126536,112477.88949924383,48204.809785390215,1.034,25,0.045358385741910125
YSZ,300,50,164.17425044803554,11.268010348382704,180.41126422861046,10,16807.435182036086,887468.1235481203,0.008735394784765333,504.1765647005273,117652.0462742526,50422.30554610826,1.034,25,0.03940596618977784
YSZ,300,100,171.34063791124677,12.352231574684948,188.28641528708437,10,16052.857522832908,809570.3144437734,0.008541171643059002,470.8347117719267,112370.00265983035,48158.57256849872,1.034,25,0.024129753580496772
YSZ,300,150,182.35592595213498,10.341795166260189,200.39112741992855,10,17543.9385621267,966950.1125515146,0.00876351505478887,527.9637531158666,122807.56993488688,52631.8156863801,1.034,25,0.038435694774267525
YSZ,300,200,174.7635921733185,13.523190994894534,192.04790348716318,10,15342.123441873717,739470.440355042,0.008568798522528976,451.44419897119354,107394.86409311602,46026.37032562115,1.034,25,0.011724129271061142
YSZ,300,250,177.8862678937058,11.615239342705385,195.47941526780855,10,16554.30612638928,860937.919999058,0.008351064956617337,474.7352896153428,115880.14288472495,49662.91837916784,1.034,25,0.011904220652896598
YSZ,300,300,161.96715462596336,12.137364652681761,177.98588420435533,10,16194.325480104819,823902.0813954446,0.00864163957256906,480.5711384660345,113360.27836073373,48582.97644031446,1.034,25,0.01997825485497299
YSZ,300,350,183.13861558532778,11.325808902897906,201.2512259179426,10,16764.49396589951,882939.1424255203,0.008669077137206145,499.0706025119871,117351.45776129657,50293.48189769853,1.034,25,0.014758654440608848
YSZ,300,400,169.05007559935322,8.979794589194364,185.7693138454431,10,18827.465586581708,1113611.2191289184,0.008656449217669768,559.6677997332856,131792.25910607193,56482.39675974512,1.034,25,0.0236716428734571
YSZ,300,450,180.91006802868668,11.43501896407697,198.80227255899635,10,16684.24732177984,874506.6388971393,0.008437074274285247,483.3894459139175,116789.73125245886,50052.74196533952,1.034,25,0.03108950598525518
YSZ,350,0,160.17846128810828,12.97011680658357,176.02028712978932,10,15665.819560397524,771003.0795500659,0.008683438690694269,467.1362121843611,109660.73692278266,46997.45868119257,1.034,25,0.01243334061956718
YSZ,350,50,175.70958806198493,12.488692164497555,193.08745940877463,10,15964.9139947573,800724.3567447095,0.008185514654980661,448.75701053942197,111754.3979633011,47894.7419842719,1.034,25,0.02224027441004551
YSZ,350,100,186.3138435450765,13.381283018524982,204.74048741217197,10,15423.26020184886,747312.49508407,0.008190648389694808,433.8035891756028,107962.82141294201,46269.78060554658,1.034,25,0.03889686256155572
YSZ,350,150,166.35484935740078,11.713241366885047,182.80752676637448,10,16484.907605560104,853734.6484015418,0.008783120254044964,497.20331881089413,115394.35323892071,49454.72281668031,1.034,25,0.018452985799201595
YSZ,350,200,168.95750003474527,12.803664348432267,185.66758245576403,10,15767.321511633927,781026.4099296262,0.008482553988131417,459.2860222395278,110371.25058143749,47301.96453490178,1.034,25,0.027288224592966003
YSZ,350,250,178.02502296293505,11.848492697471004,195.63189336586268,10,16390.54939914153,843989.210723356,0.008621268585602238,485.24755843456103,114733.84579399071,49171.64819742459,1.034,25,0.01730331804212757
YSZ,350,300,189.10994052674363,12.310533124451872,207.81312145796002,10,16080.021797460862,812312.5049830246,0.008346466299493954,460.88009303144884,112560.15258222603,48240.06539238258,1.034,25,0.02729859124547626
YSZ,350,350,171.28030245874714,12.712288708834729,188.22011259202984,10,15823.887617323691,786640.4098461235,0.008533836001423444,463.72035004168134,110767.21332126582,47471.66285197107,1.034,25,0.018448856887506103
YSZ,350,400,162.84197707880597,13.659939866357538,178.94722755912744,10,15265.13572011677,732067.6443553428,0.008677656988218934,454.88521546712104,106855.95004081739,45795.40716035031,1.034,25,0.021227200696202597
YSZ,350,450,178.10231037672403,14.392518519085346,195.71682458980663,10,14871.564710394181,694805.4287190527,0.008340899606132126,425.95942457651677,104100.95297275927,44614.69413118254,1.034,25,0.017259251656756885
YSZ,400,0,159.22650698707153,14.980717843691703,174.9741835022764,10,14576.68441765215,667524.754443656,0.008454872485675889,423.21834655361914,102036.79092356504,43730.053252956444,1.034,25,0.049620938368641385
YSZ,400,50,196.75033029303637,13.658153443908159,216.20915416817184,10,15266.133991574809,732163.3953717385,0.008264647394722708,433.2634682649062,106862.93794102364,45798.401974724424,1.034,25,0.010970679971062759
YSZ,400,100,155.44003141546963,10.618785317168971,170.8132213356809,10,17313.61051021059,941727.2975498913,0.008668200079891343,515.3653822636059,121195.27357147413,51940.831530631775,1.034,25,0.01506044838278121
YSZ,400,150,163.22530914239303,14.297341073464802,179.36847158504727,10,14920.982630113527,699430.7506980815,0.008553584826714339,438.27254334033114,104446.87841079468,44762.947890340576,1.034,25,0.03948942361267569
YSZ,400,200,180.15355290000917,13.562659962569757,197.97093725275732,10,15319.783467084384,737318.4926554238,0.008599025965303103,452.3770454931941,107238.48426959068,45959.350401253156,1.034,25,0.022249508508920053
YSZ,400,250,173.8104410582473,15.273006119869981,191.00048467939263,10,14436.529437585034,654749.9504364193,0.008415429309372608,417.1937076844577,101055.70606309522,43309.5883127551,1.034,25,0.04843044143550617
YSZ,400,300,171.88646536401072,14.811625349434369,188.88622567473703,10,14659.653472461698,675145.3513089219,0.008500205868477837,427.90939443416613,102617.57430723187,43978.96041738509,1.034,25,0.04599651041238395
YSZ,400,350,166.15733116537524,14.386247313756032,182.59047380810466,10,14874.805738869607,695108.306002641,0.00867712815608478,443.22677408516444,104123.64017208724,44624.41721660882,1.034,25,0.03769678010774148
YSZ,400,400,163.1832800239593,13.494226170375958,179.3222857406146,10,15358.580247219415,741057.6845045864,0.008274359820241557,436.39940176906003,107510.0617305359,46075.74074165825,1.034,25,0.01826143958058416
YSZ,400,450,178.51610598008494,14.917216640289778,196.17154503306037,10,14607.677263969565,670366.345219596,0.008089984814709777,405.8144846735282,102253.74084778695,43823.03179190869,1.034,25,0.016884155884137317
YSZ,450,0,183.00068499890455,14.144811893283414,201.09965384495004,10,15001.216382196224,706972.9930271073,0.008604201780014952,443.2367223634213,105008.51467537358,45003.64914658867,1.034,25,0.01283906924030017
YSZ,450,50,175.2689623163136,14.546649448623016,192.6032552926523,10,14792.568092513166,687443.5267941786,0.008165541322518085,414.78900001022225,103547.97664759215,44377.704277539495,1.034,25,0.040005560834792016
YSZ,450,100,182.57877376513488,12.49948964853561,200.63601512652184,10,15958.016987276027,800032.6638273236,0.00839158598127338,459.85577452282365,111706.11891093219,47874.050961828085,1.034,25,0.03552581969250476
YSZ,450,150,166.87941646830566,11.533821714632676,183.38397414099524,10,16612.632072804314,867015.3091852673,0.00860853492528502,491.09596406238757,116288.4245096302,49837.89621841294,1.034,25,0.04940360074429589
YSZ,450,200,172.77538128633904,11.450107015768067,189.86305635861433,10,16673.25110275857,873354.2827354269,0.008158298346065658,467.1093350635483,116712.75771930999,50019.753308275715,1.034,25,0.028485500624591466
YSZ,450,250,161.77429682645672,13.240260919147175,177.77395255654585,10,15505.179268474507,755272.1250031162,0.00863547237794919,459.79216213753637,108536.25487932154,46515.53780542352,1.034,25,0.010832244591159168
YSZ,450,300,171.9756566736299,15.499748867383571,188.98423810289,10,14330.545845519298,645171.7434624505,0.008122875101478,399.73408422556633,100313.82091863507,42991.63753655789,1.034,25,0.010246292119797032
YSZ,450,350,183.2792770029362,14.713385807425283,201.40579890432548,10,14708.51244052502,679653.2172053412,0.008087108779114584,408.47051183551093,102959.58708367514,44125.537321575066,1.034,25,0.04801698537378281
YSZ,450,400,193.96316915571134,12.08649553275436,213.1463397315509,10,16228.3686863403,827369.684860267,0.008444059853194824,470.5706554737855,113598.5808043821,48685.1060590209,1.034,25,0.04892697388737033
YSZ,450,450,177.21034732156625,13.283846418171217,194.73664540831456,10,15479.72142264914,752794.0089943239,0.00838041211822618,445.47895220350523,108358.04995854397,46439.16426794742,1.034,25,0.016150092720666077
Ni-YSZ,0,0,99.52576016146017,6.384400690186235,109.36896721039578,10,22328.780050426005,1566317.7305540165,0.015229148590937802,1167.7215428448844,156301.46035298202,66986.34015127801,1.034,25,0.04525908430954627
Ni-YSZ,0,50,88.58363906438666,4.11472956740473,97.3446583125128,10,27813.42134659212,2430293.3731577573,0.016475709217532143,1573.610359485776,194693.94942614486,83440.26403977636,1.034,25,0.02042671968962149
Ni-YSZ,0,100,104.65334722210277,5.39967653183084,115.00367826604699,10,24279.581215870192,1851962.7872244695,0.015888896402264836,1324.748991461795,169957.06851109132,72838.74364761056,1.034,25,0.0490797952154702
Ni-YSZ,0,150,113.15735306105832,8.205798174933106,124.3487396275366,10,19695.39286382861,1218650.4940552623,0.01527907016002726,1033.3804612653614,137867.75004680024,59086.17859148582,1.034,25,0.027189743540516266
Ni-YSZ,0,200,98.4687737135867,4.830121581999406,108.20744364130407,10,25671.191844136047,2070341.259579753,0.01630776516702272,1437.6036071217707,179698.34290895233,77013.57553240814,1.034,25,0.017676143906145206
Ni-YSZ,0,250,120.00599419764804,5.765874664211658,131.87471889851432,10,23495.92054132526,1734342.2433493452,0.016354248822234987,1319.5375045249536,164471.44378927682,70487.76162397578,1.034,25,0.03535314151596087
Ni-YSZ,0,300,99.33917546507361,4.980615119778177,109.16392908249847,10,25280.378521953477,2007784.1309780574,0.015573866683373258,1352.0062449005306,176962.64965367434,75841.13556586043,1.034,25,0.029480249224610136
Ni-YSZ,0,350,109.76285589418708,4.69536428842819,120.61852296064514,10,26036.96848348811,2129760.2029825845,0.015379813148057699,1375.1185770048758,182258.77938441676,78110.90545046433,1.034,25,0.03783922851454718
Ni-YSZ,0,400,96.04097100220295,9.464734657313942,105.5395285738494,10,18338.796956499024,1056553.6554447862,0.016452145330084683,1036.0770454292008,128371.57869549315,55016.39086949707,1.034,25,0.04218916532038248
Ni-YSZ,0,450,102.02932678972073,6.713981434778454,112.12013932936344,10,21773.838413627487,1489429.2004145193,0.01581666261626127,1182.6289854330178,152416.8688953924,65321.51524088246,1.034,25,0.026469701204525624
Ni-YSZ,50,0,94.72843678135239,5.852256432305171,104.09718327621141,10,23321.871054553667,1708742.6218712458,0.016299476140567738,1305.3762562777272,163253.09738187565,69965.613163661,1.034,25,0.03335851233400754
Ni-YSZ,50,50,89.65794527008335,6.96220623608139,98.52521458250916,10,21382.162299459345,1436326.3110729684,0.015512138586132993,1138.9954006750356,149675.1360962154,64146.48689837803,1.034,25,0.027734922834857775
Ni-YSZ,50,100,101.29554575490967,2.83199455649775,111.31378654385678,10,33525.777354902006,3531080.233560451,0.01614023323689813,1858.178091863892,234680.441484314,100577.33206470602,1.034,25,0.017174423007112
Ni-YSZ,50,150,87.32727349079181,6.081176253578571,95.96403680306793,10,22878.696026764617,1644418.708323958,0.016159747986050646,1269.5930149716473,160150.8721873523,68636.08808029385,1.034,25,0.02682655028430965
Ni-YSZ,50,200,108.28463050569952,7.832187242481952,118.99409945681266,10,20159.675299738985,1276782.5500595523,0.016318915638611858,1129.7269856194855,141117.72709817288,60479.025899216955,1.034,25,0.01931936445439578
Ni-YSZ,50,250,105.69175056978538,8.22708458253056,116.144780845918,10,19669.8968517791,1215497.4097670102,0.01596690093141613,1078.5030701916353,137689.2779624537,59009.6905553373,1.034,25,0.047034963331071884
Ni-YSZ,50,300,102.81861496261473,7.389215438410793,112.9874889699063,10,20755.15108756459,1353323.6489516553,0.016242948708787546,1157.6824368676253,145286.05761295214,62265.45326269377,1.034,25,0.014263146282073601
Ni-YSZ,50,350,94.29313563786684,8.066674004281305,103.61883037128224,10,19864.507885264826,1239668.293858485,0.015995433733365053,1091.1199689826328,139051.55519685376,59593.52365579447,1.034,25,0.030524236835637625
Ni-YSZ,50,400,102.49673377844782,7.621339046759636,112.63377338290968,10,20436.63660161753,1312105.3844536282,0.015676809515357236,1100.1851444371976,143056.45621132271,61309.90980485259,1.034,25,0.021216554719623
Ni-YSZ,50,450,105.89886674719405,4.236692071738988,116.37238104087258,10,27410.16271317177,2360332.0304313293,0.016335663518231517,1537.613082483496,191871.13899220238,82230.4881395153,1.034,25,0.025434458531642168
Ni-YSZ,100,0,106.74999190552894,6.117408594203555,117.30768341266916,10,22810.842149368305,1634679.1040695447,0.015618142905269463,1223.4025576023387,159675.89504557813,68432.52644810492,1.034,25,0.01295706859437619
Ni-YSZ,100,50,103.11166418780425,7.182988289777925,113.30952108549917,10,21050.98803701379,1392178.2406677385,0.015835697916871318,1144.7439726760304,147356.91625909653,63152.96411104137,1.034,25,0.039831425556013746
Ni-YSZ,100,100,95.90241472523644,8.780285072587803,105.38726892883125,10,19040.16709459585,1138915.1852506665,0.015979949075580233,1044.828039355654,133281.16966217093,57120.50128378755,1.034,25,0.0117903394581751
Ni-YSZ,100,150,106.96699598247669,8.182233927984731,117.54614943129306,10,19723.73313353832,1222160.1200862979,0.016306054844392345,1104.4261703969385,138066.13193476823,59171.19940061496,1.034,25,0.04948575220859642
Ni-YSZ,100,200,93.0562499059519,6.1667347367186025,102.25961528126582,10,22719.429924623655,1621603.7217325042,0.01565995363886672,1221.7618906935563,159036.00947236558,68158.28977387097,1.034,25,0.03779962605369058
Ni-YSZ,100,250,102.31808671879267,7.292029997152704,112.43745793273919,10,20893.001737581322,1371360.2390424435,0.015607410618414126,1119.773974286782,146251.01216306924,62679.00521274396,1.034,25,0.03223355197432805
Ni-YSZ,100,300,108.17845190397354,6.362363458529241,118.8774196746962,10,22367.416568823974,1571742.963944354,0.015329700286730148,1177.4654229751086,156571.91598176782,67102.24970647192,1.034,25,0.01944801075212445
Ni-YSZ,100,350,107.85223483310286,7.565663681133139,118.5189393770361,10,20511.69489417832,1321761.1066875048,0.016005471027345404,1127.3757271366244,143581.86425924822,61535.08468253496,1.034,25,0.03902408966534937
Ni-YSZ,100,400,104.81517850030399,5.627247190091133,115.18151483549889,10,23783.571249258002,1777067.838357755,0.016380608226865993,1337.8448870985826,166484.998744806,71350.713747774,1.034,25,0.01581253041112133
Ni-YSZ,100,450,113.5944130659969,5.691271493241275,124.82902534724934,10,23649.415521710944,1757076.6061460252,0.015376659981673316,1248.7660858708293,165545.90865197658,70948.24656513282,1.034,25,0.03343692668330034
Ni-YSZ,150,0,103.19012062524928,6.622046260288651,113.39573695082338,10,21924.462675932198,1510107.2398071869,0.015453241324813448,1163.448644261612,153471.23873152537,65773.3880277966,1.034,25,0.032117906773913296
Ni-YSZ,150,50,111.83911433310733,6.751299384640654,122.90012564077729,10,21713.577348929124,1481196.3490687744,0.015955076645908048,1189.6766769087835,151995.04144250386,65140.73204678737,1.034,25,0.034990404502337945
Ni-YSZ,150,100,89.71315757081356,5.940308668534884,98.58588744045446,10,23148.37757334034,1683414.205892839,0.015787361086472728,1254.9567889724065,162038.6430133824,69445.13272002102,1.034,25,0.03329986613160233
Ni-YSZ,150,150,93.60120765685224,6.383450799017574,102.85846995258487,10,22330.441308785055,1566550.806898836,0.015645073303920412,1199.702547069852,156313.0891614954,66991.32392635517,1.034,25,0.014037448732871992
Ni-YSZ,150,200,107.48874671236244,7.305401949306633,118.11950188171697,10,20873.871497764576,1368850.0741494608,0.01623102252889997,1163.4495573503423,146117.100484352,62621.614493293724,1.034,25,0.021787214074923424
Ni-YSZ,150,250,100.28962100478107,7.737860373559203,110.20837473052865,10,20282.17937364596,1292346.9172654864,0.015811702790279582,1101.2652469306431,141975.2556155217,60846.53812093787,1.034,25,0.02453646757861691
