sample_id,xrd_crack_depth_mm,pso_predicted_depth_mm,true_crack_depth_mm,xrd_measurement_error_mm,pso_prediction_error_mm,xrd_pso_difference_mm,pso_iterations,pso_convergence_rate,fitness_value,crack_type,crack_orientation_deg,crack_width_mm,x_position_mm,y_position_mm,stress_intensity_factor_MPa_sqrtm,detection_confidence,material,sintering_temperature_C
21,1.2983123715630995,1.3587057296029927,1.3583345875217379,0.060022215958638325,0.0003711420812548827,0.06039335803989321,96,0.9449285965115236,0.05227709897630513,subsurface,29.39563053104848,0.09970710476968034,80.9741290355181,45.281743571818026,0.20626840108637284,0.7884619516486033,Si3N4,1628.1594094909403
22,2.6411888018520724,2.5991158355601467,2.671756937264585,0.030568135412512465,0.07264110170443816,0.042072966291925695,59,0.9496770779672494,0.07042087076035235,subsurface,47.54023787074579,0.2799791627384025,84.9671089726699,45.79972505020725,0.10419188310443181,0.8649437575011969,SiC,1652.1265077622384
23,3.4491691631536776,3.291638267089173,3.4261559838280897,0.023013179325587885,0.13451771673891688,0.15753089606450477,103,0.8530726475349858,0.10115123049906168,subsurface,1.7988980013906164,0.49624634565471365,49.2192383013758,23.793825408263793,0.385631199859069,0.702292314916684,Si3N4,1530.9479980829742
24,2.0224296231268153,2.1252950555717605,2.08970318775678,0.0672735646299647,0.03559186781498047,0.10286543244494517,164,0.9779176942457425,0.09120072338840102,surface,84.46085433769689,0.28331233365596425,70.16496783649684,42.01468961882643,0.0800955725543656,0.7490924636651882,SiC,1614.1016561028462
25,1.2828398652664164,1.5106636493269905,1.487598031726979,0.20475816646056266,0.023065617600011468,0.22782378406057413,199,0.9455015795906431,0.006668089240969632,surface,16.112992020401034,0.3676673032166334,88.36533388299114,3.939310460173745,0.3110752905754618,0.9597594651794097,SiC,1584.0819014148108
26,1.2496207794767473,1.2508892486111507,1.2578097693936543,0.008188989916906975,0.006920520782503603,0.0012684691344033716,193,0.9415089036969568,0.004925929175611956,surface,87.8885549484085,0.4977388960712569,74.66588171393899,12.819857509051491,0.3397760303361867,0.761973810199594,Al2O3,1485.2806078983656
27,3.5032268024132223,3.6645848818207027,3.6692643603655104,0.16603755795228814,0.004679478544807658,0.16135807940748048,96,0.9528028595563215,0.0928575512195107,subsurface,60.968574620399494,0.19107954169329247,1.0389449289312513,37.83464777336702,0.5347964496791913,0.7504380983328208,ZrO2,1585.0182775359642
28,4.653285063977105,4.7294207187827695,4.779566066614668,0.1262810026375636,0.050145347831898945,0.07613565480566464,86,0.9501894707831131,0.10076127762785755,surface,21.66167881896239,0.4451538200266908,85.25048508322286,16.40802100718432,0.11194563660391661,0.9876769377353554,Si3N4,1670.8938947169047
29,0.6642603032085574,0.7160213939709555,0.7259413247941798,0.061681021585622386,0.009919930823224288,0.0517610907623981,198,0.9722067654554487,0.10029792124143976,surface,56.80051608873883,0.17485557469766724,81.1658427060122,37.707399237322115,0.243369834081312,0.7996738344113401,Al2O3,1561.9739890585877
30,3.0791965645324284,2.9348524313727165,2.911711924165359,0.16748464036706956,0.023140507207357608,0.14434413315971195,114,0.9279015305752305,0.09017218392016686,through-thickness,47.51242439068818,0.06571471437933255,27.051616468122962,22.84441000030611,0.4187601342427523,0.9063877070154425,SiC,1432.6471706038242
31,0.675611572571531,0.6811623322567711,0.6819181377661776,0.006306565194646563,0.0007558055094064597,0.005550759685240103,178,0.87739189989808,0.00670910693687626,surface,55.57540058111511,0.3251207148505692,26.751276151835867,42.99404822243352,0.10349374479846596,0.9665432358511116,Al2O3,1581.3603878253489
32,2.8269039900370636,3.025716770042275,2.9838557302504958,0.15695174021343217,0.04186103979177913,0.1988127800052113,109,0.8769242222284563,0.08754066484783245,surface,2.9094395841757326,0.41213091854786227,46.614585053098715,29.975272013449693,0.21992145484464776,0.713351714885136,Si3N4,1659.5786687395416
33,0.23916180026981157,0.3229749550797516,0.46343274904239407,0.2242709487725825,0.14045779396264246,0.08381315480994003,87,0.8804976731388037,0.1057776279845179,surface,74.28927152005394,0.42175893556805705,25.77598628981389,47.89217039542336,0.1022424056598567,0.7409642653650221,Si3N4,1464.4370116217763
34,1.0995597208161523,1.4355651902640005,1.4149055295178934,0.3153458087017411,0.020659660746107145,0.33600546944784826,60,0.8661514723547543,0.04768790943063865,subsurface,28.375046849801567,0.24725167063913275,91.99384581811736,25.006881858986535,0.3189362551143284,0.7920432244573958,SiC,1608.932381332211
35,4.0920521179667775,4.118464730186213,4.238277454446067,0.14622533647928915,0.11981272425985345,0.026412612219435694,59,0.8773214284794809,0.07205338311496914,surface,55.812344396461846,0.2615692996651122,11.390571557630835,32.455181743229986,0.32674814811073377,0.7629633647369548,SiC,1546.8633476468221
36,2.7134517463181065,2.8476846613021363,2.858078352724133,0.14462660640602643,0.010393691421996643,0.13423291498402978,192,0.8820539909243637,0.08480297061303224,through-thickness,80.01865219282251,0.2688543903035589,62.81317451820445,47.40612713696191,0.31264726446037205,0.8851908457545496,Al2O3,1514.8588390084828
37,1.0003664163896988,0.7695244956865038,0.8105596202417981,0.18980679614790075,0.04103512455529423,0.23084192070319498,182,0.8965615206690706,0.025115425820632076,through-thickness,80.16336246473291,0.21091054642291152,2.690415384963385,34.7480810447076,0.22936548477240926,0.7052270334176877,SiC,1467.619733337392
38,4.948140658720131,4.919438612927536,4.79280079868189,0.15533986003824118,0.12663781424564569,0.0287020457925955,125,0.9524287364252666,0.09741209506503466,through-thickness,69.75221294320974,0.1238234727948274,46.34961782989742,32.08576203279445,0.40529265202655673,0.7460802786060411,Si3N4,1502.6101519611373
39,0.5512489506890327,0.756694455424472,0.7562898244763491,0.2050408737873164,0.00040463094812293043,0.20544550473543932,147,0.8794296847458405,0.055086899459660096,subsurface,68.30529926321397,0.18539772940546512,11.208521590650877,39.997128251993296,0.09309962588785871,0.7153826924914995,SiC,1592.5358893114415
40,2.118946740029578,2.0179924762286676,2.0536030081035,0.0653437319260779,0.03561053187483232,0.10095426380091022,64,0.9353286697871296,0.08421898222453315,surface,36.89230053363833,0.21011632754172113,77.29367330983212,12.04661028394607,0.4404251359785972,0.8480345056642841,ZrO2,1685.9937487936409
41,3.115272914762829,3.0619426775148235,3.0499548210924114,0.06531809367041763,0.011987856422412069,0.05333023724800556,117,0.9338437109398408,0.05189133747296001,surface,5.569219012157922,0.2326730846216444,28.75595650906989,13.728233861215655,0.1657583950521977,0.7964332243288255,SiC,1408.220629339164
42,0.8389845428797787,0.9420222174948285,0.907242737679841,0.06825819480006223,0.034779479814987524,0.10303767461504976,100,0.9873476773774433,0.10257624426947748,surface,40.066879116577006,0.47994027072248613,60.86261992986866,10.646454141863625,0.2170007006019351,0.7596663927933653,SiC,1500.4524586220684
43,0.4677248889121098,0.4899280661610945,0.4624409124285206,0.005283976483589192,0.027487153732573932,0.02220317724898474,80,0.8914386693386112,0.009813595125490604,surface,50.041644881485695,0.4965310697616292,14.502246727019163,4.981089047482973,0.10633375234389725,0.8633660636138306,Al2O3,1680.9265396800386
44,4.825019741398886,4.739962827633742,4.642383149116745,0.18263659228214024,0.09757967851699689,0.08505691376514335,107,0.855873639980688,0.02658606430386655,through-thickness,75.05623121984611,0.06466198869245855,97.37634500127167,34.66774249495545,0.23529327561130567,0.8322509807961918,ZrO2,1525.8406709507606
45,2.772082295448666,2.6462226916105114,2.672051686993037,0.10003060845562928,0.025828995382525477,0.12585960383815475,143,0.8976043683701761,0.08242811405655208,surface,6.436468358426949,0.03239813817525438,3.8683260898000227,24.444432823508922,0.17047069576205484,0.9002087851949647,ZrO2,1527.8181259528249
46,4.530393625502846,4.46926860649582,4.458132470614702,0.07226115488814422,0.011136135881118392,0.06112501900702583,60,0.8880136573644322,0.05123141414315906,surface,29.58986619917165,0.49859868960313153,22.384422026719598,34.91511778590692,0.21004055100398245,0.9720590163116853,SiC,1649.8349942565465
47,4.880099319320117,4.610803556797645,4.615368262752241,0.264731056567876,0.004564705954596349,0.26929576252247234,149,0.8722430619873566,0.05933349352997963,surface,41.183921772348214,0.4377108635308833,8.60181875636805,1.5214267832324824,0.4387543514641437,0.7960077847125195,Al2O3,1540.7378660270062
48,2.215988303149271,2.150099678962254,2.232792794141465,0.016804490992194054,0.08269311517921096,0.06588862418701691,189,0.8508638668034304,0.0264382534391884,surface,31.433358711851962,0.09548380344490946,6.780144371151198,9.83064275175064,0.4105141020408878,0.9311414088507134,Si3N4,1452.7768787990847
49,2.5556591293178124,2.4677364730445537,2.3778749752049264,0.17778415411288595,0.08986149783962727,0.08792265627325868,168,0.8590933407715068,0.1052375987186003,surface,26.501621761054974,0.3861408962565211,40.967707582317495,9.073242663001635,0.2538182652822225,0.864995491521376,Al2O3,1583.4701148844051
50,1.975494574479672,2.08692102273192,2.08147672858109,0.10598215410141809,0.005444294150830142,0.11142644825224823,141,0.9537390552218963,0.023383494398419125,subsurface,13.80933262881543,0.06032382876707183,52.323274892504266,33.750549804301436,0.092172722783029,0.9661551131881454,Si3N4,1443.4019486307545
51,1.2081065128616968,1.5166403043073564,1.4584814868362594,0.25037497397456265,0.05815881747109697,0.3085337914456596,180,0.9043927216530155,0.10064377580165164,surface,15.027545344247045,0.14428101704403218,23.896653358859645,24.93706397816524,0.13838348171126846,0.8496577399340449,Si3N4,1658.5089596598568
52,4.843427237935675,5.024218404130821,4.978402459470727,0.13497522153505237,0.04581594466009342,0.1807911661951458,115,0.9558608616713905,0.03357589101838269,through-thickness,68.26708721346372,0.038269678529542446,50.88727403562762,28.131025060705518,0.5120890313540275,0.8443610711397899,Si3N4,1518.604527491194
53,2.6498700441070673,2.447147511266009,2.563932936863309,0.08593710724375825,0.11678542559730021,0.20272253284105846,93,0.8588789854412463,0.019612080143602263,through-thickness,52.797011321104556,0.39160246919476216,80.87815461396943,41.16182196055366,0.3015596731259467,0.7513649727527404,ZrO2,1466.0965604498633
54,4.0237484869506925,4.090592136929401,4.069708058207633,0.04595957125694028,0.02088407872176834,0.06684364997870862,63,0.9436931487994143,0.03811859679722782,through-thickness,72.04605362707251,0.46372025967448416,31.48895266309818,1.0763900030905438,0.5296934286576938,0.7646634332389678,SiC,1515.9158128887143
55,3.6515170339365395,3.9642186261084476,3.6960499313403843,0.04453289740384481,0.26816869476806326,0.31270159217190807,89,0.9624404296620562,0.03556388097568255,through-thickness,55.04481565154941,0.19263839969490584,4.06052219599915,11.620942217218843,0.5472559278889406,0.937212559729758,ZrO2,1578.5862918190414
56,3.144813689233993,3.142214393652329,3.1789569569453535,0.03414326771136045,0.0367425632930245,0.0025992955816640517,179,0.8930365739524221,0.08709801230944265,subsurface,29.69780655849226,0.4170263962634862,48.73425308531789,8.731943236873075,0.09581666369383282,0.9028856668147939,ZrO2,1635.899611877148
57,1.278353783080914,1.1134736456059526,1.084711667989865,0.193642115091049,0.028761977616087675,0.16488013747496133,183,0.8630662430799567,0.03685662911515585,surface,50.91405345938064,0.21781630569097338,46.242433810090546,27.143173867060373,0.3240296049194218,0.9298643432563216,ZrO2,1669.2084871911384
58,1.2144664102051959,1.3449387506744617,1.257675993685721,0.04320958348052506,0.08726275698874075,0.1304723404692658,137,0.9172782774712204,0.0879425979134637,surface,72.18294579597314,0.059324460832088345,63.631081553925654,35.129352827599234,0.3224318362422108,0.7650539364276965,SiC,1555.5484922973585
59,3.3292595775842995,3.239252806651186,3.135328612294652,0.19393096528964726,0.10392419435653366,0.0900067709331136,122,0.9659881213945483,0.00993073900010589,subsurface,78.13584474428595,0.4210434732053122,37.27827599418598,37.261692652849455,0.2714148870061094,0.9436400676730853,Si3N4,1417.5969334651315
60,1.8293858597936707,1.78133323820584,1.9407490185275729,0.11136315873390212,0.15941578032173287,0.048052621587830746,88,0.9513853986366825,0.014554188007496867,surface,85.16601912504002,0.10450942735887445,82.80612984454608,48.22352998785622,0.2558251892367116,0.8525742664137884,Si3N4,1654.9077959930783
61,3.7191148265079748,4.014078514498974,4.013241597728204,0.2941267712202289,0.0008369167707700242,0.2949636879909989,181,0.9856121389980297,0.020985606578472867,subsurface,7.491667309081547,0.11676760145269437,76.33163880745207,15.12995201802636,0.625386013138733,0.8452369424972136,Al2O3,1599.6374429083944
62,4.077718645605375,3.9965637982693116,4.052117650858917,0.025600994746458383,0.055553852589605324,0.0811548473360637,157,0.8746325996382672,0.035070343323678026,subsurface,87.64901775036734,0.17783519904909623,52.11444854026842,12.952779771121769,0.45064844691990485,0.8063099017056294,Si3N4,1463.7138692315211
63,0.8272186121683583,0.42174420588841954,0.7165055927827017,0.1107130193856567,0.2947613868942821,0.4054744062799388,73,0.910362973694021,0.018440954406850577,surface,79.55010819901237,0.437170244459116,3.3330254423674877,34.470074561812616,0.1602761112242527,0.9725465945127021,SiC,1563.3359646340352
64,1.0462435600013114,1.0375435269383277,0.9740523918038536,0.07219116819745774,0.06349113513447413,0.008700033062983614,92,0.983243128912582,0.03936949655932688,subsurface,61.500667795355135,0.04836346079970844,55.7976850286288,9.175441676969292,0.22321081917692104,0.8769246056127853,Al2O3,1428.1486703501255
65,0.44814810014356976,0.6545902183639244,0.705820159956268,0.25767205981269825,0.05122994159234362,0.20644211822035463,120,0.9178352279763973,0.07567465015779026,surface,31.788652267841716,0.3808939299374654,78.00417458367647,0.7199386266409757,0.060948367575055874,0.7617984725330591,Si3N4,1424.1251430469335
66,2.988073556118545,2.9408607643912217,2.982136813370498,0.005936742748046786,0.0412760489792765,0.04721279172732329,80,0.9400614168606272,0.05687017277019052,surface,14.611554819524159,0.2083086283074573,98.68363148496046,21.784932027463583,0.422623221337328,0.7165223224255575,Si3N4,1435.1261502064533
67,2.6366666616493353,2.800726544245268,2.8386579556827463,0.20199129403341098,0.037931411437478246,0.16405988259593274,132,0.8626854729219949,0.03670945086950132,surface,86.934978372009,0.2929806582635789,44.660043132761864,45.602593907828364,0.48501271159499887,0.8205522109315208,SiC,1454.1807518840415
68,1.5682359168389093,1.4234667643849592,1.4697216200830325,0.09851429675587675,0.046254855698073305,0.14476915245395006,180,0.9780102781792874,0.011266920599480947,surface,9.835869415766993,0.13576968499757347,83.76738186088085,30.758790569162116,0.11677085744969642,0.9528099736418079,SiC,1511.1519480205684
69,1.9561400943179725,2.0420212220368685,1.9719622683033364,0.015822173985363897,0.0700589537335321,0.085881127718896,77,0.8813269628570778,0.060119929136604036,through-thickness,53.45836100930925,0.460607362243112,35.69173695931636,34.756898626374884,0.30365309655382344,0.8944258147781952,Si3N4,1504.2522122449905
70,4.46718567504423,4.123267408594255,4.366127984252538,0.10105769079169225,0.24286057565828312,0.34391826644997536,55,0.8723650883462208,0.033412608863786115,subsurface,19.543428203285913,0.21717426894031802,57.26478769916896,48.68254511404572,0.11358449063978698,0.8335200537855624,SiC,1406.955803537908
71,4.216617652523244,4.226434705410999,4.143569946374415,0.07304770614882905,0.08286475903658452,0.009817052887755473,82,0.9395745003437938,0.03498583974049382,surface,34.41915764824594,0.45768364252712723,23.415733074387557,28.88054522868751,0.27349983996968236,0.8922906224551255,Si3N4,1436.4151826291777
72,0.6128740022882373,0.6417811048889048,0.6666579425178434,0.053783940229606086,0.024876837628938553,0.028907102600667534,152,0.9573779908061752,0.01389614654152334,through-thickness,75.84446559872033,0.36642013298641685,42.59657994614731,0.07786174127629164,0.19656254569340392,0.9549059819561674,Al2O3,1591.7421967938265
73,1.1543128510139298,1.162130812748182,1.0768614009323214,0.07745145008160836,0.08526941181586056,0.007817961734252199,119,0.9322060870244154,0.06528739341992565,surface,7.1210454369058365,0.4751740396090942,53.55774040166131,28.98790625619313,0.21445589606906745,0.958403898808585,SiC,1613.0724219082767
74,2.979857647297169,3.215744142276964,3.2916561847509067,0.31179853745373753,0.07591204247394279,0.23588649497979475,154,0.8896855649949155,0.010203917159634753,surface,28.908121382375853,0.27836516307001824,77.37885090780497,19.78510724170158,0.5452044321716623,0.9399314893979371,Al2O3,1565.9473684643276
75,2.084117996841442,2.3305692015743955,2.2328643688705347,0.1487463720290929,0.09770483270386077,0.24645120473295368,95,0.9753185846211684,0.08326605116169562,surface,79.81783464524378,0.29861812931814213,67.92871832724832,14.712828292463303,0.23503258609342734,0.9339756188828128,Si3N4,1635.8075816148407
76,0.13139513492011587,0.2352642164504285,0.1675597522682995,0.03616461734818363,0.067704464182129,0.10386908153031263,53,0.8775755344325127,0.04753946587821709,subsurface,57.62510507494553,0.21380174963442064,67.86238567402783,27.447475502331976,0.04506787348325417,0.8874355391941705,SiC,1663.9345296337938
77,3.9699188450260676,3.9224918603934915,3.8822284692171465,0.08769037580892114,0.04026339117634503,0.04742698463257611,98,0.9851437172698851,0.08683430603181522,subsurface,43.107022051123174,0.2021506186355336,3.2529654585997214,17.95484515295241,0.5380500982657983,0.8113671287731241,Al2O3,1655.9010288234824
78,3.7637167413353905,3.925224559253436,3.945575540835042,0.18185879949965145,0.020350981581605865,0.16150781791804558,183,0.9618382422216044,0.07688362943032412,subsurface,44.9315106247508,0.18340186216342597,93.34365905329528,2.7134886858276976,0.14909435788115857,0.8216837367312255,Si3N4,1464.7675469701
79,3.2323841415095784,3.4119728376771175,3.4090024555078284,0.17661831399825,0.002970382169289021,0.17958869616753903,69,0.9092893054359015,0.052584950951100794,surface,9.784056534928427,0.15192236458840083,70.95047919853246,29.414394191774818,0.3106816922421081,0.8657410801098284,ZrO2,1662.7805061050697
80,3.065288890595798,3.3265894649767134,3.236015084218488,0.17072619362269004,0.09057438075822555,0.2613005743809156,80,0.9508807140725077,0.0867550424973822,surface,71.10691351814756,0.22743489092265426,85.76453483703807,1.2451886089296316,0.09963327595456213,0.9251420241076276,ZrO2,1674.7258318044699
81,2.1160989208179575,1.9332543499043657,1.8098208077884925,0.30627811302946495,0.12343354211587321,0.18284457091359174,87,0.940646656332377,0.08559172453381622,through-thickness,23.572123041451945,0.31220694102431895,58.397496355247526,6.742474074917126,0.24175985847057208,0.7201696492747349,ZrO2,1577.8878366491863
82,3.043589940562528,3.1729577524246246,3.0543867311201365,0.010796790557608293,0.11857102130448816,0.12936781186209645,78,0.8793341162271522,0.0020125736829372572,subsurface,73.40394931926971,0.4989908039792266,41.21944490530943,0.9649187700796258,0.17202081092001203,0.8704529716223558,SiC,1551.0191435446854
83,4.5779059652313565,4.33411186852075,4.2549112878420035,0.32299467738935306,0.07920058067874614,0.24379409671060692,140,0.8850708897436566,0.08795628731391664,surface,83.31676602990838,0.10850564586288648,8.1352372723005,16.97610432369273,0.17550512706003568,0.8528129552604495,SiC,1619.2100506072973
84,4.383905427783067,4.347896135215456,4.458696747101664,0.07479131931859673,0.11080061188620771,0.036009292567610984,98,0.9451733000182948,0.09699034510795652,subsurface,32.6998029437044,0.4126427077754675,96.60767210870132,11.349309062081803,0.11130205461234537,0.8237197222631498,Al2O3,1627.6886868855913
85,1.802921704352645,1.6318596672654415,1.6806735861332054,0.1222481182194397,0.04881391886776387,0.17106203708720358,157,0.9193358923397678,0.03519784269119552,surface,40.64712771116777,0.372454938661083,59.12997031711763,48.060054410839015,0.1637742340951139,0.8570361839199954,Si3N4,1561.8495644026139
86,2.8718540496756932,3.0881971977202363,3.080808894932017,0.2089548452563239,0.007388302788219114,0.21634314804454302,179,0.9244730661005436,0.09825773991780891,surface,40.34058449935901,0.3216311070533082,0.8427457562125151,29.839325078320726,0.08357945884596421,0.9486919350279732,Al2O3,1411.8652188008766
87,1.1227928462892032,0.8708621648286627,0.9694402429397381,0.1533526033494651,0.09857807811107533,0.25193068146054043,123,0.9305036103113654,0.030499272472847908,surface,26.646940579280535,0.13088971310975417,44.83074382393344,37.33380826438431,0.18641537342001313,0.8766617093025184,Al2O3,1459.4098776386684
88,1.6993783089882464,2.0172374140211473,2.0266381435334178,0.3272598345451714,0.009400729512270445,0.31785910503290093,154,0.9527288392093348,0.04789502780628205,subsurface,18.948697369582703,0.43143249715473864,86.59364506764247,16.016396363626267,0.2669313598176934,0.8759319882404135,ZrO2,1533.3878790836234
89,3.6876786875998526,3.765888511857093,3.7042112791881934,0.01653259158834075,0.061677232668899684,0.07820982425724043,55,0.8618786261914239,0.012394355912279902,surface,19.037004153202208,0.4767401762349172,40.981251865173206,43.8302719329376,0.5089736311839469,0.9356453790937576,Si3N4,1681.3139850958923
90,1.9821165121201263,2.1893478113402725,2.186470517202949,0.20435400508282253,0.002877294137323627,0.20723129922014616,137,0.9596495617530671,0.08310354351967883,through-thickness,51.26138127786767,0.43480354704026136,51.003020880325465,30.352995119553867,0.36605737450348896,0.8233762348860474,Si3N4,1407.9882741350673
91,4.292621515051896,4.116947211921988,4.213439234028209,0.07918228102368641,0.09649202210622132,0.17567430312990773,114,0.8910312762428012,0.004582278280480023,subsurface,23.28440419695049,0.07087681435193377,69.91294159634353,42.1464006271644,0.07652231515012736,0.7677439335149552,SiC,1422.8460156587976
92,4.23446419259595,4.1113689034211855,4.154751314961174,0.07971287763477619,0.04338241153998812,0.12309528917476431,73,0.8799751776419193,0.009847064850942973,through-thickness,88.1851520369611,0.4777093155631026,85.2028139827274,42.34439538254876,0.44796377859434,0.9396019764656779,Si3N4,1636.4816279439165
93,4.727958427426646,4.4918214632453415,4.574014368206991,0.15394405921965504,0.08219290496164966,0.2361369641813047,89,0.9674630741667888,0.05185976843781141,subsurface,88.1982725737578,0.08520939299358128,92.69206923158899,26.118197392095137,0.45914742997057645,0.9545820120040487,Si3N4,1491.707583707629
94,0.5987603765580392,0.53204009211095,0.7478410369395538,0.14908066038151468,0.2158009448286038,0.0667202844470891,66,0.8907522170991923,0.11290835054407726,surface,41.33884158178216,0.4742594034849068,90.10352503184775,35.06742211872751,0.17240030781554613,0.7814119717685236,SiC,1684.1222928988968
