design_id,design_type,length_mm,width_mm,height_mm,wall_thickness_mm,channel_count,design_specific_parameter,volume_mm3,surface_area_mm2,hydraulic_diameter_mm,flow_rate_L_per_min,pressure_drop_kPa,stress_concentration_factor,max_von_mises_stress_MPa,max_displacement_mm,max_strain_microstrain,thermal_performance_score,max_temperature_C,thermal_gradient_C_per_mm,heat_transfer_coefficient_W_m2K,manufacturing_difficulty_score,manufacturing_cost_relative,warpage_risk_mm,crack_risk_score,weight_kg,efficiency_score,material,sintering_temperature_C
11,circular,194.53829878031456,44.39228610180078,18.06562930691229,3.039233610455296,27,18.634905891224605,109210.33997463674,25904.862387554727,16.863295908046023,2.103128888696318,1.451039029620379,1.0008278945515843,146.99159425464507,0.45035761940502583,177.34362986379026,94.56120889601347,121.60015042787505,17.831596828939087,135.37819578229784,5.408142248280306,5906.250535658885,0.47031447378720076,2.805977777066155,0.42592032590108325,17.47050698896603,SiC,1474.18392428324
12,rectangular,58.46352131261335,42.52716514946527,9.264966735686501,2.5664835897270373,16,4.590104461536867,16124.76180278658,6843.926353532188,9.424275464018985,6.925078430206971,1.4557924830987967,3.073366989490127,643.556858551534,0.4041098030669032,1406.9764933592855,81.42366686200076,237.22494404611575,3.9080743516396224,635.6591964846644,2.4269688570968997,391.3429472346869,1.1878846873649616,7.520150681009705,0.06288657103086766,10.916213747366125,SiC,1580.9054702133164
13,trapezoidal,114.17168517381782,40.64947081742543,9.54492203155255,1.806191546619778,7,39.676034943438914,31008.71237622537,12237.548894841288,10.13559582648026,9.333895963684983,0.7177479317978971,2.1926454453391098,164.51119735500941,0.25199405127547764,1743.9362321348476,85.77178470432398,550.2261058560412,10.772691061905412,34.70236562304028,4.371575819399035,1355.569372146064,1.04385218249279,3.1464960907010946,0.12093397826727893,8.948248175669857,SiC,1697.1132303157488
14,trapezoidal,79.72173216452265,43.318457194346024,23.0271902174448,4.223824511312161,9,39.57726424622808,55665.83083486374,12573.38457397018,17.709099887107538,0.46183410940024927,3.5210430181876964,1.9013961877451135,461.4124721747435,0.305099745135377,696.4568419817566,85.84591299313118,418.9711795449202,10.060277107815109,298.23698314146765,6.260151248262631,3484.7652038644874,1.0463161604126985,5.712957581351753,0.21709674025596856,7.212107291172634,Si3N4,1662.494702459028
15,trapezoidal,170.16398890117836,40.54545918181616,24.728426355282807,2.9727243658571476,14,12.930595346379166,119427.51637533176,24219.780270980722,19.723963642795812,1.3699462020549364,2.464789835908817,1.9104889876110445,370.4585684927946,0.3731428205392535,220.529463344706,83.32484162795487,582.3487802221019,1.000105196839022,332.1879908633994,4.250048744072821,5075.72765978715,0.8639015596438029,5.496436315005022,0.4657673138637939,10.262095387836862,SiC,1458.7179353913025
16,circular,101.90024768119841,10.74964634622129,5.540367943780409,4.553239865923645,7,14.102897548785869,4248.210852165711,3439.0269738100305,4.941177704644987,9.636014472155152,1.8094649680384158,1.0894626608840126,251.6315466391155,0.4811596460038405,1119.4190143003166,93.5943069673949,506.2201201982948,9.823596310598875,49.458557403185864,5.988484481486108,254.40344762275234,0.5005382964047321,2.7893920210665604,0.01656802232344627,14.345647464161095,SiC,1509.84560217076
17,bow_shaped,63.193562975448025,24.104833374555735,21.721410569401502,4.663728019614243,9,228.84695805206417,23161.30580535061,6839.029230072885,13.546545877303569,2.5237016378941224,3.3060079459312908,1.3449950402068387,236.83238959785595,0.1164230367046903,606.4755083801451,91.06731559008003,185.30002665328198,2.075955082168199,622.9965784738625,8.018366081743004,1857.1582887850068,0.4406995595309627,3.3490656409762867,0.09032909264086737,8.444150631226668,SiC,1571.7369997039643
18,trapezoidal,166.74102409964235,49.180449483715435,7.212196588318829,4.288919621863702,11,10.764648097360471,41400.02032277693,19515.33325543621,8.485639426371467,0.13328882089283667,1.2073367316894001,2.352860080551727,291.8242798380724,0.28562758278012595,1201.6395708379434,76.28737438278897,371.49434522264875,19.636786412116283,22.16273969438818,4.879966399362851,2020.307081080906,1.0424979445658058,4.263754613681884,0.16146007925883002,6.644154682930955,Si3N4,1601.9002500231413
19,rectangular,189.60647451285712,14.944474318503872,15.41600714263301,3.047000911148211,10,0.9694127785640996,30577.62492039594,11973.855954392144,10.214796315193595,5.3652100067429425,0.4353936991339078,3.065996352199244,567.2958957129241,0.3270939256438208,1325.1932922162155,75.32885484340429,436.76202175900073,13.906103875855282,118.18860452636912,3.891623013627053,1189.9658884226894,0.9822535467911893,6.05600494597032,0.11925273718954417,6.31333694649933,Si3N4,1542.8467396663457
20,trapezoidal,89.95957309650349,26.33372974020634,5.874531951416327,1.1481524319774965,6,28.07169812802242,9741.617433492831,6104.279617435293,6.383467366513437,8.076266458453317,3.3198241700701803,2.383929042488627,213.94155009909457,0.16162824913126503,727.6751317203044,82.6402263214009,146.9577353684508,14.153826492393033,599.160034864106,5.629373880499496,548.3920673392308,0.7633027474683061,3.506121441921556,0.03799230799062204,6.157977243498295,Si3N4,1610.756015273731
21,circular,99.29828902820603,20.17930199840086,5.734311590620138,2.642231213228648,2,11.081167846755715,8043.169726328579,5377.783794535817,5.982516243587903,7.945490131472383,1.6433609859754987,1.1702759154658975,330.6098791759893,0.3672988034352374,801.4234893710121,92.38200615595167,205.3134585264806,3.618321269408404,764.7944971385089,4.170289189596075,335.42343759794494,0.6228291322341871,5.021697160308049,0.03136836193268146,18.929230061939585,SiC,1575.9305610610998
22,rectangular,183.29356746066293,48.083926457712266,28.377853365422236,2.3960293425735797,10,1.6944173274325756,175075.23927074435,30758.942024849526,22.767394161906427,3.396810081486519,1.7160383425425032,3.3198023315897833,621.0637411846202,0.3936384011254333,1676.1985665043908,72.919891067937,433.2830471423665,6.691027292975775,824.8161090805677,4.113407401487808,7201.557850335287,1.3436233483277247,8.100227014314063,0.6827934331559029,5.339886921412164,Al2O3,1617.1561744022567
23,circular,131.74734212746856,22.183445763522958,21.943422419172105,3.8478835019707702,12,37.01431886776028,44892.446342836265,12600.756641162023,14.250714499537022,6.731914360337498,3.1086254842156316,1.2330150281826653,85.87849829677823,0.11060391208432739,1973.0248137508975,90.33224023345107,500.1340263724895,18.55829932770956,279.3694480234038,5.15270082260875,2313.173451996516,0.5668945241369711,2.2132057033540438,0.17508054073706142,14.21803188667841,Al2O3,1620.1564474904685
24,trapezoidal,191.8614798582483,30.721920588103153,23.319067594360316,3.915699600744297,6,17.907347786015393,96215.57364024581,22169.581017024193,17.359926390374472,3.0472019312092673,1.9939073943274719,2.442402502363906,682.0266429091353,0.21743604221496932,1724.0606615183958,79.41645448882218,360.87504925033437,6.915704025137984,454.8563009782084,4.86891618997572,4684.65564224794,0.9007210293129759,8.069078035589694,0.37524073719695866,6.678223647162511,Al2O3,1443.214222145803
25,trapezoidal,198.04672545319298,25.0840431793794,16.565980352240423,1.6564406277923904,5,34.073298031627175,57607.6802961099,17328.385083900175,13.297876291919037,2.8495107419962813,3.9401609930711756,2.092237119920959,132.82582441185573,0.22527093867380032,214.22370141119256,75.01682841393267,186.95220590588735,14.82965241061747,485.5799864743551,6.365556004453095,3667.0491521151666,0.7141949327837405,1.5710659445699333,0.2246699531548286,5.632632965007477,SiC,1434.7055060653915
26,rectangular,63.89606344312007,18.825822436065124,23.13975124782114,1.1159667152701784,5,0.8135706488131665,19484.2990568679,6234.119613477447,12.501716530908451,3.690429875688102,2.5620724209655834,3.1824609786449267,915.7544050108072,0.05894779467553435,1617.3504733226198,77.56585874881937,267.24154540673555,8.173406073644404,711.7411492731231,4.14860233566073,808.3260857603433,1.1152275965853404,10.671404916472568,0.07598876632178482,5.874970770140375,Si3N4,1401.6603712739056
27,circular,130.51343580002245,40.38883212249935,25.425771555610186,2.3487817681226817,8,42.062488703011624,93818.5461686608,19233.214541582856,19.511776560454198,9.931794265045552,2.9941142723937233,1.037294880717696,191.29844276755355,0.36067251172095216,1359.5331472707699,91.47023016768986,387.36324916221804,19.73912574069912,206.05361068462196,3.997579131491311,3750.470623106925,0.5855225342124749,2.6755340262479854,0.3658923300577771,22.05872812632709,SiC,1472.745851242189
28,circular,69.3911319453006,26.171591336198983,5.074176467762274,4.229814639862841,26,16.736753843837967,6450.564306757938,4601.956938597866,5.60680110033651,1.4796170567808362,2.0550039823503816,1.0849453510228952,131.4202333479563,0.19599579346916093,275.2173107611526,90.07744868223719,383.2437789134099,8.28028058698003,55.99704565476999,4.456621799600947,287.477255092252,0.8098130039741234,3.142330622544476,0.025157200796355958,18.6295529521287,Si3N4,1535.0142310074386
29,circular,50.45516418543843,38.43978126956935,19.123862601242276,4.750176581944323,7,33.769285009649764,25963.317621494203,7279.000396069915,14.267518180387704,1.6170451838732567,3.9813153950320923,1.111171853529653,312.8733267070366,0.3138682055118425,1849.3281461429074,95.69649262126302,217.51218797543885,19.584542379211587,874.1195912542186,3.234346094474919,839.7435494869162,0.5602329372908521,4.575920791032646,0.10125693872382739,26.627371562415732,SiC,1684.0512158412432
30,trapezoidal,104.18038666737442,19.974872662618903,19.3993062742541,3.1773248665562166,11,32.04011742958137,28258.83307910572,8979.031717850377,12.588810895021993,5.016876898976938,2.7480678638497396,2.460942530305162,471.8590372896659,0.44377866128653465,710.6695003347015,79.95018184521153,437.08193448379495,15.386075127619833,337.22295234013933,5.070405190399905,1432.8373391894218,1.2249934144386012,5.722896410299725,0.1102094490085123,6.4073038176737205,Si3N4,1445.103180099988
31,rectangular,190.9164147348696,41.77725738276087,25.21730390472856,2.5590595007837145,11,1.6566900863231107,140792.61916180403,27687.742486940235,20.340064810731775,9.229240889144405,1.1025951607705804,2.602273798764217,589.8882517530203,0.19256667920580356,125.99232982835295,79.37437313841619,303.48122920314825,5.441951561918351,353.99494496479656,4.107025487877907,5782.388754026166,1.1206318528915893,6.365305421157362,0.5490912147310357,7.426769092829879,Al2O3,1669.1260568057464
32,circular,166.39992820455072,49.11148169637316,24.220770256192562,1.6292598729199002,12,19.016106253078362,138554.98697052215,26783.99875018804,20.692203320768062,9.752153304347248,0.7459825236163978,1.117419726711027,232.15706365783652,0.20955728151531436,284.3684216071101,93.44316261499452,573.7149990904131,8.905502551135028,349.2469899449018,3.445735437326588,4774.2382862265185,0.4185533315150879,2.7169175130101553,0.5403644491850363,24.268853801818544,ZrO2,1560.6192066309584
33,trapezoidal,144.33317570400988,10.003902782477073,28.023941672459998,4.291388722129287,9,19.399453789207715,28324.54162115245,11538.056686864575,9.819518967487252,4.983612831409315,1.1878541484733063,2.230132957644443,180.02966681699843,0.1023215843835511,1653.1826299675013,76.76962605053059,116.76696949487928,14.861967399804621,65.94251098990566,4.693218787886007,1329.3327089465186,0.8136289508194993,3.1995232182221462,0.11046571232249455,7.334793115325787,Al2O3,1546.4587185571418
34,trapezoidal,70.16991502872708,28.44782415809066,20.618211857853247,1.287275706608094,4,42.497436751872556,28810.383764988448,8059.005686843431,14.299721273070828,4.877086496490121,3.497726653039356,1.959738644761646,373.96687019750067,0.03655930511715233,1216.760421639519,75.91236129164791,476.7492687931007,7.257003841773824,493.4659149898852,6.989662184180167,2013.74849913858,0.9423885446701383,5.044905898369515,0.11236049668345495,5.54189326815606,Si3N4,1458.490192351736
35,trapezoidal,92.03098872527251,15.28716903041341,28.327378056798036,2.7065412985810284,5,16.776279774352908,27897.518493160213,8893.870615567437,12.546851511120312,4.618702857462457,0.3327446522277169,2.3102064467345387,252.39240972867083,0.40186712912972056,393.9908170530743,76.21055114734686,262.735021619921,7.858967506924982,592.9145431272698,4.617348758148114,1288.1257236980734,0.8838678711294292,3.594130422440485,0.10880032212332483,7.144496568929089,Si3N4,1472.267800823519
36,circular,189.00742769476543,43.740782308328725,5.929612793331505,3.098018758882316,29,42.56108445210286,34315.45742652333,19294.879026226543,7.113899471435936,1.5310112407853453,3.995680316878188,1.1361296917685222,181.12723376237574,0.11633804014407997,424.9095316421864,96.61539384684747,471.9608782795839,11.922893333085938,410.55687146003964,4.134496739093068,1418.7714683044771,0.48704464008542414,2.588120031115012,0.133830283963441,20.568175293717637,Si3N4,1406.307226061875
37,trapezoidal,109.02725939733321,25.41977773227694,12.150095421056568,4.993985299209808,4,30.718045571429432,23571.356317133315,8809.986061685222,10.702108335742116,4.503582801753934,2.2724323122170795,1.806046989418824,333.3107455838443,0.2537731324779508,1654.361192883318,83.01357568712339,220.56859337417035,17.360839385910282,866.1308763863842,4.487672319536957,1057.8052327834175,0.671734625988831,3.4374705463579196,0.09192828963681993,10.242334076364092,Si3N4,1418.0194969530291
38,rectangular,66.91033152109483,47.77334935508691,21.40252952977983,1.5453629247335336,2,2.232135658946962,47889.68903908268,11302.103019516546,16.94894798123374,4.530881316971497,4.9321992419804515,3.1338725263064764,169.90917574345974,0.24762473547369113,492.2854040630175,75.31044581892887,423.87704272332303,12.077161380894724,272.56163763331307,4.265057594121004,2042.5228191623298,1.070061765710301,3.004815886995422,0.18676978725242246,5.634417072336881,Si3N4,1441.6588685478491
39,rectangular,148.48086678160544,43.02325220579172,13.023137543583672,4.195414226226005,16,3.303601153086854,58235.44493327448,17764.22852203052,13.112969102160129,6.462425006004643,4.070058830791879,2.7748375508803638,579.8552423695852,0.26348712418607684,1244.6089227492987,80.58031516100817,109.02669145401275,1.0772526690056177,554.9341810254284,2.214005615982066,1289.3360213148405,1.103052487271662,6.833781005211735,0.22711823523977046,13.11634044079347,Si3N4,1579.3729025986288
40,trapezoidal,118.62207982231494,15.921915076138248,18.0960074229435,3.367765729874591,10,8.020607922462325,23924.432409200883,8646.799622961345,11.067416131938662,4.7055461280401225,3.246820752539738,1.8008750892629497,410.92004555936666,0.22782352518132493,752.4722469211083,83.53276703082436,521.1542823351793,15.907162158593332,983.4433276325467,4.262205657678857,1019.7085117125142,0.7729495861532143,4.9909490880005825,0.09330528639588344,10.882755591493119,SiC,1588.4423967530008
41,bow_shaped,179.9678257589378,32.070560741585574,27.605238700331608,1.010526576085939,5,333.4946511168484,111529.81200247351,23250.078721026446,19.18785967836064,4.881144664165858,2.614098912574675,1.486489129829777,97.70598378284424,0.3150169374382731,1836.2376475307,91.62958366446256,327.4954894913673,3.027536423038275,95.0845864611453,6.845256788732713,7634.50202756015,0.8557763124319151,1.8912835138918642,0.4349662668096467,9.00501065307761,SiC,1430.6961132533859
42,bow_shaped,171.57952234352155,12.582831920033751,28.83558858316506,3.583601099766423,2,229.16649033753987,43578.34275470268,14938.772341238362,11.668520480603352,4.184849188381457,3.0185213931263917,1.2301202484285851,131.3275054238873,0.20968199439638813,805.0093061968898,86.75377124984962,461.10227983423147,5.924408005439136,66.5014122709829,6.166326738456693,2687.1830014595366,0.7176575334184488,3.305137386034957,0.16995553674334046,11.43705639306402,Al2O3,1465.3931539855932
43,rectangular,154.40844938993652,35.61369725905972,13.913303140479597,2.5069096591599145,5,2.5596867184935137,53557.02094801764,16285.783001092395,13.15430051952067,4.610604645337375,1.2233488776025638,3.221215590556148,817.6729459839389,0.02728630170799312,701.6534198240449,84.55356737088836,114.28984522526177,1.763172371688725,88.72015112276974,2.9126083029143937,1559.906238925563,1.3520691830884348,8.459535946997189,0.2088723816972688,9.012184204131197,SiC,1419.970509320324
44,trapezoidal,135.76132282887448,16.160188219284496,26.30661067134798,2.3162376564048297,1,21.818403233383542,40400.37657219951,12380.937147120932,13.052445414148387,9.12810344933573,2.932950513842507,2.0762664733946643,507.25302718350815,0.3866776914317874,1258.2145807126974,80.76815002302601,209.04017997987557,16.558797735593664,650.7691525280947,6.991618992243573,2824.640401359824,0.6811602494038247,5.115865106203417,0.15756146863157808,5.563899681093609,Si3N4,1548.007217467501
45,trapezoidal,178.71026672994734,16.24618996790025,26.566273546960762,1.3468660337725584,5,15.254140076853497,53992.036702976315,16165.255001780155,13.360021032029643,5.61160933063402,4.220156814987008,2.2737854082885196,618.0565533930602,0.21000036044086173,361.12485412844495,85.56192430074765,415.141827911094,17.601175869761697,84.20381075281313,4.0809879752656055,2203.4085254494557,1.023060428422638,7.381881623923325,0.21056894314160762,9.22073950851124,SiC,1575.6466278751413
46,circular,65.7890392548139,44.58141751917789,17.581917997156577,2.092211235352949,24,39.5262791194115,36097.04972421898,9746.98589502696,14.813625509660854,5.67078046297336,1.5479271887277788,1.256596534585574,264.66009984386756,0.466553873131296,1198.4106350310833,95.96215220026824,355.9385542726584,19.538174644346153,213.95397213372277,4.956753164693083,1789.24165456606,0.5299404013164288,3.1445566071373867,0.14077849392445402,15.406600786817231,ZrO2,1663.7279871075168
47,rectangular,186.22588720051797,39.89364242878359,28.538993362599918,2.694923745820835,18,1.3978643858218152,148415.901084396,27764.905420410607,21.381798185459278,4.86926639099207,2.10397453127631,2.9766873414276183,228.08649979784386,0.48241436684569744,1960.7986940770604,71.58341231920448,313.08232895590913,15.990913619365909,659.2335126538461,2.8900359720040933,4289.2729295130575,1.1829945585855204,4.12788238538395,0.5788220142291444,8.321007778284287,ZrO2,1429.8170444149844
48,rectangular,183.68429204165142,42.05106690219922,13.322031526427692,1.8600518853380001,3,3.1565055839103864,72030.68333706427,21462.748044012063,13.424316996007464,7.377979663215748,2.6078721207146303,2.672823853496958,598.0881755818431,0.11461278001229971,1613.340638176442,80.21096280620199,328.2523629405074,4.431582637634094,661.0438032799086,2.5112189774703646,1808.8481895619416,1.2199694499771088,6.779337473744634,0.2809196650145506,11.950299952261824,Si3N4,1485.4555208492175
49,trapezoidal,199.4810408168452,48.30418472694594,14.571183375942608,1.7928169993220973,13,24.791249066635707,98283.19040747984,26492.586008776427,14.83935020536247,6.203919020723864,1.764931096582059,2.3629910198297237,347.54053207034775,0.4920977624269573,225.83887808450825,82.07772894921047,388.89315161533835,19.801797919336853,694.0431167808869,4.064089489290887,3994.3168110901374,1.2047592570370331,5.43444484218518,0.38330444258917135,8.546730262648904,Si3N4,1403.5399689323795
50,trapezoidal,71.89381182767664,23.165611966590337,14.253748263681757,3.9931312670361345,4,34.86940478965552,16617.374691444624,6040.834488906282,11.00336367232817,2.8484187571884005,1.8448951402205052,2.349837880082613,225.57095704021285,0.17734610775771867,632.3829384347636,86.87027320288283,122.0336972961378,5.165158281758452,902.5978039509585,5.098489037848871,847.2350270215768,0.7788217680518621,3.5001259896777834,0.06480776129663403,7.250898019145886,SiC,1464.7151688344584
51,rectangular,178.3247492162331,34.7884536005163,11.481842064185162,2.494818948799475,18,3.0298669330272787,49860.46848802498,17301.148800934414,11.52766652936528,1.256019938048928,1.8940271836809817,2.773881173549717,276.4825655461183,0.07402782588816956,1260.6226248557095,72.97471238340535,444.0628017920435,14.355788310701847,537.0304363772201,4.641598332770197,2314.322674051577,1.2710559320424275,4.29057505427495,0.1944558271032974,5.667832191212229,Al2O3,1588.0368622539786
52,rectangular,152.39318748452115,15.458092964875213,12.344395175027802,3.001458305775149,7,1.252235751180932,20355.853841124666,8855.461191702305,9.194712008990969,7.62187268937436,4.893427126779588,3.2874261163921195,532.7388879458213,0.17916579082530945,896.1239713851808,79.23695113740406,264.1441563825012,16.82148747309422,894.1800119952231,3.255086965723551,662.6007451441858,1.311771923606805,5.332301561241959,0.0793878299803862,7.4047288414851575,Al2O3,1432.6680524680182
53,bow_shaped,120.82461031194241,43.66273028180736,29.921403673767244,4.179534019142077,4,61.174956778689435,110495.93357622845,20394.4489771697,21.671766410540766,9.20014567557651,3.4480274632179864,1.6207649042582146,333.2432175123355,0.03969606554549306,1443.6494618936697,87.55727618467193,584.9361695121343,17.35514883713932,539.096466023921,8.36622065793833,9244.33362103624,0.6211529502618911,5.086327019002688,0.43093414094729093,6.457180161687408,ZrO2,1487.6883197834009
54,circular,158.09246952077027,16.99110015452996,8.951357547576109,3.221867509595488,23,43.399489508362834,16831.376238135435,8506.801232347898,7.914315042007833,8.637467996979266,4.102217616580215,1.064285130603102,268.5534665152231,0.10049043036920145,1056.7182779345687,91.51432827988641,210.7108933851266,8.18332588973289,854.9196851354476,5.013752173157206,843.883491911781,0.5351485362797512,2.8009194157361144,0.06564236732872819,17.15016246584061,SiC,1400.3081415832355
55,rectangular,177.52044257444092,31.955955173988812,23.337542072403426,3.6939801387481044,1,1.3692939502732224,92673.02282631121,21122.999102009966,17.549216828304058,0.25872020981769883,0.5093743573594028,3.005048020011237,735.3071595685452,0.14449773526221762,286.00931096371573,72.25183397829706,217.6049629517249,7.784866372959974,44.963442508934776,2.971540263432559,2753.816186623884,1.3231421436596977,7.7399087939725515,0.3614247890226137,8.091254094806548,SiC,1588.2098413277324
56,circular,170.6935333543147,48.54892388896526,5.169907118662857,2.654712453707218,20,39.35951336377542,29990.068458263057,18840.900999144695,6.367013649639047,6.121069203441075,2.6409929076955554,1.1338860868415357,169.3460251581543,0.14820239340882851,860.8829803788235,91.44419062582236,396.5791476564921,12.568183004850802,246.2748635097816,4.326304048910989,1297.4615459810123,0.404963560454732,2.5227877534753076,0.11696126698722592,18.641019291856317,ZrO2,1557.2790762367151
57,bow_shaped,63.64632691038716,23.29100532509438,29.495050647839662,3.1780298856082916,7,178.87823581815607,30606.15449169637,8093.215912932234,15.12681970725159,7.32608261154157,0.8213804780187862,1.2782465570494699,140.5506606696524,0.03417272239889035,1860.2843359537678,90.61314020328855,127.99477430729164,14.63131984721764,339.6559644704851,8.80051489533093,2693.499184929735,0.7699663444003169,1.6523253066630945,0.11936400251761584,8.055054203626606,SiC,1558.2405170191769
58,circular,76.77538209080367,43.548403653133995,7.890086816773424,3.273206786169078,3,23.574546771191947,18466.051744109507,8585.620891112852,8.60324581218073,0.7697948200721932,3.928311893169902,1.1537521930258108,280.3652630296486,0.43830870147446516,845.2187922105688,95.25741548675974,505.71494634112753,5.917901015752133,663.7322944477927,3.9581474596874275,730.9135580140364,0.3616729648200754,4.064635174671011,0.07201760180202707,20.859038461101143,Si3N4,1625.7429176636995
59,circular,56.887270440440844,18.668062661899928,15.200085633242464,2.530606249176185,22,15.239946913453618,11299.479033445406,4420.845324900672,10.223817576064402,4.456886601566909,1.5346700924117658,1.0651069161743523,60.099782185525356,0.2066914246338771,521.1589936128731,93.19280605780192,232.16709348799222,2.568512438411921,593.0423667992656,3.3586020254363675,379.5045316810551,0.45574461932901844,1.965906077945062,0.044067968230437085,26.0513742742257,Al2O3,1606.6136182028372
60,bow_shaped,66.47099359219482,27.345077098339207,15.769616303067348,4.889218762507565,8,259.67751525399535,20064.599213833746,6594.195764865885,12.171066755851356,6.725575637399893,1.9368222997297546,1.511710700961436,448.551647782235,0.1833196539522665,1057.458172267182,94.97454167134268,552.3450793146967,2.7511855857625935,457.78086479847855,7.1327320449493765,1431.1540978157802,0.6478867064848917,6.143560261153189,0.0782519369339516,8.808107570200836,SiC,1554.8574400085756
