sensor_id,x_mm,y_mm,time_s,temperature_C
TC_MID_N,50.0,100.0,482.0083682008368,127.49570691569673
TC_MID_S,50.0,0.0,482.0083682008368,128.16605164511984
TC_10,60.597757125632356,52.993901624450075,482.0083682008368,128.78821031944204
TC_CENTER,50.0,50.0,602.510460251046,154.95551026283607
TC_NW,0.0,100.0,602.510460251046,146.08762840429782
TC_NE,100.0,100.0,602.510460251046,158.82912680438275
TC_SW,0.0,0.0,602.510460251046,145.64789371331744
TC_SE,100.0,0.0,602.510460251046,159.1785468206971
TC_MID_W,0.0,50.0,602.510460251046,145.31654321745114
TC_MID_E,100.0,50.0,602.510460251046,158.1993237268994
TC_MID_N,50.0,100.0,602.510460251046,152.38210824991862
TC_MID_S,50.0,0.0,602.510460251046,153.200071276071
TC_10,60.597757125632356,52.993901624450075,602.510460251046,155.94352708824925
TC_CENTER,50.0,50.0,723.0125523012553,181.30479504402413
TC_NW,0.0,100.0,723.0125523012553,167.82743726170838
TC_NE,100.0,100.0,723.0125523012553,186.57028368958376
TC_SW,0.0,0.0,723.0125523012553,166.2859258605309
TC_SE,100.0,0.0,723.0125523012553,186.57136502542124
TC_MID_W,0.0,50.0,723.0125523012553,166.80813065235185
TC_MID_E,100.0,50.0,723.0125523012553,186.1241936436988
TC_MID_N,50.0,100.0,723.0125523012553,177.48494259326898
TC_MID_S,50.0,0.0,723.0125523012553,177.494817106597
TC_10,60.597757125632356,52.993901624450075,723.0125523012553,182.73798108150635
TC_CENTER,50.0,50.0,843.5146443514644,206.3960246523789
TC_NW,0.0,100.0,843.5146443514644,190.22736509611192
TC_NE,100.0,100.0,843.5146443514644,214.83462209947066
TC_SW,0.0,0.0,843.5146443514644,190.31775743370994
TC_SE,100.0,0.0,843.5146443514644,213.10115109939852
TC_MID_W,0.0,50.0,843.5146443514644,189.58604521103933
TC_MID_E,100.0,50.0,843.5146443514644,214.5225314747949
TC_MID_N,50.0,100.0,843.5146443514644,201.93514847751834
TC_MID_S,50.0,0.0,843.5146443514644,201.68051326615264
TC_10,60.597757125632356,52.993901624450075,843.5146443514644,208.80323151339329
TC_CENTER,50.0,50.0,964.0167364016736,232.56413578965703
TC_NW,0.0,100.0,964.0167364016736,211.9229517339344
TC_NE,100.0,100.0,964.0167364016736,241.69537758978598
TC_SW,0.0,0.0,964.0167364016736,212.18470412939035
TC_SE,100.0,0.0,964.0167364016736,242.58617747014372
TC_MID_W,0.0,50.0,964.0167364016736,212.3401135049065
TC_MID_E,100.0,50.0,964.0167364016736,242.28074905547592
TC_MID_N,50.0,100.0,964.0167364016736,227.42944499789388
TC_MID_S,50.0,0.0,964.0167364016736,227.28330870273768
TC_10,60.597757125632356,52.993901624450075,964.0167364016736,234.72345989467223
TC_CENTER,50.0,50.0,1084.5188284518829,258.23473331125405
TC_NW,0.0,100.0,1084.5188284518829,233.0644240673795
TC_NE,100.0,100.0,1084.5188284518829,269.14613814555673
TC_SW,0.0,0.0,1084.5188284518829,232.25741901591516
TC_SE,100.0,0.0,1084.5188284518829,270.32852031134564
TC_MID_W,0.0,50.0,1084.5188284518829,233.86303680603186
TC_MID_E,100.0,50.0,1084.5188284518829,270.1599693456037
TC_MID_N,50.0,100.0,1084.5188284518829,251.694983573396
TC_MID_S,50.0,0.0,1084.5188284518829,250.91935835286426
TC_10,60.597757125632356,52.993901624450075,1084.5188284518829,261.9284061148225
TC_CENTER,50.0,50.0,1205.020920502092,284.0186697599803
TC_NW,0.0,100.0,1205.020920502092,255.56136759040686
TC_NE,100.0,100.0,1205.020920502092,298.26504507885267
TC_SW,0.0,0.0,1205.020920502092,255.73226903462785
TC_SE,100.0,0.0,1205.020920502092,298.17274576642166
TC_MID_W,0.0,50.0,1205.020920502092,255.76921440558382
TC_MID_E,100.0,50.0,1205.020920502092,298.06560934314916
TC_MID_N,50.0,100.0,1205.020920502092,275.8789012795458
TC_MID_S,50.0,0.0,1205.020920502092,275.7729622780938
TC_10,60.597757125632356,52.993901624450075,1205.020920502092,288.23777668354364
TC_CENTER,50.0,50.0,1325.5230125523012,309.9333688681005
TC_NW,0.0,100.0,1325.5230125523012,277.2414098287738
TC_NE,100.0,100.0,1325.5230125523012,325.3328550505977
TC_SW,0.0,0.0,1325.5230125523012,277.76308011974993
TC_SE,100.0,0.0,1325.5230125523012,325.32073429862857
TC_MID_W,0.0,50.0,1325.5230125523012,276.4940096276257
TC_MID_E,100.0,50.0,1325.5230125523012,325.3808979327107
TC_MID_N,50.0,100.0,1325.5230125523012,301.52858983329554
TC_MID_S,50.0,0.0,1325.5230125523012,301.01671065036186
TC_10,60.597757125632356,52.993901624450075,1325.5230125523012,315.45012543982614
TC_CENTER,50.0,50.0,1446.0251046025105,336.0423911910531
TC_NW,0.0,100.0,1446.0251046025105,299.4580307229994
TC_NE,100.0,100.0,1446.0251046025105,353.00470180738864
TC_SW,0.0,0.0,1446.0251046025105,299.07041384335724
TC_SE,100.0,0.0,1446.0251046025105,353.88437729178264
TC_MID_W,0.0,50.0,1446.0251046025105,299.6372851589219
TC_MID_E,100.0,50.0,1446.0251046025105,352.37440040885815
TC_MID_N,50.0,100.0,1446.0251046025105,325.4853527635299
TC_MID_S,50.0,0.0,1446.0251046025105,326.74151116077513
TC_10,60.597757125632356,52.993901624450075,1446.0251046025105,341.66899105180346
TC_CENTER,50.0,50.0,1566.5271966527196,362.6101714107545
TC_NW,0.0,100.0,1566.5271966527196,321.4129851737627
TC_NE,100.0,100.0,1566.5271966527196,381.5657505118914
TC_SW,0.0,0.0,1566.5271966527196,321.39785513553795
TC_SE,100.0,0.0,1566.5271966527196,380.99709845985535
TC_MID_W,0.0,50.0,1566.5271966527196,321.43767230582904
TC_MID_E,100.0,50.0,1566.5271966527196,380.82494585731916
TC_MID_N,50.0,100.0,1566.5271966527196,351.0725156933416
TC_MID_S,50.0,0.0,1566.5271966527196,351.12366184434563
TC_10,60.597757125632356,52.993901624450075,1566.5271966527196,368.17419457415014
TC_CENTER,50.0,50.0,1687.0292887029289,389.0011590074376
TC_NW,0.0,100.0,1687.0292887029289,342.6362135194283
TC_NE,100.0,100.0,1687.0292887029289,408.9821579784594
TC_SW,0.0,0.0,1687.0292887029289,343.57796318153436
TC_SE,100.0,0.0,1687.0292887029289,407.5926874143548
TC_MID_W,0.0,50.0,1687.0292887029289,343.63553339042244
TC_MID_E,100.0,50.0,1687.0292887029289,409.90780095982944
TC_MID_N,50.0,100.0,1687.0292887029289,375.5385680165776
TC_MID_S,50.0,0.0,1687.0292887029289,376.54370183037497
TC_10,60.597757125632356,52.993901624450075,1687.0292887029289,394.5256161606759
TC_CENTER,50.0,50.0,1807.531380753138,412.876780044175
TC_NW,0.0,100.0,1807.531380753138,364.25683367418304
TC_NE,100.0,100.0,1807.531380753138,436.70882621976057
TC_SW,0.0,0.0,1807.531380753138,364.89050416895867
TC_SE,100.0,0.0,1807.531380753138,436.3538660433543
TC_MID_W,0.0,50.0,1807.531380753138,365.446905549057
TC_MID_E,100.0,50.0,1807.531380753138,436.90854137995996
TC_MID_N,50.0,100.0,1807.531380753138,400.6309558979425
TC_MID_S,50.0,0.0,1807.531380753138,400.6672329195433
TC_10,60.597757125632356,52.993901624450075,1807.531380753138,421.54659230485527
TC_CENTER,50.0,50.0,1928.0334728033472,439.9102430752544
TC_NW,0.0,100.0,1928.0334728033472,386.7852974842094
TC_NE,100.0,100.0,1928.0334728033472,464.4745104173749
TC_SW,0.0,0.0,1928.0334728033472,387.6144243578057
TC_SE,100.0,0.0,1928.0334728033472,463.57583285084735
TC_MID_W,0.0,50.0,1928.0334728033472,386.0155871316122
TC_MID_E,100.0,50.0,1928.0334728033472,464.66502476078864
TC_MID_N,50.0,100.0,1928.0334728033472,424.5141606021997
TC_MID_S,50.0,0.0,1928.0334728033472,424.7472511075122
TC_10,60.597757125632356,52.993901624450075,1928.0334728033472,447.00576627007564
TC_CENTER,50.0,50.0,2048.5355648535565,466.70472742296687
TC_NW,0.0,100.0,2048.5355648535565,408.0635445975558
TC_NE,100.0,100.0,2048.5355648535565,492.6935036226183
TC_SW,0.0,0.0,2048.5355648535565,408.83787502832337
TC_SE,100.0,0.0,2048.5355648535565,492.4435885862706
TC_MID_W,0.0,50.0,2048.5355648535565,408.83538253898803
TC_MID_E,100.0,50.0,2048.5355648535565,492.4650166122017
TC_MID_N,50.0,100.0,2048.5355648535565,450.7419849898095
TC_MID_S,50.0,0.0,2048.5355648535565,450.6808560166547
TC_10,60.597757125632356,52.993901624450075,2048.5355648535565,472.9315982090653
TC_CENTER,50.0,50.0,2169.0376569037658,491.33036047330444
TC_NW,0.0,100.0,2169.0376569037658,430.25375017015773
TC_NE,100.0,100.0,2169.0376569037658,519.7685053043025
TC_SW,0.0,0.0,2169.0376569037658,430.9052476924214
TC_SE,100.0,0.0,2169.0376569037658,519.6882147548116
TC_MID_W,0.0,50.0,2169.0376569037658,429.43377224059975
TC_MID_E,100.0,50.0,2169.0376569037658,520.0049003845896
TC_MID_N,50.0,100.0,2169.0376569037658,475.6551213895195
TC_MID_S,50.0,0.0,2169.0376569037658,475.3398032263768
TC_10,60.597757125632356,52.993901624450075,2169.0376569037658,500.3510402346932
TC_CENTER,50.0,50.0,2289.5397489539746,518.2951234860717
TC_NW,0.0,100.0,2289.5397489539746,452.7988211598394
TC_NE,100.0,100.0,2289.5397489539746,548.3739442186019
TC_SW,0.0,0.0,2289.5397489539746,453.05237817288275
TC_SE,100.0,0.0,2289.5397489539746,547.7466384109113
TC_MID_W,0.0,50.0,2289.5397489539746,452.40110056567903
TC_MID_E,100.0,50.0,2289.5397489539746,547.1849709429199
TC_MID_N,50.0,100.0,2289.5397489539746,498.8775958172696
TC_MID_S,50.0,0.0,2289.5397489539746,500.31405384790975
TC_10,60.597757125632356,52.993901624450075,2289.5397489539746,527.634513297774
TC_CENTER,50.0,50.0,2410.041841004184,542.6082668314643
TC_NW,0.0,100.0,2410.041841004184,474.4189212266701
TC_NE,100.0,100.0,2410.041841004184,575.60955009786
TC_SW,0.0,0.0,2410.041841004184,475.0699411124351
TC_SE,100.0,0.0,2410.041841004184,575.2950249897352
TC_MID_W,0.0,50.0,2410.041841004184,474.7151474238724
TC_MID_E,100.0,50.0,2410.041841004184,575.231514837673
TC_MID_N,50.0,100.0,2410.041841004184,524.6986449680916
TC_MID_S,50.0,0.0,2410.041841004184,524.8421688259333
TC_10,60.597757125632356,52.993901624450075,2410.041841004184,552.9006841063232
TC_CENTER,50.0,50.0,2530.543933054393,569.5661093571309
TC_NW,0.0,100.0,2530.543933054393,495.8329452988047
TC_NE,100.0,100.0,2530.543933054393,603.3190752633241
TC_SW,0.0,0.0,2530.543933054393,496.58700082868575
TC_SE,100.0,0.0,2530.543933054393,603.1409721110624
TC_MID_W,0.0,50.0,2530.543933054393,495.998102297549
TC_MID_E,100.0,50.0,2530.543933054393,603.3393795524138
TC_MID_N,50.0,100.0,2530.543933054393,549.5660446369178
TC_MID_S,50.0,0.0,2530.543933054393,549.2018799680518
TC_10,60.597757125632356,52.993901624450075,2530.543933054393,579.4954662337494
TC_CENTER,50.0,50.0,2651.0460251046024,595.7044514843004
TC_NW,0.0,100.0,2651.0460251046024,518.0694021324331
TC_NE,100.0,100.0,2651.0460251046024,630.5676971257913
TC_SW,0.0,0.0,2651.0460251046024,518.2214871888633
TC_SE,100.0,0.0,2651.0460251046024,630.9346901281282
TC_MID_W,0.0,50.0,2651.0460251046024,518.0112136785687
TC_MID_E,100.0,50.0,2651.0460251046024,630.9504277067209
TC_MID_N,50.0,100.0,2651.0460251046024,574.5043912207697
TC_MID_S,50.0,0.0,2651.0460251046024,574.5406869681218
TC_10,60.597757125632356,52.993901624450075,2651.0460251046024,606.0382762339607
TC_CENTER,50.0,50.0,2771.5481171548117,621.2727668767121
TC_NW,0.0,100.0,2771.5481171548117,539.7221557506011
TC_NE,100.0,100.0,2771.5481171548117,659.4739817931646
TC_SW,0.0,0.0,2771.5481171548117,540.4918675555813
TC_SE,100.0,0.0,2771.5481171548117,658.7353805048717
TC_MID_W,0.0,50.0,2771.5481171548117,539.7394869998922
TC_MID_E,100.0,50.0,2771.5481171548117,658.4688321400482
TC_MID_N,50.0,100.0,2771.5481171548117,599.4600143661518
TC_MID_S,50.0,0.0,2771.5481171548117,599.1421257116953
TC_10,60.597757125632356,52.993901624450075,2771.5481171548117,632.4486590393412
TC_CENTER,50.0,50.0,2892.050209205021,646.73938215279
TC_NW,0.0,100.0,2892.050209205021,561.9796122361852
TC_NE,100.0,100.0,2892.050209205021,686.9370845526755
TC_SW,0.0,0.0,2892.050209205021,562.2066664947157
TC_SE,100.0,0.0,2892.050209205021,686.2580260443823
TC_MID_W,0.0,50.0,2892.050209205021,561.232852255968
TC_MID_E,100.0,50.0,2892.050209205021,686.4605378232412
TC_MID_N,50.0,100.0,2892.050209205021,624.3077883470012
TC_MID_S,50.0,0.0,2892.050209205021,623.8896804456607
TC_10,60.597757125632356,52.993901624450075,2892.050209205021,659.8433656961229
TC_CENTER,50.0,50.0,3012.55230125523,673.1446688657353
TC_NW,0.0,100.0,3012.55230125523,583.795162675647
TC_NE,100.0,100.0,3012.55230125523,714.3230912650075
TC_SW,0.0,0.0,3012.55230125523,584.0929375244881
TC_SE,100.0,0.0,3012.55230125523,715.2828914385332
TC_MID_W,0.0,50.0,3012.55230125523,584.2131060565655
TC_MID_E,100.0,50.0,3012.55230125523,714.6121077225353
TC_MID_N,50.0,100.0,3012.55230125523,648.6628625759464
TC_MID_S,50.0,0.0,3012.55230125523,649.1024039440766
TC_10,60.597757125632356,52.993901624450075,3012.55230125523,686.5150246722254
TC_CENTER,50.0,50.0,3133.054393305439,699.3691591341193
TC_NW,0.0,100.0,3133.054393305439,605.5051622031626
TC_NE,100.0,100.0,3133.054393305439,741.5040381250772
TC_SW,0.0,0.0,3133.054393305439,605.4218836448614
TC_SE,100.0,0.0,3133.054393305439,742.5758790527234
TC_MID_W,0.0,50.0,3133.054393305439,605.4949912872848
TC_MID_E,100.0,50.0,3133.054393305439,741.810798334808
TC_MID_N,50.0,100.0,3133.054393305439,673.9607546726737
TC_MID_S,50.0,0.0,3133.054393305439,673.9537892807379
TC_10,60.597757125632356,52.993901624450075,3133.054393305439,711.915434236697
TC_CENTER,50.0,50.0,3253.5564853556484,726.1244088135867
TC_NW,0.0,100.0,3253.5564853556484,627.5715769561724
TC_NE,100.0,100.0,3253.5564853556484,769.5234360184662
TC_SW,0.0,0.0,3253.5564853556484,626.2516984644726
TC_SE,100.0,0.0,3253.5564853556484,770.266441909115
TC_MID_W,0.0,50.0,3253.5564853556484,626.6697687995438
TC_MID_E,100.0,50.0,3253.5564853556484,770.2878670426587
TC_MID_N,50.0,100.0,3253.5564853556484,698.7337833654764
TC_MID_S,50.0,0.0,3253.5564853556484,697.9289984829051
TC_10,60.597757125632356,52.993901624450075,3253.5564853556484,738.97933576348
TC_CENTER,50.0,50.0,3374.0585774058577,751.3829078442099
TC_NW,0.0,100.0,3374.0585774058577,648.3649579473836
TC_NE,100.0,100.0,3374.0585774058577,797.8371296952166
TC_SW,0.0,0.0,3374.0585774058577,649.0204745332599
TC_SE,100.0,0.0,3374.0585774058577,797.3447847893194
TC_MID_W,0.0,50.0,3374.0585774058577,648.8576324406396
TC_MID_E,100.0,50.0,3374.0585774058577,796.9939585806173
TC_MID_N,50.0,100.0,3374.0585774058577,723.7746720767612
TC_MID_S,50.0,0.0,3374.0585774058577,724.2964349167174
TC_10,60.597757125632356,52.993901624450075,3374.0585774058577,765.5419983232136
TC_CENTER,50.0,50.0,3494.560669456067,777.8056456480772
TC_NW,0.0,100.0,3494.560669456067,671.2923610080547
TC_NE,100.0,100.0,3494.560669456067,825.3138946964217
TC_SW,0.0,0.0,3494.560669456067,670.8798036289771
TC_SE,100.0,0.0,3494.560669456067,825.8720423467219
TC_MID_W,0.0,50.0,3494.560669456067,671.5429794090303
TC_MID_E,100.0,50.0,3494.560669456067,826.4989360233883
TC_MID_N,50.0,100.0,3494.560669456067,747.7427609826826
TC_MID_S,50.0,0.0,3494.560669456067,748.5588027113904
TC_10,60.597757125632356,52.993901624450075,3494.560669456067,792.3632676592058
TC_CENTER,50.0,50.0,3615.062761506276,800.570519109348
TC_NW,0.0,100.0,3615.062761506276,689.966647792437
TC_NE,100.0,100.0,3615.062761506276,849.989358438758
TC_SW,0.0,0.0,3615.062761506276,689.4989145075323
TC_SE,100.0,0.0,3615.062761506276,850.1061537757646
TC_MID_W,0.0,50.0,3615.062761506276,690.2779486747656
TC_MID_E,100.0,50.0,3615.062761506276,849.1062081138126
TC_MID_N,50.0,100.0,3615.062761506276,769.9686750014852
TC_MID_S,50.0,0.0,3615.062761506276,769.6558588985345
TC_10,60.597757125632356,52.993901624450075,3615.062761506276,815.4675389093236
TC_CENTER,50.0,50.0,3735.564853556485,799.2893954874916
TC_NW,0.0,100.0,3735.564853556485,689.9128020995018
TC_NE,100.0,100.0,3735.564853556485,850.1272356165028
TC_SW,0.0,0.0,3735.564853556485,689.8881247793914
TC_SE,100.0,0.0,3735.564853556485,848.949343840443
TC_MID_W,0.0,50.0,3735.564853556485,689.1844529742963
TC_MID_E,100.0,50.0,3735.564853556485,849.1797520701567
TC_MID_N,50.0,100.0,3735.564853556485,769.540450216398
TC_MID_S,50.0,0.0,3735.564853556485,770.2375815060674
TC_10,60.597757125632356,52.993901624450075,3735.564853556485,815.3576649279845
TC_CENTER,50.0,50.0,3856.0669456066944,798.8079773693657
TC_NW,0.0,100.0,3856.0669456066944,690.410354320191
TC_NE,100.0,100.0,3856.0669456066944,850.2909658654662
TC_SW,0.0,0.0,3856.0669456066944,690.6709811828795
TC_SE,100.0,0.0,3856.0669456066944,850.2642235302017
TC_MID_W,0.0,50.0,3856.0669456066944,690.0712331316724
TC_MID_E,100.0,50.0,3856.0669456066944,849.721545627641
TC_MID_N,50.0,100.0,3856.0669456066944,769.7426515275425
TC_MID_S,50.0,0.0,3856.0669456066944,770.3271584645441
TC_10,60.597757125632356,52.993901624450075,3856.0669456066944,815.5105155276434
TC_CENTER,50.0,50.0,3976.5690376569037,800.498143790073
TC_NW,0.0,100.0,3976.5690376569037,690.2070889249361
TC_NE,100.0,100.0,3976.5690376569037,850.0439385851388
TC_SW,0.0,0.0,3976.5690376569037,689.0246600769989
TC_SE,100.0,0.0,3976.5690376569037,850.4954146350491
TC_MID_W,0.0,50.0,3976.5690376569037,689.3086286198491
TC_MID_E,100.0,50.0,3976.5690376569037,850.0101876572177
TC_MID_N,50.0,100.0,3976.5690376569037,768.5558785883914
TC_MID_S,50.0,0.0,3976.5690376569037,769.928892776272
TC_10,60.597757125632356,52.993901624450075,3976.5690376569037,815.9627885522444
TC_CENTER,50.0,50.0,4097.071129707113,799.573338174414
TC_NW,0.0,100.0,4097.071129707113,691.0032158858363
TC_NE,100.0,100.0,4097.071129707113,850.8315118852605
TC_SW,0.0,0.0,4097.071129707113,690.1023276170702
TC_SE,100.0,0.0,4097.071129707113,850.150101471852
TC_MID_W,0.0,50.0,4097.071129707113,689.6224296699527
TC_MID_E,100.0,50.0,4097.071129707113,850.5646066172906
TC_MID_N,50.0,100.0,4097.071129707113,770.1096707590126
TC_MID_S,50.0,0.0,4097.071129707113,770.3893524303098
TC_10,60.597757125632356,52.993901624450075,4097.071129707113,815.0644941450698
TC_CENTER,50.0,50.0,4217.573221757322,799.1377024633942
TC_NW,0.0,100.0,4217.573221757322,689.931233367741
TC_NE,100.0,100.0,4217.573221757322,849.5858380036333
TC_SW,0.0,0.0,4217.573221757322,689.4113170526208
TC_SE,100.0,0.0,4217.573221757322,849.9267255039142
TC_MID_W,0.0,50.0,4217.573221757322,689.8856411514411
TC_MID_E,100.0,50.0,4217.573221757322,850.3049668697805
TC_MID_N,50.0,100.0,4217.573221757322,769.4247851571603
TC_MID_S,50.0,0.0,4217.573221757322,769.7821175290205
TC_10,60.597757125632356,52.993901624450075,4217.573221757322,815.3144323678702
TC_CENTER,50.0,50.0,4338.0753138075315,799.7992216692058
TC_NW,0.0,100.0,4338.0753138075315,690.1321213646554
TC_NE,100.0,100.0,4338.0753138075315,849.9389203525902
TC_SW,0.0,0.0,4338.0753138075315,689.7608681350357
TC_SE,100.0,0.0,4338.0753138075315,850.6348116257767
TC_MID_W,0.0,50.0,4338.0753138075315,689.5130313164369
TC_MID_E,100.0,50.0,4338.0753138075315,849.1036326378745
TC_MID_N,50.0,100.0,4338.0753138075315,770.0653008136312
TC_MID_S,50.0,0.0,4338.0753138075315,769.7923255205643
TC_10,60.597757125632356,52.993901624450075,4338.0753138075315,815.5231464064522
TC_CENTER,50.0,50.0,4458.577405857741,800.0055586847085
TC_NW,0.0,100.0,4458.577405857741,688.771506383608
TC_NE,100.0,100.0,4458.577405857741,849.9909499800268
TC_SW,0.0,0.0,4458.577405857741,690.4057562714844
TC_SE,100.0,0.0,4458.577405857741,849.5794145981309
TC_MID_W,0.0,50.0,4458.577405857741,690.6670015223608
TC_MID_E,100.0,50.0,4458.577405857741,850.0412571775673
TC_MID_N,50.0,100.0,4458.577405857741,770.291357183982
TC_MID_S,50.0,0.0,4458.577405857741,770.7395729410295
TC_10,60.597757125632356,52.993901624450075,4458.577405857741,815.3004692707487
TC_CENTER,50.0,50.0,4579.079497907949,800.4670199061687
TC_NW,0.0,100.0,4579.079497907949,690.914159308466
TC_NE,100.0,100.0,4579.079497907949,850.2449058189089
TC_SW,0.0,0.0,4579.079497907949,689.7739086448637
TC_SE,100.0,0.0,4579.079497907949,849.8361479326385
TC_MID_W,0.0,50.0,4579.079497907949,690.1637862939615
TC_MID_E,100.0,50.0,4579.079497907949,850.3895698599906
TC_MID_N,50.0,100.0,4579.079497907949,770.48916748283
TC_MID_S,50.0,0.0,4579.079497907949,770.5554233293733
TC_10,60.597757125632356,52.993901624450075,4579.079497907949,816.8222185220159
TC_CENTER,50.0,50.0,4699.5815899581585,799.9709205949697
TC_NW,0.0,100.0,4699.5815899581585,690.454541350606
TC_NE,100.0,100.0,4699.5815899581585,850.2090381375627
TC_SW,0.0,0.0,4699.5815899581585,689.6183675423974
TC_SE,100.0,0.0,4699.5815899581585,849.9717513225322
TC_MID_W,0.0,50.0,4699.5815899581585,689.9673373131881
TC_MID_E,100.0,50.0,4699.5815899581585,849.1949521848449
TC_MID_N,50.0,100.0,4699.5815899581585,769.904357669814
TC_MID_S,50.0,0.0,4699.5815899581585,769.2109623331883
TC_10,60.597757125632356,52.993901624450075,4699.5815899581585,816.0406942669546
TC_CENTER,50.0,50.0,4820.083682008368,800.8659135857354
TC_NW,0.0,100.0,4820.083682008368,688.9221747042901
TC_NE,100.0,100.0,4820.083682008368,850.3429831589043
TC_SW,0.0,0.0,4820.083682008368,689.2773113295714
TC_SE,100.0,0.0,4820.083682008368,849.991940701061
TC_MID_W,0.0,50.0,4820.083682008368,689.6603051748174
TC_MID_E,100.0,50.0,4820.083682008368,850.0708554846036
TC_MID_N,50.0,100.0,4820.083682008368,770.4091334371683
TC_MID_S,50.0,0.0,4820.083682008368,769.7948187499521
TC_10,60.597757125632356,52.993901624450075,4820.083682008368,814.7028038854511
TC_CENTER,50.0,50.0,4940.585774058577,800.1763457190285
TC_NW,0.0,100.0,4940.585774058577,690.2554244709655
TC_NE,100.0,100.0,4940.585774058577,849.217087773319
TC_SW,0.0,0.0,4940.585774058577,690.9484568814676
TC_SE,100.0,0.0,4940.585774058577,850.9015868661513
TC_MID_W,0.0,50.0,4940.585774058577,690.3036147431002
TC_MID_E,100.0,50.0,4940.585774058577,849.5099385373749
TC_MID_N,50.0,100.0,4940.585774058577,770.0509877969879
TC_MID_S,50.0,0.0,4940.585774058577,770.5254171666985
TC_10,60.597757125632356,52.993901624450075,4940.585774058577,815.380759538436
TC_CENTER,50.0,50.0,5061.087866108786,800.2197149302058
TC_NW,0.0,100.0,5061.087866108786,688.7423783748162
TC_NE,100.0,100.0,5061.087866108786,849.8495562004389
TC_SW,0.0,0.0,5061.087866108786,689.9712196415732
TC_SE,100.0,0.0,5061.087866108786,849.4557595304532
TC_MID_W,0.0,50.0,5061.087866108786,689.5938164707391
TC_MID_E,100.0,50.0,5061.087866108786,849.8657609337032
TC_MID_N,50.0,100.0,5061.087866108786,769.7600254857178
TC_MID_S,50.0,0.0,5061.087866108786,770.242972189292
TC_10,60.597757125632356,52.993901624450075,5061.087866108786,815.6971009922605
TC_CENTER,50.0,50.0,5181.589958158996,799.8563942295101
TC_NW,0.0,100.0,5181.589958158996,690.7115442667227
TC_NE,100.0,100.0,5181.589958158996,850.239318274846
TC_SW,0.0,0.0,5181.589958158996,690.1345798152977
TC_SE,100.0,0.0,5181.589958158996,850.0740308531277
TC_MID_W,0.0,50.0,5181.589958158996,690.7346293066582
TC_MID_E,100.0,50.0,5181.589958158996,849.7568646151104
