Temperature_C,Rubber_Content_%,Peak_Number,Sample_ID,Peak_2Theta,Peak_Intensity,Peak_Phase,d_spacing_A,FWHM,Crystallite_Size_nm,Timestamp
20,20,2,XRD_Peak_20_20_2,34.082520794870774,526.5806730617776,Portlandite,16.81410977593091,0.152,44.6,2025-10-18T18:00:15.365115
20,20,3,XRD_Peak_20_20_3,47.132047484354494,547.073519388763,Portlandite,12.33890585811997,0.152,44.6,2025-10-18T18:00:15.365116
20,20,4,XRD_Peak_20_20_4,29.349143292872053,82.78710359169384,C-S-H,12.01990808111074,0.504,9.9,2025-10-18T18:00:15.365118
20,20,5,XRD_Peak_20_20_5,49.918474529282896,115.15227374897059,C-S-H,7.179818981458259,0.504,9.9,2025-10-18T18:00:15.365119
20,20,6,XRD_Peak_20_20_6,26.57833978006373,822.2257593073134,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365120
20,20,7,XRD_Peak_20_20_7,20.89232607529107,766.6504500385214,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365122
200,0,1,XRD_Peak_200_0_1,17.9926583542455,693.5175110032128,Portlandite,31.51479438199333,0.16999999999999998,41.0,2025-10-18T18:00:15.365146
200,0,2,XRD_Peak_200_0_2,34.07864972328947,603.8259124718656,Portlandite,16.81410977593091,0.16999999999999998,41.0,2025-10-18T18:00:15.365148
200,0,3,XRD_Peak_200_0_3,47.00235756214728,686.8473810705846,Portlandite,12.33890585811997,0.16999999999999998,41.0,2025-10-18T18:00:15.365150
200,0,4,XRD_Peak_200_0_4,29.20061464017844,248.26272804472043,C-S-H,12.01990808111074,0.54,9.0,2025-10-18T18:00:15.365151
200,0,5,XRD_Peak_200_0_5,50.098684094163545,225.88557073530046,C-S-H,7.179818981458259,0.54,9.0,2025-10-18T18:00:15.365152
200,0,6,XRD_Peak_200_0_6,26.599102391969463,780.41406867943,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365154
200,0,7,XRD_Peak_200_0_7,20.922939668679163,813.0845591265336,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365156
200,5,1,XRD_Peak_200_5_1,17.85090678338974,656.5619888213616,Portlandite,31.51479438199333,0.16999999999999998,41.0,2025-10-18T18:00:15.365173
200,5,2,XRD_Peak_200_5_2,34.055672691568255,555.6388048455802,Portlandite,16.81410977593091,0.16999999999999998,41.0,2025-10-18T18:00:15.365175
200,5,3,XRD_Peak_200_5_3,47.10481997777577,672.8457719889556,Portlandite,12.33890585811997,0.16999999999999998,41.0,2025-10-18T18:00:15.365176
200,5,4,XRD_Peak_200_5_4,29.276968682861472,144.6300635490498,C-S-H,12.01990808111074,0.54,9.0,2025-10-18T18:00:15.365182
200,5,5,XRD_Peak_200_5_5,50.101129357773374,195.73395483598142,C-S-H,7.179818981458259,0.54,9.0,2025-10-18T18:00:15.365183
200,5,6,XRD_Peak_200_5_6,26.59590509761157,828.2676437723755,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365185
200,5,7,XRD_Peak_200_5_7,20.8929721173246,790.1425760502684,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365186
200,10,1,XRD_Peak_200_10_1,17.96908309936946,380.94272336266863,Portlandite,31.51479438199333,0.16999999999999998,41.0,2025-10-18T18:00:15.365206
200,10,2,XRD_Peak_200_10_2,34.14723073039983,594.1728189039368,Portlandite,16.81410977593091,0.16999999999999998,41.0,2025-10-18T18:00:15.365207
200,10,3,XRD_Peak_200_10_3,47.0756098042415,463.9439217133126,Portlandite,12.33890585811997,0.16999999999999998,41.0,2025-10-18T18:00:15.365209
200,10,4,XRD_Peak_200_10_4,29.313802362457157,121.39123175693857,C-S-H,12.01990808111074,0.54,9.0,2025-10-18T18:00:15.365210
200,10,5,XRD_Peak_200_10_5,50.06566758214483,140.74278015501292,C-S-H,7.179818981458259,0.54,9.0,2025-10-18T18:00:15.365212
200,10,6,XRD_Peak_200_10_6,26.58461069414622,721.3077523715899,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365213
200,10,7,XRD_Peak_200_10_7,20.88897763918991,830.9962681235768,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365218
200,15,1,XRD_Peak_200_15_1,17.984664579383143,325.32427171155314,Portlandite,31.51479438199333,0.16999999999999998,41.0,2025-10-18T18:00:15.365243
200,15,2,XRD_Peak_200_15_2,34.04553680678745,400.9947477317817,Portlandite,16.81410977593091,0.16999999999999998,41.0,2025-10-18T18:00:15.365245
200,15,3,XRD_Peak_200_15_3,47.11565354549499,436.2659278310507,Portlandite,12.33890585811997,0.16999999999999998,41.0,2025-10-18T18:00:15.365246
200,15,4,XRD_Peak_200_15_4,29.26688239904895,102.63117957669874,C-S-H,12.01990808111074,0.54,9.0,2025-10-18T18:00:15.365248
200,15,5,XRD_Peak_200_15_5,50.01455570104347,124.3749858667106,C-S-H,7.179818981458259,0.54,9.0,2025-10-18T18:00:15.365249
200,15,6,XRD_Peak_200_15_6,26.614442742205068,845.5183318382306,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365250
200,15,7,XRD_Peak_200_15_7,20.907694472662403,765.9313792481016,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365252
200,20,1,XRD_Peak_200_20_1,17.978079431012763,179.5188928939752,Portlandite,31.51479438199333,0.16999999999999998,41.0,2025-10-18T18:00:15.365270
200,20,2,XRD_Peak_200_20_2,34.04371105561309,190.43365324179274,Portlandite,16.81410977593091,0.16999999999999998,41.0,2025-10-18T18:00:15.365271
200,20,3,XRD_Peak_200_20_3,47.06554576058329,248.66510135947448,Portlandite,12.33890585811997,0.16999999999999998,41.0,2025-10-18T18:00:15.365276
200,20,4,XRD_Peak_200_20_4,29.195156162454605,63.94688583027389,C-S-H,12.01990808111074,0.54,9.0,2025-10-18T18:00:15.365278
200,20,5,XRD_Peak_200_20_5,50.25416491142802,84.73770249251629,C-S-H,7.179818981458259,0.54,9.0,2025-10-18T18:00:15.365279
200,20,6,XRD_Peak_200_20_6,26.609862872032213,778.9634746523275,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365281
200,20,7,XRD_Peak_200_20_7,20.890795712866964,826.9621941338478,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365282
400,0,1,XRD_Peak_400_0_1,17.97834223465896,434.7083185344337,Portlandite,31.51479438199333,0.19,37.0,2025-10-18T18:00:15.365311
400,0,2,XRD_Peak_400_0_2,34.07322872254251,375.62708562248366,Portlandite,16.81410977593091,0.19,37.0,2025-10-18T18:00:15.365313
400,0,3,XRD_Peak_400_0_3,47.092857153893505,422.52058530716397,Portlandite,12.33890585811997,0.19,37.0,2025-10-18T18:00:15.365315
400,0,4,XRD_Peak_400_0_4,29.179115449135864,183.5938628785922,C-S-H,12.01990808111074,0.58,8.0,2025-10-18T18:00:15.365316
400,0,5,XRD_Peak_400_0_5,49.91852470340391,182.23259164719974,C-S-H,7.179818981458259,0.58,8.0,2025-10-18T18:00:15.365317
400,0,6,XRD_Peak_400_0_6,26.600974672179653,742.312719241821,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365322
400,0,7,XRD_Peak_400_0_7,20.931087165776404,777.658622220037,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365324
400,5,1,XRD_Peak_400_5_1,18.04409743684042,354.0803398103676,Portlandite,31.51479438199333,0.19,37.0,2025-10-18T18:00:15.365344
400,5,2,XRD_Peak_400_5_2,34.171278930545434,297.0596864113914,Portlandite,16.81410977593091,0.19,37.0,2025-10-18T18:00:15.365346
400,5,3,XRD_Peak_400_5_3,47.19836371386467,296.4943586476588,Portlandite,12.33890585811997,0.19,37.0,2025-10-18T18:00:15.365347
400,5,4,XRD_Peak_400_5_4,29.472408912449865,164.40629889826246,C-S-H,12.01990808111074,0.58,8.0,2025-10-18T18:00:15.365348
400,5,5,XRD_Peak_400_5_5,50.06049647090075,170.15165896393322,C-S-H,7.179818981458259,0.58,8.0,2025-10-18T18:00:15.365350
400,5,6,XRD_Peak_400_5_6,26.60213099938623,783.5402670323938,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365351
400,5,7,XRD_Peak_400_5_7,20.899315244213508,787.1390340035141,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365352
400,10,1,XRD_Peak_400_10_1,18.016558106611754,303.5994205180124,Portlandite,31.51479438199333,0.19,37.0,2025-10-18T18:00:15.365375
400,10,2,XRD_Peak_400_10_2,33.95142965872068,279.5233025109233,Portlandite,16.81410977593091,0.19,37.0,2025-10-18T18:00:15.365386
400,10,3,XRD_Peak_400_10_3,47.068357339372085,167.0199973415098,Portlandite,12.33890585811997,0.19,37.0,2025-10-18T18:00:15.365388
400,10,4,XRD_Peak_400_10_4,29.262709576546122,137.7910284438724,C-S-H,12.01990808111074,0.58,8.0,2025-10-18T18:00:15.365389
400,10,5,XRD_Peak_400_10_5,50.11771299947218,35.005624153484646,C-S-H,7.179818981458259,0.58,8.0,2025-10-18T18:00:15.365391
400,10,6,XRD_Peak_400_10_6,26.62047533166693,688.2596143043852,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365392
400,10,7,XRD_Peak_400_10_7,20.889226304247934,815.4422714965906,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365393
400,15,1,XRD_Peak_400_15_1,17.934711830193166,93.9228106562203,Portlandite,31.51479438199333,0.19,37.0,2025-10-18T18:00:15.365411
400,15,2,XRD_Peak_400_15_2,34.11585242752502,175.71265519877886,Portlandite,16.81410977593091,0.19,37.0,2025-10-18T18:00:15.365412
400,15,3,XRD_Peak_400_15_3,47.07355604978645,78.88169514753133,Portlandite,12.33890585811997,0.19,37.0,2025-10-18T18:00:15.365414
400,15,4,XRD_Peak_400_15_4,26.59810130310015,763.4440498839174,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365416
400,15,5,XRD_Peak_400_15_5,20.880688185611376,841.1437819494979,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365421
400,20,1,XRD_Peak_400_20_1,47.177844043008896,110.62154204329772,Portlandite,12.33890585811997,0.19,37.0,2025-10-18T18:00:15.365435
400,20,2,XRD_Peak_400_20_2,26.61598971674383,817.8753415273671,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365436
400,20,3,XRD_Peak_400_20_3,20.86792258660525,825.8020955194185,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365438
600,0,1,XRD_Peak_600_0_1,29.31164571661712,103.53353668721863,C-S-H,12.01990808111074,0.62,7.0,2025-10-18T18:00:15.365456
600,0,2,XRD_Peak_600_0_2,50.009976439688465,113.37412843698182,C-S-H,7.179818981458259,0.62,7.0,2025-10-18T18:00:15.365457
600,0,3,XRD_Peak_600_0_3,26.598769126062773,772.6739335126674,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365459
600,0,4,XRD_Peak_600_0_4,20.87189870446896,748.4512749589293,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365464
600,0,5,XRD_Peak_600_0_5,37.44885036524186,172.10665409454384,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365466
600,0,6,XRD_Peak_600_0_6,53.916431396541654,223.86373136307344,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365467
600,5,1,XRD_Peak_600_5_1,29.33202974286166,75.64999444057167,C-S-H,12.01990808111074,0.62,7.0,2025-10-18T18:00:15.365494
600,5,2,XRD_Peak_600_5_2,50.088654813950214,100.18712992467961,C-S-H,7.179818981458259,0.62,7.0,2025-10-18T18:00:15.365496
600,5,3,XRD_Peak_600_5_3,26.554004037034996,801.95017524319,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365498
600,5,4,XRD_Peak_600_5_4,20.906191872018756,812.442615695557,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365499
600,5,5,XRD_Peak_600_5_5,37.38643321889118,173.05677087710285,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365501
600,5,6,XRD_Peak_600_5_6,53.922247723821094,201.93060692646216,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365502
600,10,1,XRD_Peak_600_10_1,26.59577564560375,803.5542198513505,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365515
600,10,2,XRD_Peak_600_10_2,20.904447494716795,812.9825348182881,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365516
600,10,3,XRD_Peak_600_10_3,37.41301480941333,203.97536259031506,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365517
600,10,4,XRD_Peak_600_10_4,53.889637329714716,188.3430271819851,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365519
600,15,1,XRD_Peak_600_15_1,29.31025398767134,57.369379320305015,C-S-H,12.01990808111074,0.62,7.0,2025-10-18T18:00:15.365538
600,15,2,XRD_Peak_600_15_2,26.61116284096661,803.2486855623744,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365539
600,15,3,XRD_Peak_600_15_3,20.895808047100928,891.1939027702701,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365541
600,15,4,XRD_Peak_600_15_4,37.433471629852,176.45925945890565,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365542
600,15,5,XRD_Peak_600_15_5,53.96040808145659,219.85590476676865,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365543
600,20,1,XRD_Peak_600_20_1,26.63188402734915,752.3907625159047,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365562
600,20,2,XRD_Peak_600_20_2,20.910469217735308,820.3588901457238,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365563
600,20,3,XRD_Peak_600_20_3,37.38036978213769,199.30790122712924,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365565
600,20,4,XRD_Peak_600_20_4,53.88052484323828,196.37540737494243,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365566
800,0,1,XRD_Peak_800_0_1,26.61411639797824,774.644900751314,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365582
800,0,2,XRD_Peak_800_0_2,20.91871799405943,728.9071312954915,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365588
800,0,3,XRD_Peak_800_0_3,37.35660126391135,608.6157010099737,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365590
800,0,4,XRD_Peak_800_0_4,53.94066223555158,633.8033742770963,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365591
800,5,1,XRD_Peak_800_5_1,26.62699515012913,791.0641765040232,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365603
800,5,2,XRD_Peak_800_5_2,20.91095965324965,869.9988745302127,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365605
800,5,3,XRD_Peak_800_5_3,37.385511561988515,612.0561397475518,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365607
800,5,4,XRD_Peak_800_5_4,53.8372811137235,565.2900499725456,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365608
800,10,1,XRD_Peak_800_10_1,26.612067373401317,748.261448978627,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365619
800,10,2,XRD_Peak_800_10_2,20.8930883451442,822.3879369280181,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365620
800,10,3,XRD_Peak_800_10_3,37.42148068997339,630.285643969585,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365621
800,10,4,XRD_Peak_800_10_4,53.935796304245514,625.165005091366,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365626
800,15,1,XRD_Peak_800_15_1,26.568117355518666,798.3324334853003,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365642
800,15,2,XRD_Peak_800_15_2,20.84144507078254,818.4241313591654,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365644
800,15,3,XRD_Peak_800_15_3,37.305051379142114,595.277121883954,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365645
800,15,4,XRD_Peak_800_15_4,53.857670546155084,572.0406094807224,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365646
800,20,1,XRD_Peak_800_20_1,26.60121060797648,855.6668991465048,Quartz,14.518599502980466,0.12,100.0,2025-10-18T18:00:15.365657
800,20,2,XRD_Peak_800_20_2,20.927336364454547,734.6069574995149,Quartz,18.414642167854147,0.12,100.0,2025-10-18T18:00:15.365658
800,20,3,XRD_Peak_800_20_3,37.29342456088246,614.6037764708647,Lime,7.485660501827534,0.18,35.0,2025-10-18T18:00:15.365660
800,20,4,XRD_Peak_800_20_4,53.89957699718548,630.3805630213635,Lime,5.295525901490875,0.18,35.0,2025-10-18T18:00:15.365661
