run_id,temperature_k,pressure_pa,u_sg,u_sl,flow_pattern,alpha,interface_height_m,wave_amplitude_m,wave_frequency_hz,rho_g,rho_l,mu_g,mu_l,c_g,c_l,c_eff,k_g,k_l,epsilon_g,epsilon_l,tau_w_g,tau_w_l,tau_interface
11,302.6159043881481,270408.00158873294,6.919151566659909,1.2638048571351912,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,451.2506366279459,3.112849576954696,997.1602286835556,1.8583536801733003e-05,0.0007317072001706901,348.6795426328889,1451.6022868355556,171.13033250551538,2.8724795041447364,0.09583216301511005,335.04293171462473,41.444966900082655,1.5214327128287028,26.155441597329364,4.174837416856537
12,298.3575005058084,113746.50271763491,0.4535989516914995,1.0380044063291334,wavy,0.3649219070893711,0.05,0.0028517579428579604,108.62287671794371,1.3281020214158674,998.4377498482575,1.8382189099510008e-05,0.0008421075707273568,346.12450030348504,1464.3774984825748,26.21078566187635,0.01234512053853764,0.0646471888535218,0.8760984796096501,1.500786132053845,0.008833834888512597,11.436465365460759,2.1672472760961763
13,310.99560298344824,199169.33618353814,4.590043602368989,0.46841171071524446,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,328.9804023778158,2.2309948738698955,994.6463191049655,1.8975747704468568e-05,0.0005549346619102674,353.70736179006894,1426.4631910496553,152.2984059431174,1.2641100162989094,0.013164571844110911,130.2805719134065,2.7627072676579343,0.5809150817468559,4.28918228360402,2.0648982624374437
14,293.4883033271581,119651.26766805041,6.135908461101543,1.113621257231175,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,1744.1991239488273,1.4202240147705774,999.8985090018525,1.8150243015584602e-05,0.0009888980765023433,343.2029819962949,1478.9850900185256,121.72055896342435,2.258962358581051,0.07440913827342857,325.16368854944636,33.2549596978245,0.6804337623136499,22.646935764869934,2.8767269383619682
15,305.09182841315334,193142.52735534037,3.064116070637339,1.9202745102749068,wavy,0.7376908420551287,2.168404344971009e-20,8.673617379884037e-21,896.9943755651568,2.205350790828839,996.417451476054,1.8699969604773636e-05,0.0006742998824071744,350.165097047892,1444.17451476054,37.33272073051732,0.5633284376602805,0.221247251688692,55.14369306761049,12.757658408427325,0.29348255148167374,35.40318759382099,3.440973800951579
16,294.993470187337,259956.76550147802,2.4142365869845133,1.4966003388208764,wavy,0.7407836121381606,2.168404344971009e-20,8.673617379884037e-21,463.5000829151532,3.069863513804524,999.4469589437989,1.822214000376459e-05,0.00094097894368056,344.1060821124022,1474.469589437989,43.329593665684584,0.3497122978760779,0.13438875444952575,25.728321316315913,7.566839984903771,0.24609704564612522,24.969289193646933,2.200689974348835
17,294.273409964725,240276.35648296424,2.435207615593986,1.6196960853349256,wavy,0.7206704164252641,2.168404344971009e-20,8.673617379884037e-21,724.0825222071473,2.8443979782088227,999.6629770105825,1.8187767241642737e-05,0.0009636062435753631,343.674045978835,1476.629770105825,40.7086842780874,0.35581416786281683,0.15740492453095697,27.58074489817038,8.923741504591854,0.23665871241305117,28.580719041146573,1.8707134709322528
18,297.30227175093546,249210.0750086581,1.236973931029653,0.7375071825706986,wavy,0.751776609566512,2.168404344971009e-20,8.673617379884037e-21,313.9337435124641,2.9200999270966297,998.7543184747194,1.8332079595699077e-05,0.0008719484552423639,345.4913630505613,1467.5431847471937,43.05414628144773,0.09180627036281716,0.03263501066060218,4.49560079411849,1.1824729483256387,0.07352500334421877,7.135366595676614,0.623940613641002
19,307.5958084140764,253944.00744475037,1.8820462698984202,0.8630796671624923,wavy,0.8227147226243962,2.168404344971009e-20,8.673617379884037e-21,623.3748891705158,2.875993505939048,995.6662574757771,1.8817252685057675e-05,0.0006208215001963953,351.6674850484458,1436.662574757771,49.15965066127644,0.21252588972231345,0.044694390712159124,12.913854097771612,1.9847831958230195,0.15079634594846816,8.980406032631029,1.8573304984500212
20,295.44087080089525,212389.97852454256,1.6849760060175103,0.8002976463816273,wavy,0.8135809130190229,2.168404344971009e-20,8.673617379884037e-21,465.19363783305096,2.504342891100862,999.3127387597315,1.8243476638636378e-05,0.0009271881787640391,344.37452248053717,1473.1273875973143,44.026356855659806,0.17034864845128325,0.03842857936823833,10.13410226705475,1.8253459341397744,0.11130127533697225,8.667840569920322,1.473963567857424
21,301.83420922839497,169251.8672377852,7.205486852314982,0.22225608878964992,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,1774.1727964241934,1.9534187578181592,997.3947372314815,1.8546680283954692e-05,0.0007508278324712156,348.210525537037,1453.947372314815,141.74422686066274,3.115142446733044,0.002963866140244365,443.4970228092286,0.3418507468005947,1.1510215851422658,1.0680067673565619,5.806915202579243
22,302.8425784041119,113275.44667627539,4.030536393289786,1.6075901920050883,wavy,0.8578458817442082,2.168404344971009e-20,8.673617379884037e-21,404.20440184148674,1.3030143349839285,997.0922264787664,1.8594215673550486e-05,0.0007262542728901536,348.8155470424672,1450.922264787664,35.967475437908476,0.9747134170580063,0.1550607735258574,124.0913338247073,12.532646346120641,0.3131332334149564,28.54299747403704,8.386751703659034
23,295.06531754549053,227060.3700531464,6.466534691634737,1.7256803935983491,wavy,0.9472214229273863,2.168404344971009e-20,8.673617379884037e-21,2328.4675140660597,2.6807327606467437,999.4254047363528,1.8225567476118894e-05,0.0009387505603424871,344.1491905272943,1474.2540473635283,77.86324864008945,2.5089642550869344,0.1786783692509852,303.62322929813325,32.81733728124321,1.2090472289347272,39.064992727575685,12.426251954534056
24,307.431796150336,267761.6933573176,3.6148387849307033,0.8629141333403221,wavy,0.9687462933063715,2.168404344971009e-20,8.673617379884037e-21,749.261726071374,3.0341008265238743,995.7154611548992,1.8809584915848052e-05,0.0006241907470428649,351.56907769020165,1437.1546115489919,106.61123113829453,0.7840235664623569,0.044677248091108755,62.74326158406997,6.5551929573146035,0.48190414767517137,11.167997937648185,2.579324001578741
25,289.3251574678258,116352.61763046667,4.861661799190526,1.7526427538063132,wavy,0.8820268423209117,2.168404344971009e-20,8.673617379884037e-21,1031.219229174807,1.4009424832560857,1001.1474527596522,1.7950449940883575e-05,0.0011345315149462786,340.7050944806955,1491.4745275965224,39.30475634254386,1.4181453269825082,0.18430539734818663,191.2643166841502,21.095303225453335,0.45340480517175746,38.109408361332214,11.535809219270465
26,297.5100623409175,181464.51880302417,4.7272301739469675,1.133651097833377,wavy,0.9678879243041186,2.168404344971009e-20,8.673617379884037e-21,482.9314050495239,2.124811497845134,998.6919812977247,1.834195373963618e-05,0.0008659898792638607,345.6160374045505,1466.9198129772474,87.65846524690133,1.340802307048481,0.07710988869712924,143.7497262062085,14.873956954928985,0.5863397794295867,19.517369293801185,4.407051181164725
27,311.387072994727,286531.84871289815,5.345189129017268,1.41331523338225,wavy,0.9490601190561982,2.168404344971009e-20,8.673617379884037e-21,632.105830242848,3.2055508312146155,994.5288781015819,1.899394287420936e-05,0.0005478118399085714,353.94224379683624,1425.2887810158188,88.7633101994126,1.7142628094978627,0.11984759693461947,174.68391409860615,16.29774483475709,1.0007334793412974,24.09189488835647,8.302354852315672
28,304.74979523378323,190129.39419517512,7.558351761742249,0.7861183043469203,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,2077.7308827704114,2.1733826072305105,996.520061429865,1.8683912711201916e-05,0.0006819538836442984,349.95987714026995,1445.2006142986502,148.96135572174865,3.4277208812539293,0.037078919305756644,484.4159211767008,11.610574845436629,1.3582387026249187,11.191056919916903,5.557168329015973
29,305.5948452380896,266228.2226237438,5.6592450036341,0.5296573992363056,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,125.55083425377946,3.0348582681372895,996.2665464285731,1.872356795672261e-05,0.0006631991924245672,350.46690714285376,1442.665464285731,170.40233546680673,1.9216232406694518,0.016832217633946038,200.12796614754393,4.075536217713083,1.0520537047957028,5.567342789424587,3.4120098746595637
30,301.0223960898779,154767.91604569365,3.290823798672343,1.766464847504883,wavy,0.780850933116469,2.168404344971009e-20,8.673617379884037e-21,1046.7046569046918,1.7910696378721758,997.6382811730366,1.8508354421897866e-05,0.0007712142401234029,347.72343765392674,1456.3828117303663,35.50249632498806,0.6497712764344963,0.18722388344822696,68.88139164989227,12.188210829444909,0.28174250296316283,32.383878615085365,5.1127728874194105
31,302.3635619382737,241236.55018402787,7.347623711478747,1.090271918543506,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,2523.3872441913245,2.7793548720840078,997.2359314185179,1.8571644068611922e-05,0.0007378257864547615,348.52813716296424,1452.3593141851788,163.71234175360846,3.2392544523290825,0.07132157138187224,409.2120535139508,28.21203978868981,1.552162744558092,20.241226292935195,4.981981329907758
32,288.88791762420664,288783.3916455047,5.962560687837509,0.20773323733970991,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,345.1642932747839,3.48235610255775,1001.278624712738,1.7929386233382327e-05,0.0011510202447273497,340.442750574524,1492.78624712738,174.03436525555733,2.1331277973687186,0.002589185873738175,214.47102588719687,0.582904093866757,1.264192591292517,1.5302730347568472,4.457793623933957
33,313.0437339652474,133441.66183138796,1.5282183530775189,0.9116001885623884,wavy,0.7516386945975108,2.168404344971009e-20,8.673617379884037e-21,295.31344526710285,1.484966895546533,994.0318798104258,1.9070818638454357e-05,0.0005186669996812428,354.93624037914844,1420.318798104258,31.67931793912648,0.14012708008097788,0.04986089422721894,10.243473318716854,1.6997951188018559,0.06473918371923681,9.047083244030159,0.9429223450460398
34,301.1589060502233,279666.80723077426,5.3255284090925405,1.8245746464433839,wavy,0.8937820953452047,2.168404344971009e-20,8.673617379884037e-21,741.4593158243821,3.2350094882213702,997.597328184933,1.8514802604412052e-05,0.0007677478656609111,347.805343630134,1455.9732818493299,63.42070279918654,1.7016751701631034,0.19974435842663996,177.9585127192242,21.795117215877767,1.002261844893128,37.47513766503257,13.34189466023382
35,295.49431353366225,152435.94849652622,5.611937169892296,1.781357021598605,wavy,0.9108692863353703,2.168404344971009e-20,8.673617379884037e-21,1362.6033152743464,1.7970849822939372,999.2967059399014,1.824602428766713e-05,0.0009255544213310602,344.40658812019734,1472.9670593990131,50.79373795119844,1.889630327929125,0.1903939703039192,249.88605715673404,24.749412005861572,0.7025834159750685,38.53861335145146,13.309447836409452
36,294.03465917426956,267407.1666965279,7.041827403151064,1.2267870929757456,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,374.9451119511543,3.1681436279384934,999.7346022477191,1.8176361260724606e-05,0.0009712282680867203,343.53079550456175,1477.3460224771911,169.5722559183461,2.9752399905461555,0.09030039428951286,345.66889344199245,42.58728638409187,1.5810273039935687,26.702624357300493,4.441157033066737
37,302.4137612770466,132465.19674991566,2.9190789922953035,0.7597018064628897,wavy,0.9521890491373661,2.168404344971009e-20,8.673617379884037e-21,73.10203524755178,1.5259158509466022,997.220871616886,1.8574010316035107e-05,0.0007366045321875143,348.558256766228,1452.20871616886,62.95063899960078,0.5112613297955859,0.03462881008457867,46.65368203157805,3.725215960879997,0.19777808716218476,8.842003861695135,2.2909360220513997
38,307.2768055882054,223038.15199915826,7.311763617458911,1.6619210203622456,wavy,0.977760718709754,2.168404344971009e-20,8.673617379884037e-21,1253.1711512087204,2.5285976154348786,995.7619583235384,1.8802337079033018e-05,0.0006273914666744255,351.47608335292324,1437.6195832353837,113.9193667189159,3.207713231855749,0.16571888867531331,424.12596891956434,46.3657715642226,1.4402450990063183,36.740355229970504,7.85804965555382
39,291.119412161039,204657.027078348,5.317744240411106,0.19723051296425934,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,254.2055467878352,2.4489833968463426,1000.6091763516883,1.8036726735945546e-05,0.0010693055281939612,341.7816472966234,1486.091763516883,152.4677489127044,1.6967042283855296,0.002333992514648692,181.63389982314357,0.4833516973598728,0.7958137178639928,1.3497579381837643,3.259257312133845
40,310.74044250699984,265579.29489626014,0.4524497290325691,1.0503246835962854,wavy,0.3612915353604538,0.05,0.0007243174611963704,83.61878470019175,2.977328666763461,994.7228672479,1.8963882013922583e-05,0.0005596271040204781,353.5542655041999,1427.2286724790004,40.225398346949234,0.012282645438098712,0.06619091645829822,0.27588625213584567,1.3247216392604826,0.009135843634280624,10.504337243916003,2.274888801650013
41,312.7148216815983,120740.8376206309,7.387024111138015,1.6381154276086152,wavy,0.9821930060259955,2.168404344971009e-20,8.673617379884037e-21,1673.8628092929612,1.3450426752987044,994.1305534955205,1.905557174571072e-05,0.0005243273292787355,354.738893008959,1421.305534955205,95.17701872656077,3.274087513112063,0.16100532925016137,553.0972218955942,48.658086084069474,0.9158378141500364,35.174361066993285,6.287280006106643
42,296.02221427796775,299975.6949290362,7.919432828352314,1.0570819634100623,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,1025.63268443172,3.5301414740413053,999.1383357166096,1.8271177665988077e-05,0.0009095702250705048,344.72332856678065,1471.3833571660966,177.25705605324856,3.763044979367061,0.06704533664201236,452.67371296592546,28.1165040887355,2.108676392629882,20.234031118066508,6.3509133687858474
43,299.6521680266306,200338.97296776914,5.519089825774288,0.6485430078800809,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,144.00553237541607,2.329047597782612,998.0493495920108,1.8443551293560633e-05,0.0008068870810283315,346.90130081597835,1460.4934959201082,151.7985207310906,1.8276211502979156,0.025236481984208563,205.76656768297744,7.45906141225763,0.8224747010704894,8.34495594162775,2.9145721759729457
44,307.1507062562587,233229.45480918855,1.3952758413898017,0.23240297584965133,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,354.0880940682928,2.6452225975344312,995.7997881231224,1.879643896330274e-05,0.000630007656524739,351.4004237537552,1437.9978812312238,161.96863363261252,0.11680768041396115,0.0032406685910264174,5.346389675537106,0.2816237776049805,0.08194647414530465,0.9370601867802513,0.17007227926263718
45,305.1036671516397,297806.66077400534,2.683905359473059,1.990115937879814,wavy,0.6890611373961225,2.168404344971009e-20,8.673617379884037e-21,476.60018820609343,3.4003006986528526,996.4138998545081,1.8700525221734252e-05,0.0006740364994805473,350.1722002909838,1444.138998545081,44.024904185350685,0.43220087871649276,0.2376336867721951,34.69844140609581,12.463934010296029,0.32480731303856064,36.890747060464754,1.5025955124834196
46,304.1021852754135,123351.68762196251,7.341901188267701,0.9491183359829888,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,2250.460898460693,1.413044698277183,996.714344417376,1.865348623289924e-05,0.0006966848558973585,349.5713111652481,1447.1434441737595,123.87709906777731,3.2342107834972005,0.05404953694194706,527.1653441450292,19.191666108881176,0.9342894462061497,15.648104521905623,4.645043246109304
47,296.3305695771998,220942.02623675374,4.456436528674389,1.882216389086418,wavy,0.8436688210873682,2.168404344971009e-20,8.673617379884037e-21,834.3864430857403,2.5973604430596047,999.0458291268401,1.8285860099142453e-05,0.0009003616202793243,344.9083417463199,1470.4582912684004,48.08803573482667,1.1915895920462063,0.2125643121207309,125.36182915534334,19.236903050971645,0.6249553818488459,39.28016406897571,10.494781478186836
48,289.0736954904765,107163.8608712072,6.087144775083656,1.7247942184168303,wavy,0.9350525824865982,2.168404344971009e-20,8.673617379884037e-21,1730.8321606744316,1.2914277752081562,1001.222891352857,1.7938337818478957e-05,0.0011439853063943926,340.55421729428593,1492.2289135285705,49.17682774307796,2.2231998907696964,0.1784949057530475,341.6843898995063,30.582980874979317,0.6274533895908383,40.011716703145034,12.604472993229049
49,294.91690131264363,176170.0248427795,7.857523077739798,1.186473015576885,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,1973.500931669243,2.080955047554322,999.469929606207,1.8218486846853404e-05,0.000943359590151709,344.0601407875862,1474.6992960620692,143.6703185252388,3.7044401350328107,0.08446309300152643,540.0592119913663,38.591292518571144,1.3982492428022426,24.998379619044076,5.364756600171413
50,288.8986187427556,247418.54780647848,7.735938072979661,1.534092428184449,wavy,0.99,2.168404344971009e-20,8.673617379884037e-21,508.80216711209255,2.9834387994056804,1001.2754143771733,1.792990193495347e-05,0.0011506138487532762,340.44917124565336,1492.7541437717332,164.1284610432758,3.590684272138578,0.14120637469277156,450.1863084264698,81.55927848823329,1.7755774886685811,41.24313909463257,4.987236150529483
