timestamp,building_id,electricity_kwh,gas_kwh,total_kwh
2024-01-03T16:00:00,BLD-00001,70.523,0.0,70.523
2024-01-03T17:00:00,BLD-00001,70.848,0.0,70.848
2024-01-03T18:00:00,BLD-00001,76.854,0.0,76.854
2024-01-03T19:00:00,BLD-00001,79.683,0.0,79.683
2024-01-03T20:00:00,BLD-00001,91.461,0.0,91.461
2024-01-03T21:00:00,BLD-00001,96.315,0.0,96.315
2024-01-03T22:00:00,BLD-00001,92.97,0.0,92.97
2024-01-03T23:00:00,BLD-00001,96.748,0.0,96.748
2024-01-04T00:00:00,BLD-00001,102.623,0.0,102.623
2024-01-04T01:00:00,BLD-00001,101.181,0.0,101.181
2024-01-04T02:00:00,BLD-00001,104.429,0.0,104.429
2024-01-04T03:00:00,BLD-00001,98.905,0.0,98.905
2024-01-04T04:00:00,BLD-00001,95.613,0.0,95.613
2024-01-04T05:00:00,BLD-00001,90.091,0.0,90.091
2024-01-04T06:00:00,BLD-00001,85.839,0.0,85.839
2024-01-04T07:00:00,BLD-00001,81.366,0.0,81.366
2024-01-04T08:00:00,BLD-00001,80.26,0.0,80.26
2024-01-04T09:00:00,BLD-00001,75.314,0.0,75.314
2024-01-04T10:00:00,BLD-00001,71.246,0.0,71.246
2024-01-04T11:00:00,BLD-00001,68.067,0.0,68.067
2024-01-04T12:00:00,BLD-00001,71.471,0.0,71.471
2024-01-04T13:00:00,BLD-00001,65.529,0.0,65.529
2024-01-04T14:00:00,BLD-00001,71.254,0.0,71.254
2024-01-04T15:00:00,BLD-00001,66.41,0.0,66.41
2024-01-04T16:00:00,BLD-00001,76.429,0.0,76.429
2024-01-04T17:00:00,BLD-00001,75.49,0.0,75.49
2024-01-04T18:00:00,BLD-00001,81.43,0.0,81.43
2024-01-04T19:00:00,BLD-00001,86.156,0.0,86.156
2024-01-04T20:00:00,BLD-00001,88.12,0.0,88.12
2024-01-04T21:00:00,BLD-00001,94.494,0.0,94.494
2024-01-04T22:00:00,BLD-00001,95.404,0.0,95.404
2024-01-04T23:00:00,BLD-00001,102.663,0.0,102.663
2024-01-05T00:00:00,BLD-00001,104.755,0.0,104.755
2024-01-05T01:00:00,BLD-00001,101.281,0.0,101.281
2024-01-05T02:00:00,BLD-00001,100.075,0.0,100.075
2024-01-05T03:00:00,BLD-00001,99.664,0.0,99.664
2024-01-05T04:00:00,BLD-00001,99.633,0.0,99.633
2024-01-05T05:00:00,BLD-00001,91.063,0.0,91.063
2024-01-05T06:00:00,BLD-00001,85.997,0.0,85.997
2024-01-05T07:00:00,BLD-00001,84.473,0.0,84.473
2024-01-05T08:00:00,BLD-00001,82.901,0.0,82.901
2024-01-05T09:00:00,BLD-00001,73.155,0.0,73.155
2024-01-05T10:00:00,BLD-00001,69.616,0.0,69.616
2024-01-05T11:00:00,BLD-00001,72.803,0.0,72.803
2024-01-05T12:00:00,BLD-00001,68.947,0.0,68.947
2024-01-05T13:00:00,BLD-00001,68.866,0.0,68.866
2024-01-05T14:00:00,BLD-00001,68.194,0.0,68.194
2024-01-05T15:00:00,BLD-00001,72.451,0.0,72.451
2024-01-05T16:00:00,BLD-00001,73.588,0.0,73.588
2024-01-05T17:00:00,BLD-00001,74.478,0.0,74.478
2024-01-05T18:00:00,BLD-00001,79.552,0.0,79.552
2024-01-05T19:00:00,BLD-00001,79.665,0.0,79.665
2024-01-05T20:00:00,BLD-00001,86.281,0.0,86.281
2024-01-05T21:00:00,BLD-00001,93.502,0.0,93.502
2024-01-05T22:00:00,BLD-00001,93.222,0.0,93.222
2024-01-05T23:00:00,BLD-00001,101.147,0.0,101.147
2024-01-06T00:00:00,BLD-00001,100.451,0.0,100.451
2024-01-06T01:00:00,BLD-00001,102.702,0.0,102.702
2024-01-06T02:00:00,BLD-00001,99.272,0.0,99.272
2024-01-06T03:00:00,BLD-00001,97.62,0.0,97.62
2024-01-06T04:00:00,BLD-00001,96.071,0.0,96.071
2024-01-06T05:00:00,BLD-00001,89.518,0.0,89.518
2024-01-06T06:00:00,BLD-00001,90.88,0.0,90.88
2024-01-06T07:00:00,BLD-00001,80.107,0.0,80.107
2024-01-06T08:00:00,BLD-00001,78.879,0.0,78.879
2024-01-06T09:00:00,BLD-00001,72.129,0.0,72.129
2024-01-06T10:00:00,BLD-00001,71.634,0.0,71.634
2024-01-06T11:00:00,BLD-00001,69.538,0.0,69.538
2024-01-06T12:00:00,BLD-00001,65.019,0.0,65.019
2024-01-06T13:00:00,BLD-00001,64.413,0.0,64.413
2024-01-06T14:00:00,BLD-00001,65.657,0.0,65.657
2024-01-06T15:00:00,BLD-00001,69.162,0.0,69.162
2024-01-06T16:00:00,BLD-00001,70.972,0.0,70.972
2024-01-06T17:00:00,BLD-00001,77.54,0.0,77.54
2024-01-06T18:00:00,BLD-00001,76.366,0.0,76.366
2024-01-06T19:00:00,BLD-00001,81.184,0.0,81.184
2024-01-06T20:00:00,BLD-00001,89.32,0.0,89.32
2024-01-06T21:00:00,BLD-00001,90.283,0.0,90.283
2024-01-06T22:00:00,BLD-00001,93.746,0.0,93.746
2024-01-06T23:00:00,BLD-00001,100.309,0.0,100.309
2024-01-07T00:00:00,BLD-00001,98.12,0.0,98.12
2024-01-07T01:00:00,BLD-00001,100.319,0.0,100.319
2024-01-07T02:00:00,BLD-00001,101.62,0.0,101.62
2024-01-07T03:00:00,BLD-00001,96.49,0.0,96.49
2024-01-07T04:00:00,BLD-00001,97.123,0.0,97.123
2024-01-07T05:00:00,BLD-00001,95.336,0.0,95.336
2024-01-07T06:00:00,BLD-00001,85.651,0.0,85.651
2024-01-07T07:00:00,BLD-00001,80.284,0.0,80.284
2024-01-07T08:00:00,BLD-00001,82.183,0.0,82.183
2024-01-07T09:00:00,BLD-00001,77.07,0.0,77.07
2024-01-07T10:00:00,BLD-00001,69.032,0.0,69.032
2024-01-07T11:00:00,BLD-00001,64.946,0.0,64.946
2024-01-07T12:00:00,BLD-00001,61.569,0.0,61.569
2024-01-07T13:00:00,BLD-00001,62.004,0.0,62.004
2024-01-07T14:00:00,BLD-00001,61.144,0.0,61.144
2024-01-07T15:00:00,BLD-00001,64.003,0.0,64.003
2024-01-07T16:00:00,BLD-00001,69.576,0.0,69.576
2024-01-07T17:00:00,BLD-00001,72.423,0.0,72.423
2024-01-07T18:00:00,BLD-00001,75.493,0.0,75.493
2024-01-07T19:00:00,BLD-00001,85.115,0.0,85.115
2024-01-07T20:00:00,BLD-00001,88.104,0.0,88.104
2024-01-07T21:00:00,BLD-00001,93.705,0.0,93.705
2024-01-07T22:00:00,BLD-00001,98.06,0.0,98.06
2024-01-07T23:00:00,BLD-00001,99.629,0.0,99.629
2024-01-08T00:00:00,BLD-00001,103.953,0.0,103.953
2024-01-08T01:00:00,BLD-00001,99.036,0.0,99.036
2024-01-08T02:00:00,BLD-00001,100.887,0.0,100.887
2024-01-08T03:00:00,BLD-00001,96.632,0.0,96.632
2024-01-08T04:00:00,BLD-00001,93.365,0.0,93.365
2024-01-08T05:00:00,BLD-00001,92.066,0.0,92.066
2024-01-08T06:00:00,BLD-00001,90.394,0.0,90.394
2024-01-08T07:00:00,BLD-00001,84.722,0.0,84.722
2024-01-08T08:00:00,BLD-00001,83.713,0.0,83.713
2024-01-08T09:00:00,BLD-00001,76.522,0.0,76.522
2024-01-08T10:00:00,BLD-00001,70.983,0.0,70.983
2024-01-08T11:00:00,BLD-00001,70.12,0.0,70.12
2024-01-08T12:00:00,BLD-00001,71.078,0.0,71.078
2024-01-08T13:00:00,BLD-00001,66.883,0.0,66.883
2024-01-08T14:00:00,BLD-00001,66.065,0.0,66.065
2024-01-08T15:00:00,BLD-00001,73.188,0.0,73.188
2024-01-08T16:00:00,BLD-00001,72.612,0.0,72.612
2024-01-08T17:00:00,BLD-00001,72.024,0.0,72.024
2024-01-08T18:00:00,BLD-00001,80.224,0.0,80.224
2024-01-08T19:00:00,BLD-00001,84.104,0.0,84.104
2024-01-08T20:00:00,BLD-00001,91.367,0.0,91.367
2024-01-08T21:00:00,BLD-00001,92.092,0.0,92.092
2024-01-08T22:00:00,BLD-00001,93.08,0.0,93.08
2024-01-08T23:00:00,BLD-00001,98.084,0.0,98.084
2024-01-09T00:00:00,BLD-00001,99.727,0.0,99.727
2024-01-09T01:00:00,BLD-00001,98.846,0.0,98.846
2024-01-09T02:00:00,BLD-00001,104.306,0.0,104.306
2024-01-09T03:00:00,BLD-00001,97.657,0.0,97.657
2024-01-09T04:00:00,BLD-00001,94.105,0.0,94.105
2024-01-09T05:00:00,BLD-00001,96.22,0.0,96.22
2024-01-09T06:00:00,BLD-00001,86.75,0.0,86.75
2024-01-09T07:00:00,BLD-00001,80.497,0.0,80.497
2024-01-09T08:00:00,BLD-00001,80.76,0.0,80.76
2024-01-09T09:00:00,BLD-00001,79.29,0.0,79.29
2024-01-09T10:00:00,BLD-00001,73.034,0.0,73.034
2024-01-09T11:00:00,BLD-00001,70.317,0.0,70.317
2024-01-09T12:00:00,BLD-00001,66.82,0.0,66.82
2024-01-09T13:00:00,BLD-00001,63.496,0.0,63.496
2024-01-09T14:00:00,BLD-00001,70.763,0.0,70.763
2024-01-09T15:00:00,BLD-00001,71.908,0.0,71.908
2024-01-09T16:00:00,BLD-00001,70.72,0.0,70.72
2024-01-09T17:00:00,BLD-00001,75.527,0.0,75.527
2024-01-09T18:00:00,BLD-00001,80.32,0.0,80.32
2024-01-09T19:00:00,BLD-00001,85.062,0.0,85.062
2024-01-09T20:00:00,BLD-00001,90.447,0.0,90.447
2024-01-09T21:00:00,BLD-00001,94.695,0.0,94.695
2024-01-09T22:00:00,BLD-00001,99.426,0.0,99.426
2024-01-09T23:00:00,BLD-00001,103.369,0.0,103.369
2024-01-10T00:00:00,BLD-00001,101.81,0.0,101.81
2024-01-10T01:00:00,BLD-00001,104.219,0.0,104.219
2024-01-10T02:00:00,BLD-00001,98.965,0.0,98.965
2024-01-10T03:00:00,BLD-00001,99.528,0.0,99.528
2024-01-10T04:00:00,BLD-00001,94.654,0.0,94.654
2024-01-10T05:00:00,BLD-00001,91.416,0.0,91.416
2024-01-10T06:00:00,BLD-00001,91.706,0.0,91.706
2024-01-10T07:00:00,BLD-00001,79.26,0.0,79.26
2024-01-10T08:00:00,BLD-00001,78.012,0.0,78.012
2024-01-10T09:00:00,BLD-00001,77.541,0.0,77.541
2024-01-10T10:00:00,BLD-00001,75.864,0.0,75.864
2024-01-10T11:00:00,BLD-00001,70.102,0.0,70.102
2024-01-10T12:00:00,BLD-00001,66.566,0.0,66.566
2024-01-10T13:00:00,BLD-00001,66.127,0.0,66.127
2024-01-10T14:00:00,BLD-00001,64.463,0.0,64.463
2024-01-10T15:00:00,BLD-00001,73.127,0.0,73.127
2024-01-10T16:00:00,BLD-00001,73.387,0.0,73.387
2024-01-10T17:00:00,BLD-00001,71.601,0.0,71.601
2024-01-10T18:00:00,BLD-00001,79.182,0.0,79.182
2024-01-10T19:00:00,BLD-00001,85.635,0.0,85.635
2024-01-10T20:00:00,BLD-00001,87.571,0.0,87.571
2024-01-10T21:00:00,BLD-00001,95.293,0.0,95.293
2024-01-10T22:00:00,BLD-00001,94.427,0.0,94.427
2024-01-10T23:00:00,BLD-00001,96.384,0.0,96.384
2024-01-11T00:00:00,BLD-00001,102.519,0.0,102.519
2024-01-11T01:00:00,BLD-00001,105.629,0.0,105.629
2024-01-11T02:00:00,BLD-00001,99.144,0.0,99.144
2024-01-11T03:00:00,BLD-00001,97.113,0.0,97.113
2024-01-11T04:00:00,BLD-00001,98.022,0.0,98.022
2024-01-11T05:00:00,BLD-00001,95.827,0.0,95.827
2024-01-11T06:00:00,BLD-00001,85.16,0.0,85.16
2024-01-11T07:00:00,BLD-00001,82.166,0.0,82.166
2024-01-11T08:00:00,BLD-00001,81.771,0.0,81.771
2024-01-11T09:00:00,BLD-00001,73.626,0.0,73.626
2024-01-11T10:00:00,BLD-00001,75.315,0.0,75.315
2024-01-11T11:00:00,BLD-00001,72.043,0.0,72.043
2024-01-11T12:00:00,BLD-00001,66.536,0.0,66.536
2024-01-11T13:00:00,BLD-00001,68.23,0.0,68.23
2024-01-11T14:00:00,BLD-00001,65.734,0.0,65.734
2024-01-11T15:00:00,BLD-00001,71.933,0.0,71.933
2024-01-11T16:00:00,BLD-00001,73.042,0.0,73.042
2024-01-11T17:00:00,BLD-00001,69.902,0.0,69.902
2024-01-11T18:00:00,BLD-00001,77.543,0.0,77.543
2024-01-11T19:00:00,BLD-00001,80.96,0.0,80.96
2024-01-11T20:00:00,BLD-00001,89.13,0.0,89.13
2024-01-11T21:00:00,BLD-00001,92.567,0.0,92.567
2024-01-11T22:00:00,BLD-00001,99.237,0.0,99.237
2024-01-11T23:00:00,BLD-00001,97.889,0.0,97.889
2024-01-12T00:00:00,BLD-00001,98.379,0.0,98.379
2024-01-12T01:00:00,BLD-00001,105.574,0.0,105.574
2024-01-12T02:00:00,BLD-00001,100.169,0.0,100.169
2024-01-12T03:00:00,BLD-00001,96.725,0.0,96.725
2024-01-12T04:00:00,BLD-00001,94.198,0.0,94.198
2024-01-12T05:00:00,BLD-00001,94.947,0.0,94.947
2024-01-12T06:00:00,BLD-00001,89.819,0.0,89.819
2024-01-12T07:00:00,BLD-00001,80.327,0.0,80.327
2024-01-12T08:00:00,BLD-00001,77.852,0.0,77.852
2024-01-12T09:00:00,BLD-00001,75.846,0.0,75.846
2024-01-12T10:00:00,BLD-00001,75.129,0.0,75.129
2024-01-12T11:00:00,BLD-00001,71.641,0.0,71.641
2024-01-12T12:00:00,BLD-00001,65.606,0.0,65.606
2024-01-12T13:00:00,BLD-00001,70.793,0.0,70.793
2024-01-12T14:00:00,BLD-00001,68.396,0.0,68.396
2024-01-12T15:00:00,BLD-00001,66.664,0.0,66.664
2024-01-12T16:00:00,BLD-00001,70.014,0.0,70.014
2024-01-12T17:00:00,BLD-00001,74.628,0.0,74.628
2024-01-12T18:00:00,BLD-00001,79.694,0.0,79.694
2024-01-12T19:00:00,BLD-00001,82.402,0.0,82.402
2024-01-12T20:00:00,BLD-00001,87.765,0.0,87.765
2024-01-12T21:00:00,BLD-00001,89.653,0.0,89.653
2024-01-12T22:00:00,BLD-00001,94.876,0.0,94.876
2024-01-12T23:00:00,BLD-00001,101.104,0.0,101.104
2024-01-13T00:00:00,BLD-00001,102.344,0.0,102.344
2024-01-13T01:00:00,BLD-00001,101.223,0.0,101.223
2024-01-13T02:00:00,BLD-00001,101.001,0.0,101.001
2024-01-13T03:00:00,BLD-00001,99.34,0.0,99.34
2024-01-13T04:00:00,BLD-00001,99.248,0.0,99.248
2024-01-13T05:00:00,BLD-00001,95.068,0.0,95.068
2024-01-13T06:00:00,BLD-00001,86.666,0.0,86.666
2024-01-13T07:00:00,BLD-00001,85.878,0.0,85.878
2024-01-13T08:00:00,BLD-00001,76.022,0.0,76.022
2024-01-13T09:00:00,BLD-00001,71.139,0.0,71.139
2024-01-13T10:00:00,BLD-00001,69.119,0.0,69.119
2024-01-13T11:00:00,BLD-00001,66.876,0.0,66.876
2024-01-13T12:00:00,BLD-00001,68.268,0.0,68.268
2024-01-13T13:00:00,BLD-00001,66.734,0.0,66.734
2024-01-13T14:00:00,BLD-00001,64.23,0.0,64.23
2024-01-13T15:00:00,BLD-00001,67.287,0.0,67.287
2024-01-13T16:00:00,BLD-00001,68.799,0.0,68.799
2024-01-13T17:00:00,BLD-00001,73.512,0.0,73.512
2024-01-13T18:00:00,BLD-00001,74.582,0.0,74.582
2024-01-13T19:00:00,BLD-00001,82.744,0.0,82.744
2024-01-13T20:00:00,BLD-00001,84.977,0.0,84.977
2024-01-13T21:00:00,BLD-00001,95.118,0.0,95.118
2024-01-13T22:00:00,BLD-00001,95.503,0.0,95.503
2024-01-13T23:00:00,BLD-00001,96.501,0.0,96.501
2024-01-14T00:00:00,BLD-00001,104.826,0.0,104.826
2024-01-14T01:00:00,BLD-00001,100.559,0.0,100.559
2024-01-14T02:00:00,BLD-00001,103.141,0.0,103.141
2024-01-14T03:00:00,BLD-00001,102.661,0.0,102.661
2024-01-14T04:00:00,BLD-00001,93.658,0.0,93.658
2024-01-14T05:00:00,BLD-00001,95.393,0.0,95.393
2024-01-14T06:00:00,BLD-00001,89.159,0.0,89.159
2024-01-14T07:00:00,BLD-00001,80.592,0.0,80.592
2024-01-14T08:00:00,BLD-00001,75.528,0.0,75.528
2024-01-14T09:00:00,BLD-00001,73.467,0.0,73.467
2024-01-14T10:00:00,BLD-00001,66.183,0.0,66.183
2024-01-14T11:00:00,BLD-00001,64.422,0.0,64.422
2024-01-14T12:00:00,BLD-00001,64.214,0.0,64.214
2024-01-14T13:00:00,BLD-00001,67.184,0.0,67.184
2024-01-14T14:00:00,BLD-00001,61.102,0.0,61.102
2024-01-14T15:00:00,BLD-00001,69.714,0.0,69.714
2024-01-14T16:00:00,BLD-00001,73.248,0.0,73.248
2024-01-14T17:00:00,BLD-00001,71.896,0.0,71.896
2024-01-14T18:00:00,BLD-00001,77.88,0.0,77.88
2024-01-14T19:00:00,BLD-00001,81.424,0.0,81.424
2024-01-14T20:00:00,BLD-00001,89.927,0.0,89.927
2024-01-14T21:00:00,BLD-00001,89.277,0.0,89.277
2024-01-14T22:00:00,BLD-00001,99.676,0.0,99.676
2024-01-14T23:00:00,BLD-00001,99.99,0.0,99.99
2024-01-15T00:00:00,BLD-00001,100.197,0.0,100.197
2024-01-15T01:00:00,BLD-00001,103.779,0.0,103.779
2024-01-15T02:00:00,BLD-00001,104.758,0.0,104.758
2024-01-15T03:00:00,BLD-00001,97.437,0.0,97.437
2024-01-15T04:00:00,BLD-00001,98.3,0.0,98.3
2024-01-15T05:00:00,BLD-00001,96.071,0.0,96.071
2024-01-15T06:00:00,BLD-00001,88.461,0.0,88.461
2024-01-15T07:00:00,BLD-00001,81.724,0.0,81.724
2024-01-15T08:00:00,BLD-00001,82.826,0.0,82.826
2024-01-15T09:00:00,BLD-00001,78.235,0.0,78.235
2024-01-15T10:00:00,BLD-00001,73.837,0.0,73.837
2024-01-15T11:00:00,BLD-00001,67.261,0.0,67.261
2024-01-15T12:00:00,BLD-00001,64.69,0.0,64.69
2024-01-15T13:00:00,BLD-00001,69.711,0.0,69.711
2024-01-15T14:00:00,BLD-00001,70.203,0.0,70.203
2024-01-15T15:00:00,BLD-00001,67.679,0.0,67.679
2024-01-15T16:00:00,BLD-00001,72.276,0.0,72.276
2024-01-15T17:00:00,BLD-00001,76.72,0.0,76.72
2024-01-15T18:00:00,BLD-00001,76.636,0.0,76.636
2024-01-15T19:00:00,BLD-00001,84.098,0.0,84.098
2024-01-15T20:00:00,BLD-00001,87.761,0.0,87.761
2024-01-15T21:00:00,BLD-00001,91.567,0.0,91.567
2024-01-15T22:00:00,BLD-00001,96.105,0.0,96.105
2024-01-15T23:00:00,BLD-00001,102.964,0.0,102.964
2024-01-16T00:00:00,BLD-00001,98.806,0.0,98.806
2024-01-16T01:00:00,BLD-00001,103.553,0.0,103.553
2024-01-16T02:00:00,BLD-00001,103.42,0.0,103.42
2024-01-16T03:00:00,BLD-00001,98.542,0.0,98.542
2024-01-16T04:00:00,BLD-00001,98.375,0.0,98.375
2024-01-16T05:00:00,BLD-00001,91.747,0.0,91.747
2024-01-16T06:00:00,BLD-00001,86.433,0.0,86.433
2024-01-16T07:00:00,BLD-00001,85.148,0.0,85.148
2024-01-16T08:00:00,BLD-00001,77.773,0.0,77.773
2024-01-16T09:00:00,BLD-00001,75.689,0.0,75.689
2024-01-16T10:00:00,BLD-00001,75.577,0.0,75.577
2024-01-16T11:00:00,BLD-00001,71.394,0.0,71.394
2024-01-16T12:00:00,BLD-00001,69.515,0.0,69.515
2024-01-16T13:00:00,BLD-00001,70.846,0.0,70.846
2024-01-16T14:00:00,BLD-00001,70.049,0.0,70.049
2024-01-16T15:00:00,BLD-00001,73.279,0.0,73.279
2024-01-16T16:00:00,BLD-00001,76.76,0.0,76.76
2024-01-16T17:00:00,BLD-00001,72.103,0.0,72.103
2024-01-16T18:00:00,BLD-00001,75.54,0.0,75.54
2024-01-16T19:00:00,BLD-00001,80.406,0.0,80.406
2024-01-16T20:00:00,BLD-00001,89.978,0.0,89.978
2024-01-16T21:00:00,BLD-00001,93.05,0.0,93.05
2024-01-16T22:00:00,BLD-00001,93.541,0.0,93.541
2024-01-16T23:00:00,BLD-00001,98.218,0.0,98.218
2024-01-17T00:00:00,BLD-00001,101.561,0.0,101.561
2024-01-17T01:00:00,BLD-00001,102.239,0.0,102.239
2024-01-17T02:00:00,BLD-00001,98.377,0.0,98.377
2024-01-17T03:00:00,BLD-00001,96.995,0.0,96.995
2024-01-17T04:00:00,BLD-00001,98.476,0.0,98.476
2024-01-17T05:00:00,BLD-00001,89.4,0.0,89.4
2024-01-17T06:00:00,BLD-00001,85.394,0.0,85.394
2024-01-17T07:00:00,BLD-00001,83.489,0.0,83.489
2024-01-17T08:00:00,BLD-00001,82.356,0.0,82.356
2024-01-17T09:00:00,BLD-00001,77.074,0.0,77.074
2024-01-17T10:00:00,BLD-00001,72.607,0.0,72.607
2024-01-17T11:00:00,BLD-00001,68.949,0.0,68.949
2024-01-17T12:00:00,BLD-00001,68.894,0.0,68.894
2024-01-17T13:00:00,BLD-00001,64.266,0.0,64.266
2024-01-17T14:00:00,BLD-00001,67.314,0.0,67.314
2024-01-17T15:00:00,BLD-00001,70.427,0.0,70.427
2024-01-17T16:00:00,BLD-00001,68.941,0.0,68.941
2024-01-17T17:00:00,BLD-00001,76.108,0.0,76.108
2024-01-17T18:00:00,BLD-00001,75.829,0.0,75.829
2024-01-17T19:00:00,BLD-00001,81.688,0.0,81.688
2024-01-17T20:00:00,BLD-00001,86.902,0.0,86.902
2024-01-17T21:00:00,BLD-00001,93.287,0.0,93.287
2024-01-17T22:00:00,BLD-00001,95.296,0.0,95.296
2024-01-17T23:00:00,BLD-00001,97.569,0.0,97.569
2024-01-18T00:00:00,BLD-00001,100.025,0.0,100.025
2024-01-18T01:00:00,BLD-00001,102.151,0.0,102.151
2024-01-18T02:00:00,BLD-00001,102.566,0.0,102.566
2024-01-18T03:00:00,BLD-00001,99.697,0.0,99.697
2024-01-18T04:00:00,BLD-00001,93.706,0.0,93.706
2024-01-18T05:00:00,BLD-00001,93.447,0.0,93.447
2024-01-18T06:00:00,BLD-00001,89.5,0.0,89.5
2024-01-18T07:00:00,BLD-00001,84.173,0.0,84.173
2024-01-18T08:00:00,BLD-00001,83.477,0.0,83.477
2024-01-18T09:00:00,BLD-00001,75.83,0.0,75.83
2024-01-18T10:00:00,BLD-00001,75.091,0.0,75.091
2024-01-18T11:00:00,BLD-00001,72.056,0.0,72.056
2024-01-18T12:00:00,BLD-00001,66.949,0.0,66.949
2024-01-18T13:00:00,BLD-00001,70.514,0.0,70.514
2024-01-18T14:00:00,BLD-00001,66.802,0.0,66.802
2024-01-18T15:00:00,BLD-00001,71.857,0.0,71.857
2024-01-18T16:00:00,BLD-00001,71.773,0.0,71.773
2024-01-18T17:00:00,BLD-00001,74.405,0.0,74.405
2024-01-18T18:00:00,BLD-00001,77.957,0.0,77.957
2024-01-18T19:00:00,BLD-00001,81.878,0.0,81.878
2024-01-18T20:00:00,BLD-00001,87.254,0.0,87.254
2024-01-18T21:00:00,BLD-00001,93.979,0.0,93.979
2024-01-18T22:00:00,BLD-00001,98.154,0.0,98.154
2024-01-18T23:00:00,BLD-00001,95.769,0.0,95.769
2024-01-19T00:00:00,BLD-00001,102.462,0.0,102.462
2024-01-19T01:00:00,BLD-00001,105.807,0.0,105.807
2024-01-19T02:00:00,BLD-00001,99.08,0.0,99.08
