FirmID,Size,Employees,FirmAge,Subsector,OwnershipType,FDI_Presence,FDI_Percentage,FDI_Origin,FDI_Type,FDI_Years,Knowledge_Absorption,Task_Performance,Innovation_Score,Firm_Resources_Score,Skilled_Labor_Ratio,IoT_Adoption,RD_Spend_Percentage,Liquidity_Ratio,ROI,ROA,Market_Share,Export_Intensity,Operational_Efficiency,Revenue_Million_NGN,Assets_Million_NGN,Export_Value_Million_NGN,Tax_Incentives_Perception,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Policy_Effectiveness_Index,ISO_Certification,Export_Destination_Count,Local_Content_Percentage,Capacity_Utilization,NAFDAC_Compliance_Score,Quality_Certification,Training_Hours_Per_Employee,Female_Employment_Ratio,Youth_Employment_Ratio,ERP_System,Ecommerce_Adoption,Automation_Level,Local_Suppliers_Percentage,Supplier_Reliability_Score,Inventory_Turnover_Ratio,Year
FIRM_003,SME,37,7,Oils and Fats,Joint Venture,1,12.478775661154922,Germany,M&A,5,4.07,4.11,3.14,4.0,0.222,0,3.92,1.75,24.09,12.22,8.08,22.23,76.0,162.74,356.33,42.56,4.1,3.7,4.0,6.0,4.45,1,6,55.9,52.3,79.8,None,66.6,0.403,0.549,0,1,41.5,74.4,4.27,11.17,2020
FIRM_003,SME,37,7,Oils and Fats,Joint Venture,1,12.478775661154922,Germany,M&A,5,4.07,4.11,3.14,4.0,0.222,0,3.92,1.75,27.32,13.17,8.08,23.34,76.0,197.2,356.33,42.56,4.1,3.7,4.0,6.0,4.45,1,6,55.9,52.3,79.8,None,66.6,0.403,0.549,0,1,41.5,74.4,4.27,11.17,2021
FIRM_003,SME,38,7,Oils and Fats,Joint Venture,1,12.478775661154922,Germany,M&A,5,4.07,4.11,3.14,4.0,0.222,0,3.92,1.75,25.51,12.2,8.08,24.45,76.0,202.95,356.33,42.56,4.1,3.7,4.0,6.0,4.45,1,6,55.9,52.3,79.8,None,66.6,0.403,0.549,0,1,41.5,74.4,4.27,11.17,2022
FIRM_003,SME,39,7,Oils and Fats,Joint Venture,1,12.478775661154922,Germany,M&A,5,4.07,4.11,3.14,4.0,0.222,0,3.92,1.75,28.32,12.41,8.08,25.56,76.0,208.69,356.33,42.56,4.1,3.7,4.0,6.0,4.45,1,6,55.9,52.3,79.8,None,66.6,0.403,0.549,0,1,41.5,74.4,4.27,11.17,2023
FIRM_003,SME,39,7,Oils and Fats,Joint Venture,1,12.478775661154922,Germany,M&A,5,4.07,4.11,3.14,4.0,0.222,0,3.92,1.75,27.24,13.54,8.08,26.68,76.0,214.44,356.33,42.56,4.1,3.7,4.0,6.0,4.45,1,6,55.9,52.3,79.8,None,66.6,0.403,0.549,0,1,41.5,74.4,4.27,11.17,2024
FIRM_004,SME,240,33,Dairy Products,Private Nigerian,0,0.0,None,None,0,3.21,2.96,2.7,2.76,0.217,1,0.3,1.37,20.39,7.24,8.02,10.55,68.1,410.63,737.85,50.97,4.4,1.5,3.5,3.9,3.32,1,4,59.0,73.5,100.0,None,23.6,0.329,0.421,0,1,5.2,74.2,2.97,7.76,2020
FIRM_004,SME,244,33,Dairy Products,Private Nigerian,0,0.0,None,None,0,3.21,2.96,2.7,2.76,0.217,1,0.3,1.37,21.62,8.28,8.02,11.08,68.1,497.59,737.85,50.97,4.4,1.5,3.5,3.9,3.32,1,4,59.0,73.5,100.0,None,23.6,0.329,0.421,0,1,5.2,74.2,2.97,7.76,2021
FIRM_004,SME,249,33,Dairy Products,Private Nigerian,0,0.0,None,None,0,3.21,2.96,2.7,2.76,0.217,1,0.3,1.37,21.72,7.12,8.02,11.61,68.1,512.09,737.85,50.97,4.4,1.5,3.5,3.9,3.32,1,4,59.0,73.5,100.0,None,23.6,0.329,0.421,0,1,5.2,74.2,2.97,7.76,2022
FIRM_004,SME,254,33,Dairy Products,Private Nigerian,0,0.0,None,None,0,3.21,2.96,2.7,2.76,0.217,1,0.3,1.37,23.53,7.16,8.02,12.13,68.1,526.58,737.85,50.97,4.4,1.5,3.5,3.9,3.32,1,4,59.0,73.5,100.0,None,23.6,0.329,0.421,0,1,5.2,74.2,2.97,7.76,2023
FIRM_004,SME,259,33,Dairy Products,Private Nigerian,0,0.0,None,None,0,3.21,2.96,2.7,2.76,0.217,1,0.3,1.37,25.24,7.9,8.02,12.66,68.1,541.07,737.85,50.97,4.4,1.5,3.5,3.9,3.32,1,4,59.0,73.5,100.0,None,23.6,0.329,0.421,0,1,5.2,74.2,2.97,7.76,2024
FIRM_005,SME,107,6,Meat Processing,Private Foreign,1,85.17722460303142,South Africa,M&A,6,3.57,3.0,1.96,3.44,0.537,1,3.61,1.46,23.75,5.08,5.45,5.9,84.8,355.09,802.82,24.65,3.0,1.9,3.8,4.2,3.22,0,2,78.5,83.1,92.8,None,38.3,0.505,0.54,0,0,52.8,50.5,4.93,11.52,2020
FIRM_005,SME,109,6,Meat Processing,Private Foreign,1,85.17722460303142,South Africa,M&A,6,3.57,3.0,1.96,3.44,0.537,1,3.61,1.46,31.55,6.98,5.45,6.2,84.8,430.28,802.82,24.65,3.0,1.9,3.8,4.2,3.22,0,2,78.5,83.1,92.8,None,38.3,0.505,0.54,0,0,52.8,50.5,4.93,11.52,2021
FIRM_005,SME,111,6,Meat Processing,Private Foreign,1,85.17722460303142,South Africa,M&A,6,3.57,3.0,1.96,3.44,0.537,1,3.61,1.46,30.47,6.65,5.45,6.49,84.8,442.81,802.82,24.65,3.0,1.9,3.8,4.2,3.22,0,2,78.5,83.1,92.8,None,38.3,0.505,0.54,0,0,52.8,50.5,4.93,11.52,2022
FIRM_005,SME,113,6,Meat Processing,Private Foreign,1,85.17722460303142,South Africa,M&A,6,3.57,3.0,1.96,3.44,0.537,1,3.61,1.46,32.7,6.73,5.45,6.79,84.8,455.35,802.82,24.65,3.0,1.9,3.8,4.2,3.22,0,2,78.5,83.1,92.8,None,38.3,0.505,0.54,0,0,52.8,50.5,4.93,11.52,2023
FIRM_005,SME,115,6,Meat Processing,Private Foreign,1,85.17722460303142,South Africa,M&A,6,3.57,3.0,1.96,3.44,0.537,1,3.61,1.46,29.15,6.73,5.45,7.08,84.8,467.88,802.82,24.65,3.0,1.9,3.8,4.2,3.22,0,2,78.5,83.1,92.8,None,38.3,0.505,0.54,0,0,52.8,50.5,4.93,11.52,2024
FIRM_006,SME,162,29,Grain Mill Products,Private Nigerian,0,0.0,None,None,0,3.73,3.6,3.29,2.33,0.145,0,1.87,1.9,19.16,11.44,8.74,1.41,48.6,135.83,393.89,2.25,3.6,5.1,3.2,5.6,4.38,0,11,76.8,83.9,90.4,HACCP,22.5,0.379,0.507,1,0,0.0,78.6,3.31,9.98,2020
FIRM_006,SME,165,29,Grain Mill Products,Private Nigerian,0,0.0,None,None,0,3.73,3.6,3.29,2.33,0.145,0,1.87,1.9,22.51,14.07,8.74,1.48,48.6,164.59,393.89,2.25,3.6,5.1,3.2,5.6,4.38,0,11,76.8,83.9,90.4,HACCP,22.5,0.379,0.507,1,0,0.0,78.6,3.31,9.98,2021
FIRM_006,SME,168,29,Grain Mill Products,Private Nigerian,0,0.0,None,None,0,3.73,3.6,3.29,2.33,0.145,0,1.87,1.9,20.65,14.02,8.74,1.55,48.6,169.39,393.89,2.25,3.6,5.1,3.2,5.6,4.38,0,11,76.8,83.9,90.4,HACCP,22.5,0.379,0.507,1,0,0.0,78.6,3.31,9.98,2022
FIRM_006,SME,171,29,Grain Mill Products,Private Nigerian,0,0.0,None,None,0,3.73,3.6,3.29,2.33,0.145,0,1.87,1.9,22.15,13.3,8.74,1.62,48.6,174.18,393.89,2.25,3.6,5.1,3.2,5.6,4.38,0,11,76.8,83.9,90.4,HACCP,22.5,0.379,0.507,1,0,0.0,78.6,3.31,9.98,2023
FIRM_006,SME,174,29,Grain Mill Products,Private Nigerian,0,0.0,None,None,0,3.73,3.6,3.29,2.33,0.145,0,1.87,1.9,20.22,12.55,8.74,1.69,48.6,178.98,393.89,2.25,3.6,5.1,3.2,5.6,4.38,0,11,76.8,83.9,90.4,HACCP,22.5,0.379,0.507,1,0,0.0,78.6,3.31,9.98,2024
FIRM_007,SME,46,24,Dairy Products,Private Foreign,1,98.22984253444412,South Africa,Greenfield,1,2.85,2.99,3.77,3.46,0.568,1,0.94,1.85,28.88,5.87,8.02,45.62,85.5,311.2,610.45,167.02,5.8,5.2,2.7,4.3,4.5,0,9,40.3,73.3,87.6,HACCP,15.0,0.309,0.22,0,1,16.6,67.0,5.0,6.63,2020
FIRM_007,SME,46,24,Dairy Products,Private Foreign,1,98.22984253444412,South Africa,Greenfield,1,2.85,2.99,3.77,3.46,0.568,1,0.94,1.85,29.27,6.69,8.02,47.9,85.5,377.1,610.45,167.02,5.8,5.2,2.7,4.3,4.5,0,9,40.3,73.3,87.6,HACCP,15.0,0.309,0.22,0,1,16.6,67.0,5.0,6.63,2021
FIRM_007,SME,47,24,Dairy Products,Private Foreign,1,98.22984253444412,South Africa,Greenfield,1,2.85,2.99,3.77,3.46,0.568,1,0.94,1.85,29.59,7.29,8.02,50.18,85.5,388.09,610.45,167.02,5.8,5.2,2.7,4.3,4.5,0,9,40.3,73.3,87.6,HACCP,15.0,0.309,0.22,0,1,16.6,67.0,5.0,6.63,2022
FIRM_007,SME,48,24,Dairy Products,Private Foreign,1,98.22984253444412,South Africa,Greenfield,1,2.85,2.99,3.77,3.46,0.568,1,0.94,1.85,34.8,5.99,8.02,52.46,85.5,399.07,610.45,167.02,5.8,5.2,2.7,4.3,4.5,0,9,40.3,73.3,87.6,HACCP,15.0,0.309,0.22,0,1,16.6,67.0,5.0,6.63,2023
FIRM_007,SME,49,24,Dairy Products,Private Foreign,1,98.22984253444412,South Africa,Greenfield,1,2.85,2.99,3.77,3.46,0.568,1,0.94,1.85,34.55,7.19,8.02,54.74,85.5,410.05,610.45,167.02,5.8,5.2,2.7,4.3,4.5,0,9,40.3,73.3,87.6,HACCP,15.0,0.309,0.22,0,1,16.6,67.0,5.0,6.63,2024
FIRM_008,SME,195,22,Other Food Products,Government-owned,1,11.514554642747505,Germany,Greenfield,5,4.59,3.38,3.64,2.64,0.201,1,2.89,1.72,19.04,16.02,14.65,26.85,87.6,146.09,304.32,46.15,3.7,3.0,5.8,3.3,3.95,1,13,45.2,53.2,81.8,None,54.7,0.357,0.463,0,0,41.3,38.7,3.03,4.96,2020
FIRM_008,SME,198,22,Other Food Products,Government-owned,1,11.514554642747505,Germany,Greenfield,5,4.59,3.38,3.64,2.64,0.201,1,2.89,1.72,22.8,18.62,14.65,28.19,87.6,177.03,304.32,46.15,3.7,3.0,5.8,3.3,3.95,1,13,45.2,53.2,81.8,None,54.7,0.357,0.463,0,0,41.3,38.7,3.03,4.96,2021
FIRM_008,SME,202,22,Other Food Products,Government-owned,1,11.514554642747505,Germany,Greenfield,5,4.59,3.38,3.64,2.64,0.201,1,2.89,1.72,22.33,17.42,14.65,29.54,87.6,182.18,304.32,46.15,3.7,3.0,5.8,3.3,3.95,1,13,45.2,53.2,81.8,None,54.7,0.357,0.463,0,0,41.3,38.7,3.03,4.96,2022
FIRM_008,SME,206,22,Other Food Products,Government-owned,1,11.514554642747505,Germany,Greenfield,5,4.59,3.38,3.64,2.64,0.201,1,2.89,1.72,22.72,16.78,14.65,30.88,87.6,187.34,304.32,46.15,3.7,3.0,5.8,3.3,3.95,1,13,45.2,53.2,81.8,None,54.7,0.357,0.463,0,0,41.3,38.7,3.03,4.96,2023
FIRM_008,SME,210,22,Other Food Products,Government-owned,1,11.514554642747505,Germany,Greenfield,5,4.59,3.38,3.64,2.64,0.201,1,2.89,1.72,24.6,17.51,14.65,32.22,87.6,192.49,304.32,46.15,3.7,3.0,5.8,3.3,3.95,1,13,45.2,53.2,81.8,None,54.7,0.357,0.463,0,0,41.3,38.7,3.03,4.96,2024
FIRM_009,SME,38,14,Beverages,Private Nigerian,0,0.0,None,None,0,2.62,3.46,4.39,2.6,0.069,0,2.22,1.24,4.42,15.59,7.77,8.09,76.7,403.54,1152.47,38.41,6.4,4.4,4.8,4.7,5.08,0,0,65.2,69.6,95.3,None,18.5,0.534,0.562,1,1,29.2,33.9,3.0,6.55,2020
FIRM_009,SME,38,14,Beverages,Private Nigerian,0,0.0,None,None,0,2.62,3.46,4.39,2.6,0.069,0,2.22,1.24,5.31,17.15,7.77,8.49,76.7,488.99,1152.47,38.41,6.4,4.4,4.8,4.7,5.08,0,0,65.2,69.6,95.3,None,18.5,0.534,0.562,1,1,29.2,33.9,3.0,6.55,2021
FIRM_009,SME,39,14,Beverages,Private Nigerian,0,0.0,None,None,0,2.62,3.46,4.39,2.6,0.069,0,2.22,1.24,5.79,18.31,7.77,8.9,76.7,503.24,1152.47,38.41,6.4,4.4,4.8,4.7,5.08,0,0,65.2,69.6,95.3,None,18.5,0.534,0.562,1,1,29.2,33.9,3.0,6.55,2022
FIRM_009,SME,40,14,Beverages,Private Nigerian,0,0.0,None,None,0,2.62,3.46,4.39,2.6,0.069,0,2.22,1.24,4.96,16.91,7.77,9.3,76.7,517.48,1152.47,38.41,6.4,4.4,4.8,4.7,5.08,0,0,65.2,69.6,95.3,None,18.5,0.534,0.562,1,1,29.2,33.9,3.0,6.55,2023
FIRM_009,SME,41,14,Beverages,Private Nigerian,0,0.0,None,None,0,2.62,3.46,4.39,2.6,0.069,0,2.22,1.24,5.81,16.57,7.77,9.71,76.7,531.72,1152.47,38.41,6.4,4.4,4.8,4.7,5.08,0,0,65.2,69.6,95.3,None,18.5,0.534,0.562,1,1,29.2,33.9,3.0,6.55,2024
FIRM_010,SME,163,10,Other Food Products,Private Nigerian,1,29.34546071744284,USA,M&A,10,3.81,3.25,1.43,4.23,0.491,1,3.79,1.02,10.77,12.15,13.07,29.22,84.2,325.52,578.16,111.9,3.2,4.8,1.0,1.0,2.5,1,2,61.4,45.5,84.2,None,16.4,0.278,0.58,0,0,27.7,46.1,5.0,6.63,2020
FIRM_010,SME,166,10,Other Food Products,Private Nigerian,1,29.34546071744284,USA,M&A,10,3.81,3.25,1.43,4.23,0.491,1,3.79,1.02,12.0,15.95,13.07,30.68,84.2,394.45,578.16,111.9,3.2,4.8,1.0,1.0,2.5,1,2,61.4,45.5,84.2,None,16.4,0.278,0.58,0,0,27.7,46.1,5.0,6.63,2021
FIRM_010,SME,169,10,Other Food Products,Private Nigerian,1,29.34546071744284,USA,M&A,10,3.81,3.25,1.43,4.23,0.491,1,3.79,1.02,13.7,16.65,13.07,32.14,84.2,405.94,578.16,111.9,3.2,4.8,1.0,1.0,2.5,1,2,61.4,45.5,84.2,None,16.4,0.278,0.58,0,0,27.7,46.1,5.0,6.63,2022
FIRM_010,SME,172,10,Other Food Products,Private Nigerian,1,29.34546071744284,USA,M&A,10,3.81,3.25,1.43,4.23,0.491,1,3.79,1.02,13.71,14.44,13.07,33.6,84.2,417.43,578.16,111.9,3.2,4.8,1.0,1.0,2.5,1,2,61.4,45.5,84.2,None,16.4,0.278,0.58,0,0,27.7,46.1,5.0,6.63,2023
FIRM_010,SME,176,10,Other Food Products,Private Nigerian,1,29.34546071744284,USA,M&A,10,3.81,3.25,1.43,4.23,0.491,1,3.79,1.02,11.8,16.7,13.07,35.06,84.2,428.92,578.16,111.9,3.2,4.8,1.0,1.0,2.5,1,2,61.4,45.5,84.2,None,16.4,0.278,0.58,0,0,27.7,46.1,5.0,6.63,2024
FIRM_011,SME,132,21,Sugar and Confectionery,Mixed Ownership,0,0.0,None,None,0,4.27,3.04,2.77,2.95,0.385,0,0.56,1.47,18.79,4.25,7.94,3.5,77.7,379.24,672.67,15.62,4.8,4.2,4.7,5.8,4.88,0,11,70.7,64.1,75.5,None,8.9,0.347,0.205,0,1,44.1,62.1,4.12,11.7,2020
FIRM_011,SME,134,21,Sugar and Confectionery,Mixed Ownership,0,0.0,None,None,0,4.27,3.04,2.77,2.95,0.385,0,0.56,1.47,24.69,5.29,7.94,3.68,77.7,459.54,672.67,15.62,4.8,4.2,4.7,5.8,4.88,0,11,70.7,64.1,75.5,None,8.9,0.347,0.205,0,1,44.1,62.1,4.12,11.7,2021
FIRM_011,SME,137,21,Sugar and Confectionery,Mixed Ownership,0,0.0,None,None,0,4.27,3.04,2.77,2.95,0.385,0,0.56,1.47,21.54,5.6,7.94,3.85,77.7,472.93,672.67,15.62,4.8,4.2,4.7,5.8,4.88,0,11,70.7,64.1,75.5,None,8.9,0.347,0.205,0,1,44.1,62.1,4.12,11.7,2022
FIRM_011,SME,139,21,Sugar and Confectionery,Mixed Ownership,0,0.0,None,None,0,4.27,3.04,2.77,2.95,0.385,0,0.56,1.47,25.09,4.77,7.94,4.02,77.7,486.31,672.67,15.62,4.8,4.2,4.7,5.8,4.88,0,11,70.7,64.1,75.5,None,8.9,0.347,0.205,0,1,44.1,62.1,4.12,11.7,2023
FIRM_011,SME,142,21,Sugar and Confectionery,Mixed Ownership,0,0.0,None,None,0,4.27,3.04,2.77,2.95,0.385,0,0.56,1.47,24.49,5.09,7.94,4.2,77.7,499.7,672.67,15.62,4.8,4.2,4.7,5.8,4.88,0,11,70.7,64.1,75.5,None,8.9,0.347,0.205,0,1,44.1,62.1,4.12,11.7,2024
FIRM_012,SME,200,25,Fruit and Vegetable Processing,Private Foreign,1,82.18983241240606,India,Joint Venture,15,3.55,3.89,3.58,3.43,0.464,0,3.63,1.57,19.49,14.07,13.57,2.36,73.7,279.7,513.53,7.77,5.7,3.8,1.6,5.3,4.1,1,8,54.3,65.4,66.9,ISO 9001,29.6,0.314,0.441,1,1,65.3,80.6,2.12,4.66,2020
FIRM_012,SME,204,25,Fruit and Vegetable Processing,Private Foreign,1,82.18983241240606,India,Joint Venture,15,3.55,3.89,3.58,3.43,0.464,0,3.63,1.57,24.98,14.56,13.57,2.48,73.7,338.93,513.53,7.77,5.7,3.8,1.6,5.3,4.1,1,8,54.3,65.4,66.9,ISO 9001,29.6,0.314,0.441,1,1,65.3,80.6,2.12,4.66,2021
FIRM_012,SME,208,25,Fruit and Vegetable Processing,Private Foreign,1,82.18983241240606,India,Joint Venture,15,3.55,3.89,3.58,3.43,0.464,0,3.63,1.57,21.51,14.01,13.57,2.6,73.7,348.8,513.53,7.77,5.7,3.8,1.6,5.3,4.1,1,8,54.3,65.4,66.9,ISO 9001,29.6,0.314,0.441,1,1,65.3,80.6,2.12,4.66,2022
FIRM_012,SME,212,25,Fruit and Vegetable Processing,Private Foreign,1,82.18983241240606,India,Joint Venture,15,3.55,3.89,3.58,3.43,0.464,0,3.63,1.57,23.1,13.8,13.57,2.71,73.7,358.68,513.53,7.77,5.7,3.8,1.6,5.3,4.1,1,8,54.3,65.4,66.9,ISO 9001,29.6,0.314,0.441,1,1,65.3,80.6,2.12,4.66,2023
FIRM_012,SME,216,25,Fruit and Vegetable Processing,Private Foreign,1,82.18983241240606,India,Joint Venture,15,3.55,3.89,3.58,3.43,0.464,0,3.63,1.57,22.42,13.99,13.57,2.83,73.7,368.55,513.53,7.77,5.7,3.8,1.6,5.3,4.1,1,8,54.3,65.4,66.9,ISO 9001,29.6,0.314,0.441,1,1,65.3,80.6,2.12,4.66,2024
FIRM_013,SME,39,5,Fish Processing,Private Foreign,1,53.23330736797192,Germany,Greenfield,5,3.42,4.04,1.92,3.04,0.184,0,4.16,2.5,27.03,11.37,11.65,49.13,69.6,214.83,345.72,124.17,5.2,4.2,4.2,4.9,4.62,0,11,54.8,46.0,73.8,None,43.3,0.483,0.323,0,0,31.6,53.1,5.0,10.28,2020
FIRM_013,SME,39,5,Fish Processing,Private Foreign,1,53.23330736797192,Germany,Greenfield,5,3.42,4.04,1.92,3.04,0.184,0,4.16,2.5,34.58,13.87,11.65,51.59,69.6,260.32,345.72,124.17,5.2,4.2,4.2,4.9,4.62,0,11,54.8,46.0,73.8,None,43.3,0.483,0.323,0,0,31.6,53.1,5.0,10.28,2021
FIRM_013,SME,40,5,Fish Processing,Private Foreign,1,53.23330736797192,Germany,Greenfield,5,3.42,4.04,1.92,3.04,0.184,0,4.16,2.5,31.3,15.82,11.65,54.04,69.6,267.9,345.72,124.17,5.2,4.2,4.2,4.9,4.62,0,11,54.8,46.0,73.8,None,43.3,0.483,0.323,0,0,31.6,53.1,5.0,10.28,2022
FIRM_013,SME,41,5,Fish Processing,Private Foreign,1,53.23330736797192,Germany,Greenfield,5,3.42,4.04,1.92,3.04,0.184,0,4.16,2.5,34.01,13.9,11.65,56.5,69.6,275.49,345.72,124.17,5.2,4.2,4.2,4.9,4.62,0,11,54.8,46.0,73.8,None,43.3,0.483,0.323,0,0,31.6,53.1,5.0,10.28,2023
FIRM_013,SME,42,5,Fish Processing,Private Foreign,1,53.23330736797192,Germany,Greenfield,5,3.42,4.04,1.92,3.04,0.184,0,4.16,2.5,29.64,15.37,11.65,58.96,69.6,283.07,345.72,124.17,5.2,4.2,4.2,4.9,4.62,0,11,54.8,46.0,73.8,None,43.3,0.483,0.323,0,0,31.6,53.1,5.0,10.28,2024
FIRM_014,SME,151,2,Bakery Products,Mixed Ownership,0,0.0,None,None,0,3.04,2.94,3.36,4.13,0.086,0,1.37,1.57,19.3,6.69,8.09,10.46,62.7,364.6,943.49,44.87,6.2,2.0,5.2,4.4,4.45,0,14,47.1,50.8,71.3,HACCP,9.9,0.406,0.273,0,0,55.8,39.5,3.24,5.54,2020
FIRM_014,SME,154,2,Bakery Products,Mixed Ownership,0,0.0,None,None,0,3.04,2.94,3.36,4.13,0.086,0,1.37,1.57,22.96,7.24,8.09,10.98,62.7,441.81,943.49,44.87,6.2,2.0,5.2,4.4,4.45,0,14,47.1,50.8,71.3,HACCP,9.9,0.406,0.273,0,0,55.8,39.5,3.24,5.54,2021
FIRM_014,SME,157,2,Bakery Products,Mixed Ownership,0,0.0,None,None,0,3.04,2.94,3.36,4.13,0.086,0,1.37,1.57,22.98,7.84,8.09,11.51,62.7,454.68,943.49,44.87,6.2,2.0,5.2,4.4,4.45,0,14,47.1,50.8,71.3,HACCP,9.9,0.406,0.273,0,0,55.8,39.5,3.24,5.54,2022
FIRM_014,SME,160,2,Bakery Products,Mixed Ownership,0,0.0,None,None,0,3.04,2.94,3.36,4.13,0.086,0,1.37,1.57,25.08,6.8,8.09,12.03,62.7,467.54,943.49,44.87,6.2,2.0,5.2,4.4,4.45,0,14,47.1,50.8,71.3,HACCP,9.9,0.406,0.273,0,0,55.8,39.5,3.24,5.54,2023
FIRM_014,SME,163,2,Bakery Products,Mixed Ownership,0,0.0,None,None,0,3.04,2.94,3.36,4.13,0.086,0,1.37,1.57,23.32,6.77,8.09,12.55,62.7,480.41,943.49,44.87,6.2,2.0,5.2,4.4,4.45,0,14,47.1,50.8,71.3,HACCP,9.9,0.406,0.273,0,0,55.8,39.5,3.24,5.54,2024
FIRM_015,SME,156,21,Beverages,Private Nigerian,0,0.0,None,None,0,3.04,2.51,1.0,3.21,0.408,1,0.83,1.35,5.79,9.36,10.47,7.67,60.5,43.49,119.16,3.92,3.2,4.2,2.4,3.8,3.4,0,13,74.0,61.6,88.2,None,31.2,0.165,0.301,0,0,71.2,35.9,4.4,7.58,2020
