sample_id,interface,temperature_C,Gc_J_per_m2,distribution_model,source_type,assumption_tag,seed
MC_00046,YSZ|GDC,25,2.55912,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00047,YSZ|GDC,25,2.185367,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00048,YSZ|GDC,25,1.399966,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00049,YSZ|GDC,25,2.784297,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00050,YSZ|GDC,25,2.73137,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00051,YSZ|GDC,25,2.305324,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00052,YSZ|GDC,25,2.194796,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00053,YSZ|GDC,25,2.243762,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00054,YSZ|GDC,25,2.306496,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00055,YSZ|GDC,25,2.328957,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00056,YSZ|GDC,25,2.168297,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00057,YSZ|GDC,25,2.58946,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00058,YSZ|GDC,25,2.130345,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00059,YSZ|GDC,25,1.86231,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00060,YSZ|GDC,25,2.0926,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00061,YSZ|GDC,25,2.630547,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00062,YSZ|GDC,25,2.484488,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00063,YSZ|GDC,25,2.96207,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00064,YSZ|GDC,25,1.715279,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00065,YSZ|GDC,25,2.065547,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00066,YSZ|GDC,25,1.949358,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00067,YSZ|GDC,25,1.873738,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00068,YSZ|GDC,25,1.684722,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00069,YSZ|GDC,25,1.537793,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00070,YSZ|GDC,25,1.758357,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00071,YSZ|GDC,25,2.035553,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00072,YSZ|GDC,25,2.720175,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00073,YSZ|GDC,25,2.298422,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00074,YSZ|GDC,25,2.35925,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00075,YSZ|GDC,25,1.593993,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00076,YSZ|GDC,25,2.460988,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00077,YSZ|GDC,25,2.624001,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00078,YSZ|GDC,25,2.267388,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00079,YSZ|GDC,25,1.744975,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00080,YSZ|GDC,25,2.030946,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00081,YSZ|GDC,25,1.959973,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00082,YSZ|GDC,25,1.902913,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00083,YSZ|GDC,25,1.695588,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00084,YSZ|GDC,25,2.554198,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00085,YSZ|GDC,25,2.591586,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00086,YSZ|GDC,25,1.895264,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00087,YSZ|GDC,25,1.355321,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00088,YSZ|GDC,25,2.285745,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00089,YSZ|GDC,25,1.658067,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00090,YSZ|GDC,25,2.265111,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00091,YSZ|GDC,25,2.123309,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00092,YSZ|GDC,25,2.193303,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00093,YSZ|GDC,25,2.344602,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00094,YSZ|GDC,25,2.164149,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00095,YSZ|GDC,25,2.894321,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00096,YSZ|GDC,25,1.920111,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00097,YSZ|GDC,25,3.048473,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00098,YSZ|GDC,25,1.997041,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00099,YSZ|GDC,25,2.251597,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00100,YSZ|GDC,25,2.491625,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00101,YSZ|GDC,25,1.91898,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00102,YSZ|GDC,25,2.448981,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00103,YSZ|GDC,25,1.610141,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00104,YSZ|GDC,25,2.548118,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00105,YSZ|GDC,25,2.519715,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00106,YSZ|GDC,25,2.14525,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00107,YSZ|GDC,25,2.297241,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00108,YSZ|GDC,25,2.298064,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00109,YSZ|GDC,25,2.189999,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00110,YSZ|GDC,25,2.52182,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00111,YSZ|GDC,25,1.594365,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00112,YSZ|GDC,25,2.201193,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00113,YSZ|GDC,25,1.99139,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00114,YSZ|GDC,25,2.046504,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00115,YSZ|GDC,25,1.733772,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00116,YSZ|GDC,25,2.518495,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00117,YSZ|GDC,25,2.177249,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00118,YSZ|GDC,25,1.626373,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00119,YSZ|GDC,25,1.637834,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00120,YSZ|GDC,25,2.325261,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00121,YSZ|GDC,25,2.006703,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00122,YSZ|GDC,25,2.18932,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00123,YSZ|GDC,25,1.948644,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00124,YSZ|GDC,25,1.553866,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00125,YSZ|GDC,25,2.57941,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00126,YSZ|GDC,25,2.029251,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00127,YSZ|GDC,25,1.623016,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00128,YSZ|GDC,25,2.799548,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00129,YSZ|GDC,25,2.33616,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00130,YSZ|GDC,25,2.528174,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00131,YSZ|GDC,25,2.254999,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00132,YSZ|GDC,25,1.936099,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00133,YSZ|GDC,25,2.825322,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00134,YSZ|GDC,25,2.267649,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00135,YSZ|GDC,25,1.936274,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00136,YSZ|GDC,25,1.717816,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00137,YSZ|GDC,25,1.964333,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00138,YSZ|GDC,25,2.271601,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00139,YSZ|GDC,25,3.006012,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00140,YSZ|GDC,25,2.788427,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00141,YSZ|GDC,25,2.043594,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00142,YSZ|GDC,25,2.23582,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00143,YSZ|GDC,25,2.85893,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00144,YSZ|GDC,25,1.596524,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00145,YSZ|GDC,25,1.483049,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00146,YSZ|GDC,25,1.830058,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00147,YSZ|GDC,25,1.888621,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00148,YSZ|GDC,25,2.371847,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00149,YSZ|GDC,25,1.9608,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00150,YSZ|GDC,25,2.538894,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00151,YSZ|GDC,25,2.437355,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00152,YSZ|GDC,25,3.196413,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00153,YSZ|GDC,25,2.292459,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00154,YSZ|GDC,25,2.673315,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00155,YSZ|GDC,25,2.053122,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00156,YSZ|GDC,25,2.318528,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00157,YSZ|GDC,25,2.025464,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00158,YSZ|GDC,25,2.771736,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00159,YSZ|GDC,25,1.979255,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00160,YSZ|GDC,25,2.983316,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00161,YSZ|GDC,25,2.152025,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00162,YSZ|GDC,25,1.975286,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00163,YSZ|GDC,25,1.951452,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00164,YSZ|GDC,25,1.765715,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00165,YSZ|GDC,25,1.843572,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00166,YSZ|GDC,25,2.679131,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00167,YSZ|GDC,25,2.62887,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00168,YSZ|GDC,25,2.56103,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00169,YSZ|GDC,25,2.42871,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00170,YSZ|GDC,25,2.055711,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00171,YSZ|GDC,25,1.950172,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00172,YSZ|GDC,25,2.367972,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00173,YSZ|GDC,25,2.508128,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00174,YSZ|GDC,25,1.942956,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00175,YSZ|GDC,25,2.470152,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00176,YSZ|GDC,25,1.975433,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00177,YSZ|GDC,25,1.416185,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00178,YSZ|GDC,25,1.852576,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00179,YSZ|GDC,25,1.81689,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00180,YSZ|GDC,25,2.241098,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00181,YSZ|GDC,25,1.442412,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00182,YSZ|GDC,25,2.305938,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00183,YSZ|GDC,25,2.54336,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00184,YSZ|GDC,25,2.094595,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00185,YSZ|GDC,25,2.647199,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00186,YSZ|GDC,25,1.726517,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00187,YSZ|GDC,25,1.919724,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00188,YSZ|GDC,25,2.070055,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00189,YSZ|GDC,25,2.607823,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00190,YSZ|GDC,25,2.036449,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00191,YSZ|GDC,25,2.530142,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00192,YSZ|GDC,25,1.923123,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00193,YSZ|GDC,25,2.274368,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00194,YSZ|GDC,25,2.634289,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00195,YSZ|GDC,25,1.703359,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00196,YSZ|GDC,25,2.297847,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00197,YSZ|GDC,25,1.498956,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00198,YSZ|GDC,25,1.677018,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00199,YSZ|GDC,25,1.771234,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00200,YSZ|GDC,25,2.581932,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00201,YSZ|GDC,25,2.082585,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00202,YSZ|GDC,25,2.710954,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00203,YSZ|GDC,25,2.569837,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00204,YSZ|GDC,25,2.943542,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00205,YSZ|GDC,25,1.453777,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00206,YSZ|GDC,25,2.290527,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00207,YSZ|GDC,25,2.248291,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00208,YSZ|GDC,25,1.908,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00209,YSZ|GDC,25,1.732389,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00210,YSZ|GDC,25,2.527735,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00211,YSZ|GDC,25,1.407125,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00212,YSZ|GDC,25,2.207286,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00213,YSZ|GDC,25,2.751271,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00214,YSZ|GDC,25,2.332613,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00215,YSZ|GDC,25,2.336033,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00216,YSZ|GDC,25,2.813166,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00217,YSZ|GDC,25,2.065347,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00218,YSZ|GDC,25,2.204243,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00219,YSZ|GDC,25,1.890206,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00220,YSZ|GDC,25,2.07156,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00221,YSZ|GDC,25,2.056045,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00222,YSZ|GDC,25,2.413647,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00223,YSZ|GDC,25,1.754961,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00224,YSZ|GDC,25,2.395874,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00225,YSZ|GDC,25,1.971505,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00226,YSZ|GDC,25,2.303636,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00227,YSZ|GDC,25,2.158634,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00228,YSZ|GDC,25,2.065102,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00229,YSZ|GDC,25,2.658319,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00230,YSZ|GDC,25,2.444814,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00231,YSZ|GDC,25,2.526855,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00232,YSZ|GDC,25,2.081931,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00233,YSZ|GDC,25,2.458726,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00234,YSZ|GDC,25,3.200529,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00235,YSZ|GDC,25,1.869141,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00236,YSZ|GDC,25,1.886689,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00237,YSZ|GDC,25,2.123079,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00238,YSZ|GDC,25,2.032202,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00239,YSZ|GDC,25,2.75203,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00240,YSZ|GDC,25,2.083135,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00241,YSZ|GDC,25,1.37901,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00242,YSZ|GDC,25,2.225381,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00243,YSZ|GDC,25,2.603193,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
MC_00244,YSZ|GDC,25,2.365618,normal_truncated_positive,synthetic_fabricated,RT_proxy_distribution,20260211
