Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,Temperature_C,Correlation_Coeff
S0068,3.044289017525969,1.3017923535001292,25,0.5
S0069,2.4927126123995333,1.278429753860412,25,0.5
S0070,2.1588604088386667,1.296750883152943,25,0.5
S0071,1.9655875421777642,0.8065125314869911,25,0.5
S0072,2.950372697232236,1.4368992848635496,25,0.5
S0073,2.2934808350850546,1.1607077625518378,25,0.5
S0074,2.357353332574507,1.1964630280409745,25,0.5
S0075,1.13923676207676,0.8685075078104676,25,0.5
S0076,2.171869339805018,0.9358377079534631,25,0.5
S0077,1.5181101517188873,1.0554457498392384,25,0.5
S0078,2.797604548321541,1.1027106393247217,25,0.5
S0079,1.7597570877832243,1.1379142648011362,25,0.5
S0080,2.0006827099974984,1.287204225857292,25,0.5
S0081,1.6938061642478364,0.8211428259579561,25,0.5
S0082,1.9113952319841778,0.802516388906083,25,0.5
S0083,3.464373547403005,1.5763286874298221,25,0.5
S0084,2.0050287595546847,0.64884338584884,25,0.5
S0085,2.189570045624229,0.9572879002579429,25,0.5
S0086,1.8104466669844543,1.0463658375101996,25,0.5
S0087,2.187907106252636,0.8196480564911255,25,0.5
S0088,1.9467470160023583,0.6181343297290156,25,0.5
S0089,1.9186191505602097,0.9420609073080101,25,0.5
S0090,2.6450983111470805,1.4448866582156406,25,0.5
S0091,1.4555819992027423,0.8756746464338081,25,0.5
S0092,2.5357137573448343,1.0019855852036632,25,0.5
S0093,2.0183919100836003,1.12682239982562,25,0.5
S0094,2.576516485281616,0.8892408846042185,25,0.5
S0095,1.8753600525950516,1.0757717463676524,25,0.5
S0096,2.4326435757000677,0.8844755723164608,25,0.5
S0097,1.9768004162665023,0.9668244428967151,25,0.5
S0098,2.20564181720869,1.406943775954699,25,0.5
S0099,2.131575204454763,1.0783885776967779,25,0.5
S0100,1.687359085482446,0.6674640319280394,25,0.5
S0101,1.6952049642389007,1.0241942814207057,25,0.5
S0102,1.297280158371262,0.5927612375289262,25,0.5
S0103,1.5072004426888101,0.845140687680628,25,0.5
S0104,1.7658143893648923,1.0376465003066362,25,0.5
S0105,2.949385593974195,1.3264908590928903,25,0.5
S0106,1.8308122479298121,1.0945145919821004,25,0.5
S0107,2.6009634377966977,0.8766508467361916,25,0.5
S0108,2.492054967192085,1.2309453342548664,25,0.5
S0109,1.8976577026956591,0.9137980579637635,25,0.5
S0110,2.45789530692634,1.2307418862779647,25,0.5
S0111,2.261353656059943,0.8667745254275137,25,0.5
S0112,2.1328064700557468,0.9801291136591632,25,0.5
S0113,2.234887158458244,0.9408513210382414,25,0.5
S0114,1.942107269521538,0.9198014749896682,25,0.5
S0115,2.1972711467105515,1.4539880820565656,25,0.5
S0116,2.4304592574436668,0.9714503078285421,25,0.5
S0117,2.525914755958948,1.1782552391001633,25,0.5
S0118,2.0206058875347828,0.8063019132709529,25,0.5
S0119,2.1552974857085485,1.007023318034112,25,0.5
S0120,1.146469140684424,0.5559323794921045,25,0.5
S0121,2.0236090992890094,0.9414433474885503,25,0.5
S0122,2.0835066463745076,1.0167739006461955,25,0.5
S0123,2.9111193743777863,1.4693624707133026,25,0.5
S0124,2.127783212828551,0.6847861682364216,25,0.5
S0125,2.010648325991056,1.2561805206838632,25,0.5
S0126,1.5747943896828893,1.1397195565729212,25,0.5
S0127,1.6504469745808312,0.8139904025890022,25,0.5
S0128,1.7481108148695181,1.0582336923669071,25,0.5
S0129,2.153130594850247,1.283670572673918,25,0.5
S0130,2.752151915854465,1.2582284158464945,25,0.5
S0131,2.0741617372296477,1.2908535289152505,25,0.5
S0132,2.9477535240597725,1.1049171204441468,25,0.5
S0133,1.3361163837301988,0.5908462688353977,25,0.5
S0134,2.1069517063643293,1.3141118950406039,25,0.5
S0135,2.0486908271692683,0.9311690866219965,25,0.5
S0136,1.3291249239805367,0.5749079726539685,25,0.5
S0137,2.0637320261448604,0.9836009316995001,25,0.5
S0138,2.1195138031148435,0.7849250489129804,25,0.5
S0139,2.148237662617422,1.153269486191013,25,0.5
S0140,1.9830058110030573,0.7362566739998979,25,0.5
S0141,2.478354592480748,0.771757700454853,25,0.5
S0142,1.9431990762311349,0.8414153885100548,25,0.5
S0143,2.3002771606890975,1.4146461365172571,25,0.5
S0144,2.87704148710765,1.1654805540183044,25,0.5
S0145,2.0271870638642864,1.0663122325538517,25,0.5
S0146,2.011247970035132,0.7843185456724772,25,0.5
S0147,1.877530598631865,0.7941195564318371,25,0.5
S0148,2.1104489981701158,0.9951215991330778,25,0.5
S0149,2.6718752620949253,1.2111447713577714,25,0.5
S0150,2.2293730330546397,0.999834539666277,25,0.5
S0151,1.2209787603140332,1.1017308876613827,25,0.5
S0152,2.4900584843575295,1.0171960002400307,25,0.5
S0153,1.943155275358735,1.1265605474688567,25,0.5
S0154,2.4899951640579796,0.9911672079735174,25,0.5
S0155,1.803864676981826,1.2820487260639164,25,0.5
S0156,2.5769786455361516,0.9585760141855036,25,0.5
S0157,2.0393964086876677,1.6700028806789682,25,0.5
S0158,2.053339400966251,1.2328353868817603,25,0.5
S0159,1.7096200260039778,0.8563716016617542,25,0.5
S0160,1.3893197326888547,0.9506607243615037,25,0.5
S0161,2.17513506856403,1.0424214564566365,25,0.5
S0162,1.1848488423940107,0.8297291418725026,25,0.5
S0163,2.0677077581416414,1.271058228022358,25,0.5
S0164,1.5359998217681854,0.8951744874303025,25,0.5
S0165,1.6085509139216865,0.9086343723703064,25,0.5
S0166,2.17507105423021,0.7774077938194217,25,0.5
S0167,1.6820645715549976,0.8254540773682755,25,0.5
S0168,2.063301442382962,1.0843195132182455,25,0.5
S0169,1.7509310039383927,0.7576663438181817,25,0.5
S0170,1.7042172831127664,0.7719412954156912,25,0.5
S0171,1.5889418650494513,0.7019670458297491,25,0.5
S0172,1.9909636822234869,1.0198804507192867,25,0.5
S0173,2.4195007577146743,1.1490997087025148,25,0.5
S0174,2.0512461283660133,1.1809213705542663,25,0.5
S0175,1.725828108671747,0.9420906563196,25,0.5
S0176,1.9941614451936052,0.6689859239442549,25,0.5
S0177,2.8434720844408106,1.3713543528099827,25,0.5
S0178,2.42410985898412,1.0186116527614624,25,0.5
S0179,2.130739989083652,1.025760109076584,25,0.5
S0180,1.8107801884974315,1.1056607905718812,25,0.5
S0181,2.699915039830422,0.6743593254208058,25,0.5
S0182,1.4411528722612177,0.9510075816424904,25,0.5
S0183,2.22119337621779,0.8480407651032593,25,0.5
S0184,2.4313987312652103,1.0493764636023581,25,0.5
S0185,2.9166512390877455,1.3385652166531417,25,0.5
S0186,2.6206816150724785,0.9265093979416357,25,0.5
S0187,1.8935166718986278,1.2783651257093867,25,0.5
S0188,2.9690192788667886,1.240138104586106,25,0.5
S0189,2.5088683254295145,0.9652102154481853,25,0.5
S0190,1.8645232607549813,1.1294428468230884,25,0.5
S0191,2.5129337669032363,1.0910593097448875,25,0.5
S0192,2.0300874833797002,0.8717707640861202,25,0.5
S0193,2.1345851551424473,0.7664591557584923,25,0.5
S0194,1.6617018380130566,1.0926710000511746,25,0.5
S0195,2.222251448476521,1.0677771770946396,25,0.5
S0196,1.7637627637927786,0.7984117193091375,25,0.5
S0197,2.7873242003666263,1.3681264995923124,25,0.5
S0198,2.288106388763345,0.8726985184173262,25,0.5
S0199,1.7241849636657964,0.9565486009502735,25,0.5
S0200,2.053583036598474,1.0734671904912763,25,0.5
S0201,2.2469049261785767,1.2145431252583558,25,0.5
S0202,2.5515638734176354,0.9234255033833763,25,0.5
S0203,2.206323028797096,1.241749609928886,25,0.5
S0204,2.3193582681788616,0.9556128050730399,25,0.5
S0205,2.8495640208972857,1.1174259656102845,25,0.5
S0206,2.2836783411111807,1.1764888081647333,25,0.5
S0207,2.155141993898657,0.738301165150641,25,0.5
S0208,2.2546455495119653,0.8136950657914962,25,0.5
S0209,2.0289641379486745,0.8030613746429776,25,0.5
S0210,2.847824519885345,1.106761167455418,25,0.5
S0211,2.945703013130096,1.2691029010305952,25,0.5
S0212,2.7000646727344106,1.2571218449370143,25,0.5
S0213,1.215887340878667,1.1003871162815637,25,0.5
S0214,1.1263220746516076,0.6244299655933284,25,0.5
S0215,2.2041424414039095,1.0649997670376061,25,0.5
S0216,2.1629024527427823,1.1674218458975911,25,0.5
S0217,2.013197877242482,0.8695351928734246,25,0.5
S0218,2.2059128887518313,0.8807260958529177,25,0.5
S0219,2.4160397261859163,0.9758832792882041,25,0.5
S0220,2.125222028912512,0.9883974430798771,25,0.5
S0221,2.3348929788148514,1.5120485611205934,25,0.5
S0222,2.0358365271530747,1.157958165237688,25,0.5
S0223,1.7803160014524984,0.9095826992456459,25,0.5
S0224,1.9414572073741325,1.0682794755269935,25,0.5
S0225,2.7929488366172808,1.3315602282795613,25,0.5
S0226,2.3163210064383986,0.8156765244364746,25,0.5
S0227,2.221956417973696,0.834226218809885,25,0.5
S0228,1.8478414145659137,0.8007434727373713,25,0.5
S0229,2.0202144821718884,0.9701557715776212,25,0.5
S0230,1.9948832199036197,0.8749274327826022,25,0.5
S0231,2.933699393662211,1.1904991135820717,25,0.5
S0232,2.0076614264872346,0.8987463802070517,25,0.5
S0233,2.36554475882407,0.9870946908341136,25,0.5
S0234,1.521540654760603,0.7091708531880528,25,0.5
S0235,2.3956595514935795,0.8609863846586342,25,0.5
S0236,2.8807427050209227,1.2866625347568768,25,0.5
S0237,1.5084864563393885,0.6449920673173658,25,0.5
S0238,1.8768272575443676,1.0185465794537516,25,0.5
S0239,1.5252364828914695,0.8205880471182481,25,0.5
S0240,1.8541653782547074,0.47810564682091006,25,0.5
S0241,1.474113356333697,0.7349774968833411,25,0.5
S0242,2.0000277401225475,1.1178764113471176,25,0.5
S0243,1.3705158196566014,0.9248811699748425,25,0.5
S0244,2.7089132058101173,0.9776947396311362,25,0.5
S0245,1.2687021451354763,0.8387423247557303,25,0.5
S0246,1.40716569015227,0.8948183413034423,25,0.5
S0247,2.393893962462401,1.0979648379430318,25,0.5
S0248,2.222504832440867,1.3271679879402731,25,0.5
S0249,2.229105613589585,0.8861341652680369,25,0.5
S0250,2.1996984972121068,0.825035323016921,25,0.5
S0251,1.3474849930224697,0.7095564875367999,25,0.5
S0252,2.2500508238690373,1.3098904746259654,25,0.5
S0253,2.0795089160269096,0.8839249526521135,25,0.5
S0254,2.972468393165183,1.2116538508020833,25,0.5
S0255,2.1239257438123897,1.0946192069904752,25,0.5
S0256,1.6596305205014041,0.7421866082185535,25,0.5
S0257,2.603444110730437,1.2464461360097125,25,0.5
S0258,1.857973684322034,1.2518262127610211,25,0.5
S0259,2.0615653589293856,0.975378975276501,25,0.5
S0260,2.1022141188316854,0.8637466111539049,25,0.5
S0261,3.05727130283426,1.3047756457035098,25,0.5
S0262,2.4985270612127435,1.1474953682318247,25,0.5
S0263,2.1815286249797374,1.229149879655045,25,0.5
S0264,2.3724436460814085,1.0852213683853356,25,0.5
S0265,2.0095182426088174,0.9580047008209507,25,0.5
S0266,1.8597072991779398,1.086006817153418,25,0.5
S0267,1.9397953291652577,0.83087598974363,25,0.5
S0268,2.343519216778858,1.0489816046508276,25,0.5
S0269,2.40644976565105,1.3181461111722137,25,0.5
S0270,1.9804352754297814,0.8566840917596863,25,0.5
S0271,2.0363880307471827,0.9372416009304176,25,0.5
S0272,2.258226414394213,1.0590923915675443,25,0.5
S0273,2.3254016120513934,1.1929384405008576,25,0.5
S0274,2.7730125951587445,1.3214412066516816,25,0.5
S0275,1.904176435254658,0.8820815502069883,25,0.5
S0276,2.913222763943954,1.1633069476921802,25,0.5
S0277,2.3205651247514867,0.9199644368373692,25,0.5
S0278,2.386607326588328,0.976936036601599,25,0.5
S0279,2.763832087415859,0.9318794660919558,25,0.5
S0280,1.0905035121170552,0.8564213844819812,25,0.5
S0281,2.307441530820212,1.026813475272329,25,0.5
S0282,1.9620208333438616,0.8626477436881883,25,0.5
S0283,1.5868586616929612,1.2190381024563024,25,0.5
S0284,1.981841321501395,1.1333482609610428,25,0.5
S0285,2.801598649411964,1.1401028209833923,25,0.5
S0286,2.117628030160718,0.8864100962532846,25,0.5
S0287,1.5739168404248847,1.0256986084423525,25,0.5
S0288,1.9077701165742509,1.0631784849378245,25,0.5
S0289,1.7759669919356869,0.8808517987829336,25,0.5
S0290,2.724076100925267,1.2121222093815203,25,0.5
S0291,1.6205855848309154,0.9319667764252971,25,0.5
S0292,2.166650002423663,0.7821794562568012,25,0.5
S0293,0.9697984212958912,1.041352580152385,25,0.5
S0294,2.921837923738555,1.2691260279850936,25,0.5
S0295,2.2365612020911345,1.021447554964881,25,0.5
S0296,2.403759164232463,1.158194357099615,25,0.5
S0297,2.426329570896423,1.3103178523394725,25,0.5
S0298,3.317729720906548,1.3893040661354983,25,0.5
S0299,2.3483486524760906,0.8553372590431273,25,0.5
S0300,2.1605826090784177,1.0218787198945838,25,0.5
S0301,2.2725090022285093,0.9468614666285661,25,0.5
S0302,2.0888920130638713,0.8617356510958479,25,0.5
S0303,2.7400569783120345,1.2581644893425916,25,0.5
S0304,1.945943513337774,1.0515315379891417,25,0.5
S0305,2.875346592178692,0.9241156404623978,25,0.5
S0306,2.6575888933187604,1.0839066818002712,25,0.5
S0307,2.7724815665559457,0.8672000124268383,25,0.5
S0308,1.5813423619497293,0.8518300664638188,25,0.5
S0309,2.286387203549222,1.3533404834258451,25,0.5
S0310,2.3677052249007002,1.42297353494399,25,0.5
S0311,2.2239140240287782,1.1628877433848064,25,0.5
S0312,1.4817447389143479,1.051500498720207,25,0.5
S0313,2.0947267390511546,0.9330404003236239,25,0.5
S0314,3.049531630625566,1.4217794992948032,25,0.5
S0315,1.8644019224542627,1.0820452886467113,25,0.5
S0316,2.4795289592959757,0.8872774966536976,25,0.5
S0317,2.248904200573267,1.186768151527914,25,0.5
S0318,2.8082070577146414,1.3186066926159243,25,0.5
S0319,1.6780758318896822,1.1523008209655847,25,0.5
S0320,2.2172129516437624,1.229031343148647,25,0.5
S0321,2.225269583343277,1.1265373103766907,25,0.5
S0322,2.002215491499754,0.7149577644907664,25,0.5
S0323,1.635803526037042,0.7806642743643284,25,0.5
S0324,1.3620108711121337,0.9099253366037198,25,0.5
S0325,2.3600754166735642,0.933686094096529,25,0.5
S0326,1.79604418378095,0.6813466911424393,25,0.5
S0327,1.8714493881464866,0.7137390004944351,25,0.5
S0328,1.9035223246338064,0.7412357977182948,25,0.5
S0329,1.6162519357195095,1.0125761203224575,25,0.5
S0330,2.5977254817843813,1.3844534562704762,25,0.5
S0331,2.029994496827503,1.219701007514882,25,0.5
S0332,2.186372678073,1.0127976392330191,25,0.5
S0333,2.684382341209582,1.0367604244542694,25,0.5
S0334,1.8535292474585026,0.6816294493709472,25,0.5
S0335,2.242532879578484,1.1452674318664144,25,0.5
S0336,2.3788384517495884,1.0080385728947057,25,0.5
S0337,1.466395393858566,0.7562567002643507,25,0.5
S0338,1.5598108040582073,0.8573758388643762,25,0.5
S0339,1.5715736819430264,0.843760093387744,25,0.5
S0340,2.3877937767697195,1.3037112007919966,25,0.5
S0341,2.0278458402314117,0.7642912406420916,25,0.5
S0342,1.8280709527282162,0.8885459622986436,25,0.5
S0343,2.3030800718937128,1.059817736672459,25,0.5
S0344,2.4359426396648938,1.0637039197502258,25,0.5
S0345,2.3601495305197413,1.198649525244347,25,0.5
S0346,2.2579100198164412,1.2158224235417823,25,0.5
S0347,2.0119870084836506,0.9606181079846743,25,0.5
S0348,1.6048194712386836,0.9480784588003149,25,0.5
S0349,2.8782812778766167,1.2455601332633521,25,0.5
S0350,2.255048466428278,0.8947376455248831,25,0.5
S0351,2.3978424351828593,1.0321638782391447,25,0.5
S0352,2.0017330470609926,1.0993084708540868,25,0.5
S0353,2.0952855124675698,1.1220763016597468,25,0.5
S0354,1.8465983220973674,0.9732625014226892,25,0.5
S0355,2.294576122153438,1.259662376725527,25,0.5
S0356,1.4602081243231009,0.7394352966096848,25,0.5
S0357,2.3737045502058187,0.9099966234041766,25,0.5
S0358,2.284084762824117,0.9160764833236654,25,0.5
S0359,2.888058426046634,0.8606607704053086,25,0.5
S0360,2.58559164213701,1.1656971801587215,25,0.5
S0361,1.9610843491241101,1.3197471349457932,25,0.5
S0362,2.2445707398033385,1.3288318575681994,25,0.5
S0363,2.1871837423160647,1.038170610131111,25,0.5
S0364,2.7820651679554214,0.9930650825911076,25,0.5
S0365,2.661706580537201,1.099362870283412,25,0.5
S0366,1.7909125284803291,1.0255388679844213,25,0.5
S0367,2.499631062517353,1.2240538130644094,25,0.5
S0368,2.05846479638492,0.8587520903123045,25,0.5
S0369,1.6792877126313352,1.01409547629939,25,0.5
S0370,1.7429624114780857,0.8850215314921236,25,0.5
S0371,2.4989113625057513,1.2331251488736437,25,0.5
S0372,2.620397421393613,1.0720878283039308,25,0.5
S0373,2.4241097146656387,1.0361983058717483,25,0.5
S0374,2.524917747125884,0.939141773527157,25,0.5
S0375,2.326619027076156,1.0719459622529295,25,0.5
S0376,2.034106631258861,1.0128551177153364,25,0.5
S0377,1.9754848820168327,0.9942123997626183,25,0.5
S0378,2.046884960050165,0.9497070807558203,25,0.5
S0379,2.05659942502369,1.1721703641636712,25,0.5
S0380,1.5249013980456194,0.8735264622309873,25,0.5
S0381,2.00169947327085,1.030359335527937,25,0.5
S0382,2.4734308498001085,0.9196709723172733,25,0.5
S0383,1.7974828824071387,0.8257984287016518,25,0.5
S0384,3.2791217315673618,1.1268500297602355,25,0.5
S0385,1.7552611043875426,0.8927610165688122,25,0.5
S0386,2.3786756135194764,1.2273532662411486,25,0.5
S0387,2.7786663416352426,1.226781288371837,25,0.5
S0388,1.1979501814555489,0.967632747565496,25,0.5
S0389,2.4626975586434354,1.436250585900126,25,0.5
S0390,2.003216149340989,0.666085407139142,25,0.5
S0391,2.2861333300150126,1.2236600510829814,25,0.5
S0392,2.4678467394587877,1.1359666129518782,25,0.5
S0393,2.6101739557727495,1.25585314677308,25,0.5
S0394,1.804063848456392,0.9478377316271106,25,0.5
S0395,2.639861178997125,0.9775445890239651,25,0.5
S0396,2.310205550720051,1.1126003071294264,25,0.5
S0397,1.891192767163099,1.3111499542574547,25,0.5
S0398,2.285808155493563,0.99217096502768,25,0.5
S0399,1.6597619948175466,1.1648444051584386,25,0.5
S0400,2.072119839495359,0.9584327384930683,25,0.5
S0401,2.2663759282812532,1.0543493425609698,25,0.5
S0402,1.95016942303453,0.7166061022508323,25,0.5
S0403,2.4271004222918813,0.9719334167306363,25,0.5
S0404,2.290256288775354,1.014353615315425,25,0.5
S0405,1.7677252697322356,0.7963445364088804,25,0.5
S0406,2.3418039565141657,1.135962851168257,25,0.5
S0407,2.659107654388599,1.2574170350091436,25,0.5
S0408,1.7743826363411888,1.0717163506348917,25,0.5
S0409,2.11893514061894,1.1537875527712529,25,0.5
S0410,1.9462289865045,0.9016227980352206,25,0.5
S0411,2.102577682982759,1.1556576105021943,25,0.5
S0412,2.471461971508917,1.2757204213619906,25,0.5
S0413,2.3657735071237993,1.1335686136765524,25,0.5
S0414,1.651814558696405,0.7494105145912324,25,0.5
S0415,2.0705560799863134,1.2569523770853355,25,0.5
S0416,1.605864916032723,0.777819670482892,25,0.5
S0417,2.942318921373084,1.4541780850836816,25,0.5
S0418,3.4339430646850877,1.6249442829014593,25,0.5
S0419,1.8081740852359416,1.0617441635891542,25,0.5
S0420,1.6892770321535928,0.7181616684989812,25,0.5
S0421,1.3966231230097685,0.8731978579830191,25,0.5
S0422,2.1048282639504277,1.0060356380124906,25,0.5
S0423,1.863997835751878,1.093544401390202,25,0.5
S0424,1.7717664542508869,0.8831227232354841,25,0.5
S0425,1.7550507931249466,0.92642579861018,25,0.5
S0426,1.7810452437946864,0.7119748008958839,25,0.5
S0427,2.390687049052479,1.19912809719162,25,0.5
S0428,2.159816787303834,0.9198232869800105,25,0.5
S0429,1.8280419641189638,0.9477395486371534,25,0.5
S0430,2.3069041050388166,1.0798819786071463,25,0.5
S0431,2.1112357850685997,1.3560364488110606,25,0.5
S0432,2.2023060244440082,1.0919164460353084,25,0.5
S0433,1.7183946273187958,0.919441746734858,25,0.5
S0434,1.6760589747725008,0.7100156015813175,25,0.5
S0435,1.896919056619275,0.8087394700019241,25,0.5
S0436,2.53203538960003,1.2024688989701964,25,0.5
S0437,2.0671728525110837,1.1005629139790263,25,0.5
S0438,2.2488785206698405,1.0214229542905247,25,0.5
S0439,1.772034409631674,1.1899692622004558,25,0.5
S0440,1.8830945694157912,0.8342280905516609,25,0.5
S0441,1.9552622800931185,0.922202177916145,25,0.5
S0442,1.3162878231172885,0.6632191382078827,25,0.5
S0443,2.4643350735107763,1.1019605486580537,25,0.5
S0444,2.1962688700117345,1.2233345778583697,25,0.5
S0445,2.1887153948065947,0.9342231210100767,25,0.5
S0446,0.8252231802706256,0.5239284286206924,25,0.5
S0447,1.8048898281340957,0.8332751981006268,25,0.5
S0448,2.1056191746062463,1.018270112149096,25,0.5
S0449,2.592967848864042,1.6412672262619266,25,0.5
S0450,2.767603317394379,0.9213369768333212,25,0.5
S0451,1.2723934267719872,0.8855859899821008,25,0.5
S0452,2.3539890309350886,0.8723698254894167,25,0.5
S0453,2.063768968167323,0.7937079108961327,25,0.5
S0454,1.6301078912599,1.0196627877296585,25,0.5
S0455,2.9988299019826643,1.0951441483963642,25,0.5
S0456,1.231184094120135,0.5850665128664556,25,0.5
S0457,2.709754154348046,1.1890470662986865,25,0.5
S0458,2.55894113464534,1.110823502173003,25,0.5
S0459,2.5732411843191305,0.9528015783701027,25,0.5
S0460,2.020925838280184,0.9466845615562648,25,0.5
S0461,2.1783945196993546,1.0472568292539344,25,0.5
S0462,1.748161525745291,0.7483736597934569,25,0.5
S0463,2.8667721849210945,0.9924172567614762,25,0.5
S0464,1.7198493253468627,0.750285022346213,25,0.5
S0465,2.1750455088546965,1.3290065495645242,25,0.5
S0466,1.8185020375850454,0.9006727891066711,25,0.5
S0467,2.244501806506819,1.1136681743966417,25,0.5
S0468,3.0746202152146953,1.3988314202407826,25,0.5
S0469,2.3416039117803114,1.1258658119416358,25,0.5
S0470,1.5784133220778827,0.9868022555295364,25,0.5
S0471,1.790176448649976,1.1352277559699595,25,0.5
S0472,2.4789363704107337,1.0499197031811818,25,0.5
S0473,2.3648910526413185,0.8826508488256866,25,0.5
S0474,2.3303964822855185,1.1945855006635762,25,0.5
S0475,1.5079318121957517,0.8246312018327309,25,0.5
S0476,2.22751012576902,1.1627944676613555,25,0.5
S0477,1.610298201361542,0.783414124636193,25,0.5
S0478,2.00000655588144,1.0543463838364429,25,0.5
S0479,1.9840830161398797,1.1569422363326054,25,0.5
S0480,2.056164201964777,1.1621908953423605,25,0.5
S0481,1.966314180473351,0.8486497371175112,25,0.5
S0482,1.6298282109345954,1.1011350776969613,25,0.5
S0483,2.6587350814812654,1.2806186782027642,25,0.5
S0484,2.724463288496406,1.3005397109165118,25,0.5
S0485,2.3967389996385684,1.3809733153970238,25,0.5
S0486,2.219147677205954,1.2644290884017484,25,0.5
S0487,1.7979721890525033,1.0203878453687274,25,0.5
S0488,2.5922307730921026,0.9787205741923074,25,0.5
S0489,1.63177480517079,0.6848749584668952,25,0.5
S0490,2.609206072952753,0.7406179293357829,25,0.5
S0491,2.0564537051989182,1.0346389546050359,25,0.5
S0492,2.362705338611675,1.3608317075431204,25,0.5
S0493,2.1937558971833715,0.741771135091797,25,0.5
S0494,1.713011163581529,0.8129114539018584,25,0.5
S0495,2.4507657482148546,0.864752529925531,25,0.5
S0496,2.6116262727368187,1.0218073086618649,25,0.5
S0497,2.1375513330141525,0.9862639561813,25,0.5
S0498,2.896171987790628,1.2032867677566164,25,0.5
S0499,1.6690750986351814,1.1217316935340738,25,0.5
S0500,1.8983974537892763,1.0491138659437174,25,0.5
