respondent_id,dl_technical,dl_informational,dl_communicative,dl_strategic,uses_computer,uses_internet_daily,uses_cloud_services,uses_social_media_business,uses_digital_payments,uses_erp_software,dl_composite
SME_0078,6.022405129263254,7.0,5.47286471784758,6.7448958950098845,1,1,0,1,1,0,6.310041435530179
SME_0079,3.680575515568518,2.614415666385619,2.8602431546685487,4.375875809501969,1,1,0,0,1,0,3.3827775365311634
SME_0080,4.161760599692168,4.277397632493224,4.566584427992018,5.299149820547667,0,1,0,1,1,0,4.576223120181269
SME_0081,3.0340384642959966,2.6451627766610746,3.7505353609165617,2.465240050064925,0,0,0,1,1,0,2.973744162984639
SME_0082,3.510017491463829,5.188462730551798,3.7947800617094165,2.895842840520697,1,1,1,1,1,0,3.847275781061435
SME_0083,3.0014358983024856,3.48900747722033,3.5921311874228645,3.5094109805866047,0,1,1,0,1,0,3.3979963858830713
SME_0084,3.087557211598055,4.156837426040868,4.413536710143935,3.021888821164835,1,0,1,0,0,0,3.669955042236923
SME_0085,3.2535616055872922,2.439547303484945,4.954109430939103,1.3927065565075973,0,0,0,1,1,0,3.009981224129734
SME_0086,2.4615168770502738,6.138940610067124,2.2207505513055716,3.993823453859102,1,0,1,0,1,1,3.703757873070518
SME_0087,4.433222668976803,3.5386026661899654,3.955316136869806,4.115754486652069,0,0,1,0,1,0,4.010723989672161
SME_0088,3.681978749025891,3.1524985015224725,4.112176713451444,3.107983920725229,0,0,1,1,0,0,3.513659471181259
SME_0089,6.285487330519816,4.602573601314995,3.665232216093223,3.074915379521365,0,1,0,0,1,1,4.40705213186235
SME_0090,6.639838486667325,6.093560222770207,6.844138977688995,6.944310019435079,1,1,1,1,1,1,6.630461926640401
SME_0091,2.5330353858964525,4.6851663638973715,5.478459774117,5.439256516741752,1,0,1,1,0,0,4.533979510163144
SME_0092,1.461782582350131,2.778943418385969,2.3829059617398554,2.3513043173805155,0,0,0,1,0,0,2.2437340699641175
SME_0093,4.687407411565412,4.74705043128163,4.42325462004831,4.491124233836392,0,1,0,1,1,1,4.587209174182936
SME_0094,3.0802340216820756,4.877752416499331,3.8837859165088884,4.017718201087167,1,0,1,1,1,0,3.9648726389443656
SME_0095,1.34027972776745,2.892328732402307,1.7837731615870556,3.3929640960273812,0,1,0,0,0,0,2.3523364294460487
SME_0096,7.0,6.714409040797424,6.838681949449111,7.0,1,1,0,1,1,1,6.888272747561634
SME_0097,2.2539428663073604,1.8994335647650833,1.9159236204726362,1.093977628591881,0,1,0,0,1,0,1.7908194200342402
SME_0098,2.2912234128817786,2.8870108394775027,2.2859321782292996,3.6601826383951566,0,1,0,1,1,0,2.7810872672459346
SME_0099,7.0,7.0,6.816634889192969,6.207534544619485,1,1,1,1,0,1,6.756042358453113
SME_0100,3.2616578999022763,2.1119305310364282,2.9089979183492525,4.085582234361679,0,0,0,1,1,0,3.092042145912409
SME_0101,6.954350966855075,7.0,7.0,5.605813348588155,1,1,1,1,1,0,6.640041078860808
SME_0102,2.1898844468455283,2.0938875939106927,2.7114570043399624,1.3121382965093769,1,0,0,0,1,0,2.07684183540139
SME_0103,2.099851118615071,3.9955630546893506,3.7265279102216087,3.135054351912171,0,1,0,1,1,0,3.2392491088595503
SME_0104,5.9518312847261186,5.552820625570332,5.234225168544643,4.610888202278209,0,0,0,1,1,0,5.337441320279826
SME_0105,2.3741520830871083,1.1690911976491078,3.131362441125499,1.4818414983820711,0,1,0,1,1,0,2.0391118050609465
SME_0106,3.980586412116473,4.3474404497097705,4.676748006270652,3.125352054318372,0,1,0,1,1,0,4.032531730603817
SME_0107,4.588134504662411,2.0251198760205638,3.8304226946443913,1.856074452926243,1,0,0,0,1,0,3.074937882063402
SME_0108,2.3558828300459904,1.026028339777664,2.8822978177689103,1.5296286008642088,1,0,0,0,1,0,1.9484593971141932
SME_0109,1.8881758854458648,3.3821832557502143,2.795635276666919,2.169541545814522,0,1,1,1,1,0,2.55888399091938
SME_0110,4.509665926394194,3.135684158521736,4.206243757739846,4.597397293221623,1,1,0,1,0,0,4.11224778396935
SME_0111,7.0,5.910920680874205,7.0,6.385513329639599,1,1,1,1,0,1,6.574108502628452
SME_0112,4.627433345089496,6.514354175525665,5.4273824880811,6.020630804307163,1,1,0,1,1,0,5.647450203250856
SME_0113,5.718329802036895,7.0,6.080570803463979,7.0,0,1,1,1,1,1,6.449725151375218
SME_0114,7.0,7.0,5.931900396822211,7.0,1,1,0,1,1,0,6.732975099205553
SME_0115,5.162222068158756,3.8915508876245926,4.798409416243542,2.9871635269484775,0,1,1,1,0,0,4.209836474743842
SME_0116,7.0,6.140366565702318,6.007814197961033,7.0,1,1,0,1,1,1,6.537045190915838
SME_0117,3.7822780517234653,1.0,2.9904083378448463,1.6580581808386883,0,1,1,1,0,0,2.35768614260175
SME_0118,3.247924205437151,4.770221175571063,3.9282764824082266,2.6733862193387874,1,1,0,1,0,0,3.654952020688807
SME_0119,4.588304316208235,3.117894983816921,2.9534038054325746,1.3580896438881906,1,0,1,0,0,0,3.00442318733648
SME_0120,5.256743668216303,4.233701394437373,4.034634585301595,3.0068777495950294,1,1,1,1,0,1,4.132989349387576
SME_0121,2.567098001408747,2.871143021935251,2.369475175591106,2.483012928311482,0,0,0,1,1,0,2.5726822818116464
SME_0122,5.706778367116295,7.0,7.0,6.334333388568835,1,1,1,1,1,1,6.510277938921282
SME_0123,2.710000797694345,3.225572029483441,4.008953099714034,3.1590550934803665,0,1,0,1,1,0,3.275895255093047
SME_0124,3.067383355338152,1.0,1.8862900112465963,2.2403539938779136,0,1,0,1,1,0,2.0485068401156656
SME_0125,2.2832251590151236,3.0377063290388486,4.909335313556471,3.653502849781544,0,0,0,1,1,0,3.470942412847997
SME_0126,3.930058934550272,2.8674830281177726,1.6000863487619736,1.6425842097845662,0,1,0,1,1,0,2.510053130303646
SME_0127,2.6153308232618926,3.632943292921288,2.754347873184032,2.243131300598498,0,0,1,1,1,1,2.811438322491428
SME_0128,4.984813938196401,5.387252203685728,6.371180714934609,5.567726497200527,1,1,1,1,0,1,5.577743338504317
SME_0129,2.2084365693928207,3.2911127391013064,1.5428073632092576,1.817839416142076,0,1,0,1,0,0,2.215049021961365
SME_0130,3.9249693460672526,4.253072816119248,5.26604899228481,1.9697208640702124,0,1,0,1,0,1,3.853453004635381
SME_0131,3.102051208202082,2.932956411786493,2.712670507103189,1.5535017964593127,0,0,0,1,1,0,2.575294980887769
SME_0132,3.127939243039195,4.22052699366451,3.1645630829485665,2.7955773167028304,1,0,1,1,1,0,3.3271516590887757
SME_0133,2.284085760304812,3.672462150468358,4.302260824991301,4.090759312232529,0,1,0,1,1,0,3.58739201199925
SME_0134,3.4823759419864477,3.122116596568126,3.5091262706384283,2.756579570223483,1,0,0,0,0,0,3.2175495948541215
SME_0135,4.011084751277111,2.876320410787696,3.996950514055924,4.400097846820478,1,0,0,1,0,0,3.8211133807353024
SME_0136,4.922665250788997,4.048507612329885,2.7389902704406746,4.057408556851185,0,0,1,0,0,1,3.941892922602686
SME_0137,4.00577305122548,3.8969295041959566,4.398574124777384,3.9436687530224908,1,0,0,1,1,0,4.061236358305328
SME_0138,4.661874751655962,2.813661294911651,2.4588128625351944,2.401554725010633,0,1,0,1,1,0,3.0839759085283607
SME_0139,2.6426855625483148,3.860649627371977,3.6132333159488095,2.0129637210667006,0,0,0,1,1,0,3.0323830567339503
SME_0140,3.717387480587008,4.60134411873747,3.533857247179837,2.64775732264651,0,0,1,1,1,0,3.625086542287706
SME_0141,7.0,6.910626235299825,7.0,6.553428945740426,1,1,1,1,1,0,6.866013795260062
SME_0142,4.088105690443273,4.622669447801631,2.8103630568509477,4.915872490122314,1,0,0,0,0,0,4.109252671304541
SME_0143,3.2280853598508923,4.143513561716872,5.170873710636485,3.0948894798340394,1,1,0,1,0,0,3.909340528009572
SME_0144,2.4203157954304575,3.4315934823032377,2.755110744650331,1.4197115894312151,0,1,0,0,0,1,2.50668290295381
SME_0145,2.1798247314100534,2.8332258022638817,4.474691196611101,2.61080981872492,0,1,0,0,0,0,3.024637887252489
SME_0146,4.430929713402619,3.4710084988337515,5.4462408060335346,3.767856109826898,1,1,0,1,1,1,4.279008782024201
SME_0147,3.689145423607038,3.5221432642535175,5.00849646839318,3.4833204540657503,1,1,0,1,1,0,3.9257764025798716
SME_0148,4.599587985142048,3.229769436055568,2.0750107039284957,3.211626712473604,0,1,0,0,1,0,3.278998709399929
SME_0149,7.0,6.131495410643808,6.926126013297609,7.0,1,1,0,1,0,0,6.764405355985354
SME_0150,2.116028285830233,1.5182491598311605,4.129284853650658,1.6588350706031494,0,0,1,0,0,0,2.3555993424788
SME_0151,2.4879480024891367,2.8310456787781044,3.472485370226707,1.6747080391691356,0,1,0,1,0,0,2.616546772665771
SME_0152,6.605665380040598,7.0,6.905271757945673,6.856510648465556,1,1,0,1,1,0,6.841861946612957
SME_0153,6.400062723741148,5.926755806682585,5.517707288828769,6.448780634807305,1,1,1,1,1,1,6.073326613514952
SME_0154,5.862994956140052,5.961219700870624,6.352854295783961,6.383883022284001,1,1,0,1,1,0,6.140237993769659
SME_0155,7.0,6.24889026370235,5.38765139764587,5.23571014728098,1,1,1,1,1,0,5.968062952157299
SME_0156,3.525837741634315,4.811780154411493,4.40633736804581,5.426430734608859,1,1,0,1,0,0,4.542596499675119
SME_0157,7.0,7.0,6.935328112062924,5.435529146382719,1,1,0,1,0,1,6.5927143146114116
SME_0158,2.757387329075203,3.9110862635332837,2.4334295089449998,4.930129964874411,1,1,0,0,1,0,3.5080082666069745
SME_0159,3.7962722138630767,3.0463572892857798,4.316636974588743,4.225281892716831,1,0,1,1,0,0,3.8461370926136076
SME_0160,3.3349210940881564,3.7104785909083224,4.231992706051138,3.625318334021503,1,1,0,1,1,1,3.72567768126728
SME_0161,5.3645804493339,5.668167396344654,6.405128832021243,4.242163381389766,1,1,0,1,0,1,5.420010014772391
SME_0162,3.7086134539864504,3.305067650782089,3.191948839923134,3.587272514027427,1,1,0,0,1,0,3.448225614679775
SME_0163,4.254972404604835,2.198504967118912,3.1735967345389327,2.5336473907349837,0,1,0,1,0,1,3.040180374249416
SME_0164,5.43696927993576,5.941871102596849,5.75596407392975,5.275870889545026,1,1,1,1,1,0,5.602668836501846
SME_0165,3.608480552328251,3.6692660212925956,2.6190556140420123,3.665334534508875,0,1,0,1,0,0,3.390534180542933
SME_0166,5.767684460833902,3.502857580180279,3.600132305252414,2.6987135101601716,1,0,0,1,1,0,3.8923469641066917
SME_0167,4.285720980843789,4.412550108961361,2.9161802610867866,4.488608793499175,0,1,0,1,0,0,4.025765036097778
SME_0168,6.195089842661265,6.207455553853599,6.124397043240794,6.778140575555808,1,1,1,1,0,0,6.326270753827867
SME_0169,3.038217019431543,3.5104225664088125,3.5740151713263244,5.212688134356796,0,0,1,1,1,0,3.833835722880869
SME_0170,2.440123375253808,4.939995127878571,2.8231503767138135,3.186841505543916,0,1,0,1,1,0,3.3475275963475273
SME_0171,5.555781529589463,7.0,5.738687128658442,7.0,1,1,1,1,1,0,6.323617164561976
SME_0172,3.289470982352139,3.2596952068941616,4.074831545834552,3.3030601167385725,0,0,0,1,1,1,3.4817644629548563
SME_0173,6.967698361989393,5.96536429487366,7.0,5.665725283182686,1,1,1,1,1,1,6.399696985011435
SME_0174,7.0,6.50848203210567,6.769503343063107,7.0,1,1,0,1,1,1,6.819496343792194
SME_0175,2.643394032162521,3.732057256113693,4.206555612263474,4.066330267956289,1,0,0,1,0,0,3.6620842921239944
SME_0176,3.76794619851779,3.211294524333201,2.2103653033161943,2.3161510995004235,0,1,0,1,1,0,2.876439281416902
SME_0177,4.992672769172276,5.373149450831962,6.043074755220514,4.364922758423684,1,1,1,0,1,0,5.1934549334121085
SME_0178,2.950659291387813,3.1827916415260322,5.018637491029567,2.9060964312869526,0,1,1,0,1,0,3.5145462138075914
SME_0179,7.0,4.680965369573058,6.61460196868489,7.0,1,1,1,1,0,1,6.3238918345644874
SME_0180,3.9219846664221842,3.6696199203685147,3.9246592693390516,3.3163742419312934,1,0,1,0,1,0,3.7081595245152608
SME_0181,2.4104458107987545,3.6565524875715303,2.805459966319865,1.3808269434841351,0,1,0,1,1,0,2.563321302043571
SME_0182,7.0,6.170359272167873,6.432499509350469,7.0,1,1,1,1,0,1,6.650714695379586
SME_0183,1.690877584634812,2.907363271037974,3.938493407415324,1.731479245917561,1,1,1,1,1,0,2.5670533772514177
SME_0184,3.776331345315083,4.35193899019503,4.5102214245349295,1.8786500546814526,1,1,0,1,1,0,3.6292854536816237
SME_0185,4.901833527297626,3.9968464395273386,3.4665482074412854,3.288002655372276,0,1,0,1,1,1,3.9133077074096314
SME_0186,4.717581581181945,5.088984612866312,6.154252168240737,5.016293271635268,1,1,0,1,1,0,5.244277908481067
SME_0187,3.9523799881547856,2.104981193868512,2.8691736794545633,4.315413815348209,1,1,0,0,1,0,3.3104871692065174
SME_0188,2.9171897269864306,2.758365791277807,1.607143027730941,3.4170449245216825,0,0,0,0,1,0,2.674935867629215
SME_0189,2.383660160689697,3.5222154570749504,2.1998417378098214,1.7113065895236577,1,0,0,0,0,0,2.4542559862745317
SME_0190,3.4491781038609064,3.3614899169458354,3.2010500116695995,5.1059465859677395,0,0,0,1,1,0,3.7794161546110203
SME_0191,3.3805262673209833,5.1464697744428705,5.238853338488472,5.420936512406246,0,1,0,1,0,0,4.796696473164642
SME_0192,4.755702869551595,4.181157086619834,2.3162359921617504,2.1758781411392265,0,1,1,0,1,0,3.357243522368101
SME_0193,3.782033151854018,2.99097938851787,4.904111151094812,5.537210639718358,0,1,0,0,1,0,4.303583582796264
SME_0194,3.8176614619567792,4.47733227009892,3.7043529946988834,3.4654357601561965,1,1,1,1,0,1,3.866195621727695
SME_0195,3.9245740803978926,4.932822408718475,2.8298096245440814,1.556799206214206,0,0,0,0,0,0,3.311001329968664
SME_0196,3.0105495990788587,4.073356596542999,1.9006405839886802,2.188152895913687,0,1,1,1,1,0,2.793174918881056
SME_0197,2.137847881192373,3.37987945009738,2.7171804893226548,2.8233237827285884,0,1,0,0,1,0,2.764557900835249
SME_0198,3.059527726121516,3.87549824618526,3.4980612790957366,6.657771283044298,1,0,0,1,1,0,4.272714633611702
SME_0199,6.225429818345919,4.387549364162784,5.090494088848834,5.507139436778568,0,1,1,1,0,1,5.302653177034026
SME_0200,3.8085814822785187,4.418007392207632,4.8078740662409265,5.851246943269463,0,0,1,1,1,0,4.721427470999135
SME_0201,2.444956465678542,4.092955968642599,3.5324716334497928,3.41908316938801,0,1,0,1,0,0,3.372366809289736
SME_0202,2.6995928154884004,4.174271121905123,2.0637931034663035,1.6124468332249597,1,1,0,0,0,0,2.6375259685211967
SME_0203,3.4631278544553075,2.962401904550792,4.354815188378043,2.011952376766992,1,0,1,0,0,0,3.198074331037784
SME_0204,5.02554325307367,5.841520092957922,4.462803519689408,3.56532890632314,1,1,0,1,1,0,4.723798943011035
SME_0205,3.76474865786461,3.911364437984114,2.5318907145300944,1.0,0,0,1,1,1,0,2.8020009525947045
SME_0206,2.6608791421339233,2.8373200760688917,3.818124617319795,4.056197439413682,1,1,0,0,1,0,3.3431303187340733
SME_0207,7.0,6.01980387360488,6.576248967771217,6.787218194630427,0,1,0,1,1,0,6.595817759001631
SME_0208,3.6138458900819894,3.058468080776357,3.165033140033985,3.2845913788392744,0,0,0,0,1,0,3.280484622432901
SME_0209,4.213980311118449,5.095246107394752,3.0070413298648653,2.7185866192607127,1,1,1,1,0,0,3.758713591909695
SME_0210,3.768677811776055,4.435854917192527,3.5847022561170343,2.7540380728850717,0,0,0,0,0,0,3.635818264492672
SME_0211,2.420280263823887,3.7367987414828367,3.370312396110126,3.7352115282896023,0,1,0,1,1,0,3.315650732426613
SME_0212,2.90680140006982,2.30138723332636,1.9986078660189908,3.149531858505018,0,0,0,1,0,0,2.589082089480047
SME_0213,3.9694683278990537,4.416763801470104,3.274285131894156,4.771391262764991,1,1,1,1,1,0,4.107977131007076
SME_0214,5.017519636339155,2.708658779422091,3.8594605116450538,4.26330151023423,1,1,1,0,1,0,3.9622351094101327
SME_0215,6.233561903219582,7.0,6.290456442720042,7.0,1,1,1,1,1,1,6.631004586484906
SME_0216,4.843174358838814,4.527957547125726,5.024693729653719,3.3641687702094343,1,1,0,0,1,1,4.4399986014569235
SME_0217,2.8392849370205924,3.895085788192004,3.9713351529054,2.5233796841364438,1,1,1,1,0,0,3.30727139056361
SME_0218,3.128215085934061,2.508320692003883,2.443737231094026,2.5769743187335976,0,1,0,0,1,0,2.664311831941392
SME_0219,3.4256289683697765,5.014983118334777,3.6142146904408996,1.912251324646332,0,1,0,1,1,1,3.491769525447946
SME_0220,3.4008861094118394,3.4702924905760177,3.741409682600211,3.3223505549663654,1,0,0,0,1,0,3.4837347093886084
SME_0221,2.4106727778207118,3.9287871500454123,3.177391557280556,4.415204526701824,1,1,0,1,1,1,3.4830140029621264
SME_0222,6.973452487509286,5.620843701616117,5.747861626897323,5.63276047863701,1,1,1,1,0,1,5.993729573664934
SME_0223,3.447862759062448,2.2533549118323783,2.81406796146344,3.7530094982140496,1,0,0,1,1,0,3.0670737826430794
SME_0224,4.26009802040271,5.400358925455518,3.3639548740748513,3.9366879916114548,1,0,0,1,0,0,4.240274952886134
SME_0225,3.2372581413554467,2.7068785560062962,4.162917129235715,3.6174671266983722,1,0,0,0,0,0,3.4311302383239575
SME_0226,5.269233136294222,6.023478396904442,7.0,5.701279105544327,1,1,1,1,1,0,5.998497659685747
SME_0227,3.361137859353413,4.440966875547954,3.5134724636758508,2.3453502934391666,1,0,0,1,1,0,3.4152318730040956
SME_0228,2.549365222386273,5.3504959599739355,5.370757740992089,3.1150128208562524,0,0,1,1,1,0,4.096407936052138
SME_0229,3.1409454111905464,2.6176548043737333,3.3840033889071153,2.6051508358749724,1,0,0,1,1,0,2.936938610086592
SME_0230,4.4184726931179465,2.2694354753137596,3.0122054292218325,3.1055085151352237,0,1,0,1,0,0,3.2014055281971907
SME_0231,4.032702258965112,3.4071366230610107,4.457344299112472,3.5952247583452426,1,1,1,1,0,0,3.873101984870959
SME_0232,3.1564440120658004,4.02972097647373,4.877552995511197,4.274022774071052,0,0,1,1,1,0,4.084435189530445
SME_0233,3.494015362607403,4.950452852713537,3.5513203839976577,3.1066590503203773,1,0,1,1,1,0,3.775611912409744
SME_0234,5.417437865626589,3.4299204002545514,4.247779013410236,4.316459677983534,1,1,0,1,1,0,4.352899239318727
SME_0235,3.108039254806526,3.9107203758194267,3.006340283185454,2.1034144593528086,0,0,0,0,1,0,3.0321285932910538
