firm_id,survey_year,reporting_year,macro_year,firm_id,firm_size,firm_age,employees,total_assets_million_naira,subsector,ownership_type,firm_resources_score,firm_age_category,fdi_presence,fdi_type,fdi_amount_million_usd,fdi_origin_country,knowledge_absorption_score,task_performance_score,innovation_score,firm_resources_score,fdi_intensity,fdi_x_policy_effectiveness,fdi_intensity_x_policy_effectiveness,fdi_x_gdp_growth,fdi_x_ease_of_business,roi_percent,roa_percent,export_intensity_percent,market_share_percent,operational_efficiency_score,overall_performance_index,export_oriented,gp_tax_incentives_effectiveness,gp_regulatory_stability,gp_infrastructure_support,gp_ease_of_doing_business,gp_corruption_experience,gp_policy_consistency,gp_government_support_programs,policy_effectiveness_index,macro_nigeria_total_fdi_billion_usd,macro_lagos_total_fdi_billion_usd,macro_lagos_food_processing_fdi_million_usd,macro_greenfield_fdi_ratio,macro_ma_fdi_ratio,macro_jv_fdi_ratio,macro_fdi_from_south_africa_million_usd,macro_fdi_from_uk_million_usd,macro_fdi_from_usa_million_usd,macro_fdi_from_netherlands_million_usd,macro_fdi_from_china_million_usd,macro_gdp_growth_rate,macro_inflation_rate,macro_exchange_rate_naira_usd,macro_interest_rate,macro_unemployment_rate,macro_ease_of_doing_business_rank,macro_ease_of_doing_business_score,macro_corruption_perception_index,macro_regulatory_quality_index,macro_government_effectiveness_index,macro_corporate_tax_rate,macro_infrastructure_quality_score,macro_pioneer_status_grants,macro_sector_gdp_billion_naira,macro_sector_employment_thousands,macro_sector_exports_million_usd,macro_number_of_firms,macro_capacity_utilization_percent,macro_average_firm_size_employees,macro_power_supply_hours_per_day,macro_logistics_performance_index,macro_internet_penetration_percent,macro_port_efficiency_score,macro_road_quality_index,macro_financial_inclusion_rate,macro_credit_to_private_sector_percent_gdp,macro_sector_average_roa,macro_sector_average_roi,macro_total_sector_revenue_billion_naira,macro_total_sector_assets_billion_naira,macro_average_debt_equity_ratio,macro_sector_export_revenue_million_usd,macro_data_collection_date,macro_last_updated,macro_year,fdi_x_policy_effectiveness,fdi_intensity_x_policy_effectiveness,fdi_x_gdp_growth,fdi_x_ease_of_business,knowledge_absorption_x_policy,ka_acquire_external_knowledge,ka_assimilate_new_info,ka_transform_knowledge,ka_exploit_knowledge_commercially,tp_work_quality_standards,tp_efficient_task_completion,tp_productivity_levels,tp_goal_achievement,inn_product_innovation,inn_process_innovation,inn_marketing_innovation,inn_organizational_innovation,fr_skilled_labor_ratio,fr_rd_spend_ratio,fr_iot_adoption,fr_liquidity_ratio,survey_date,respondent_position,response_completeness,response_time_minutes,technology_adoption_level
FIRM_055,2024,2023,2023,FIRM_055,SME,14,10,999.0,Meat Processing,Local Private,3.45,Mature (11-20 years),0,,0.0,,3.68,3.93,2.92,3.45,0.0,0.0,0.0,0.0,0.0,23.35,19.05,4.7,2.35,8.6,4.65,0,3.1,3.4,3.8,4.3,4.8,3.3,3.0,3.44,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,12.659,3.136286887003428,3.588388858871575,4.878796526063937,3.1263863596605037,4.686160655670965,3.530633989831112,3.612786159689648,3.8930071248259,1.2841132125895272,4.853508380310831,2.4517779812165235,3.07454931346629,53.42976665004231,1.218810672693252,1,5.0,2024-01-28 13:05:01.003344481,Production Manager,0.989051816938762,13,Medium
FIRM_056,2024,2024,2024,FIRM_056,SME,26,24,999.0,Grain Milling,Local Private,1.01,Established (>20 years),0,,0.0,,2.87,3.71,3.45,1.01,0.0,0.0,0.0,0.0,0.0,21.44,10.59,11.9,0.19,8.7,3.54,1,4.3,3.3,4.4,2.3,1.0,2.1,2.2,3.66,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,0.0,0.0,0.0,0.0,10.504,3.561897436999788,3.1597654071518124,1.6921825494600538,3.0532137692353443,3.099332269239239,3.178025540951227,4.770901542434877,3.800835883580093,3.199647687837348,4.022598237323596,4.227926799259038,2.344645289127166,23.455791018009567,4.490357061428018,0,1.1877616324659783,2024-01-28 19:06:13.244147157,CEO,0.9097566513489146,31,Medium
FIRM_057,2024,2022,2022,FIRM_057,SME,7,33,999.0,Grain Milling,Local Private,1.74,Growing (6-10 years),0,,0.0,,3.94,3.75,3.58,1.74,0.0,0.0,0.0,0.0,0.0,16.91,13.66,6.0,5.44,7.5,3.77,0,2.4,3.0,5.6,3.2,5.7,3.0,4.3,3.4,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,13.396,2.350085177482496,3.835100322899236,4.555491317471762,5.0,3.9300653382575774,3.902584065443909,4.056321979640239,3.1029109108879727,3.832434870954667,2.5114914505069814,3.40105715132538,4.573323362208752,50.77924487029974,1.3777891933095567,0,3.4456266711705386,2024-01-29 01:07:25.484949832,Operations Manager,0.8978643009809482,12,Low
FIRM_058,2024,2022,2022,FIRM_058,SME,10,126,999.0,Grain Milling,Foreign,1.12,Growing (6-10 years),1,Greenfield,17.66,South Africa,3.38,3.31,3.51,1.12,1.768,3.44,6.082,3.25,59.1,28.63,17.5,3.0,4.48,5.8,4.49,0,2.7,1.1,4.5,4.1,4.3,3.8,4.2,3.44,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,3.44,6.082,3.25,59.1,11.627,3.542645677766119,3.141272764769456,3.193920343770892,3.646367860288557,3.1416184834202934,3.9290309311577416,2.5871931921978093,3.5910981027186,2.4848997110366304,3.124582041866295,4.477930046994109,3.936055637912318,38.190837861261215,3.687900551829999,0,1.027317653345496,2024-01-29 07:08:37.725752508,CEO,0.9830712998041216,22,Medium
FIRM_059,2024,2022,2022,FIRM_059,Large,16,475,12046.68,Bakery Products,Foreign,0.55,Mature (11-20 years),0,,0.0,,2.8,3.09,2.54,0.55,0.0,0.0,0.0,0.0,0.0,19.86,16.66,2.4,4.92,10.0,4.72,0,5.2,1.9,2.4,2.5,4.7,2.5,1.9,2.81,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,7.868,3.0502845879963614,3.6639702757315296,2.2910943565091846,2.19790599939661,3.4466799039567824,3.1046618736245817,3.410792938285645,2.393760972134287,3.600700612120584,3.057366367710008,1.167990980616304,2.334205952424329,9.239912244223678,3.2324423161303155,0,0.8974620071289796,2024-01-29 13:09:49.966555184,CEO,0.8573866602112433,2,Medium
FIRM_060,2024,2023,2023,FIRM_060,SME,16,27,999.0,Bakery Products,Local Private,0.37,Mature (11-20 years),1,Greenfield,12.41,India,3.03,3.27,2.78,0.37,1.242,3.74,4.645,2.98,59.1,23.24,16.23,0.3,0.78,7.9,3.92,0,4.2,4.7,3.1,3.3,5.0,4.0,3.9,3.74,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.74,4.645,2.98,59.1,11.332,3.9885839965438903,3.379516030420515,1.9027177368349093,2.8481807966632458,3.2976425413701795,3.1014782950767694,2.8560268153179518,3.807085998331234,5.0,1.6760409129884857,2.66199431365064,1.7988504537807906,6.492566961111137,1.0569774754922825,0,1.304609100614132,2024-01-29 19:11:02.207357859,CEO,0.8704578089400515,12,Low
FIRM_061,2024,2024,2024,FIRM_061,Large,3,610,35365.73,Beverages,Local Private,1.32,Young (≤5 years),1,Greenfield,3.05,France,3.85,3.68,2.18,1.32,0.009,3.49,0.031,3.46,59.1,26.91,16.8,7.0,2.82,8.1,4.68,0,5.2,3.8,2.6,4.3,6.9,3.6,3.8,3.49,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.49,0.031,3.46,59.1,13.436,4.1499088412518015,4.188235175540518,2.92979164830067,4.117106636343519,3.435274843594509,3.5225342420098693,3.189840066873151,4.55731462468814,2.795657207013108,2.2536409751640822,1.0,2.6528946321199367,46.567153031929,0.5229489996803647,0,2.5435097514731977,2024-01-30 01:12:14.448160535,CEO,0.8623606651876067,41,Very Low
FIRM_062,2024,2023,2023,FIRM_062,Large,9,250,50000.0,Fruits & Vegetables,Local Private,2.65,Growing (6-10 years),1,Greenfield,22.04,UK,4.32,3.11,2.93,2.65,0.044,3.93,0.173,2.98,59.1,21.66,16.32,2.1,2.31,7.8,4.01,0,5.1,5.7,2.5,2.9,3.4,2.4,4.3,3.93,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.93,0.173,2.98,59.1,16.978,5.0,3.36402439348806,3.9294851007320135,4.97075421829594,3.476526378110613,2.9723504408793544,3.1691074674962856,2.815520720774737,3.2933070500053234,2.595315183718126,2.447679434958986,3.391052381482176,6.833884296733229,1.042028478964713,1,5.0,2024-01-30 07:13:26.688963210,CEO,0.9764664934864604,27,Medium
FIRM_063,2024,2024,2024,FIRM_063,SME,11,39,999.0,Fruits & Vegetables,Foreign,1.19,Mature (11-20 years),1,M&A,12.61,USA,2.71,3.53,2.27,1.19,1.262,3.04,3.836,3.46,59.1,23.81,18.07,1.3,1.98,5.3,3.74,0,1.3,1.9,2.8,2.7,3.5,4.5,3.6,3.04,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.04,3.836,3.46,59.1,8.238,3.6637065385708607,2.158877272255183,2.9852057916602197,2.031213350209633,3.4710387230449538,4.189388586816489,3.117883533916796,3.348443396009347,2.1619429163386084,1.2674015474296572,2.426522560856655,3.2161852595516005,36.14000510154056,3.499900093680927,0,1.4838336231401912,2024-01-30 13:14:38.929765886,Production Manager,0.8515911135055478,24,Medium
FIRM_064,2024,2023,2023,FIRM_064,Large,17,593,43435.41,Fruits & Vegetables,Foreign,2.7,Mature (11-20 years),0,,0.0,,3.5,3.51,3.44,2.7,0.0,0.0,0.0,0.0,0.0,28.1,20.14,8.5,6.58,9.6,5.94,0,2.4,3.2,4.3,1.7,3.0,2.2,5.0,3.4,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,11.9,3.4606370532657333,4.283345050499794,4.460039437222613,1.7960604918887637,4.300000347068184,3.341554959686788,2.495891702421284,3.897464067226078,3.0812511626020505,3.142744121426478,3.389275000989378,4.12781954229142,19.033569115260534,0.5165897046667026,1,4.674837866109151,2024-01-30 19:15:51.170568562,CEO,0.9792485733245572,30,Medium
FIRM_065,2024,2023,2023,FIRM_065,Large,16,250,35841.5,Oil & Fats,Local Private,3.37,Mature (11-20 years),1,Greenfield,5.18,Netherlands,3.18,3.14,3.17,3.37,0.014,3.69,0.052,2.98,59.1,30.77,18.4,9.1,2.38,7.1,4.9,0,4.1,4.7,1.2,3.1,2.7,4.1,3.3,3.69,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,3.69,0.052,2.98,59.1,11.734,3.355507441261869,2.765987389396167,1.793941878953597,4.796772140297426,3.137082324162488,1.5651082464748511,3.397876254785448,4.4517055806564905,3.360271624982304,2.875835339812264,2.7501202692560884,3.7109277499627673,46.95695721985127,1.4865090762982816,1,5.0,2024-01-31 01:17:03.411371237,General Manager,0.91769016930569,41,Medium
FIRM_066,2024,2024,2024,FIRM_066,Large,12,714,50000.0,Meat Processing,Local Private,1.92,Mature (11-20 years),1,M&A,93.11,UK,3.14,3.44,2.99,1.92,0.186,3.0,0.558,3.46,59.1,21.78,14.1,11.2,1.57,8.7,4.08,1,1.8,2.5,1.8,4.3,2.7,2.2,3.1,3.0,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.0,0.558,3.46,59.1,9.42,2.9174669657514496,2.9423635629458262,3.089119946938551,3.611691341896723,3.93232485620832,3.337624560364736,3.051513890522152,3.4310652302199105,3.094842340270138,1.5943954888195833,3.385747852107907,3.872612123177616,55.71035342648892,3.280791890280041,0,3.0308846173033217,2024-01-31 07:18:15.652173913,CEO,0.8506037918280956,20,Medium
FIRM_067,2024,2022,2022,FIRM_067,Large,1,477,50000.0,Dairy Products,Local Private,3.44,Young (≤5 years),0,,0.0,,2.76,2.96,3.03,3.44,0.0,0.0,0.0,0.0,0.0,15.68,11.4,5.6,1.56,8.3,3.14,0,2.5,2.6,4.2,2.6,1.6,2.7,2.3,3.33,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,9.191,3.470787074769353,2.983037094169556,1.9728459000281928,2.6053658144989065,4.530775491383335,2.87301932540922,1.1564410479981857,3.2846498024404625,1.8803046802911432,3.463791578749599,3.473784146452784,3.2941698605493936,55.20780265552967,0.8722944802435189,1,5.0,2024-01-31 13:19:27.892976588,Business Development Manager,0.9102467765818064,14,Medium
FIRM_068,2024,2024,2024,FIRM_068,SME,13,23,999.0,Meat Processing,Joint Venture,1.28,Mature (11-20 years),1,Greenfield,27.91,India,3.62,3.37,3.4,1.28,2.794,3.54,9.891,3.46,59.1,19.46,13.59,18.0,0.71,8.0,3.73,1,5.5,2.8,4.5,3.5,4.8,2.9,2.4,3.54,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.54,9.891,3.46,59.1,12.815,2.9636788718887765,4.362106665219572,3.4272686943624717,3.727703268897948,3.4920821812919622,2.4581069291773385,5.0,2.51864611455035,3.1063617713254508,3.744285470221864,5.0,1.7496311428101088,55.29558638601982,2.055616084638298,0,1.2414833118179718,2024-01-31 19:20:40.133779264,Business Development Manager,0.8780201261567553,33,Low
FIRM_069,2024,2022,2022,FIRM_069,SME,13,54,999.0,Beverages,Local Private,2.79,Mature (11-20 years),1,Joint Venture,4.39,USA,2.58,3.56,3.21,2.79,0.439,2.59,1.137,3.25,59.1,21.42,16.35,22.0,2.59,8.0,4.47,1,3.2,2.6,2.2,3.3,7.0,3.5,2.3,2.59,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,2.59,1.137,3.25,59.1,6.682,3.334768781015692,1.905028050214913,3.8981986510875695,1.1914018087864977,3.369248665551438,2.7338013532442,4.371015723373338,3.762062877584864,4.362195938717637,3.3043310309784,2.3531736791852635,2.823871321967789,45.78429243388463,0.5637488034635579,1,3.3787635502375606,2024-02-01 01:21:52.374581939,CEO,0.9436600731208244,18,Medium
FIRM_070,2024,2024,2024,FIRM_070,Large,50,1255,50000.0,Fish Processing,Foreign,1.93,Established (>20 years),0,,0.0,,3.82,3.87,2.94,1.93,0.0,0.0,0.0,0.0,0.0,25.71,13.39,13.2,6.97,9.8,5.24,1,4.7,3.9,4.7,2.8,7.0,1.0,3.6,3.1,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,0.0,0.0,0.0,0.0,11.842,4.254078028486368,5.0,2.721314385687052,3.3027004052777285,3.6616852248918494,3.6765859302830792,3.198959420060003,4.925245624086246,3.348635764514527,2.8083386423119268,1.6648750292669832,3.954080765917799,60.38453422207023,0.2314490637380601,0,4.025864050175404,2024-02-01 07:23:04.615384615,General Manager,0.951903818488247,14,Very Low
FIRM_071,2024,2023,2023,FIRM_071,SME,11,38,999.0,Dairy Products,Local Private,2.34,Mature (11-20 years),0,,0.0,,2.77,4.1,3.35,2.34,0.0,0.0,0.0,0.0,0.0,19.88,14.6,8.1,1.7,6.9,3.54,0,3.8,1.0,4.0,4.3,3.0,3.6,3.1,3.54,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,0.0,0.0,0.0,0.0,9.806,2.3947659477762877,4.139239766346236,1.0,3.562256938274468,4.507835125016426,4.530048579773762,3.5150552397924786,3.8664150771788055,3.861987189071841,3.632297936576669,2.97069197684805,2.9536293643278184,45.5301165918042,3.163492044284742,1,0.6933676791957255,2024-02-01 13:24:16.856187291,CEO,0.92312913556075,17,Medium
FIRM_072,2024,2022,2022,FIRM_072,SME,16,40,999.0,Oil & Fats,Local Private,0.61,Mature (11-20 years),0,,0.0,,3.75,3.5,2.91,0.61,0.0,0.0,0.0,0.0,0.0,14.12,9.89,2.9,2.96,7.9,2.89,0,3.0,5.3,2.6,5.1,3.8,3.0,3.8,3.86,4.73,2.18,174.1,0.58,0.28,0.14,32.2,69.3,11.9,17.9,42.9,3.25,18.77,435.08,13.0,33.3,104,59.1,24,-0.78,-1.02,30,2.5,67,3044.2,163.9,256.7,423,72.1,94,15.1,2.67,70.8,3.4,3.0,68.8,14.1,10.3,16.1,2134.7,3945.1,0.61,257.1,2024-03-15,2025-10-13,2022,0.0,0.0,0.0,0.0,14.475,4.111902848903236,3.556267239890412,3.2790533321168454,4.039416111630263,3.9164645785720142,3.819229131705486,2.5626765221459507,3.686632612489772,2.662988029987372,3.712198324429022,1.8174919701465024,3.452781331761372,29.673483586695887,0.208430395588944,0,1.1321563732304354,2024-02-01 19:25:29.096989966,Business Development Manager,0.8560779288159505,27,Very Low
FIRM_073,2024,2023,2023,FIRM_073,Large,28,320,50000.0,Meat Processing,Local Private,1.75,Established (>20 years),1,M&A,6.0,China,3.4,3.85,3.52,1.75,0.012,2.41,0.029,2.98,59.1,28.12,17.2,32.6,1.95,8.4,5.29,1,1.8,2.0,1.0,4.5,5.9,3.4,2.1,2.41,5.12,2.51,175.6,0.61,0.24,0.15,76.6,14.8,8.5,25.1,50.6,2.98,24.53,460.79,18.75,37.7,104,59.1,25,-0.76,-1.0,30,2.6,71,3159.9,168.9,269.8,439,74.3,96,16.3,2.72,73.4,3.6,3.2,70.5,13.8,9.7,15.3,2298.4,4187.3,0.63,268.3,2024-03-15,2025-10-13,2023,2.41,0.029,2.98,59.1,8.194,4.253692053871893,3.3615741995685995,3.493064696560159,2.4888832381659696,3.481271423235441,3.1754476282489823,4.856578302248693,3.893249386460192,3.6499002394237103,3.37666321274772,4.3301568452801895,2.7131265162784803,6.416513427157425,0.6332097191395866,1,1.9615296508097584,2024-02-02 01:26:41.337792642,General Manager,0.9484193206550804,5,Medium
FIRM_074,2024,2024,2024,FIRM_074,Large,22,263,27243.39,Oil & Fats,Local Private,1.73,Established (>20 years),1,Greenfield,9.56,USA,3.38,4.18,2.5,1.73,0.035,2.63,0.092,3.46,59.1,33.49,20.61,2.6,2.15,6.7,5.09,0,4.1,1.0,1.1,2.8,4.8,3.7,2.5,2.63,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,2.63,0.092,3.46,59.1,8.889,3.1055451784071373,3.59988785240036,3.463865279465528,3.368549729122687,4.090325990712824,3.919132936619492,5.0,3.693344797630839,3.179267838216526,2.3578489746087152,2.388460157160244,2.07316933631234,68.64898026238394,3.863552911813168,0,1.3373981486766526,2024-02-02 07:27:53.578595317,CEO,0.976305817540828,28,Medium
FIRM_075,2024,2024,2024,FIRM_075,Large,33,611,50000.0,Grain Milling,Local Private,1.81,Established (>20 years),1,Joint Venture,8.25,USA,3.01,3.31,2.57,1.81,0.016,3.71,0.059,3.46,59.1,26.22,17.3,1.8,4.65,8.6,4.91,0,5.5,3.2,2.2,5.5,4.4,3.6,2.4,3.71,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.71,0.059,3.46,59.1,11.167,1.5025160807931244,3.764785699865537,4.212203972639939,2.55966029915233,3.1386247100981457,3.278636782846706,3.62535498259722,3.212191376643922,1.949089270312768,3.3489406889600626,2.0778659953386107,2.8889903423585004,80.0,0.8507314988758468,0,2.151547994504885,2024-02-02 13:29:05.819397993,Operations Manager,0.9580486415989602,9,Very Low
FIRM_076,2024,2024,2024,FIRM_076,SME,3,16,999.0,Meat Processing,Foreign,2.52,Young (≤5 years),1,Greenfield,7.66,South Africa,3.05,3.96,3.21,2.52,0.767,3.56,2.731,3.46,59.1,22.57,8.34,4.7,0.7,8.7,3.31,0,3.0,2.7,3.7,4.5,3.8,1.0,5.8,3.56,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,3.56,2.731,3.46,59.1,10.858,2.7137424103244543,3.85165091016504,2.136051688315856,3.504307004539453,4.208815706265769,3.113779741585799,4.318824515348275,4.193967949406623,3.218521004798874,4.175932585742931,2.1815527067337706,3.2781426987293885,30.44050459483312,7.227198873484936,1,0.5924551187363194,2024-02-02 19:30:18.060200669,CEO,0.9744936878432978,13,High
FIRM_077,2024,2024,2024,FIRM_077,SME,5,35,999.0,Bakery Products,Local Private,3.8,Young (≤5 years),1,Joint Venture,26.62,Netherlands,3.58,3.58,2.59,3.8,2.665,2.97,7.915,3.46,59.1,22.24,13.94,0.5,0.38,8.8,3.76,0,3.9,3.0,3.7,3.0,5.8,1.8,3.2,2.97,5.89,3.0,180.2,0.57,0.29,0.14,68.0,83.7,15.1,3.5,9.9,3.46,28.92,895.88,24.75,40.6,104,59.1,25,-0.74,-0.98,30,2.7,83,3302.1,174.8,286.8,458,76.8,99,17.2,2.78,76.1,3.8,3.4,72.3,14.5,11.2,17.8,2567.2,4523.9,0.59,285.7,2024-03-15,2025-10-13,2024,2.97,7.915,3.46,59.1,10.633,4.237595637248887,3.788923126202414,3.712194494905405,2.5837229421095804,4.04516438462106,2.791946132236911,3.6402294231471393,3.835456913867053,1.908303336559689,2.563033847249443,3.4902591658188054,2.4098810524847005,29.37054772757492,7.797654386165731,1,5.0,2024-02-03 01:31:30.301003344,Operations Manager,0.8800764285326331,8,High
