firmid,size,subsector,firmage,fdi_presence,fdi_percentage,fdi_years,roi,roa,export_intensity,market_share,operational_efficiency,knowledge_absorption,task_performance,innovation_score,firm_resources_score,policy_effectiveness_index,tax_incentives_perception,regulatory_stability,infrastructure_support,corruption_experience,skilled_labor_ratio,rd_spend_percentage,liquidity_ratio,iot_adoption,erp_system,automation_level,employees,revenue_million_ngn,assets_million_ngn,local_content_percentage,capacity_utilization,fdi_inflow_lagos_million_usd,national_corruption_index,gdp_growth_rate,inflation_rate,exchange_rate,size_sme,subsector_beverages,subsector_dairy_products,subsector_fish_processing,subsector_fruit_and_vegetable_processing,subsector_grain_mill_products,subsector_meat_processing,subsector_oils_and_fats,subsector_other_food_products,subsector_sugar_and_confectionery,roi_z,roa_z,export_intensity_z,knowledge_absorption_z,task_performance_z,innovation_score_z,policy_effectiveness_index_z,fdi_x_policy
FIRM_011,SME,Sugar and Confectionery,21,0,0.0,0,22.84,5.2,3.5,7.94,77.7,4.27,3.04,2.77,2.95,4.88,4.8,4.2,4.7,5.8,0.385,0.56,1.47,0,0,44.1,132,446.16,672.67,70.7,64.1,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,True,0.6375661524496327,-1.4319627321881057,-1.1130024060639083,1.2486140359645614,-0.2148925195370636,-0.3240988431773919,1.3881273245875594,0.0
FIRM_012,SME,Fruit and Vegetable Processing,25,1,82.18983241240606,15,22.82,15.29,2.36,13.57,73.7,3.55,3.89,3.58,3.43,4.1,5.7,3.8,1.6,5.3,0.464,3.63,1.57,0,1,65.3,200,329.06,513.53,54.3,65.4,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,True,False,False,False,False,False,0.6347546836447336,0.47784247409370906,-1.1849576471058374,0.2340153158970518,1.1255573944049908,0.6809549966912445,0.1861075860186034,4.1
FIRM_013,SME,Fish Processing,5,1,53.23330736797192,5,32.41,14.73,49.13,11.65,69.6,3.42,4.04,1.92,3.04,4.62,5.2,4.2,4.2,4.9,0.184,4.16,2.5,0,0,31.6,39,252.74,345.72,54.8,46.0,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,True,False,False,False,False,False,False,1.9828539755938115,0.37184733875993164,1.7671007945880401,0.05082388032930708,1.3621073792182943,-1.378784971434603,0.9874540783979079,4.62
FIRM_014,SME,Bakery Products,2,0,0.0,0,23.21,7.47,10.46,8.09,62.7,3.04,2.94,3.36,4.13,4.45,6.2,2.0,5.2,4.4,0.086,1.37,1.57,0,0,55.8,151,428.94,943.49,47.1,50.8,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,False,0.6895783253402645,-1.002303880031543,-0.6736967239131837,-0.4846587774841008,-0.3725925094125995,0.4079774105540837,0.725475417427751,0.0
FIRM_015,SME,Beverages,21,0,0.0,0,6.85,10.22,7.67,10.47,60.5,3.04,2.51,1.0,3.21,3.4,3.2,4.2,2.4,3.8,0.408,0.83,1.35,1,0,71.2,156,51.17,119.16,74.0,61.6,766.98,24.3,2.75,16.72,628.2244315241086,True,True,False,False,False,False,False,False,False,False,-1.610203157067131,-0.4817920547317418,-0.8497977085684311,-0.4846587774841008,-1.0507024658774038,-2.5203276043718192,-0.8926280767996898,0.0
FIRM_016,SME,Oils and Fats,15,1,31.99463858873462,12,21.0,15.34,19.7,8.68,83.5,3.01,2.58,1.46,3.17,2.98,4.2,1.3,3.5,2.9,0.539,3.13,2.05,1,0,36.4,236,323.4,490.81,50.3,57.8,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,True,False,False,0.37891102239892316,0.4873063254627965,-0.09048055967860123,-0.5269337241535808,-0.9403124729645282,-1.9495562879032111,-1.5398694744906658,2.98
FIRM_017,SME,Fruit and Vegetable Processing,30,1,38.01983356262559,19,19.66,22.07,30.88,5.15,66.0,3.2,3.6,3.71,2.91,3.95,1.9,4.8,2.1,7.0,0.468,3.96,0.95,0,1,47.3,143,296.87,568.09,91.1,82.4,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,True,False,False,False,False,False,0.19054261247068907,1.7611407197419457,0.6151857515922464,-0.25919239524687615,0.6682274237659369,0.8422599339541119,-0.04505005601388727,3.95
FIRM_018,SME,Bakery Products,37,0,0.0,0,14.25,7.52,7.54,11.34,68.9,3.2,4.05,3.4,2.7,3.68,4.2,4.3,4.6,1.6,0.207,1.1,1.44,0,0,19.7,114,222.75,424.7,88.3,67.3,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,False,-0.5699596992544949,-0.9928400286624557,-0.8580031307925108,-0.25919239524687615,1.3778773782058475,0.4576096989426584,-0.46113381167237194,0.0
FIRM_019,SME,Meat Processing,33,1,43.01163937764621,8,15.49,7.44,30.34,13.67,64.3,3.2,2.97,3.97,3.98,4.1,1.7,4.2,7.0,3.5,0.535,2.94,1.23,0,0,35.1,83,476.28,666.49,45.6,86.3,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,True,False,False,False,-0.39564863335075584,-1.0079821908529951,0.5811016900460696,-0.25919239524687615,-0.3252825124499384,1.1648698084798472,0.1861075860186034,4.1
FIRM_020,SME,Meat Processing,1,1,45.91024334831173,1,12.34,12.72,9.17,2.54,42.6,2.79,2.31,3.86,3.44,4.82,4.4,6.4,5.1,3.4,0.358,3.82,1.57,1,0,18.5,224,461.68,771.52,50.1,58.5,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,True,False,False,False,-0.8384549701223509,-0.008599486277377336,-0.7551197598290508,-0.836949999729764,-1.366102445628475,1.0283810154112667,1.2956642677745636,4.82
FIRM_021,SME,Bakery Products,14,1,49.66864722444053,14,25.12,16.75,11.54,0.89,83.7,3.26,3.08,2.07,2.93,3.15,3.1,3.3,4.2,2.0,0.536,0.61,1.07,1,1,44.9,10,58.87,78.61,79.7,83.5,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,False,0.9580735962081206,0.7541869340710581,-0.6055286008208299,-0.17464250190791755,-0.1518125235868492,-1.1926638899774482,-1.277890813520509,3.15
FIRM_022,SME,Sugar and Confectionery,5,0,0.0,0,24.49,14.7,8.49,2.16,64.8,2.77,2.74,2.32,3.51,4.32,4.9,6.2,3.6,2.6,0.36,2.15,1.17,0,0,0.6,56,131.95,241.5,85.9,89.3,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,True,0.8695123288538013,0.36616902793847905,-0.7980404299242365,-0.865133297509417,-0.6879924891636707,-0.8824620875488568,0.5251387943329252,0.0
FIRM_023,SME,Fish Processing,12,1,20.28366830275004,8,15.7,22.59,4.7,3.17,72.3,4.0,2.5,5.0,3.27,4.72,5.9,4.7,3.7,4.6,0.653,3.97,1.52,1,0,34.7,131,461.98,987.71,51.8,46.4,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,True,False,False,False,False,False,False,-0.3661282108993163,1.8595647739804535,-1.037260047072404,0.8681395159392458,-1.066472464864957,2.442901234485644,1.141559173086235,4.72
FIRM_024,SME,Fruit and Vegetable Processing,43,1,83.71920859067798,19,11.31,14.47,38.08,13.16,81.7,3.94,2.36,2.62,3.25,3.82,5.8,3.9,1.2,4.4,0.7,4.78,1.56,1,0,60.3,226,361.52,832.93,66.0,59.1,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,True,False,False,False,False,False,-0.9832456135746502,0.32263531164067777,1.0696399055412718,0.7835896226002865,-1.2872524506907073,-0.5102199246345467,-0.24538667910871373,3.82
FIRM_025,SME,Grain Mill Products,35,0,0.0,0,13.54,16.15,6.93,6.55,59.7,1.54,2.03,3.77,3.09,3.88,3.1,7.0,2.6,2.8,0.265,1.84,1.68,0,1,24.5,161,469.67,606.36,63.2,78.2,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,True,False,False,False,False,-0.6697668418284101,0.6406207176420103,-0.896505496613192,-2.59840611095808,-1.8076624172799756,0.9167083665369739,-0.15292362229571707,0.0
FIRM_026,SME,Beverages,37,0,0.0,0,8.73,14.69,0.87,5.58,60.5,4.62,2.4,3.63,3.87,3.3,3.1,4.4,3.0,2.7,0.255,0.44,1.17,1,1,24.0,149,391.21,823.43,89.2,83.7,766.98,24.3,2.75,16.72,628.2244315241086,True,True,False,False,False,False,False,False,False,False,-1.3459250894066233,0.36427625766466165,-1.2790044095202884,1.7418217471084907,-1.2241724547404929,0.7429953571769625,-1.0467331714880175,0.0
FIRM_027,SME,Meat Processing,24,0,0.0,0,16.85,15.37,10.17,5.54,45.3,2.41,2.8,3.26,2.26,4.7,5.1,5.2,4.1,4.4,0.08,1.24,1.62,0,0,28.4,235,445.38,996.16,91.2,49.8,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,True,False,False,False,-0.20446875461762254,0.4929846362842487,-0.6920011273361306,-1.372432657543172,-0.5933724952383498,0.283896689582647,1.1107381541485701,0.0
FIRM_028,SME,Fish Processing,29,1,22.730909483628423,2,22.95,22.07,48.74,1.99,69.6,3.95,4.6,2.95,3.53,4.25,4.7,4.2,2.5,5.6,0.607,4.83,1.38,1,1,57.0,86,185.43,393.23,94.5,75.4,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,True,False,False,False,False,False,False,0.6530292308765772,1.7611407197419457,1.7424845279158012,0.7976812714901134,2.2452273225212944,-0.10075354542880588,0.4172652280510954,4.25
FIRM_029,SME,Sugar and Confectionery,34,1,24.726143907250226,11,13.63,23.09,46.49,6.44,66.5,4.29,4.09,3.02,2.71,4.12,3.7,5.2,3.0,4.6,0.716,3.37,1.48,1,1,64.6,235,64.01,131.04,45.0,51.9,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,True,-0.6571152322063643,1.9542032876713264,1.6004676048067308,1.2767973337442151,1.440957374156062,-0.013897040748800469,0.21692860495626962,4.12
FIRM_030,SME,Meat Processing,22,0,0.0,0,18.14,14.36,13.62,14.31,76.3,3.21,2.78,2.6,2.19,3.58,5.5,3.6,3.6,1.6,0.322,2.44,2.03,0,1,27.9,185,115.66,154.25,40.5,59.7,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,True,False,False,False,-0.023129016701636106,0.3018148386286855,-0.474241845235556,-0.24510074635704995,-0.624912493213457,-0.535036068828834,-0.6152389063606998,0.0
FIRM_031,SME,Fish Processing,42,0,0.0,0,17.25,10.27,8.3,10.08,81.2,4.19,3.63,1.47,3.42,3.85,5.1,3.7,1.8,4.8,0.424,1.56,2.13,0,0,50.9,235,266.41,333.81,87.9,54.9,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,True,False,False,False,False,False,False,-0.14823937851964242,-0.47232820336265474,-0.8100329700978913,1.1358808448459503,0.7155374207285974,-1.9371482158060676,-0.19915515070221507,0.0
FIRM_032,SME,Other Food Products,3,1,47.65598098008874,3,21.79,4.47,31.52,6.23,90.8,4.29,3.14,4.31,3.85,3.05,5.0,2.8,1.6,2.8,0.611,2.94,1.67,1,1,15.2,114,344.75,858.35,47.2,77.2,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,True,False,0.48996404019243417,-1.5701349621767804,0.6555816763877155,1.2767973337442151,-0.05719252966152765,1.586744259782731,-1.4319959082088367,3.05
FIRM_033,SME,Sugar and Confectionery,25,1,45.19733829865847,3,10.91,14.04,43.1,5.39,56.3,2.59,4.0,2.83,3.61,3.45,4.0,3.5,3.0,3.3,0.732,1.56,0.92,1,1,42.2,240,327.72,694.38,64.6,83.9,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,True,-1.0394749896726305,0.24124618986652682,1.3864954406557313,-1.1187829775262947,1.29902738326808,-0.24965041059452991,-0.8155755294555256,3.45
FIRM_034,SME,Dairy Products,5,1,23.350888086588,5,10.23,22.23,8.44,11.13,82.2,3.55,3.54,3.32,2.4,3.92,3.5,3.9,3.5,4.8,0.356,1.07,1.03,1,0,44.5,68,120.27,181.0,41.7,86.9,766.98,24.3,2.75,16.72,628.2244315241086,True,False,True,False,False,False,False,False,False,False,-1.135064929039197,1.791425044123025,-0.8011963615488825,0.2340153158970518,0.5736074298406154,0.35834512216550907,-0.09128158442038595,3.92
FIRM_035,SME,Oils and Fats,33,0,0.0,0,22.56,7.76,5.64,13.1,76.8,2.82,2.5,2.94,2.43,4.95,2.9,5.5,6.3,5.1,0.356,1.1,2.33,0,0,0.5,82,197.77,399.35,64.4,45.7,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,True,False,False,0.5982055891810463,-0.9474135420908366,-0.977928532529059,-0.7946750530602847,-1.066472464864957,-0.11316161752594982,1.4960008908693891,0.0
FIRM_036,SME,Grain Mill Products,6,1,42.07334333386527,6,23.92,22.03,30.21,8.22,78.1,2.67,4.22,3.12,2.55,4.08,3.9,4.1,5.3,3.0,0.267,3.28,1.69,1,1,41.8,96,229.96,567.94,71.2,56.5,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,True,False,False,False,False,0.7893854679141797,1.7535696386466761,0.5728962678219901,-1.0060497864076825,1.6459673609942584,0.11018368022263622,0.15528656708093852,4.08
FIRM_037,SME,Oils and Fats,26,1,24.07012824531339,16,10.39,12.17,12.23,2.72,74.0,2.37,3.53,4.06,2.85,3.88,5.8,2.6,2.5,4.6,0.661,4.14,2.1,0,0,48.5,146,290.91,416.58,72.7,67.4,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,True,False,False,-1.112573178600005,-0.11270185133733765,-0.561976744400715,-1.428799253102478,0.5578374308530615,1.2765424573541395,-0.15292362229571707,3.88
FIRM_038,SME,Dairy Products,37,1,43.02604712843206,4,12.5,12.81,2.72,3.26,57.0,4.37,3.17,2.78,3.52,3.7,2.9,5.1,1.0,5.8,0.534,3.17,1.96,1,0,23.6,241,497.97,886.52,45.3,65.3,766.98,24.3,2.75,16.72,628.2244315241086,True,False,True,False,False,False,False,False,False,False,-0.8159632196831588,0.008435446186979757,-1.1622349394083862,1.3895305248628274,-0.009882532698867222,-0.3116907710802485,-0.4303127927347064,3.7
FIRM_039,SME,Oils and Fats,1,1,20.02484339085112,1,27.96,9.35,45.41,14.16,80.4,2.63,3.31,2.65,2.7,3.5,3.9,4.0,1.0,5.1,0.379,1.58,1.67,1,0,24.5,117,308.56,597.54,88.3,84.1,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,True,False,False,1.357302166503781,-0.6464630685538608,1.5322994817143767,-1.0624163819669887,0.2108974531268831,-0.47299570834311594,-0.738522982111362,3.5
FIRM_040,SME,Oils and Fats,2,1,64.57338499900379,2,31.54,14.62,22.49,14.5,75.8,3.51,2.51,2.35,3.22,3.72,2.1,2.4,4.3,6.1,0.371,0.62,1.03,1,1,29.4,34,247.78,331.37,71.0,53.6,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,True,False,False,1.8605550825807047,0.3510268657479394,0.08562042497664604,0.17764872033774562,-1.0507024658774038,-0.8452378712574254,-0.3994917737970408,3.72
FIRM_041,SME,Sugar and Confectionery,4,0,0.0,0,8.89,8.52,12.41,6.5,75.5,1.93,3.35,3.1,4.27,4.38,5.4,3.5,3.5,5.1,0.22,2.22,1.56,1,1,37.2,106,54.96,95.69,74.0,59.6,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,True,-1.323433338967431,-0.8035630012807099,-0.5506153905519894,-2.0488318042548457,0.2739774490770975,0.08536753602834889,0.6176018511459211,0.0
FIRM_042,SME,Sugar and Confectionery,26,1,35.41671526852777,6,13.08,19.13,25.76,12.46,63.6,3.85,3.23,3.57,3.5,3.35,1.9,5.3,3.3,2.9,0.635,1.76,2.38,1,0,58.0,126,152.13,358.45,79.4,48.2,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,True,-0.7344306243410873,1.204666259239613,0.2920183532284953,0.656764782591848,0.08473746122645434,0.6685469245941005,-0.9696806241438534,3.35
FIRM_043,SME,Beverages,5,1,20.33681070467516,5,20.29,4.72,41.53,14.54,92.5,3.92,4.09,2.2,3.1,4.55,6.7,2.9,4.0,4.6,0.223,3.99,1.89,0,0,21.8,244,386.63,871.97,60.7,69.8,766.98,24.3,2.75,16.72,628.2244315241086,True,True,False,False,False,False,False,False,False,False,0.27910387982500795,-1.522815705331344,1.2873991876418467,0.7554063248206334,1.440957374156062,-1.0313589527145803,0.8795805121160781,4.55
FIRM_044,SME,Beverages,18,1,42.8379435627124,12,8.89,22.72,7.84,7.58,63.3,3.4,3.08,2.54,3.95,3.6,2.4,2.9,3.8,5.3,0.474,0.99,1.97,0,0,43.9,184,391.18,847.47,65.4,45.4,766.98,24.3,2.75,16.72,628.2244315241086,True,True,False,False,False,False,False,False,False,False,-1.323433338967431,1.8841707875400802,-0.8390675410446347,0.022640582549654006,-0.1518125235868492,-0.6094845014116961,-0.5844178874230342,3.6
FIRM_045,SME,Oils and Fats,2,0,0.0,0,20.13,15.63,7.53,7.32,61.5,3.84,2.85,2.95,3.09,3.25,3.4,3.4,3.0,3.2,0.054,1.9,1.95,0,0,40.4,164,339.51,751.85,72.4,66.6,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,True,False,False,0.2566121293858158,0.5421966634035029,-0.8586343171174399,0.6426731337020212,-0.5145225003005816,-0.10075354542880588,-1.1237857188321811,0.0
FIRM_046,SME,Meat Processing,19,1,48.29679842739967,19,32.46,22.1,21.9,9.82,89.7,2.7,3.18,2.63,2.28,5.07,5.2,3.5,5.0,6.6,0.203,3.19,2.05,1,0,31.2,58,103.25,178.92,93.9,52.4,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,True,False,False,False,1.9898826476060596,1.7668190305633984,0.04838043180582314,-0.9637748397382025,0.005887466288686721,-0.4978118525374033,1.6809270044953826,5.07
FIRM_047,SME,Beverages,10,1,11.94383908353472,1,13.67,9.27,50.69,11.91,62.2,3.31,2.7,3.16,3.89,3.42,2.2,4.2,3.3,4.0,0.158,0.7,0.86,1,0,16.6,158,430.16,666.14,69.3,63.5,766.98,24.3,2.75,16.72,628.2244315241086,True,True,False,False,False,False,False,False,False,False,-0.6514922945965663,-0.6616052307444005,1.8655658612769954,-0.10418425745878454,-0.751072485113885,0.1598159686112109,-0.8618070578620242,3.42
FIRM_048,SME,Bakery Products,5,1,23.192261107961585,5,9.48,20.67,3.52,10.98,79.6,2.93,3.11,2.86,3.07,3.9,6.7,2.4,3.4,3.1,0.301,3.03,1.69,0,0,52.6,91,86.78,155.84,81.2,58.1,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,False,-1.2404950092229101,1.4961528814075018,-1.11174003341405,-0.6396669152721924,-0.10450252662418878,-0.21242619430309917,-0.12210260335805151,3.9
FIRM_049,SME,Fruit and Vegetable Processing,22,0,0.0,0,11.87,7.24,11.98,6.17,55.4,2.65,2.39,2.77,3.28,3.22,1.9,2.2,3.1,5.7,0.35,1.38,0.96,0,0,20.0,125,228.82,302.37,83.9,62.8,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,True,False,False,False,False,False,-0.9045244870374779,-1.0458375963293443,-0.577756402523945,-1.0342330841873355,-1.2399424537280461,-0.3240988431773919,-1.1700172472386792,0.0
FIRM_050,SME,Beverages,43,1,17.511767649044497,14,24.36,5.71,42.79,0.93,68.7,2.76,3.28,2.46,4.1,3.75,3.0,4.6,3.2,4.2,0.748,3.45,1.02,0,1,31.5,133,488.06,799.39,85.2,65.7,766.98,24.3,2.75,16.72,628.2244315241086,True,True,False,False,False,False,False,False,False,False,0.8512377816219578,-1.3354314482234155,1.366928664582926,-0.879224946399244,0.16358745616422196,-0.7087490781888454,-0.35326024539054285,3.75
FIRM_051,SME,Oils and Fats,11,1,76.42622110046655,11,15.35,20.79,18.74,3.63,92.5,3.16,3.48,2.46,3.7,4.0,3.9,4.4,4.5,3.2,0.543,0.83,0.93,0,1,36.7,67,456.62,686.11,87.6,69.6,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,True,False,False,-0.41532891498504904,1.5188661246933108,-0.15107444687180466,-0.3155589908061823,0.47898743591529386,-0.7087490781888454,0.03200249133027628,4.0
FIRM_052,SME,Other Food Products,3,1,48.29014903716448,3,14.23,9.75,2.5,11.28,86.4,3.76,4.4,3.02,3.19,4.42,6.6,3.9,3.3,3.9,0.157,1.86,1.82,1,1,23.2,188,451.54,650.64,52.1,67.0,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,True,False,-0.5727711680593939,-0.5707522576011624,-1.1761210385568284,0.5299399425834088,1.9298273427702237,-0.013897040748800469,0.6792438890212523,4.42
FIRM_053,SME,Beverages,40,1,37.402717150335135,4,8.34,8.86,24.57,5.75,72.4,3.32,1.86,3.54,3.49,2.72,2.0,2.8,2.6,3.5,0.51,2.78,1.88,0,0,52.4,159,138.24,275.65,85.8,83.0,766.98,24.3,2.75,16.72,628.2244315241086,True,True,False,False,False,False,False,False,False,False,-1.4007487311021543,-0.7392088119709163,0.21690718056192015,-0.09009260856895832,-2.075752400068386,0.6313227083026698,-1.9405427206803174,2.72
FIRM_054,SME,Fish Processing,39,0,0.0,0,11.19,15.36,12.32,14.35,66.7,2.72,2.41,1.6,1.79,2.55,3.8,2.9,1.0,2.5,0.214,1.79,1.83,0,0,25.8,30,358.97,484.19,89.5,63.2,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,True,False,False,False,False,False,False,-1.0001144264040445,0.4910918660104313,-0.5562960674763522,-0.9355915419585494,-1.208402455752939,-1.7758432785432,-2.2025213816504747,0.0
FIRM_055,SME,Bakery Products,28,1,45.19567898414783,8,12.12,13.0,3.5,12.34,87.6,3.89,3.85,1.24,4.33,3.75,4.1,5.5,3.7,1.7,0.201,4.6,2.17,1,0,25.2,48,231.75,301.48,87.2,86.2,766.98,24.3,2.75,16.72,628.2244315241086,True,False,False,False,False,False,False,False,False,False,-0.8693811269762403,0.04439808138951137,-1.1130024060639083,0.7131313781511541,1.0624773984547764,-2.2225338740403715,-0.35326024539054285,3.75
