Material_ID,Temperature_C,Stress_MPa,Time_hours,Property_Type,Property_Name,Property_Value,Property_Unit,Test_Method,Notes
MAT001,25,0,0,Electrochemical,Ionic_Conductivity,1.2e-6,S/m,Electrochemical_Impedance,Baseline_room_temp
MAT001,100,0,0,Electrochemical,Ionic_Conductivity,2.8e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT001,200,0,0,Electrochemical,Ionic_Conductivity,5.5e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT001,300,0,0,Electrochemical,Ionic_Conductivity,8.2e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT001,400,0,0,Electrochemical,Ionic_Conductivity,12.1e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT001,500,0,0,Electrochemical,Ionic_Conductivity,18.5e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT001,25,0,0,Electrochemical,Electronic_Conductivity,1.5e6,S/m,Four_Point_Probe,Baseline_room_temp
MAT001,100,0,0,Electrochemical,Electronic_Conductivity,1.4e6,S/m,Four_Point_Probe,Elevated_temp
MAT001,200,0,0,Electrochemical,Electronic_Conductivity,1.3e6,S/m,Four_Point_Probe,Elevated_temp
MAT001,300,0,0,Electrochemical,Electronic_Conductivity,1.2e6,S/m,Four_Point_Probe,Elevated_temp
MAT001,400,0,0,Electrochemical,Electronic_Conductivity,1.1e6,S/m,Four_Point_Probe,Elevated_temp
MAT001,500,0,0,Electrochemical,Electronic_Conductivity,1.0e6,S/m,Four_Point_Probe,Elevated_temp
MAT002,25,0,0,Mechanical,Tensile_Strength,380,MPa,ASTM_E8,Baseline_room_temp
MAT002,25,0,0,Mechanical,Youngs_Modulus,180000,MPa,ASTM_E8,Baseline_room_temp
MAT002,25,0,0,Mechanical,Poisson_Ratio,0.31,dimensionless,ASTM_E8,Baseline_room_temp
MAT002,100,0,0,Mechanical,Tensile_Strength,360,MPa,ASTM_E8,Elevated_temp
MAT002,100,0,0,Mechanical,Youngs_Modulus,175000,MPa,ASTM_E8,Elevated_temp
MAT002,100,0,0,Mechanical,Poisson_Ratio,0.32,dimensionless,ASTM_E8,Elevated_temp
MAT002,200,0,0,Mechanical,Tensile_Strength,330,MPa,ASTM_E8,Elevated_temp
MAT002,200,0,0,Mechanical,Youngs_Modulus,170000,MPa,ASTM_E8,Elevated_temp
MAT002,200,0,0,Mechanical,Poisson_Ratio,0.33,dimensionless,ASTM_E8,Elevated_temp
MAT002,300,0,0,Mechanical,Tensile_Strength,300,MPa,ASTM_E8,Elevated_temp
MAT002,300,0,0,Mechanical,Youngs_Modulus,165000,MPa,ASTM_E8,Elevated_temp
MAT002,300,0,0,Mechanical,Poisson_Ratio,0.34,dimensionless,ASTM_E8,Elevated_temp
MAT002,400,0,0,Mechanical,Tensile_Strength,270,MPa,ASTM_E8,Elevated_temp
MAT002,400,0,0,Mechanical,Youngs_Modulus,160000,MPa,ASTM_E8,Elevated_temp
MAT002,400,0,0,Mechanical,Poisson_Ratio,0.35,dimensionless,ASTM_E8,Elevated_temp
MAT002,500,0,0,Mechanical,Tensile_Strength,240,MPa,ASTM_E8,Elevated_temp
MAT002,500,0,0,Mechanical,Youngs_Modulus,155000,MPa,ASTM_E8,Elevated_temp
MAT002,500,0,0,Mechanical,Poisson_Ratio,0.36,dimensionless,ASTM_E8,Elevated_temp
MAT002,25,0,0,ThermoPhysical,Coefficient_Thermal_Expansion,11.8e-6,1/K,ASTM_E831,Baseline_room_temp
MAT002,100,0,0,ThermoPhysical,Coefficient_Thermal_Expansion,12.5e-6,1/K,ASTM_E831,Elevated_temp
MAT002,200,0,0,ThermoPhysical,Coefficient_Thermal_Expansion,13.2e-6,1/K,ASTM_E831,Elevated_temp
MAT002,300,0,0,ThermoPhysical,Coefficient_Thermal_Expansion,14.0e-6,1/K,ASTM_E831,Elevated_temp
MAT002,400,0,0,ThermoPhysical,Coefficient_Thermal_Expansion,14.7e-6,1/K,ASTM_E831,Elevated_temp
MAT002,500,0,0,ThermoPhysical,Coefficient_Thermal_Expansion,15.3e-6,1/K,ASTM_E831,Elevated_temp
MAT002,25,0,0,ThermoPhysical,Thermal_Conductivity,38,W/mK,ASTM_E1461,Baseline_room_temp
MAT002,100,0,0,ThermoPhysical,Thermal_Conductivity,40,W/mK,ASTM_E1461,Elevated_temp
MAT002,200,0,0,ThermoPhysical,Thermal_Conductivity,42,W/mK,ASTM_E1461,Elevated_temp
MAT002,300,0,0,ThermoPhysical,Thermal_Conductivity,44,W/mK,ASTM_E1461,Elevated_temp
MAT002,400,0,0,ThermoPhysical,Thermal_Conductivity,46,W/mK,ASTM_E1461,Elevated_temp
MAT002,500,0,0,ThermoPhysical,Thermal_Conductivity,48,W/mK,ASTM_E1461,Elevated_temp
MAT002,25,0,0,ThermoPhysical,Specific_Heat_Capacity,420,J/kgK,ASTM_E1269,Baseline_room_temp
MAT002,100,0,0,ThermoPhysical,Specific_Heat_Capacity,440,J/kgK,ASTM_E1269,Elevated_temp
MAT002,200,0,0,ThermoPhysical,Specific_Heat_Capacity,460,J/kgK,ASTM_E1269,Elevated_temp
MAT002,300,0,0,ThermoPhysical,Specific_Heat_Capacity,480,J/kgK,ASTM_E1269,Elevated_temp
MAT002,400,0,0,ThermoPhysical,Specific_Heat_Capacity,500,J/kgK,ASTM_E1269,Elevated_temp
MAT002,500,0,0,ThermoPhysical,Specific_Heat_Capacity,520,J/kgK,ASTM_E1269,Elevated_temp
MAT002,25,0,0,Electrochemical,Ionic_Conductivity,0.8e-6,S/m,Electrochemical_Impedance,Baseline_room_temp
MAT002,100,0,0,Electrochemical,Ionic_Conductivity,1.9e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT002,200,0,0,Electrochemical,Ionic_Conductivity,3.8e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT002,300,0,0,Electrochemical,Ionic_Conductivity,6.2e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT002,400,0,0,Electrochemical,Ionic_Conductivity,9.5e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT002,500,0,0,Electrochemical,Ionic_Conductivity,14.2e-6,S/m,Electrochemical_Impedance,Elevated_temp
MAT002,25,0,0,Electrochemical,Electronic_Conductivity,1.2e6,S/m,Four_Point_Probe,Baseline_room_temp
MAT002,100,0,0,Electrochemical,Electronic_Conductivity,1.1e6,S/m,Four_Point_Probe,Elevated_temp
MAT002,200,0,0,Electrochemical,Electronic_Conductivity,1.0e6,S/m,Four_Point_Probe,Elevated_temp
MAT002,300,0,0,Electrochemical,Electronic_Conductivity,0.9e6,S/m,Four_Point_Probe,Elevated_temp
MAT002,400,0,0,Electrochemical,Electronic_Conductivity,0.8e6,S/m,Four_Point_Probe,Elevated_temp
MAT002,500,0,0,Electrochemical,Electronic_Conductivity,0.7e6,S/m,Four_Point_Probe,Elevated_temp
