profile_id,ramp_rate,soak_temp,soak_time,residual_strain,warpage,profile
P86,1.2142857142857144,1028.5714285714287,100.0,282.2448979591838,13.367346938775512,<__main__.ThermalProfile object at 0x7fb5c77fd2b0>
P87,1.2142857142857144,1028.5714285714287,140.0,282.2448979591838,13.367346938775512,<__main__.ThermalProfile object at 0x7fb5c77fd320>
P88,1.2142857142857144,1028.5714285714287,180.0,282.2448979591838,13.367346938775512,<__main__.ThermalProfile object at 0x7fb5c77fd390>
P89,1.2142857142857144,1064.2857142857142,60.0,321.2653061224489,14.183673469387756,<__main__.ThermalProfile object at 0x7fb5c77fd400>
P90,1.2142857142857144,1064.2857142857142,100.0,321.2653061224489,14.183673469387756,<__main__.ThermalProfile object at 0x7fb5c77fd470>
P91,1.2142857142857144,1064.2857142857142,140.0,321.2653061224489,14.183673469387756,<__main__.ThermalProfile object at 0x7fb5c77fd4e0>
P92,1.2142857142857144,1064.2857142857142,180.0,321.2653061224489,14.183673469387756,<__main__.ThermalProfile object at 0x7fb5c77fd550>
P93,1.2142857142857144,1100.0,60.0,360.2857142857142,15.000000000000002,<__main__.ThermalProfile object at 0x7fb5c77fd5c0>
P94,1.2142857142857144,1100.0,100.0,360.2857142857142,15.000000000000002,<__main__.ThermalProfile object at 0x7fb5c77fd630>
P95,1.2142857142857144,1100.0,140.0,360.2857142857142,15.000000000000002,<__main__.ThermalProfile object at 0x7fb5c77fd6a0>
P96,1.2142857142857144,1100.0,180.0,360.2857142857142,15.000000000000002,<__main__.ThermalProfile object at 0x7fb5c77fd710>
P97,1.5714285714285714,850.0,60.0,105.71428571428572,11.428571428571427,<__main__.ThermalProfile object at 0x7fb5c77fd780>
P98,1.5714285714285714,850.0,100.0,105.71428571428572,11.428571428571427,<__main__.ThermalProfile object at 0x7fb5c77fd7f0>
P99,1.5714285714285714,850.0,140.0,105.71428571428572,11.428571428571427,<__main__.ThermalProfile object at 0x7fb5c77fd860>
P100,1.5714285714285714,850.0,180.0,105.71428571428572,11.428571428571427,<__main__.ThermalProfile object at 0x7fb5c77fd8d0>
P101,1.5714285714285714,885.7142857142857,60.0,144.24489795918362,12.653061224489793,<__main__.ThermalProfile object at 0x7fb5c77fd940>
P102,1.5714285714285714,885.7142857142857,100.0,144.24489795918362,12.653061224489793,<__main__.ThermalProfile object at 0x7fb5c77fd9b0>
P103,1.5714285714285714,885.7142857142857,140.0,144.24489795918362,12.653061224489793,<__main__.ThermalProfile object at 0x7fb5c77fda20>
P104,1.5714285714285714,885.7142857142857,180.0,144.24489795918362,12.653061224489793,<__main__.ThermalProfile object at 0x7fb5c77fda90>
P105,1.5714285714285714,921.4285714285714,60.0,182.77551020408163,13.877551020408163,<__main__.ThermalProfile object at 0x7fb5c77fdb00>
P106,1.5714285714285714,921.4285714285714,100.0,182.77551020408163,13.877551020408163,<__main__.ThermalProfile object at 0x7fb5c77fdb70>
P107,1.5714285714285714,921.4285714285714,140.0,182.77551020408163,13.877551020408163,<__main__.ThermalProfile object at 0x7fb5c77fdbe0>
P108,1.5714285714285714,921.4285714285714,180.0,182.77551020408163,13.877551020408163,<__main__.ThermalProfile object at 0x7fb5c77fdc50>
P109,1.5714285714285714,957.1428571428571,60.0,221.30612244897958,15.102040816326529,<__main__.ThermalProfile object at 0x7fb5c77fdcc0>
P110,1.5714285714285714,957.1428571428571,100.0,221.30612244897958,15.102040816326529,<__main__.ThermalProfile object at 0x7fb5c77fdd30>
P111,1.5714285714285714,957.1428571428571,140.0,221.30612244897958,15.102040816326529,<__main__.ThermalProfile object at 0x7fb5c77fdda0>
P112,1.5714285714285714,957.1428571428571,180.0,221.30612244897958,15.102040816326529,<__main__.ThermalProfile object at 0x7fb5c77fde10>
P113,1.5714285714285714,992.8571428571429,60.0,259.8367346938776,16.3265306122449,<__main__.ThermalProfile object at 0x7fb5c77fde80>
P114,1.5714285714285714,992.8571428571429,100.0,259.8367346938776,16.3265306122449,<__main__.ThermalProfile object at 0x7fb5c77fdef0>
P115,1.5714285714285714,992.8571428571429,140.0,259.8367346938776,16.3265306122449,<__main__.ThermalProfile object at 0x7fb5c77fdf60>
P116,1.5714285714285714,992.8571428571429,180.0,259.8367346938776,16.3265306122449,<__main__.ThermalProfile object at 0x7fb5c77fdfd0>
P117,1.5714285714285714,1028.5714285714287,60.0,298.3673469387756,17.551020408163268,<__main__.ThermalProfile object at 0x7fb5c77fe040>
P118,1.5714285714285714,1028.5714285714287,100.0,298.3673469387756,17.551020408163268,<__main__.ThermalProfile object at 0x7fb5c77fe0b0>
P119,1.5714285714285714,1028.5714285714287,140.0,298.3673469387756,17.551020408163268,<__main__.ThermalProfile object at 0x7fb5c77fe120>
P120,1.5714285714285714,1028.5714285714287,180.0,298.3673469387756,17.551020408163268,<__main__.ThermalProfile object at 0x7fb5c77fe190>
P121,1.5714285714285714,1064.2857142857142,60.0,336.8979591836734,18.775510204081627,<__main__.ThermalProfile object at 0x7fb5c77fe200>
P122,1.5714285714285714,1064.2857142857142,100.0,336.8979591836734,18.775510204081627,<__main__.ThermalProfile object at 0x7fb5c77fe270>
P123,1.5714285714285714,1064.2857142857142,140.0,336.8979591836734,18.775510204081627,<__main__.ThermalProfile object at 0x7fb5c77fe2e0>
P124,1.5714285714285714,1064.2857142857142,180.0,336.8979591836734,18.775510204081627,<__main__.ThermalProfile object at 0x7fb5c77fe350>
P125,1.5714285714285714,1100.0,60.0,375.4285714285714,20.0,<__main__.ThermalProfile object at 0x7fb5c77fe3c0>
P126,1.5714285714285714,1100.0,100.0,375.4285714285714,20.0,<__main__.ThermalProfile object at 0x7fb5c77fe430>
P127,1.5714285714285714,1100.0,140.0,375.4285714285714,20.0,<__main__.ThermalProfile object at 0x7fb5c77fe4a0>
P128,1.5714285714285714,1100.0,180.0,375.4285714285714,20.0,<__main__.ThermalProfile object at 0x7fb5c77fe510>
P129,1.9285714285714286,850.0,60.0,124.28571428571428,13.571428571428571,<__main__.ThermalProfile object at 0x7fb5c77fe580>
P130,1.9285714285714286,850.0,100.0,124.28571428571428,13.571428571428571,<__main__.ThermalProfile object at 0x7fb5c77fe5f0>
P131,1.9285714285714286,850.0,140.0,124.28571428571428,13.571428571428571,<__main__.ThermalProfile object at 0x7fb5c77fe660>
P132,1.9285714285714286,850.0,180.0,124.28571428571428,13.571428571428571,<__main__.ThermalProfile object at 0x7fb5c77fe6d0>
P133,1.9285714285714286,885.7142857142857,60.0,162.32653061224482,15.20408163265306,<__main__.ThermalProfile object at 0x7fb5c77fe740>
P134,1.9285714285714286,885.7142857142857,100.0,162.32653061224482,15.20408163265306,<__main__.ThermalProfile object at 0x7fb5c77fe7b0>
P135,1.9285714285714286,885.7142857142857,140.0,162.32653061224482,15.20408163265306,<__main__.ThermalProfile object at 0x7fb5c77fe820>
P136,1.9285714285714286,885.7142857142857,180.0,162.32653061224482,15.20408163265306,<__main__.ThermalProfile object at 0x7fb5c77fe890>
P137,1.9285714285714286,921.4285714285714,60.0,200.3673469387755,16.836734693877553,<__main__.ThermalProfile object at 0x7fb5c77fe900>
P138,1.9285714285714286,921.4285714285714,100.0,200.3673469387755,16.836734693877553,<__main__.ThermalProfile object at 0x7fb5c77fe970>
P139,1.9285714285714286,921.4285714285714,140.0,200.3673469387755,16.836734693877553,<__main__.ThermalProfile object at 0x7fb5c77fe9e0>
P140,1.9285714285714286,921.4285714285714,180.0,200.3673469387755,16.836734693877553,<__main__.ThermalProfile object at 0x7fb5c77fea50>
P141,1.9285714285714286,957.1428571428571,60.0,238.4081632653061,18.46938775510204,<__main__.ThermalProfile object at 0x7fb5c77feac0>
P142,1.9285714285714286,957.1428571428571,100.0,238.4081632653061,18.46938775510204,<__main__.ThermalProfile object at 0x7fb5c77feb30>
P143,1.9285714285714286,957.1428571428571,140.0,238.4081632653061,18.46938775510204,<__main__.ThermalProfile object at 0x7fb5c77feba0>
P144,1.9285714285714286,957.1428571428571,180.0,238.4081632653061,18.46938775510204,<__main__.ThermalProfile object at 0x7fb5c77fec10>
P145,1.9285714285714286,992.8571428571429,60.0,276.44897959183675,20.102040816326532,<__main__.ThermalProfile object at 0x7fb5c77fec80>
P146,1.9285714285714286,992.8571428571429,100.0,276.44897959183675,20.102040816326532,<__main__.ThermalProfile object at 0x7fb5c77fecf0>
P147,1.9285714285714286,992.8571428571429,140.0,276.44897959183675,20.102040816326532,<__main__.ThermalProfile object at 0x7fb5c77fed60>
P148,1.9285714285714286,992.8571428571429,180.0,276.44897959183675,20.102040816326532,<__main__.ThermalProfile object at 0x7fb5c77fedd0>
P149,1.9285714285714286,1028.5714285714287,60.0,314.48979591836746,21.734693877551024,<__main__.ThermalProfile object at 0x7fb5c77fee40>
P150,1.9285714285714286,1028.5714285714287,100.0,314.48979591836746,21.734693877551024,<__main__.ThermalProfile object at 0x7fb5c77feeb0>
P151,1.9285714285714286,1028.5714285714287,140.0,314.48979591836746,21.734693877551024,<__main__.ThermalProfile object at 0x7fb5c77fef20>
P152,1.9285714285714286,1028.5714285714287,180.0,314.48979591836746,21.734693877551024,<__main__.ThermalProfile object at 0x7fb5c77fef90>
P153,1.9285714285714286,1064.2857142857142,60.0,352.53061224489795,23.367346938775505,<__main__.ThermalProfile object at 0x7fb5c77ff000>
P154,1.9285714285714286,1064.2857142857142,100.0,352.53061224489795,23.367346938775505,<__main__.ThermalProfile object at 0x7fb5c77ff070>
P155,1.9285714285714286,1064.2857142857142,140.0,352.53061224489795,23.367346938775505,<__main__.ThermalProfile object at 0x7fb5c77ff0e0>
P156,1.9285714285714286,1064.2857142857142,180.0,352.53061224489795,23.367346938775505,<__main__.ThermalProfile object at 0x7fb5c77ff150>
P157,1.9285714285714286,1100.0,60.0,390.57142857142856,25.0,<__main__.ThermalProfile object at 0x7fb5c77ff1c0>
P158,1.9285714285714286,1100.0,100.0,390.57142857142856,25.0,<__main__.ThermalProfile object at 0x7fb5c77ff230>
P159,1.9285714285714286,1100.0,140.0,390.57142857142856,25.0,<__main__.ThermalProfile object at 0x7fb5c77ff2a0>
P160,1.9285714285714286,1100.0,180.0,390.57142857142856,25.0,<__main__.ThermalProfile object at 0x7fb5c77ff310>
P161,2.2857142857142856,850.0,60.0,142.85714285714283,15.714285714285714,<__main__.ThermalProfile object at 0x7fb5c77ff380>
P162,2.2857142857142856,850.0,100.0,142.85714285714283,15.714285714285714,<__main__.ThermalProfile object at 0x7fb5c77ff3f0>
P163,2.2857142857142856,850.0,140.0,142.85714285714283,15.714285714285714,<__main__.ThermalProfile object at 0x7fb5c77ff460>
P164,2.2857142857142856,850.0,180.0,142.85714285714283,15.714285714285714,<__main__.ThermalProfile object at 0x7fb5c77ff4d0>
P165,2.2857142857142856,885.7142857142857,60.0,180.40816326530603,17.755102040816322,<__main__.ThermalProfile object at 0x7fb5c77ff540>
P166,2.2857142857142856,885.7142857142857,100.0,180.40816326530603,17.755102040816322,<__main__.ThermalProfile object at 0x7fb5c77ff5b0>
P167,2.2857142857142856,885.7142857142857,140.0,180.40816326530603,17.755102040816322,<__main__.ThermalProfile object at 0x7fb5c77ff620>
P168,2.2857142857142856,885.7142857142857,180.0,180.40816326530603,17.755102040816322,<__main__.ThermalProfile object at 0x7fb5c77ff690>
P169,2.2857142857142856,921.4285714285714,60.0,217.95918367346937,19.79591836734694,<__main__.ThermalProfile object at 0x7fb5c77ff700>
P170,2.2857142857142856,921.4285714285714,100.0,217.95918367346937,19.79591836734694,<__main__.ThermalProfile object at 0x7fb5c77ff770>
P171,2.2857142857142856,921.4285714285714,140.0,217.95918367346937,19.79591836734694,<__main__.ThermalProfile object at 0x7fb5c77ff7e0>
P172,2.2857142857142856,921.4285714285714,180.0,217.95918367346937,19.79591836734694,<__main__.ThermalProfile object at 0x7fb5c77ff850>
P173,2.2857142857142856,957.1428571428571,60.0,255.5102040816326,21.83673469387755,<__main__.ThermalProfile object at 0x7fb5c77ff8c0>
P174,2.2857142857142856,957.1428571428571,100.0,255.5102040816326,21.83673469387755,<__main__.ThermalProfile object at 0x7fb5c77ff930>
P175,2.2857142857142856,957.1428571428571,140.0,255.5102040816326,21.83673469387755,<__main__.ThermalProfile object at 0x7fb5c77ff9a0>
P176,2.2857142857142856,957.1428571428571,180.0,255.5102040816326,21.83673469387755,<__main__.ThermalProfile object at 0x7fb5c77ffa10>
P177,2.2857142857142856,992.8571428571429,60.0,293.06122448979596,23.877551020408163,<__main__.ThermalProfile object at 0x7fb5c77ffa80>
P178,2.2857142857142856,992.8571428571429,100.0,293.06122448979596,23.877551020408163,<__main__.ThermalProfile object at 0x7fb5c77ffaf0>
P179,2.2857142857142856,992.8571428571429,140.0,293.06122448979596,23.877551020408163,<__main__.ThermalProfile object at 0x7fb5c77ffb60>
P180,2.2857142857142856,992.8571428571429,180.0,293.06122448979596,23.877551020408163,<__main__.ThermalProfile object at 0x7fb5c77ffbd0>
P181,2.2857142857142856,1028.5714285714287,60.0,330.6122448979593,25.91836734693878,<__main__.ThermalProfile object at 0x7fb5c77ffc40>
P182,2.2857142857142856,1028.5714285714287,100.0,330.6122448979593,25.91836734693878,<__main__.ThermalProfile object at 0x7fb5c77ffcb0>
P183,2.2857142857142856,1028.5714285714287,140.0,330.6122448979593,25.91836734693878,<__main__.ThermalProfile object at 0x7fb5c77ffd20>
P184,2.2857142857142856,1028.5714285714287,180.0,330.6122448979593,25.91836734693878,<__main__.ThermalProfile object at 0x7fb5c77ffd90>
P185,2.2857142857142856,1064.2857142857142,60.0,368.16326530612236,27.959183673469383,<__main__.ThermalProfile object at 0x7fb5c77ffe00>
P186,2.2857142857142856,1064.2857142857142,100.0,368.16326530612236,27.959183673469383,<__main__.ThermalProfile object at 0x7fb5c77ffe70>
P187,2.2857142857142856,1064.2857142857142,140.0,368.16326530612236,27.959183673469383,<__main__.ThermalProfile object at 0x7fb5c77ffee0>
P188,2.2857142857142856,1064.2857142857142,180.0,368.16326530612236,27.959183673469383,<__main__.ThermalProfile object at 0x7fb5c77fff50>
P189,2.2857142857142856,1100.0,60.0,405.7142857142858,30.0,<__main__.ThermalProfile object at 0x7fb5c780c050>
P190,2.2857142857142856,1100.0,100.0,405.7142857142858,30.0,<__main__.ThermalProfile object at 0x7fb5c780c0c0>
P191,2.2857142857142856,1100.0,140.0,405.7142857142858,30.0,<__main__.ThermalProfile object at 0x7fb5c780c130>
P192,2.2857142857142856,1100.0,180.0,405.7142857142858,30.0,<__main__.ThermalProfile object at 0x7fb5c780c1a0>
P193,2.642857142857143,850.0,60.0,161.42857142857144,17.857142857142854,<__main__.ThermalProfile object at 0x7fb5c780c210>
P194,2.642857142857143,850.0,100.0,161.42857142857144,17.857142857142854,<__main__.ThermalProfile object at 0x7fb5c780c280>
P195,2.642857142857143,850.0,140.0,161.42857142857144,17.857142857142854,<__main__.ThermalProfile object at 0x7fb5c780c2f0>
P196,2.642857142857143,850.0,180.0,161.42857142857144,17.857142857142854,<__main__.ThermalProfile object at 0x7fb5c780c360>
P197,2.642857142857143,885.7142857142857,60.0,198.4897959183673,20.306122448979586,<__main__.ThermalProfile object at 0x7fb5c780c3d0>
P198,2.642857142857143,885.7142857142857,100.0,198.4897959183673,20.306122448979586,<__main__.ThermalProfile object at 0x7fb5c780c440>
P199,2.642857142857143,885.7142857142857,140.0,198.4897959183673,20.306122448979586,<__main__.ThermalProfile object at 0x7fb5c780c4b0>
P200,2.642857142857143,885.7142857142857,180.0,198.4897959183673,20.306122448979586,<__main__.ThermalProfile object at 0x7fb5c780c520>
P201,2.642857142857143,921.4285714285714,60.0,235.55102040816328,22.755102040816325,<__main__.ThermalProfile object at 0x7fb5c780c590>
P202,2.642857142857143,921.4285714285714,100.0,235.55102040816328,22.755102040816325,<__main__.ThermalProfile object at 0x7fb5c780c600>
P203,2.642857142857143,921.4285714285714,140.0,235.55102040816328,22.755102040816325,<__main__.ThermalProfile object at 0x7fb5c780c670>
P204,2.642857142857143,921.4285714285714,180.0,235.55102040816328,22.755102040816325,<__main__.ThermalProfile object at 0x7fb5c780c6e0>
P205,2.642857142857143,957.1428571428571,60.0,272.61224489795916,25.204081632653057,<__main__.ThermalProfile object at 0x7fb5c780c750>
P206,2.642857142857143,957.1428571428571,100.0,272.61224489795916,25.204081632653057,<__main__.ThermalProfile object at 0x7fb5c780c7c0>
P207,2.642857142857143,957.1428571428571,140.0,272.61224489795916,25.204081632653057,<__main__.ThermalProfile object at 0x7fb5c780c830>
P208,2.642857142857143,957.1428571428571,180.0,272.61224489795916,25.204081632653057,<__main__.ThermalProfile object at 0x7fb5c780c8a0>
P209,2.642857142857143,992.8571428571429,60.0,309.6734693877551,27.653061224489797,<__main__.ThermalProfile object at 0x7fb5c780c910>
P210,2.642857142857143,992.8571428571429,100.0,309.6734693877551,27.653061224489797,<__main__.ThermalProfile object at 0x7fb5c780c980>
