country,year,quarter,date,cyber_incidents,mobile_money_fraud_search_trends,mobile_money_fraud_cases,data_breach_severity,digital_payment_volume_millions_usd,cyber_risk_score
South Africa,2021,2,2022-01-11,28,79.44679931111529,158,0.7380426360162394,229.4664958508211,0.5245624774536722
South Africa,2021,3,2022-04-12,65,110.94695710180547,277,2.4829511900347776,1072.7170575688363,0.5245624774536722
South Africa,2021,4,2022-07-12,77,65.05556341996024,70,1.603999406015363,4050.956482440054,0.5245624774536722
South Africa,2022,1,2022-10-12,24,71.2198502196534,240,3.1301490454941896,3991.802841547336,0.5245624774536722
South Africa,2022,2,2023-01-11,28,91.96931610957027,203,1.1683807092439524,167.92398895959332,0.5245624774536722
South Africa,2022,3,2023-04-12,46,105.13680375692125,116,2.396665656251032,4375.689254845838,0.5245624774536722
South Africa,2022,4,2023-07-12,73,65.81471635351178,299,3.51488736970856,971.1840624731099,0.5245624774536722
South Africa,2023,1,2023-10-12,11,37.51235025679565,186,4.7583564279220045,2989.3683472041653,0.5245624774536722
South Africa,2023,2,2024-01-11,15,40.17267402207568,85,1.0940919401824893,2039.668722381592,0.5245624774536722
South Africa,2023,3,2024-04-11,33,28.719233134830468,253,4.648781583261864,3453.9590000561543,0.5245624774536722
South Africa,2023,4,2024-07-11,21,57.98042371230362,160,2.708217686881888,2744.2449160973065,0.5245624774536722
South Africa,2024,1,2024-10-11,25,34.715310120694056,146,1.7956765438336189,1395.3747518908954,0.5245624774536722
South Africa,2024,2,2025-01-10,25,35.827769221912696,278,4.250289057985109,1956.443344314963,0.5245624774536722
South Africa,2024,3,2025-04-11,46,63.386927045151175,47,3.5739780125401883,2853.006282270197,0.5245624774536722
South Africa,2024,4,2025-07-11,78,34.23909216793417,53,1.4053570205812786,1255.5039758821342,0.5245624774536722
Ghana,2020,1,2020-10-12,16,125.96229793715666,55,7.366175567144968,3719.2322017489746,0.8380592547758552
Ghana,2020,2,2021-01-11,24,56.191496574479935,270,4.046927757088167,2312.851186067511,0.8380592547758552
Ghana,2020,3,2021-04-12,20,86.11619052158514,72,1.228940006619125,1412.6645051743383,0.8380592547758552
Ghana,2020,4,2021-07-12,18,96.07567132644819,288,3.9443830611440567,2612.170713101637,0.8380592547758552
Ghana,2021,1,2021-10-12,102,100.97917461833133,327,6.427986426163078,4003.532433090905,0.8380592547758552
Ghana,2021,2,2022-01-11,25,44.636876761476394,85,4.783297635505074,2604.8484791634564,0.8380592547758552
Ghana,2021,3,2022-04-12,48,65.82326447405326,172,4.629844534109628,1757.3146439064406,0.8380592547758552
Ghana,2021,4,2022-07-12,42,90.38744729978386,75,3.3640960033337612,1044.7205170949628,0.8380592547758552
Ghana,2022,1,2022-10-12,61,106.71358902397586,66,6.4492989346963165,305.5177974984305,0.8380592547758552
Ghana,2022,2,2023-01-11,84,109.95778384044236,66,3.8346118707063157,3285.26810150487,0.8380592547758552
Ghana,2022,3,2023-04-12,32,92.0671166093298,263,3.4454827950298976,1412.2486007750094,0.8380592547758552
Ghana,2022,4,2023-07-12,55,122.47621125856877,74,5.449973182676967,263.801594498687,0.8380592547758552
Ghana,2023,1,2023-10-12,88,120.01436926739136,246,5.414227691472087,2808.0902065037244,0.8380592547758552
Ghana,2023,2,2024-01-11,103,39.62876248744663,384,7.78353981199025,4864.486092945129,0.8380592547758552
Ghana,2023,3,2024-04-11,56,61.676429731755626,294,7.776100866306222,1756.7731555270213,0.8380592547758552
Ghana,2023,4,2024-07-11,69,73.32234800729306,59,3.9978184049416496,4536.528479454352,0.8380592547758552
Ghana,2024,1,2024-10-11,60,94.29113583171717,104,3.965375512060709,776.0242167813205,0.8380592547758552
Ghana,2024,2,2025-01-10,53,102.87572142839396,106,2.2763277364445447,300.7659653074398,0.8380592547758552
Ghana,2024,3,2025-04-11,55,72.16247030655487,160,2.2102582359665384,6297.780825301524,0.8380592547758552
Ghana,2024,4,2025-07-11,36,68.98100544374171,21,5.8080150241765685,204.27408690159587,0.8380592547758552
Uganda,2020,1,2020-10-12,58,80.10000711761042,66,3.2900130895116417,5856.288001747602,0.43864487795284285
Uganda,2020,2,2021-01-11,36,49.40736116048669,244,1.1549163964844087,3066.721987182376,0.43864487795284285
Uganda,2020,3,2021-04-12,73,46.528905730064096,121,2.902662371523795,2404.4227712126058,0.43864487795284285
Uganda,2020,4,2021-07-12,32,89.56216633412691,62,3.9701616494484653,4180.748893538845,0.43864487795284285
Uganda,2021,1,2021-10-12,9,25.95614030028828,242,1.5205611474289529,3438.075350187723,0.43864487795284285
Uganda,2021,2,2022-01-11,53,36.069989201670985,282,2.809367682534741,2822.288557214454,0.43864487795284285
Uganda,2021,3,2022-04-12,64,68.67740892187464,21,0.7655177822329184,2738.532369839374,0.43864487795284285
Uganda,2021,4,2022-07-12,29,85.75886525869683,97,3.0586884939347208,6032.209454975735,0.43864487795284285
Uganda,2022,1,2022-10-12,22,66.75258400093736,171,0.859473877575489,600.4584841284103,0.43864487795284285
Uganda,2022,2,2023-01-11,43,45.41749574917842,253,1.5130205125041127,2958.5559256560923,0.43864487795284285
Uganda,2022,3,2023-04-12,19,105.49164973023815,124,3.8848638546898884,4961.146100124554,0.43864487795284285
Uganda,2022,4,2023-07-12,54,45.69625516428828,174,3.2241172968651446,3912.989730589529,0.43864487795284285
Uganda,2023,1,2023-10-12,55,83.91306146709876,116,3.8418202188530155,4048.757236814155,0.43864487795284285
Uganda,2023,2,2024-01-11,54,30.954602364358443,198,0.6966588951516112,1861.3830181214157,0.43864487795284285
Uganda,2023,3,2024-04-11,54,100.00692719960142,171,3.873624607095457,285.8594188831009,0.43864487795284285
Uganda,2023,4,2024-07-11,54,109.56269053105767,119,2.3330997240596183,4441.327583957803,0.43864487795284285
Uganda,2024,1,2024-10-11,78,60.35035211826739,204,1.838623615472253,1412.570474305663,0.43864487795284285
Uganda,2024,2,2025-01-10,11,108.69109390944746,127,1.3002684280005834,6319.503646381731,0.43864487795284285
Uganda,2024,3,2025-04-11,12,105.02175553149269,146,4.351584247335712,1796.1972319995182,0.43864487795284285
Uganda,2024,4,2025-07-11,51,44.074710199063496,56,3.5162915043074205,1354.9456069877695,0.43864487795284285
Tanzania,2020,1,2020-10-12,74,105.2838419976789,248,2.6619832438204347,1351.774964119883,0.8814615780844868
Tanzania,2020,2,2021-01-11,61,117.30755744882573,100,8.462792277640109,5827.651178589794,0.8814615780844868
Tanzania,2020,3,2021-04-12,66,70.00759417763798,143,4.815320249871531,435.5556367911071,0.8814615780844868
Tanzania,2020,4,2021-07-12,53,78.75071503979075,194,3.640685657512529,3944.469566061038,0.8814615780844868
Tanzania,2021,1,2021-10-12,35,116.28223787448533,290,6.277123200043404,4077.3595434275308,0.8814615780844868
Tanzania,2021,2,2022-01-11,29,31.764238062305424,291,6.779827226271298,1202.3092769470538,0.8814615780844868
Tanzania,2021,3,2022-04-12,80,57.76274310744619,228,5.165248862606486,3080.467322027941,0.8814615780844868
Tanzania,2021,4,2022-07-12,75,63.29281866783966,274,8.316639690551094,2617.7984382733944,0.8814615780844868
Tanzania,2022,1,2022-10-12,39,87.52717923212424,147,7.79549745467257,7183.889658736757,0.8814615780844868
Tanzania,2022,2,2023-01-11,62,31.294234709331207,24,6.993222422504155,3643.7337283900088,0.8814615780844868
Tanzania,2022,3,2023-04-12,32,108.97207696246053,252,6.2799674763140025,3037.9318124757383,0.8814615780844868
Tanzania,2022,4,2023-07-12,79,123.97937142595698,174,3.056853063057627,5056.670063041704,0.8814615780844868
Tanzania,2023,1,2023-10-12,77,31.954524006866475,246,4.635508738142462,4109.873872259611,0.8814615780844868
Tanzania,2023,2,2024-01-11,91,114.01198025785965,297,1.1394967756152505,5503.777313896114,0.8814615780844868
Tanzania,2023,3,2024-04-11,76,41.43974754322499,261,4.781356922620401,483.27600561105464,0.8814615780844868
Tanzania,2023,4,2024-07-11,38,74.72409370106344,14,4.688890361788555,2837.417364490695,0.8814615780844868
Tanzania,2024,1,2024-10-11,79,32.81022008619944,170,8.708808076568205,877.3409704591818,0.8814615780844868
Tanzania,2024,2,2025-01-10,67,29.8000170306745,136,3.6630390910075743,200.4004204544139,0.8814615780844868
Tanzania,2024,3,2025-04-11,34,98.34795441099318,288,1.7110143801069104,4071.994103839582,0.8814615780844868
Tanzania,2024,4,2025-07-11,19,83.4049765193239,294,7.24169408976063,2383.7429331814183,0.8814615780844868
Ethiopia,2020,1,2020-10-12,62,60.65329658953564,179,0.6037846360555251,355.2356317310611,0.3480689078308051
Ethiopia,2020,2,2021-01-11,22,103.67964936805205,89,2.4115501718150467,2907.824980742501,0.3480689078308051
Ethiopia,2020,3,2021-04-12,43,29.41412845446799,18,3.068036871743911,4740.69341470545,0.3480689078308051
Ethiopia,2020,4,2021-07-12,30,104.64811221375344,30,1.7220844170664487,3980.171971727108,0.3480689078308051
Ethiopia,2021,1,2021-10-12,71,46.23106510119008,186,2.2995865930350696,4109.880282124576,0.3480689078308051
Ethiopia,2021,2,2022-01-11,11,103.31228069215747,69,1.1225499582749583,4612.274648537357,0.3480689078308051
Ethiopia,2021,3,2022-04-12,35,36.91947530998229,146,2.4053754298648053,2233.260809984588,0.3480689078308051
Ethiopia,2021,4,2022-07-12,11,37.43180313611721,141,1.6978758556607698,1574.1531982872427,0.3480689078308051
Ethiopia,2022,1,2022-10-12,42,26.4944353869035,209,2.992534283592544,4728.958931720991,0.3480689078308051
Ethiopia,2022,2,2023-01-11,52,45.64936272789491,14,1.7646367049017049,4455.864927779585,0.3480689078308051
Ethiopia,2022,3,2023-04-12,22,104.56433211202139,267,1.7725961519093427,2865.627737478244,0.3480689078308051
Ethiopia,2022,4,2023-07-12,38,48.787114335723146,181,3.386434947055297,693.4662803595631,0.3480689078308051
Ethiopia,2023,1,2023-10-12,41,80.40236028957172,260,1.905528601815869,4363.182575544899,0.3480689078308051
Ethiopia,2023,2,2024-01-11,45,41.20539326209431,178,0.6819843846059092,4983.60423011798,0.3480689078308051
Ethiopia,2023,3,2024-04-11,17,50.15593540720297,104,1.5652738532726305,2045.834039594939,0.3480689078308051
Ethiopia,2023,4,2024-07-11,25,73.07354986406472,189,1.5377935032806977,4829.4727870348615,0.3480689078308051
Ethiopia,2024,1,2024-10-11,34,71.1606536260912,154,2.8948444312431834,5299.443821643423,0.3480689078308051
Ethiopia,2024,2,2025-01-10,4,99.66662376755325,39,0.6657818407373332,2246.143351517402,0.3480689078308051
Ethiopia,2024,3,2025-04-11,21,67.7902631306715,96,1.2020963514848764,1695.8153724995962,0.3480689078308051
Ethiopia,2024,4,2025-07-11,20,66.63988252350259,175,1.151782659047488,5236.74970043504,0.3480689078308051
Angola,2020,1,2020-10-12,70,107.64612095120042,302,5.092453275130828,2900.227627841655,0.783595529865095
Angola,2020,2,2021-01-11,77,103.87931202989716,122,5.49139758328531,681.229210203947,0.783595529865095
Angola,2020,3,2021-04-12,47,99.62650148620617,294,0.9503033430892605,3848.299080899151,0.783595529865095
Angola,2020,4,2021-07-12,47,85.75331372186949,194,3.8034132671760954,4534.5665177146475,0.783595529865095
Angola,2021,1,2021-10-12,76,98.40527557000766,204,1.3876883231835788,3824.962848841516,0.783595529865095
Angola,2021,2,2022-01-11,30,34.599631740343845,167,2.431817213809417,3855.6397109620075,0.783595529865095
Angola,2021,3,2022-04-12,62,60.27894758053732,247,4.064392874148179,453.8379435468569,0.783595529865095
Angola,2021,4,2022-07-12,76,47.41208941292385,177,6.116331369197114,2221.2924418311045,0.783595529865095
Angola,2022,1,2022-10-12,88,66.73964523742814,70,4.457578610006501,2433.8896080689196,0.783595529865095
Angola,2022,2,2023-01-11,58,104.02570141603915,214,2.639160032566179,1436.00760569344,0.783595529865095
Angola,2022,3,2023-04-12,85,66.51221447149732,173,7.2674784935070935,3786.7772938998123,0.783595529865095
Angola,2022,4,2023-07-12,65,64.91850073858879,338,6.35517439499335,1218.168306336606,0.783595529865095
Angola,2023,1,2023-10-12,34,61.55501310738486,356,1.7182072002812183,6218.616091863641,0.783595529865095
Angola,2023,2,2024-01-11,50,44.869756043795135,184,3.3755805032778423,312.7938303892507,0.783595529865095
Angola,2023,3,2024-04-11,31,121.93199406372716,157,3.8831900806909654,749.1297962097599,0.783595529865095
Angola,2023,4,2024-07-11,28,42.64710485455654,44,1.1937875412877998,3712.350933748047,0.783595529865095
Angola,2024,1,2024-10-11,55,57.38279237674271,56,4.376223651757944,6734.011728722506,0.783595529865095
Angola,2024,2,2025-01-10,54,79.18341450358197,146,3.9556386918300634,1047.547018179591,0.783595529865095
Angola,2024,3,2025-04-11,49,102.7861335051691,20,0.9189463708034212,1796.3131788497392,0.783595529865095
Angola,2024,4,2025-07-11,20,29.016831992754472,125,1.5574946825978122,2961.854292367647,0.783595529865095
Mozambique,2020,1,2020-10-12,17,59.95954539884563,270,3.6703259366130907,3122.543130847295,0.8066142496437696
Mozambique,2020,2,2021-01-11,76,71.05255322462494,117,7.352980903436039,2856.5359799401776,0.8066142496437696
Mozambique,2020,3,2021-04-12,74,88.37375865272415,41,6.160035523817093,3247.1755229766122,0.8066142496437696
Mozambique,2020,4,2021-07-12,6,29.255576166186977,360,2.959322678180959,2393.3778203320576,0.8066142496437696
Mozambique,2021,1,2021-10-12,55,37.73169463703791,257,0.9586647858756792,741.0378601840245,0.8066142496437696
Mozambique,2021,2,2022-01-11,38,65.58464572681453,76,6.430090061104561,3659.5538534093994,0.8066142496437696
Mozambique,2021,3,2022-04-12,13,101.55049207715128,305,3.262276764383364,4088.46746814515,0.8066142496437696
Mozambique,2021,4,2022-07-12,38,88.27611632043202,327,2.2401568486902184,5409.137179757891,0.8066142496437696
Mozambique,2022,1,2022-10-12,28,73.30562754150597,319,5.57003964475772,1101.2603785400277,0.8066142496437696
Mozambique,2022,2,2023-01-11,108,44.256148859690455,69,2.3566060443876578,3539.396790579182,0.8066142496437696
Mozambique,2022,3,2023-04-12,70,78.00316091905529,122,7.146526625907738,4211.805676236267,0.8066142496437696
Mozambique,2022,4,2023-07-12,21,52.297777065269315,263,2.2878167025847858,3627.7011051002614,0.8066142496437696
Mozambique,2023,1,2023-10-12,51,105.05918418460288,203,1.8874712566422276,2238.5545399211264,0.8066142496437696
Mozambique,2023,2,2024-01-11,86,98.99625295090834,327,3.802054158528462,2465.0033392207083,0.8066142496437696
Mozambique,2023,3,2024-04-11,56,37.200752414825985,219,1.2774207506989972,3380.818832911822,0.8066142496437696
Mozambique,2023,4,2024-07-11,57,107.14141840230633,122,1.3660210036687779,374.2830122650441,0.8066142496437696
Mozambique,2024,1,2024-10-11,78,78.87825716124597,153,3.9573900980386134,468.1699801244611,0.8066142496437696
Mozambique,2024,2,2025-01-10,72,69.44597011178212,250,3.782330374892923,4244.816134000505,0.8066142496437696
Mozambique,2024,3,2025-04-11,57,63.64907282579378,94,6.8443424309830485,1602.6501577459228,0.8066142496437696
Mozambique,2024,4,2025-07-11,45,70.27197515457439,338,6.633426029205897,2547.675346534834,0.8066142496437696
Zambia,2020,1,2020-10-12,14,60.19188860945177,217,2.467541202086068,993.0451151406367,0.3800879834495663
Zambia,2020,2,2021-01-11,64,28.55371380188648,81,3.480196267469127,1213.7264047397105,0.3800879834495663
Zambia,2020,3,2021-04-12,53,29.246082049509912,107,3.4808218373331035,880.8227702522245,0.3800879834495663
Zambia,2020,4,2021-07-12,30,25.618835989314473,215,1.8126927566110052,1766.1116701238075,0.3800879834495663
Zambia,2021,1,2021-10-12,62,40.30302266933985,161,2.461733119028945,1434.2531581274154,0.3800879834495663
Zambia,2021,2,2022-01-11,13,94.65981685738834,162,3.322446837220602,2746.4002355926555,0.3800879834495663
Zambia,2021,3,2022-04-12,52,61.97873457433105,155,1.961504871295227,2585.1835786604875,0.3800879834495663
Zambia,2021,4,2022-07-12,28,90.97678440601074,123,0.9435141350862822,2242.7495233312256,0.3800879834495663
Zambia,2022,1,2022-10-12,34,105.85355138860126,167,1.9671006566937903,5151.731803701002,0.3800879834495663
Zambia,2022,2,2023-01-11,29,92.28460471401335,103,1.362327170591298,4630.8521405271,0.3800879834495663
Zambia,2022,3,2023-04-12,53,100.03070048013323,139,3.0936699467785695,2289.4313257596486,0.3800879834495663
Zambia,2022,4,2023-07-12,53,39.14737624881305,255,1.8863427448287757,2388.4620764888164,0.3800879834495663
Zambia,2023,1,2023-10-12,69,104.36550507533678,128,3.396979272269444,1821.1324854226507,0.3800879834495663
Zambia,2023,2,2024-01-11,11,63.05061673979667,227,2.070685895688941,4026.04397306112,0.3800879834495663
Zambia,2023,3,2024-04-11,20,32.18429170064405,66,1.9206449421998346,4601.94426894771,0.3800879834495663
Zambia,2023,4,2024-07-11,42,63.06055217023811,277,2.693150677657427,2114.673640632732,0.3800879834495663
Zambia,2024,1,2024-10-11,9,81.62576018953375,141,0.4936218570781935,1943.0129795550076,0.3800879834495663
Zambia,2024,2,2025-01-10,76,89.48097148859257,178,2.6745236102503522,2245.026313780082,0.3800879834495663
Zambia,2024,3,2025-04-11,34,69.33835993600235,111,2.9111459703245086,4249.220727930147,0.3800879834495663
Zambia,2024,4,2025-07-11,55,86.60822817002696,235,3.217274494299818,2068.5769485251803,0.3800879834495663
Zimbabwe,2020,1,2020-10-12,51,43.71981805140414,16,2.3468753654671004,1462.9766222025853,0.3675482342471622
Zimbabwe,2020,2,2021-01-11,61,72.83230617134896,229,1.159832094557559,2906.166221441585,0.3675482342471622
Zimbabwe,2020,3,2021-04-12,43,92.56657370190271,151,3.3765338160171985,4607.138906906043,0.3675482342471622
Zimbabwe,2020,4,2021-07-12,62,59.34250027716799,94,2.3586712822416085,4718.0750831005,0.3675482342471622
Zimbabwe,2021,1,2021-10-12,47,81.89865955015786,76,1.6394863699621083,3041.7036936605386,0.3675482342471622
Zimbabwe,2021,2,2022-01-11,68,65.62680837507139,154,1.5645344234269651,1778.8535246564306,0.3675482342471622
Zimbabwe,2021,3,2022-04-12,13,39.92496011615075,164,2.076336451258777,89.66342450032157,0.3675482342471622
Zimbabwe,2021,4,2022-07-12,8,51.75489496239491,225,1.3383899229199663,4747.763807020159,0.3675482342471622
Zimbabwe,2022,1,2022-10-12,13,52.282117818120696,162,2.690573959202925,3997.615767887795,0.3675482342471622
Zimbabwe,2022,2,2023-01-11,22,57.73441007688758,260,1.3909327998195617,6056.142948384198,0.3675482342471622
Zimbabwe,2022,3,2023-04-12,41,28.607948314557664,178,1.637261967534429,2324.447279547744,0.3675482342471622
Zimbabwe,2022,4,2023-07-12,13,29.559474819901958,32,2.579142496167792,3389.6385106973325,0.3675482342471622
Zimbabwe,2023,1,2023-10-12,54,96.07380702036322,175,0.8377284740884633,163.28353154701605,0.3675482342471622
Zimbabwe,2023,2,2024-01-11,25,27.29988506191463,47,2.779606084524965,4537.204906555141,0.3675482342471622
Zimbabwe,2023,3,2024-04-11,48,46.49471979233804,102,3.0085377939836793,5724.205265662109,0.3675482342471622
Zimbabwe,2023,4,2024-07-11,62,71.91890884926481,113,2.644746675190192,1613.0572620930247,0.3675482342471622
Zimbabwe,2024,1,2024-10-11,31,25.784190308535845,187,0.6047664373315083,1999.660529109248,0.3675482342471622
Zimbabwe,2024,2,2025-01-10,51,41.73097196534183,268,0.8324881897117886,1790.1920737428854,0.3675482342471622
Zimbabwe,2024,3,2025-04-11,55,26.906855267476043,20,0.44479543018971157,4059.720595733121,0.3675482342471622
Zimbabwe,2024,4,2025-07-11,32,102.88692008765898,109,3.1022417070562174,4580.712993685474,0.3675482342471622
Rwanda,2020,1,2020-10-12,40,83.27781263724526,75,6.888186875128602,4403.9764239717815,0.8766812912445558
Rwanda,2020,2,2021-01-11,30,34.57099315435518,143,5.456647064927603,825.2611321090299,0.8766812912445558
Rwanda,2020,3,2021-04-12,62,128.83129024629125,339,5.773774169138294,1103.9319162409101,0.8766812912445558
Rwanda,2020,4,2021-07-12,12,51.69753208513514,393,5.085171997191943,3510.0073633648626,0.8766812912445558
Rwanda,2021,1,2021-10-12,64,56.53215206366953,370,4.527252713129323,5332.388347318462,0.8766812912445558
Rwanda,2021,2,2022-01-11,85,57.54060017587729,99,4.91071198269886,2918.9586853770297,0.8766812912445558
Rwanda,2021,3,2022-04-12,92,86.51191307482297,341,7.614553610022538,3102.070550106865,0.8766812912445558
Rwanda,2021,4,2022-07-12,67,73.90529928058328,206,1.0275097923787013,3046.0990544132674,0.8766812912445558
Rwanda,2022,1,2022-10-12,75,58.91111198369456,158,2.5391711893971904,3388.021416424065,0.8766812912445558
Rwanda,2022,2,2023-01-11,99,58.43022660518562,27,6.719135434715623,1042.150108229571,0.8766812912445558
Rwanda,2022,3,2023-04-12,78,113.93743619087131,212,1.4893447621022065,2150.821692693708,0.8766812912445558
Rwanda,2022,4,2023-07-12,13,110.1430416769981,358,1.4831331818521454,3409.897233731295,0.8766812912445558
Rwanda,2023,1,2023-10-12,50,69.32964413365112,115,7.216265891220632,4765.276969878395,0.8766812912445558
Rwanda,2023,2,2024-01-11,81,51.52428153780706,241,1.8465416233037915,4910.862235678171,0.8766812912445558
Rwanda,2023,3,2024-04-11,49,35.99347707519872,249,7.3665890819533715,4612.994142757771,0.8766812912445558
Rwanda,2023,4,2024-07-11,44,56.09335295742244,187,5.843974382860523,475.6981403803952,0.8766812912445558
Rwanda,2024,1,2024-10-11,22,99.94792413092331,48,2.8241541065016653,3555.159804735074,0.8766812912445558
Rwanda,2024,2,2025-01-10,16,113.61428761234889,128,3.85377040006957,3721.373975905092,0.8766812912445558
Rwanda,2024,3,2025-04-11,67,92.47067776449586,280,8.498923259042671,5592.831362427329,0.8766812912445558
Rwanda,2024,4,2025-07-11,64,107.48384573809764,212,8.425957770556407,2669.8238300176336,0.8766812912445558
Senegal,2020,1,2020-10-12,21,30.46399706947346,242,4.972260665666378,1395.9996040076758,0.5746197630955765
Senegal,2020,2,2021-01-11,50,86.82509177314128,189,3.9446255261975747,3542.475959871987,0.5746197630955765
Senegal,2020,3,2021-04-12,51,43.697823065801906,271,0.8750468167751081,719.2534564119262,0.5746197630955765
Senegal,2020,4,2021-07-12,33,59.90700367334968,114,2.665435672201647,3177.3598638557164,0.5746197630955765
Senegal,2021,1,2021-10-12,10,95.1464569754616,235,0.6653931770110746,2026.8350272742734,0.5746197630955765
Senegal,2021,2,2022-01-11,41,25.868175134116516,117,5.221595899163044,5214.662867187109,0.5746197630955765
Senegal,2021,3,2022-04-12,38,31.66607250787479,77,4.440086713706931,1807.2317605327544,0.5746197630955765
Senegal,2021,4,2022-07-12,94,115.07643187859155,215,2.4657662275066374,1031.7418625677894,0.5746197630955765
Senegal,2022,1,2022-10-12,19,77.85764471495276,67,2.5820489379642684,3089.881808263722,0.5746197630955765
