Specimen_ID,Mix_ID,Peak_Temperature_C,Heating_Rate,Cooling_Method,Test_Type,Mass_Loss_pct,UPV_mps,Residual_Compressive_Strength_MPa,Spalling_Occurred,Spalling_Depth_mm,Visual_Cracking_Rating
C-28-R-400-Furnace-10_C_per_min-3,C,400,10_C_per_min,Furnace,Residual,4.68879350200806,2313.23685864747,16.103525813234697,True,16.667375301943192,Severe
C-28-R-400-Quench-5_C_per_min-1,C,400,5_C_per_min,Quench,Residual,2.9298761876743233,2412.341536555327,17.299166866541906,False,0.0,Severe
C-28-R-400-Quench-5_C_per_min-2,C,400,5_C_per_min,Quench,Residual,3.2717095941793333,2456.0056031363442,20.277645951483912,False,0.0,None
C-28-R-400-Quench-5_C_per_min-3,C,400,5_C_per_min,Quench,Residual,3.217392184940343,2733.7485052069287,20.302607786205193,False,0.0,Minor
C-28-R-400-Quench-10_C_per_min-1,C,400,10_C_per_min,Quench,Residual,5.055723902324808,1974.759475916537,14.137992050242197,True,16.686286238462003,Severe
C-28-R-400-Quench-10_C_per_min-2,C,400,10_C_per_min,Quench,Residual,3.8237479132922574,1967.3282703502077,16.091792137048806,True,14.273968098799642,Minor
C-28-R-400-Quench-10_C_per_min-3,C,400,10_C_per_min,Quench,Residual,3.8442008127936615,2068.990806307575,13.036396793391308,True,24.48789615332333,Severe
C-28-R-600-Furnace-5_C_per_min-1,C,600,5_C_per_min,Furnace,Residual,5.7005620028236255,500.0,0.0,False,0.0,Minor
C-28-R-600-Furnace-5_C_per_min-2,C,600,5_C_per_min,Furnace,Residual,5.156142247934143,500.0,0.0,False,0.0,Minor
C-28-R-600-Furnace-5_C_per_min-3,C,600,5_C_per_min,Furnace,Residual,4.5747956869897415,500.0,0.0,False,0.0,Severe
C-28-R-600-Furnace-10_C_per_min-1,C,600,10_C_per_min,Furnace,Residual,6.411996338521743,500.0,0.0,True,14.373863195899405,Minor
C-28-R-600-Furnace-10_C_per_min-2,C,600,10_C_per_min,Furnace,Residual,6.205377386022252,500.0,0.0,True,24.99435346572261,Severe
C-28-R-600-Furnace-10_C_per_min-3,C,600,10_C_per_min,Furnace,Residual,7.186129593510751,500.0,0.0,True,23.89531459764856,Moderate
C-28-R-600-Quench-5_C_per_min-1,C,600,5_C_per_min,Quench,Residual,4.0324207331820086,500.0,0.0,False,0.0,Minor
C-28-R-600-Quench-5_C_per_min-2,C,600,5_C_per_min,Quench,Residual,4.063625198046902,500.0,0.0,False,0.0,None
C-28-R-600-Quench-5_C_per_min-3,C,600,5_C_per_min,Quench,Residual,5.7827514821425146,500.0,0.0,False,0.0,Moderate
C-28-R-600-Quench-10_C_per_min-1,C,600,10_C_per_min,Quench,Residual,7.52590670512636,500.0,0.0,True,22.5330720531669,Minor
C-28-R-600-Quench-10_C_per_min-2,C,600,10_C_per_min,Quench,Residual,7.0940260919001865,500.0,0.0,True,7.727429511735395,None
C-28-R-600-Quench-10_C_per_min-3,C,600,10_C_per_min,Quench,Residual,6.900456879794143,500.0,0.0,True,12.844880901994646,Minor
C-28-R-800-Furnace-5_C_per_min-1,C,800,5_C_per_min,Furnace,Residual,7.361508513341459,1369.3620479853676,6.390778113329294,False,0.0,Minor
C-28-R-800-Furnace-5_C_per_min-2,C,800,5_C_per_min,Furnace,Residual,6.390580314473641,1683.510454918818,8.73662816121726,False,0.0,None
C-28-R-800-Furnace-5_C_per_min-3,C,800,5_C_per_min,Furnace,Residual,5.0768370559744795,1496.074345310617,7.313688080184652,False,0.0,Minor
C-28-R-800-Furnace-10_C_per_min-1,C,800,10_C_per_min,Furnace,Residual,7.403758415167204,1196.9220516867215,4.4062652657547074,True,11.913345666477264,Moderate
C-28-R-800-Furnace-10_C_per_min-2,C,800,10_C_per_min,Furnace,Residual,7.948359352385365,1477.7441002508606,7.250279596305958,True,5.817372325329577,None
C-28-R-800-Furnace-10_C_per_min-3,C,800,10_C_per_min,Furnace,Residual,7.126838060798541,1024.8412676159953,3.321158777708542,True,12.28539722096151,Minor
C-28-R-800-Quench-5_C_per_min-1,C,800,5_C_per_min,Quench,Residual,6.729336954041945,1369.5493437948417,5.436302316774275,False,0.0,None
C-28-R-800-Quench-5_C_per_min-2,C,800,5_C_per_min,Quench,Residual,6.793066688027793,1338.5159011852418,5.305167818554667,False,0.0,None
C-28-R-800-Quench-5_C_per_min-3,C,800,5_C_per_min,Quench,Residual,7.9194507157763825,1180.801986316857,4.212422898164675,False,0.0,Minor
C-28-R-800-Quench-10_C_per_min-1,C,800,10_C_per_min,Quench,Residual,8.799695393262397,1362.3191488763084,5.7265502056999855,True,15.233548842313322,Minor
C-28-R-800-Quench-10_C_per_min-2,C,800,10_C_per_min,Quench,Residual,6.983436661545699,1087.3507073704259,3.474558489677148,True,10.384864618987619,Minor
C-28-R-800-Quench-10_C_per_min-3,C,800,10_C_per_min,Quench,Residual,9.723701840380373,1028.9178481966928,2.880566009360083,True,20.783424772146766,Minor
R5S-28-R-23-Furnace-5_C_per_min-1,R5S,23,5_C_per_min,Furnace,Residual,0.0,4630.184598582933,52.23669383384568,False,0.0,Minor
R5S-28-R-23-Furnace-5_C_per_min-2,R5S,23,5_C_per_min,Furnace,Residual,0.0,4164.33009123446,51.87135479901159,False,0.0,Minor
R5S-28-R-23-Furnace-5_C_per_min-3,R5S,23,5_C_per_min,Furnace,Residual,0.0,4234.108362694914,54.319044933225484,False,0.0,None
R5S-28-R-23-Quench-5_C_per_min-1,R5S,23,5_C_per_min,Quench,Residual,0.0,4556.618104259536,51.23437732810715,False,0.0,Severe
R5S-28-R-23-Quench-5_C_per_min-2,R5S,23,5_C_per_min,Quench,Residual,0.0,4641.982236648633,51.20927318053551,False,0.0,None
R5S-28-R-23-Quench-5_C_per_min-3,R5S,23,5_C_per_min,Quench,Residual,0.0,4928.242703264664,58.314614245308064,False,0.0,None
R5S-28-R-200-Furnace-5_C_per_min-1,R5S,200,5_C_per_min,Furnace,Residual,1.5933377954964159,4025.512392370872,56.50109433661624,False,0.0,Minor
R5S-28-R-200-Furnace-5_C_per_min-2,R5S,200,5_C_per_min,Furnace,Residual,1.4620598830281766,4625.526900654809,53.264732901982164,False,0.0,Minor
R5S-28-R-200-Furnace-5_C_per_min-3,R5S,200,5_C_per_min,Furnace,Residual,1.6125582714041276,4503.206940477824,50.30502829001851,False,0.0,Minor
R5S-28-R-200-Quench-5_C_per_min-1,R5S,200,5_C_per_min,Quench,Residual,1.9158417705829065,4243.522992592768,48.87560679146618,False,0.0,Minor
R5S-28-R-200-Quench-5_C_per_min-2,R5S,200,5_C_per_min,Quench,Residual,1.8245449419386432,3844.55392586803,38.97849108083556,False,0.0,Moderate
R5S-28-R-200-Quench-5_C_per_min-3,R5S,200,5_C_per_min,Quench,Residual,1.8091876036928343,4495.532655490352,48.24892593696449,False,0.0,Moderate
R5S-28-R-400-Furnace-5_C_per_min-1,R5S,400,5_C_per_min,Furnace,Residual,3.307902446687749,2597.3297625969785,20.088421027068275,False,0.0,None
R5S-28-R-400-Furnace-5_C_per_min-2,R5S,400,5_C_per_min,Furnace,Residual,3.6375016877725033,2799.9960848055125,18.88326490730791,False,0.0,Minor
R5S-28-R-400-Furnace-5_C_per_min-3,R5S,400,5_C_per_min,Furnace,Residual,3.337521881402095,2822.131643896895,20.923282151540686,False,0.0,Minor
R5S-28-R-400-Quench-5_C_per_min-1,R5S,400,5_C_per_min,Quench,Residual,3.2166375079330067,2180.747423359816,16.08333950108366,False,0.0,Minor
R5S-28-R-400-Quench-5_C_per_min-2,R5S,400,5_C_per_min,Quench,Residual,4.028370872734973,2494.581737574392,16.650614275241452,False,0.0,Minor
R5S-28-R-400-Quench-5_C_per_min-3,R5S,400,5_C_per_min,Quench,Residual,3.757881732836248,2466.195054853441,16.33469291837638,False,0.0,Minor
R5S-28-R-600-Furnace-5_C_per_min-1,R5S,600,5_C_per_min,Furnace,Residual,5.766892717359585,500.0,0.0,False,0.0,Minor
R5S-28-R-600-Furnace-5_C_per_min-2,R5S,600,5_C_per_min,Furnace,Residual,5.674864639119088,500.0,0.0,False,0.0,Moderate
R5S-28-R-600-Furnace-5_C_per_min-3,R5S,600,5_C_per_min,Furnace,Residual,4.73520553880197,500.0,0.0,False,0.0,None
R5S-28-R-600-Quench-5_C_per_min-1,R5S,600,5_C_per_min,Quench,Residual,5.956306654197855,500.0,0.0,False,0.0,Moderate
R5S-28-R-600-Quench-5_C_per_min-2,R5S,600,5_C_per_min,Quench,Residual,4.911066513592669,500.0,0.0,False,0.0,Moderate
R5S-28-R-600-Quench-5_C_per_min-3,R5S,600,5_C_per_min,Quench,Residual,4.953816389782396,500.0,0.0,False,0.0,Moderate
R5S-28-R-800-Furnace-5_C_per_min-1,R5S,800,5_C_per_min,Furnace,Residual,7.185270083224355,1747.8470075403245,7.810785647609481,False,0.0,None
R5S-28-R-800-Furnace-5_C_per_min-2,R5S,800,5_C_per_min,Furnace,Residual,7.017710000470796,1224.7125436799242,3.657633203332546,False,0.0,Minor
R5S-28-R-800-Furnace-5_C_per_min-3,R5S,800,5_C_per_min,Furnace,Residual,7.093178352160676,1468.8587587638278,6.655979078396445,False,0.0,Minor
R5S-28-R-800-Quench-5_C_per_min-1,R5S,800,5_C_per_min,Quench,Residual,8.129692896789894,1308.9429173768126,4.477987735264283,False,0.0,Severe
R5S-28-R-800-Quench-5_C_per_min-2,R5S,800,5_C_per_min,Quench,Residual,8.198596902567774,1222.9774325625815,3.7604983949524486,False,0.0,Minor
R5S-28-R-800-Quench-5_C_per_min-3,R5S,800,5_C_per_min,Quench,Residual,6.837742911801216,1400.296954411191,5.052507513234332,False,0.0,None
R10S-28-R-23-Furnace-5_C_per_min-1,R10S,23,5_C_per_min,Furnace,Residual,0.0,4850.892621880685,51.620552243845125,False,0.0,None
R10S-28-R-23-Furnace-5_C_per_min-2,R10S,23,5_C_per_min,Furnace,Residual,0.0,4082.9513460828107,47.543393650628275,False,0.0,Severe
R10S-28-R-23-Furnace-5_C_per_min-3,R10S,23,5_C_per_min,Furnace,Residual,0.0,4715.67828507189,39.693043580234054,False,0.0,None
R10S-28-R-23-Quench-5_C_per_min-1,R10S,23,5_C_per_min,Quench,Residual,0.0,4083.2213953294186,44.13763407662398,False,0.0,Minor
R10S-28-R-23-Quench-5_C_per_min-2,R10S,23,5_C_per_min,Quench,Residual,0.0,4725.953899951667,49.39308319296114,False,0.0,None
R10S-28-R-23-Quench-5_C_per_min-3,R10S,23,5_C_per_min,Quench,Residual,0.0,4348.005827805071,46.783339664595545,False,0.0,Severe
R10S-28-R-200-Furnace-5_C_per_min-1,R10S,200,5_C_per_min,Furnace,Residual,1.8525769190038952,4774.978628142069,53.67718302742841,False,0.0,None
R10S-28-R-200-Furnace-5_C_per_min-2,R10S,200,5_C_per_min,Furnace,Residual,2.3254364653427118,4238.6791613159785,47.64565552241303,False,0.0,None
R10S-28-R-200-Furnace-5_C_per_min-3,R10S,200,5_C_per_min,Furnace,Residual,1.3595705854472928,4715.241580309303,52.352861220640065,False,0.0,Minor
R10S-28-R-200-Quench-5_C_per_min-1,R10S,200,5_C_per_min,Quench,Residual,1.9036208188711665,3973.5289187095045,38.48192297227548,False,0.0,Severe
R10S-28-R-200-Quench-5_C_per_min-2,R10S,200,5_C_per_min,Quench,Residual,1.6445434685888218,4350.611823465722,35.07485218672653,False,0.0,None
R10S-28-R-200-Quench-5_C_per_min-3,R10S,200,5_C_per_min,Quench,Residual,1.833494082515171,4205.125013217815,38.66266116504453,False,0.0,None
R10S-28-R-400-Furnace-5_C_per_min-1,R10S,400,5_C_per_min,Furnace,Residual,3.2822508446496257,2592.4160681736416,17.523276726475526,False,0.0,Minor
R10S-28-R-400-Furnace-5_C_per_min-2,R10S,400,5_C_per_min,Furnace,Residual,3.5702478346848485,2631.724542302269,17.215402396739865,False,0.0,None
R10S-28-R-400-Furnace-5_C_per_min-3,R10S,400,5_C_per_min,Furnace,Residual,3.8643774252498346,2614.1870480851594,17.509079504005395,False,0.0,Minor
R10S-28-R-400-Quench-5_C_per_min-1,R10S,400,5_C_per_min,Quench,Residual,3.4568236722965273,2339.425113821124,15.38782558292765,False,0.0,Moderate
R10S-28-R-400-Quench-5_C_per_min-2,R10S,400,5_C_per_min,Quench,Residual,3.237087976737438,2567.8596041031083,14.449193385833594,False,0.0,Moderate
R10S-28-R-400-Quench-5_C_per_min-3,R10S,400,5_C_per_min,Quench,Residual,3.240644544548825,2354.2807678617946,13.873490185032823,False,0.0,Minor
R10S-28-R-600-Furnace-5_C_per_min-1,R10S,600,5_C_per_min,Furnace,Residual,5.886335522996831,500.0,0.0,False,0.0,Minor
R10S-28-R-600-Furnace-5_C_per_min-2,R10S,600,5_C_per_min,Furnace,Residual,4.576824473980882,500.0,0.0,False,0.0,Severe
R10S-28-R-600-Furnace-5_C_per_min-3,R10S,600,5_C_per_min,Furnace,Residual,5.771520543465399,500.0,0.0,False,0.0,Moderate
R10S-28-R-600-Quench-5_C_per_min-1,R10S,600,5_C_per_min,Quench,Residual,5.3636781345479525,500.0,0.0,False,0.0,None
R10S-28-R-600-Quench-5_C_per_min-2,R10S,600,5_C_per_min,Quench,Residual,4.600856542075572,500.0,0.0,False,0.0,None
R10S-28-R-600-Quench-5_C_per_min-3,R10S,600,5_C_per_min,Quench,Residual,4.834911704234685,500.0,0.0,False,0.0,None
R10S-28-R-800-Furnace-5_C_per_min-1,R10S,800,5_C_per_min,Furnace,Residual,7.702107039228709,1339.5833309672478,4.619230178901941,False,0.0,Minor
R10S-28-R-800-Furnace-5_C_per_min-2,R10S,800,5_C_per_min,Furnace,Residual,8.59919474942275,1422.66887121368,4.238631234115007,False,0.0,Minor
R10S-28-R-800-Furnace-5_C_per_min-3,R10S,800,5_C_per_min,Furnace,Residual,6.937634252505198,953.4338162023513,1.902364874700915,False,0.0,None
R10S-28-R-800-Quench-5_C_per_min-1,R10S,800,5_C_per_min,Quench,Residual,6.338569924302455,1277.659147446615,3.660550646567244,False,0.0,Minor
R10S-28-R-800-Quench-5_C_per_min-2,R10S,800,5_C_per_min,Quench,Residual,6.677853792796774,1174.3495269797586,2.5944505615705586,False,0.0,Minor
R10S-28-R-800-Quench-5_C_per_min-3,R10S,800,5_C_per_min,Quench,Residual,7.470537397141312,1687.0896249068717,6.376303827307753,False,0.0,None
R15S-28-R-23-Furnace-5_C_per_min-1,R15S,23,5_C_per_min,Furnace,Residual,0.0,4413.4677739826375,41.198780615717375,False,0.0,Minor
R15S-28-R-23-Furnace-5_C_per_min-2,R15S,23,5_C_per_min,Furnace,Residual,0.0,4385.529093498672,42.070623248684115,False,0.0,Minor
R15S-28-R-23-Furnace-5_C_per_min-3,R15S,23,5_C_per_min,Furnace,Residual,0.0,4304.349004263055,46.59299601412728,False,0.0,Moderate
R15S-28-R-23-Furnace-10_C_per_min-1,R15S,23,10_C_per_min,Furnace,Residual,0.0,4626.245677445856,42.67866726869463,False,0.0,None
R15S-28-R-23-Furnace-10_C_per_min-2,R15S,23,10_C_per_min,Furnace,Residual,0.0,4191.7255667587115,43.93148084783963,False,0.0,Moderate
R15S-28-R-23-Furnace-10_C_per_min-3,R15S,23,10_C_per_min,Furnace,Residual,0.0,4834.787404510767,45.889198822073396,False,0.0,Moderate
R15S-28-R-23-Quench-5_C_per_min-1,R15S,23,5_C_per_min,Quench,Residual,0.0,4538.747108974827,36.299743047882174,False,0.0,None
R15S-28-R-23-Quench-5_C_per_min-2,R15S,23,5_C_per_min,Quench,Residual,0.0,4542.197918731628,44.1971060656356,False,0.0,Severe
R15S-28-R-23-Quench-5_C_per_min-3,R15S,23,5_C_per_min,Quench,Residual,0.0,4502.236350215557,44.2124065070163,False,0.0,Minor
R15S-28-R-23-Quench-10_C_per_min-1,R15S,23,10_C_per_min,Quench,Residual,0.0,4616.289695654557,40.623692982640165,False,0.0,Moderate
R15S-28-R-23-Quench-10_C_per_min-2,R15S,23,10_C_per_min,Quench,Residual,0.0,4522.945332277313,40.15310432940822,False,0.0,Minor
R15S-28-R-23-Quench-10_C_per_min-3,R15S,23,10_C_per_min,Quench,Residual,0.0,4731.152884131624,44.824855939773514,False,0.0,None
R15S-28-R-200-Furnace-5_C_per_min-1,R15S,200,5_C_per_min,Furnace,Residual,1.8728355311051765,4827.002264432354,45.77805781154714,False,0.0,Minor
R15S-28-R-200-Furnace-5_C_per_min-2,R15S,200,5_C_per_min,Furnace,Residual,1.6428404857861871,4197.635851591221,45.04506543980218,False,0.0,Moderate
R15S-28-R-200-Furnace-5_C_per_min-3,R15S,200,5_C_per_min,Furnace,Residual,1.7094710240707303,4247.964175272648,40.1999397549356,False,0.0,None
R15S-28-R-200-Furnace-10_C_per_min-1,R15S,200,10_C_per_min,Furnace,Residual,1.7635608292637597,4422.909067734368,34.282534854740334,False,0.0,Severe
R15S-28-R-200-Furnace-10_C_per_min-2,R15S,200,10_C_per_min,Furnace,Residual,1.9652309173436446,4764.932159803956,43.32264230413351,False,0.0,Minor
R15S-28-R-200-Furnace-10_C_per_min-3,R15S,200,10_C_per_min,Furnace,Residual,1.6649328333126747,4646.557860544929,50.227237737713246,False,0.0,None
R15S-28-R-200-Quench-5_C_per_min-1,R15S,200,5_C_per_min,Quench,Residual,1.8491160423569628,4326.427971437016,33.05827618518491,False,0.0,None
R15S-28-R-200-Quench-5_C_per_min-2,R15S,200,5_C_per_min,Quench,Residual,2.1321915347073763,4325.35061170039,31.751637833137735,False,0.0,None
R15S-28-R-200-Quench-5_C_per_min-3,R15S,200,5_C_per_min,Quench,Residual,2.0150772966181316,3781.06320898993,36.4804058965857,False,0.0,Minor
R15S-28-R-200-Quench-10_C_per_min-1,R15S,200,10_C_per_min,Quench,Residual,1.9033993325428762,4179.256718846233,34.65898572091346,False,0.0,None
R15S-28-R-200-Quench-10_C_per_min-2,R15S,200,10_C_per_min,Quench,Residual,2.105062493852884,4598.305604829581,37.18767602761357,False,0.0,None
R15S-28-R-200-Quench-10_C_per_min-3,R15S,200,10_C_per_min,Quench,Residual,2.149609915220438,3774.896915303744,29.308562453934083,False,0.0,Minor
R15S-28-R-400-Furnace-5_C_per_min-1,R15S,400,5_C_per_min,Furnace,Residual,4.038396240897365,2660.049821217518,14.094527629674822,False,0.0,Minor
R15S-28-R-400-Furnace-5_C_per_min-2,R15S,400,5_C_per_min,Furnace,Residual,4.42622309079137,2707.9112250041867,16.101250094060976,False,0.0,Minor
R15S-28-R-400-Furnace-5_C_per_min-3,R15S,400,5_C_per_min,Furnace,Residual,4.679449393665734,2739.963631364579,15.50546710247923,False,0.0,Moderate
R15S-28-R-400-Furnace-10_C_per_min-1,R15S,400,10_C_per_min,Furnace,Residual,4.318533673846974,2718.367139591719,14.280753807999004,True,7.666903813720278,Moderate
R15S-28-R-400-Furnace-10_C_per_min-2,R15S,400,10_C_per_min,Furnace,Residual,4.411871758226042,2846.2175668327227,15.958076142183867,False,0.0,Moderate
R15S-28-R-400-Furnace-10_C_per_min-3,R15S,400,10_C_per_min,Furnace,Residual,3.8839883582748427,2681.7652245646013,15.466436570389655,False,0.0,Moderate
R15S-28-R-400-Quench-5_C_per_min-1,R15S,400,5_C_per_min,Quench,Residual,3.794631169130693,2457.9878770225846,12.866482187344813,False,0.0,None
R15S-28-R-400-Quench-5_C_per_min-2,R15S,400,5_C_per_min,Quench,Residual,4.27301231487104,2271.677424518965,13.776105835027355,False,0.0,Severe
R15S-28-R-400-Quench-5_C_per_min-3,R15S,400,5_C_per_min,Quench,Residual,4.244770158580753,2533.675988242504,11.138247050510794,False,0.0,Moderate
R15S-28-R-400-Quench-10_C_per_min-1,R15S,400,10_C_per_min,Quench,Residual,4.0552993159445005,2405.201693302515,14.66075804223159,False,0.0,Severe
R15S-28-R-400-Quench-10_C_per_min-2,R15S,400,10_C_per_min,Quench,Residual,3.3806097720148722,2476.00373865654,13.706647745021218,False,0.0,Minor
R15S-28-R-400-Quench-10_C_per_min-3,R15S,400,10_C_per_min,Quench,Residual,3.8066318748073606,2475.8924828192803,12.906314443541142,False,0.0,Minor
R15S-28-R-600-Furnace-5_C_per_min-1,R15S,600,5_C_per_min,Furnace,Residual,6.000723098189819,500.0,0.0,False,0.0,None
R15S-28-R-600-Furnace-5_C_per_min-2,R15S,600,5_C_per_min,Furnace,Residual,6.852572987321346,500.0,0.0,False,0.0,Minor
R15S-28-R-600-Furnace-5_C_per_min-3,R15S,600,5_C_per_min,Furnace,Residual,5.684152970557465,500.0,0.0,False,0.0,Moderate
R15S-28-R-600-Furnace-10_C_per_min-1,R15S,600,10_C_per_min,Furnace,Residual,5.319919555850053,500.0,0.0,False,0.0,Minor
R15S-28-R-600-Furnace-10_C_per_min-2,R15S,600,10_C_per_min,Furnace,Residual,6.441930967005986,500.0,0.0,False,0.0,Minor
R15S-28-R-600-Furnace-10_C_per_min-3,R15S,600,10_C_per_min,Furnace,Residual,5.021126336227092,500.0,0.0,True,5.274672050520344,Moderate
R15S-28-R-600-Quench-5_C_per_min-1,R15S,600,5_C_per_min,Quench,Residual,5.528545759440759,500.0,0.0,False,0.0,Minor
R15S-28-R-600-Quench-5_C_per_min-2,R15S,600,5_C_per_min,Quench,Residual,5.876325426802403,500.0,0.0,False,0.0,Severe
R15S-28-R-600-Quench-5_C_per_min-3,R15S,600,5_C_per_min,Quench,Residual,5.788691561909143,500.0,0.0,False,0.0,Moderate
R15S-28-R-600-Quench-10_C_per_min-1,R15S,600,10_C_per_min,Quench,Residual,6.30581323522152,500.0,0.0,False,0.0,None
R15S-28-R-600-Quench-10_C_per_min-2,R15S,600,10_C_per_min,Quench,Residual,6.345084726371194,500.0,0.0,False,0.0,None
R15S-28-R-600-Quench-10_C_per_min-3,R15S,600,10_C_per_min,Quench,Residual,5.524237561029882,500.0,0.0,False,0.0,Minor
R15S-28-R-800-Furnace-5_C_per_min-1,R15S,800,5_C_per_min,Furnace,Residual,8.564108403701093,1402.7926463456483,4.124731581649809,False,0.0,Minor
R15S-28-R-800-Furnace-5_C_per_min-2,R15S,800,5_C_per_min,Furnace,Residual,7.763302445829435,1315.7529523827207,3.8441686656475507,False,0.0,Minor
R15S-28-R-800-Furnace-5_C_per_min-3,R15S,800,5_C_per_min,Furnace,Residual,8.520782125334158,1052.8422092079763,2.3389133515097025,False,0.0,Moderate
R15S-28-R-800-Furnace-10_C_per_min-1,R15S,800,10_C_per_min,Furnace,Residual,7.691975696934969,1389.2645894496636,3.9799854702623176,True,3.139964343212106,Minor
R15S-28-R-800-Furnace-10_C_per_min-2,R15S,800,10_C_per_min,Furnace,Residual,7.725438302674566,1716.4555581732775,6.523532227815973,False,0.0,Minor
R15S-28-R-800-Furnace-10_C_per_min-3,R15S,800,10_C_per_min,Furnace,Residual,7.108720192183017,1350.0030749587243,3.6772466812910443,False,0.0,Minor
R15S-28-R-800-Quench-5_C_per_min-1,R15S,800,5_C_per_min,Quench,Residual,9.005490794902943,1249.4947718582575,3.0944865595909246,False,0.0,None
R15S-28-R-800-Quench-5_C_per_min-2,R15S,800,5_C_per_min,Quench,Residual,8.210677889593105,1685.5413382957915,5.669725173911619,False,0.0,Moderate
