Sample_ID,Analysis_Type,Measurement_Scale,Field_of_View,Quantitative_Metric,Value,Unit,Std_Dev,Min_Value,Max_Value,Count,Temperature_C,Rubber_Content_Vol_Percent,Replicate,Peak_Intensity,Peak_Position_2Theta,FWHM,Region_3D,Voxel_Size,Volume_Analyzed,Peak_Temperature,Peak_Type,Cross_Validation_Score,Temperature_Consistency_Flag,Rubber_Content_Consistency_Flag,Measurement_Quality_Score
C-28-R-0-25C-1,SEM,Micro,3.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.9330084756368254
C-28-R-0-25C-1,SEM,Micro,3.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.9091921326520542
C-28-R-0-25C-1,SEM,Micro,4.0,Pore_Size_Distribution,0.5194703063937023,μm,0.27212158272546944,0.11930045871255823,1.3825670397014098,50.0,25,0.0,1,,,,,,,,,1.0,True,True,0.888995448530387
C-28-R-0-25C-1,SEM,Micro,4.0,Crack_Density,0.27307922325582773,cracks/mm²,0.05461584465116555,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.9327065548400009
C-28-R-0-25C-1,SEM,Micro,4.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.9392824300352782
C-28-R-0-25C-1,SEM,Micro,4.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.8085049785283184
C-28-R-0-25C-1,SEM,Micro,4.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.8065915926127685
C-28-R-0-25C-1,SEM,Micro,5.0,Pore_Size_Distribution,0.618803368873002,μm,0.30641075328486567,0.15558066002041177,1.4628893249077055,50.0,25,0.0,1,,,,,,,,,1.0,True,True,0.8725040988376646
C-28-R-0-25C-1,SEM,Micro,5.0,Crack_Density,0.0,cracks/mm²,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.8496680183040617
C-28-R-0-25C-1,SEM,Micro,5.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.9040879382311281
C-28-R-0-25C-1,SEM,Micro,5.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.9315305329921757
C-28-R-0-25C-1,SEM,Micro,5.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.8630803880361942
C-28-R-0-25C-1,XRD,Bulk,,C3S_Content,42.83754395596539,wt%,3.4270035164772312,,,,25,0.0,1,44350.51662506354,77.19255979842879,0.3821587000497675,,,,,,1.0,True,True,0.9321420138253119
C-28-R-0-25C-1,XRD,Bulk,,C2S_Content,25.071835914553958,wt%,2.0057468731643167,,,,25,0.0,1,28146.50885239335,68.96893594888579,0.26839812857568,,,,,,1.0,True,True,0.848896282037647
C-28-R-0-25C-1,XRD,Bulk,,C3A_Content,7.737771335032568,wt%,0.6190217068026055,,,,25,0.0,1,16744.873525380204,44.159376722731835,0.19359663684283301,,,,,,1.0,True,True,0.9970412747743698
C-28-R-0-25C-1,XRD,Bulk,,C4AF_Content,8.713329171769388,wt%,0.697066333741551,,,,25,0.0,1,30735.3140840359,68.03838350024986,0.4875852298228386,,,,,,1.0,True,True,0.8367561478822196
C-28-R-0-25C-1,XRD,Bulk,,CH_Content,11.800967931653012,wt%,0.944077434532241,,,,25,0.0,1,54355.14203012073,54.873349964405264,0.45409141351300775,,,,,,1.0,True,True,0.8179733045237099
C-28-R-0-25C-1,TGA,Bulk,,Total_Mass_Loss,0.0,wt%,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.9836870262323034
C-28-R-0-25C-1,TGA,Bulk,,Rubber_Mass_Loss,0.0,wt%,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.9210643058789539
C-28-R-0-25C-1,TGA,Bulk,,Cement_Mass_Loss,0.0,wt%,0.0,,,,25,0.0,1,,,,,,,,,1.0,True,True,0.8237847564308205
C-28-R-0-25C-1,MicroCT,Micro,,Total_Porosity,8.555745380694425,vol%,0.8,,,,25,0.0,1,,,,1.0,1.0,1000.0,,,1.0,True,True,0.8458267842908391
C-28-R-0-25C-1,MicroCT,Micro,,Pore_Connectivity,1.0427314682721331,dimensionless,0.117,,,,25,0.0,1,,,,1.0,1.0,1000.0,,,1.0,True,True,0.9948510724375099
C-28-R-0-25C-1,MicroCT,Micro,,Tortuosity,1.2833618071041637,dimensionless,0.18,,,,25,0.0,1,,,,1.0,1.0,1000.0,,,1.0,True,True,0.9612898585029039
C-28-R-0-25C-1,MicroCT,Micro,,Rubber_Void_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,1,,,,1.0,1.0,1000.0,,,1.0,True,True,0.8411279409985546
C-28-R-0-25C-1,MicroCT,Micro,,Rubber_Void_Sphericity,1.2191937167489557,dimensionless,0.20520000000000002,,,,25,0.0,1,,,,1.0,1.0,1000.0,,,1.0,True,True,0.8808602249757561
C-28-R-0-25C-1,MicroCT,Micro,,Crack_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,1,,,,1.0,1.0,1000.0,,,1.0,True,True,0.8843686074424267
C-28-R-0-25C-1,MicroCT,Micro,,Crack_Orientation_Preference,0.9278130675956258,dimensionless,0.2,,,,25,0.0,1,,,,1.0,1.0,1000.0,,,1.0,True,True,0.9401012638161608
C-28-R-0-25C-1,MicroCT,Micro,,Total_Porosity,7.47557289861923,vol%,0.8,,,,25,0.0,1,,,,2.0,1.0,1000.0,,,1.0,True,True,0.9850373228984932
C-28-R-0-25C-1,MicroCT,Micro,,Pore_Connectivity,0.9110854470192188,dimensionless,0.117,,,,25,0.0,1,,,,2.0,1.0,1000.0,,,1.0,True,True,0.8474872090704864
C-28-R-0-25C-1,MicroCT,Micro,,Tortuosity,1.1213359347928844,dimensionless,0.18,,,,25,0.0,1,,,,2.0,1.0,1000.0,,,1.0,True,True,0.936895033127632
C-28-R-0-25C-1,MicroCT,Micro,,Rubber_Void_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,1,,,,2.0,1.0,1000.0,,,1.0,True,True,0.9862338275425435
C-28-R-0-25C-1,MicroCT,Micro,,Rubber_Void_Sphericity,1.0652691380532404,dimensionless,0.20520000000000002,,,,25,0.0,1,,,,2.0,1.0,1000.0,,,1.0,True,True,0.8971633398890787
C-28-R-0-25C-1,MicroCT,Micro,,Crack_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,1,,,,2.0,1.0,1000.0,,,1.0,True,True,0.9177224173563157
C-28-R-0-25C-1,MicroCT,Micro,,Crack_Orientation_Preference,0.9278130675956258,dimensionless,0.2,,,,25,0.0,1,,,,2.0,1.0,1000.0,,,1.0,True,True,0.8544119608597527
C-28-R-0-25C-1,MicroCT,Micro,,Total_Porosity,8.601578851425304,vol%,0.8,,,,25,0.0,1,,,,3.0,1.0,1000.0,,,1.0,True,True,0.8087560910339369
C-28-R-0-25C-1,MicroCT,Micro,,Pore_Connectivity,1.048317422517459,dimensionless,0.117,,,,25,0.0,1,,,,3.0,1.0,1000.0,,,1.0,True,True,0.9152608256425833
C-28-R-0-25C-1,MicroCT,Micro,,Tortuosity,1.2902368277137954,dimensionless,0.18,,,,25,0.0,1,,,,3.0,1.0,1000.0,,,1.0,True,True,0.9037783362974487
C-28-R-0-25C-1,MicroCT,Micro,,Rubber_Void_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,1,,,,3.0,1.0,1000.0,,,1.0,True,True,0.9535606947180865
C-28-R-0-25C-1,MicroCT,Micro,,Rubber_Void_Sphericity,1.225724986328106,dimensionless,0.20520000000000002,,,,25,0.0,1,,,,3.0,1.0,1000.0,,,1.0,True,True,0.9568149289336592
C-28-R-0-25C-1,MicroCT,Micro,,Crack_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,1,,,,3.0,1.0,1000.0,,,1.0,True,True,0.928811045953903
C-28-R-0-25C-1,MicroCT,Micro,,Crack_Orientation_Preference,0.9278130675956258,dimensionless,0.2,,,,25,0.0,1,,,,3.0,1.0,1000.0,,,1.0,True,True,0.9408708630559933
C-28-R-0-25C-2,SEM,Micro,1.0,Pore_Size_Distribution,0.6390114834439297,μm,0.35299275231116056,0.1219429629592384,1.9052012156929616,50.0,25,0.0,2,,,,,,,,,1.0,True,True,0.9430422932095766
C-28-R-0-25C-2,SEM,Micro,1.0,Crack_Density,0.0,cracks/mm²,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8174833631000407
C-28-R-0-25C-2,SEM,Micro,1.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8851736437166147
C-28-R-0-25C-2,SEM,Micro,1.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.85809518702424
C-28-R-0-25C-2,SEM,Micro,1.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8691443882929087
C-28-R-0-25C-2,SEM,Micro,2.0,Pore_Size_Distribution,0.5360046565317886,μm,0.2616989619074999,0.20315173536354403,1.2895527829750613,50.0,25,0.0,2,,,,,,,,,1.0,True,True,0.9459039912392179
C-28-R-0-25C-2,SEM,Micro,2.0,Crack_Density,0.1304248984715701,cracks/mm²,0.02608497969431402,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9050383823663913
C-28-R-0-25C-2,SEM,Micro,2.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9156066271670925
C-28-R-0-25C-2,SEM,Micro,2.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8921467910135998
C-28-R-0-25C-2,SEM,Micro,2.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9934687565251397
C-28-R-0-25C-2,SEM,Micro,3.0,Pore_Size_Distribution,0.5403928028164104,μm,0.25060552073179326,0.17768440118129847,1.176542936205143,50.0,25,0.0,2,,,,,,,,,1.0,True,True,0.8732349656825407
C-28-R-0-25C-2,SEM,Micro,3.0,Crack_Density,0.0,cracks/mm²,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9254016114459548
C-28-R-0-25C-2,SEM,Micro,3.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9629167478353206
C-28-R-0-25C-2,SEM,Micro,3.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9760472770909278
C-28-R-0-25C-2,SEM,Micro,3.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.850175163733629
C-28-R-0-25C-2,SEM,Micro,4.0,Pore_Size_Distribution,0.5686994040758886,μm,0.32139055410994305,0.17688436394862528,1.716821174997596,50.0,25,0.0,2,,,,,,,,,1.0,True,True,0.8780696828500693
C-28-R-0-25C-2,SEM,Micro,4.0,Crack_Density,0.0,cracks/mm²,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8691540305590367
C-28-R-0-25C-2,SEM,Micro,4.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9562890941103097
C-28-R-0-25C-2,SEM,Micro,4.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8654627277931889
C-28-R-0-25C-2,SEM,Micro,4.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9694086804223618
C-28-R-0-25C-2,SEM,Micro,5.0,Pore_Size_Distribution,0.6508828901651748,μm,0.27680955309731026,0.14231780298017005,1.3749011269152882,50.0,25,0.0,2,,,,,,,,,1.0,True,True,0.8697754486857588
C-28-R-0-25C-2,SEM,Micro,5.0,Crack_Density,0.09115156165463129,cracks/mm²,0.018230312330926257,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9575963647237771
C-28-R-0-25C-2,SEM,Micro,5.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8778460411396829
C-28-R-0-25C-2,SEM,Micro,5.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8646175128338441
C-28-R-0-25C-2,SEM,Micro,5.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.9625938691123336
C-28-R-0-25C-2,XRD,Bulk,,C3S_Content,49.06087415683507,wt%,3.9248699325468057,,,,25,0.0,2,147646.87553960926,56.4045913825949,0.22673902209247845,,,,,,1.0,True,True,0.9405568889904959
C-28-R-0-25C-2,XRD,Bulk,,C2S_Content,23.87499482651686,wt%,1.909999586121349,,,,25,0.0,2,99189.36801379589,67.34475237497539,0.12319095368600404,,,,,,1.0,True,True,0.8597110507184326
C-28-R-0-25C-2,XRD,Bulk,,C3A_Content,7.5325944249055015,wt%,0.6026075539924401,,,,25,0.0,2,27325.416448051354,23.216756810126974,0.19697296792957833,,,,,,1.0,True,True,0.9797160530508197
C-28-R-0-25C-2,XRD,Bulk,,C4AF_Content,9.634758146021342,wt%,0.7707806516817074,,,,25,0.0,2,41707.70858766847,36.12635011895868,0.3830542682752015,,,,,,1.0,True,True,0.8991831924818605
C-28-R-0-25C-2,XRD,Bulk,,CH_Content,12.366307628884392,wt%,0.9893046103107515,,,,25,0.0,2,15167.45347944882,58.35452830515701,0.19018615818626086,,,,,,1.0,True,True,0.9788986737520722
C-28-R-0-25C-2,TGA,Bulk,,Total_Mass_Loss,0.0,wt%,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8027846389947079
C-28-R-0-25C-2,TGA,Bulk,,Rubber_Mass_Loss,0.0,wt%,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.8001069088498706
C-28-R-0-25C-2,TGA,Bulk,,Cement_Mass_Loss,0.0,wt%,0.0,,,,25,0.0,2,,,,,,,,,1.0,True,True,0.89176239702977
C-28-R-0-25C-2,MicroCT,Micro,,Total_Porosity,8.135751186928914,vol%,0.8,,,,25,0.0,2,,,,1.0,1.0,1000.0,,,1.0,True,True,0.9498688335439369
C-28-R-0-25C-2,MicroCT,Micro,,Pore_Connectivity,0.9915446759069615,dimensionless,0.117,,,,25,0.0,2,,,,1.0,1.0,1000.0,,,1.0,True,True,0.8998658214447441
C-28-R-0-25C-2,MicroCT,Micro,,Tortuosity,1.220362678039337,dimensionless,0.18,,,,25,0.0,2,,,,1.0,1.0,1000.0,,,1.0,True,True,0.9262955035335327
C-28-R-0-25C-2,MicroCT,Micro,,Rubber_Void_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,2,,,,1.0,1.0,1000.0,,,1.0,True,True,0.9267573973936286
C-28-R-0-25C-2,MicroCT,Micro,,Rubber_Void_Sphericity,1.1593445441373704,dimensionless,0.20520000000000002,,,,25,0.0,2,,,,1.0,1.0,1000.0,,,1.0,True,True,0.8130606314406871
C-28-R-0-25C-2,MicroCT,Micro,,Crack_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,2,,,,1.0,1.0,1000.0,,,1.0,True,True,0.9283993652897219
C-28-R-0-25C-2,MicroCT,Micro,,Crack_Orientation_Preference,0.4630667574593301,dimensionless,0.2,,,,25,0.0,2,,,,1.0,1.0,1000.0,,,1.0,True,True,0.9320137020907693
C-28-R-0-25C-2,MicroCT,Micro,,Total_Porosity,7.270540276253587,vol%,0.8,,,,25,0.0,2,,,,2.0,1.0,1000.0,,,1.0,True,True,0.9836989254479128
C-28-R-0-25C-2,MicroCT,Micro,,Pore_Connectivity,0.8860970961684059,dimensionless,0.117,,,,25,0.0,2,,,,2.0,1.0,1000.0,,,1.0,True,True,0.9730743349218273
C-28-R-0-25C-2,MicroCT,Micro,,Tortuosity,1.090581041438038,dimensionless,0.18,,,,25,0.0,2,,,,2.0,1.0,1000.0,,,1.0,True,True,0.8558300989095691
C-28-R-0-25C-2,MicroCT,Micro,,Rubber_Void_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,2,,,,2.0,1.0,1000.0,,,1.0,True,True,0.9013705383950528
C-28-R-0-25C-2,MicroCT,Micro,,Rubber_Void_Sphericity,1.0360519893661362,dimensionless,0.20520000000000002,,,,25,0.0,2,,,,2.0,1.0,1000.0,,,1.0,True,True,0.9414713533736534
C-28-R-0-25C-2,MicroCT,Micro,,Crack_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,2,,,,2.0,1.0,1000.0,,,1.0,True,True,0.996087528146254
C-28-R-0-25C-2,MicroCT,Micro,,Crack_Orientation_Preference,0.4630667574593301,dimensionless,0.2,,,,25,0.0,2,,,,2.0,1.0,1000.0,,,1.0,True,True,0.8374863429459756
C-28-R-0-25C-2,MicroCT,Micro,,Total_Porosity,7.898945014351134,vol%,0.8,,,,25,0.0,2,,,,3.0,1.0,1000.0,,,1.0,True,True,0.8406419669694878
C-28-R-0-25C-2,MicroCT,Micro,,Pore_Connectivity,0.9626839236240445,dimensionless,0.117,,,,25,0.0,2,,,,3.0,1.0,1000.0,,,1.0,True,True,0.8710596875028043
C-28-R-0-25C-2,MicroCT,Micro,,Tortuosity,1.18484175215267,dimensionless,0.18,,,,25,0.0,2,,,,3.0,1.0,1000.0,,,1.0,True,True,0.973216955559923
C-28-R-0-25C-2,MicroCT,Micro,,Rubber_Void_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,2,,,,3.0,1.0,1000.0,,,1.0,True,True,0.9693451322578738
C-28-R-0-25C-2,MicroCT,Micro,,Rubber_Void_Sphericity,1.1255996645450368,dimensionless,0.20520000000000002,,,,25,0.0,2,,,,3.0,1.0,1000.0,,,1.0,True,True,0.8851361937002985
C-28-R-0-25C-2,MicroCT,Micro,,Crack_Volume_Fraction,0.0,vol%,0.0,,,,25,0.0,2,,,,3.0,1.0,1000.0,,,1.0,True,True,0.8365445167224357
C-28-R-0-25C-2,MicroCT,Micro,,Crack_Orientation_Preference,0.4630667574593301,dimensionless,0.2,,,,25,0.0,2,,,,3.0,1.0,1000.0,,,1.0,True,True,0.9051630054729725
C-28-R-0-25C-3,SEM,Micro,1.0,Pore_Size_Distribution,0.6039912635444155,μm,0.28875822516730915,0.15863660972892962,1.672382279310809,50.0,25,0.0,3,,,,,,,,,1.0,True,True,0.949432075976915
C-28-R-0-25C-3,SEM,Micro,1.0,Crack_Density,0.0,cracks/mm²,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.9288777036310226
C-28-R-0-25C-3,SEM,Micro,1.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.9015478114096732
C-28-R-0-25C-3,SEM,Micro,1.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8330252853219893
C-28-R-0-25C-3,SEM,Micro,1.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8553779185096406
C-28-R-0-25C-3,SEM,Micro,2.0,Pore_Size_Distribution,0.6061841626180482,μm,0.38721435385314024,0.24424564598451967,2.19679222545383,50.0,25,0.0,3,,,,,,,,,1.0,True,True,0.8161548572146632
C-28-R-0-25C-3,SEM,Micro,2.0,Crack_Density,0.6038100774753222,cracks/mm²,0.12076201549506445,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8210641753206857
C-28-R-0-25C-3,SEM,Micro,2.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.9116566923453205
C-28-R-0-25C-3,SEM,Micro,2.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8798058338943002
C-28-R-0-25C-3,SEM,Micro,2.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.9472934624451788
C-28-R-0-25C-3,SEM,Micro,3.0,Pore_Size_Distribution,0.5367597006959107,μm,0.2574110332445546,0.13810252615243396,1.2044702119138917,50.0,25,0.0,3,,,,,,,,,1.0,True,True,0.9318136498127474
C-28-R-0-25C-3,SEM,Micro,3.0,Crack_Density,0.0,cracks/mm²,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8146604907535605
C-28-R-0-25C-3,SEM,Micro,3.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8110637379764261
C-28-R-0-25C-3,SEM,Micro,3.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8855315318573228
C-28-R-0-25C-3,SEM,Micro,3.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8517510128119756
C-28-R-0-25C-3,SEM,Micro,4.0,Pore_Size_Distribution,0.6184522004799188,μm,0.3125752746902126,0.1766301093893624,1.5053238296578846,50.0,25,0.0,3,,,,,,,,,1.0,True,True,0.9702787033739322
C-28-R-0-25C-3,SEM,Micro,4.0,Crack_Density,0.641139729135685,cracks/mm²,0.128227945827137,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8814049276051196
C-28-R-0-25C-3,SEM,Micro,4.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8274767587495473
C-28-R-0-25C-3,SEM,Micro,4.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8172109388769704
C-28-R-0-25C-3,SEM,Micro,4.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.9859437456716689
C-28-R-0-25C-3,SEM,Micro,5.0,Pore_Size_Distribution,0.5278855103451222,μm,0.2429527165399258,0.1817527348129919,1.2850073983472818,50.0,25,0.0,3,,,,,,,,,1.0,True,True,0.9543524497660927
C-28-R-0-25C-3,SEM,Micro,5.0,Crack_Density,0.2879886877468528,cracks/mm²,0.057597737549370566,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8523575037500348
C-28-R-0-25C-3,SEM,Micro,5.0,Interface_Quality_Index,1.0,dimensionless,0.15,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8443616049194745
C-28-R-0-25C-3,SEM,Micro,5.0,Rubber_Melt_Fraction,0.0,fraction,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.9400322305378536
C-28-R-0-25C-3,SEM,Micro,5.0,Gas_Evolution_Pore_Density,0.0,pores/mm²,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8886200715689708
C-28-R-0-25C-3,XRD,Bulk,,C3S_Content,44.4773455174289,wt%,3.558187641394312,,,,25,0.0,3,100905.80939939237,58.835410324371544,0.1461213553515792,,,,,,1.0,True,True,0.9608908724963735
C-28-R-0-25C-3,XRD,Bulk,,C2S_Content,25.33093762114269,wt%,2.0264750096914153,,,,25,0.0,3,69103.56266075875,31.12909486190869,0.17946600315612932,,,,,,1.0,True,True,0.8737015243519662
C-28-R-0-25C-3,XRD,Bulk,,C3A_Content,8.493105328787252,wt%,0.6794484263029802,,,,25,0.0,3,9190.745731413404,38.67769789809709,0.4709609446849826,,,,,,1.0,True,True,0.8444869702495572
C-28-R-0-25C-3,XRD,Bulk,,C4AF_Content,10.898969723249039,wt%,0.8719175778599231,,,,25,0.0,3,50732.27789492254,64.12421452349682,0.2569631761277049,,,,,,1.0,True,True,0.9900449944604208
C-28-R-0-25C-3,XRD,Bulk,,CH_Content,12.08321833662535,wt%,0.9666574669300281,,,,25,0.0,3,17457.98008791507,35.51701417686929,0.10577228604804736,,,,,,1.0,True,True,0.860989354052083
C-28-R-0-25C-3,TGA,Bulk,,Total_Mass_Loss,0.0,wt%,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8848572285558054
C-28-R-0-25C-3,TGA,Bulk,,Rubber_Mass_Loss,0.0,wt%,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.8563546311309121
C-28-R-0-25C-3,TGA,Bulk,,Cement_Mass_Loss,0.0,wt%,0.0,,,,25,0.0,3,,,,,,,,,1.0,True,True,0.9178551974097002
