pair_id,temperature_C,rho_assumed,Gc_YSZ_GDC_J_per_m2,Gc_GDC_LSCF_J_per_m2
IND_00106,25,0.0,1.540078,0.679317
IND_00107,25,0.0,2.255655,0.910152
IND_00108,25,0.0,2.105402,0.780341
IND_00109,25,0.0,2.407522,1.047443
IND_00110,25,0.0,1.937927,0.962678
IND_00111,25,0.0,2.084475,0.74604
IND_00112,25,0.0,1.62963,0.907029
IND_00113,25,0.0,2.435081,1.113082
IND_00114,25,0.0,2.486242,1.286586
IND_00115,25,0.0,2.401626,1.159022
IND_00116,25,0.0,1.427881,1.154691
IND_00117,25,0.0,1.723249,0.848698
IND_00118,25,0.0,2.152415,1.185001
IND_00119,25,0.0,2.022064,0.694439
IND_00120,25,0.0,2.233262,0.954752
IND_00121,25,0.0,1.876617,0.958809
IND_00122,25,0.0,1.725454,1.322524
IND_00123,25,0.0,2.160139,1.023985
IND_00124,25,0.0,2.303582,1.351072
IND_00125,25,0.0,2.449246,0.793758
IND_00126,25,0.0,2.679136,1.209091
IND_00127,25,0.0,1.901532,0.574259
IND_00128,25,0.0,2.299483,0.744303
IND_00129,25,0.0,2.025676,1.064708
IND_00130,25,0.0,1.574497,1.331814
IND_00131,25,0.0,2.69422,0.931445
IND_00132,25,0.0,2.106518,0.804826
IND_00133,25,0.0,2.685237,1.201283
IND_00134,25,0.0,2.617539,0.974223
IND_00135,25,0.0,1.297532,1.060718
IND_00136,25,0.0,1.881141,1.046877
IND_00137,25,0.0,2.039327,1.019963
IND_00138,25,0.0,2.455543,1.107082
IND_00139,25,0.0,1.843329,1.063255
IND_00140,25,0.0,2.071201,0.986515
IND_00141,25,0.0,2.361172,1.195012
IND_00142,25,0.0,2.112408,1.30809
IND_00143,25,0.0,1.899698,1.094498
IND_00144,25,0.0,1.998981,0.930547
IND_00145,25,0.0,2.494485,0.909371
IND_00146,25,0.0,1.723097,0.905028
IND_00147,25,0.0,2.555132,1.022654
IND_00148,25,0.0,2.537396,1.121041
IND_00149,25,0.0,2.403523,1.013832
IND_00150,25,0.0,1.868628,1.374043
IND_00151,25,0.0,2.511272,1.108195
IND_00152,25,0.0,2.293572,1.24255
IND_00153,25,0.0,1.998787,0.941084
IND_00154,25,0.0,2.010681,1.150758
IND_00155,25,0.0,2.129339,0.619055
IND_00156,25,0.0,1.790614,0.879644
IND_00157,25,0.0,2.456997,1.06391
IND_00158,25,0.0,1.886152,1.13302
IND_00159,25,0.0,2.230521,0.811204
IND_00160,25,0.0,2.436105,1.083427
IND_00161,25,0.0,2.243141,1.214461
IND_00162,25,0.0,1.962161,1.028636
IND_00163,25,0.0,2.473907,0.819181
IND_00164,25,0.0,2.167763,0.971415
IND_00165,25,0.0,1.210053,1.353452
IND_00166,25,0.0,2.578573,0.943712
IND_00167,25,0.0,2.066655,1.020041
IND_00168,25,0.0,2.082262,0.889896
IND_00169,25,0.0,1.775339,1.107424
IND_00170,25,0.0,2.156139,1.128137
IND_00171,25,0.0,2.287242,1.040342
IND_00172,25,0.0,2.542936,0.87863
IND_00173,25,0.0,2.034229,0.8368
IND_00174,25,0.0,1.537539,1.006335
IND_00175,25,0.0,1.930901,1.377438
IND_00176,25,0.0,2.075215,0.835152
IND_00177,25,0.0,2.134488,1.101175
IND_00178,25,0.0,2.399422,0.99441
IND_00179,25,0.0,1.980335,1.094079
IND_00180,25,0.0,1.354676,1.02437
IND_00181,25,0.0,2.205208,0.874042
IND_00182,25,0.0,2.036259,0.463761
IND_00183,25,0.0,2.10604,0.810497
IND_00184,25,0.0,2.314985,0.988086
IND_00185,25,0.0,2.142816,0.80438
IND_00186,25,0.0,2.217457,0.978189
IND_00187,25,0.0,1.887247,1.164425
IND_00188,25,0.0,1.605458,1.318348
IND_00189,25,0.0,1.892768,0.99047
IND_00190,25,0.0,2.249004,0.84311
IND_00191,25,0.0,2.384477,0.929724
IND_00192,25,0.0,1.830616,1.055656
IND_00193,25,0.0,2.100686,0.866007
IND_00194,25,0.0,1.632192,1.36802
IND_00195,25,0.0,1.502629,0.994632
IND_00196,25,0.0,1.550228,1.3615
IND_00197,25,0.0,1.917079,0.998108
IND_00198,25,0.0,1.875156,0.82768
IND_00199,25,0.0,1.725996,0.846133
IND_00200,25,0.0,2.125324,0.995548
IND_00201,25,0.0,2.725758,1.079164
IND_00202,25,0.0,1.845393,1.213718
IND_00203,25,0.0,3.044497,0.838673
IND_00204,25,0.0,2.204871,0.747052
IND_00205,25,0.0,2.325154,1.14811
IND_00206,25,0.0,2.38625,0.987047
IND_00207,25,0.0,2.620545,1.095428
IND_00208,25,0.0,2.359836,1.414244
IND_00209,25,0.0,2.567087,1.125039
IND_00210,25,0.0,1.737798,0.886911
IND_00211,25,0.0,1.815687,1.190864
IND_00212,25,0.0,2.258015,0.882739
IND_00213,25,0.0,1.993289,0.690829
IND_00214,25,0.0,2.083701,1.043395
IND_00215,25,0.0,2.555261,1.276414
IND_00216,25,0.0,1.704401,1.091202
IND_00217,25,0.0,1.502765,1.072712
IND_00218,25,0.0,1.868799,1.407548
IND_00219,25,0.0,1.697586,1.334919
IND_00220,25,0.0,1.792379,0.571585
IND_00221,25,0.0,2.009608,0.996995
IND_00222,25,0.0,1.77618,1.117406
IND_00223,25,0.0,1.796676,1.092438
IND_00224,25,0.0,1.765929,1.008881
IND_00225,25,0.0,1.697504,0.858827
IND_00226,25,0.0,1.645983,1.269159
IND_00227,25,0.0,2.107656,0.948756
IND_00228,25,0.0,2.256246,1.02068
IND_00229,25,0.0,2.383497,0.828192
IND_00230,25,0.0,2.654935,1.045082
IND_00231,25,0.0,1.797723,1.141125
IND_00232,25,0.0,2.065618,1.08032
IND_00233,25,0.0,2.280293,0.816905
IND_00234,25,0.0,1.672621,0.76786
IND_00235,25,0.0,2.409099,0.878365
IND_00236,25,0.0,2.466156,1.019473
IND_00237,25,0.0,2.10981,1.007961
IND_00238,25,0.0,1.612633,1.086169
IND_00239,25,0.0,2.2549,1.440598
IND_00240,25,0.0,1.020979,1.154144
IND_00241,25,0.0,1.955644,1.016226
IND_00242,25,0.0,1.799176,1.083005
IND_00243,25,0.0,2.117203,0.712352
IND_00244,25,0.0,2.313482,0.615497
IND_00245,25,0.0,2.326234,1.425144
IND_00246,25,0.0,2.225843,0.867974
IND_00247,25,0.0,1.91505,0.865181
IND_00248,25,0.0,2.044303,1.202783
IND_00249,25,0.0,1.72579,0.806591
IND_00250,25,0.0,1.590187,0.614406
IND_00251,25,0.0,1.796046,1.301593
IND_00252,25,0.0,2.363189,0.804622
IND_00253,25,0.0,2.299602,0.92121
IND_00254,25,0.0,2.083679,0.923498
IND_00255,25,0.0,1.473125,0.945308
IND_00256,25,0.0,2.201837,1.112932
IND_00257,25,0.0,2.457657,0.959384
IND_00258,25,0.0,2.11548,0.83151
IND_00259,25,0.0,2.301319,1.169843
IND_00260,25,0.0,1.67481,1.117251
IND_00261,25,0.0,2.614366,0.950006
IND_00262,25,0.0,2.799588,1.263875
IND_00263,25,0.0,2.937384,0.809717
IND_00264,25,0.0,2.074859,1.128872
IND_00265,25,0.0,2.420137,0.632525
IND_00266,25,0.0,1.982502,0.982189
IND_00267,25,0.0,2.00609,1.618296
IND_00268,25,0.0,2.217879,1.062694
IND_00269,25,0.0,2.908922,0.825078
IND_00270,25,0.0,2.243871,1.012034
IND_00271,25,0.0,1.65219,0.848302
IND_00272,25,0.0,2.167048,0.553486
IND_00273,25,0.0,2.651269,1.205324
IND_00274,25,0.0,2.346851,0.942073
IND_00275,25,0.0,2.058931,0.890691
IND_00276,25,0.0,1.9472,0.790979
IND_00277,25,0.0,2.60451,1.076475
IND_00278,25,0.0,2.504721,0.872034
IND_00279,25,0.0,2.100648,1.106838
IND_00280,25,0.0,2.721075,1.238917
IND_00281,25,0.0,1.957764,1.201861
IND_00282,25,0.0,1.85964,0.982565
IND_00283,25,0.0,1.758725,0.90938
IND_00284,25,0.0,1.896258,0.860257
IND_00285,25,0.0,2.359938,1.027042
IND_00286,25,0.0,1.797413,0.902174
IND_00287,25,0.0,2.251514,0.76824
IND_00288,25,0.0,2.058103,1.257136
IND_00289,25,0.0,2.022309,1.153919
IND_00290,25,0.0,2.09992,1.222968
IND_00291,25,0.0,2.330097,0.997942
IND_00292,25,0.0,1.393396,0.823441
IND_00293,25,0.0,1.952726,0.926411
IND_00294,25,0.0,2.31297,1.145411
IND_00295,25,0.0,2.257789,0.876068
IND_00296,25,0.0,1.940082,1.054482
IND_00297,25,0.0,2.806292,0.984222
IND_00298,25,0.0,1.830849,1.028148
IND_00299,25,0.0,2.562622,0.863415
IND_00300,25,0.0,2.358193,1.048406
IND_00301,25,0.0,2.609724,1.301331
IND_00302,25,0.0,2.269352,0.869714
IND_00303,25,0.0,2.342665,1.657663
IND_00304,25,0.0,2.467635,0.921169
IND_00305,25,0.0,2.850552,1.114594
IND_00306,25,0.0,2.648276,1.160531
IND_00307,25,0.0,2.192762,0.901599
IND_00308,25,0.0,2.53675,1.217044
IND_00309,25,0.0,2.328508,1.117665
IND_00310,25,0.0,1.753201,1.3213
IND_00311,25,0.0,2.32737,1.141248
IND_00312,25,0.0,2.375452,1.133288
IND_00313,25,0.0,2.05174,0.987285
IND_00314,25,0.0,2.67823,1.050058
IND_00315,25,0.0,1.946018,1.020271
IND_00316,25,0.0,2.140382,1.41637
IND_00317,25,0.0,2.570301,1.261315
IND_00318,25,0.0,2.374931,1.124815
IND_00319,25,0.0,2.048879,0.978385
IND_00320,25,0.0,2.408287,1.149281
IND_00321,25,0.0,1.736844,1.067104
IND_00322,25,0.0,2.207455,1.312913
IND_00323,25,0.0,1.889135,0.740961
IND_00324,25,0.0,2.129149,1.399055
IND_00325,25,0.0,2.495551,0.791146
IND_00326,25,0.0,2.049384,0.928128
IND_00327,25,0.0,2.263328,1.143635
IND_00328,25,0.0,2.432783,1.241793
IND_00329,25,0.0,2.360462,0.561632
IND_00330,25,0.0,3.076004,0.761903
IND_00331,25,0.0,2.751294,1.092032
IND_00332,25,0.0,2.503268,0.992867
IND_00333,25,0.0,1.775537,0.998448
IND_00334,25,0.0,2.025452,1.095451
IND_00335,25,0.0,2.239997,1.283844
IND_00336,25,0.0,1.908195,0.875582
IND_00337,25,0.0,1.476034,0.74086
IND_00338,25,0.0,2.26037,1.034475
IND_00339,25,0.0,1.577809,1.073621
IND_00340,25,0.0,2.484036,1.305511
IND_00341,25,0.0,2.440125,1.139459
IND_00342,25,0.0,1.564689,1.159176
IND_00343,25,0.0,1.632225,0.885267
IND_00344,25,0.0,2.178066,0.868513
IND_00345,25,0.0,1.9906,0.876978
IND_00346,25,0.0,2.474312,0.881481
IND_00347,25,0.0,2.904297,0.803522
IND_00348,25,0.0,2.240067,0.802439
IND_00349,25,0.0,2.626302,0.833444
IND_00350,25,0.0,2.432967,0.996175
IND_00351,25,0.0,1.96778,0.771391
IND_00352,25,0.0,1.645287,0.942088
IND_00353,25,0.0,2.247926,0.839106
IND_00354,25,0.0,2.090858,1.148221
IND_00355,25,0.0,1.260891,0.889463
IND_00356,25,0.0,2.280004,1.035329
IND_00357,25,0.0,2.152508,0.774839
IND_00358,25,0.0,2.772329,1.139773
IND_00359,25,0.0,2.111418,1.278466
IND_00360,25,0.0,2.171635,1.148763
IND_00361,25,0.0,2.460748,1.07625
IND_00362,25,0.0,1.746266,1.0712
IND_00363,25,0.0,2.007449,0.956436
IND_00364,25,0.0,1.508219,1.067605
IND_00365,25,0.0,2.562707,1.270074
IND_00366,25,0.0,2.293232,1.104358
IND_00367,25,0.0,1.672895,1.121255
IND_00368,25,0.0,2.249472,1.231377
IND_00369,25,0.0,2.647405,0.855001
IND_00370,25,0.0,2.330197,1.129807
IND_00371,25,0.0,2.025701,0.763449
IND_00372,25,0.0,2.408526,1.483949
IND_00373,25,0.0,2.059788,1.044538
IND_00374,25,0.0,1.93247,0.917238
IND_00375,25,0.0,2.276651,1.135875
IND_00376,25,0.0,2.406821,0.916733
IND_00377,25,0.0,2.150785,1.301714
IND_00378,25,0.0,2.041845,1.26371
IND_00379,25,0.0,1.932598,0.909493
IND_00380,25,0.0,2.301631,1.012334
IND_00381,25,0.0,2.798812,0.993424
IND_00382,25,0.0,1.356052,0.989243
IND_00383,25,0.0,1.953649,1.24758
IND_00384,25,0.0,2.094732,0.708569
IND_00385,25,0.0,2.630669,1.075628
IND_00386,25,0.0,2.606466,0.920537
IND_00387,25,0.0,2.098867,1.010477
IND_00388,25,0.0,2.340103,0.830426
IND_00389,25,0.0,1.910402,0.900581
IND_00390,25,0.0,2.353335,1.165774
IND_00391,25,0.0,2.704683,1.208171
IND_00392,25,0.0,2.012423,1.484389
IND_00393,25,0.0,2.244633,0.912123
IND_00394,25,0.0,2.549476,0.908034
IND_00395,25,0.0,2.186527,1.175889
IND_00396,25,0.0,2.522165,0.936865
IND_00397,25,0.0,2.25882,0.806891
IND_00398,25,0.0,2.653846,1.248963
IND_00399,25,0.0,2.404858,0.820588
IND_00400,25,0.0,2.3452,1.075845
IND_00401,25,0.0,2.348459,1.000681
IND_00402,25,0.0,2.534716,1.11299
IND_00403,25,0.0,2.107984,1.005839
IND_00404,25,0.0,2.205332,1.087615
IND_00405,25,0.0,1.785839,1.016772
IND_00406,25,0.0,2.28085,0.680514
IND_00407,25,0.0,1.703457,1.105141
IND_00408,25,0.0,2.30077,1.310645
IND_00409,25,0.0,2.4774,1.327342
IND_00410,25,0.0,2.47215,1.135095
IND_00411,25,0.0,2.49846,1.426473
IND_00412,25,0.0,2.638793,1.189238
IND_00413,25,0.0,2.337234,0.855076
IND_00414,25,0.0,2.544329,0.487222
IND_00415,25,0.0,3.350038,0.901163
IND_00416,25,0.0,2.638535,0.757853
IND_00417,25,0.0,2.542822,1.309572
IND_00418,25,0.0,2.672696,1.094288
IND_00419,25,0.0,2.535246,0.976309
IND_00420,25,0.0,2.138532,0.96693
IND_00421,25,0.0,2.097458,1.038651
IND_00422,25,0.0,2.010849,1.185807
IND_00423,25,0.0,2.425386,0.989429
IND_00424,25,0.0,2.389142,0.644227
IND_00425,25,0.0,1.525097,1.152304
IND_00426,25,0.0,2.151523,0.917973
IND_00427,25,0.0,2.162113,1.162984
IND_00428,25,0.0,1.495729,0.992689
IND_00429,25,0.0,2.640656,0.837745
IND_00430,25,0.0,2.032217,1.277775
IND_00431,25,0.0,2.129295,1.342981
IND_00432,25,0.0,2.358273,1.051246
IND_00433,25,0.0,1.899547,1.065296
IND_00434,25,0.0,2.217567,1.168584
IND_00435,25,0.0,2.065902,0.936776
IND_00436,25,0.0,2.259946,0.781239
IND_00437,25,0.0,2.025898,0.808629
IND_00438,25,0.0,2.100588,0.944807
IND_00439,25,0.0,1.573348,0.969236
IND_00440,25,0.0,1.879369,0.727193
IND_00441,25,0.0,2.515017,1.033996
IND_00442,25,0.0,2.200649,0.954316
IND_00443,25,0.0,2.387503,0.852775
IND_00444,25,0.0,2.503857,1.289974
IND_00445,25,0.0,2.335307,1.088317
IND_00446,25,0.0,2.055511,1.013697
IND_00447,25,0.0,2.155786,1.236798
IND_00448,25,0.0,2.494954,0.649714
IND_00449,25,0.0,2.205463,1.307606
IND_00450,25,0.0,2.381107,0.697097
IND_00451,25,0.0,2.200666,1.229965
IND_00452,25,0.0,2.203072,0.93477
IND_00453,25,0.0,1.949197,0.825259
IND_00454,25,0.0,2.360725,1.031067
IND_00455,25,0.0,1.70016,0.912998
IND_00456,25,0.0,1.431805,0.794919
IND_00457,25,0.0,2.203692,1.102665
IND_00458,25,0.0,1.266321,0.990885
IND_00459,25,0.0,2.375637,0.939357
IND_00460,25,0.0,1.025941,0.804798
IND_00461,25,0.0,2.088574,0.855041
IND_00462,25,0.0,1.847797,1.075986
IND_00463,25,0.0,2.168251,1.335697
IND_00464,25,0.0,1.852091,0.862206
IND_00465,25,0.0,1.498755,0.788675
IND_00466,25,0.0,2.393011,0.9311
IND_00467,25,0.0,2.286185,0.962337
IND_00468,25,0.0,1.92843,1.248112
IND_00469,25,0.0,1.749604,0.896466
IND_00470,25,0.0,1.761384,0.873585
IND_00471,25,0.0,2.196402,0.85057
IND_00472,25,0.0,1.640249,1.128011
IND_00473,25,0.0,2.434586,1.310293
IND_00474,25,0.0,2.146218,1.36514
IND_00475,25,0.0,2.015986,1.083459
IND_00476,25,0.0,2.245816,0.797454
IND_00477,25,0.0,2.515148,1.005226
IND_00478,25,0.0,2.407056,0.590583
IND_00479,25,0.0,2.359316,1.334067
IND_00480,25,0.0,1.515996,0.8289
IND_00481,25,0.0,2.596554,0.938628
IND_00482,25,0.0,1.977054,1.175773
IND_00483,25,0.0,2.025992,0.997442
IND_00484,25,0.0,1.862124,0.940276
IND_00485,25,0.0,1.648499,0.635589
IND_00486,25,0.0,1.701112,1.232264
IND_00487,25,0.0,1.962859,0.83398
IND_00488,25,0.0,2.317978,1.144914
IND_00489,25,0.0,1.830629,0.611164
IND_00490,25,0.0,2.072074,1.474322
IND_00491,25,0.0,2.495689,1.180936
IND_00492,25,0.0,2.308129,0.961972
IND_00493,25,0.0,2.121145,0.613528
IND_00494,25,0.0,2.131337,0.885559
IND_00495,25,0.0,2.07201,1.410291
IND_00496,25,0.0,2.535181,0.91731
IND_00497,25,0.0,2.405284,1.298638
IND_00498,25,0.0,2.298358,1.388666
IND_00499,25,0.0,2.286211,0.758775
IND_00500,25,0.0,1.728099,0.806739
