sample_id,material,strain,stress_fem,stress_exp,rmse,r_squared
SS_000,silicon_carbide,0.04489795918367347,1.1302167109741473e+18,1.1968082642190595e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.04693877551020409,1.446813608928133e+18,1.4211768067938135e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.0489795918367347,1.8327286595477432e+18,1.8302485419757842e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.05102040816326531,2.2992771330637064e+18,2.312401099784467e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.05306122448979592,2.8590449423633853e+18,2.980240293006239e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.05510204081632654,3.525971920320882e+18,3.481948146034781e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.05714285714285715,4.3154369692640906e+18,4.2871884503167073e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.05918367346938776,5.244345050191669e+18,4.95482116312744e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.06122448979591837,6.33121598110699e+18,5.963202579542939e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.06326530612244899,7.596275015435106e+18,8.017817029888603e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.0653061224489796,9.06154517295131e+18,9.936019798160593e+18,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.0673469387755102,1.0750941296991795e+19,1.0393633784994861e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.06938775510204082,1.2690365812952152e+19,1.2886567693252123e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.07142857142857144,1.4907806164218716e+19,1.3586179998452836e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.07346938775510205,1.743343390273257e+19,1.6788414877841453e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.07551020408163266,2.0299705412363473e+19,1.949724338784805e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.07755102040816328,2.354146424418004e+19,2.5681722360138424e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.07959183673469389,2.7196045043548697e+19,2.751633099072376e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.0816326530612245,3.1303379049784914e+19,2.8130855377323053e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.0836734693877551,3.5906101149817967e+19,3.0420375172690756e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.08571428571428572,4.104965846802325e+19,3.788940110892488e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.08775510204081634,4.67824204750261e+19,4.699273931887182e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.08979591836734695,5.315579059889009e+19,5.398182456847396e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.09183673469387756,6.0224319322679615e+19,6.2913816327794885e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.09387755102040818,6.804581875292615e+19,5.947598433257903e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.09591836734693879,7.668147864404006e+19,7.937020604661942e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.0979591836734694,8.619598386419406e+19,8.62323605102562e+19,1.7717307563798804e+18,0.9948833498564481
SS_000,silicon_carbide,0.1,9.665763328865957e+19,9.971206631572549e+19,1.7717307563798804e+18,0.9948833498564481
SS_001,alumina,0.0,0.0,0.0,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.0020408163265306124,146583223821.79034,150478286021.21683,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.004081632653061225,14814245226967.088,15229780798217.412,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.006122448979591837,221095609305904.2,226693108158156.94,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.00816326530612245,1504878137174653.2,1503348049877511.0,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.010204081632653062,6661429562837943.0,6582382778153238.0,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.012244897959183675,2.2461680732906868e+16,2.1647289511839092e+16,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.014285714285714287,6.277028898969382e+16,6.524054533931636e+16,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.0163265306122449,1.5288577810604112e+17,1.5341334581782602e+17,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.018367346938775512,3.3526166352749216e+17,3.343764725697137e+17,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.020408163265306124,6.767586705120573e+17,7.061826897943232e+17,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.022448979591836737,1.277571046570166e+18,1.2572073186665838e+18,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.02448979591836735,2.2819640538686756e+18,2.3595206348585324e+18,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.02653061224489796,3.8909546893553746e+18,3.9628462161974287e+18,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.028571428571428574,6.377063313799279e+18,6.24907211000931e+18,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.030612244897959186,1.0101260032621451e+19,1.0174063967657925e+19,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.0326530612244898,1.5532226258320015e+19,1.6103774543667933e+19,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.03469387755102041,2.326804882005599e+19,2.3989973338558837e+19,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.036734693877551024,3.4060461212423135e+19,3.5772716437125788e+19,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.03877551020408164,4.884174404739205e+19,4.963140586368698e+19,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.04081632653061225,6.875439445514366e+19,7.57631531218042e+19,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.04285714285714286,9.518367204225216e+19,9.309296886213933e+19,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.04489795918367347,1.297931270360316e+20,1.2872517645548424e+20,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.04693877551020409,1.7456321440250996e+20,1.745940004357267e+20,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.0489795918367347,2.3183309600635958e+20,2.2261625797320986e+20,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.05102040816326531,3.0434573127063955e+20,3.13173237627522e+20,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.05306122448979592,3.9529635528090596e+20,4.0468452227790176e+20,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.05510204081632654,5.083844418523057e+20,5.070564792519849e+20,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.05714285714285715,6.478692477311897e+20,6.352488072848734e+20,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.05918367346938776,8.18629032827276e+20,7.795266431538161e+20,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.06122448979591837,1.0262240501619773e+21,9.966735141156794e+20,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.06326530612244899,1.2769633980676765e+21,1.2943341859253683e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.0653061224489796,1.5779758260764656e+21,1.5555853637575112e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.0673469387755102,1.93728458489076e+21,1.8967855630308682e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.06938775510204082,2.363886409828481e+21,2.3751156880995994e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.07142857142857144,2.8678347261786073e+21,2.933468401817139e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.07346938775510205,3.4603271639855666e+21,3.450948848000639e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.07551020408163266,4.1537974689009374e+21,4.14908413344492e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.07755102040816328,4.962011894894709e+21,5.104817483575235e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.07959183673469389,5.900170163804895e+21,5.872798568179377e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.0816326530612245,6.985011075920383e+21,6.860226681131129e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.0836734693877551,8.234922855036441e+21,8.320886135829847e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.08571428571428572,9.67005831069298e+21,9.524390973781177e+21,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.08775510204081634,1.131245489960161e+22,1.1116176356118597e+22,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.08979591836734695,1.3186159767586274e+22,1.3582361400169416e+22,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.09183673469387756,1.531735985270391e+22,1.5115568125440583e+22,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.09387755102040818,1.7734517129572973e+22,1.633307567041646e+22,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.09591836734693879,2.046850907431993e+22,2.061732301480102e+22,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.0979591836734694,2.3552774428954185e+22,2.325791772754081e+22,2.2063370381279468e+20,0.998855684731122
SS_001,alumina,0.1,2.702346434339928e+22,2.680112823993847e+22,2.2063370381279468e+20,0.998855684731122
SS_002,alumina,0.0,0.0,0.0,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.0020408163265306124,137203737213.5074,141338143337.66788,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.004081632653061225,13866319461007.082,13384927736187.84,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.006122448979591837,206948265206308.72,202174548414293.97,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.00816326530612245,1408584823610422.5,1438310570163581.8,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.010204081632653062,6235181676158767.0,6258246749534831.0,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.012244897959183675,2.1024415074935244e+16,2.1427957212837276e+16,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.014285714285714287,5.875377830295477e+16,5.904604199936979e+16,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.0163265306122449,1.4310300712478669e+17,1.4309924163394365e+17,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.018367346938775512,3.13809124817129e+17,3.326740128961425e+17,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.020408163265306124,6.334546093677587e+17,6.635436081844294e+17,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.022448979591836737,1.1958225339504458e+18,1.1013036171321544e+18,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.02448979591836735,2.1359469945777298e+18,2.269818438802862e+18,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.02653061224489796,3.641982423288872e+18,3.958010130759827e+18,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.028571428571428574,5.969011298074262e+18,6.288795301161733e+18,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.030612244897959186,9.454906168021344e+18,9.471566722249982e+18,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.0326530612244898,1.4538358717489762e+19,1.4311080376689365e+19,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.03469387755102041,2.1779185724959113e+19,2.252092385218277e+19,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.036734693877551024,3.188101917612121e+19,3.1416463048751972e+19,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.03877551020408164,4.571648542451819e+19,4.659025988813683e+19,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.04081632653061225,6.435497612309331e+19,6.46561684890129e+19,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.04285714285714286,8.909311164952334e+19,9.331995319377709e+19,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.04489795918367347,1.2148799589522873e+20,1.2019843935061234e+20,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.04693877551020409,1.6339335956443008e+20,1.6115154616530416e+20,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.0489795918367347,2.1699868752048767e+20,2.200314670454662e+20,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.05102040816326531,2.848714242093379e+20,3.040872384606072e+20,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.05306122448979592,3.7000234977337285e+20,3.7034865725339455e+20,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.05510204081632654,4.758542181344107e+20,4.6739417136359624e+20,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.05714285714285715,6.064137470635225e+20,6.220253422025367e+20,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.05918367346938776,7.662470490615892e+20,7.813496321872173e+20,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.06122448979591837,9.605585907415024e+20,9.223379636758974e+20,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.06326530612244899,1.1952537673257252e+21,1.1639925137451855e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.0653061224489796,1.477005177846813e+21,1.5214888910737637e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.0673469387755102,1.8133226856593233e+21,1.8243500434089386e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.06938775510204082,2.212627347935804e+21,2.001127419486996e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.07142857142857144,2.684329296923869e+21,2.703301203571686e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.07346938775510205,3.2389096548827576e+21,3.3113475494835535e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.07551020408163266,3.8880065637940713e+21,3.7355500115364073e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.07755102040816328,4.6445054101493037e+21,4.70838238353323e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.07959183673469389,5.522633324355385e+21,5.830530635376359e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.0816326530612245,6.538058033565722e+21,6.568750103624238e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.0836734693877551,7.70799114603704e+21,7.473618367580699e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.08571428571428572,9.051295944429774e+21,8.815208464459479e+21,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.08775510204081634,1.058859976481063e+22,1.0519765692586576e+22,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.08979591836734695,1.2342411037478394e+22,1.2431893088920232e+22,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.09183673469387756,1.4337241065117727e+22,1.4298467170981786e+22,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.09387755102040818,1.6599730613188093e+22,1.6829715176124632e+22,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.09591836734693879,1.9158781386876596e+22,1.9011239180940165e+22,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.0979591836734694,2.204569246838234e+22,2.2157625655363256e+22,1.5035916480062718e+20,0.9994212162340039
SS_002,alumina,0.1,2.5294301787754584e+22,2.6154182294107033e+22,1.5035916480062718e+20,0.9994212162340039
SS_003,silicon_carbide,0.0,0.0,0.0,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.0020408163265306124,39205997296.841354,42551941432.28799,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.004081632653061225,1804763375616.754,1554512751164.0051,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.006122448979591837,17153487460946.03,18749858499641.99,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.00816326530612245,84802428206504.6,78825037190638.14,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.010204081632653062,292944860210637.7,270151521335587.8,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.012244897959183675,806636848993271.5,634174067535925.6,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.014285714285714287,1899342340152376.8,1797134521493454.0,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.0163265306122449,3988229105908868.0,4020846705197613.5,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.018367346938775512,7672916364329526.0,7517092800480772.0,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.020408163265306124,1.3777441524198778e+16,1.3419684886461462e+16,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.022448979591836737,2.339525816031572e+16,2.1624990597701652e+16,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.02448979591836735,3.793710906878898e+16,4.0846279136924056e+16,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.02653061224489796,5.9181641820695016e+16,6.41323012931538e+16,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.028571428571428574,8.932865232333115e+16,9.307102213944891e+16,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.030612244897959186,1.3105485615641218e+17,1.1328382279527664e+17,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.0326530612244898,1.875720989325884e+17,2.2198947300019414e+17,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.03469387755102041,2.6268792634517856e+17,2.6780610465727395e+17,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.036734693877551024,3.608684424013312e+17,3.784758419820754e+17,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.03877551020408164,4.873033909456572e+17,4.345115824716226e+17,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.04081632653061225,6.479734012132675e+17,6.509406745693988e+17,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.04285714285714286,8.497193430028641e+17,8.802645304960868e+17,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.04489795918367347,1.1003137412750944e+18,1.0919398365379086e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.04693877551020409,1.40853420367083e+18,1.5049388922392033e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.0489795918367347,1.784238817696258e+18,1.9621451701145098e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.05102040816326531,2.2384434772062659e+18,2.008178134532097e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.05306122448979592,2.783401100390783e+18,2.957895991555044e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.05510204081632654,3.4326827037756856e+18,3.52460515223111e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.05714285714285715,4.2012602988281595e+18,4.1815360952006333e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.05918367346938776,5.105591579636368e+18,4.470448144780124e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.06122448979591837,6.163706371840973e+18,6.813732152550583e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.06326530612244899,7.395294814552706e+18,7.562304417447931e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.0653061224489796,8.821797248414065e+18,7.561502111076064e+18,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.0673469387755102,1.0466495784269593e+19,1.0181664091161344e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.06938775510204082,1.235460752811178e+19,1.2543579540090493e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.07142857142857144,1.4513379439078756e+19,1.4926203447740539e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.07346938775510205,1.6972184798306808e+19,1.6639993813280821e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.07551020408163266,1.976262126739237e+19,2.0073947087964058e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.07755102040816328,2.2918610516103143e+19,2.635327488164166e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.07959183673469389,2.647649939980187e+19,2.931040770401563e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.0816326530612245,3.0475162667816112e+19,2.801345121741546e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.0836734693877551,3.4956107184705995e+19,3.308213046258939e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.08571428571428572,3.996357764705594e+19,3.931540920215073e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.08775510204081634,4.554466377904935e+19,3.92047918268378e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.08979591836734695,5.1749408990678155e+19,4.618623591214623e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.09183673469387756,5.8630920483000476e+19,5.113941209201883e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.09387755102040818,6.624548078538521e+19,6.0229731336693916e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.09591836734693879,7.465266071018122e+19,8.234164601364523e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.0979591836734694,8.391543371071998e+19,7.835084266072505e+19,2.6099161370243615e+18,0.9870601242839665
SS_003,silicon_carbide,0.1,9.41002916290041e+19,8.674178709911187e+19,2.6099161370243615e+18,0.9870601242839665
SS_004,silicon_carbide,0.0,0.0,0.0,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.0020408163265306124,43284861184.43674,44871672660.22614,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.004081632653061225,1992525061736.4177,2525586502486.018,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.006122448979591837,18938080262425.66,19753679443731.473,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.00816326530612245,93624995819643.19,101414315568805.69,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.010204081632653062,323421886526866.94,346651206336596.0,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.012244897959183675,890556711784963.8,936827898381730.9,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.014285714285714287,2096943712788613.5,2067627585200439.2,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.0163265306122449,4403151434051228.0,4672039372405042.0,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.018367346938775512,8471181518358009.0,8095384887817626.0,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.020408163265306124,1.5210801534684696e+16,1.5107117905793462e+16,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.022448979591836737,2.5829224395853132e+16,2.5215621522175852e+16,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.02448979591836735,4.1883961970115816e+16,4.2540205228128216e+16,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.02653061224489796,6.533870651167497e+16,7.646822684862741e+16,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.028571428571428574,9.862211350812171e+16,8.682624113901267e+16,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.030612244897959186,1.4468937528426672e+17,1.5292345276212698e+17,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.0326530612244898,2.0708648737841536e+17,1.8580664219859645e+17,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.03469387755102041,2.900171201000072e+17,2.829286470726649e+17,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.036734693877551024,3.984120163280215e+17,4.313468481260136e+17,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.03877551020408164,5.3800084390373184e+17,5.4387630688470957e+17,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.04081632653061225,7.153864371914157e+17,6.661044332383173e+17,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.04285714285714286,9.381213677370975e+17,8.959539465300474e+17,2.6028745253322593e+18,0.9909133570851787
SS_004,silicon_carbide,0.04489795918367347,1.21478678860843e+18,1.275432626898765e+18,2.6028745253322593e+18,0.9909133570851787
