FirmID,Firm_Size,Firm_Age,Employees,Assets_Million_NGN,Subsector,Ownership_Type,FDI_Presence,Knowledge_Absorption,Task_Performance,Innovation_Score,FDI_Intensity,FDI_Duration_Years,FDI_Origin_Region,FDI_Type,ROI_Percent,ROA_Percent,Export_Intensity,Market_Share_Percent,Operational_Efficiency,Revenue_Growth_Percent,Profit_Margin_Percent,Skilled_Labor_Ratio,IoT_Usage,R_D_Spend_Percent,Technology_Adoption_Score,Liquidity_Ratio,Debt_to_Equity_Ratio,Training_Investment_Percent,Tax_Incentive_Effectiveness,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Policy_Effectiveness_Index,Ease_of_Doing_Business,Government_Support_Access,Regulatory_Burden,FDI_Inflow_Lagos_Million_USD,Lagos_GDP_Growth_Percent,Food_Processing_GDP_Contribution_Percent,Power_Supply_Hours_Daily,Logistics_Quality_Index,Corruption_Index,Regulatory_Quality_Index,Ease_of_Doing_Business_Rank,EEG_Disbursement_Million_NGN,Food_Export_Value_Million_USD,Export_Orientation,Certification_ISO,Certification_HACCP,Location_Zone,Years_in_Export,Supply_Chain_Integration,Competition_Intensity
FIRM_011,SME,11,22,14.2159653912144,Bakery & Confectionery,Domestic Private,0,1.9832281269541685,4.6584836007092685,2.9744607058652344,0.19804781622390913,4.88741541994483,Europe,Merger & Acquisition,22.267880414672657,5.815863591477188,0.14413165992503132,12.772513002096096,3.455393433055308,-0.45530481025361347,16.992651373535814,0.6459766851344461,1,3.073803929054627,4.2839495816010835,2.308147917839565,0.8615230688466933,4.704139845933625,3.8136660681938173,2.846866314135395,2.5120643299837675,3.225255114313076,5.021819640273019,3.7965901361996597,2.3526030090972547,5.083347846236199,1251.8866593436371,4.403038870216901,3.102690309284707,23.37872780429244,3.233753452504322,22.08624764523538,1.8401733728382403,137.23668233201317,166.22407261196093,351.97790873158283,0,0,1,Surulere,0.7818302502406345,1.7785893541367659,4.287332801078372
FIRM_012,SME,11,35,6.989544077047785,Fruit & Vegetable Processing,Joint Venture,0,3.6362386897299155,4.60996746982477,3.562947470778705,0.05002103659427659,7.183784729547108,North America,Strategic Alliance,8.502981214752781,6.828690426030362,0.26626280345534703,11.138952098939745,2.5998942736048924,-1.5598997722491355,17.98424897302921,0.46286699061997716,1,4.711882707251811,3.095191331124343,2.513791992114034,0.33353376898739834,0.8889108460125683,3.2579880483568453,3.817804747436501,2.3644497376516798,5.212473871109334,3.3996078604156064,3.9909863044774108,3.1927257847765964,5.573112669282893,1109.3900491220509,3.2826969919909006,2.5561669087508436,21.70102216511926,2.6453535945348845,24.59507727044048,1.7406351324266534,128.77503450232894,164.74798950775556,491.70162331363844,0,1,0,Lagos Island,0.5149294647303644,3.3837384847964245,4.829980243716565
FIRM_013,SME,16,33,9.776373683896098,Fruit & Vegetable Processing,Foreign-Owned,0,4.326371157722245,4.623322573667943,4.083381749755029,0.3671524132774563,0.19858186663832364,North America,Strategic Alliance,9.86657074543255,6.334826133740415,0.16942075142559374,8.184342571792738,3.397981544049695,6.317624243485029,10.694002272707552,0.6906730583536518,1,1.0485688210871296,3.283632759114115,3.0987208936975232,0.5298111920914311,4.096571423915561,4.212885076529032,4.408791034573358,4.240697769241836,5.25318060480958,5.224831532022267,2.8412925980890558,3.0663350757300227,4.786932956099115,1365.0531659369885,3.4305913816708524,2.399963921442176,17.355055790409978,3.0693400757636278,22.894912943313294,1.682669210197871,129.44370592522213,147.26773948468806,410.777833346718,0,0,0,Apapa,2.963559194365091,3.0355533843671054,4.435272610554888
FIRM_014,SME,0,33,2.397702417304899,Fruit & Vegetable Processing,Domestic Private,0,3.3440438332568334,2.586211529407853,3.646463739040087,0.5861867798289321,9.073696303464502,Europe,Greenfield Investment,11.899947788048038,9.084823869574176,0.048572241669412874,9.838442873661856,3.1812387153292043,23.165133942821374,15.886183007837818,0.529595819111609,0,6.2348267946058415,2.467372053482844,1.8330430436415814,1.481833981495459,4.543774434245618,4.849138104873511,4.51498956729675,3.48513757076448,5.476248880533521,4.429642900501875,4.204547198666889,2.8180123176454264,3.8540822595387243,1447.2974762993276,4.132295883012887,2.2709133508530126,19.072259191794565,2.0821565032629827,24.30439956263216,2.167621548594661,133.39224430214648,105.67111023052743,460.1252338301148,1,0,0,Lagos Island,6.932970357891054,4.709915681809829,4.563170998560645
FIRM_015,SME,1,38,85.26397050398157,Dairy Products,Joint Venture,1,3.2049358163259676,3.944706833071496,3.6785129828176633,0.48538537977394913,4.8316898045698,Other Africa,Strategic Alliance,12.493898045817522,15.104530795136794,0.525968296209535,4.182432844990969,2.8033922154991604,16.9453404774166,10.206185092582892,0.757875033578302,0,2.6351582115820373,2.9591283422726216,1.3729646661544457,0.5044266771702488,4.735110131827012,2.4448850872803454,4.428838890534918,2.7642574958528643,3.949998334774649,3.873210825556761,3.0103748645025656,4.067036810838647,6.476711378250895,1117.5266260217975,3.6693850268440293,3.1273609036677623,12.21553430037483,3.338766185547998,23.903973733718296,2.1140346118164572,130.24170919192147,179.76233365987918,379.5059807708337,1,0,1,Surulere,3.8013791898477542,4.0348809786229705,3.3316322679036006
FIRM_016,SME,10,25,8.408315712879276,Meat & Poultry Processing,Foreign-Owned,1,3.821417026046859,4.3312570200853635,3.265506410207105,0.5382973348784639,4.143635930371261,North America,Joint Venture,18.612673348285842,8.594970396677258,0.4373218826930047,8.936537230513629,4.247855218317868,7.729068722032927,17.051162577754393,0.7687180651994414,0,7.157062471204663,3.392728666573259,2.8279031502337095,0.6922482702304019,4.403646605731876,5.758874661662648,2.32704084305871,4.634880334932403,2.0441658960713793,5.716695925506038,1.0,6.309351923171484,6.183375992697753,908.9960626696368,3.098066197521894,2.9988820207191638,24.576299752160676,3.2492600401926794,26.035288944487533,1.9916676245754508,137.18979410604084,148.846972207836,426.0311406129295,1,1,0,Other,1.2856484742988425,2.632599328286138,4.3627905471233515
FIRM_017,SME,6,31,8.243250914752766,Beverage Production,Foreign-Owned,1,3.346311157822848,4.067076993812531,3.5375214357509797,0.06491934282899132,4.899002886260929,Other Africa,Merger & Acquisition,21.9373153888095,5.274250648761858,0.1808778356752804,7.389486095773797,3.853388622310258,17.37423433762871,9.19168381318221,0.24158270361124923,0,3.2588802095559384,3.7940497422870028,2.310927267761271,0.8962534072873249,1.7939751774144945,1.0,4.433145025710743,2.7083754153296073,5.577126794403719,3.9952127308467835,3.8355191664793327,2.982924644328208,3.3801963070222514,1289.8269850908039,3.795522758704411,3.0095239138222807,20.764637593288285,2.6782296084780626,23.463446157351108,2.7243951900097665,129.80184916184697,161.80452027603198,468.1624433465477,0,1,0,Surulere,2.65571075918493,3.5355147426762854,5.0
FIRM_018,SME,17,21,15.268114342719997,Bakery & Confectionery,Domestic Private,1,4.612399824992598,4.24561742807528,3.2638533037824904,0.7611925681414298,9.991455584666099,Other Africa,Merger & Acquisition,19.870678919191437,-0.11252223949974294,0.35962379572319175,2.086832563013919,4.177513377792428,11.223424524989941,6.952397591534077,0.47384806382745465,0,1.5711808286516193,3.033071226259467,3.2619597772056874,1.5881494056538994,1.9988920910231465,4.290298289719619,5.230839718276414,1.0,4.639587401606765,3.381632672372349,1.5888608225428058,4.0706628391054,3.4970512653831958,1382.7536554814887,2.7019629211906238,2.887432711323652,10.556396923156957,2.975535374702576,24.236634969121752,1.961674690392782,129.88375877550814,144.44352876860296,396.03486063361294,1,0,0,Other,1.1165045924431696,3.350913200104316,3.3179450639542627
FIRM_019,SME,7,28,11.953322004302102,Grain & Cereal Processing,Foreign-Owned,0,2.610869590292452,3.840845702999834,3.9049331407296632,0.6707934670744199,4.420769803459724,Asia,Merger & Acquisition,16.51480039202709,21.611685039074377,0.12075827288068346,3.713909721086264,3.3810077051995036,-6.038716307503453,4.400042848641918,0.5658134367497409,0,5.719111807763637,2.977170059505841,3.460164112061598,1.2900816402754975,2.4194556437453416,4.75930432256811,5.1934232389924055,5.366540184188138,5.108265216280657,4.023839993071491,4.816192996149272,1.0,3.6353851699550184,1317.4967052676154,1.9590868180146706,2.9631614747765176,18.983948192512617,3.156425987784988,20.243816332233997,2.1562499668943103,142.3209664191545,208.76281118880783,398.7736928212346,0,0,0,Apapa,21.209293998457785,3.608898289837006,5.0
FIRM_020,SME,3,23,9.243161901773497,Bakery & Confectionery,Domestic Private,1,3.458684675867932,3.278651055291431,3.1206219989752504,0.6440722547965302,4.348829704919095,Europe,Joint Venture,13.926128350385993,22.082973782487887,0.5341419730774625,4.4462324157516315,3.6575701145319504,6.258348569740276,9.131854833811747,0.3535235244873277,0,1.7343360853512713,4.073740452119094,2.117951506321877,1.4712999744805662,1.1268351023319538,3.4759766281259714,2.107643628512351,2.3405263340349403,4.695932259531189,3.361030832886017,2.2430158278777204,2.888411611020759,5.433405980886292,1513.0158394459881,4.32947379361428,2.712500485429961,19.289361777911857,2.3848988288243316,24.647305858306563,2.0417083315753644,131.27582699601976,132.97054071855155,456.2534057130243,1,1,1,Lagos Island,4.1449855847443065,2.2830417775628136,3.4154549361590685
FIRM_021,SME,26,25,3.351893950883226,Grain & Cereal Processing,Domestic Private,0,3.6645490999685473,2.6120318305096237,3.9539423011231998,0.6583870440334141,23.37751105393526,Other Africa,Joint Venture,14.669147895128937,15.36142223693074,0.06894380601714618,13.872212549083114,4.6567843847297885,7.122084848222414,10.421940971641511,0.44424606762738816,1,6.152603866572428,3.660213221150579,2.15550973739722,1.2639209532142928,0.6002260478025074,1.6489982748353031,2.9476512540746636,2.4934641496026293,5.057952471729567,4.273646680594694,1.0,5.42181348149586,6.51865751089585,1513.8601331056286,2.768637216212977,2.9110901901533284,14.904224416548558,2.742189561774925,22.442956545798175,2.6889354105483125,132.1528532088324,131.8166800197088,441.62427726062947,1,0,0,Surulere,2.858721307921748,3.524014818714403,3.203620128465018
FIRM_022,SME,13,30,11.839819177113606,Dairy Products,State-Owned,0,3.1972367585228323,3.348101399946067,4.871695280064147,0.7461684065062091,7.067920140598498,Middle East,Joint Venture,21.523789632566565,7.137697833450091,0.002302287304680539,3.5327609268497526,3.698367882934533,17.14028404311155,5.270736693120231,0.606608924670619,0,7.760841773045874,3.7589379721537197,2.1383139850731707,1.4621071228771774,4.411047264264656,4.083931079889543,2.4421218599388554,2.499648114630731,5.610831223608181,5.220687281997505,1.4768506069724245,3.3285254885176245,3.9430994061116613,1138.9205406706333,2.956568029826119,2.5429489181440625,18.387462142504713,2.2777000091033788,20.96572994031476,1.5030998068118573,129.94787136220384,103.1506841848838,467.4652307516406,0,0,0,Apapa,1.6510867028110718,2.994663785640589,4.007340310348386
FIRM_023,SME,15,16,48.52234902646898,Fruit & Vegetable Processing,Domestic Private,0,1.202973869634031,5.0,3.89313662203188,0.4354031728909582,2.919614941672946,Europe,Joint Venture,-1.8946343385632591,16.48621269078988,0.3012049186435093,4.409734152013056,4.184773929495665,1.2023539927748397,8.749457705021706,0.33604053613901685,0,6.346646515964463,4.6226564688546965,1.9464744523811301,0.30483166122875316,2.9935792229470537,4.403635109524121,4.241756889600584,3.5834413845644906,2.757276119503368,3.891995967510741,3.5502280100536976,4.0530420195120795,4.68619519370713,1239.798877115424,3.0271332598990486,2.6971800703381934,14.50207920674113,3.2553665705441506,26.258228455171473,2.0070270104086796,118.85882759356451,153.3874079921798,431.6096339192703,0,0,1,Other,2.8882002463942644,3.4542047876500406,4.301137291290166
FIRM_024,SME,3,45,28.372490919718206,Dairy Products,Foreign-Owned,1,3.3712760735606455,3.4600441767365293,3.4976874339162576,0.16022561429410073,6.144692688281089,North America,Joint Venture,16.698994465702054,17.692241504958396,0.34987669407172156,5.603376538332541,3.3295262183699625,-2.9519749079292463,7.36725345289617,0.5611888117846715,0,0.668369363234935,2.995940489271714,2.997880324862714,1.8825268454314301,3.2392532398019735,2.8215375185085607,1.7828578828181705,3.116060559911193,6.055122303863208,3.990139660073328,3.823809374688083,2.5904235230320545,3.6721335537074884,1100.6930315973912,2.718235712225912,3.712998848649821,12.381609709173667,3.1291042483316653,23.91646126506805,2.2842766464282196,135.36435172469496,205.7522119361604,482.0749289264431,0,0,1,Surulere,1.253901078392778,2.548053351390047,4.4382250867805855
FIRM_025,SME,10,14,36.34972456472976,Meat & Poultry Processing,Domestic Private,0,4.220141589529973,2.428426841736479,2.431685803450833,0.49342688628203296,2.4651779752405427,Asia,Strategic Alliance,17.816006860606024,10.474511211523598,0.34737919217748264,9.989766805518267,4.129610406018556,7.453436518558317,4.615122268347456,0.6184686968985837,0,4.99914341039581,3.360784663614692,2.9456902537286735,0.4885643924871711,4.671448136680079,3.2038399073034487,2.340434396034091,4.883299558001394,4.599643254762537,4.697831194529288,1.904835820427521,3.7348243494134046,6.3702120413712535,995.5872606785351,4.081067089206879,2.81167640407979,15.546612069503787,2.6876204335408618,19.845681760528038,2.033283531651633,139.30266268703932,153.75113020586062,421.65222878560974,0,0,0,Other,0.08786886934580394,2.6734431457430605,3.1267663054587587
FIRM_026,SME,15,12,4.4317047239534455,Meat & Poultry Processing,Joint Venture,0,4.122487348900814,4.312854552510357,5.0,0.5943051949343512,1.2995269560208722,North America,Joint Venture,22.492803240898812,12.248211263993342,0.03270715646269577,1.861752047834894,3.3706483841168193,0.2549059520653669,15.179423307767918,0.25429778665752006,0,5.715580032272932,3.8409278195385173,2.300883202266207,0.9906234631607382,3.4930408015112704,5.355254515276541,2.9353245134534,5.803159589514566,6.589781695323599,5.08724002410813,2.3131340943092633,5.522609120821906,5.407311176064131,1007.312139039602,3.499564954833569,2.208513741143151,18.686361036557138,2.6412346803382443,22.43275287588461,1.7087002145458683,137.2785765847041,156.8134615283353,479.85322928770296,0,1,0,Victoria Island,1.508019448804974,4.256457818330032,4.104178068078003
FIRM_027,SME,5,36,2.7466862353304893,Grain & Cereal Processing,Domestic Private,1,3.7838227857361595,4.398822006077851,3.235015440827991,0.5903339146832204,4.5422561670941555,North America,Joint Venture,8.008197169643886,19.390609376936954,0.18842628415105947,14.313783666157263,2.5621465743641965,4.117889364996364,16.059518015528923,0.4985175896164717,0,6.690937443472139,2.702794110673589,1.302720797671467,1.610765229416253,3.60884076952916,4.341218111642131,1.4641728541000605,2.549120730194686,4.294599043076299,3.447364734784176,3.5903173345363424,1.891892149050167,3.5929008797057547,1343.4042706526086,2.956970480162027,2.6774229983188147,21.713326933504934,2.740417375666021,24.010003502870408,2.1529791101717186,128.20959197843067,179.1964231840226,404.66091078651374,1,1,0,Other,7.9984577616540316,2.253607197493855,3.320111799961546
FIRM_028,SME,18,32,6.515689775155256,Beverage Production,State-Owned,0,2.621710113320621,4.701127073106498,4.363705831028173,0.4171592193335041,13.168107520581172,Europe,Joint Venture,6.638580870799847,2.15723185766155,0.29951936810479907,12.997011179411992,3.695450267247375,7.0294451253064825,15.157163391461545,0.3578480179545145,1,0.9200173170425012,3.583239790601695,1.9119863934800687,1.0398922206160206,4.04135891796534,2.3895876128848315,3.7638611649831737,2.1867896063555494,4.0502424061538465,4.07233600620363,4.766673309564758,6.242505256728526,2.187424777952412,1260.5775041372885,2.1794648951720443,2.482743285731959,18.279273803486074,2.4410970659696534,24.069498279655612,1.6136029381603838,130.1339638808947,154.86289665831774,419.4504522391153,0,0,0,Victoria Island,2.9529146161432456,2.3200210390621567,2.7577544207505964
FIRM_029,SME,10,31,7.81249919707953,Beverage Production,Foreign-Owned,0,3.8162475699667873,4.129684952594746,4.174666074535037,0.05476697546686245,13.235212029327808,North America,Joint Venture,20.614218582187405,17.990536938733044,0.12994751137634453,8.700519487833358,3.417818114437623,3.403470035306536,9.579221046892503,0.6346318135988268,0,4.1008087096421475,3.4177571978072803,1.8722970070761262,1.909632337834777,1.023568024358317,4.739795901306158,1.0615561892894756,2.7693380754379615,4.636826651429991,4.702262307446749,2.147901383114535,1.3902725635377453,5.641345763537724,1377.9921681001679,3.443038252288604,2.8477655544147646,21.752365475758833,2.730384969455405,23.001188621978333,2.301070452177528,132.7459361392736,185.97868809200585,486.5335453031613,1,0,0,Apapa,0.26307166915310354,3.1535768685059797,3.1498845791270504
FIRM_030,SME,12,31,22.0693886297929,Grain & Cereal Processing,Domestic Private,1,3.0412497427662095,4.391921060126866,3.835365958848007,0.29689035074410225,2.092032018851315,Other Africa,Merger & Acquisition,1.2174661846007901,10.145077131860921,0.5235755312915378,10.143164224631855,2.725131184361643,19.5581929142338,9.888085973040639,0.3137333051221643,1,4.515281544787958,5.0,3.0655006662605944,1.0949012124479034,2.120729689462062,3.0833774016259587,4.430948200406592,4.114681607848425,5.349985745025027,4.229952256077038,4.055010315021474,2.768847603468839,3.87026671316413,1706.3242819932918,1.239512257937576,2.5331922661529007,20.594812310816206,2.384907688806305,17.269408160334727,1.9760211243219907,132.56967672482676,190.43227350261122,424.28096992545613,1,0,1,Surulere,6.488302849396529,2.505298662332641,3.274369743830927
FIRM_031,SME,10,24,1.360068913676551,Meat & Poultry Processing,Domestic Private,1,3.7827863247589333,5.0,3.912430439534115,0.7366132867706859,3.750465962435363,North America,Joint Venture,28.044379661418905,5.324530187933697,0.05226557367686042,0.3482410215388183,3.8148957110039046,24.971541272053056,4.68413322130325,0.7353427493228639,1,1.7684364698313353,3.4798956013320588,1.401423818857202,1.7873969895245414,4.856935674665149,3.2702850806080224,3.283871869730464,3.3370946437323856,4.498212193170651,2.0379105642313684,1.5135712452250267,2.313307659786539,5.427005386132018,1299.9735206482794,3.386196822855557,2.7364505870331715,13.858407816648569,3.159332446471536,22.896175687013017,1.925558412510667,134.40484878472762,132.21024017858022,391.4384831514021,1,0,0,Apapa,0.9395118874651385,2.4034742309634813,4.165116612246755
FIRM_032,SME,29,16,34.10862618022217,Meat & Poultry Processing,Domestic Private,1,3.5972040091213726,3.278168555556519,2.1309778984254337,0.46755912780594083,1.1889761909378165,Asia,Strategic Alliance,18.311297538492678,5.818161160233967,0.29243066500322573,5.150277152691885,3.1638841090280074,18.35492891549857,12.07316447620669,0.4585648019109962,1,2.9183735728298723,4.325551812451465,3.053053371798219,1.6784077927158605,4.65318535145273,4.437188871216958,2.9888218305926246,2.7994238857066804,5.429764616388075,4.882726959911421,3.97906648404544,3.0458007237025835,4.823059370535456,1042.4158841799206,4.274544355884318,2.578047995118552,20.564412148167587,3.2547742826218378,26.14206662944534,2.413846849567013,132.01530677448173,107.08709483421637,536.5057936685592,0,0,0,Ikeja,0.8382271378393569,3.294568374087466,4.606549564148068
