log_pO2_Pa,pO2_Pa,temperature_K,length_mm,chemical_strain,chemical_expansion_coefficient,oxidation_fraction
-13.673469387755102,2.1209508879201924e-14,1073,10.000000096898416,9.689841653236598e-09,7.304649861670665e-09,1.8549408500559169e-07
-13.46938775510204,3.3932217718953294e-14,1073,10.000000131800952,1.3180095187969805e-08,8.610995522806938e-09,2.3462314958830375e-07
-13.26530612244898,5.4286754393238596e-14,1073,10.0000001629742,1.6297419958444165e-08,9.394983270161931e-09,2.9676429631050733e-07
-13.061224489795919,8.68511373751352e-14,1073,10.000000189080918,1.8908091806888332e-08,9.752594721447668e-09,3.75363838861299e-07
-12.857142857142858,1.389495494373136e-13,1073,10.000000238715682,2.38715681247874e-08,1.114006512490079e-08,4.747808626012219e-07
-12.653061224489797,2.222996482526191e-13,1073,10.00000034056287,3.4056287095846846e-08,1.4510939719099965e-08,6.005289754087821e-07
-12.448979591836736,3.556480306223121e-13,1073,10.000000424539982,4.245399824811357e-08,1.6641967313260525e-08,7.595820866045778e-07
-12.244897959183673,5.689866029018305e-13,1073,10.000000433357217,4.333572169547836e-08,1.5729261948729177e-08,9.607611715863944e-07
-12.040816326530612,9.102981779915227e-13,1073,10.000000651787337,6.517873364827585e-08,2.2025916888038042e-08,1.2152234708041227e-06
-11.83673469387755,1.4563484775012444e-12,1073,10.000000775086175,7.750861756789858e-08,2.4502724263400197e-08,1.537081251969272e-06
-11.63265306122449,2.329951810515372e-12,1073,10.000001063105977,1.0631059771178091e-07,3.157102598713494e-08,1.94418444879856e-06
-11.428571428571429,3.727593720314938e-12,1073,10.000001380053206,1.3800532060747593e-07,3.864148977009326e-08,2.4591105763283965e-06
-11.224489795918368,5.9636233165946364e-12,1073,10.000001784901324,1.7849013234608745e-07,4.727576478355831e-08,3.110416815452826e-06
-11.020408163265305,9.540954763499963e-12,1073,10.000002245289814,2.2452898141511398e-07,5.64201030222594e-08,3.934223694566656e-06
-10.816326530612244,1.5264179671752364e-11,1073,10.000002551944824,2.551944825059327e-07,6.099770557458877e-08,4.976218179130652e-06
-10.612244897959183,2.4420530945486546e-11,1073,10.000003413127244,3.413127243469213e-07,7.778755113022857e-08,6.294187228487393e-06
-10.408163265306122,3.906939937054621e-11,1073,10.000004241891538,4.2418915392407805e-07,9.237897129902143e-08,7.961222280074001e-06
-10.204081632653061,6.250551925273977e-11,1073,10.000005734799055,5.734799055185772e-07,1.1957666115068205e-07,1.0069772300663811e-05
-10.0,1e-10,1073,10.000006786427681,6.786427681013646e-07,1.3572855362027291e-07,1.2736770057669741e-05
