respondent_id,sector,location,firm_size,firm_age_years,owner_age,owner_gender,owner_education,employee_count,annual_revenue_tzs,export_activity,formal_registration,barrier_rigid_hierarchy,barrier_centralized_decision,barrier_departmental_silos,barrier_risk_aversion,barrier_nih_syndrome,barrier_resistance_external,barrier_financial_constraints,barrier_human_capital,barrier_tech_infrastructure,barrier_limited_awareness,barrier_knowledge_gaps,barrier_trust_deficit,barrier_weak_networks,barrier_poor_collaboration,dl_technical,dl_informational,dl_communicative,dl_strategic,uses_computer,uses_internet_daily,uses_cloud_services,uses_social_media_business,uses_digital_payments,uses_erp_software,dl_composite,oi_adoption_score,oi_customer_collab,oi_supplier_collab,oi_competitor_collab,oi_university_collab,oi_consultant_use,oi_joint_rd,oi_licensing_in,oi_licensing_out,oi_crowdsourcing,new_products_last_year,process_improvements,revenue_from_innovation_pct,oi_breadth,oi_depth
SME_0023,Manufacturing,Arusha,Small (5-49 employees),14,44,Female,Primary,39,80330153.04853444,Yes,Yes,4.729034672726953,6.5962275616373915,4.293556007003343,6.540479795200824,5.3713962728026265,5.6564627310437166,5.117077749165899,5.8852094496339005,2.709750432009204,5.175724610205618,3.8064794319133464,6.905994516546816,6.4328888233174135,5.906672276555906,3.1237550133733762,1.9677447431457573,3.544158827317874,1.0,0,0,0,1,1,0,2.4089146459592516,3.95081804953284,0,0,0,0,0,1,0,0,1,1,1,10.826389117468706,0,2
SME_0024,Manufacturing,Dar es Salaam,Small (5-49 employees),18,39,Male,Secondary,7,187869407.09054837,Yes,Yes,7.0,4.456191827092679,7.0,6.832191564260385,5.316133655337265,6.549182161901238,5.154335838829528,4.975485838472326,5.330551304436329,4.765226750323182,4.437786592963723,6.923083067095325,5.189374719556202,5.7582564588639435,1.80863587826176,3.4483422825918857,3.2593593691043736,3.1606499403531165,0,1,0,1,0,0,2.919246867577784,4.343618805136892,1,0,0,1,0,1,0,1,0,3,2,19.834788192806382,2,2
SME_0025,Agriculture/Agribusiness,Dar es Salaam,Small (5-49 employees),2,44,Male,Diploma,43,171247261.03568816,No,Yes,4.015578360303584,2.997336369396631,4.751074565908849,3.4877450245802235,5.017639144697438,3.2948534572839083,7.0,6.211362722174721,5.616329170398629,6.416448013185603,4.169052424787691,5.743479378670093,5.239772520462457,5.1432261057337705,3.529810385727696,3.0686528320682416,3.3220420107948256,1.8668939228128907,1,0,1,1,1,0,2.9468497878509132,4.510594253987519,1,1,0,0,1,1,0,0,0,2,1,13.376105070386178,3,1
SME_0026,Agriculture/Agribusiness,Mwanza,Small (5-49 employees),4,32,Male,Secondary,20,133493146.8477754,No,Yes,6.526824200128122,6.1057413130577824,5.07534076167253,4.0451125637717045,4.247944445664644,4.965020173044703,6.134035136848986,4.469796275326075,7.0,7.0,6.062330152431732,5.5720368612837445,5.045349236118618,3.8625060019710933,2.7024546988782987,4.429057764545679,3.096769711037111,3.1823450683978356,1,1,1,1,0,0,3.3526568107147314,4.691399607292308,1,1,1,0,0,1,0,0,0,3,1,16.297158797242567,3,1
SME_0027,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),19,46,Male,Diploma,26,113102480.59443955,Yes,Yes,4.992976622222636,5.483527794157026,2.985711251873889,5.934176417244898,5.113689141410302,2.90141168633487,5.225653490298448,5.086394466578356,7.0,5.76786374944051,3.83097027399012,5.886036289417637,3.3432352132739616,6.407498370053196,3.0120222002296777,3.9472517997198935,4.555817429850078,2.716910672256817,0,1,0,1,1,0,3.5580005255141165,5.287626176389453,1,1,0,0,1,0,1,1,1,3,1,10.16536455876203,3,3
SME_0028,Retail/Wholesale,Dar es Salaam,Medium (50-99 employees),12,25,Male,Primary,55,96880380.70660841,No,Yes,4.634650417818546,5.397000192386912,6.623535641804848,4.612836431415751,3.9234581778644113,4.658040741019395,7.0,4.280653924523158,2.884628842078374,4.8586093699092014,6.206914879902013,6.90026174973883,4.9442063654975215,4.765145410749197,3.0191055407230714,3.147927606914673,3.6874380794918444,2.1528604951858927,1,1,0,0,0,0,3.0018329305788702,4.8555934183223375,1,0,1,0,1,1,1,0,1,2,3,18.02910196178865,3,3
SME_0029,ICT/Business Services,Arusha,Medium (50-99 employees),3,32,Male,Diploma,86,171874513.06793338,Yes,Yes,5.884680881106897,2.743284130335037,3.694922992262088,5.390423889925058,5.439062465542041,4.039212637490029,5.830996910535257,2.61167264658701,4.575926746432766,5.244210455065361,3.8194765623198528,5.058984221589597,5.336247000963238,4.154686038884905,5.474700743360236,6.464695004680734,5.432582925545628,4.082327851636603,0,1,1,1,1,0,5.3635766313058,7.0,1,1,1,1,1,0,0,1,1,4,3,17.708928505789487,5,2
SME_0030,ICT/Business Services,Dar es Salaam,Medium (50-99 employees),2,38,Female,University,74,92242980.5365813,No,No,4.704556525195885,3.7409941781869263,3.9314053363951396,5.810216169589223,5.088367553162121,3.9548156034796706,6.001794763861714,5.814609790636617,3.0450645935647738,6.090888877947077,4.530119787450821,5.425489933240231,6.236696308374273,2.816824193600394,6.688913927903281,5.850765990530672,6.546215754243095,6.21740742464871,1,1,1,1,1,0,6.325825774331439,6.647484394652024,0,1,1,1,1,1,1,0,0,3,5,23.626269909795557,4,2
SME_0031,ICT/Business Services,Arusha,Small (5-49 employees),7,33,Female,University,34,304716744.7223343,No,Yes,3.648670797086944,4.482596434536725,3.1811204225382435,6.934936575836809,3.871873487407849,3.9888985425644465,5.983950128442679,3.897850473923911,4.864751217068109,5.08094391350021,4.533853555179238,4.906613141100052,4.164801465061955,2.6311885980650027,7.0,7.0,6.254802343499792,7.0,1,1,1,1,1,1,6.8137005858749475,7.0,1,1,1,1,1,1,0,0,0,4,3,19.32698072734852,5,1
SME_0032,Manufacturing,Dar es Salaam,Small (5-49 employees),1,37,Female,Diploma,14,133456999.70212504,No,Yes,5.085911853607087,6.9304263788119655,4.42392212001847,5.62526411724755,5.9312673061402315,3.4037364537986305,7.0,5.502328796422802,7.0,4.020360405371213,7.0,5.975155494034784,5.66364810302283,5.104231790659092,4.03782112684757,3.6100187040923597,2.9648292435830124,2.175387990234978,0,1,1,1,0,1,3.1970142661894796,4.873658461081809,1,0,0,0,0,0,0,0,0,4,2,20.084113209110967,1,0
SME_0033,Manufacturing,Mwanza,Small (5-49 employees),24,41,Male,Secondary,32,40957541.14547164,No,Yes,4.901765658310661,6.82058482432126,5.082467830802462,3.932930296412848,4.259376245951597,5.0955696725879775,6.428999084848999,5.743411511100104,7.0,3.058677763153651,5.757946730155677,3.8820207746128457,6.4116547545810025,5.177203671225397,2.3529598814017443,3.9106245396756796,1.0,4.021635213827608,0,1,0,1,1,0,2.821304908726258,4.896264689624694,1,1,0,1,1,1,0,0,0,3,3,12.02461272497446,4,1
SME_0034,Retail/Wholesale,Arusha,Small (5-49 employees),19,33,Female,Secondary,5,128928537.31929883,No,Yes,5.703531966428942,4.549728743351257,6.563304411155077,6.941724664058851,6.300253163614266,5.157531028450215,6.671871556765618,5.093107432012651,6.941111224922784,7.0,6.7776716159771055,4.9703975301925905,5.933700780727723,3.618915993113758,4.649094427395003,4.001534186551946,2.0427797709129085,2.18207239196326,0,1,1,1,1,1,3.2188701942057794,3.6106510223861026,1,0,1,0,1,0,0,0,0,0,2,7.622121230495908,3,0
SME_0035,Manufacturing,Dar es Salaam,Small (5-49 employees),19,28,Male,Secondary,14,73945300.82885803,No,Yes,5.886868373410811,5.995663754148793,2.4692387586081868,4.738216156087637,5.26023332390748,4.969054278145091,5.0614707581230745,6.188978729352184,6.276620969834563,5.166877041625777,4.768629349825801,6.748707126416564,7.0,4.671370070999502,4.931357760139926,4.571796275694585,3.7058661582457177,3.0445329437502595,0,0,0,0,1,1,4.063388284457623,4.228375924946208,0,0,0,1,0,1,1,0,1,0,1,16.501342019435526,1,3
SME_0036,Manufacturing,Arusha,Small (5-49 employees),24,55,Male,Secondary,40,162661376.7731212,No,Yes,4.465399699414215,6.040328431953196,4.434561806328918,5.760602799336766,6.487583782069606,3.1997083037419776,7.0,5.872680524329341,5.547357540981602,5.292919014934261,5.558672290522571,3.9687986965550746,7.0,5.3537233219518034,2.8959656745376035,5.648743501741759,3.3795928483053825,4.8692873008114965,0,0,0,0,0,0,4.19839733134906,5.741705031082388,1,1,0,0,1,0,0,1,1,2,1,16.083504671555346,3,2
SME_0037,Agriculture/Agribusiness,Dar es Salaam,Small (5-49 employees),7,25,Female,Secondary,17,174752155.3698472,No,Yes,5.53160255653685,6.346704747631447,3.37248880517161,6.173471899035229,5.078830690921448,6.031447852738143,4.135495321683654,5.5009056997587304,5.136897278637642,5.718715540760987,5.9170486061050225,4.792374105177974,4.445391362988747,4.956135020875472,4.616347265759348,3.7670779641108387,2.2097563073228006,3.318047252468224,0,1,1,0,1,0,3.477807197415303,5.099894297247882,0,0,1,1,1,0,0,1,1,5,1,14.558568447528042,3,2
SME_0038,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),13,43,Female,Secondary,16,83948318.95949098,No,Yes,4.12402932722175,6.42618206499734,4.420030639418321,2.993011780678359,5.150213532053833,4.15760179707163,4.681851766085148,4.562573361777427,6.120349319016267,6.9943689938978775,5.944502921251479,5.093496611784261,6.0470850342048434,4.70318259671531,3.9685396420337575,2.5600509539795335,2.0699157730775513,1.899551538621973,0,1,0,1,1,0,2.6245144769282036,4.939305661661011,1,0,0,0,1,1,0,0,0,4,5,14.349871868151201,2,1
SME_0039,Agriculture/Agribusiness,Arusha,Small (5-49 employees),15,51,Female,University,25,27423787.979111407,No,Yes,4.066479557004227,3.9302010649437173,2.3226225512227656,5.210076293440555,5.489664187904159,4.893713962983622,5.625629764847377,4.554253939303219,6.369070810853466,3.5194416960640984,6.153630705227823,4.397782981073275,4.297077715176358,3.0931792521996195,4.635564544638271,4.07552109779248,3.4151523705272813,2.10812529580875,1,0,0,1,1,0,3.5585908271916953,5.564350206695339,1,1,1,1,1,1,1,1,1,5,5,18.41771983269908,5,4
SME_0040,Manufacturing,Dar es Salaam,Small (5-49 employees),5,61,Male,Secondary,15,113723996.3313479,Yes,Yes,4.398317423737236,6.372843704325777,5.3703165149771435,6.678422112028035,6.026571055120724,3.8859631886165937,5.752289698105198,4.819800870882537,7.0,3.7638536242884264,6.383067458328022,6.392953870108769,7.0,4.567407429581653,4.254823104897758,3.934211274584366,3.4113705626710846,4.2279638353817655,0,1,0,0,1,0,3.957092194383743,4.791668742835677,1,0,0,0,0,1,0,1,1,3,2,22.452465947957435,1,3
SME_0041,ICT/Business Services,Dar es Salaam,Small (5-49 employees),8,35,Male,University,41,419837026.6806603,No,No,5.354786591496195,7.0,3.3970658199861945,3.6649597524676407,2.643987959310684,5.3839832317474645,4.105164812747274,4.727680947062077,5.781044505742857,4.922210644195897,5.36798935060259,5.222289855800854,6.3346389759760715,3.361988705039564,6.124522826858631,7.0,7.0,6.764251238123004,1,1,0,1,1,0,6.722193516245408,7.0,1,0,1,1,0,1,1,0,0,5,3,22.00016893656164,3,2
SME_0042,Agriculture/Agribusiness,Dar es Salaam,Medium (50-99 employees),13,42,Male,Secondary,80,81489321.250874,No,Yes,4.387605833849762,4.650074610202093,5.979249355421394,6.800398588395064,6.14147038318221,6.601843033578921,5.089763219361257,7.0,7.0,6.282746396694897,7.0,4.043376792322226,4.870662236484818,4.344105501113462,3.487308415242811,3.0185905473120513,2.4632088719929968,2.5510263447193244,1,0,0,1,0,0,2.880033544816796,4.079257278239655,0,1,1,1,1,1,0,0,1,0,1,8.981334509803053,4,2
SME_0043,Manufacturing,Dar es Salaam,Small (5-49 employees),13,43,Female,University,5,99045521.978884,No,Yes,5.765775188508812,4.04484518643764,5.584743694138732,6.970536143996714,6.1342434801008,5.3121261260276516,5.1109139931893255,4.6531490338746355,7.0,6.0352188046864,5.257078528684702,4.982090454234109,2.769030552266348,3.6078918557102293,4.451303597160533,5.654515471955082,4.3624059347830855,2.6922234348523393,1,1,0,0,0,0,4.29011210968776,4.816281591119014,1,0,0,0,1,0,0,1,1,1,2,16.94795295322609,2,2
SME_0044,Retail/Wholesale,Dar es Salaam,Small (5-49 employees),21,31,Male,Primary,36,12309350.191065105,No,Yes,7.0,4.0914988718972864,5.146323767587405,6.907443973195199,4.0940927983972495,5.503181522259191,6.994123983759589,5.81249932190725,7.0,3.3976808893461663,6.764601382872267,5.527198262603536,6.42630418580401,5.873699297209019,2.223916722544648,2.232871452871888,3.059233544707224,2.190135876898064,0,1,0,1,1,0,2.4265393992554563,3.006744907040746,0,1,0,1,1,0,0,1,0,2,1,2.1729158478419475,3,1
SME_0045,Agriculture/Agribusiness,Mwanza,Small (5-49 employees),19,54,Female,Primary,35,109388590.39232826,No,Yes,4.320212563468004,5.751896031705274,2.4847281131822267,6.503247500571394,5.957790159188631,6.002526185507413,7.0,6.167619840209711,6.162898361778104,4.342717996006449,4.816557159986044,6.886734620177331,7.0,4.990456432794329,1.3527305063872646,1.0,2.5439908237518294,2.3522111559570584,0,1,0,0,0,0,1.8122331215240381,4.903767485202276,1,0,0,1,0,1,0,1,0,1,5,8.493724093986366,2,2
SME_0046,ICT/Business Services,Mwanza,Medium (50-99 employees),8,49,Male,University,57,98040229.67114797,No,Yes,4.555203296703929,3.804924187506857,5.724583898847678,5.8654168236917785,7.0,3.6338446151022867,5.459792890883604,5.331445922525572,6.011138491498348,4.441198834942841,3.93974280050093,5.881407528923571,5.665362435054698,3.4088436692671573,6.5779472882378425,7.0,5.870706158276878,6.2800816037002685,1,1,1,1,1,1,6.432183762553747,6.489677017262215,1,1,1,0,1,1,0,0,1,1,2,21.061563044793516,4,2
SME_0047,Manufacturing,Dar es Salaam,Small (5-49 employees),4,25,Male,Primary,24,142650725.66375157,No,Yes,6.626531361326595,6.587218580116264,4.874585446422131,5.779597862376036,6.064869325339089,4.152126622718115,6.077028331247674,3.4476164553908193,6.764101210053229,3.326208133069769,7.0,5.169879906033549,5.045999621682587,4.283945922090142,2.50169590473707,2.706117732718886,1.8632600849540373,2.702383370598695,1,0,1,0,0,0,2.443364273252172,5.630003568003948,1,1,0,1,0,0,1,1,0,1,1,22.881853550879143,3,2
SME_0048,Manufacturing,Mwanza,Small (5-49 employees),5,43,Female,Secondary,34,89466176.89521758,Yes,Yes,4.6543533512935085,6.86038447966284,1.4658487465043968,6.976965386088188,5.80562817732205,3.7722761873570625,5.082218846255686,7.0,4.759942432062996,3.815979387284849,6.651045996601203,5.838552876285914,4.174489308156321,5.381612468026004,1.9544391306348177,2.804712099341988,3.2536288002653584,1.4861694987551464,0,1,0,1,1,0,2.3747373822493274,4.866643700110707,1,0,0,0,0,1,1,0,0,4,0,29.1850949563754,1,2
SME_0049,Retail/Wholesale,Mwanza,Medium (50-99 employees),17,51,Female,Diploma,98,152419876.99545372,No,Yes,3.6690967796316674,6.410903538264866,5.979782254335074,6.132006198821943,5.733993273496421,6.937306937354111,5.999717694649402,4.318125874579199,6.194421304115537,7.0,4.1837645574955635,5.038537233306014,5.699735245721743,4.929923696292539,3.0047004828769244,3.4986056542516955,2.212853244039014,3.537180800289009,0,1,0,1,1,0,3.063335045364161,4.535792381892229,0,1,0,0,0,1,0,0,1,2,1,18.372553971165477,1,2
