sample_id,material,T_start_C,T_end_C,T_mean_C,CTE_ppm_K,measurement_direction,pO2_atm,thermal_conductivity_W_mK,specific_heat_J_gK,measurement_method,heating_rate_K_min
YSZ-3mol_thermal_0017,YSZ-3mol,174.06695101765018,554.5299023487341,363.28147085520834,9.105735709507497,c-axis,0.20927388940892777,1.7145229125586912,0.6042011891216422,XRD_high_temp,5.116590198342359
YSZ-3mol_thermal_0018,YSZ-3mol,386.7260049296022,845.4180409024876,618.543453945113,10.118539911840994,c-axis,0.20383651951863485,0.9661752331867196,0.6146982278160281,dilatometry,9.965310266625433
YSZ-3mol_thermal_0019,YSZ-3mol,217.53448672413782,787.8325048100959,500.5193760688996,9.634456983630205,c-axis,0.20341447120625306,3.149468440026684,0.5324508565186373,TMA,1.8259471019779765
YSZ-3mol_thermal_0020,YSZ-3mol,86.30559483615083,320.6199285495874,195.62451362562712,9.011224746332694,polycrystal,0.20840603084758227,1.5587345495830798,0.5295089029993088,dilatometry,4.989574216968546
YSZ-3mol_thermal_0021,YSZ-3mol,53.660891651671804,477.5226212264591,262.5737435042694,10.471168630220786,a-axis,0.20285902602926903,2.846737836745268,0.7510001065031758,XRD_high_temp,1.6549422026457217
YSZ-3mol_thermal_0022,YSZ-3mol,86.09870004581006,395.12824407533674,234.90646869591654,9.581259347992177,c-axis,0.20791027690498504,3.0761145196107895,0.4690676611107644,dilatometry,4.744046927288162
YSZ-3mol_thermal_0023,YSZ-3mol,78.69021313880407,406.05529843864286,233.52871667521134,9.002152414900303,c-axis,0.2112934730279809,3.2600523802761683,0.47145934825403724,dilatometry,2.1693119231765796
YSZ-3mol_thermal_0024,YSZ-3mol,324.1617839637878,792.9158794149455,565.0770929021903,10.03635954934668,c-axis,0.2040343620483479,0.8978119909749219,0.578034546374306,dilatometry,1.8361128477976665
YSZ-3mol_thermal_0025,YSZ-3mol,211.86039493194744,-2792.201082829863,450.48984521909165,9.827994531138314,c-axis,0.21428032102819528,3.895181038690731,0.7791452570446947,XRD_high_temp,2.1755166659032583
YSZ-3mol_thermal_0026,YSZ-3mol,77.81331288742406,605.4124676565013,-972.9994018642116,10.596209162014045,c-axis,0.2169802989180533,3.6880620104348054,0.7024900674607352,TMA,10.382320914334748
YSZ-3mol_thermal_0027,YSZ-3mol,391.7161438673845,742.0085230248285,564.6214168434974,10.930056768583956,a-axis,0.2154662317896736,1.9256077712829918,0.7357532079143816,TMA,2.0312652749016986
YSZ-3mol_thermal_0028,YSZ-3mol,341.519595797444,633.9087819486463,489.7767837230946,10.06053406636499,a-axis,0.21337420165879853,0.06864126173104346,0.6603894188836333,dilatometry,2.037908645404471
YSZ-3mol_thermal_0029,YSZ-3mol,335.0107948800347,580.6997417258698,448.202915423366,10.428348734144736,polycrystal,0.21212817601989511,2.6753793571938767,0.7589087876392506,dilatometry,10.119271724326012
YSZ-3mol_thermal_0030,YSZ-3mol,-746.7168546765882,783.5906358910745,539.1953083627478,10.402628732912127,c-axis,0.21121020874332735,2.2865085900057167,0.4796008718326173,dilatometry,2.0111404663881713
YSZ-3mol_thermal_0031,YSZ-3mol,337.55089081483464,540.5606753635276,446.5146705470016,10.659951701659498,a-axis,0.21186633319607273,0.13501004752503376,0.590913498229051,TMA,2.18161146025788
YSZ-3mol_thermal_0032,YSZ-3mol,213.473992409054,569.9932473322259,381.8974710059991,10.328858571713777,c-axis,0.2069478517319799,1.4047209514198826,0.5746624045713222,XRD_high_temp,2.0808763291858123
YSZ-3mol_thermal_0033,YSZ-3mol,184.59811679942334,384.62497945479976,281.46633846210364,8.95580997645186,c-axis,0.2098734340709909,-9.582134891947572,0.4435661414506893,TMA,10.0362135935043
