Current_Density_A_cm2,Voltage_V,Overpotential_Anode_V,O2_Partial_Pressure_Anode_Pa,O2_Partial_Pressure_Cathode_Pa,O2_Chemical_Potential_Gradient_J_mol,ln_PO2_Ratio_Cathode_Anode,Oxidation_Risk_Factor,Ni_Fraction_Oxidized,Stress_Induced_MPa,Temperature_C
0.5151515151515151,0.9190175752946033,0.1309746974326695,2.8872667039292718e-18,21000,-298226363.6363636,-33425.32071448451,0.0028872667039292715,0,0,800
0.5303030303030303,0.9162773842843825,0.133714661170163,3.250571944198915e-18,21000,-306997727.27272725,-34408.41838255758,0.003250571944198915,0,0,800
0.5454545454545454,0.9135771941761366,0.1364146240056816,3.653265258508229e-18,21000,-315769090.9090909,-35391.51605063065,0.003653265258508229,0,0,800
0.5606060606060607,0.9109158538043135,0.13907573710477755,4.098951702393613e-18,21000,-324540454.54545456,-36374.61371870373,0.004098951702393613,0,0,800
0.5757575757575758,0.9082922609924865,0.14169910264387714,4.591507211136164e-18,21000,-333311818.1818182,-37357.711386776806,0.004591507211136164,0,0,800
0.5909090909090909,0.9057053598124752,0.14428577655116112,5.135094644200905e-18,21000,-342083181.8181818,-38340.80905484988,0.005135094644200904,0,0,800
0.6060606060606061,0.9031541380325091,0.14683677105840004,5.734180532132425e-18,21000,-350854545.45454544,-39323.90672292295,0.005734180532132424,0,0,800
0.6212121212121212,0.9006376247390031,0.14935305707917879,6.393552546118503e-18,21000,-359625909.09090906,-40307.00439099602,0.006393552546118502,0,0,800
0.6363636363636364,0.8981548881179606,0.15183556642749402,7.118337710719803e-18,21000,-368397272.7272727,-41290.1020590691,0.007118337710719803,0,0,800
0.6515151515151515,0.8957050333833163,0.15428519388941095,7.914021380550491e-18,21000,-377168636.3636363,-42273.199727142164,0.00791402138055049,0,0,800
0.6666666666666667,0.893287200840694,0.15670279915930607,8.786467001981408e-18,21000,-385940000.0,-43256.297395215246,0.008786467001981407,0,0,800
0.6818181818181819,0.8909005640760927,0.15908920865118,9.741936681223864e-18,21000,-394711363.6363636,-44239.39506328832,0.009741936681223863,0,0,800
0.696969696969697,0.8885443282599549,0.16144521719459062,1.0787112580439205e-17,21000,-403482727.27272725,-45222.49273136139,0.010787112580439203,0,0,800
0.7121212121212122,0.8862177285579033,0.16377158962391491,1.1929119163805555e-17,21000,-412254090.9090909,-46205.59039943446,0.011929119163805554,0,0,800
0.7272727272727273,0.8839200286402,0.166069062268891,1.3175546315760067e-17,21000,-421025454.5454545,-47188.68806750754,0.013175546315760067,0,0,800
0.7424242424242424,0.8816505192826548,0.16833834435370884,1.453447335392178e-17,21000,-429796818.1818181,-48171.78573558061,0.01453447335392178,0,0,800
0.7575757575757576,0.8794085170523352,0.17058011931130115,1.6014493959486613e-17,21000,-438568181.8181818,-49154.88340365369,0.016014493959486613,0,0,800
0.7727272727272727,0.8771933630719809,0.1727950460189283,1.7624742048172952e-17,21000,-447339545.45454544,-50137.98107172676,0.01762474204817295,0,0,800
0.7878787878787878,0.8750044218575352,0.17498375996064666,1.9374918605082732e-17,21000,-456110909.09090906,-51121.078739799836,0.019374918605082732,0,0,800
0.8030303030303031,0.8728410802236634,0.17714687432179124,2.1275319507130075e-17,21000,-464882272.7272728,-52104.17640787292,0.02127531950713007,0,0,800
0.8181818181818182,0.870702746252538,0.17928498102018928,2.333686435697525e-17,21000,-473653636.36363643,-53087.27407594599,0.02333686435697525,0,0,800
0.8333333333333334,0.8685888483215567,0.18139865167844343,2.5571126352690153e-17,21000,-482425000.00000006,-54070.37174401907,0.02557112635269015,0,0,800
0.8484848484848485,0.8664988341859929,0.18348843854127989,2.799036321766567e-17,21000,-491196363.6363636,-55053.46941209213,0.027990363217665667,0,0,800
0.8636363636363636,0.8644321701129006,0.1855548753416448,3.060754921556065e-17,21000,-499967727.27272725,-56036.5670801652,0.030607549215560647,0,0,800
0.8787878787878788,0.862388340062871,0.1875984781189472,3.343640827537731e-17,21000,-508739090.9090908,-57019.66474823827,0.03343640827537731,0,0,800
0.8939393939393939,0.8603668449165048,0.1896197459925862,3.649144825203409e-17,21000,-517510454.54545444,-58002.76241631134,0.03649144825203409,0,0,800
0.9090909090909092,0.8583672017427001,0.19161916189366354,3.9787996348096295e-17,21000,-526281818.1818181,-58985.86008438442,0.039787996348096294,0,0,800
0.9242424242424243,0.8563889431060714,0.19359719325756494,4.33422357226075e-17,21000,-535053181.81818175,-59968.95775245749,0.043342235722607494,0,0,800
0.9393939393939394,0.8544316164110146,0.1955542926798946,4.7171243313255876e-17,21000,-543824545.4545455,-60952.05542053058,0.047171243313255874,0,0,800
0.9545454545454546,0.8524947832801162,0.19749089853806567,5.1293028898392163e-17,21000,-552595909.0909091,-61935.15308860365,0.05129302889839216,0,0,800
0.9696969696969697,0.8505780189647723,0.19940743558068233,5.572657542570569e-17,21000,-561367272.7272727,-62918.25075667672,0.055726575425705686,0,0,800
0.9848484848484849,0.8486809117860319,0.20130431548669547,6.049188063465074e-17,21000,-570138636.3636364,-63901.3484247498,0.06049188063465074,0,0,800
1.0,0.8468030626038268,0.2031819373961733,6.561000000000004e-17,21000,-578910000.0,-64884.44609282287,0.06561000000000004,0,0,800
1.0151515151515151,0.8449440843128743,0.20504068841439854,7.110309102419347e-17,21000,-587681363.6363636,-65867.54376089595,0.07110309102419346,0,0,800
1.0303030303030303,0.8431036013636601,0.20688094409088534,7.69944589064318e-17,21000,-596452727.2727273,-66850.64142896901,0.07699445890643179,0,0,800
1.0454545454545454,0.8412812493070209,0.2087030688747974,8.330860361675415e-17,21000,-605224090.9090909,-67833.73909704208,0.08330860361675414,0,0,800
1.0606060606060606,0.8394766743609406,0.21050741654815028,9.00712684036287e-17,21000,-613995454.5454545,-68816.83676511516,0.0900712684036287,0,0,800
1.0757575757575757,0.8376895329982791,0.21229433063808453,9.730948976386024e-17,21000,-622766818.1818181,-69799.93443318823,0.09730948976386022,0,0,800
1.0909090909090908,0.8359194915542245,0.21406414480941194,1.0505164890392381e-16,21000,-631538181.8181818,-70783.0321012613,0.1050516489039238,0,0,800
1.1060606060606062,0.8341662258523519,0.21581718323855725,1.1332752472210194e-16,21000,-640309545.4545455,-71766.1297693344,0.11332752472210193,0,0,800
1.1212121212121213,0.8324294208482392,0.21755376096994258,1.2216834834110033e-16,21000,-649080909.0909091,-72749.22743740746,0.12216834834110032,0,0,800
1.1363636363636365,0.8307087702896591,0.21927418425579553,1.3160685922110222e-16,21000,-657852272.7272729,-73732.32510548054,0.1316068592211022,0,0,800
1.1515151515151516,0.8290039763924304,0.22097875088029695,1.4167736288350512e-16,21000,-666623636.3636364,-74715.42277355361,0.1416773628835051,0,0,800
1.1666666666666667,0.827314749531073,0.2226677504689271,1.5241579027587273e-16,21000,-675395000.0000001,-75698.5204416267,0.1524157902758727,0,0,800
1.1818181818181819,0.8256408079434595,0.2243414647838132,1.6385975880892008e-16,21000,-684166363.6363636,-76681.61810969976,0.16385975880892006,0,0,800
1.196969696969697,0.8239818774487128,0.22600016800583284,1.7604863509664115e-16,21000,-692937727.2727274,-77664.71577777284,0.17604863509664115,0,0,800
1.2121212121212122,0.82233769117764,0.22764412700417822,1.8902359943096431e-16,21000,-701709090.9090909,-78647.8134458459,0.1890235994309643,0,0,800
1.2272727272727273,0.8207079893150456,0.22927360159404533,2.0282771202262433e-16,21000,-710480454.5454546,-79630.91111391898,0.2028277120226243,0,0,800
1.2424242424242424,0.8190925188532939,0.23088884478306976,2.1750598104020327e-16,21000,-719251818.1818181,-80614.00878199204,0.21750598104020324,0,0,800
1.2575757575757576,0.8174910333565426,0.2324901030070938,2.331054324796115e-16,21000,-728023181.8181819,-81597.10645006513,0.23310543247961146,0,0,800
1.2727272727272727,0.8159032927350948,0.23407761635581437,2.496751818965223e-16,21000,-736794545.4545454,-82580.2041181382,0.2496751818965223,0,0,800
1.2878787878787878,0.8143290630293529,0.2356516187888289,2.6726650803461605e-16,21000,-745565909.0909091,-83563.30178621128,0.26726650803461605,0,0,800
1.303030303030303,0.81276811620289,0.23721233834256455,2.8593292838271835e-16,21000,-754337272.7272726,-84546.39945428433,0.28593292838271833,0,0,800
1.3181818181818181,0.8112202299441781,0.2387599973285493,3.05730276694251e-16,21000,-763108636.3636364,-85529.49712235742,0.30573027669425096,0,0,800
1.3333333333333335,0.8096851874765444,0.24029481252345558,3.2671678250266734e-16,21000,-771880000.0,-86512.59479043049,0.32671678250266734,0,0,800
1.3484848484848486,0.8081627773759498,0.241816995351323,3.4895315266685996e-16,21000,-780651363.6363637,-87495.69245850357,0.34895315266685994,0,0,800
1.3636363636363638,0.8066527933962023,0.24332675205834323,3.7250265498078434e-16,21000,-789422727.2727273,-88478.79012657664,0.37250265498078433,0,0,800
1.378787878787879,0.8051550343012501,0.24482428388056804,3.9743120388185274e-16,21000,-798194090.909091,-89461.88779464972,0.3974312038818527,0,0,800
1.393939393939394,0.8036693037042087,0.2463097872048822,4.2380744829293157e-16,21000,-806965454.5454545,-90444.98546272278,0.42380744829293154,0,0,800
1.4090909090909092,0.802195409912801,0.2477834537235627,4.517028616330572e-16,21000,-815736818.1818182,-91428.08313079587,0.45170286163305723,0,0,800
1.4242424242424243,0.8007331657809077,0.24924547058272875,4.811918340322777e-16,21000,-824508181.8181818,-92411.18079886893,0.48119183403227767,0,0,800
1.4393939393939394,0.7992823885659389,0.2506960205249702,5.12351766786317e-16,21000,-833279545.4545455,-93394.278466942,0.5123517667863169,0,0,800
1.4545454545454546,0.7978428997917563,0.2521352820264256,5.452631690870324e-16,21000,-842050909.090909,-94377.37613501507,0.5452631690870323,0,0,800
1.4696969696969697,0.7964145251168865,0.25356342942856813,5.8000975706493875e-16,21000,-850822272.7272727,-95360.47380308816,0.5800097570649387,0,0,800
1.4848484848484849,0.7949970942077856,0.2549806330649417,6.166785551803575e-16,21000,-859593636.3636363,-96343.57147116122,0.6166785551803575,0,0,800
1.5,0.7935904406169222,0.2563870593830778,6.553599999999998e-16,21000,-868365000.0,-97326.6691392343,0.6553599999999997,0,0,800
