,years_operation,employees,fdi_partnership,years_fdi,ka1_technical_manuals,ka2_staff_training,ka3_technology_adaptation,ka4_knowledge_commercialization,tp1_production_efficiency,tp2_quality_control,tp3_order_fulfillment,tp4_employee_productivity,rd_spending_pct,new_products_3years,iot_adoption,automation_adoption,quality_management,skilled_workforce_pct,training_hours_annual,modern_equipment,machinery_age,reinvestment_rate_pct,gp1_tax_incentives,gp2_regulatory_stability,gp3_infrastructure_support,gp4_permits_ease,roi_pct,roa_pct,export_intensity_pct,capacity_utilization_pct,market_share_pct,knowledge_absorption,task_performance,innovation,government_policy,firm_performance,fdi_gov_interaction,ka_gov_interaction,tp_gov_interaction,innovation_gov_interaction
tp3_order_fulfillment,0.041558301517896745,0.15160342502769295,0.4048970179582684,0.32101516929109075,0.4223008357555581,0.4119443519698013,0.3864169370346945,0.3858990687254453,0.7312402094452857,0.7246179862619055,1.0,0.7151506966423915,0.23867447050567778,0.31543291197779255,0.16789358078779165,0.2377503966702955,0.07482927237611599,0.3213212941562274,0.3604603309670189,0.20859913870209204,-0.1288461662032331,0.2490955818786435,0.003906100901171101,-0.010404770699105281,-0.015688981281540806,-0.0007664831323142508,0.4267449243536596,0.39079520421945113,0.32254119718976804,0.26820993755921224,0.21782749013128713,0.4414865486930955,0.8868581285099639,0.365736849662946,-0.006548236845528549,0.41195487579506374,0.3293439410879782,0.30142801991194595,0.6207706696626119,0.3303353732810211
tp4_employee_productivity,0.03476027991452578,0.09188980748954931,0.4087545083023209,0.3180471828731573,0.35031190955977903,0.37925992908363465,0.3376372263504138,0.363048221020695,0.7430609359453475,0.7203148897752445,0.7151506966423915,1.0,0.22225779162332693,0.300431308927744,0.1585964255488481,0.21037104564488399,0.07710605541285101,0.3325848876531011,0.3568889923769166,0.26589095678143204,-0.17547937051562498,0.250885971963943,0.06415580537888958,0.019425053667430622,0.056301493563635695,0.08658915908033486,0.3969978864961005,0.41434988810998874,0.3175612603425025,0.25003103067378396,0.22351176675226844,0.3929191672351536,0.8873388200750262,0.3424598049641959,0.06316816552625605,0.4059971306181894,0.352918618187275,0.31131965115796073,0.670802817586489,0.3182275891685139
rd_spending_pct,0.2036796662491797,0.3762544869195049,0.6185730012203364,0.4617553239021034,0.21296835626921137,0.2077940990639466,0.1821591260236237,0.228752001261123,0.22961996111572697,0.2213694762651001,0.23867447050567778,0.22225779162332693,1.0,0.4130092163536144,0.22556864195259946,0.2643497688352153,0.03858727488796601,0.5529676406193604,0.6191474318466077,0.2831850572934701,-0.14375331320037532,0.39135189429761097,0.11766017245532967,0.1382319850512197,0.09246218487533027,0.14549983850330553,0.48995739576679437,0.5385193918788901,0.592810179269696,0.39846030105538055,0.4585675916466043,0.2285643166805612,0.25506317647154264,0.6861341911860449,0.13996333019857035,0.6278488592536062,0.563076258466386,0.2468551370898321,0.2650071691736096,0.6684226116213354
new_products_3years,0.22284167777831138,0.35764442715671774,0.5674743027803107,0.4876419400089387,0.21534322208323536,0.1813577406481196,0.19577786995029306,0.19831218893521568,0.30568455395539157,0.23591047368079865,0.31543291197779255,0.300431308927744,0.4130092163536144,1.0,0.19740079341351663,0.19482757849632093,-0.0014072315147365046,0.5230638133194088,0.5599276556468163,0.26044487635718927,-0.16664391611539167,0.33956739931988844,0.06416191931454288,0.10765744835471881,0.059277263433603164,0.09260328144291037,0.5991668678720717,0.5942455336045674,0.5671545872652712,0.4098892987117874,0.41134540637837186,0.21743633528493903,0.3232540585212208,0.6375427636604143,0.09206577478563549,0.6540516984372513,0.5081702782724656,0.2085311154757193,0.27783902604946237,0.616224380327821
iot_adoption,0.10115398354808926,0.2912148867946397,0.26137344519263356,0.2128454145208155,0.09259354854418932,0.09579580155877428,0.09927968399359474,0.11811268636333878,0.2103993964441575,0.15631975202677567,0.16789358078779165,0.1585964255488481,0.22556864195259946,0.19740079341351663,1.0,0.13098369647071273,-0.021010673372244704,0.2508801205639495,0.2881701423350768,0.12682864475763658,-0.12444012355523729,0.20085363569555736,-0.08399118603720294,-0.08198542739494893,-0.06760642307778655,-0.013964470219544143,0.284585558076547,0.2147899140654694,0.3426276079049336,0.21601433003180223,0.2455796680356051,0.11144313866034337,0.19375410907673962,0.5416277229904808,-0.06974043031855616,0.33028221717758394,0.19764847804280977,0.034043408309578,0.09510901576026654,0.5269777052490269
automation_adoption,0.11244965995639576,0.23208372715966089,0.3260767110737193,0.2603595942027145,0.16551264807348087,0.21905313487476946,0.13126202710848484,0.21274560305659698,0.26805037152857814,0.22693244932003062,0.2377503966702955,0.21037104564488399,0.2643497688352153,0.19482757849632093,0.13098369647071273,1.0,0.06139575353432226,0.2924508989509114,0.3060937761793455,0.20870096244066882,-0.18198441400061952,0.18688411920101342,0.04139670900731166,0.0004481608466569684,-0.0262882981768644,0.03624984991899907,0.2505036198038542,0.26535594443869026,0.311075980915126,0.15451986028344927,0.21744168152322188,0.20026864384436016,0.2637323330866179,0.5836334080646455,0.014954279840654651,0.3037560053432453,0.3093274249990975,0.14231206416970657,0.19534074416306904,0.5669193794841988
quality_management,-0.007964124369846988,0.09092003095504099,0.15758061537790474,0.13779138565161356,-0.009809540167339368,-0.00415854945178396,0.012799450840326711,0.009364375702248807,0.09137988365312429,0.09568616462290726,0.07482927237611599,0.07710605541285101,0.03858727488796601,-0.0014072315147365046,-0.021010673372244704,0.06139575353432226,1.0,0.14422493284436283,0.15819333231620264,-0.014209286766371286,-0.009400244661020598,0.10840729536066591,0.12877289730258626,0.10335084623067807,0.1067422332573067,0.10740647542329992,0.03182962708041598,0.08817990996580266,0.14881680515800402,0.10555639285695244,0.08654094653391119,0.0023226569403397546,0.09530376133309891,0.3807970634243425,0.12559420863765933,0.11681254595625735,0.1913581661838344,0.08563734530450012,0.14239689846060247,0.36039787258557715
skilled_workforce_pct,0.27279562891016335,0.40142384116665364,0.6856513019123027,0.5521727527293213,0.30416098040238204,0.27815618503624234,0.25061414305284563,0.29143726104549517,0.3609221661167015,0.3175289279810268,0.3213212941562274,0.3325848876531011,0.5529676406193604,0.5230638133194088,0.2508801205639495,0.2924508989509114,0.14422493284436283,1.0,0.7243267538438299,0.27723543421991004,-0.20965538310731796,0.41225429365301436,0.08377164055096406,0.12341138575608568,0.07464861679954386,0.12627399671097833,0.5658728390071655,0.575630355709873,0.6684777717742758,0.5371285430056061,0.5250882949351123,0.3087785276342574,0.37260906964868334,0.6232699502040062,0.1158245761932541,0.7276974984168837,0.6370656134648515,0.3016689153195313,0.3416456542833537,0.613780190611973
training_hours_annual,0.2661039957737973,0.5046087596621476,0.7811821947965569,0.5818463716325112,0.28858710516938046,0.27778463503331724,0.265996600373053,0.31784637866004717,0.39932256647109654,0.3669040126254949,0.3604603309670189,0.3568889923769166,0.6191474318466077,0.5599276556468163,0.2881701423350768,0.3060937761793455,0.15819333231620264,0.7243267538438299,1.0,0.3183873099730485,-0.25312225977016,0.5217086399939614,0.1283301398673047,0.14503671672978954,0.08176202339402891,0.1586687767879035,0.6437935003808282,0.64727151473109,0.7516616438262087,0.5600842276216681,0.6091565271303611,0.3161608338921761,0.4150036049607573,0.682619361684801,0.1458417172981767,0.8137523265427006,0.7198949854511557,0.308952659950218,0.3860384089577539,0.6557996229620999
modern_equipment,0.2103424523657376,0.29466851563834273,0.30008236917833303,0.2946490612585854,0.21189859742303338,0.21422209969990252,0.21381915307955135,0.17201496226590937,0.24640477072087025,0.1661831172908562,0.20859913870209204,0.26589095678143204,0.2831850572934701,0.26044487635718927,0.12682864475763658,0.20870096244066882,-0.014209286766371286,0.27723543421991004,0.3183873099730485,1.0,-0.706400430952416,0.2857202498814818,0.04438265491600515,0.09291602412617121,0.03192083275891612,0.06338897977789247,0.3432062219494477,0.3509102208582598,0.32445037286871514,0.2121491761229963,0.25399731897850863,0.22323619508350315,0.24759641141967662,0.3057025500938068,0.06648280902164914,0.3761610185387667,0.2615678055868951,0.1910354751508713,0.21678525245221214,0.29161919093648725
machinery_age,-0.14546097113246156,-0.2092481126427458,-0.21122896683323797,-0.19855907844081166,-0.12119658880985107,-0.12860873752188828,-0.13318985038794043,-0.134191869747638,-0.1713204755043952,-0.10698199322581826,-0.1288461662032331,-0.17547937051562498,-0.14375331320037532,-0.16664391611539167,-0.12444012355523729,-0.18198441400061952,-0.009400244661020598,-0.20965538310731796,-0.25312225977016,-0.706400430952416,1.0,-0.1791387923625686,-0.07206755981141501,-0.08745733046769268,-0.04316639879586981,-0.07503873051777703,-0.2355155657510616,-0.2587606854737946,-0.19865022024472082,-0.08806074006836677,-0.22688914949044117,-0.1421031004693367,-0.16250150864342008,-0.2213551749949921,-0.07882206542454749,-0.2554142682114673,-0.1925278019490779,-0.14332992238694592,-0.15867950133941963,-0.21003729689905798
reinvestment_rate_pct,0.16529327174454994,0.345050349776044,0.441224388746388,0.3087583508154587,0.2298631180650469,0.24056782531682588,0.14775249506314514,0.2337135049979009,0.2073040905837922,0.20785407004291573,0.2490955818786435,0.250885971963943,0.39135189429761097,0.33956739931988844,0.20085363569555736,0.18688411920101342,0.10840729536066591,0.41225429365301436,0.5217086399939614,0.2857202498814818,-0.1791387923625686,1.0,0.025863697883012942,0.07387625736660122,0.027335781959864965,-0.0035049768820583343,0.4014250753267103,0.3941763397360453,0.46055051733482283,0.3071674054395307,0.39811991117598267,0.23421984474261542,0.25599706328551336,0.43367984804105364,0.035619452044271145,0.4969284302829624,0.384135102263654,0.16895318244772947,0.19602515160949047,0.40456639186852306
gp1_tax_incentives,-0.07011936659041111,-0.07775052051828667,0.1806983104094282,0.1181920188019018,0.03388668655000132,0.03873417822910457,0.020345722439192603,0.015072583826093227,0.029009820884142168,0.02683681346673343,0.003906100901171101,0.06415580537888958,0.11766017245532967,0.06416191931454288,-0.08399118603720294,0.04139670900731166,0.12877289730258626,0.08377164055096406,0.1283301398673047,0.04438265491600515,-0.07206755981141501,0.025863697883012942,1.0,0.7165939106704765,0.7122785028683086,0.7338142855572904,0.105637915176807,0.08964093990493541,0.12874916643106601,0.008969632849169797,0.05284154793240965,0.029921330728765426,0.03464067325476656,0.09469504052297194,0.8905081921494199,0.09776060654035712,0.39771026404897486,0.5894938051449609,0.6117432473195182,0.10060383118131425
gp2_regulatory_stability,-0.0640370451002917,-0.03924156002398385,0.25484063793718403,0.11313127594501879,0.015453242320406697,0.02646643884511783,-0.0048766082159959106,0.024884653693237415,-0.001963018047367796,-0.03850878574576769,-0.010404770699105281,0.019425053667430622,0.1382319850512197,0.10765744835471881,-0.08198542739494893,0.0004481608466569684,0.10335084623067807,0.12341138575608568,0.14503671672978954,0.09291602412617121,-0.08745733046769268,0.07387625736660122,0.7165939106704765,1.0,0.7240527498125533,0.7181350736221765,0.19132166571607703,0.09624590815818554,0.18899206016128556,0.10963959816498402,0.11869729679036763,0.017173183254936292,-0.009174890657296566,0.09455900501608822,0.8937579803220734,0.17859745159778467,0.46808012838235097,0.583155893554575,0.5831109549321553,0.10003441286695851
gp3_infrastructure_support,-0.08331095401925483,-0.07200669284229466,0.19190320564783153,0.06120188628861431,0.04316710277060215,0.03500041947982269,0.07842713947742617,0.05781380256730248,0.044273750463916135,-0.005761745125455782,-0.015688981281540806,0.056301493563635695,0.09246218487533027,0.059277263433603164,-0.06760642307778655,-0.0262882981768644,0.1067422332573067,0.07464861679954386,0.08176202339402891,0.03192083275891612,-0.04316639879586981,0.027335781959864965,0.7122785028683086,0.7240527498125533,1.0,0.6958963692302367,0.12181184149012599,0.07056521176621938,0.09051654251464296,0.06907863208179378,0.006930588245654472,0.059219946738677684,0.02171621865543963,0.058194021589601054,0.8772103904665889,0.0908925379814267,0.40556255895086063,0.6003879027218081,0.5919666492052807,0.06631567784677878
gp4_permits_ease,-0.07039960363314123,-0.04524795286917422,0.25100517207756623,0.10488556221801036,0.01461987775855836,0.013211221293943894,0.03193705551691507,0.013296302718740714,0.033867006643742516,0.025908082109544255,-0.0007664831323142508,0.08658915908033486,0.14549983850330553,0.09260328144291037,-0.013964470219544143,0.03624984991899907,0.10740647542329992,0.12627399671097833,0.1586687767879035,0.06338897977789247,-0.07503873051777703,-0.0035049768820583343,0.7338142855572904,0.7181350736221765,0.6958963692302367,1.0,0.1662590434915003,0.11710261746015779,0.17819305897118093,0.12565213704212044,0.08069832554755274,0.0204078375808945,0.04058859152884848,0.12989326327511957,0.8880979941291283,0.16923191543197044,0.463678556632093,0.5755054451487577,0.6121189865082274,0.1380144003985245
roi_pct,0.22502870796486593,0.39461275139737007,0.6388525204525232,0.5067774907714294,0.5599162587579648,0.5046663400272745,0.4969318967536262,0.5329129731265229,0.422941778084997,0.35652935082639664,0.4267449243536596,0.3969978864961005,0.48995739576679437,0.5991668678720717,0.284585558076547,0.2505036198038542,0.03182962708041598,0.5658728390071655,0.6437935003808282,0.3432062219494477,-0.2355155657510616,0.4014250753267103,0.105637915176807,0.19132166571607703,0.12181184149012599,0.1662590434915003,1.0,0.6767196639845159,0.6153490433259556,0.4982950394689655,0.40644238603757715,0.5755619066528388,0.44819642532849174,0.5852852974902328,0.16612248185797143,0.8098971580684052,0.5915807540659517,0.5164724750025267,0.4155221296310362,0.5680309412921906
roa_pct,0.2846241411590613,0.4022048627748289,0.6555083537525109,0.5335531529785149,0.5748499837960934,0.5756880447714463,0.5565892629083281,0.5812882982816474,0.43802842367478184,0.3896164508330667,0.39079520421945113,0.41434988810998874,0.5385193918788901,0.5942455336045674,0.2147899140654694,0.26535594443869026,0.08817990996580266,0.575630355709873,0.64727151473109,0.3509102208582598,-0.2587606854737946,0.3941763397360453,0.08964093990493541,0.09624590815818554,0.07056521176621938,0.11710261746015779,0.6767196639845159,1.0,0.616968247606214,0.4228810928249456,0.4883525942564075,0.6290714104622676,0.4565634442110593,0.6012000429355903,0.10561365283007564,0.8120292380053552,0.6139952645832858,0.5243897812099846,0.38882330136691984,0.58079021160922
export_intensity_pct,0.24604012565337025,0.44507171370064535,0.7864748113936303,0.6327124301378156,0.2656634632296742,0.2601030097247837,0.2786606197582873,0.2988354929155726,0.342025267266665,0.2806118194782471,0.32254119718976804,0.3175612603425025,0.592810179269696,0.5671545872652712,0.3426276079049336,0.311075980915126,0.14881680515800402,0.6684777717742758,0.7516616438262087,0.32445037286871514,-0.19865022024472082,0.46055051733482283,0.12874916643106601,0.18899206016128556,0.09051654251464296,0.17819305897118093,0.6153490433259556,0.616968247606214,1.0,0.5627946082393105,0.5864616164540004,0.3033095481602866,0.3529299710728952,0.6935413197574175,0.1668507787439124,0.8566931114000512,0.7365699026784845,0.31732664502867985,0.346745095091427,0.676681425148889
capacity_utilization_pct,0.154145994666096,0.28519555208805003,0.568926863698204,0.4408429223553743,0.15027338935864734,0.16961310143585673,0.19315224715841683,0.1991395464093198,0.272815025619776,0.2232339662888444,0.26820993755921224,0.25003103067378396,0.39846030105538055,0.4098892987117874,0.21601433003180223,0.15451986028344927,0.10555639285695244,0.5371285430056061,0.5600842276216681,0.2121491761229963,-0.08806074006836677,0.3071674054395307,0.008969632849169797,0.10963959816498402,0.06907863208179378,0.12565213704212044,0.4982950394689655,0.4228810928249456,0.5627946082393105,1.0,0.4155145459015893,0.19557552037057452,0.2835722501950419,0.4539449997490571,0.08931069892344282,0.7345460565278015,0.5189571336342926,0.18838948021358198,0.2512726969287271,0.4458676826441563
market_share_pct,0.27253422939591204,0.4643136912136487,0.49417888834498147,0.42012569416550954,0.23384847942366277,0.21309254692748159,0.24476922429770367,0.2555957257353012,0.23385897398272085,0.25216488257439523,0.21782749013128713,0.22351176675226844,0.4585675916466043,0.41134540637837186,0.2455796680356051,0.21744168152322188,0.08654094653391119,0.5250882949351123,0.6091565271303611,0.25399731897850863,-0.22688914949044117,0.39811991117598267,0.05284154793240965,0.11869729679036763,0.006930588245654472,0.08069832554755274,0.40644238603757715,0.4883525942564075,0.5864616164540004,0.4155145459015893,1.0,0.2602084790400603,0.2596204724775586,0.5017602825106316,0.07479506044985994,0.7339282571781461,0.43057925991990303,0.21233164273488933,0.22417710548988087,0.4759765792997378
knowledge_absorption,0.13515598635034565,0.17374484557192274,0.36071292246384884,0.2856248376325105,0.9116817976486744,0.9083596775051095,0.9118754956487968,0.9065529466432524,0.4519004505888178,0.4278474568007025,0.4414865486930955,0.3929191672351536,0.2285643166805612,0.21743633528493903,0.11144313866034337,0.20026864384436016,0.0023226569403397546,0.3087785276342574,0.3161608338921761,0.22323619508350315,-0.1421031004693367,0.23421984474261542,0.029921330728765426,0.017173183254936292,0.059219946738677684,0.0204078375808945,0.5755619066528388,0.6290714104622676,0.3033095481602866,0.19557552037057452,0.2602084790400603,1.0,0.47958437129452997,0.2686770808690605,0.03481292534794511,0.49755820438695764,0.3222927937204497,0.7505153959510378,0.3519884843171003,0.24819600109297824
task_performance,0.03544999596451071,0.13656596810658453,0.4656954973866431,0.36337022539986585,0.4370339376049906,0.45237521796835173,0.4258971172683291,0.43013559917140776,0.9038198998335605,0.8979855229398221,0.8868581285099639,0.8873388200750262,0.25506317647154264,0.3232540585212208,0.19375410907673962,0.2637323330866179,0.09530376133309891,0.37260906964868334,0.4150036049607573,0.24759641141967662,-0.16250150864342008,0.25599706328551336,0.03464067325476656,-0.009174890657296566,0.02171621865543963,0.04058859152884848,0.44819642532849174,0.4565634442110593,0.3529299710728952,0.2835722501950419,0.2596204724775586,0.47958437129452997,1.0,0.39981068468947945,0.02414042768307424,0.4562561308342129,0.3908713395162971,0.34507866378848845,0.727465613369909,0.3664996632232087
innovation,0.2233847806183869,0.4763707309482926,0.6824739035935433,0.5514641436215708,0.2392541345296476,0.24736031231722092,0.21962573448628495,0.2712107246533143,0.39055877128473315,0.33091678263458846,0.365736849662946,0.3424598049641959,0.6861341911860449,0.6375427636604143,0.5416277229904808,0.5836334080646455,0.3807970634243425,0.6232699502040062,0.682619361684801,0.3057025500938068,-0.2213551749949921,0.43367984804105364,0.09469504052297194,0.09455900501608822,0.058194021589601054,0.12989326327511957,0.5852852974902328,0.6012000429355903,0.6935413197574175,0.4539449997490571,0.5017602825106316,0.2686770808690605,0.39981068468947945,1.0,0.1069874788051679,0.7184287849495364,0.6253641842865053,0.2535576596768829,0.3448284647361612,0.9678784454338764
government_policy,-0.08081889484679818,-0.06535861361761929,0.24852975021037016,0.11274962442685901,0.029566651493830656,0.031572090829878226,0.03391459300851983,0.03059290605582054,0.028719869612590952,0.001913163719346538,-0.006548236845528549,0.06316816552625605,0.13996333019857035,0.09206577478563549,-0.06974043031855616,0.014954279840654651,0.12559420863765933,0.1158245761932541,0.1458417172981767,0.06648280902164914,-0.07882206542454749,0.035619452044271145,0.8905081921494199,0.8937579803220734,0.8772103904665889,0.8880979941291283,0.16612248185797143,0.10561365283007564,0.1668507787439124,0.08931069892344282,0.07479506044985994,0.03481292534794511,0.02414042768307424,0.1069874788051679,1.0,0.15269380214080266,0.48982937102121993,0.6610628631175833,0.6754588233590145,0.11475394602986515
firm_performance,0.2995370209501582,0.5045303902919979,0.7965085112667593,0.6419631573560313,0.45217729837701154,0.4365936498473938,0.44851075530056356,0.47322796394283756,0.4331258997765532,0.38060566242965543,0.41195487579506374,0.4059971306181894,0.6278488592536062,0.6540516984372513,0.33028221717758394,0.3037560053432453,0.11681254595625735,0.7276974984168837,0.8137523265427006,0.3761610185387667,-0.2554142682114673,0.4969284302829624,0.09776060654035712,0.17859745159778467,0.0908925379814267,0.16923191543197044,0.8098971580684052,0.8120292380053552,0.8566931114000512,0.7345460565278015,0.7339282571781461,0.49755820438695764,0.4562561308342129,0.7184287849495364,0.15269380214080266,1.0,0.7326147116976713,0.4456615237554387,0.4120990010839866,0.6960346861184078
