respondent_id,barrier_rigid_hierarchy,barrier_centralized_decision,barrier_departmental_silos,barrier_risk_aversion,barrier_nih_syndrome,barrier_resistance_external,barrier_financial_constraints,barrier_human_capital,barrier_tech_infrastructure,barrier_limited_awareness,barrier_knowledge_gaps,barrier_trust_deficit,barrier_weak_networks,barrier_poor_collaboration
SME_0017,4.184164362583925,4.310289220177638,4.200317987265674,6.67972520836071,5.432929157144029,4.315664275931641,6.385488986069236,4.297707850163576,6.349495461487242,5.490328769242121,4.861410681747228,4.461414201552769,4.035982893259851,5.595262537249683
SME_0018,6.374776602986874,4.498961478268326,5.19590271461693,3.512972981397932,4.598458723211361,4.965835173842008,5.1812849247163495,4.563493625210404,4.965442487884225,5.4506312739916485,5.093938079752989,3.1617687666750283,2.6551598168379207,4.211075268785672
SME_0019,5.749223903264262,2.4777446730022414,4.25035077100288,5.373752143482579,7.0,4.8764760071158495,6.494690086266835,5.941257140087463,3.6563768722120793,6.321848659958085,5.836936156001917,6.20826863967459,7.0,2.5906531786518348
SME_0020,6.96963597971333,4.883807728659609,4.973527575723913,5.5544877546987586,4.790916399922349,4.373183778937365,6.2965578620157086,3.982826303328321,6.525637084273942,4.600566714137695,4.056923727055607,4.949987142004186,6.708579060235087,4.30406438687891
SME_0021,5.430144341851545,4.495948096712979,5.685298404900705,6.385507738790205,7.0,4.906879659950863,6.651789324282116,5.698067539538944,7.0,4.337401134869523,6.21950584416501,5.305302703883318,5.222974187469802,5.219278229782884
SME_0022,5.002688475712013,4.872148052565846,4.679127138121685,6.978118057562185,6.282539622738263,5.756070051746586,5.490014426578516,4.410759171771676,6.550830614061528,5.951256151035754,6.7199377433260805,4.596019374030771,4.724541613567584,2.6686705887169353
SME_0023,4.729034672726953,6.5962275616373915,4.293556007003343,6.540479795200824,5.3713962728026265,5.6564627310437166,5.117077749165899,5.8852094496339005,2.709750432009204,5.175724610205618,3.8064794319133464,6.905994516546816,6.4328888233174135,5.906672276555906
SME_0024,7.0,4.456191827092679,7.0,6.832191564260385,5.316133655337265,6.549182161901238,5.154335838829528,4.975485838472326,5.330551304436329,4.765226750323182,4.437786592963723,6.923083067095325,5.189374719556202,5.7582564588639435
SME_0025,4.015578360303584,2.997336369396631,4.751074565908849,3.4877450245802235,5.017639144697438,3.2948534572839083,7.0,6.211362722174721,5.616329170398629,6.416448013185603,4.169052424787691,5.743479378670093,5.239772520462457,5.1432261057337705
SME_0026,6.526824200128122,6.1057413130577824,5.07534076167253,4.0451125637717045,4.247944445664644,4.965020173044703,6.134035136848986,4.469796275326075,7.0,7.0,6.062330152431732,5.5720368612837445,5.045349236118618,3.8625060019710933
SME_0027,4.992976622222636,5.483527794157026,2.985711251873889,5.934176417244898,5.113689141410302,2.90141168633487,5.225653490298448,5.086394466578356,7.0,5.76786374944051,3.83097027399012,5.886036289417637,3.3432352132739616,6.407498370053196
SME_0028,4.634650417818546,5.397000192386912,6.623535641804848,4.612836431415751,3.9234581778644113,4.658040741019395,7.0,4.280653924523158,2.884628842078374,4.8586093699092014,6.206914879902013,6.90026174973883,4.9442063654975215,4.765145410749197
SME_0029,5.884680881106897,2.743284130335037,3.694922992262088,5.390423889925058,5.439062465542041,4.039212637490029,5.830996910535257,2.61167264658701,4.575926746432766,5.244210455065361,3.8194765623198528,5.058984221589597,5.336247000963238,4.154686038884905
SME_0030,4.704556525195885,3.7409941781869263,3.9314053363951396,5.810216169589223,5.088367553162121,3.9548156034796706,6.001794763861714,5.814609790636617,3.0450645935647738,6.090888877947077,4.530119787450821,5.425489933240231,6.236696308374273,2.816824193600394
SME_0031,3.648670797086944,4.482596434536725,3.1811204225382435,6.934936575836809,3.871873487407849,3.9888985425644465,5.983950128442679,3.897850473923911,4.864751217068109,5.08094391350021,4.533853555179238,4.906613141100052,4.164801465061955,2.6311885980650027
SME_0032,5.085911853607087,6.9304263788119655,4.42392212001847,5.62526411724755,5.9312673061402315,3.4037364537986305,7.0,5.502328796422802,7.0,4.020360405371213,7.0,5.975155494034784,5.66364810302283,5.104231790659092
SME_0033,4.901765658310661,6.82058482432126,5.082467830802462,3.932930296412848,4.259376245951597,5.0955696725879775,6.428999084848999,5.743411511100104,7.0,3.058677763153651,5.757946730155677,3.8820207746128457,6.4116547545810025,5.177203671225397
SME_0034,5.703531966428942,4.549728743351257,6.563304411155077,6.941724664058851,6.300253163614266,5.157531028450215,6.671871556765618,5.093107432012651,6.941111224922784,7.0,6.7776716159771055,4.9703975301925905,5.933700780727723,3.618915993113758
SME_0035,5.886868373410811,5.995663754148793,2.4692387586081868,4.738216156087637,5.26023332390748,4.969054278145091,5.0614707581230745,6.188978729352184,6.276620969834563,5.166877041625777,4.768629349825801,6.748707126416564,7.0,4.671370070999502
SME_0036,4.465399699414215,6.040328431953196,4.434561806328918,5.760602799336766,6.487583782069606,3.1997083037419776,7.0,5.872680524329341,5.547357540981602,5.292919014934261,5.558672290522571,3.9687986965550746,7.0,5.3537233219518034
SME_0037,5.53160255653685,6.346704747631447,3.37248880517161,6.173471899035229,5.078830690921448,6.031447852738143,4.135495321683654,5.5009056997587304,5.136897278637642,5.718715540760987,5.9170486061050225,4.792374105177974,4.445391362988747,4.956135020875472
SME_0038,4.12402932722175,6.42618206499734,4.420030639418321,2.993011780678359,5.150213532053833,4.15760179707163,4.681851766085148,4.562573361777427,6.120349319016267,6.9943689938978775,5.944502921251479,5.093496611784261,6.0470850342048434,4.70318259671531
SME_0039,4.066479557004227,3.9302010649437173,2.3226225512227656,5.210076293440555,5.489664187904159,4.893713962983622,5.625629764847377,4.554253939303219,6.369070810853466,3.5194416960640984,6.153630705227823,4.397782981073275,4.297077715176358,3.0931792521996195
SME_0040,4.398317423737236,6.372843704325777,5.3703165149771435,6.678422112028035,6.026571055120724,3.8859631886165937,5.752289698105198,4.819800870882537,7.0,3.7638536242884264,6.383067458328022,6.392953870108769,7.0,4.567407429581653
SME_0041,5.354786591496195,7.0,3.3970658199861945,3.6649597524676407,2.643987959310684,5.3839832317474645,4.105164812747274,4.727680947062077,5.781044505742857,4.922210644195897,5.36798935060259,5.222289855800854,6.3346389759760715,3.361988705039564
SME_0042,4.387605833849762,4.650074610202093,5.979249355421394,6.800398588395064,6.14147038318221,6.601843033578921,5.089763219361257,7.0,7.0,6.282746396694897,7.0,4.043376792322226,4.870662236484818,4.344105501113462
SME_0043,5.765775188508812,4.04484518643764,5.584743694138732,6.970536143996714,6.1342434801008,5.3121261260276516,5.1109139931893255,4.6531490338746355,7.0,6.0352188046864,5.257078528684702,4.982090454234109,2.769030552266348,3.6078918557102293
SME_0044,7.0,4.0914988718972864,5.146323767587405,6.907443973195199,4.0940927983972495,5.503181522259191,6.994123983759589,5.81249932190725,7.0,3.3976808893461663,6.764601382872267,5.527198262603536,6.42630418580401,5.873699297209019
SME_0045,4.320212563468004,5.751896031705274,2.4847281131822267,6.503247500571394,5.957790159188631,6.002526185507413,7.0,6.167619840209711,6.162898361778104,4.342717996006449,4.816557159986044,6.886734620177331,7.0,4.990456432794329
SME_0046,4.555203296703929,3.804924187506857,5.724583898847678,5.8654168236917785,7.0,3.6338446151022867,5.459792890883604,5.331445922525572,6.011138491498348,4.441198834942841,3.93974280050093,5.881407528923571,5.665362435054698,3.4088436692671573
SME_0047,6.626531361326595,6.587218580116264,4.874585446422131,5.779597862376036,6.064869325339089,4.152126622718115,6.077028331247674,3.4476164553908193,6.764101210053229,3.326208133069769,7.0,5.169879906033549,5.045999621682587,4.283945922090142
SME_0048,4.6543533512935085,6.86038447966284,1.4658487465043968,6.976965386088188,5.80562817732205,3.7722761873570625,5.082218846255686,7.0,4.759942432062996,3.815979387284849,6.651045996601203,5.838552876285914,4.174489308156321,5.381612468026004
SME_0049,3.6690967796316674,6.410903538264866,5.979782254335074,6.132006198821943,5.733993273496421,6.937306937354111,5.999717694649402,4.318125874579199,6.194421304115537,7.0,4.1837645574955635,5.038537233306014,5.699735245721743,4.929923696292539
SME_0050,4.021235703547223,6.734043641853518,7.0,6.0961314590239075,4.5151180523168,3.5961434224411772,6.382178383099062,6.903877343316258,6.52268452114492,5.397115390897376,4.951801183031764,4.6078363672819105,6.501701591589859,6.4879031078012614
SME_0051,3.0451242559711207,6.9488228759987525,5.3462925871622025,6.999594645145794,3.6894467018178627,3.4975934290430173,5.8659276212094325,6.002784426895194,7.0,5.947294696578158,5.033050595506764,4.373630792334108,6.67600068726298,3.7458829465240706
SME_0052,6.454162265726786,4.48717688543284,6.2677566944032055,5.8789312900592785,4.7356054126690506,4.0286639909912605,5.493182910388528,5.528316692375237,5.384872145839489,3.987426310317554,4.717805448650605,5.07857702971915,2.245519086702225,5.195618549225308
SME_0053,4.024334530339832,4.23133435647368,2.706452348756077,4.10610750213211,3.9734629962652535,4.52007694660646,7.0,5.274120324104796,6.195525116894834,5.880577663807594,5.744171704837434,5.622556539274006,4.065647483680906,7.0
SME_0054,7.0,3.6490754364650453,3.5687628318477067,5.620189657622994,4.442554646107771,5.856562108801452,5.494555017834047,7.0,7.0,5.655088836758658,6.729684889651706,6.80590042435731,4.8232630143301085,4.2389175820954454
SME_0055,4.993771675563577,6.147799736947738,4.780778518249443,4.023003517809004,4.33661066725899,4.918629850046184,5.931900956106753,7.0,4.1754132633611025,5.70670709020305,6.93802441916112,7.0,4.714723092179247,5.63885828853626
SME_0056,5.583712428638377,5.41502990470862,4.471501238388902,6.035975389500046,2.2613046977363784,5.7502764390688945,6.113560113295771,5.277525103221735,7.0,4.290079177451338,4.856616412028467,7.0,4.201526434180172,4.284850132182499
SME_0057,4.72356949188298,6.124807930342504,4.870143259559308,4.307374652847738,4.661397724247373,4.331910123466567,5.930501059299259,5.925843658629829,6.16002633147677,2.968785895141918,6.470335086316942,5.6525688459966235,6.861438457112688,5.5774578254778735
SME_0058,6.5215875492829145,6.01319984259514,6.650093483063573,6.422250636017779,5.482501704268516,7.0,6.950133410051903,6.373744421004413,4.596065141807831,3.854030859043755,5.921987030356039,5.845521197768241,4.76305292199002,5.483277509495678
SME_0059,6.806352313652315,5.964942722005329,3.116688937321441,5.4884911728570565,4.3340402229769275,4.573530091950583,5.627745900933322,5.022354417395995,4.319351090829265,4.9468143821781725,4.68333159946796,2.4705513099977323,7.0,6.415400550481674
SME_0060,4.748439130090005,5.520700954714658,3.3768493484871698,7.0,7.0,5.472363101071177,7.0,5.975286778933924,4.529602017236476,4.905811957243611,5.745120763449154,5.245452281256556,5.237616067077957,5.181180575238151
SME_0061,4.802945802561447,5.257484339547232,3.2212134136844193,4.882983850872065,3.7584988811600377,6.07559710465482,4.104917752343708,6.6535903433169254,7.0,4.737383295620855,2.436549203389972,5.03868943803271,5.122979006453417,3.6862223140924124
SME_0062,4.281737927430109,6.883214718749687,5.464405310992264,4.6754358856219005,3.3828809964854822,4.6402809506292515,5.807888898584606,5.996199187363317,5.111151616175575,5.713799490434234,7.0,6.215501022444263,5.142293791203073,4.761904387630717
SME_0063,4.471992238984155,6.49870500369736,3.784492520263307,5.645222708999983,5.361437482257303,4.4480373879073145,4.764781006904309,5.822974503617668,5.632895630959078,5.700288563323884,4.713039662916917,6.620821298813048,4.147871462545787,7.0
SME_0064,2.602836188206086,5.47824707101258,5.018059887284611,4.6044429320591185,5.6092727254332155,6.207470536736174,3.9048630445813415,5.802744807490814,2.7574020976369145,3.7412022357721506,6.892083001391041,4.618217966607946,3.591344042709233,4.542680952319913
SME_0065,6.9814876057962625,2.785149528073371,2.833297114868852,6.697431683179627,7.0,4.4862256532806875,4.684852567726022,7.0,7.0,5.51473638531468,4.0063574161688384,4.950970659161963,4.607567902746203,5.030106696000251
SME_0066,6.441201725757604,5.967358745251143,2.999411099919815,6.776496450019538,5.475758568015787,5.555772375444808,7.0,4.188419750486449,5.4605918634228905,4.262254538368943,3.375354632097999,5.5467099776049205,7.0,2.4078989321425213
SME_0067,4.661263266740636,5.704597228582251,4.560001662153036,5.28687194748426,3.5409403638650114,5.05606541723418,5.218912420685665,3.1100782950214465,6.814051442565104,6.050062983810451,5.156827074536189,5.429074688205703,6.2891816152586735,5.091641553811507
SME_0068,6.284821065713578,5.172769579038765,6.605578860146131,6.220785725932684,5.832862332327049,3.9029328024167644,6.408260268871537,4.968045082505549,5.297889000818657,4.421549246020655,4.427141574910853,7.0,7.0,7.0
SME_0069,3.7325259765333234,5.578379124901982,3.2184400872346757,5.2043051228029364,4.498247619900111,6.663542407085718,5.7933932897084155,6.868379333694016,6.66453297854737,7.0,3.972611354546304,6.9592332397867995,6.875729044480873,4.034607510564855
SME_0070,6.408560003767792,5.869759459328852,4.604280862060571,5.076064513028001,4.737068658260977,7.0,6.150614537061734,6.582130001531459,5.130010680165691,4.464176464534034,6.790183290174937,4.350423788448468,5.001743478513674,5.344235634393901
SME_0071,4.833647122208063,4.802997386482228,4.9145657154247,6.092855755817812,5.981565054551196,3.7156158104653905,5.644260411864082,6.4947628618769375,6.484111906331259,3.2525686582227236,5.486627890387423,3.22177475062519,5.056321882472443,7.0
SME_0072,3.8625287392772165,4.38224464995926,5.693238716044718,4.157198484790355,4.640693964137953,5.756085251339927,5.479142737079537,5.364030012789028,6.6186042813465376,5.705855300243874,5.693500235924942,5.160877720729961,5.744073338322746,4.939147515870316
SME_0073,5.049366731910942,4.253374772370224,3.9626603333065966,4.210042207447986,4.857990867992517,3.7078990500082702,4.797358194854206,5.358661147855388,5.534013753443427,5.639448481938287,4.425761873467391,5.408052846836756,5.460957086728396,5.178205950181073
SME_0074,3.5092155806374294,4.964299830498308,4.67338238487106,5.207178466907942,2.396226809954699,4.776538586370828,7.0,4.739960731243017,4.499115192359146,5.148018271653678,5.24361603151323,6.192735165416415,3.2905582129093345,5.550794328347489
SME_0075,5.908506473501756,5.343638809365399,5.340293513298198,6.929457481598358,6.646778456034141,4.042678756718898,6.888142368079936,5.735311394967481,6.080161507817067,5.487836389202034,5.434732712321915,6.891707497107065,5.399538448180945,3.8445900331018805
SME_0076,4.227764172836325,5.196564188491523,5.997979219586166,6.003094684948834,4.079357665503548,7.0,6.138297779880181,6.575390737999014,5.333114123065048,5.540031093646539,6.023415354970246,6.418194711754256,6.26884196645387,5.9338561000948715
SME_0077,4.8218959225670694,4.871079353848333,5.332389763421457,6.8331280723410694,5.332735159068072,6.471689162285825,7.0,4.88367908092658,5.079387225824092,5.231549929313597,5.938373935008117,5.175432986232949,7.0,5.851286919973987
SME_0078,4.547336457888887,3.2204995237446195,2.489439438644241,5.481009250281806,2.340885248614197,5.7139011506084785,5.657661540064912,7.0,7.0,4.48226111690298,4.7830292972155535,5.99558151400203,6.843807131901645,2.4705622253331776
SME_0079,2.7563494415743763,4.51576171389018,5.3575588581260245,6.096873590507598,6.583725745980621,3.680332718798161,3.915470523328011,6.358014195302145,4.788984099738242,2.677814562733635,5.459570120555321,6.193175688218678,5.053531441454467,4.4047970979627635
SME_0080,4.508765321424912,4.592358961359139,2.6475387544777833,4.685319323009568,5.725535886016578,5.15384639551415,6.051253825370138,4.30485151814662,5.300346521650766,2.287521944268575,5.296324330273929,6.628857707813568,3.2310414415494733,4.038294024686918
SME_0081,5.5949281344521555,6.878126897870232,4.317307998809806,5.207749670734104,3.2372922291007007,5.413781942238916,7.0,6.077358461964676,5.975493122897915,5.786498772920383,5.587798795656538,4.88698562773987,6.487935898813246,5.59348998004528
SME_0082,4.9211359023203896,4.127097369993925,6.294560311515188,6.264702745333111,4.6364949951592385,6.102007339050131,5.5521862454533135,4.717996507488963,4.864326570771684,2.9747177362942914,5.818696618460027,3.56885512166165,3.725867402481085,2.3017355881979067
SME_0083,4.796716368650928,5.034647493700941,4.175294922857727,4.557422305329425,3.8933194958760327,5.510806849901232,5.504503261462361,5.8163583215361445,4.726226445263356,5.317275291325299,6.733605841047671,5.986165800392784,4.705103418140224,5.334358661462706
SME_0084,4.711201790563744,5.308668203164201,4.276705632206945,5.535664794114609,5.65451202368901,4.007305430459854,5.135709055709019,4.211457446168788,4.039701785045919,3.739260769335425,5.575408757484542,4.607212484508116,5.916337357077316,5.14512787337833
SME_0085,2.537794943874336,5.920473142643859,5.654038239269223,4.606137325165147,5.80422985147399,4.057851938849881,6.087903339073502,4.235501593045035,3.7275829022119655,4.640619372464438,5.163898159097681,5.002320306385396,3.7791633301329286,4.480131219229522
SME_0086,5.523153703096881,5.4506176668652095,5.137251339778977,5.229884799545768,7.0,4.0062093297897405,6.5888042673780465,6.981891092959962,6.528998902023785,5.156970927522204,5.018873248670723,6.736087651046256,3.7924300896859924,4.038838461506463
SME_0087,4.422930681409935,6.561419133263199,5.0936979268531655,4.631954241489755,4.927630753538116,4.324244541494076,5.361189906989819,6.478889558556779,4.191082557810144,7.0,6.2110526592030855,6.490861670603699,4.64447258556969,4.805077065197158
SME_0088,3.2802178225703456,4.722871352226516,5.341751301936096,6.996063061781396,4.071411819837058,4.697943469316208,5.9138307017907294,4.204210797807514,6.45048416593424,4.331211601908869,5.185070613705274,5.048050628088122,4.3527937931363905,5.090841518875279
SME_0089,4.441268505718373,4.590956329493467,3.452999891815555,5.719524670782956,7.0,4.95387595612304,6.796506393420016,3.909778074846537,5.673537583223147,3.5831580172347204,3.4753825797149087,4.460628592540964,6.430279201296288,6.035020577270539
SME_0090,4.79160566646528,3.1140293841210758,3.9448351531956822,5.501700008901736,5.110643475494318,2.5718270581711793,4.998713936782115,5.035922235851283,5.8899200004689085,2.0646466146800644,4.721663626972156,5.143048769878952,5.8195343862194555,5.500714859508667
SME_0091,5.5990855825705665,4.320065442627873,2.1195972217397006,5.2069472429385995,6.5019581902502726,6.532799980276875,6.639494192068007,5.929340822801734,6.117603613224563,4.432657503887064,5.156933677091018,7.0,4.068930393049749,7.0
SME_0092,4.61356621460953,6.7579753200045865,2.8711404876532005,6.28590420116465,4.515875836862854,3.5432060888833936,6.246680638169851,6.609471788595968,4.870564417547154,3.4011808474499188,5.298970759231549,5.412564671222819,5.957983553065398,6.334472942773834
SME_0093,4.828701782473008,7.0,4.89150516789588,5.253573493993101,3.3661191690766072,4.711074527652215,5.697251749129977,6.46030479628147,6.2087319864735395,3.68475705404086,5.489479825052142,6.071531171729053,7.0,6.153755157638277
SME_0094,5.6130159851737735,5.06609459407668,4.904805607050485,6.649504900706159,3.500667123024421,4.415616740061348,5.2046881261193825,5.6791531187261235,6.853244393215866,4.1836308559347115,2.4706651957836185,4.78777925497553,6.096168478420887,5.498918873834843
SME_0095,5.713823497372691,5.192007367938072,3.237260042914278,6.415294321624468,4.5988618279584506,7.0,6.663456487519063,5.219351697446049,5.327476227872509,5.288466952063694,5.336547885776076,6.816833775529954,5.723699403692856,4.348878739418914
SME_0096,6.768528822186939,4.8542391646722445,5.199491578759566,4.591773492555241,5.335738753293429,4.942220990257514,4.099315637113462,7.0,6.719708907014802,4.223365620624815,3.6875032854985594,5.347561613803552,4.904037239297276,5.062369633132198
SME_0097,5.429892875432908,6.056865088236519,6.781497409209349,6.468103205128647,4.340413401308071,6.798819137983697,7.0,7.0,4.764156563436442,5.69145841578033,3.3096914264921145,6.25314915637921,4.8421596421998725,7.0
SME_0098,4.070462035977702,3.4418986582360116,4.087357137086725,3.7245122287828627,6.301319345408772,2.828408649118047,6.075611823064842,3.522188180143803,5.447672415009694,7.0,5.7967126805793745,4.636506395035066,5.262555813273099,5.12342193365778
SME_0099,5.067156415012087,3.2964558003910907,4.9703374560015305,2.495608368397225,4.144138537163428,4.0628987733033,6.3699941434641145,5.122630852676869,3.7538806407580845,3.518008249019582,5.118548010502148,4.920932658135444,4.105051068437104,3.9749160736344264
SME_0100,5.735401596591148,4.630538169843864,4.485481382762205,7.0,3.5915808357392933,2.9629729952678754,6.705230698318746,4.821356938705897,5.349938719483118,4.162612346242664,5.014219845155737,6.998538112096342,6.162554150341744,6.12089056545307
SME_0101,2.8005275330488253,3.5337308897918436,1.0,4.390619178917246,6.04804382366279,5.168641167323208,5.600638063343088,5.077699716281947,4.542225903167053,4.945710658882141,5.742466107428677,3.3841132125895275,5.159577225404817,5.812165332241067
SME_0102,4.401879653243957,5.970770673332642,7.0,5.4956572070131084,5.771968460006389,4.188137207972469,6.163126046341845,5.960271624982304,5.914326574297152,3.8763656163493723,5.526997948457996,6.862195938717637,5.738362917417433,6.250583345793393
SME_0103,4.715585635984847,6.1248902633660816,5.063048189681484,4.749089270312768,5.78222520575865,4.0091336702156575,5.480407752603687,5.789328307292374,6.126968700718137,3.7729210419074453,6.5593843483011645,6.0720062783004725,4.454325877266939,3.1011397646160717
SME_0104,4.326114505102282,4.309461914752724,4.3470825941689295,4.836883338844434,2.4910517671059886,4.172818367868725,5.524942800038518,5.733661024774058,4.531980357927845,6.714409608047079,2.7971953942830674,6.311167497802624,4.530817234946274,5.717460334046622
SME_0105,5.29576178087048,6.753511089628017,4.396429446081346,4.801379574822188,7.0,5.1751712895296444,6.349402626261789,7.0,4.8648492336961215,6.114589077167109,4.951115767890821,5.567830644355628,5.586734758461147,3.349711580118983
SME_0106,4.065395548615478,6.786180181654453,5.852048545160234,5.637360422672765,5.691748150215472,4.776333243799896,7.0,5.3996474222058355,6.055026301348333,6.575236172970478,4.544891366669503,7.0,3.4634463083079474,7.0
SME_0107,4.252789299257631,4.73303137739219,1.9429867774621745,4.945205282622307,3.8522321627677396,4.13158902008918,5.776420130790008,6.2577916144729056,5.728363686540688,5.269211984081337,3.8949286722698817,4.31924591039727,7.0,3.8442386548077794
SME_0108,6.987449902468755,5.032632681231046,4.702974316986555,6.77036516022993,6.926270906326388,4.978106183693003,5.700581251830615,5.544079551477786,6.17175328105533,6.269564424243707,5.404652844893567,6.1188862980231535,7.0,5.59570249594422
SME_0109,5.573983427205734,3.829198092400925,1.4800508221222177,6.288375729230169,5.486210922462954,4.733739057593784,6.36917718376771,5.739596270803092,7.0,5.503333041910774,4.778384386422816,6.690166238959289,5.239442710064557,5.984497688773999
SME_0110,4.42710715256864,4.58519042595282,4.809418699241405,5.712828643543685,5.9757924424402,4.804489671359283,4.397276194606642,5.167226116411611,6.673200313858197,4.843148704908272,5.128978257233998,6.4863765059059375,4.445632127289293,3.09435581628423
SME_0111,4.307242656569406,4.267408653626389,2.94387978432077,5.02462154410131,5.489806776696141,4.589782582275403,6.076282965417613,6.913407698515423,4.922833252286679,5.034018361573604,4.339865301140953,4.153640280113027,4.098110815898676,3.9776138570218045
SME_0112,5.2313709570565505,7.0,3.5691435328414074,5.0833746943845375,5.124252384266502,5.335378733580721,6.187195730759306,6.684095793948117,2.9309687224112704,2.1356841557651927,4.6545340107888356,6.397300187543708,3.2212223620732843,1.0
SME_0113,5.185415287463051,5.068022946072985,2.7827290711607415,4.21446039927907,3.736307536438391,4.721588849221334,5.2363162514352934,5.594063918975519,2.1599106708051696,3.671777761846641,3.6613406429978452,4.743659321627508,4.154342689811834,5.637196913864496
SME_0114,2.2687958740079313,4.850040623963827,4.925837350175217,7.0,4.32188083468783,4.956904464787768,4.176523486693871,2.708043795686976,6.22925181335987,4.693327647622316,6.1963639587782655,3.626597111030251,5.423882567434503,7.0
SME_0115,5.403646730028719,5.504239656150154,4.611122905071655,4.029118542874088,6.9266875228524185,4.328056596214427,6.454034930744715,3.9369656934287462,4.4025943690414415,6.822104879066683,4.9179674821463735,6.853275476042545,5.106123209129779,2.605532895154785
SME_0116,5.570481119678065,4.151118450468831,5.108295457572157,5.225210867540082,3.048258126468556,4.780724241907626,7.0,5.592986458514459,5.23673047169399,5.990412082348278,5.131735311723422,5.209534230262794,3.490049793409077,4.904002433526477
SME_0117,5.942532099700334,4.080331632689973,6.251844567621032,5.308293975854874,4.0346765861537515,5.897395284612269,5.641885187835557,6.059514887486108,5.179065504515609,4.828208627764116,5.642916224767721,5.490897057590006,2.605361863457914,3.342383137877291
