country,year,date,gdp_per_capita_usd,inflation_rate_pct,unemployment_rate_pct,mobile_penetration_pct,internet_penetration_pct,financial_inclusion_pct
Rwanda,2022,2022-10-12,6445.586921473514,13.276944916964432,14.96545035171761,103.79874708814026,23.766803772043655,36.14857768422127
Rwanda,2023,2023-10-12,6930.483217599179,16.219630587150405,14.074000289520708,80.51520258297636,20.5985805768718,87.36092546604834
Rwanda,2024,2024-10-11,7410.722816894833,14.799401387161819,13.53424342105853,117.99927007452635,27.547321428865807,82.42393873340069
Senegal,2020,2020-10-12,3569.3958418340985,2.2580686671913037,6.5694199368678055,106.54160839936597,59.33006419785593,82.68919995902759
Senegal,2021,2021-10-12,3658.9834583451,0.48593149079443365,4.655759027488992,107.11838253116288,73.39549308962495,78.01732961422638
Senegal,2022,2022-10-12,3653.9516019318507,1.7962803465417563,2.9669449849708127,103.09419753313591,34.97541351338807,86.05842413939632
Senegal,2023,2023-10-12,3631.6701067908593,1.4927355789420715,2.11224711683116,98.01068628449877,25.812416974903307,33.20996125563501
Senegal,2024,2024-10-11,3778.739203066958,4.220787061267632,3.087151328240478,74.99157879000644,41.72934630643101,42.20264397875833
Burkina Faso,2020,2020-10-12,11035.462702578323,8.041025563186752,19.656447240107234,118.08801630162569,39.15219092264206,77.84524167332589
Burkina Faso,2021,2021-10-12,11468.993859606258,6.606854520904053,21.615460394018847,101.37473385090432,20.836392534522282,73.34099544041604
Burkina Faso,2022,2022-10-12,11095.173258513989,6.073405383849316,21.00895469207475,78.58596436820264,64.66695036253577,75.19590582008215
Burkina Faso,2023,2023-10-12,11302.664138987695,6.908499911793932,20.263390177521057,61.39221228680439,41.10314112755242,30.56530846758614
Burkina Faso,2024,2024-10-11,12008.205879784045,8.112366495900112,22.18047649718908,70.97513316533929,59.46957198817775,41.27541012810071
Mali,2020,2020-10-12,10197.730596841568,13.92512323262408,21.592035091232994,64.1824010455386,41.824596756426146,48.117403204107305
Mali,2021,2021-10-12,10517.178284188341,13.304972994665071,20.521498938138585,110.92086667655111,69.70700100800114,49.71273427010706
Mali,2022,2022-10-12,10108.514720391548,13.792917198115157,20.326517681285647,112.19046528772634,52.81617949726014,86.56628621600362
Mali,2023,2023-10-12,10238.256990324047,15.129374960859309,20.245347330224075,79.26688260624636,21.647354216457202,77.5997936992281
Mali,2024,2024-10-11,10928.397295630893,16.79733165148996,19.334787040735577,109.01726383621853,56.77174334898485,70.97643087997714
Niger,2020,2020-10-12,1513.5034082603872,17.240359785204046,18.647216456176842,69.29844946738547,75.43209745579009,76.59418685863568
Niger,2021,2021-10-12,1544.1487424165796,17.013006646585747,20.58310005446921,65.60740617333323,76.07689526267266,54.24879829692879
Niger,2022,2022-10-12,1486.3775790332081,16.90887328499467,21.581717565468896,85.48637228056573,49.58212811120379,79.40756738987152
Niger,2023,2023-10-12,1530.9953237266539,18.24927522857499,20.197787559030257,75.14731175335871,44.6754112248491,36.589805577955154
Niger,2024,2024-10-11,1509.996487748327,20.41672515538481,18.28633606915524,63.055929029122325,61.22282981534125,53.16844909550015
Chad,2020,2020-10-12,11179.782603812544,23.7120107861564,13.525082642790819,92.72571650178409,42.64671747981418,63.12024459677185
Chad,2021,2021-10-12,10861.130865044448,25.46873002186675,14.246895040418586,103.44735507648525,38.13769825952343,78.81105444680418
Chad,2022,2022-10-12,11578.929492770829,28.24638826623535,14.801084403100399,80.89051346151238,43.25026795066697,63.937806302661514
Chad,2023,2023-10-12,11866.201402774132,30.208418049768,13.140798939568505,93.99565064472745,40.913801905310166,80.03688251860105
Chad,2024,2024-10-11,11815.994218597554,30.547535231563177,12.051410817812286,77.74392837347065,53.33666474029924,55.55452736197296
Cameroon,2020,2020-10-12,3642.9744981875397,15.520164097653574,8.03928613443142,63.13892931487672,75.62198547798565,48.717308238046556
Cameroon,2021,2021-10-12,3549.840306906138,18.116748141783606,9.569800044374805,63.18989408742858,32.45903747024943,78.75407658461259
Cameroon,2022,2022-10-12,3495.654148328432,19.458951899255,7.729983581598282,110.49817296706564,45.333437696688236,58.203644241758404
Cameroon,2023,2023-10-12,3688.1758100610045,19.72982225470303,6.146454775504506,90.26163339192108,47.405146377805025,57.00184405091683
Cameroon,2024,2024-10-11,3596.1843278235524,18.54977016092532,7.257941751596906,97.15036731946549,20.381130632311745,80.11753522591371
Côte d'Ivoire,2020,2020-10-12,2432.384238525714,21.469218964188627,6.133668845108232,60.50558897051127,23.579116763433248,78.52451280680219
Côte d'Ivoire,2021,2021-10-12,2335.0442280185375,23.359949506485464,7.412879604041239,78.41459463659982,64.107305995985,79.21825048442147
Côte d'Ivoire,2022,2022-10-12,2455.2556311941025,22.317770648418946,7.210032462373395,64.09464877412339,51.5192949699576,56.53942614128596
Côte d'Ivoire,2023,2023-10-12,2620.593395101662,20.408190516177054,7.330999596823415,103.93835851921499,47.837217332032466,44.285317070588704
Côte d'Ivoire,2024,2024-10-11,2697.3239787155867,23.34371709712758,5.495000107843211,71.7625669458075,49.43640994341121,65.85596371340003
Madagascar,2020,2020-10-12,10245.512735241642,1.761550571686212,7.7494844686374815,94.63520171985368,38.8496640427889,45.34069751329058
Madagascar,2021,2021-10-12,10119.768867821076,1.1746043531060721,7.267064934244942,66.96470287616955,71.21197524641991,75.56430355234181
Madagascar,2022,2022-10-12,9658.646630249,2.9809181082192513,8.579282612402386,115.32121963703429,56.77688203599725,81.1701900060688
Madagascar,2023,2023-10-12,10128.864003643961,1.1079791229633333,9.823382846746634,94.86100411835656,59.03334621133431,83.0959002767024
Madagascar,2024,2024-10-11,9636.147891513805,0.0,10.11856675458542,84.57853753545854,45.082414584892476,48.73230344677162
Malawi,2020,2020-10-12,12487.209362030037,5.138453034693834,16.526512451704765,100.42568510040508,20.811319682424536,61.669833743940835
Malawi,2021,2021-10-12,12293.861498013013,4.703707249306761,17.480122379299853,119.15317758768524,48.52100380889867,70.170852849465
Malawi,2022,2022-10-12,12076.254581864525,5.47373404554714,15.880079949732181,111.01403820320725,47.343236973146816,51.68796171952338
Malawi,2023,2023-10-12,12278.425767407796,8.038464495417378,16.98588468355219,69.16352194805857,66.08006267975972,53.57163784309811
Malawi,2024,2024-10-11,12295.02543420067,9.827510291533937,16.82460666150084,64.3483292768166,34.806162399567135,83.67726510083314
Botswana,2020,2020-10-12,9442.633577406044,23.757387041825666,11.360350201664458,61.399167906302665,58.065221867266246,64.61310355230722
Botswana,2021,2021-10-12,9019.398614013477,23.811340296197457,11.614019891674024,72.72455630310728,25.792378608460098,78.07781407425642
Botswana,2022,2022-10-12,9653.035323661325,24.04880743503867,10.149908807590984,85.27774838119917,36.74756504887003,59.430097111398155
Botswana,2023,2023-10-12,9181.708751991195,26.383625543707893,8.382322922808253,85.79183993964257,59.668383283039766,69.06880982810665
Botswana,2024,2024-10-11,9078.569822765923,26.881479112035176,8.369943371908557,67.8757680516838,42.344684239906556,37.156841584624125
Namibia,2020,2020-10-12,1387.3493994080588,6.202585921788267,16.15943413235565,77.96048224281796,32.42623755738956,71.68962531876934
Namibia,2021,2021-10-12,1327.3197054722928,5.514072984268695,16.91362526244687,86.70132713808636,50.012724863153736,88.52890186781063
Namibia,2022,2022-10-12,1330.7718559715968,6.489729613725147,18.90807229170798,101.18213700978256,50.867538716641576,49.43344221307704
Namibia,2023,2023-10-12,1433.1604167077319,5.958861769940922,17.371371534192935,115.55144259693782,39.13977586413157,65.33330530618062
Namibia,2024,2024-10-11,1481.8412543778452,5.2633964698743085,17.064991201994143,69.3290462112437,73.0727279078893,65.07169515841477
Mauritius,2020,2020-10-12,13118.40265860248,7.359035186981748,20.29437982481499,92.96550000439885,53.34664122237544,42.01978192952429
Mauritius,2021,2021-10-12,12541.050318278742,9.219525142614824,20.398587460180284,78.79519322978676,23.165577551302054,36.27572695679298
Mauritius,2022,2022-10-12,12604.572451248387,9.638690302332723,19.908476460994578,93.99065168729804,68.84363941597793,70.62766824290073
Mauritius,2023,2023-10-12,13395.04197303867,10.717742935510717,18.32861475650103,68.99680834468074,43.43100691754391,47.03366015857154
Mauritius,2024,2024-10-11,13861.079862493094,11.846903203514099,18.17899638092581,98.61811652699774,74.66996294774296,59.502859189619286
Seychelles,2020,2020-10-12,5328.708683534074,13.006162207065284,10.321305080244128,111.77438642249983,60.69652939822282,73.13389462084119
Seychelles,2021,2021-10-12,5658.407283086835,15.583354547452707,10.959036597120017,83.15727704318373,28.848639279829783,30.41524088443861
Seychelles,2022,2022-10-12,5852.0957890039645,15.572432533190623,9.27775408461429,76.71977889894367,48.12406440573656,77.01547418266082
Seychelles,2023,2023-10-12,5798.976767458334,16.853618893449,7.450464898058143,117.74278829149691,78.30103342008962,61.6991721207074
Seychelles,2024,2024-10-11,6004.734665933616,18.67646387947304,9.331988177194468,92.67720550084981,65.3212629863034,41.54187232982375
Eswatini,2020,2020-10-12,2798.64370281312,19.06043763649213,28.3828990940799,112.77218572487382,68.00274035869292,78.10024199044064
Eswatini,2021,2021-10-12,2697.4598941783097,20.859159643883284,29.456098540806504,67.92937715268565,48.28932527112349,35.872558005677156
Eswatini,2022,2022-10-12,2701.810350104898,22.064189007840135,28.32928932629429,67.931131214313,58.29747456596561,79.60511141331139
Eswatini,2023,2023-10-12,2620.916797070635,24.585423517503994,29.277398749102055,100.68269914712226,27.25793712338311,85.78461532065523
Eswatini,2024,2024-10-11,2651.1904406244344,25.263440080784985,29.327930230905846,91.86413196686621,69.37204230200787,35.92851970077708
Lesotho,2020,2020-10-12,7706.997189912962,16.665991633576724,6.834635397736962,75.44227031191305,25.172098514917522,72.32506128735471
Lesotho,2021,2021-10-12,7470.27034707027,18.61078119827286,8.39332689644997,74.46649007961122,35.61985632328509,37.38633525857059
Lesotho,2022,2022-10-12,7622.0223106395015,21.431842220902663,7.368240284496762,69.58924392420187,56.368265916472,81.39187941871934
Lesotho,2023,2023-10-12,8103.215080602649,21.158964960180263,8.515481664015578,95.54012359167112,63.97419839763842,70.61181678561096
Lesotho,2024,2024-10-11,7832.538741667591,20.946454040005413,9.567901145150636,105.59471514098435,27.325084122873147,57.72497046969228
