event_name,year,location,site_id,latitude,longitude,landslide_type,volume_m3,area_m2,max_depth_m,slope_angle_deg,clay_content_pct,liquid_limit_pct,plasticity_index,preconsolidation_stress_kPa,rainfall_intensity_mm_h,rainfall_duration_h,triggering_factor,fatalities,economic_loss_usd,data_source,reference
Oso Landslide,2014,"Washington, USA",2014_007,35.40621820974854,-62.060548342886676,Translational,5139366.696294769,320729.62855908484,19.936422625016167,39.160130502219104,25.594729427091952,18.111721853471913,18.61203361186423,210.8855136476284,11.39887822704469,5.967962771567494,Heavy Rain,6,297710.68288329715,Published Case Studies,Landslide Database - Oso Landslide
Oso Landslide,2014,"Washington, USA",2014_008,46.80725223792119,172.5428612145315,Debris Flow,6213010.017729148,603445.0739211729,4.935637164853892,33.74920361265531,43.56179872884054,59.187260260275956,39.17322895333527,62.883475750156535,14.256732905377316,2.082604335984974,Heavy Rain,6,113411870.1302187,Published Case Studies,Landslide Database - Oso Landslide
Diezma Landslide,2001,Spain,2001_001,68.7639134714195,-130.57526824305137,Translational,2536752.6503762864,183449.11522933358,12.710088568541098,38.94882175396259,40.80868303612672,25.88340882960401,14.84782709704632,114.89955851270568,0.2581915186360073,58.83269575849209,Earthquake,6,6986194.7258392945,Published Case Studies,Landslide Database - Diezma Landslide
Diezma Landslide,2001,Spain,2001_002,35.38139758821004,82.35581415988634,Debris Flow,4029071.309611056,179105.33345862848,19.499719524320923,36.41974027685412,31.761532081849868,64.87082746249737,24.862720209940626,109.83819879185819,5.797194298784129,11.371066096832884,Snowmelt,3,25703.083266467023,Published Case Studies,Landslide Database - Diezma Landslide
Diezma Landslide,2001,Spain,2001_003,56.688693913899755,-128.5500782073995,Translational,3789006.5180669315,139303.28291947962,8.8103672616276,39.26225425034353,38.25427252657251,25.196965146662606,43.94546626763626,32.627834386520654,2.8110015738928773,6.88721227009181,Earthquake,4,146464.70840628436,Published Case Studies,Landslide Database - Diezma Landslide
Diezma Landslide,2001,Spain,2001_004,20.59313804255122,66.90544277623198,Rock Fall,1911006.9308380152,104092.97192720453,16.070393463522283,37.6895843721466,48.86393989575027,27.549590855284958,40.76915857287143,173.74252551519137,3.1267180399948313,31.542058253451884,Snowmelt,2,455432.4687433403,Published Case Studies,Landslide Database - Diezma Landslide
Sarno Landslides,1998,Italy,1998_001,24.676822553460813,-143.56096031768539,Debris Flow,1500723.5124918341,69643.50657586845,12.242034499751831,24.413190175464457,36.975391069606445,55.211638774410204,14.942055055295512,27.896270515623215,22.267392396456682,26.273340539278124,Snowmelt,2,234306.7263316566,Published Case Studies,Landslide Database - Sarno Landslides
Sarno Landslides,1998,Italy,1998_002,28.250712136908145,146.10696818745868,Debris Flow,2289569.5473934384,153901.12738852107,2.612730318399328,48.7545707380526,44.183395557786746,47.03675473266594,30.09237182845988,49.63295861708051,2.285082828645254,0.6941577970655668,Snowmelt,3,10637991.60243939,Published Case Studies,Landslide Database - Sarno Landslides
Sarno Landslides,1998,Italy,1998_003,46.27861356769237,-37.05353230631823,Translational,2170165.1526458752,118426.45118858088,5.925789220722047,23.688851772108606,55.53072778506417,59.813304264149345,12.431911486749206,46.02914682142545,27.527595676470572,12.810315588440112,Earthquake,6,1305604.2011896053,Published Case Studies,Landslide Database - Sarno Landslides
Sarno Landslides,1998,Italy,1998_004,27.41193160937046,104.45620911305008,Rock Fall,4282023.208468456,47494.59786745337,6.8973085265377945,29.34589181273957,34.28716963824383,40.963235450410274,33.76466075158456,40.35591743013913,32.771815697086645,4.674567717602511,Snowmelt,2,128375.24967220092,Published Case Studies,Landslide Database - Sarno Landslides
Hong Kong Landslides,1972,Hong Kong,1972_001,38.69133805692127,-112.80361524785293,Rotational,842376.1679148687,1219611.570696955,5.119685074553891,41.612968714650826,55.30044699013114,79.65733223772723,42.2049278968706,149.87559835321787,0.2277051258197044,10.421950456825396,Human Activity,4,757282.1933222217,Published Case Studies,Landslide Database - Hong Kong Landslides
Hong Kong Landslides,1972,Hong Kong,1972_002,49.64355889062273,-88.33231640283631,Translational,1015440.86785854,143491.7793608742,10.75588888265314,45.46900375833342,24.73242392964096,57.85942609616217,30.99677339568312,7.359898963133785,5.261076598482012,74.7983316896925,Heavy Rain,5,371880.98709461384,Published Case Studies,Landslide Database - Hong Kong Landslides
Hong Kong Landslides,1972,Hong Kong,1972_003,68.66205025325209,-127.59987078715395,Translational,429013.1035589998,144021.63126355127,8.977763396164494,38.45540334698361,11.974924940779115,39.072541314004816,33.449167526349356,23.606875826538513,12.789936264200263,0.3623677027820131,Earthquake,3,8198630.130063539,Published Case Studies,Landslide Database - Hong Kong Landslides
Hong Kong Landslides,1972,Hong Kong,1972_004,65.04368292425445,64.27472404561419,Translational,1225083.464041555,94718.19805953304,7.85753767566429,39.64657831185847,61.38905451162949,71.88400939271888,21.811161732459507,88.37436220060175,3.074636248649607,6.2431211519028,Human Activity,5,2298781.1703611114,Published Case Studies,Landslide Database - Hong Kong Landslides
Hong Kong Landslides,1972,Hong Kong,1972_005,29.03635724594212,117.76660110056423,Rock Fall,1120419.814654154,152559.16177556917,14.062032819450001,50.25764319793953,60.872164199612065,27.43097853426375,29.306312949166532,178.07865087608536,2.9901049299885085,40.89812620718497,Earthquake,8,33231153.271250956,Published Case Studies,Landslide Database - Hong Kong Landslides
Hong Kong Landslides,1972,Hong Kong,1972_006,29.988024292583308,161.18222665057914,Rock Fall,1899265.4525323913,197603.66355483368,2.5161797805741846,40.51477316557265,51.4338617371655,72.91920832565727,16.416830251885727,291.1299825603108,19.16045468133994,0.0647470089302028,Earthquake,6,134639.55532234488,Published Case Studies,Landslide Database - Hong Kong Landslides
Hong Kong Landslides,1972,Hong Kong,1972_007,52.51968238545143,8.734152067848186,Debris Flow,1345765.413005801,71839.39469574929,2.586822931537383,18.811780315140822,18.273636204022235,81.12543783487988,35.86814959327735,21.14313485506129,6.7877519699466005,20.67134145800499,Snowmelt,5,1431859.3442252579,Published Case Studies,Landslide Database - Hong Kong Landslides
Hong Kong Landslides,1972,Hong Kong,1972_008,34.85944030535255,-67.16372210265862,Translational,509498.6696548358,94821.17786803126,14.488855894654593,43.220053921696824,26.544692871228865,55.08309763880923,14.495833243813422,205.4588123260243,33.870420830595336,0.5874314876368565,Earthquake,5,199008.90177366242,Published Case Studies,Landslide Database - Hong Kong Landslides
Hong Kong Landslides,1972,Hong Kong,1972_009,27.88773897471986,-173.93575333777153,Debris Flow,2385356.1829925394,557541.6197075834,2.047573536442455,20.338758868924486,25.34204668116888,46.1373526974729,22.823575486408537,12.92398304030504,27.833816953528164,31.092157252312337,Human Activity,1,40829461.08927733,Published Case Studies,Landslide Database - Hong Kong Landslides
