event_name,magnitude,year,location,site_id,latitude,longitude,distance_to_fault_km,ground_acceleration_g,liquefaction_occurred,sand_content_pct,fines_content_pct,relative_density_pct,groundwater_depth_m,SPT_N60,max_settlement_mm,lateral_spread_m,sand_boil_density_per_m2,data_source,reference
1989 Loma Prieta Earthquake,6.9,1989,"California, USA",1989_003,23.550172844545717,111.13583384379035,29.066598481471296,0.27411384248369736,True,84.45026010518096,15.934771755857957,25.227424743070095,1.8011739827315607,22,46.59639045509324,1.341132180769621,5,Published Case Studies,Liquefaction Database - 1989 Loma Prieta Earthquake
1989 Loma Prieta Earthquake,6.9,1989,"California, USA",1989_004,22.685714720887322,-91.2432656045645,8.47682454381649,0.18112611942419313,False,78.27058189460435,17.177257169193858,38.11117603466836,1.0622177814427587,14,55.11900752290485,11.480718258868407,7,Published Case Studies,Liquefaction Database - 1989 Loma Prieta Earthquake
1989 Loma Prieta Earthquake,6.9,1989,"California, USA",1989_005,50.61280047385988,-121.97445071619697,3.0738243041135593,0.16826763959495092,True,92.1812393776213,12.875060859392985,65.46953618628552,1.1369058769885776,10,8.080993314383019,35.268571109312525,5,Published Case Studies,Liquefaction Database - 1989 Loma Prieta Earthquake
1989 Loma Prieta Earthquake,6.9,1989,"California, USA",1989_006,68.21454088042006,-82.36870358790362,4.114742016943743,0.6430375835592692,True,86.24594622305264,-8.198341009274749,89.0454112176982,1.6385753290776885,17,13.687415626095198,21.40895023714258,6,Published Case Studies,Liquefaction Database - 1989 Loma Prieta Earthquake
1989 Loma Prieta Earthquake,6.9,1989,"California, USA",1989_007,48.7724887469186,159.3509238939207,3.053306141575643,0.4632803162111439,True,86.62625352165948,5.453190418274108,57.78543473851422,3.67578610033408,15,30.66573128014598,0.0,5,Published Case Studies,Liquefaction Database - 1989 Loma Prieta Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_001,44.94877640332916,45.28657895939307,5.207854318651191,2.2349043672648006,True,86.12758305662152,18.599692988771316,67.70680433286412,2.6966857531871877,22,14.291148198391435,0.0,8,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_002,49.15278430658071,-105.60544053973517,13.275101688368446,0.3384218251731327,True,87.19030952297653,28.03153764771338,11.25449827659451,3.6008018525231185,12,82.30828661807563,14.173426676337236,3,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_003,52.70858784189153,14.281910146618259,3.2971599010061663,0.34898538083436376,True,74.73710962848239,9.41918730048062,64.96706470900435,1.3735306360646304,14,36.57304540900907,33.53933691905865,9,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_004,59.541916665612845,133.59202944221312,17.994664081245393,1.0598350384247697,False,75.78835675994127,-0.9601007844515692,89.76418992434212,2.390326611300442,13,32.56971470609886,0.0,6,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_005,62.17333000692185,64.01259701675252,4.096979934390864,0.4495122721261397,True,78.74458559977292,20.099710088380682,57.03863894850916,2.8808638667554534,13,35.40592854634366,18.069440496904804,6,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_006,36.19038609011652,173.5587728847887,17.106753578449588,0.18900087225586837,True,88.90500008883211,7.146145138446096,92.16872232543687,1.8475299981538977,15,32.94276200649852,0.0,3,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_007,68.93600063786867,-144.29028264950585,5.292545498901515,0.2219128534857165,True,81.54791645577858,16.94278346073449,57.55869944473148,-0.29433900834729254,12,139.22155609607063,0.0,3,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_008,64.12686705247742,-46.81164033894106,9.399392408242582,0.40296011883435706,True,81.3805971135714,18.242248560926804,57.264310268910776,3.279625385202952,12,88.7135839381195,0.0,2,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_009,50.60494427894953,44.81576159433601,65.71888065569922,0.2940893572311279,False,79.43099695537956,5.614679391772047,27.817154633303247,4.235948793560804,9,76.96877114964809,3.5849804852884097,3,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_010,49.57042522589016,75.81769080226411,1.132350352349657,0.22272300337351514,False,78.91719043825722,32.13022832178541,87.76836953211476,2.551287674214188,14,35.33758376235084,32.42695470500373,2,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_011,23.37063700496676,-32.05025572389718,9.328802149754718,0.23650825115833457,False,102.198676381781,34.12967165432663,79.5627077963725,0.4902718763621494,12,68.10181910791056,1.7324061708955043,6,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_012,24.659886627518095,-145.70763964745905,29.06304642399211,0.25698922615060665,True,86.62902635314259,29.56529097040586,54.48249633927762,3.571651805661605,18,37.371941691492594,0.0,6,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
1995 Kobe Earthquake,6.9,1995,Japan,1995_013,46.99311448544424,-16.53675656069555,5.351727712641902,0.2539830542737098,True,93.43588080299645,6.876448766764103,85.80945375830373,1.0354413969433098,14,0.0,0.0,3,Published Case Studies,Liquefaction Database - 1995 Kobe Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_001,20.78712121342862,-101.3570768251065,2.0704844215944567,1.0410633038567785,True,79.17076772384222,4.577878083437108,75.87325405644086,1.873284547022187,14,19.297765234899813,1.101654821895865,4,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_002,33.30029776348252,42.751125335088375,4.542588347486027,0.18950730366429608,True,82.00255785196543,2.147291873406763,66.15404117487213,1.3672864709300274,18,0.0,11.214319842825095,7,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_003,39.32415199922782,-155.03670419870176,5.761934034995589,0.09192216289802409,True,79.3974412327632,23.058160057944512,52.78712682802032,1.5574873840323034,14,0.0,32.53622596468878,10,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_004,21.733289362611156,-86.30205932024583,11.654923397109144,0.46721826211448636,True,76.3499008825074,12.859466308957678,76.77589152617116,2.9384430504687127,17,7.315060077466278,68.95421623679113,0,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_005,38.31797311024499,95.68991538272127,6.6556740837715065,0.07573912236972673,True,75.28882971701192,25.492544602179052,29.41916602569261,0.9298375687785165,17,0.0,2.267921374084928,7,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_006,22.592367411478524,108.54875031220189,28.763046067187297,0.815575160326374,True,85.67526805007455,27.52794881351366,55.82146004841937,2.46686874356821,20,0.0,1.4523008727131752,4,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_007,29.639009945353,80.2261466783915,7.3264573279757785,1.2091045629987058,True,97.33432003650552,21.09481362996847,42.04340740936209,2.749327619595703,11,6.35174178216757,4.223785192339101,5,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_008,62.65285343408664,-112.00913707231788,10.027088596415627,0.5068279116049301,False,89.53374382849529,17.547748338051267,71.03414189715632,0.6630805238928688,19,21.93721996909737,0.0,7,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_009,54.88675661616924,36.698297408801665,11.401943556329996,0.12226309361361652,True,92.22117385282053,8.012102896131807,32.262951198362984,0.338832864120703,21,19.877357900883734,10.737451404153353,5,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_010,56.2536209159877,51.7616491812351,10.676841914700903,0.2043915445449352,True,88.57090336908513,17.106318727193024,62.65608955781206,2.4842416380532155,17,7.06733189966435,23.468724825059354,4,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_011,41.25877263735681,-96.19414556910742,7.5925702569241205,0.22079513701913978,True,83.22057748272566,8.196676803504488,62.41161848093595,2.8585484120811664,9,0.0,1.7368024579737875,3,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_012,63.888203491401754,2.250241379868129,16.347689006800035,1.4698321756206985,True,76.01400353328705,20.5237572251591,80.06547338084373,2.313441203763685,14,60.83296259559564,9.501307303728492,6,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_013,29.79159078116968,176.626006719852,3.1666853463452287,0.25804031269377603,True,100.87017943126199,5.330637892531545,69.65396433646303,2.2532121989602216,18,0.0,12.36981525377308,2,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2011 Tohoku Earthquake,9.0,2011,Japan,2011_014,34.20113441521712,126.2696176316773,8.843980757802038,0.37381968668679055,True,103.67169149416286,4.7508988062322,49.22258309633986,0.47599463415725185,16,26.328318270695206,16.39573761084784,8,Published Case Studies,Liquefaction Database - 2011 Tohoku Earthquake
2010 Canterbury Earthquake,7.1,2010,New Zealand,2010_001,47.455830763816834,-135.01857205604253,9.580887507435806,0.3278937543072026,False,84.64995121002845,14.699208676936257,36.79741837512289,2.183629372209273,15,86.8778118362867,0.0,5,Published Case Studies,Liquefaction Database - 2010 Canterbury Earthquake
2010 Canterbury Earthquake,7.1,2010,New Zealand,2010_002,64.5096709366455,-101.89465131448668,33.15323660279598,0.8830271869304818,False,76.01883542362575,21.160284742092607,76.38456322836261,1.7999543393857167,16,48.86062207502276,0.0,7,Published Case Studies,Liquefaction Database - 2010 Canterbury Earthquake
2010 Canterbury Earthquake,7.1,2010,New Zealand,2010_003,68.7984590658715,112.17710019261062,2.2127939125253366,0.4250174890357459,True,87.48841779194727,16.147936600185634,51.70755013162598,0.42426523985631026,20,0.0,0.0,5,Published Case Studies,Liquefaction Database - 2010 Canterbury Earthquake
2010 Canterbury Earthquake,7.1,2010,New Zealand,2010_004,25.46015262509913,-84.78081326051867,5.376796631003301,0.38641608132124344,True,86.38685337426666,15.371742251858157,60.641735376449525,1.9862602763695818,14,0.0,0.0,4,Published Case Studies,Liquefaction Database - 2010 Canterbury Earthquake
2010 Canterbury Earthquake,7.1,2010,New Zealand,2010_005,37.687031070916944,-164.8969512937432,16.16628601899105,1.141471391915789,True,67.18842388394846,3.769941026757298,65.21673666662463,1.305838467136736,12,17.598879596184645,0.0,5,Published Case Studies,Liquefaction Database - 2010 Canterbury Earthquake
2010 Canterbury Earthquake,7.1,2010,New Zealand,2010_006,40.08222721804238,-173.6617435405668,23.701492987965946,1.2106117696773586,True,96.06475115716313,13.30905572006806,83.69358508252195,0.5192138883483775,12,52.7244410720141,8.282237392197471,7,Published Case Studies,Liquefaction Database - 2010 Canterbury Earthquake
2010 Canterbury Earthquake,7.1,2010,New Zealand,2010_007,64.82335050194007,-46.504019531225765,1.6992580588025552,0.21444857658271563,True,89.9433426619763,9.959320302114557,68.14222953298807,-0.5960629119225076,16,123.17493182320709,21.070077504158476,5,Published Case Studies,Liquefaction Database - 2010 Canterbury Earthquake
2010 Canterbury Earthquake,7.1,2010,New Zealand,2010_008,35.78486097157595,-167.6752170754524,3.4665039820430796,0.2735645467456995,True,83.77583190563038,7.0171401820814605,42.119398773529134,3.0915990427629394,14,35.4334428533744,7.675596586921042,5,Published Case Studies,Liquefaction Database - 2010 Canterbury Earthquake
2010 Canterbury Earthquake,7.1,2010,New Zealand,2010_009,59.07738465478952,-164.84468088764098,34.38875239362286,0.3593289023904481,True,70.84510077029269,16.817529911242552,64.90207124437208,0.8707444314910175,15,11.34406104769658,0.0,8,Published Case Studies,Liquefaction Database - 2010 Canterbury Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_001,64.28627293096235,135.60442566463735,19.57910344516926,0.20132042231431074,False,93.06886482306642,16.13100408206138,60.53783384314685,2.5990041040186136,10,0.0,33.33884808773291,4,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_002,61.87729776549314,-135.98709485276055,7.676836598462888,0.22253768339368096,False,88.62300289873566,9.762728151730434,58.47355619191589,1.3875354872530838,16,74.44932165091844,1.0461278268796217,3,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_003,24.40646009029792,79.54208387771786,8.278100317501234,0.7316997201425885,False,97.28309950350167,-9.904839494235308,46.30395310230031,1.0901029375717277,10,1.7190497024392042,79.62746799596675,8,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_004,59.19448936984753,-18.514871660879095,6.825260081840456,0.530574954380564,True,87.53656940508306,23.607544451838347,85.0402999736805,3.6149434944912615,13,33.245172416511984,0.0,6,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_005,31.970386903958463,-74.39277896205952,10.182326703269652,0.2388218854722822,True,71.02085739745897,20.578127494732698,73.22515258135596,1.5959106382058157,20,0.0,9.962313367160165,0,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_006,62.99750899421412,-161.89510751918476,4.040734775318729,0.1971900265649328,False,97.80727021930333,5.700322450841556,41.29146950528353,1.8420788665858985,15,99.37213869801573,0.0,8,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_007,47.75784003506702,78.73055198482723,11.008549416453864,0.4710944830042253,True,73.38395027725714,0.975924219340742,84.1028273896084,2.9432186170137147,18,23.279037383494686,0.0,3,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_008,59.45212455820333,124.51994494170816,5.373953585339712,0.8146456642859295,False,95.09392469340641,4.669941879962241,95.2968240507953,0.6976031005190595,13,0.6360516797429618,6.980905983718262,5,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_009,26.34191810865106,129.53931903344517,3.230447107007988,0.27180907779453206,True,78.37588362158054,22.020674974414767,56.62567197197032,1.6214392385706118,15,5.744601530965981,1.6536374427891838,6,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_010,61.436268064144976,-159.89671845978108,6.380712930440043,0.1433439549471634,True,85.43668220006506,31.234034915877714,24.09492944688627,1.1595882686465724,17,0.0,0.0,5,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
1999 Chi-Chi Earthquake,7.6,1999,Taiwan,1999_011,59.6817197440845,5.587637831144406,5.608945369533787,0.12891758998252542,False,73.03449734213666,31.882290545566164,53.50703527322359,2.019584466956967,11,0.0,0.0,6,Published Case Studies,Liquefaction Database - 1999 Chi-Chi Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_001,53.852432696846016,-0.1690344824565102,8.887318179505238,0.36482267851031597,True,90.59522718182943,9.511207739199946,56.94208602149102,1.8858937358964116,16,50.405500732357226,0.0,2,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_002,43.627810930588595,91.75220330473411,25.177429249505497,0.26640099128321004,False,78.17830831664989,3.2334373395186518,26.454832945643567,1.7375360578530017,14,14.425117732904843,5.471830721500707,4,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_003,31.4543341323997,-19.815463284203645,34.071826951181684,0.7828245721845001,True,85.51218522292966,30.929623193178408,105.22265821254157,2.891472343968576,11,37.75242186795296,49.43335194126493,5,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_004,44.81220909378766,-19.834624446179845,15.157703350029166,1.0501758523295648,True,83.48616000608332,22.56776766567538,91.35298067487052,1.394686272000842,25,45.91724499156086,27.56192235889536,3,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_005,58.40627188104933,12.53921214042407,3.347656233209198,0.3018246833038918,True,84.13772008777052,3.274214092245998,57.52915112744668,1.507794322271935,14,37.60431101725526,24.7411195069653,4,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_006,42.16776198257328,127.19156846844874,23.81887636364675,0.14534018221119352,True,78.45523314360216,18.022512291347972,63.562841788933206,2.5576299314479023,19,99.8067718041153,48.555316955415876,6,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_007,63.70213385295128,-175.04722204876245,1.445425786034609,0.10324464289890575,False,90.86306628972844,21.078941048947613,77.90395617757775,1.7407243986282415,9,65.81768065967702,0.0,4,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_008,65.39719693507665,9.407854796953103,13.50191177889514,0.1479191029702734,True,72.05439197794456,5.051210279991405,54.565387301068085,2.941821075280233,15,0.0,0.0,5,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_009,31.67049365523289,10.753887012856751,4.838452092008859,0.7163484535336775,True,95.06520514196325,10.760718423204963,89.18378524713546,2.8117136824379396,18,1.273601477463266,0.0,9,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_010,32.760534025128905,6.556789664728882,9.003253693585352,0.6792829895503396,True,104.17580397440827,12.976015181113471,62.54099048506043,2.7263574878245502,16,0.0,4.759063716982974,6,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_011,63.35593418042173,-101.31627229625258,2.135391656792442,0.17252345625112148,True,89.03300977748823,4.723459237581329,25.747500265326543,1.4878738897612491,21,0.0,1.9933000849834923,8,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_012,29.42405467612663,-4.59359989753159,2.9906033575689013,0.7893354648755623,True,85.74441041077512,19.096641597716015,8.897090515420068,0.7886945185794307,9,36.419172644918696,8.150248792177086,6,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2010 Haiti Earthquake,7.0,2010,Haiti,2010_013,21.667331110193025,-2.0792290606772212,3.4892545332194906,0.6548233055347176,True,82.02667766053494,22.029962456924373,64.16730968345455,3.271514612619514,13,0.0,2.685528431224424,6,Published Case Studies,Liquefaction Database - 2010 Haiti Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_001,56.81197630729823,-71.2359274998704,9.683863887892004,0.9252336144548947,True,92.25695687214274,13.27361238790668,77.73245033853269,1.5655825187811292,13,38.673457187128555,0.0,7,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_002,60.73296839851031,74.04358635570054,1.1624779015258138,0.11171523805045211,False,96.53384270649607,18.731024561875607,77.06790301549668,1.1747531060668739,15,0.0,14.841363661762415,6,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_003,36.52119337097257,-17.25268862187056,10.11054838744082,0.518720732263247,True,88.58478770216699,27.534372529045207,59.87142120804148,1.5684337866044047,15,0.0,42.94783881000019,4,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_004,62.08444918870172,-109.24331832488829,15.029390037156835,0.6011521928909084,True,116.13367892723043,18.566393679470334,57.00297899481586,2.519679158476897,19,69.93318491992419,17.15417435093031,7,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_005,29.21484535626757,-0.0762916401662892,15.176826090127399,0.5598779834531075,True,90.97496599972482,29.207540674823875,49.651821045277465,1.3384161153263947,24,0.0,20.29557355461658,7,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_006,26.439475958726387,-172.1581249790445,11.08145606510202,0.11397135777239457,True,81.67256255410027,15.555267764025489,70.25393699594156,0.572753103682722,16,0.0,14.60135079163563,6,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_007,49.28120055341974,-145.3203077201249,26.591301351431458,0.12342481498377156,True,83.26069260855596,17.42877494270786,55.436036314481875,0.17213950102191333,14,0.0,0.0,7,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_008,21.158989756732907,-81.63858722673793,8.928114473340134,0.5676774358879092,True,76.5206025796647,5.526205788491065,63.98097926856563,1.3401897042823423,12,53.529998717636964,56.43812246475381,3,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_009,52.649976784007364,11.377742218607835,10.416677870641365,0.3194913367341432,True,91.36146055771336,23.894116776067115,62.723822313944524,0.9711995525210568,28,46.88144582974271,28.2339591906692,8,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_010,55.66939168868943,-32.10860652944521,0.6164140653755261,0.09469545442989162,True,82.82079071029693,10.584897126709352,79.0556059291455,2.2595357077518767,14,94.95347147194653,6.034654642909064,2,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_011,28.879244925906278,-89.53299306172023,2.7032016298889423,0.5617410867908287,True,91.1488807338016,8.83301146328162,69.00562130452322,1.7471053271389365,24,147.095220711756,0.0,3,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_012,22.384023899783365,-145.12275858676222,23.061024200194947,0.4692034757005578,True,86.89872793678366,-4.897505482792738,30.38873539733548,1.306476504871683,16,42.596868926196485,8.123808744722952,4,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
2016 Kumamoto Earthquake,7.0,2016,Japan,2016_013,52.333184459234246,-5.76687595492632,11.082349502805553,0.2293727976501149,True,98.90725102833625,14.84707197997059,85.62734379792505,2.5786693640226597,21,22.553962833012438,1.2541585999236013,1,Published Case Studies,Liquefaction Database - 2016 Kumamoto Earthquake
