event_id,magnitude,depth_km,latitude,longitude,time,place,tsunami,felt,cdi,mmi,alert,status,type,datetime
us7000lhv7,5.1,61.048,-3.6376,140.6335,1702183789168,"115 km S of Abepura, Indonesia",0,,,,,reviewed,earthquake,2023-12-10 04:49:49.168
us7000lhut,5.1,10.0,56.6021,-34.4838,1702176415092,Reykjanes Ridge,0,,,,,reviewed,earthquake,2023-12-10 02:46:55.092
us7000lhui,5.2,11.357,56.6463,-34.2904,1702171883666,Reykjanes Ridge,0,,,,,reviewed,earthquake,2023-12-10 01:31:23.666
us7000lhtz,5.0,10.0,57.0411,-34.3541,1702165695263,Reykjanes Ridge,0,,,,,reviewed,earthquake,2023-12-09 23:48:15.263
us7000lhsr,5.0,54.695,1.8063,126.3784,1702151087805,"144 km ENE of Bitung, Indonesia",0,,,,,reviewed,earthquake,2023-12-09 19:44:47.805
us7000lhse,5.1,10.0,56.7049,-34.2966,1702146876251,Reykjanes Ridge,0,,,,,reviewed,earthquake,2023-12-09 18:34:36.251
us7000lhry,5.0,10.0,56.5798,-34.334,1702141690970,Reykjanes Ridge,0,,,,,reviewed,earthquake,2023-12-09 17:08:10.970
pr2023343002,5.7,7.0,18.8785,-64.3833,1702132042410,"74 km NE of Cruz Bay, U.S. Virgin Islands",0,172.0,5.3,,,reviewed,earthquake,2023-12-09 14:27:22.410
us7000lhqt,5.2,10.0,56.5996,-34.3505,1702126719548,Reykjanes Ridge,0,,,,,reviewed,earthquake,2023-12-09 12:58:39.548
us7000lhqe,5.2,10.0,56.616,-34.4088,1702119377633,Reykjanes Ridge,0,,,,,reviewed,earthquake,2023-12-09 10:56:17.633
us7000lhq3,5.2,10.0,56.6283,-34.2992,1702114782152,Reykjanes Ridge,0,,,,,reviewed,earthquake,2023-12-09 09:39:42.152
us7000lhpk,5.0,10.0,56.5364,-34.3471,1702109060506,Reykjanes Ridge,0,,,,,reviewed,earthquake,2023-12-09 08:04:20.506
us7000lhnw,5.2,10.515,-45.7602,-75.8158,1702097384615,"236 km W of Puerto Chacabuco, Chile",0,,,,,reviewed,earthquake,2023-12-09 04:49:44.615
us7000lhkc,5.2,15.348,-20.4346,168.8423,1702062214227,"109 km SSW of Isangel, Vanuatu",0,,,,,reviewed,earthquake,2023-12-08 19:03:34.227
us7000lhjb,5.2,10.0,-20.9949,169.1639,1702052369704,"146 km ENE of Tadine, New Caledonia",0,,,,,reviewed,earthquake,2023-12-08 16:19:29.704
us7000lhhy,5.5,10.0,-6.522,153.2543,1702049247140,"247 km W of Panguna, Papua New Guinea",0,,,3.173,green,reviewed,earthquake,2023-12-08 15:27:27.140
us7000lhac,5.2,49.291,8.7897,126.8612,1702031559480,"61 km E of Aras-asan, Philippines",0,2.0,1.0,,,reviewed,earthquake,2023-12-08 10:32:39.480
us7000lha7,5.1,10.0,-20.2785,-173.2338,1702029534198,"127 km ESE of Fangale’ounga, Tonga",0,,,,,reviewed,earthquake,2023-12-08 09:58:54.198
us7000lh9a,5.6,48.536,-20.3756,169.4438,1702019996760,"93 km S of Isangel, Vanuatu",0,,,3.751,green,reviewed,earthquake,2023-12-08 07:19:56.760
us7000lh96,5.2,49.404,-59.6528,-26.2132,1702018795908,South Sandwich Islands region,0,,,,,reviewed,earthquake,2023-12-08 06:59:55.908
us7000lh93,5.0,12.689,8.7458,127.2197,1702018363260,"101 km E of Aras-asan, Philippines",0,,,,,reviewed,earthquake,2023-12-08 06:52:43.260
us7000lh80,5.1,15.331,9.5093,126.4941,1702005949736,"41 km NE of Cortes, Philippines",0,2.0,2.0,,,reviewed,earthquake,2023-12-08 03:25:49.736
us7000lh7w,5.4,10.0,-20.3291,-173.6241,1702004021956,"95 km SE of Pangai, Tonga",0,,,3.366,green,reviewed,earthquake,2023-12-08 02:53:41.956
us7000lh7t,5.0,24.727,-22.9326,-175.9405,1702003496051,"203 km SSW of ‘Ohonua, Tonga",0,,,,,reviewed,earthquake,2023-12-08 02:44:56.051
us7000lh76,5.8,11.0,-8.394,157.17,1701996061724,"48 km SE of Gizo, Solomon Islands",0,3.0,9.1,6.164,green,reviewed,earthquake,2023-12-08 00:41:01.724
us7000lh50,5.7,54.0,18.2702,-98.7384,1701979418568,"12 km SSW of Huehuetlan el Chico, Mexico",0,205.0,6.6,4.956,green,reviewed,earthquake,2023-12-07 20:03:38.568
us7000lh4u,5.2,32.871,-31.294,-178.1385,1701976338609,Kermadec Islands region,0,,,,,reviewed,earthquake,2023-12-07 19:12:18.609
us7000lgxu,5.0,10.0,34.8398,119.9328,1701961306079,"70 km SE of Taoluo, China",0,,,,,reviewed,earthquake,2023-12-07 15:01:46.079
us7000lgxl,5.1,10.0,12.2214,47.4657,1701960542224,"141 km NW of Las Khorey, Somalia",0,,,,,reviewed,earthquake,2023-12-07 14:49:02.224
us7000lgwp,7.1,48.0,-20.6152,169.3089,1701953790184,"118 km S of Isangel, Vanuatu",1,17.0,7.2,5.906,green,reviewed,earthquake,2023-12-07 12:56:30.184
us7000lguu,5.2,44.584,8.8293,126.7893,1701931129459,"52 km E of Aras-asan, Philippines",0,1.0,2.0,,,reviewed,earthquake,2023-12-07 06:38:49.459
us7000lgui,5.1,49.809,8.7042,126.6965,1701924346856,"45 km ESE of Marihatag, Philippines",0,,,,,reviewed,earthquake,2023-12-07 04:45:46.856
us7000lgud,5.4,39.269,41.1658,49.7285,1701922539620,"44 km NNE of Şuraabad, Azerbaijan",0,79.0,4.4,4.418,green,reviewed,earthquake,2023-12-07 04:15:39.620
us7000lgt7,5.0,10.0,-1.1405,126.8473,1701914960569,"90 km SW of Labuha, Indonesia",0,,,,,reviewed,earthquake,2023-12-07 02:09:20.569
us7000lgss,5.7,10.0,-35.1496,-104.4933,1701911863363,southeast of Easter Island,0,,,0.0,green,reviewed,earthquake,2023-12-07 01:17:43.363
us7000lgsj,5.4,16.406,8.9973,126.7508,1701909990224,"49 km ENE of Aras-asan, Philippines",0,,,3.923,green,reviewed,earthquake,2023-12-07 00:46:30.224
us7000lgrl,5.1,10.0,-14.7371,167.9588,1701896867734,"101 km ENE of Port-Olry, Vanuatu",0,1.0,4.3,,,reviewed,earthquake,2023-12-06 21:07:47.734
us7000lgnq,5.3,14.62,8.5184,127.058,1701876277994,"79 km ENE of Barcelona, Philippines",0,,,,,reviewed,earthquake,2023-12-06 15:24:37.994
us7000lgmk,5.1,161.014,-5.6113,147.1624,1701861478872,"124 km N of Lae, Papua New Guinea",0,2.0,3.4,,,reviewed,earthquake,2023-12-06 11:17:58.872
us7000lgme,5.1,58.768,8.6273,126.6017,1701859283010,"38 km ESE of Marihatag, Philippines",0,1.0,2.7,,,reviewed,earthquake,2023-12-06 10:41:23.010
us7000lglr,5.0,35.594,19.0797,121.0522,1701843552330,"52 km N of Claveria, Philippines",0,1.0,2.0,,,reviewed,earthquake,2023-12-06 06:19:12.330
us7000lgkn,5.0,10.0,-44.288,-78.3505,1701827923849,"Off the coast of Aisen, Chile",0,,,,,reviewed,earthquake,2023-12-06 01:58:43.849
us7000lgkp,5.3,54.945,8.6155,126.4644,1701827758955,"26 km ENE of Gamut, Philippines",0,1.0,2.9,,,reviewed,earthquake,2023-12-06 01:55:58.955
us7000lghy,5.4,10.0,12.3408,47.4887,1701807593740,"151 km NNW of Las Khorey, Somalia",0,,,3.387,green,reviewed,earthquake,2023-12-05 20:19:53.740
us7000lgxj,5.4,10.0,-56.8222,-142.1462,1701803105741,Pacific-Antarctic Ridge,0,,,0.0,green,reviewed,earthquake,2023-12-05 19:05:05.741
us7000lgxh,5.5,10.0,-57.2473,-141.096,1701796597808,Pacific-Antarctic Ridge,0,,,0.0,green,reviewed,earthquake,2023-12-05 17:16:37.808
us7000lges,5.8,12.0,9.1609,126.785,1701783396285,"60 km ENE of Bacolod, Philippines",0,4.0,4.1,4.04,green,reviewed,earthquake,2023-12-05 13:36:36.285
us7000lgeh,5.0,77.532,8.4519,126.6751,1701780156570,"38 km ENE of Hinatuan, Philippines",0,1.0,4.1,,,reviewed,earthquake,2023-12-05 12:42:36.570
us7000lgee,5.1,62.979,2.5629,128.2423,1701779798296,"95 km NNE of Tobelo, Indonesia",0,,,,,reviewed,earthquake,2023-12-05 12:36:38.296
us7000lgdg,5.5,26.021,9.0999,126.6497,1701769372100,"43 km ENE of Bacolod, Philippines",0,,,4.186,green,reviewed,earthquake,2023-12-05 09:42:52.100
us7000lgd6,5.7,19.697,9.0829,126.6785,1701767403799,"45 km ENE of Aras-asan, Philippines",0,2.0,2.2,4.453,green,reviewed,earthquake,2023-12-05 09:10:03.799
