Phase,Temperature_C,Lattice_Strain,D_Spacing_A,Peak_Position_deg,Peak_FWHM_deg,Intensity_counts,Measurement_Error
YSZ,500,0.0046248996900621,2.969671203483824,2.972635037668823,0.1110560891187703,2453.4592909968114,3.444080266615729e-05
YSZ,525,0.005323518726862186,2.9717363213566044,2.970568832243651,0.13274458112998055,769.5550989892323,4.407533669104689e-05
YSZ,550,0.005960800679989459,2.9736201268100486,2.9686865385462826,0.1141502591824711,982.2534915233787,2.2906971283869516e-05
YSZ,575,0.005439263092161643,2.9720784617004297,2.9702267890769614,0.10189566281743803,2376.529365974621,4.8797751203924796e-05
YSZ,600,0.007040144937154316,2.976810668434228,2.965503993471459,0.11772113932938669,548.0607381977188,2.1724651709718656e-05
YSZ,625,0.007020068555165629,2.9767513226490694,2.965563128227243,0.09247101731642812,2814.6118814075694,3.461579018646541e-05
YSZ,650,0.006449322590004493,2.975064197576053,2.9672452412168027,0.1270186136103099,2013.2245399507872,4.617240775174602e-05
YSZ,675,0.007245664185057364,2.9774181833310296,2.964898774482627,0.09036523410520558,2572.9567561273216,1.5775851464573277e-05
YSZ,700,0.007604679795630738,2.9784794334758846,2.9638421275350217,0.11362011353180995,1622.0380158121793,4.1266239052936064e-05
YSZ,725,0.00788925895085189,2.9793206494587183,2.9630050953594678,0.14372697166488024,1089.8403479924145,1.72881409416482e-05
YSZ,750,0.007576841670299094,2.978397143977404,2.963924033161695,0.10589556426620798,609.7519976768235,1.024104468419409e-05
YSZ,775,0.008111202494021592,2.9799767145723277,2.962352621309301,0.0963572737393669,1913.3172505215205,1.0119985663488245e-05
YSZ,800,0.008750317428436166,2.9818659383184576,2.960475342821515,0.10376166862604164,878.493215698229,4.1403102915853136e-05
Ni,25,0.0005295110751523868,2.03507702552686,4.3383456473412485,0.09814223571651792,820.0690994868216,3.691914210374469e-05
Ni,50,-3.177398319000892e-05,2.0339353717181914,4.340781938391185,0.09046272110451614,2258.797770000593,2.532639723790817e-05
Ni,75,0.00048356477623427913,2.0349835707548602,4.338544977174463,0.09612775154859363,2036.3688145857784,3.7962582295033e-05
Ni,100,0.0020207610905644754,2.038110228058208,4.331886056769086,0.11638804337279517,2524.491692522218,4.841316206614063e-05
Ni,125,0.0018394696384527896,2.0377414812446126,4.332670322460421,0.11852403274405496,1988.95343653162,3.887750742481743e-05
Ni,150,0.0022706737053599622,2.038618550316702,4.330805401815829,0.0928217428188144,2815.501572812065,1.4860565816430042e-05
Ni,175,0.0016490421639545382,2.0373541517614835,4.333494416459881,0.14802811012851763,2087.3680059755084,4.505945757646093e-05
Ni,200,0.0026265344982698315,2.039342371169481,4.32926754341197,0.08066513093600074,958.7285749582982,2.092191307522227e-05
Ni,225,0.003125559046177315,2.0403573870999248,4.327112839596989,0.14374317376127344,2939.093503751163,2.7833171630722258e-05
Ni,250,0.003621891619481901,2.041366927554026,4.324971886222425,0.11073740675958454,1119.963286710684,3.705278119059044e-05
Ni,275,0.0034777353345509755,2.0410737136704764,4.325593492596651,0.09041619866792425,1015.0864349904477,1.1181655866182433e-05
Ni,300,0.0035791169008989377,2.041279923776428,4.32515631349037,0.09133070980483306,1908.0983626412526,1.315109378328158e-05
Ni,325,0.004133598470723138,2.042407739289451,4.3227668326288065,0.11446854491389434,2200.017010103484,3.3658082122094195e-05
Ni,350,0.00407339679836451,2.0422852890878733,4.323026137693637,0.10663257115325941,2333.6717248921304,4.8879256800968346e-05
Ni,375,0.004674677151213256,2.0435082933255675,4.320437654596116,0.0964829210053335,1632.8815364674986,3.0872279098813646e-05
Ni,400,0.005640388310747369,2.0454725498240602,4.316286796926484,0.10348568482437173,2119.3591614969364,4.9085966273803466e-05
Ni,425,0.0053236393549146825,2.0448282824478965,4.317647380256689,0.123783389965136,1770.6947335669506,3.57602138750943e-05
Ni,450,0.004828082444148988,2.043820319691399,4.319777748517654,0.09423835203886158,1891.5251714422918,2.0612718036666826e-05
Ni,475,0.006423983240303963,2.047066381910778,4.312924576742733,0.12731041681731162,537.9664720165488,4.0255018392640025e-05
Ni,500,0.006463380961820811,2.0471465168763436,4.312755668782736,0.09410267855015625,540.6865544686591,1.8875876918612206e-05
Ni,525,0.006663905561670859,2.047554383912438,4.311896174333772,0.10116947839762606,1551.1958563993696,2.5577699447436177e-05
Ni,550,0.006250081741351214,2.046712666261908,4.313670294441864,0.13228610824656156,1106.8661665866537,3.758411139273178e-05
Ni,575,0.007574127991215053,2.0494057763341313,4.30799905609535,0.10003771361833633,2925.841204667288,1.0323710510813032e-05
Ni,600,0.007768670964663258,2.049801476742125,4.307167033911911,0.14722172934132882,1319.922122854036,3.487552410059848e-05
Ni,625,0.007407882469244191,2.049067632942443,4.308710310437022,0.13437566619983332,521.0788838843304,1.1317389070062021e-05
Ni,650,0.008235224280837982,2.050750446187224,4.305172986056915,0.12357230539781469,1788.1048777291871,1.1851720389056043e-05
Ni,675,0.010096839670169739,2.054536971889125,4.297234797872878,0.13137079166843924,2017.1221471956055,4.537734680675863e-05
Ni,700,0.00905676609590472,2.05242146223907,4.301666203548225,0.11245323851518398,1324.0143695871086,2.4169154462246723e-05
Ni,725,0.008692805905904644,2.05168116721261,4.303219076213219,0.11197113481779529,738.0773917194049,4.07952221653446e-05
Ni,750,0.009665810746061178,2.053660259057488,4.299070159407464,0.0801081767146875,1912.083894067861,3.6931569392362696e-05
Ni,775,0.010520155000739535,2.055397995271504,4.295433806551651,0.09378689045529767,1572.548136122547,1.6716293252158028e-05
Ni,800,0.010479957060376351,2.055316232660805,4.2956047634450885,0.08266434770982564,2289.5910635691516,3.578068705940872e-05
LSM,25,-0.0001439963668854984,2.711609481853007,3.2556111838629493,0.1387984107594442,2786.079663886561,1.6150487314181713e-05
LSM,50,0.0009869186126823777,2.7146765232775945,3.2519320062097443,0.13095726146700598,2308.015909550916,4.727889740176405e-05
LSM,75,-0.00016417662057423093,2.711554753005003,3.2556769113962796,0.10034541450653366,1006.12739547512,1.081883048280398e-05
LSM,100,-0.0003914595140392705,2.7109383617979255,3.256417360149601,0.1336235160217703,1900.6333421103107,3.941440115901148e-05
LSM,125,0.0016998436037965856,2.7166099758534963,3.249616935974651,0.14391600632010443,614.0897570287527,4.983473290930486e-05
LSM,150,0.0018105307583663488,2.71691015941669,3.2492577989162017,0.13081838996391756,970.7574467688014,1.0529479229189076e-05
LSM,175,0.0007847702726076688,2.714128296979312,3.2525890398256077,0.11016340164934721,1332.8442765511843,2.080255751384959e-05
LSM,200,0.0022884268729487264,2.7182062136794376,3.247708121566865,0.11260290242546553,2592.8199905487472,1.0787171553197555e-05
LSM,225,0.0023976415797336646,2.718502403964238,3.2473541777223187,0.08865666580781631,2492.0406980080024,3.855353682644556e-05
LSM,250,0.0034239423459757642,2.7212857316422867,3.2440318998635633,0.08392897500965761,2586.4182531204433,4.2648271433106286e-05
LSM,275,0.0024984383550959756,2.71877576481902,3.2470275832328332,0.12965066299570455,972.4635336785738,3.2942540866930986e-05
LSM,300,0.0033690522996523923,2.7211368698366574,3.2442094144568596,0.11408933006285013,937.2751899552604,2.635522034942487e-05
LSM,325,0.004254367639245059,2.7235378450376326,3.241348670166287,0.1429397414946478,2720.9918181079,4.685874856731342e-05
LSM,350,0.0030363684570535584,2.7202346312555297,3.245285731011383,0.09609172830150285,897.5640419519675,3.905579645161981e-05
LSM,375,0.003994399019554317,2.7228328101410315,3.242188190621131,0.09600623666815958,562.0796091967454,1.0045822462438264e-05
LSM,400,0.004909531052326742,2.7253146482139106,3.239234868884288,0.13750121241912572,2572.68243697404,4.483101535181454e-05
LSM,425,0.005691035489237265,2.7274340882468113,3.236717047774594,0.12046637543666872,1078.7448730469741,2.2074283247269154e-05
LSM,450,0.00505007000731559,2.7256957898598397,3.2387817969779764,0.09907551526866362,960.2098580996411,1.247720088816724e-05
LSM,475,0.005487892487132553,2.726883164425104,3.2373711495210715,0.10837933740701217,728.2749862052941,1.892504718838831e-05
LSM,500,0.006570721123304918,2.729819795686403,3.2338875894113714,0.14769862666792188,2016.4397606608854,4.3457330085571155e-05
LSM,525,0.005880729078142893,2.7279485372599237,3.236106490534577,0.12479095306071367,1748.1108459062266,4.040003679609597e-05
LSM,550,0.005841151315078829,2.727841202366494,3.2362338584760875,0.11401193530256262,1136.2163825513628,1.3791811664024026e-05
LSM,575,0.004900181013990083,2.7252892909099415,3.2392650161969363,0.09781836764391805,2050.834721624804,3.1934292335331936e-05
LSM,600,0.006257300248549772,2.728969798274067,3.23489512214202,0.08531226760026682,2489.5472619593993,2.6350300498989668e-05
LSM,625,0.007216306573618322,2.731570623427653,3.2318142466241913,0.11823468558380908,552.7614820715617,1.797730421331343e-05
LSM,650,0.00811431060602837,2.734006010363549,3.228934661561409,0.10912473502769085,1278.149584761653,4.65233805841288e-05
LSM,675,0.007653931573739007,2.7327574624279802,3.2304102948046123,0.09951240869246383,1149.3541821874658,1.296072980937678e-05
LSM,700,0.007373794240581842,2.731997729980458,3.2313088673442247,0.11002511131574624,1245.28317763919,1.1283874639355718e-05
LSM,725,0.009425825601526968,2.7375628390313413,3.224738300538767,0.12594572092391,2139.5957652142624,2.0407567354504024e-05
LSM,750,0.009045219628761602,2.7365306356332018,3.225954974391168,0.14215017935376417,2884.87805647259,4.8357298334458345e-05
LSM,775,0.009747450085654702,2.738435084632296,3.2237108866732145,0.09879078990789572,2601.4126759414403,4.682372819011279e-05
LSM,800,0.008838940519540091,2.735971206688993,3.226614765558337,0.09183496162494986,1197.2347118404327,4.5651421498195695e-05
