Temperature_C,Rubber_Content_%,Scan_ID,Sample_Volume_mm3,Expected_Particles,Detected_Particles,Detection_Rate,Mean_Particle_Diameter_mm,Std_Particle_Diameter_mm,Volume_Change_%,Nearest_Neighbor_Distance_mm,Clustering_Coefficient,Interface_Gap_um,Internal_Porosity,Avg_Gray_Value,Gray_Value_StdDev,Particle_Sphericity,Aspect_Ratio,Distribution_Uniformity,Timestamp
20,10,CT_Rubber_20_10_8,1000,23,19,0.7958701389094142,2.190238627781233,0.5,-2,3.747561767843154,0.38325243767165984,0.0,0.02,100.0,10.2,0.8277727478329702,1.0886464011063541,0.7170774309873459,2025-10-18T18:00:17.083929
20,15,CT_Rubber_20_15_1,1000,35,32,0.8936085770210968,1.804741195024471,0.5,-2,3.1498026247371826,0.43607122136379517,0.0,0.02,90.0,10.2,0.8309134947235733,1.1875403682396004,0.6461451686909374,2025-10-18T18:00:17.083936
20,15,CT_Rubber_20_15_2,1000,35,38,1.0611601852125523,2.0949274127576474,0.5,-2,2.9744417462950143,0.4015769784916586,0.0,0.02,90.0,10.2,0.7885066154044157,1.0352347272180493,0.6650050550832932,2025-10-18T18:00:17.083942
20,15,CT_Rubber_20_15_3,1000,35,36,1.0053096491487339,2.1266944557843974,0.5,-2,3.0285343213868994,0.4142458316174425,0.0,0.02,90.0,10.2,0.834127601614259,1.040630328601429,0.6156674360305882,2025-10-18T18:00:17.083949
20,15,CT_Rubber_20_15_4,1000,35,28,0.7819075048934596,2.0198998022179673,0.5,-2,3.2931687800417473,0.41349463993660046,0.0,0.02,90.0,10.2,0.8525551114735115,1.0789775026857682,0.6046602667730815,2025-10-18T18:00:17.083955
20,15,CT_Rubber_20_15_5,1000,35,28,0.7819075048934596,1.8757367390480872,0.5,-2,3.2931687800417473,0.3962463908261849,0.0,0.02,90.0,10.2,0.8334189539269882,1.1182519490639018,0.5759324363556004,2025-10-18T18:00:17.083962
20,15,CT_Rubber_20_15_6,1000,35,32,0.8936085770210968,1.9609425285571107,0.5,-2,3.1498026247371826,0.40207591861497793,0.0,0.02,90.0,10.2,0.8597679005923706,1.164025100731539,0.6469669413983684,2025-10-18T18:00:17.083969
20,15,CT_Rubber_20_15_7,1000,35,37,1.033234917180643,2.1780303966776806,0.5,-2,3.0010006671856173,0.4105027846676179,0.0,0.02,90.0,10.2,0.8269578861330233,1.0899808846331822,0.6458363680705899,2025-10-18T18:00:17.083975
20,15,CT_Rubber_20_15_8,1000,35,36,1.0053096491487339,1.958970560160496,0.5,-2,3.0285343213868994,0.3887097665015518,0.0,0.02,90.0,10.2,0.8394449256065484,1.1070899424103608,0.6156225345909525,2025-10-18T18:00:17.083982
20,20,CT_Rubber_20_20_1,1000,47,53,1.1100294042683934,2.0932717837953514,0.5,-2,2.662204276861164,0.4697949415964251,0.0,0.02,80.0,10.2,0.8370240889043716,1.1481224386377036,0.6533483610390793,2025-10-18T18:00:17.083988
20,20,CT_Rubber_20_20_2,1000,47,49,1.0262536001726656,2.1768825279089894,0.5,-2,2.7327588325319843,0.4840004628842817,0.0,0.02,80.0,10.2,0.8582594569431393,1.1564822384581492,0.6006715946599732,2025-10-18T18:00:17.083995
20,20,CT_Rubber_20_20_3,1000,47,51,1.0681415022205296,2.02240174957574,0.5,-2,2.696559088937193,0.49085260470863457,0.0,0.02,80.0,10.2,0.831440651652124,1.1437924769309131,0.5042907634361209,2025-10-18T18:00:17.084003
20,20,CT_Rubber_20_20_4,1000,47,44,0.9215338450530058,1.825534137289535,0.5,-2,2.8325816747135235,0.46570109390267583,0.0,0.02,80.0,10.2,0.8087173705255876,1.1119058258162897,0.638418159629963,2025-10-18T18:00:17.084010
20,20,CT_Rubber_20_20_5,1000,47,52,1.0890854532444616,2.141734865673181,0.5,-2,2.6791614491856213,0.41615106397546425,0.0,0.02,80.0,10.2,0.8292094684726607,1.0338287149720489,0.664171082215794,2025-10-18T18:00:17.084016
20,20,CT_Rubber_20_20_6,1000,47,47,0.9843656981248018,1.9202186701525292,0.5,-2,2.7709841865296205,0.4912722481259433,0.0,0.02,80.0,10.2,0.8272220808807406,1.2008616243164416,0.5860856717677293,2025-10-18T18:00:17.084023
20,20,CT_Rubber_20_20_7,1000,47,49,1.0262536001726656,2.095510103637896,0.5,-2,2.7327588325319843,0.4398181155062301,0.0,0.02,80.0,10.2,0.82310520473814,1.08595831597979,0.6429455752385155,2025-10-18T18:00:17.084029
20,20,CT_Rubber_20_20_8,1000,47,39,0.8168140899333461,2.0944856868093704,0.5,-2,2.9487987310846737,0.47588517990083057,0.0,0.02,80.0,10.2,0.8103294252407703,1.0749866657484852,0.5798237092433073,2025-10-18T18:00:17.084036
200,5,CT_Rubber_200_5_1,1000,11,10,0.8377580409572781,1.9283979916242138,0.5,-2,4.641588833612778,0.3257244945844867,0.0,0.02,110.0,12.0,0.8260221912259718,1.1930100961400185,0.748636703028979,2025-10-18T18:00:17.084043
200,5,CT_Rubber_200_5_2,1000,11,12,1.0053096491487337,2.181710457103224,0.5,-2,4.367902323681494,0.3865189278904093,0.0,0.02,110.0,12.0,0.7447036388494351,1.1509005740307314,0.7631535113480982,2025-10-18T18:00:17.084050
200,5,CT_Rubber_200_5_3,1000,11,9,0.7539822368615503,1.8267821814861358,0.5,-2,4.807498567691361,0.34287978693742477,0.0,0.02,110.0,12.0,0.8360241350539307,1.158569759975728,0.6550153598456789,2025-10-18T18:00:17.084057
200,5,CT_Rubber_200_5_4,1000,11,12,1.0053096491487337,2.1723586626269062,0.5,-2,4.367902323681494,0.38764861782498944,0.0,0.02,110.0,12.0,0.7931391715893812,1.2403638381098525,0.7595322852799881,2025-10-18T18:00:17.084063
200,5,CT_Rubber_200_5_5,1000,11,9,0.7539822368615503,1.8840503716143122,0.5,-2,4.807498567691361,0.3175842967455698,0.0,0.02,110.0,12.0,0.8590890675195735,1.1575354060271419,0.7733117477968064,2025-10-18T18:00:17.084070
200,5,CT_Rubber_200_5_6,1000,11,11,0.9215338450530058,1.8768939401134124,0.5,-2,4.496443130226091,0.4481079498172179,0.0,0.02,110.0,12.0,0.7990598386783929,1.1370005537860572,0.7085831975291083,2025-10-18T18:00:17.084077
200,5,CT_Rubber_200_5_7,1000,11,12,1.0053096491487337,1.8314211740259438,0.5,-2,4.367902323681494,0.3193174068448521,0.0,0.02,110.0,12.0,0.8214271102090309,1.1098835370343145,0.7289705400931014,2025-10-18T18:00:17.084083
200,5,CT_Rubber_200_5_8,1000,11,12,1.0053096491487337,2.0115144201903687,0.5,-2,4.367902323681494,0.3094427061944789,0.0,0.02,110.0,12.0,0.8038158206402841,1.0789465832598129,0.6364110406585606,2025-10-18T18:00:17.084090
200,10,CT_Rubber_200_10_1,1000,23,26,1.0890854532444616,2.1562527469936987,0.5,-2,3.375531905895818,0.40138871889091493,0.0,0.02,100.0,12.0,0.8324661241876322,1.0684955752740295,0.6472779982203404,2025-10-18T18:00:17.084097
200,10,CT_Rubber_200_10_2,1000,23,20,0.8377580409572781,1.9693313819085265,0.5,-2,3.6840314986403864,0.29390470994386053,0.0,0.02,100.0,12.0,0.7954009975152135,1.089433402802772,0.72939349614691,2025-10-18T18:00:17.084103
200,10,CT_Rubber_200_10_3,1000,23,24,1.0053096491487337,2.0655156453019132,0.5,-2,3.466806371753173,0.4028768825722968,0.0,0.02,100.0,12.0,0.8054404650572672,1.1421237162645481,0.6392320772248251,2025-10-18T18:00:17.084110
200,10,CT_Rubber_200_10_4,1000,23,19,0.7958701389094142,2.0082720469769573,0.5,-2,3.747561767843154,0.4262436007824068,0.0,0.02,100.0,12.0,0.8254099248337853,1.2117022560165038,0.692472784141528,2025-10-18T18:00:17.084117
200,10,CT_Rubber_200_10_5,1000,23,26,1.0890854532444616,1.878748756907454,0.5,-2,3.375531905895818,0.34728005480973867,0.0,0.02,100.0,12.0,0.8222966767028166,1.114279966427994,0.6494546878214231,2025-10-18T18:00:17.084123
200,10,CT_Rubber_200_10_6,1000,23,22,0.9215338450530058,1.8086340864487396,0.5,-2,3.5688292775180406,0.3846938177224796,0.0,0.02,100.0,12.0,0.8181409445647484,1.0,0.6863240938964265,2025-10-18T18:00:17.084136
200,10,CT_Rubber_200_10_7,1000,23,21,0.879645943005142,2.0192566705980726,0.5,-2,3.6246012433429735,0.4451058332509621,0.0,0.02,100.0,12.0,0.8455502792212385,1.1636499377508918,0.7158090026111863,2025-10-18T18:00:17.084143
200,10,CT_Rubber_200_10_8,1000,23,26,1.0890854532444616,2.0253109999737298,0.5,-2,3.375531905895818,0.4484140115056462,0.0,0.02,100.0,12.0,0.7844214187792431,1.111285170275774,0.6813521893327058,2025-10-18T18:00:17.084150
200,15,CT_Rubber_200_15_1,1000,35,34,0.9494591130849153,1.940252111028788,0.5,-2,3.086789594993041,0.402503897121372,0.0,0.02,90.0,12.0,0.8210604597673209,1.1970284664560018,0.6127889085269981,2025-10-18T18:00:17.084157
200,15,CT_Rubber_200_15_2,1000,35,27,0.7539822368615503,1.8140929986150045,0.5,-2,3.333333333333333,0.36451621879569945,0.0,0.02,90.0,12.0,0.8165915549194432,1.0833923214454437,0.5400939058424399,2025-10-18T18:00:17.084163
200,15,CT_Rubber_200_15_3,1000,35,36,1.0053096491487339,1.9583048150654256,0.5,-2,3.0285343213868994,0.45014265295213163,0.0,0.02,90.0,12.0,0.864019458268507,1.0960612877885256,0.6471863674046311,2025-10-18T18:00:17.084170
200,15,CT_Rubber_200_15_4,1000,35,36,1.0053096491487339,1.8539785320338196,0.5,-2,3.0285343213868994,0.3943959851099555,0.0,0.02,90.0,12.0,0.814453981002544,1.1742402815678146,0.7434917438132418,2025-10-18T18:00:17.084176
200,15,CT_Rubber_200_15_5,1000,35,32,0.8936085770210968,1.8726492370858776,0.5,-2,3.1498026247371826,0.44019602952231246,0.0,0.02,90.0,12.0,0.8067432933791608,1.1770355220098891,0.6710332869704683,2025-10-18T18:00:17.084183
200,15,CT_Rubber_200_15_6,1000,35,37,1.033234917180643,2.136346753353516,0.5,-2,3.0010006671856173,0.448642024166152,0.0,0.02,90.0,12.0,0.8116608724117518,1.000430904357746,0.7505716312606081,2025-10-18T18:00:17.084190
200,15,CT_Rubber_200_15_7,1000,35,33,0.921533845053006,2.0557115228319818,0.5,-2,3.1176595388187196,0.45523087128660783,0.0,0.02,90.0,12.0,0.7695608160722279,1.2478780292962341,0.6242864614639232,2025-10-18T18:00:17.084196
200,15,CT_Rubber_200_15_8,1000,35,28,0.7819075048934596,2.0735421351527785,0.5,-2,3.2931687800417473,0.5742318966619196,0.0,0.02,90.0,12.0,0.8530049870056557,1.1014119848512915,0.6081897149813807,2025-10-18T18:00:17.084203
200,20,CT_Rubber_200_20_1,1000,47,40,0.8377580409572781,2.0143583977949295,0.5,-2,2.924017738212866,0.46044291453390634,0.0,0.02,80.0,12.0,0.8357341923921046,1.1331171022948052,0.5339531518499321,2025-10-18T18:00:17.084210
200,20,CT_Rubber_200_20_2,1000,47,43,0.900589894029074,2.139695131399572,0.5,-2,2.8543716208189442,0.4380459182691624,0.0,0.02,80.0,12.0,0.7829602169146117,1.1604623844626278,0.6320830886875565,2025-10-18T18:00:17.084217
200,20,CT_Rubber_200_20_3,1000,47,41,0.85870199198121,1.8741029391732902,0.5,-2,2.9000493016762663,0.5558183705770531,0.0,0.02,80.0,12.0,0.8299882930446487,1.1457827403574372,0.6424452780897749,2025-10-18T18:00:17.084224
200,20,CT_Rubber_200_20_4,1000,47,47,0.9843656981248018,2.185907477255232,0.5,-2,2.7709841865296205,0.4166234647792947,0.0,0.02,80.0,12.0,0.8424482259473437,1.0783690617724948,0.6442591130545018,2025-10-18T18:00:17.084230
200,20,CT_Rubber_200_20_5,1000,47,50,1.0471975511965976,1.8197133350218622,0.5,-2,2.7144176165949063,0.4740592870096309,0.0,0.02,80.0,12.0,0.8105361455739842,1.1328803289039222,0.5698432815546932,2025-10-18T18:00:17.084237
200,20,CT_Rubber_200_20_6,1000,47,44,0.9215338450530058,1.9449272807731612,0.5,-2,2.8325816747135235,0.5785300100889909,0.0,0.02,80.0,12.0,0.8105321205933048,1.1957113053488753,0.5654976668515597,2025-10-18T18:00:17.084244
200,20,CT_Rubber_200_20_7,1000,47,52,1.0890854532444616,1.9571025970462528,0.5,-2,2.6791614491856213,0.43520228583165366,0.0,0.02,80.0,12.0,0.8144499698322518,1.1672104756821784,0.6056742176447294,2025-10-18T18:00:17.084250
200,20,CT_Rubber_200_20_8,1000,47,41,0.85870199198121,1.9626580885985734,0.5,-2,2.9000493016762663,0.5058323148455287,0.0,0.02,80.0,12.0,0.8161386471131536,1.075497928208313,0.7010171531168602,2025-10-18T18:00:17.084257
400,5,CT_Rubber_400_5_1,1000,11,11,0.9215338450530058,1.6733584201528326,0.6,-10,4.496443130226091,0.31832780247532266,6.0,0.1,110.0,14.0,0.8010528168130985,1.218105304270262,0.7725649149621616,2025-10-18T18:00:17.084265
400,5,CT_Rubber_400_5_2,1000,11,11,0.9215338450530058,1.6659964349293996,0.6,-10,4.496443130226091,0.38291720151707537,6.0,0.1,110.0,14.0,0.8136614484163494,1.1794525972019074,0.6599613164569599,2025-10-18T18:00:17.084273
400,5,CT_Rubber_400_5_3,1000,11,13,1.0890854532444616,1.7958702518719212,0.6,-10,4.252903702829901,0.38760222159949875,6.0,0.1,110.0,14.0,0.7858388128781579,1.3247460661757504,0.7422824543103801,2025-10-18T18:00:17.084280
400,5,CT_Rubber_400_5_4,1000,11,12,1.0053096491487337,1.7598660703017341,0.6,-10,4.367902323681494,0.3734017982859294,6.0,0.1,110.0,14.0,0.7711347243119189,1.0908684728647127,0.7531854177096929,2025-10-18T18:00:17.084286
400,5,CT_Rubber_400_5_5,1000,11,11,0.9215338450530058,1.7254832832719265,0.6,-10,4.496443130226091,0.29396957692945686,6.0,0.1,110.0,14.0,0.798446925353474,1.228901437039447,0.6540565969847182,2025-10-18T18:00:17.084293
400,5,CT_Rubber_400_5_6,1000,11,13,1.0890854532444616,1.6230285670274343,0.6,-10,4.252903702829901,0.3189587574372474,6.0,0.1,110.0,14.0,0.8485309739885013,1.3054820536879277,0.7107584988773736,2025-10-18T18:00:17.084300
400,5,CT_Rubber_400_5_7,1000,11,12,1.0053096491487337,1.8841943776626955,0.6,-10,4.367902323681494,0.3842815697947782,6.0,0.1,110.0,14.0,0.7867742306312022,1.0969748302115936,0.7763896493124218,2025-10-18T18:00:17.084307
400,5,CT_Rubber_400_5_8,1000,11,13,1.0890854532444616,1.9586693351062991,0.6,-10,4.252903702829901,0.3305711543342215,6.0,0.1,110.0,14.0,0.8185694871910046,1.215068001659501,0.8271512327508885,2025-10-18T18:00:17.084314
400,10,CT_Rubber_400_10_1,1000,23,25,1.0471975511965976,1.7853127214027449,0.6,-10,3.4199518933533937,0.3700605764066343,7.0,0.1,100.0,14.0,0.7936806655567268,1.1533628366416082,0.7011406059252505,2025-10-18T18:00:17.084320
400,10,CT_Rubber_400_10_2,1000,23,24,1.0053096491487337,1.672989462723055,0.6,-10,3.466806371753173,0.4125995998222167,7.0,0.1,100.0,14.0,0.7982332688492999,1.1203954671778464,0.6928242838996146,2025-10-18T18:00:17.084327
400,10,CT_Rubber_400_10_3,1000,23,19,0.7958701389094142,1.8812452732160465,0.6,-10,3.747561767843154,0.46013139285637794,7.0,0.1,100.0,14.0,0.8014205769615779,1.1307255432466714,0.6189400661550073,2025-10-18T18:00:17.084334
400,10,CT_Rubber_400_10_4,1000,23,18,0.7539822368615503,1.9186588873523511,0.6,-10,3.815714141844439,0.43244339558531564,7.0,0.1,100.0,14.0,0.8018574237254956,1.2277997923917476,0.5737391350228465,2025-10-18T18:00:17.084341
400,10,CT_Rubber_400_10_5,1000,23,18,0.7539822368615503,1.9216233647230911,0.6,-10,3.815714141844439,0.386782648232149,7.0,0.1,100.0,14.0,0.8011135904327782,1.251977737258065,0.6251426358679857,2025-10-18T18:00:17.084347
400,10,CT_Rubber_400_10_6,1000,23,23,0.9634217471008698,1.9568673962811851,0.6,-10,3.516338869169593,0.37265451616055745,7.0,0.1,100.0,14.0,0.79955202025425,1.2133543869545957,0.7436846428668589,2025-10-18T18:00:17.084354
400,10,CT_Rubber_400_10_7,1000,23,25,1.0471975511965976,1.679936046103904,0.6,-10,3.4199518933533937,0.3989060290208055,7.0,0.1,100.0,14.0,0.8136055142307104,1.1701070922101395,0.6684841345061979,2025-10-18T18:00:17.084361
400,10,CT_Rubber_400_10_8,1000,23,20,0.8377580409572781,1.6208081341347431,0.6,-10,3.6840314986403864,0.3446129527879693,7.0,0.1,100.0,14.0,0.7897084896944085,1.1945841252119251,0.6687813531663716,2025-10-18T18:00:17.084367
400,15,CT_Rubber_400_15_1,1000,35,27,0.7539822368615503,1.6295163315413497,0.6,-10,3.333333333333333,0.43617696445117526,8.0,0.1,90.0,14.0,0.811789941242397,1.1340304504326282,0.6844311977743912,2025-10-18T18:00:17.084374
400,15,CT_Rubber_400_15_2,1000,35,31,0.8656833089891874,1.6562060663564373,0.6,-10,3.183313678457733,0.46558287165312845,8.0,0.1,90.0,14.0,0.7679876048717376,1.1820495156874744,0.6452618845525326,2025-10-18T18:00:17.084381
400,15,CT_Rubber_400_15_3,1000,35,32,0.8936085770210968,1.8927672498408448,0.6,-10,3.1498026247371826,0.4145878629312915,8.0,0.1,90.0,14.0,0.8011838419273485,1.1413504587468597,0.6724267545248674,2025-10-18T18:00:17.084387
400,15,CT_Rubber_400_15_4,1000,35,36,1.0053096491487339,1.7457715406479561,0.6,-10,3.0285343213868994,0.41414940787966253,8.0,0.1,90.0,14.0,0.7952683252120314,1.2167997115334737,0.6339619692326182,2025-10-18T18:00:17.084394
400,15,CT_Rubber_400_15_5,1000,35,35,0.9773843811168246,1.664156346203759,0.6,-10,3.0571070873287987,0.40884891744009805,8.0,0.1,90.0,14.0,0.7640789876631092,1.2637396772197729,0.7138537630572277,2025-10-18T18:00:17.084401
400,15,CT_Rubber_400_15_6,1000,35,33,0.921533845053006,1.7488181555960298,0.6,-10,3.1176595388187196,0.4938340017414111,8.0,0.1,90.0,14.0,0.8102116273540668,1.2020432605806473,0.5510109105705503,2025-10-18T18:00:17.084408
400,15,CT_Rubber_400_15_7,1000,35,34,0.9494591130849153,1.9114464710545593,0.6,-10,3.086789594993041,0.5237548129403703,8.0,0.1,90.0,14.0,0.8013146237843687,1.1248320279337243,0.5592035439651589,2025-10-18T18:00:17.084414
400,15,CT_Rubber_400_15_8,1000,35,28,0.7819075048934596,1.7313426435120924,0.6,-10,3.2931687800417473,0.5137600057926224,8.0,0.1,90.0,14.0,0.8290380556437715,1.1590749806974106,0.6527570460895372,2025-10-18T18:00:17.084421
400,20,CT_Rubber_400_20_1,1000,47,46,0.9634217471008698,1.6705375472174786,0.6,-10,2.7909200099982403,0.49379606070028986,9.0,0.1,80.0,14.0,0.7713924476853993,1.2021408121663877,0.5921361666719308,2025-10-18T18:00:17.084428
400,20,CT_Rubber_400_20_2,1000,47,36,0.7539822368615503,1.9539790366739351,0.6,-10,3.0285343213868994,0.5450611581362081,9.0,0.1,80.0,14.0,0.8122720639666244,1.2631497820770279,0.5812704716284246,2025-10-18T18:00:17.084435
400,20,CT_Rubber_400_20_3,1000,47,48,1.0053096491487337,1.7210006066361934,0.6,-10,2.751606040745522,0.45477496537055584,9.0,0.1,80.0,14.0,0.783993624977484,1.164073436607312,0.5931313999339912,2025-10-18T18:00:17.084441
400,20,CT_Rubber_400_20_4,1000,47,40,0.8377580409572781,1.841323136603264,0.6,-10,2.924017738212866,0.5184136257664789,9.0,0.1,80.0,14.0,0.8025752689043233,1.2100432881750474,0.6459815519589341,2025-10-18T18:00:17.084449
400,20,CT_Rubber_400_20_5,1000,47,38,0.7958701389094142,1.877584327455519,0.6,-10,2.9744417462950143,0.49019427500876617,9.0,0.1,80.0,14.0,0.813871313176392,1.1768375358937353,0.6621879808101515,2025-10-18T18:00:17.084455
400,20,CT_Rubber_400_20_6,1000,47,39,0.8168140899333461,1.7718462721297121,0.6,-10,2.9487987310846737,0.49047386095381107,9.0,0.1,80.0,14.0,0.7962916895799017,1.1759286549986245,0.5452027766206423,2025-10-18T18:00:17.084463
400,20,CT_Rubber_400_20_7,1000,47,43,0.900589894029074,1.7539812756952866,0.6,-10,2.8543716208189442,0.5398416544777915,9.0,0.1,80.0,14.0,0.7646883342507849,1.1464168351836135,0.5797340440406028,2025-10-18T18:00:17.084470
400,20,CT_Rubber_400_20_8,1000,47,40,0.8377580409572781,1.873155191026601,0.6,-10,2.924017738212866,0.46385026262165596,9.0,0.1,80.0,14.0,0.8059831302976711,1.191701990790217,0.6049891954306176,2025-10-18T18:00:17.084476
600,5,CT_Rubber_600_5_1,1000,11,9,0.7539822368615503,1.498483049303057,0.7,-30,4.807498567691361,0.3653076807370709,22.5,0.4,50.0,16.0,0.7725154401733321,1.287586978831479,0.7275379933804178,2025-10-18T18:00:17.084489
600,5,CT_Rubber_600_5_2,1000,11,9,0.7539822368615503,1.4792275730704385,0.7,-30,4.807498567691361,0.40804061620737964,22.5,0.4,50.0,16.0,0.8099850615836134,1.244471281140164,0.754009376468218,2025-10-18T18:00:17.084497
600,5,CT_Rubber_600_5_3,1000,11,10,0.8377580409572781,1.3705591798769345,0.7,-30,4.641588833612778,0.21428904467388346,22.5,0.4,50.0,16.0,0.7955993018666937,1.2486784742495243,0.7986582393281538,2025-10-18T18:00:17.084504
600,5,CT_Rubber_600_5_4,1000,11,10,0.8377580409572781,1.4572008139310444,0.7,-30,4.641588833612778,0.31328168474752094,22.5,0.4,50.0,16.0,0.7880671411029446,1.2013909939740366,0.7021186580612169,2025-10-18T18:00:17.084512
600,5,CT_Rubber_600_5_5,1000,11,10,0.8377580409572781,1.4226715399450185,0.7,-30,4.641588833612778,0.3344004630303333,22.5,0.4,50.0,16.0,0.7805966965843347,1.2430574808392383,0.7685464671234024,2025-10-18T18:00:17.084519
600,5,CT_Rubber_600_5_6,1000,11,10,0.8377580409572781,1.353008350218669,0.7,-30,4.641588833612778,0.3910465750623127,22.5,0.4,50.0,16.0,0.7657579815018276,1.182575584332818,0.7877441687732961,2025-10-18T18:00:17.084525
600,5,CT_Rubber_600_5_7,1000,11,9,0.7539822368615503,1.349218265491075,0.7,-30,4.807498567691361,0.3733871887915403,22.5,0.4,50.0,16.0,0.8081033222571335,1.1921303746269496,0.7305550240101377,2025-10-18T18:00:17.084533
600,5,CT_Rubber_600_5_8,1000,11,9,0.7539822368615503,1.3508772836418617,0.7,-30,4.807498567691361,0.3952275902200676,22.5,0.4,50.0,16.0,0.8095504191130866,1.2092717302876945,0.7628451785855315,2025-10-18T18:00:17.084539
600,10,CT_Rubber_600_10_1,1000,23,18,0.7539822368615503,1.5288572886951686,0.7,-30,3.815714141844439,0.3856663259762526,25.0,0.4,50.0,16.0,0.7683980996974098,1.2619473009130908,0.6825513987881227,2025-10-18T18:00:17.084546
600,10,CT_Rubber_600_10_2,1000,23,16,0.6702064327658225,1.3809127049577172,0.7,-30,3.9685026299204984,0.37414416761884356,25.0,0.4,50.0,16.0,0.7688469678826383,1.1852544997818661,0.7891119826045361,2025-10-18T18:00:17.084553
600,10,CT_Rubber_600_10_3,1000,23,22,0.9215338450530058,1.4165704443969043,0.7,-30,3.5688292775180406,0.3813302207964542,25.0,0.4,50.0,16.0,0.7873688166695857,1.3192878947442124,0.733050347320661,2025-10-18T18:00:17.084560
600,10,CT_Rubber_600_10_4,1000,23,18,0.7539822368615503,1.325157573189652,0.7,-30,3.815714141844439,0.389238430879278,25.0,0.4,50.0,16.0,0.7334165257304304,1.2840662799475755,0.7128227449941027,2025-10-18T18:00:17.084567
