Test_ID,Temperature_C,Stress_MPa,Time_Hours,Creep_Strain_Percent,Strain_Rate_Per_Hour,Test_Type,Atmosphere,Specimen_Failed,Min_Creep_Rate_Per_Hour,Rupture_Time_Hours,Material,Specimen_Geometry
CR_0001,600,100,0.0599,-0.000101,0.00569947,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.0681,3.1e-05,0.00059965,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.0774,-9.1e-05,-0.00869228,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.088,-0.000141,0.01051525,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.1,0.000147,0.0046251,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.1136,-2.3e-05,-0.00479548,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.1292,7e-06,-0.0036186,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.1468,-0.000142,-0.00162504,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.1668,-5.4e-05,0.00358855,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.1896,1.1e-05,-0.00124731,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.2154,-0.000115,0.00047906,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.2448,3.8e-05,0.00087619,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.2783,-6e-05,-0.00093493,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.3162,-2.9e-05,-1.32e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.3594,-6e-05,0.00232545,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.4084,0.000185,0.00056139,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.4642,-1e-06,-0.00244381,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.5275,-0.000106,0.0006178,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.5995,8.2e-05,-0.00010607,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.6813,-0.000122,-0.00035112,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.7743,2.1e-05,-0.00037196,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,0.8799,-0.000196,-0.0006809,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1.0,-0.000133,0.00084062,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1.1365,2e-05,0.00070885,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1.2915,7.4e-05,-7.69e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1.4678,1.7e-05,-0.00022683,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1.6681,-1.2e-05,-0.00011041,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1.8957,-3e-05,-0.00028023,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,2.1544,-0.000148,-7.576e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,2.4484,-7.2e-05,0.00016205,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,2.7826,-4.6e-05,0.00024893,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,3.1623,0.000106,9.914e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,3.5938,3.4e-05,-0.00030589,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,4.0842,-0.000176,-1.86e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,4.6416,3.2e-05,0.00011572,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,5.275,-3.9e-05,-7.397e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,5.9948,-6.8e-05,6.481e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,6.8129,6.1e-05,9.772e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,7.7426,0.000103,1.609e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,8.7992,9.3e-05,-8.285e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,10.0,-8.4e-05,-4.835e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,11.3646,-3.1e-05,4.015e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,12.9155,3.3e-05,3.878e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,14.678,9.8e-05,-2.152e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,16.681,-4.8e-05,-2.713e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,18.9574,-1.9e-05,-1.29e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,21.5443,-0.000111,-1.828e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,24.4844,-0.00012,3.055e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,27.8256,8.1e-05,3.576e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,31.6228,0.000136,-1.09e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,35.9381,-7e-06,-3.83e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,40.8424,0.0001,4.14e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,46.4159,3.6e-05,-1.385e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,52.75,-6.5e-05,-0.0,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,59.9484,3.6e-05,1.42e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,68.1292,0.000154,-2.27e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,77.4264,-4e-06,1.3e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,87.9923,0.000156,-1.145e-05,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,100.0,-0.000262,-2.9e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,113.6464,8.2e-05,9.28e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,129.155,9e-06,-3.38e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,146.7799,-3e-05,1e-08,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,166.8101,9e-06,-3.95e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,189.5736,-0.000199,-6.4e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,215.4435,-2.2e-05,4.24e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,244.8437,3.6e-05,2.7e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,278.2559,0.000148,-1.23e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,316.2278,-5.2e-05,-2.82e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,359.3814,-8.1e-05,2e-08,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,408.4239,-5e-05,1.65e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,464.1589,9.2e-05,7e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,527.4997,3.3e-05,-1.07e-06,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,599.4843,-5.3e-05,1.2e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,681.2921,5.1e-05,3.6e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,774.2637,1e-05,2.3e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,879.9225,9.7e-05,-3.5e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1000.0,-7e-05,-5.1e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1136.4637,-3.3e-05,1.1e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1291.5497,-3.9e-05,-3.4e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1467.7993,-0.000146,1.8e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1668.1005,3e-05,4e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,1895.7357,2.6e-05,-6e-08,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,2154.4347,1e-06,-9e-08,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,2448.4367,-2.3e-05,-2.3e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,2782.5594,-0.000142,-3e-08,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0001,600,100,3162.2777,-4.2e-05,2.6e-07,Constant_Load,Air,False,-0.05303284,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.01,-1.6e-05,0.04142763,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0114,4e-05,0.0702272,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0129,0.000189,-0.0069257,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0147,1.7e-05,-0.04325141,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0167,2.6e-05,-0.00581918,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.019,-7e-06,-0.04474951,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0215,-0.000192,0.00086723,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0245,-3e-06,0.0315065,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0278,6e-06,0.0348783,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0316,0.000246,-0.00311359,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0359,-1.9e-05,-0.02344671,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0408,3e-05,0.00150461,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0464,-3e-06,-0.01234697,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0527,-0.000117,0.00870151,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0599,0.000114,0.01248834,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0681,7.5e-05,-0.00201277,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.0774,7.9e-05,-0.00836388,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.088,-9.1e-05,0.00271008,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.1,0.00014,-0.00191963,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.1136,-0.00014,-0.00279862,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.1292,5.9e-05,0.0108419,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.1468,0.000219,-0.00418906,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.1668,-9.9e-05,-0.00644197,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.1896,-5.7e-05,0.00224164,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.2154,1e-05,0.00011366,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.2448,-5e-05,-0.00262737,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.2783,-0.000155,0.00080135,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.3162,7e-06,0.00060198,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.3594,-0.000106,0.00043931,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.4084,4.7e-05,0.00013636,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.4642,-9.2e-05,0.00090391,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.5275,0.000155,0.00010062,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.5995,-7.8e-05,-0.00121722,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.6813,-3.2e-05,0.00091359,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.7743,8.1e-05,-0.00045753,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,0.8799,-0.000123,-0.00025962,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1.0,2.3e-05,0.00098932,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1.1365,0.000131,-0.00062938,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1.2915,-0.000161,-0.00033878,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1.4678,1.8e-05,0.00049591,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1.6681,2.6e-05,0.00013955,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1.8957,7.8e-05,-0.00030778,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,2.1544,-0.000124,-0.00038036,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,2.4484,-0.000132,0.00028002,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,2.7826,5.2e-05,0.00022658,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,3.1623,3e-05,-3.346e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,3.5938,2.5e-05,5.37e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,4.0842,3.5e-05,-8.881e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,4.6416,-6.8e-05,-9.59e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,5.275,2.3e-05,7.191e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,5.9948,2.9e-05,-6.155e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,6.8129,-7.1e-05,8.998e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,7.7426,0.000187,5.982e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,8.7992,4.7e-05,-0.00013543,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,10.0,-0.000119,7.12e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,11.3646,6.6e-05,7.43e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,12.9155,-9.7e-05,3.94e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,14.678,7.9e-05,5.665e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,16.681,0.000116,-3.757e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,18.9574,-8.2e-05,-4.01e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,21.5443,9.6e-05,2.232e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,24.4844,4.1e-05,-2.25e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,27.8256,8.2e-05,2.079e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,31.6228,0.00019,-1.316e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,35.9381,-2.5e-05,-2.875e-05,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,40.8424,-7.5e-05,-6.15e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,46.4159,-8.9e-05,-5.2e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,52.75,-8.2e-05,6e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,59.9484,-8e-06,7.52e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,68.1292,3.4e-05,2.02e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,77.4264,2.8e-05,2.45e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,87.9923,8.3e-05,-1.17e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,100.0,1e-06,2.44e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,113.6464,0.000145,-9.5e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,129.155,-2.6e-05,3.82e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,146.7799,0.000272,2.36e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,166.8101,6.3e-05,-8.36e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,189.5736,-8.6e-05,-3.49e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,215.4435,-0.000107,2.42e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,244.8437,4.8e-05,1.35e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,278.2559,-2.2e-05,3.2e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,316.2278,7.1e-05,8.6e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,359.3814,4.7e-05,-8.5e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,408.4239,-7e-06,-1.26e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,464.1589,-8.5e-05,-1.21e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,527.4997,-0.000151,3e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,599.4843,-4.5e-05,1.54e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,681.2921,8.6e-05,3.8e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,774.2637,2.1e-05,-1.06e-06,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,879.9225,-0.000125,-2e-08,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1000.0,1.7e-05,6.4e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1136.4637,3.9e-05,-3.6e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1291.5497,-8.8e-05,-7e-08,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1467.7993,1.5e-05,2.5e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
CR_0002,600,150,1668.1005,6e-06,-3e-07,Constant_Load,Air,False,-0.04474951,,Superalloy_A,Cylindrical_6mm_dia
