timestamp,outdoor_temp_c,outdoor_rh_pct,wind_speed_ms,wind_dir_deg,rain_mm,irradiance_wm2
2024-01-02 23:30:00+00:00,0.09999999999999998,77.5,8.649999999999999,265.0,0.0,0.0
2024-01-02 23:45:00+00:00,-5.551115123125783e-17,78.25,8.125,263.5,0.0,0.0
2024-01-03 00:00:00+00:00,-0.1,79.0,7.6,262.0,0.0,0.0
2024-01-03 00:15:00+00:00,-0.125,78.75,7.6,264.0,0.0,0.0
2024-01-03 00:30:00+00:00,-0.15000000000000002,78.5,7.6,266.0,0.0,0.0
2024-01-03 00:45:00+00:00,-0.17500000000000002,78.25,7.6,268.0,0.0,0.0
2024-01-03 01:00:00+00:00,-0.2,78.0,7.6,270.0,0.0,0.0
2024-01-03 01:15:00+00:00,-0.325,78.5,7.824999999999999,273.0,0.0,0.0
2024-01-03 01:30:00+00:00,-0.44999999999999996,79.0,8.05,276.0,0.0,0.0
2024-01-03 01:45:00+00:00,-0.575,79.5,8.275,279.0,0.0,0.0
2024-01-03 02:00:00+00:00,-0.7,80.0,8.5,282.0,0.0,0.0
2024-01-03 02:15:00+00:00,-0.725,79.0,8.525,282.75,0.0,0.0
2024-01-03 02:30:00+00:00,-0.75,78.0,8.55,283.5,0.0,0.0
2024-01-03 02:45:00+00:00,-0.775,77.0,8.575,284.25,0.0,0.0
2024-01-03 03:00:00+00:00,-0.8,76.0,8.6,285.0,0.0,0.0
2024-01-03 03:15:00+00:00,-0.9,76.25,8.4,284.5,0.0,0.0
2024-01-03 03:30:00+00:00,-1.0,76.5,8.2,284.0,0.0,0.0
2024-01-03 03:45:00+00:00,-1.1,76.75,8.0,283.5,0.0,0.0
2024-01-03 04:00:00+00:00,-1.2,77.0,7.8,283.0,0.0,0.0
2024-01-03 04:15:00+00:00,-1.325,77.75,7.85,281.75,0.0,0.0
2024-01-03 04:30:00+00:00,-1.45,78.5,7.9,280.5,0.0,0.0
2024-01-03 04:45:00+00:00,-1.575,79.25,7.95,279.25,0.0,0.0
2024-01-03 05:00:00+00:00,-1.7,80.0,8.0,278.0,0.0,0.0
2024-01-03 05:15:00+00:00,-1.7,80.25,8.2,278.25,0.0,0.0
2024-01-03 05:30:00+00:00,-1.7,80.5,8.4,278.5,0.0,0.0
2024-01-03 05:45:00+00:00,-1.7,80.75,8.600000000000001,278.75,0.0,0.0
2024-01-03 06:00:00+00:00,-1.7,81.0,8.8,279.0,0.0,0.0
2024-01-03 06:15:00+00:00,-1.825,81.75,8.600000000000001,278.0,0.0,0.0
2024-01-03 06:30:00+00:00,-1.9500000000000002,82.5,8.4,277.0,0.0,0.0
2024-01-03 06:45:00+00:00,-2.075,83.25,8.2,276.0,0.0,0.0
2024-01-03 07:00:00+00:00,-2.2,84.0,8.0,275.0,0.0,0.0
2024-01-03 07:15:00+00:00,-2.25,84.25,8.0,275.0,0.0,0.0
2024-01-03 07:30:00+00:00,-2.3,84.5,8.0,275.0,0.0,0.0
2024-01-03 07:45:00+00:00,-2.35,84.75,8.0,275.0,0.0,0.0
2024-01-03 08:00:00+00:00,-2.4,85.0,8.0,275.0,0.0,0.0
2024-01-03 08:15:00+00:00,-2.4,85.0,8.0,275.75,0.0,0.0
2024-01-03 08:30:00+00:00,-2.4,85.0,8.0,276.5,0.0,0.0
2024-01-03 08:45:00+00:00,-2.4,85.0,8.0,277.25,0.0,0.0
2024-01-03 09:00:00+00:00,-2.4,85.0,8.0,278.0,0.0,0.0
2024-01-03 09:15:00+00:00,-2.375,84.75,8.0,278.5,0.0,0.0
2024-01-03 09:30:00+00:00,-2.3499999999999996,84.5,8.0,279.0,0.0,0.0
2024-01-03 09:45:00+00:00,-2.3249999999999997,84.25,8.0,279.5,0.0,0.0
2024-01-03 10:00:00+00:00,-2.3,84.0,8.0,280.0,0.0,0.0
2024-01-03 10:15:00+00:00,-2.275,83.75,7.9,279.5,0.0,0.0
2024-01-03 10:30:00+00:00,-2.25,83.5,7.8,279.0,0.0,0.0
2024-01-03 10:45:00+00:00,-2.225,83.25,7.699999999999999,278.5,0.0,0.0
2024-01-03 11:00:00+00:00,-2.2,83.0,7.6,278.0,0.0,0.0
2024-01-03 11:15:00+00:00,-2.1500000000000004,82.75,7.625,278.75,0.0,0.0
2024-01-03 11:30:00+00:00,-2.1,82.5,7.65,279.5,0.0,0.0
2024-01-03 11:45:00+00:00,-2.05,82.25,7.675,280.25,0.0,0.0
2024-01-03 12:00:00+00:00,-2.0,82.0,7.7,281.0,0.0,0.0
2024-01-03 12:15:00+00:00,-1.7,80.75,8.225,279.75,0.0,3.0
2024-01-03 12:30:00+00:00,-1.4,79.5,8.75,278.5,0.0,6.0
2024-01-03 12:45:00+00:00,-1.1,78.25,9.275,277.25,0.0,9.0
2024-01-03 13:00:00+00:00,-0.8,77.0,9.8,276.0,0.0,12.0
2024-01-03 13:15:00+00:00,-0.35000000000000003,76.25,9.700000000000001,272.75,0.0,42.75
2024-01-03 13:30:00+00:00,0.09999999999999998,75.5,9.600000000000001,269.5,0.0,73.5
2024-01-03 13:45:00+00:00,0.5499999999999998,74.75,9.5,266.25,0.0,104.25
2024-01-03 14:00:00+00:00,1.0,74.0,9.4,263.0,0.0,135.0
2024-01-03 14:15:00+00:00,1.475,71.75,9.6,272.75,0.0,169.5
2024-01-03 14:30:00+00:00,1.95,69.5,9.8,282.5,0.0,204.0
2024-01-03 14:45:00+00:00,2.425,67.25,10.0,292.25,0.0,238.5
2024-01-03 15:00:00+00:00,2.9,65.0,10.2,302.0,0.0,273.0
2024-01-03 15:15:00+00:00,3.25,64.0,10.075,306.75,0.0,299.0
2024-01-03 15:30:00+00:00,3.5999999999999996,63.0,9.95,311.5,0.0,325.0
2024-01-03 15:45:00+00:00,3.9499999999999997,62.0,9.825,316.25,0.0,351.0
2024-01-03 16:00:00+00:00,4.3,61.0,9.7,321.0,0.0,377.0
2024-01-03 16:15:00+00:00,4.55,60.25,9.95,318.25,0.0,390.5
2024-01-03 16:30:00+00:00,4.8,59.5,10.2,315.5,0.0,404.0
2024-01-03 16:45:00+00:00,5.05,58.75,10.45,312.75,0.0,417.5
2024-01-03 17:00:00+00:00,5.3,58.0,10.7,310.0,0.0,431.0
2024-01-03 17:15:00+00:00,5.875,55.5,11.35,300.75,0.0,424.5
2024-01-03 17:30:00+00:00,6.449999999999999,53.0,12.0,291.5,0.0,418.0
2024-01-03 17:45:00+00:00,7.0249999999999995,50.5,12.65,282.25,0.0,411.5
2024-01-03 18:00:00+00:00,7.6,48.0,13.3,273.0,0.0,405.0
2024-01-03 18:15:00+00:00,7.5249999999999995,48.5,13.3,271.5,0.0,371.0
2024-01-03 18:30:00+00:00,7.449999999999999,49.0,13.3,270.0,0.0,337.0
2024-01-03 18:45:00+00:00,7.375,49.5,13.3,268.5,0.0,303.0
2024-01-03 19:00:00+00:00,7.3,50.0,13.3,267.0,0.0,269.0
2024-01-03 19:15:00+00:00,7.275,50.25,12.55,264.75,0.0,269.75
2024-01-03 19:30:00+00:00,7.25,50.5,11.8,262.5,0.0,270.5
2024-01-03 19:45:00+00:00,7.225,50.75,11.05,260.25,0.0,271.25
2024-01-03 20:00:00+00:00,7.2,51.0,10.3,258.0,0.0,272.0
2024-01-03 20:15:00+00:00,6.85,53.0,9.950000000000001,246.5,0.0,237.25
2024-01-03 20:30:00+00:00,6.5,55.0,9.600000000000001,235.0,0.0,202.5
2024-01-03 20:45:00+00:00,6.15,57.0,9.25,223.5,0.0,167.75
2024-01-03 21:00:00+00:00,5.8,59.0,8.9,212.0,0.0,133.0
2024-01-03 21:15:00+00:00,5.225,61.0,10.275,213.25,0.0,103.75
2024-01-03 21:30:00+00:00,4.65,63.0,11.65,214.5,0.0,74.5
2024-01-03 21:45:00+00:00,4.075,65.0,13.025,215.75,0.0,45.25
2024-01-03 22:00:00+00:00,3.5,67.0,14.4,217.0,0.0,16.0
2024-01-03 22:15:00+00:00,3.375,67.5,14.05,221.75,0.0,12.0
2024-01-03 22:30:00+00:00,3.25,68.0,13.7,226.5,0.0,8.0
2024-01-03 22:45:00+00:00,3.125,68.5,13.35,231.25,0.0,4.0
2024-01-03 23:00:00+00:00,3.0,69.0,13.0,236.0,0.0,0.0
2024-01-03 23:15:00+00:00,2.7,71.0,11.9,239.0,0.0,0.0
2024-01-03 23:30:00+00:00,2.4,73.0,10.8,242.0,0.0,0.0
2024-01-03 23:45:00+00:00,2.1,75.0,9.7,245.0,0.0,0.0
2024-01-04 00:00:00+00:00,1.8,77.0,8.6,248.0,0.0,0.0
2024-01-04 00:15:00+00:00,1.75,76.5,8.5,259.25,0.0,0.0
2024-01-04 00:30:00+00:00,1.7000000000000002,76.0,8.399999999999999,270.5,0.0,0.0
2024-01-04 00:45:00+00:00,1.6500000000000001,75.5,8.299999999999999,281.75,0.0,0.0
2024-01-04 01:00:00+00:00,1.6,75.0,8.2,293.0,0.0,0.0
2024-01-04 01:15:00+00:00,1.3250000000000002,76.5,7.6,294.75,0.0,0.0
2024-01-04 01:30:00+00:00,1.05,78.0,7.0,296.5,0.0,0.0
2024-01-04 01:45:00+00:00,0.775,79.5,6.3999999999999995,298.25,0.0,0.0
2024-01-04 02:00:00+00:00,0.5,81.0,5.8,300.0,0.0,0.0
2024-01-04 02:15:00+00:00,0.175,83.0,6.35,299.25,0.0,0.0
2024-01-04 02:30:00+00:00,-0.15000000000000002,85.0,6.9,298.5,0.0,0.0
2024-01-04 02:45:00+00:00,-0.4750000000000001,87.0,7.45,297.75,0.0,0.0
2024-01-04 03:00:00+00:00,-0.8,89.0,8.0,297.0,0.0,0.0
2024-01-04 03:15:00+00:00,-0.65,88.5,7.225,286.0,0.0,0.0
2024-01-04 03:30:00+00:00,-0.5,88.0,6.45,275.0,0.0,0.0
2024-01-04 03:45:00+00:00,-0.35,87.5,5.675000000000001,264.0,0.0,0.0
2024-01-04 04:00:00+00:00,-0.2,87.0,4.9,253.0,0.0,0.0
2024-01-04 04:15:00+00:00,0.04999999999999999,85.5,4.75,257.25,0.0,0.0
2024-01-04 04:30:00+00:00,0.3,84.0,4.6,261.5,0.0,0.0
2024-01-04 04:45:00+00:00,0.55,82.5,4.45,265.75,0.0,0.0
2024-01-04 05:00:00+00:00,0.8,81.0,4.3,270.0,0.0,0.0
2024-01-04 05:15:00+00:00,0.8,81.5,3.8249999999999997,263.25,0.0,0.0
2024-01-04 05:30:00+00:00,0.8,82.0,3.3499999999999996,256.5,0.0,0.0
2024-01-04 05:45:00+00:00,0.8,82.5,2.875,249.75,0.0,0.0
2024-01-04 06:00:00+00:00,0.8,83.0,2.4,243.0,0.0,0.0
2024-01-04 06:15:00+00:00,0.75,83.75,2.875,237.75,0.0,0.0
2024-01-04 06:30:00+00:00,0.7,84.5,3.3499999999999996,232.5,0.0,0.0
2024-01-04 06:45:00+00:00,0.65,85.25,3.8249999999999997,227.25,0.0,0.0
2024-01-04 07:00:00+00:00,0.6,86.0,4.3,222.0,0.0,0.0
2024-01-04 07:15:00+00:00,0.525,86.25,4.15,226.75,0.0,0.0
2024-01-04 07:30:00+00:00,0.44999999999999996,86.5,4.0,231.5,0.0,0.0
2024-01-04 07:45:00+00:00,0.375,86.75,3.85,236.25,0.0,0.0
2024-01-04 08:00:00+00:00,0.3,87.0,3.7,241.0,0.0,0.0
2024-01-04 08:15:00+00:00,0.275,86.75,4.225,240.75,0.0,0.0
2024-01-04 08:30:00+00:00,0.25,86.5,4.75,240.5,0.0,0.0
2024-01-04 08:45:00+00:00,0.225,86.25,5.275,240.25,0.0,0.0
