temperature_C,cte_1_per_C
186.4321608040201,1.1328643216080402e-05
187.33668341708542,1.1346733668341709e-05
188.24120603015075,1.1364824120603015e-05
189.14572864321607,1.138291457286432e-05
190.0502512562814,1.1401005025125628e-05
190.95477386934675,1.1419095477386936e-05
191.85929648241208,1.1437185929648242e-05
192.7638190954774,1.1455276381909547e-05
193.66834170854273,1.1473366834170855e-05
194.57286432160805,1.149145728643216e-05
195.47738693467338,1.1509547738693467e-05
196.3819095477387,1.1527638190954774e-05
197.28643216080403,1.154572864321608e-05
198.19095477386935,1.1563819095477386e-05
199.09547738693468,1.1581909547738693e-05
200.0,1.16e-05
