TC1_inlet,TC2_center,TC3_outlet,TC4_edge,TC5_corner,time_hours
739.2040653964026,747.0136667865161,745.6859459046119,744.3877092073474,737.7118526296636,330.0
748.8594526972796,757.1705174746145,750.9153702761866,748.3339119888034,746.6180142023597,340.0
745.2365210510628,753.682126482545,748.2119883837101,752.787084905685,743.4408817363194,350.0
741.965080827694,749.311678207513,746.255257289939,752.2488606705214,741.3831581249336,360.0
743.3584684143244,749.7824035393613,747.1252401106608,745.9519701050802,743.9687085245711,370.0
731.7591725063244,740.8566953537057,739.0822181388397,740.3632920636642,735.4540165171586,380.0
749.415296845356,758.7139684299536,760.1161936817408,756.3008009405687,750.4939597930594,390.0
742.4388609670987,745.7565739434434,750.4067409057698,748.383496902835,740.8826531356469,400.0
741.2688290256154,745.6137177437234,746.884853104049,745.1113684393778,743.1327159706376,410.0
739.4348510877131,749.541585014418,748.2153932791934,748.7494696213417,736.6153269123032,420.0
742.9753637478159,751.3301274259618,747.7631879910533,747.3334389420942,739.0829303698868,430.0
756.8345371479417,760.1513633259136,759.917736756022,761.9612555671725,755.4044349664001,440.0
740.732264996208,745.0427872610984,745.8513015917766,746.7505913915917,741.6489649269424,450.0
750.9578025141411,758.4472261736644,757.5807211074128,757.0734749248584,753.3521408304497,460.0
748.6971697396159,756.5469998144926,758.4276748252541,754.9176335185138,751.5450214195243,470.0
745.286061168225,747.3824669761989,749.0551614464612,748.295404661979,742.8287811190712,480.0
749.6441510735208,753.9179516044879,756.4706669666783,753.469049538481,749.6069222134578,490.0
733.5651761432073,739.5184061563285,734.0638512612753,737.340929225129,728.965715313926,500.0
754.3726328636716,763.8085404022605,760.635292651908,757.4299696287957,753.7355534467105,510.0
730.2830591688572,736.6341864550952,734.9614656835669,737.9606767335906,729.2118531747655,520.0
747.640590169017,748.8640289424632,754.4552093266234,754.1215507221119,747.9813293822932,530.0
747.4008392944818,748.4111521724901,751.7621358769582,752.2434237840198,747.1762709094206,540.0
737.5020365371914,743.2130493410713,744.8839435601978,744.928868157392,736.7930278306645,550.0
759.4605668430127,760.8964301856312,764.01736828627,760.0334604459844,759.532024153807,560.0
745.337774574174,749.1114082732574,745.0224446495566,746.0916861469675,739.941324053687,570.0
757.800225160821,756.6377183947934,758.9174561323559,759.7796081211131,751.4474140323655,580.0
739.2608337860405,746.6634388042945,742.7997698148414,743.5090883432817,740.7156004356152,590.0
737.3388665689355,742.5661794893887,741.9779155141165,739.3141160239115,733.3843300042516,600.0
756.4900558379129,757.8228332906272,759.0001637628254,758.8388589248735,755.5947454529786,610.0
727.5381862720311,731.6585676530185,731.451594977134,734.061227002873,728.3897010944756,620.0
755.9118764072564,763.0075864346617,758.296795772167,759.935270638497,753.3312167785725,630.0
739.5004364536375,745.0810470657426,743.9359362377803,743.717912118389,739.2421093345964,640.0
746.1125498121406,756.8640240712622,750.0669622145284,752.0431833662409,747.596456610146,650.0
741.7357532491658,748.8758372638347,750.2372325148013,747.264896149189,740.4035425796368,660.0
745.6002345216242,752.0299379195826,750.4515311582163,751.7655558386299,744.5353108768378,670.0
751.9575976016637,756.4640830696607,750.9194859504153,754.0309583431463,748.2500165148912,680.0
739.0279196902242,742.4155831125238,743.5586488258839,745.0912346566203,738.3483570964027,690.0
761.6117672167221,769.7328651824523,764.9515593389393,767.0681308621475,759.8660392093897,700.0
732.2056814098335,740.4523288808489,740.7356341662348,739.601276322092,732.175213034652,710.0
748.9897594368765,755.3601422455024,750.2479969797512,751.9095096466137,743.825845469694,720.0
761.558505013758,765.7370854159959,761.2244243544374,763.8676003667204,754.8273495408214,730.0
741.5187026634864,749.1745629998386,745.6776828104304,741.9187889867619,741.808433703402,740.0
757.8568665676554,760.9735104833969,764.0065401357996,762.1003233444972,756.3908839528868,750.0
743.0062475596187,746.4622329898158,746.3089229394137,745.578303120115,739.2550353674236,760.0
750.1693523388724,755.743874291439,755.8852321871976,754.8666325169428,748.5460127593894,770.0
739.6545965437629,743.6950602181086,740.5474789680077,744.8932654487783,736.4516931465467,780.0
741.9281286203665,751.7518103853045,750.8390118521655,746.7332745978016,745.9641365353027,790.0
756.2906033510875,758.3602816800969,763.502468439843,759.325276069391,756.135902322946,800.0
743.0729074237951,748.8502859908403,745.7833769389433,746.4251090925385,743.7134207110872,810.0
755.8849248825962,758.5918192332118,756.00790944685,762.222721960238,757.545539238116,820.0
737.7243805862455,742.5623509765363,740.3736116770066,745.4617417075594,736.4025338035834,830.0
755.4950138564895,757.8849105608484,757.0995541515471,760.1253500838855,749.9700888333138,840.0
751.5036829752858,758.6730419693456,758.1988831154681,758.980706822526,747.7867282754827,850.0
739.1955542712233,746.3147727702536,745.3619682846856,744.1606087699739,738.3885947557955,860.0
756.9452695820133,762.8981504449304,765.6005533208358,762.6145825154074,753.2218064351708,870.0
732.8931890539127,738.6272719973997,736.8689997008673,737.212334034391,730.2359489938377,880.0
748.2275820459005,764.7982588681398,756.76623873163,756.9575844268044,753.4790094222087,890.0
754.3234782154857,757.1168221824045,756.2875177416498,758.4360804906046,748.8293955993032,900.0
735.9160698766655,739.1453589004012,736.0262253541553,737.4612078392231,730.2190593271397,910.0
755.2824104582375,760.7453796821461,759.3347017022008,761.6849681854193,755.1949255348031,920.0
737.4943010285645,746.1726959227867,741.037817377321,741.5854955951345,739.1309144980546,930.0
754.3143899723588,756.7190513296146,754.328564264812,756.470538993959,750.948128700121,940.0
735.3409989487072,739.9370756477564,739.1678672361387,741.3397599858979,734.631701328156,950.0
746.3598134830463,752.8648808248373,751.4607257522597,751.0803127536049,744.8604916104565,960.0
751.646174411951,762.0591958665137,760.3266215167562,759.5417493532592,755.361472482201,970.0
745.7581105394636,748.5039530416592,752.497231755223,748.6684560300781,744.3492605742031,980.0
752.8942078038193,761.0828807624715,756.876949603537,762.2711876688494,748.573699674003,990.0
