cycle,time_min,temperature_C,phase,mean_exx,std_exx,max_exx,mean_eyy,std_eyy,max_eyy,mean_von_mises,max_von_mises,hotspot_count,timestamp
1,46,917.2413793103449,heating,0.00024639415592098726,0.0014146588390748288,0.013479212641117006,0.00018199354059419165,0.0009902643829361795,0.009445117002451844,0.00022163084127567155,0.011982723989383336,113,2025-10-03T06:34:27.886903
1,48,931.0344827586207,heating,9.929429553674163e-05,2.0779868821386052e-07,0.00010023901977039013,7.944519272247438e-05,1.8366059585889613e-07,7.997364148488122e-05,9.100837402728421e-05,9.170308591666906e-05,0,2025-10-03T06:36:27.889704
1,50,944.8275862068965,heating,0.00020040552305906366,0.0010997302833371451,0.013527282593545902,0.00015063805625749237,0.0007698153290663957,0.009479631771599262,0.000180988991122094,0.01202563201394622,49,2025-10-03T06:38:27.892901
1,52,958.6206896551723,heating,0.00010758394112122846,2.1840428534349397e-07,0.00010831568746818251,8.605575442313628e-05,2.1684415785985784e-07,8.680006035893552e-05,9.85991290906147e-05,9.913773536053386e-05,0,2025-10-03T06:40:27.895666
1,54,972.4137931034483,heating,0.00011170166985762406,2.456305749885462e-07,0.00011247250447800703,8.933666380095021e-05,2.0810778551129496e-07,9.005896100465775e-05,0.00010236873102537181,0.0001029536725837592,0,2025-10-03T06:42:27.898432
1,56,986.2068965517242,heating,0.00032583022886029827,0.001706958383696685,0.014205602878754452,0.0002396529664496435,0.0011948890435776968,0.00995585806825374,0.00029279973760916906,0.01262888519102518,149,2025-10-03T06:44:27.901442
1,58,1000.0,heating,0.00011998874070342564,2.32817007436867e-07,0.0001211386571159101,9.596154491346445e-05,2.33325190324417e-07,9.681800883838057e-05,0.00010996241103680244,0.00011062241353358866,0,2025-10-03T06:46:27.904177
1,60,1000.0,cooling,0.00011999839449933631,2.1891094271034178e-07,0.0001207454769167884,9.606503191689584e-05,2.3583937980413562e-07,9.696279972483788e-05,0.00011000254214693083,0.00011057395624138093,0,2025-10-03T06:48:27.908148
1,62,986.2068965517242,cooling,0.00011588297823556318,2.3139681374951727e-07,0.00011661765462126888,9.269234617781382e-05,2.4758371975170367e-07,9.356850443696394e-05,0.00010620449583751665,0.00010669626857429556,0,2025-10-03T06:50:27.910953
1,64,972.4137931034483,cooling,0.00011176646671170214,2.283972284717278e-07,0.00011264679631621367,8.939856859536319e-05,2.1456845125633955e-07,9.009602693390839e-05,0.0001024314095453184,0.0001030303023522852,0,2025-10-03T06:52:27.913819
1,66,958.6206896551724,cooling,0.00010759631243842588,2.0098900044807588e-07,0.00010833890873328573,8.605196868364413e-05,2.1372807771884908e-07,8.683932877704698e-05,9.860593741487227e-05,9.92112294172919e-05,0,2025-10-03T06:54:27.916691
1,68,944.8275862068965,cooling,0.00010347053929079693,2.0670756306462557e-07,0.00010407995467731462,8.274254724945002e-05,2.1258006932127878e-07,8.346614105872056e-05,9.482170860467737e-05,9.537703292339757e-05,0,2025-10-03T06:56:27.919479
1,70,931.0344827586207,cooling,9.929536317913799e-05,2.0902496384775566e-07,0.00010002389104183227,7.944121240035092e-05,2.0436094376902997e-07,8.032739780239941e-05,9.100778542423709e-05,9.155224642193703e-05,0,2025-10-03T06:58:27.922232
1,72,917.2413793103449,cooling,9.521224702801594e-05,1.8940607528617366e-07,9.585653058329163e-05,7.615807678200123e-05,1.8525637033847817e-07,7.677939093401669e-05,8.726010518756344e-05,8.77106413193427e-05,0,2025-10-03T07:00:27.925051
1,74,903.448275862069,cooling,9.103884300661e-05,1.9124705811503784e-07,9.189719423329877e-05,7.283404609287983e-05,1.6949235369954953e-07,7.342254976096736e-05,8.343984591002463e-05,8.397119631757911e-05,0,2025-10-03T07:02:27.927864
1,76,889.6551724137931,cooling,8.689743120502217e-05,1.7066573481430014e-07,8.745477533512234e-05,6.951139547356724e-05,1.751939474391265e-07,7.001278169619549e-05,7.964109264742232e-05,8.008930262011465e-05,0,2025-10-03T07:04:27.930611
1,78,875.8620689655172,cooling,8.27499046712434e-05,1.7239769564083703e-07,8.332306555573662e-05,6.618088044579267e-05,1.401006811263271e-07,6.666652854341402e-05,7.583566140489032e-05,7.625480546271186e-05,0,2025-10-03T07:06:27.933353
1,80,862.0689655172414,cooling,7.865064749288472e-05,1.478784319400883e-07,7.914978093205337e-05,6.288911147503168e-05,1.5582537879668486e-07,6.336618908400278e-05,7.207461654865741e-05,7.245771538630151e-05,0,2025-10-03T07:08:27.936097
1,82,848.2758620689656,cooling,0.00026854904055746925,0.001618519779318542,0.01402036769619186,0.0001954751500137218,0.001132960174535131,0.009821865596012433,0.00024076338520379227,0.012463200582226653,142,2025-10-03T07:10:27.939182
1,84,834.4827586206897,cooling,7.036581829274526e-05,1.3770907157982317e-07,7.085211583784823e-05,5.628379452578224e-05,1.5711399125210658e-07,5.675425028154003e-05,6.448878535416774e-05,6.483952605011844e-05,0,2025-10-03T07:12:27.941893
1,86,820.6896551724138,cooling,6.620084873264632e-05,1.3032626729172465e-07,6.664289460466655e-05,5.2948517601210355e-05,1.1627937387808493e-07,5.339624427839389e-05,6.0670403161326704e-05,6.096913663911454e-05,0,2025-10-03T07:14:27.944675
1,88,806.8965517241379,cooling,6.207862605315182e-05,1.1717193528412389e-07,6.250714425006018e-05,4.968173405919599e-05,1.159137027917483e-07,5.00481907120109e-05,5.690243082750257e-05,5.7182944006661594e-05,0,2025-10-03T07:16:27.947460
1,90,793.1034482758621,cooling,5.791586510872756e-05,1.1747365976940001e-07,5.831481471344353e-05,4.632650179713515e-05,1.1295291761890889e-07,4.6641434580147756e-05,5.3078993323077704e-05,5.3400873843709026e-05,0,2025-10-03T07:18:27.950153
1,92,779.3103448275863,cooling,5.379018547623694e-05,1.078148183722354e-07,5.412901228599789e-05,4.3043871194071684e-05,9.844792678968427e-08,4.3359575243647315e-05,4.9303632452816666e-05,4.955873780426611e-05,0,2025-10-03T07:20:27.952879
1,94,765.5172413793103,cooling,4.9662614069708216e-05,9.143419693807403e-08,4.9974133943914634e-05,3.9716505881857486e-05,8.98392878135048e-08,3.9982043393061955e-05,4.551229829377557e-05,4.57279781149227e-05,0,2025-10-03T07:22:27.955653
1,96,751.7241379310345,cooling,0.00016212024111568278,0.001290209296921217,0.014439713447759277,0.00011802752008793542,0.0009031566193899194,0.010112448735903612,0.00014535165562672413,0.012835331288545557,81,2025-10-03T07:24:27.958748
1,98,737.9310344827586,cooling,0.00019397936339951796,0.00142737706977207,0.01354562187367068,0.00013992403464788467,0.00099916712602507,0.009486202925333254,0.00017355656107765743,0.012040566401422627,113,2025-10-03T07:26:27.961672
1,100,724.1379310344828,cooling,0.00010423306102131412,0.0009547523457548897,0.013710132131765376,7.6688359777616e-05,0.0006683226396627098,0.009600774587670509,9.367541642896347e-05,0.012186656945338433,49,2025-10-03T07:28:27.964627
1,102,710.344827586207,cooling,0.00014786703457497587,0.0010734480648846418,0.010188871422515478,0.00010681271562681012,0.0007514073653897875,0.007135461441403557,0.00013234070273042569,0.009056790373181205,0,2025-10-03T07:30:27.967605
1,104,696.551724137931,cooling,2.8965007147520316e-05,5.856374683503871e-08,2.9225854648936432e-05,2.3178839450793258e-05,5.6840640901254633e-08,2.3403371229797e-05,2.65492333135748e-05,2.6735355956041746e-05,0,2025-10-03T07:32:27.970411
1,106,682.7586206896551,cooling,2.482066201439087e-05,4.836250206088201e-08,2.49882317417267e-05,1.9864943173712903e-05,4.878104324313896e-08,2.0034954903596162e-05,2.2751390394809293e-05,2.2853937088236682e-05,0,2025-10-03T07:34:27.973129
1,108,668.9655172413793,cooling,2.0691548299772585e-05,3.9943399753696554e-08,2.083741686009634e-05,1.6543039869952636e-05,3.9121118166876596e-08,1.6696362495016985e-05,1.896087203992925e-05,1.905295912043832e-05,0,2025-10-03T07:36:27.975909
1,110,655.1724137931035,cooling,1.6549265537781478e-05,3.3577992455817164e-08,1.6675247973823308e-05,1.3243866489297363e-05,3.096282564075306e-08,1.3342699030012377e-05,1.5169178358567004e-05,1.5251434525905814e-05,0,2025-10-03T07:38:27.978689
1,112,641.3793103448277,cooling,0.00031790913888272396,0.0018779494012944942,0.013278055226777774,0.0002237766593856197,0.0013145665046325,0.009295888483161749,0.000282905616641576,0.011802074929239029,178,2025-10-03T07:40:27.981969
1,114,627.5862068965517,cooling,0.00016087591590383007,0.0012407911016820098,0.010249836461440485,0.0001134420947405891,0.0008685517415298718,0.0071757139448124785,0.00014321870837697467,0.00911043549217829,0,2025-10-03T07:42:27.985012
1,116,613.7931034482758,cooling,0.0001625961576512127,0.0012884353047764234,0.01063894625217489,0.00011423054476302359,0.0009019047025355042,0.007447675993801506,0.0001446327466318312,0.009456194088593162,0,2025-10-03T07:44:27.988508
1,118,600.0,cooling,5.301572025077071e-05,0.0007555083447466133,0.010819518684439281,3.7110963117760066e-05,0.000528855792397805,0.007573662564026727,4.712279427536002e-05,0.009616598119689313,0,2025-10-03T07:46:27.991515
2,120,600.0,heating,-6.837136520588888e-12,1.0269378888398412e-09,2.8618904309065957e-09,-9.691534281744037e-11,9.439165266960488e-10,3.8358452416387755e-09,1.5148390958571685e-09,5.150252565068224e-09,0,2025-10-03T07:48:27.996422
2,122,613.7931034482758,heating,5.183180789970189e-06,1.219487323609778e-08,5.231683638051775e-06,4.147475102182019e-06,1.3050415147202676e-08,4.198176281931357e-06,4.750804805397306e-06,4.784800444873039e-06,0,2025-10-03T07:50:28.004538
2,124,627.5862068965517,heating,8.245452305594518e-05,0.0010273994400635134,0.014723623406569537,5.8754967030538694e-05,0.0007191798848427131,0.01030758157171001,7.357418983634727e-05,0.013086867819681533,49,2025-10-03T07:52:28.007674
2,126,641.3793103448276,heating,1.5504436002538722e-05,3.857989366770603e-08,1.5614765493145207e-05,1.2400326445302617e-05,3.547886210984346e-08,1.260722495358717e-05,1.4209104169790665e-05,1.4282589535412246e-05,0,2025-10-03T07:54:28.010577
2,128,655.1724137931035,heating,2.062176622365474e-05,5.007532544629048e-08,2.0793323452919433e-05,1.6492763173437664e-05,5.266568094758129e-08,1.6651039474080482e-05,1.889879379915344e-05,1.902509431654549e-05,0,2025-10-03T07:56:28.013486
2,130,668.9655172413793,heating,2.5681991572389353e-05,5.752334671294872e-08,2.590146714069432e-05,2.055776392550526e-05,6.01468281461174e-08,2.075337254031517e-05,2.3542101860274744e-05,2.3687484987863873e-05,0,2025-10-03T07:58:28.016245
2,132,682.7586206896551,heating,3.0695771289373755e-05,6.779301526351859e-08,3.0906146455076194e-05,2.4560667310368566e-05,7.809937628959718e-08,2.4846688028513583e-05,2.813468426914799e-05,2.828993058762924e-05,0,2025-10-03T08:00:28.018974
2,134,696.551724137931,heating,3.566066059348693e-05,8.810937489028186e-08,3.5985226655065595e-05,2.8532483972004624e-05,8.29009743233697e-08,2.8835180441212432e-05,3.2685080495437e-05,3.2889171773939693e-05,0,2025-10-03T08:02:28.021833
2,136,710.3448275862069,heating,7.694987447622215e-05,0.0006752269483743528,0.01259745396610588,5.792113433711024e-05,0.0004726528580850108,0.00882221662235881,6.951776839849181e-05,0.011197746505304034,29,2025-10-03T08:04:28.024895
2,138,724.1379310344828,heating,4.531230996925803e-05,1.1302352505029044e-07,4.574134476777109e-05,3.625285123159352e-05,1.0741527994871995e-07,3.6640622247586975e-05,4.153072074789428e-05,4.184331671771889e-05,0,2025-10-03T08:06:28.027655
2,140,737.9310344827586,heating,5.004504987249578e-05,1.1739321100152174e-07,5.043830933359139e-05,4.0039109259725495e-05,1.2486242426704074e-07,4.048452822045992e-05,4.5868417622860605e-05,4.617087064030825e-05,0,2025-10-03T08:08:28.030476
2,142,751.7241379310344,heating,5.465757603287105e-05,1.5196311656003668e-07,5.5067881925578756e-05,4.371773284269492e-05,1.3897597150907574e-07,4.413755793055991e-05,5.0092179588785745e-05,5.045607803744762e-05,0,2025-10-03T08:10:28.033291
2,144,765.5172413793103,heating,5.915827300654801e-05,1.4098010622529763e-07,5.9663331653141915e-05,4.7325991570451566e-05,1.3930604464748675e-07,4.772025375164155e-05,5.4219649375706294e-05,5.4614034575663366e-05,0,2025-10-03T08:12:28.036022
2,146,779.3103448275862,heating,6.357455286317551e-05,1.5055366502262908e-07,6.429778987639672e-05,5.084560346294054e-05,1.6653563357403298e-07,5.136004931163485e-05,5.826297069207007e-05,5.879136086116592e-05,0,2025-10-03T08:14:28.038741
2,148,793.1034482758621,heating,6.786014822861386e-05,1.8212843348060698e-07,6.856589714134302e-05,5.4322343250998784e-05,1.598124144651161e-07,5.483705260010698e-05,6.220658435208821e-05,6.27233058265372e-05,0,2025-10-03T08:16:28.042416
2,150,806.8965517241379,heating,7.206784858377978e-05,1.721101094204421e-07,7.260731103538415e-05,5.7652225733589044e-05,1.7442262302916436e-07,5.838473697369861e-05,6.605111135912388e-05,6.648683900762009e-05,0,2025-10-03T08:18:28.046513
2,152,820.6896551724137,heating,7.617866503403995e-05,1.9270242017161622e-07,7.68931095715034e-05,6.093993561475892e-05,1.89426586118183e-07,6.16194699080222e-05,6.981853033290062e-05,7.04592808227565e-05,0,2025-10-03T08:20:28.049254
2,154,834.4827586206897,heating,8.01373842580878e-05,2.0621383399073256e-07,8.09143426672582e-05,6.41401704289932e-05,1.7991143974564973e-07,6.475826668155465e-05,7.34575735436809e-05,7.394342002990327e-05,0,2025-10-03T08:22:28.052445
2,156,848.2758620689655,heating,8.399877555810944e-05,1.9540201674339433e-07,8.470507668770712e-05,6.723937939016156e-05,2.0258077853151394e-07,6.785127797874575e-05,7.699994288051306e-05,7.758763852891632e-05,0,2025-10-03T08:24:28.056176
2,158,862.0689655172414,heating,8.777770897992567e-05,2.3605763035747182e-07,8.850163333059745e-05,7.020098116021587e-05,2.109880634831722e-07,7.114573161570652e-05,8.044333572189363e-05,8.09730901203915e-05,0,2025-10-03T08:26:28.058954
2,160,875.8620689655172,heating,0.00012548862648474775,0.0006312572987717812,0.011830759499787924,9.695920780316021e-05,0.00044187052201271156,0.00829054387728606,0.00011405976351336054,0.010517413813740493,29,2025-10-03T08:28:28.061908
2,162,889.655172413793,heating,9.497981141896427e-05,2.3761813667219494e-07,9.585068675663859e-05,7.597316021921978e-05,2.1855815728009704e-07,7.667034497324369e-05,8.704757536663865e-05,8.771388592244472e-05,0,2025-10-03T08:30:28.064818
2,164,903.448275862069,heating,0.00023533216140618675,0.0012804375411424613,0.012212674901051003,0.00017460359099297372,0.0008962947061792126,0.008558886383163364,0.0002118981431909425,0.010857053714431112,113,2025-10-03T08:32:28.067881
2,166,917.2413793103449,heating,0.00016000389545107958,0.0008288291239209602,0.011971616556676019,0.00012222444671416147,0.0005801736538035814,0.008390759488136203,0.00014504557145614218,0.010642852296884149,49,2025-10-03T08:34:28.070868
2,168,931.0344827586207,heating,0.00010516508040451603,2.589993539841726e-07,0.00010588555900754195,8.417139928373329e-05,2.5157786026642013e-07,8.498300417666185e-05,9.639897900784321e-05,9.705140614097835e-05,0,2025-10-03T08:36:28.073712
2,170,944.8275862068965,heating,0.00015023408303518987,0.0007745975106066968,0.014513716052533996,0.00011599415851833435,0.0005422317302954606,0.010170493998495575,0.00013652876938596083,0.012902481610538518,29,2025-10-03T08:38:28.076792
2,172,958.6206896551723,heating,0.00011166315167713567,2.7735780701083326e-07,0.00011284005796263587,8.930469227907368e-05,2.6167192363071474e-07,9.04196868622532e-05,0.0001023333314711979,0.00010310727439032782,0,2025-10-03T08:40:28.079570
2,174,972.4137931034483,heating,0.00011478312284893297,2.8372855376902773e-07,0.00011563026640039682,9.184929729299553e-05,2.6327253187523356e-07,9.28926217545932e-05,0.00010520870361692258,0.00010587037643031484,0,2025-10-03T08:42:28.082710
2,176,986.2068965517242,heating,0.00026284875142488693,0.001355088546607077,0.012938536088159643,0.00019577507919108688,0.000948591212534765,0.00906928488862403,0.00023688069930401663,0.011502698580057709,113,2025-10-03T08:44:28.086098
2,178,1000.0,heating,0.00012096743150259435,2.908686119896297e-07,0.00012247165490634145,9.679003422178024e-05,2.7075768896482643e-07,9.766896087214796e-05,0.00011087461805392405,0.00011203186077147153,0,2025-10-03T08:46:28.088845
2,180,1000.0,cooling,0.0001199787870994683,3.024681237722677e-07,0.00012120330038368608,9.5947415016071e-05,3.358068980975287e-07,9.736579999450527e-05,0.00010995168430954916,0.00011078497942076567,0,2025-10-03T08:48:28.092885
2,182,986.2068965517242,cooling,0.00011481190750677972,2.806002813653566e-07,0.00011573861364904583,9.18596022193297e-05,2.699902797665899e-07,9.273877070321497e-05,0.0001052309308605142,0.00010596746891701338,0,2025-10-03T08:50:28.095797
2,184,972.4137931034483,cooling,0.00028970418091823954,0.0014641468939116178,0.012195087131379637,0.00021375023199308578,0.0010249180856753048,0.008547588818323534,0.0002605212608424656,0.01084170654055372,149,2025-10-03T08:52:28.098918
2,186,958.6206896551724,cooling,0.0001044977745109942,2.6924443296736465e-07,0.00010531488927795533,8.354210204227037e-05,2.3554820193551025e-07,8.436859255664972e-05,9.575623690299404e-05,9.635175562134968e-05,0,2025-10-03T08:54:28.101657
2,188,944.8275862068965,cooling,0.00027611919407864575,0.0014369982223728568,0.0119607374903611,0.0002031774396514938,0.0010059263028506587,0.008382736957280718,0.0002481509792837369,0.010633068881323692,149,2025-10-03T08:56:28.104647
2,190,931.0344827586207,cooling,9.43390539942425e-05,2.352935944417488e-07,9.521039577328622e-05,7.544050976797612e-05,2.332433198625939e-07,7.616127367173685e-05,8.645384688687532e-05,8.697424641547582e-05,0,2025-10-03T08:58:28.107499
2,192,917.2413793103449,cooling,0.00019444272420401112,0.0011635865731277819,0.013071023026872547,0.0001450320800781515,0.0008145161719321041,0.009158885604519544,0.00017529200864386805,0.011619694238784192,81,2025-10-03T09:00:28.110597
2,194,903.448275862069,cooling,0.00012717408042384144,0.0007941535700619609,0.014852949962353633,9.745842693261251e-05,0.0005559056983598159,0.010405508531791242,0.00011537080483421116,0.0132034608048256,29,2025-10-03T09:02:28.113600
2,196,889.6551724137931,cooling,0.0002824698790006584,0.0016506967631064423,0.013704580438940057,0.0002056790369551234,0.0011554824328913694,0.009601357441852799,0.00025326136772034735,0.012182636182726957,149,2025-10-03T09:04:28.116542
2,198,875.8620689655172,cooling,7.467780464811023e-05,1.7535966101969396e-07,7.521659608846028e-05,5.9743339943566976e-05,1.9045225561130753e-07,6.0265626660076044e-05,6.844424309963033e-05,6.888911566860205e-05,0,2025-10-03T09:06:28.119432
2,200,862.0689655172414,cooling,6.994735618192948e-05,1.6653798995414941e-07,7.054633225477702e-05,5.5965501016546735e-05,1.8533678304397689e-07,5.6544434141919686e-05,6.411088108089625e-05,6.446974981070747e-05,0,2025-10-03T09:08:28.122203
2,202,848.2758620689656,cooling,6.536497616153348e-05,1.6812404906746572e-07,6.592739701779347e-05,5.231173082960587e-05,1.8204111656152713e-07,5.278764332790244e-05,5.9915069390952055e-05,6.0387066750276845e-05,0,2025-10-03T09:10:28.124927
2,204,834.4827586206897,cooling,6.083329429081303e-05,1.4238096619011114e-07,6.1340406473084e-05,4.863961038164285e-05,1.6933524818401526e-07,4.92068008483718e-05,5.5746245994822797e-05,5.616475280850252e-05,0,2025-10-03T09:12:28.127723
2,206,820.6896551724138,cooling,5.643522172417924e-05,1.3878913038378749e-07,5.694476997053406e-05,4.512349628279183e-05,1.414439443298187e-07,4.5562340637544974e-05,5.171611661886188e-05,5.210522558432085e-05,0,2025-10-03T09:14:28.130623
2,208,806.8965517241379,cooling,5.2112280341005535e-05,1.2739410111541984e-07,5.257375183193929e-05,4.16744024865445e-05,1.3297434206277192e-07,4.203380445732864e-05,4.775707988525749e-05,4.806385907143711e-05,0,2025-10-03T09:16:28.133457
2,210,793.1034482758621,cooling,4.792438534192496e-05,1.0723096887932484e-07,4.8288065412029135e-05,3.833870493241433e-05,1.1312108951268256e-07,3.885118471537583e-05,4.3923463085615955e-05,4.4166414989843186e-05,0,2025-10-03T09:18:28.136280
2,212,779.3103448275863,cooling,4.3842784060504095e-05,1.0653734675513736e-07,4.425176817771639e-05,3.507277380844437e-05,1.2526813258703863e-07,3.5655900433064e-05,4.018244923692187e-05,4.046055292223071e-05,0,2025-10-03T09:20:28.139087
2,214,765.5172413793103,cooling,3.985598798645132e-05,9.209420961284603e-08,4.0185159451869205e-05,3.189017659268082e-05,1.0421714638754065e-07,3.226091800652035e-05,3.653070479162713e-05,3.67668049420828e-05,0,2025-10-03T09:22:28.141899
2,216,751.7241379310345,cooling,3.599040408608627e-05,8.474500988677176e-08,3.623340123205145e-05,2.8808162327561077e-05,9.664000982529771e-08,2.912287621269614e-05,3.2991255390680876e-05,3.318994867276073e-05,0,2025-10-03T09:24:28.144758
2,218,737.9310344827586,cooling,0.0002527027224918253,0.0017926262059164673,0.014828778994498975,0.00018012047166625342,0.0012548355410535454,0.010383427537005338,0.00022549928311947629,0.013180846017483575,149,2025-10-03T09:26:28.147810
2,220,724.1379310344828,cooling,2.8588548692832317e-05,6.836934555088151e-08,2.8862948481371442e-05,2.287123033376414e-05,7.495075839975028e-08,2.3158196790980265e-05,2.620218901600746e-05,2.635928637385006e-05,0,2025-10-03T09:28:28.150613
2,222,710.344827586207,cooling,2.501014593087495e-05,5.980632502981702e-08,2.5224504893280214e-05,2.000503449441525e-05,5.831851339312895e-08,2.0240752879935308e-05,2.292134317325024e-05,2.309970422763921e-05,0,2025-10-03T09:30:28.153443
2,224,696.551724137931,cooling,2.1534261330172e-05,5.536773739298747e-08,2.174832679114753e-05,1.7240309552115424e-05,5.914603561503155e-08,1.7541425610645275e-05,1.974088762151903e-05,1.991670417143677e-05,0,2025-10-03T09:32:28.156312
2,226,682.7586206896551,cooling,1.8137758277854982e-05,4.323032334090234e-08,1.827643939619951e-05,1.4505522708898725e-05,4.705747573470669e-08,1.4729104904182418e-05,1.6622127124633826e-05,1.6747765916083287e-05,0,2025-10-03T09:34:28.159054
2,228,668.9655172413793,cooling,1.4810201844574541e-05,3.719061021482213e-08,1.4947622923770135e-05,1.1851414176810992e-05,3.6700897029876515e-08,1.2012148541243707e-05,1.357494883870292e-05,1.3680049553184079e-05,0,2025-10-03T09:36:28.161783
