experiment_id,snr_db,attenuation_coefficient
46,0.569429015976504,"[0.3086052775633239, 0.23044473061850598, 0.24027790635818733, 0.2933674108405647, 0.29081149172613385, 0.26133835998723826, 0.26801953490717134, 0.2708695685345499, 0.2993744905979482, 0.26084310714648623, 0.22043255494107045, 0.30013071288702997, 0.27946187698174807, 0.2622711553727622, 0.25793051948770834, 0.2660183941600996, 0.274323489901482, 0.2494491339180112, 0.27638067279406875, 0.2340749923259941, 0.29081344331061176, 0.25453432743199333, 0.2429644439437521, 0.2485873278226369, 0.2701951371254888, 0.24321684074332556, 0.2715084592712145, 0.2661477583144058, 0.24711727465285727, 0.29136818409602744, 0.28474863673369544, 0.2745937071718726, 0.2792833775430061, 0.2625824542112018, 0.2697382745834183, 0.28332707993885053, 0.267184685401166, 0.29335894264306706, 0.2583696793725295, 0.2745856245622094, 0.2779036083600735, 0.2600752259832743, 0.2521767428126218, 0.3119320194440579, 0.25567703188140534, 0.2654217341472668, 0.2563477986846419, 0.26149067220993205, 0.2428075384559429, 0.25298182741190217, 0.2504282214760283, 0.2731325614523846, 0.29393909503366467, 0.2833457667668369, 0.24898155455795132, 0.298018516607401, 0.28597088410841376, 0.25663624130062734, 0.28365052405732377, 0.295111041703136, 0.288815966997749, 0.265591503154125, 0.2629219497169938, 0.28142040569222826, 0.297264342399104, 0.2821651875993539, 0.30223203326485726, 0.2860919296152186, 0.24760158368337895, 0.2807319409899104, 0.30454421267494935, 0.32064635999561, 0.3087460571160753, 0.29423903080963665, 0.26215622875108413, 0.275194559613558, 0.29233389161795165, 0.3051911325573436, 0.2907287041014313, 0.32390705626710886, 0.2954184007139892, 0.29612771702516294, 0.2921953980516928, 0.3283888836737983, 0.3377797968486122, 0.3405322881714704, 0.31484124004611813, 0.3232368749542511, 0.302670307663249, 0.3122887502686684, 0.33499466482578366, 0.3395562508897307, 0.3498185282055928, 0.3295683459953179, 0.34364249743011155, 0.37245160182485854, 0.35096339473445437, 0.3461175556692838, 0.34424452662748267, 0.39472839102444407]"
47,0.9869646707587659,"[0.2093769887360201, 0.19180006553643186, 0.18922124526335776, 0.221988915894419, 0.221430319137399, 0.20755341474798114, 0.2026222072126991, 0.21818226483117353, 0.21399714036336506, 0.20214993097634917, 0.21054339337108516, 0.20394786443041488, 0.2147073777583335, 0.1975708721518773, 0.18823686782006102, 0.2007485514846277, 0.21963653015916437, 0.20686216325071238, 0.23958276706269085, 0.20961353287099227, 0.2098469123607521, 0.16557986939530744, 0.2031253045724674, 0.22790337692612134, 0.220284572344805, 0.2225340018420257, 0.21832510926341295, 0.24903524092536716, 0.20570698517141361, 0.20928145365669987, 0.222757968762974, 0.20370442563783034, 0.22242446604117397, 0.18050742719911866, 0.19243084953256503, 0.1948108308413922, 0.20787075075389463, 0.2131138538444129, 0.21896652705985797, 0.1970101438151684, 0.18825139619567877, 0.2466629981993472, 0.2403114830000228, 0.21352159175204793, 0.24860364278290062, 0.1987625748186386, 0.22625909736787284, 0.22234443404433216, 0.21453734061207408, 0.21320004286552482, 0.2663899357637994, 0.22477922596869282, 0.23356401583367895, 0.22577844907510036, 0.23636711707332178, 0.25413043287607673, 0.22366352565881706, 0.23660346341776978, 0.2078279499646287, 0.25221977213153596, 0.22674404697572328, 0.22028708772392847, 0.22659506349699302, 0.2462236709219413, 0.21700411286785729, 0.24023074044146098, 0.23136787846933915, 0.2223955711059116, 0.24291186897066558, 0.24620227974975245, 0.1986518480144333, 0.23265117424123222, 0.2103766147895434, 0.2513979809289957, 0.2695483073057231, 0.24338708702890166, 0.24980194044507897, 0.2843657183648679, 0.2207007170429482, 0.232908647096231, 0.2372858508039328, 0.2736117771066606, 0.30944633656625475, 0.26182968646673643, 0.26087184311578887, 0.28669972054088283, 0.28483053676821657, 0.265902085259631, 0.2723694367872389, 0.27741981701425766, 0.2522543580240342, 0.3005987851082552, 0.2846199199334061, 0.2743729273124037, 0.2735832136491772, 0.30765047224998615, 0.3081050975491432, 0.3118987522267859, 0.3005288340515101, 0.28919616726842545]"
48,2.1520703645502475,"[0.09740085527936237, 0.11725852218676172, 0.11706230160951257, 0.11155384890454828, 0.09624137470837818, 0.13065069063583326, 0.17145646235618017, 0.14731746115296235, 0.11623587921501032, 0.15600326570449674, 0.14663455142603918, 0.15685818758186992, 0.12665543467143853, 0.1352973032395838, 0.14478028919147615, 0.12379792393002051, 0.12923144063275718, 0.13284931074160297, 0.09288706615074732, 0.17908067009020992, 0.13649233656129992, 0.15477786342748415, 0.09147962486523731, 0.12204660742533119, 0.16512316626928922, 0.1519717840248923, 0.11972088840505613, 0.14485561531082902, 0.12945657198958602, 0.18552878472743603, 0.1602089109291288, 0.12338268613485819, 0.1432959482640818, 0.1272314205150245, 0.14076743321060742, 0.13994877774518952, 0.1274277645597309, 0.1209736923494423, 0.15460392722632493, 0.14449740746802217, 0.15609939672885642, 0.16214962822093604, 0.1423944403455714, 0.15795959894863865, 0.1796863942070576, 0.1096117000154436, 0.13524723446361273, 0.13721883747221875, 0.14370172074156723, 0.1451297578416975, 0.1508625986373421, 0.11673892218001738, 0.11582530000681666, 0.14143869675871643, 0.14399536143489045, 0.1781285345766111, 0.13918673054678354, 0.1581812704205337, 0.12970526576954014, 0.1172371362533601, 0.18449606782401756, 0.18227519126211567, 0.14632126499427994, 0.1794520112004898, 0.19261997192830027, 0.16710713180586886, 0.16308814269141872, 0.150938267330641, 0.1876134164377968, 0.17934856080684913, 0.1649961541292935, 0.15592331561503675, 0.14519528982837845, 0.1650061715485469, 0.14447041468656713, 0.15398272410828137, 0.1596688159087124, 0.16748919624809877, 0.13128657358382256, 0.17092264354171108, 0.17150028072853038, 0.17983850225853876, 0.17738249014691013, 0.18552376387872133, 0.18044565302945553, 0.18558340428169115, 0.18615063578331698, 0.18284529821450474, 0.163698245620286, 0.19454720560181354, 0.20529135558355543, 0.2245449803684532, 0.20988638569843918, 0.19994779083068598, 0.19534181151709346, 0.22287813122037345, 0.16460186130345814, 0.21956512349906399, 0.20957545406386002, 0.24521855929508332]"
49,1.7604368177154446,"[0.1804581534718663, 0.14876300488939898, 0.1414334922870471, 0.19584990667370755, 0.19972763481296274, 0.17105721704049084, 0.1570287793661284, 0.15130028891909428, 0.16063144549717842, 0.1402635829936123, 0.14776114913803426, 0.1656144208005594, 0.17217454955224323, 0.14264084533225235, 0.15165247142469648, 0.15989590928406766, 0.17317234539664383, 0.1587614922602878, 0.16560827290921462, 0.12921511867818458, 0.1736982871112375, 0.16651721099804834, 0.15062502510166734, 0.1581800523430233, 0.18732635815586252, 0.15519043571363483, 0.11065271170831834, 0.1703205171962857, 0.1919034831147039, 0.12683637789806554, 0.13693571535758237, 0.16430397724695822, 0.16329761695996822, 0.15279556785715287, 0.16609197315164245, 0.17621053944638815, 0.1773816558761826, 0.17141152384004735, 0.15835404284965604, 0.1337149963198262, 0.2001847749792707, 0.20174823715901574, 0.17234959752133183, 0.1501953122776728, 0.1717637814913571, 0.1601276870970426, 0.142609367647959, 0.19903943465364277, 0.20011777701064826, 0.18188267067808342, 0.1748250624681875, 0.12648567982305448, 0.17388121331521356, 0.17063593787096257, 0.15117089673511452, 0.1931871282312082, 0.18765525042464898, 0.19274993896305068, 0.1773811649768222, 0.17076021324248825, 0.14182775804453018, 0.18972579148757485, 0.18173862789165035, 0.16336542637169912, 0.16988174780655627, 0.21248771084632398, 0.18684852957813328, 0.1879126970843825, 0.1716683660768021, 0.21441063746878275, 0.17353227911266844, 0.18904735029091707, 0.1545391195273081, 0.21336093224236408, 0.20052089715863658, 0.18006410675009948, 0.22135591723206618, 0.24824457425319413, 0.1807266963042022, 0.18222202516481414, 0.21313895127788174, 0.18453708585144982, 0.18421398591641913, 0.23828892487542241, 0.21793851966155509, 0.2166294412467509, 0.1944124410374461, 0.22549202189786113, 0.2073799386562789, 0.20141013458208562, 0.25558854021659094, 0.2162918143952906, 0.19140136527079032, 0.22897998153014298, 0.2122332424907036, 0.2517048032559707, 0.220562368713095, 0.25948052586808934, 0.26451733081333884, 0.22926056488141222]"
50,0.7532887083980246,"[0.25756152138251237, 0.20795455284506192, 0.22488724877544347, 0.26401032814716147, 0.22341597564082408, 0.2117043322237786, 0.25251954610403066, 0.1973602803478008, 0.20247462408499758, 0.242887883334146, 0.23869067111412728, 0.21696923707884763, 0.24127583534729813, 0.2444805055953833, 0.21944125649474497, 0.2287328382493967, 0.2221432667916814, 0.2382561725102878, 0.23619781435762988, 0.21301775834996167, 0.24892821601566537, 0.2401047066402955, 0.238667045957866, 0.2263109816920315, 0.22955786985077556, 0.22690716999731328, 0.23439591207181867, 0.2696142198756672, 0.25693922852866813, 0.24286406354589646, 0.20160731557862113, 0.23332220694009467, 0.24117271556799966, 0.2088800475056537, 0.22116001719209138, 0.23837554614990136, 0.2233220630922786, 0.24424212892265493, 0.22701324860255984, 0.26059823504572954, 0.24970010396988132, 0.253468065520474, 0.2608680894474271, 0.24492740049631098, 0.22429143369556673, 0.24897178282436716, 0.22307897135459534, 0.2578181323107099, 0.27394034321949773, 0.2603958641060436, 0.23218520553072056, 0.22644718304040104, 0.2460703680834165, 0.22939797290854358, 0.24697020483176027, 0.2501877549085684, 0.2709835821138159, 0.21716595140651032, 0.315283460911271, 0.2594677165721301, 0.2685264253137518, 0.2647500739302645, 0.2389786995466292, 0.2720959478684861, 0.2447517218685311, 0.29477285937342973, 0.25468169666664037, 0.2673042811599665, 0.25132805241486345, 0.2627199748321609, 0.2586470669903995, 0.2914051445201475, 0.26635083630343215, 0.26075296478520904, 0.2749917779910426, 0.28457372805960746, 0.26492829416833497, 0.3050776999659223, 0.28030079726296375, 0.2551257617726966, 0.2723902494884633, 0.29370961999142253, 0.27904274569532583, 0.259276165948195, 0.28298208959463333, 0.3192601165257004, 0.29240477202748305, 0.3200945504075115, 0.27552564249361144, 0.31162160430805097, 0.3217298748696066, 0.2954816822040344, 0.31621192692703914, 0.2940823500008007, 0.3132155981198675, 0.3201865176684358, 0.2982188104926975, 0.3114709908258965, 0.3418912672923618, 0.3436650309700084]"
51,0.3733196219419524,"[0.29921190460866315, 0.3007812155006784, 0.28658941333084054, 0.31480343644316533, 0.29980721160181556, 0.30293318496874677, 0.3265588491084649, 0.3071646143367783, 0.29830651300302236, 0.3519385001462319, 0.31191959106349654, 0.30098340968298426, 0.30025698319144367, 0.2786712478734682, 0.2973996221804551, 0.32406926248663853, 0.31445858974941077, 0.29669726462234647, 0.28609315662170687, 0.29233037901337566, 0.3354763001576699, 0.27833483031226625, 0.30623803181326703, 0.2951004341122575, 0.2794927750793189, 0.27485430128337, 0.28661600451293767, 0.32512721158507246, 0.28424479588970036, 0.3178178729789272, 0.3280531393760678, 0.2924680709414793, 0.3179840999517248, 0.2867348349582579, 0.3082396446952087, 0.2593349871179805, 0.3121207445850827, 0.331814057581029, 0.30858915292101885, 0.31196388815874815, 0.2970671907480011, 0.2782886583917943, 0.3425551255220809, 0.28521419832392547, 0.2939427713325715, 0.3098310078504034, 0.31101056461245974, 0.31647841982586156, 0.30613633203895896, 0.30352978168017825, 0.3314706098807363, 0.3205654276081609, 0.3433150875823268, 0.3509286278642009, 0.34638827153230395, 0.3366245161652554, 0.33079270964751567, 0.299173346318304, 0.297240595838472, 0.2960954392913005, 0.3318358940029088, 0.30737869403673296, 0.3042848445958761, 0.33890518856688295, 0.272587602141533, 0.3478569225734075, 0.31750623923927573, 0.35344725947542477, 0.32035064716948497, 0.3421462212026285, 0.3116350398236726, 0.3501699643818796, 0.33994748670443947, 0.34873830841182274, 0.3532075266039235, 0.3716354736495966, 0.32830854690778644, 0.34216491177678826, 0.3352338487129222, 0.36037700767319536, 0.3603785949033714, 0.3239295254120445, 0.3533625429190611, 0.32020611197112336, 0.3951739903036135, 0.3533831626533203, 0.32908717481329486, 0.35988768959005824, 0.3427079330944871, 0.38385974031151426, 0.3528200551158562, 0.3938610638030056, 0.39105811271379803, 0.3580778939732668, 0.3783467234052799, 0.3449626669356663, 0.406636799335763, 0.4416977125148472, 0.4211864405724497, 0.3691853544847381]"
52,2.680353729130818,"[0.11313521465431281, 0.13094947326679773, 0.11016488482357865, 0.12175835540320042, 0.13079145447842935, 0.10213395822459694, 0.12165187454161189, 0.08100959068792613, 0.10146677643043468, 0.12247347450875115, 0.13687546431890063, 0.10876788121172418, 0.15302512653309197, 0.098586992495326, 0.11292038366362463, 0.1052915150886013, 0.13393160141318902, 0.11324819003441512, 0.0757449085662465, 0.1282522167123603, 0.11478306958903343, 0.1041010610057343, 0.13330829089913818, 0.11027147375005321, 0.1276604871971788, 0.11445591072848234, 0.13684525584525525, 0.12638464312776038, 0.12059669279306506, 0.10740796635534992, 0.14774932092087756, 0.1351444979525123, 0.12285819879424864, 0.1412272467760288, 0.11037024079449567, 0.11692087512459166, 0.139060467550761, 0.11297631181544575, 0.11427791205910728, 0.10586201041086218, 0.12959541169052355, 0.0944843838346251, 0.11299146210059252, 0.11369058521763656, 0.1660498427831511, 0.16203203816438874, 0.1356140234150391, 0.11493432883855961, 0.15664737242505763, 0.14374419776435066, 0.11115186634071414, 0.12306417040041703, 0.11900382179393255, 0.1337209821093906, 0.16120196381533874, 0.16033496982554238, 0.11651582959096093, 0.13349776841228275, 0.13163359413116252, 0.1547041381010901, 0.11744839141848439, 0.13211816486816402, 0.16400361800053895, 0.1465575924831996, 0.12324599950257206, 0.16629215028717606, 0.13215939554284828, 0.13843917131274544, 0.16610150960633951, 0.15976860178477253, 0.11272171083576038, 0.14136556500033218, 0.13157731021432878, 0.13142227161656905, 0.1852401088145726, 0.14171934153662727, 0.18708242501337694, 0.15204288626914678, 0.19736384213396924, 0.20136106933449038, 0.19836492464034367, 0.16986134609984874, 0.1862155855141396, 0.20313993313067402, 0.1820349464917246, 0.1856829963798651, 0.14504469748239834, 0.1371333288790303, 0.19038012507928653, 0.14926058694871794, 0.18816139547804753, 0.18313160305209042, 0.2057101532228489, 0.2031453591834855, 0.18232080934047756, 0.20360047807650317, 0.22945393947095008, 0.25104463742277394, 0.22959796358172999, 0.1933627097889092]"
53,0.7300780804837719,"[0.2530414390181608, 0.24766656761559055, 0.2607409614640678, 0.2778730631784058, 0.22288919627969023, 0.22458798246014394, 0.24155294609074082, 0.21591649174783603, 0.19375972768489091, 0.23603064642846883, 0.20938104293827056, 0.22772049211405654, 0.2407359156652843, 0.22920881583558866, 0.25666167054243233, 0.25104501168192184, 0.23945579763803052, 0.22615216666871132, 0.2090593404265968, 0.23248357902063765, 0.23460810539805899, 0.20144476167845898, 0.24676078895469236, 0.2717407237885911, 0.25397435376540645, 0.24271237947814703, 0.2772919732352977, 0.2689173478766731, 0.24756320810427765, 0.25788342302438294, 0.2333745965597442, 0.2513813597512821, 0.2537751631332072, 0.2614145392869581, 0.23101336739209177, 0.24606929026926225, 0.26503153870982604, 0.24349796297829635, 0.23935857925620202, 0.2693202775729727, 0.22473286539111562, 0.2612814119598818, 0.2602578695370795, 0.23413044051765142, 0.2453891673780877, 0.2367625438233687, 0.25890951507873716, 0.24486754183700365, 0.23700767994207875, 0.26241550222366294, 0.22778021430797618, 0.29454060091268147, 0.27160725396520863, 0.21408032619493772, 0.22457882559626527, 0.2520398411805083, 0.26404295884852874, 0.2540217825756525, 0.25203916604169946, 0.2529783245986308, 0.26749354008026927, 0.27224184692118003, 0.25977425146045896, 0.28767314726707416, 0.2388617286765427, 0.2717296783179494, 0.2763609055993874, 0.26623830514845803, 0.2633797636626294, 0.3199013664933735, 0.2557947852791742, 0.29270167082937126, 0.2728421889340951, 0.29003355526827246, 0.2906472625107861, 0.28978298826199705, 0.2596990560632988, 0.2786424212046921, 0.27086861920831634, 0.30057336412271674, 0.2712373751889587, 0.2819599924871945, 0.2776785131805449, 0.31270415087347575, 0.31185534171861895, 0.29636163951202743, 0.30800113838451304, 0.31082865266347454, 0.2978084024721192, 0.2852724393156148, 0.3007542851845726, 0.3279779194625293, 0.2956038070819582, 0.30993275291421896, 0.30845602264262945, 0.350788810988054, 0.30195205955001814, 0.3395100789092283, 0.3502960492115896, 0.34449218554897443]"
54,-29.40445184230829,"[0.1775850385626495, 0.23821252493292372, 0.21122976769112883, 0.19342285933249753, 0.18884705037260321, 0.1946619733529801, 0.20129093963746883, 0.18494286156013406, 0.21267156575310764, 0.18852033682720185, 0.21484994710424624, 0.20888148068711865, 0.19829399558042443, 0.18650840547387365, 0.20783148642679664, 0.20648593975548252, 0.16870192970218723, 0.18264587927446657, 0.19307105222671708, 0.19717020533492907, 0.1561795566293805, 0.18768725799324545, 0.20213345350995227, 0.16019187353079462, 0.1694075621158809, 0.24039361332054535, 0.18646123614145957, 0.19354814602987164, 0.19705451775503213, 0.19128349962661223, 0.18407166199172892, 0.19485110723769122, 0.1951898524312499, 0.18920321879903013, 0.2574597820225496, 0.20591185589025982, 0.23634036328580404, 0.1651854603055381, 0.21935569661028853, 0.2182850029409496, 0.22464175159956823, 0.18782707187999856, 0.19823130772081024, 0.19473876015029648, 0.18374623173747204, 0.1980596274515467, 0.21474567437674327, 0.200829363431252, 0.2181871559800366, 0.20761767522365948, 0.18333757943931844, 0.2363894673602714, 0.15562284432982326, 0.20441508731947394, 0.22884286505576593, 0.20521021452872676, 0.24348995681576469, 0.2198120898052118, 0.2017129014006014, 0.220500751178854, 0.19014599629787443, 0.19522505676073362, 0.24347384195949248, 0.22345385011462174, 0.19762786020981005, 0.22813083975889087, 0.1978503297412214, 0.23737407781676165, 0.2240361472759016, 0.19250373306942128, 0.23682141171403384, 0.24752318521255576, 0.2824480596594345, 0.2283357543144916, 0.19966588976001037, 0.2561086661690182, 0.19006253542138524, 0.19105546176766658, 0.2614008186160881, 0.23662559051340118, 0.2358027523099548, 0.20518743002323098, 0.24274272636002928, 0.2452916942564508, 0.24575153085142323, 0.2592707517634401, 0.23811718838991475, 0.25941875936826575, 0.2791178332547033, 0.27252001245259266, 0.25145562746543865, 0.26683102505425427, 0.2815572087804761, 0.253413209539412, 0.29655846989176077, 0.31854663451685866, 0.27781657872907645, 0.30147056794193916, 0.2666437096830618, 0.28446999020040303]"
55,-9.743004449650511,"[0.15753989857438264, 0.2009029691885939, 0.15626822247384908, 0.16050520904399374, 0.16771112609122443, 0.17684748429509176, 0.16458114853898514, 0.151602201610168, 0.17719946717157722, 0.19370077951639053, 0.16529160214546992, 0.14600288203301426, 0.17023903070744023, 0.1981928583225841, 0.1864704807261324, 0.19220346906625554, 0.19129870545887867, 0.15171605207890626, 0.18518303549509227, 0.2000410627204782, 0.1339883764139856, 0.17439882732924755, 0.16445615181131673, 0.1799571345151875, 0.13624312393858437, 0.17292146234720462, 0.17678064511198618, 0.1408694057299304, 0.20124842020299596, 0.20281007609559268, 0.19468289158525057, 0.17193555415923262, 0.20440440274881788, 0.1802514185278392, 0.17900456053337632, 0.21358230908455306, 0.17560519288446258, 0.14746987136306208, 0.16580696655788651, 0.1488879461193659, 0.16699620570454804, 0.13624627054305993, 0.18529963754227335, 0.14816472023456978, 0.20240490671513497, 0.16865961152138634, 0.19942525560212343, 0.17463102864366079, 0.18669546465346687, 0.20966748693115206, 0.1884029622846239, 0.1715865716144844, 0.20314817882341557, 0.2037797206659988, 0.18569049884793554, 0.1798481747173032, 0.16913363244850657, 0.1627733371791994, 0.19639901364871723, 0.21314609800480355, 0.18860626804994304, 0.1989795472462931, 0.24244745773610968, 0.18086584252756088, 0.18187496894253852, 0.21199083191550788, 0.20422256985746234, 0.22539156921887935, 0.21909437860783845, 0.18948637133626317, 0.17379667469871718, 0.224452330260324, 0.21107242081857813, 0.21715475214836363, 0.23407761422391943, 0.2274849270622817, 0.2198269382036567, 0.20291618888471796, 0.20642710963529426, 0.22851715394655484, 0.22108574102371686, 0.20271864372723666, 0.21824059308504262, 0.23135622062350825, 0.25868751392708494, 0.2608306071197706, 0.24252656450269947, 0.18846616398591287, 0.25484227918524, 0.3000435462326678, 0.25598389597425736, 0.2573866796467457, 0.2795782642019902, 0.25171520654785196, 0.294028260050969, 0.3223029744257243, 0.29110460382882114, 0.2686793925963488, 0.25743648170945216, 0.25112910189965115]"
56,1.5650634834970827,"[0.1725100326492019, 0.17260271686119963, 0.14550095470971955, 0.16761399375147368, 0.15787253920465788, 0.12689129682592593, 0.17212061773944776, 0.2061878855589619, 0.15373765659605432, 0.15990506972488855, 0.17708021040340147, 0.19296214233507533, 0.15258729598654505, 0.1528623294734351, 0.2045802202461812, 0.20136538362668782, 0.1894754009656468, 0.1746837035967723, 0.1515329432233401, 0.145858734711647, 0.1408741180879669, 0.16526460767447299, 0.1666944898069424, 0.20674952900183996, 0.1305536419387277, 0.16194148151355486, 0.17653771458641837, 0.18758049176284863, 0.164066939448527, 0.1863607299448399, 0.19573896047187853, 0.19316739655277448, 0.16229549195492846, 0.17525928865959486, 0.16422656195748908, 0.16952485220061025, 0.19267581537722767, 0.1900724406276335, 0.17304321544861895, 0.16310696693911148, 0.15513893058580483, 0.13621824120574313, 0.17008505380329292, 0.17867438477289505, 0.1601872966049304, 0.19064287518013773, 0.18389655924315496, 0.20714361200049652, 0.14986654814349043, 0.1646896925869689, 0.20651565901851135, 0.19673804583665572, 0.20859938384813237, 0.18022908976225235, 0.1790408511005955, 0.18654237309189134, 0.18038471148767904, 0.2366343628006803, 0.20576040997815884, 0.15490029486980395, 0.18532093312556747, 0.1788504738464871, 0.21308106366597931, 0.21148935057205215, 0.1803023684630981, 0.20126136202059683, 0.19358622093924222, 0.23074428759892962, 0.20802992495631498, 0.21657694975015837, 0.17848981348798845, 0.20045375262429888, 0.1748334576771382, 0.21059004936867204, 0.2043347530672194, 0.21854277714970477, 0.14677203301436154, 0.20916070031529768, 0.1914095204924641, 0.21888830271979284, 0.18786317085421633, 0.21250249869498905, 0.1821774042781945, 0.20596438227826183, 0.19134575407772728, 0.21431566750997577, 0.23030133562403945, 0.2457229472496796, 0.2579070913020632, 0.2277501404365449, 0.2543814481022679, 0.22290131794400667, 0.22808877201679775, 0.2537761279394855, 0.24339312897037396, 0.21505652728679894, 0.2526704142031138, 0.27336420863740335, 0.27694806899118357, 0.2311909207241262]"
57,0.6369677343322047,"[0.27704787040796497, 0.28615678977063325, 0.24620328564039762, 0.2322812389547923, 0.2691943292883769, 0.24349499068125985, 0.2254146942163362, 0.245852182615074, 0.249832930548547, 0.25999557240327315, 0.26788804117079856, 0.2409103394259211, 0.2098339421793134, 0.2608606478800931, 0.2254817992897706, 0.26049153326874247, 0.30309147439995443, 0.25339532723995434, 0.2067538524144895, 0.2594756262649213, 0.2452706477751368, 0.242283111549389, 0.25376887052391256, 0.2728417765453808, 0.26691904343514844, 0.2646542533356649, 0.2670055752788812, 0.27534145972032137, 0.231306730666211, 0.2716262185631825, 0.27521703552255977, 0.2704411620844239, 0.2805629894337206, 0.22004721967828608, 0.28549944220591805, 0.2799083653693554, 0.2538413618446195, 0.2744004109550283, 0.24871776853745867, 0.2516147919497389, 0.2091625984088105, 0.24961322340825887, 0.27725574229933775, 0.23017821995424836, 0.2560879386015551, 0.2290788885971941, 0.2421155273599476, 0.2839148245451195, 0.27473730771562926, 0.2675825430523207, 0.26520951243329033, 0.23201323683057412, 0.2906061674059295, 0.24494764427560214, 0.28092517989070115, 0.30106277926233826, 0.2878741226126061, 0.27510405869058235, 0.2422524980108629, 0.2633122937071165, 0.2675199189848994, 0.2594867424508681, 0.28525977091903626, 0.26417218953880983, 0.2800015812402602, 0.28516197966974527, 0.2919408385295197, 0.24715571356345745, 0.27473699183668554, 0.2573644837932644, 0.3189994578469884, 0.29881297818234553, 0.28402278691397104, 0.2911905000556558, 0.2885461288808982, 0.3291946298819647, 0.28770723916423907, 0.29112602146413685, 0.308337515328656, 0.2886643316259718, 0.308675780419403, 0.31195769907932835, 0.3287762733743832, 0.3061495716460546, 0.3169060490447559, 0.3306830290105169, 0.30527015374263666, 0.32590814266262735, 0.32177979565983705, 0.33940385773730175, 0.3377320572669151, 0.3259415450338369, 0.3272599132597428, 0.264608685517779, 0.28871157425403776, 0.3349553424038446, 0.34485835904737255, 0.34929096390827935, 0.3696934871966848, 0.32559608617021474]"
58,0.1934818264299092,"[0.35305271867868276, 0.3448399431982214, 0.37364536947544535, 0.38833205556258266, 0.3746399548997872, 0.36438184806827173, 0.3588342511939344, 0.36004423127547575, 0.33139863427308375, 0.36432961070613845, 0.35319449868533237, 0.3622160125308112, 0.34326781554173214, 0.4004740260961894, 0.3647313987981216, 0.39319952375596867, 0.36794918110583874, 0.34284807203239737, 0.3941006045170779, 0.35963628426175326, 0.38741938403802373, 0.33031591682233885, 0.35792098901673997, 0.3471188099366121, 0.3936872551416725, 0.3842915471630428, 0.3274673653871152, 0.34709538762244646, 0.36562479732244796, 0.350741849214577, 0.3508285106821907, 0.35283370159179994, 0.39618062311698726, 0.3847023067497564, 0.3383789573917917, 0.38294118502812785, 0.37422700446774965, 0.37859494161584717, 0.38329877749975844, 0.38055976299655303, 0.386352611066758, 0.37319535392752473, 0.36927822955866896, 0.3796647179426048, 0.36692717653854107, 0.355636608548795, 0.3938623226991817, 0.37086421526872837, 0.3781607439588684, 0.33048575920043666, 0.37321029678617, 0.3683667200660138, 0.38905065949292444, 0.39740380331254127, 0.37433433236193003, 0.3691547965223803, 0.4072965222693207, 0.34954787088935413, 0.4074645256194844, 0.34706954829718695, 0.352843176444531, 0.40828674727614384, 0.396178506272934, 0.34141109768417377, 0.39080612173250023, 0.38660135994665534, 0.3783158032811012, 0.37692077238731286, 0.43022603411295346, 0.42982500727742373, 0.39736770419790635, 0.3670473030473901, 0.413370710861794, 0.40130313442475124, 0.3662017597366914, 0.40113909068203196, 0.4406704220088475, 0.43256188762526504, 0.41589785028218995, 0.4175744976319673, 0.4054218373028008, 0.421284810500036, 0.4359784809302179, 0.43770162792687156, 0.3924548893319911, 0.3972179130533613, 0.40625928954319385, 0.4167976774319973, 0.4402404927283638, 0.3966118539373696, 0.4221340369766805, 0.4249076838102074, 0.41866897216015836, 0.44073205046776637, 0.4315262911780459, 0.46802020670174116, 0.42553307314373334, 0.4523092969252593, 0.46376690169716944, 0.46621777336727666]"
