tau_s,R_x1x2
-0.029909,-4.7353599551651214e-08
-0.029908,-4.8228486536277665e-08
-0.029907,-4.891934738597936e-08
-0.029906,-4.941262685900762e-08
-0.029905,-4.96951386353208e-08
-0.029904,-4.97541492846277e-08
-0.029903,-4.9577467934642407e-08
-0.029902,-4.915353244869039e-08
-0.029901,-4.8471498183466295e-08
-0.0299,-4.752132401310114e-08
-0.029899,-4.629385888990429e-08
-0.029898,-4.478092592726979e-08
-0.029897,-4.297540489894648e-08
-0.029896,-4.087131189596322e-08
-0.029895,-3.8463875790023146e-08
-0.029894,-3.5749611393031147e-08
-0.029893,-3.272638874335422e-08
-0.029892,-2.939349835117658e-08
-0.029891,-2.5751708950847387e-08
-0.02989,-2.1803323605822194e-08
-0.029889,-1.7552227328221006e-08
-0.029888,-1.3003930259082053e-08
-0.029887,-8.16560169061025e-09
-0.029886,-3.046099800202582e-09
-0.029885,2.344007094701131e-09
-0.029884,7.992427005536027e-09
-0.029883,1.3885138063795038e-08
-0.029882,2.0006391414337687e-08
-0.029881,2.633872196906143e-08
-0.02988,3.286296533627643e-08
-0.029879,3.9558289042777485e-08
-0.029878,4.640222596211566e-08
-0.029877,5.337072225908438e-08
-0.029876,6.043818878630797e-08
-0.029875,6.757756688942512e-08
-0.029874,7.476039862053262e-08
-0.029873,8.195690727896161e-08
-0.029872,8.913608681824473e-08
-0.029871,9.626579997440179e-08
-0.02987,1.03312881787618e-07
-0.029869,1.1024325608379312e-07
-0.029868,1.1702205405467087e-07
-0.029867,1.2361374458505048e-07
-0.029866,1.2998226859917244e-07
-0.029865,1.360911815034019e-07
-0.029864,1.4190380102644364e-07
-0.029863,1.4738336104692685e-07
-0.029862,1.5249317072745828e-07
-0.029861,1.571967777527041e-07
-0.02986,1.614581346139312e-07
-0.029859,1.6524177107132143e-07
-0.029858,1.6851296739031872e-07
-0.029857,1.7123792933093177e-07
-0.029856,1.7338396570334833e-07
-0.029855,1.749196671694517e-07
-0.029854,1.7581508268395234e-07
-0.029853,1.7604189837920586e-07
-0.029852,1.7557361211886424e-07
-0.029851,1.7438570827788987e-07
-0.02985,1.7245582787294146e-07
-0.029849,1.6976393579557124e-07
-0.029848,1.6629248312777944e-07
-0.029847,1.620265638259136e-07
-0.029846,1.5695406686307656e-07
-0.029845,1.5106581868603825e-07
-0.029844,1.4435572117980987e-07
-0.029843,1.3682087868865993e-07
-0.029842,1.284617158377336e-07
-0.029841,1.192820883418123e-07
-0.02984,1.0928937914884753e-07
-0.029839,9.849458497224583e-08
-0.029838,8.691239196807147e-08
-0.029837,7.456123496923181e-08
-0.029836,6.146334756579665e-08
-0.029835,4.7644795435998184e-08
-0.029834,3.313549424625105e-08
-0.029833,1.7969214841723446e-08
-0.029832,2.183572699626287e-09
-0.029831,-1.4180002382232085e-08
-0.02983,-3.1076309014525684e-08
-0.029829,-4.845643574992816e-08
-0.029828,-6.626783943424622e-08
-0.029827,-8.445444165832467e-08
-0.029826,-1.029567425698042e-07
-0.029825,-1.2171195127483872e-07
-0.029824,-1.4065413490351704e-07
-0.029823,-1.5971438691433934e-07
-0.029822,-1.7882100943062042e-07
-0.029821,-1.9789971897171604e-07
-0.02982,-2.168738608269228e-07
-0.029819,-2.3566465105033585e-07
-0.029818,-2.5419142468935915e-07
-0.029817,-2.7237190893126856e-07
-0.029816,-2.90122503509952e-07
-0.029815,-3.0735858385554617e-07
-0.029814,-3.23994813511769e-07
-0.029813,-3.39945470959776e-07
-0.029812,-3.5512478779794444e-07
-0.029811,-3.6944730255131926e-07
-0.02981,-3.828282189741731e-07
-0.029809,-3.9518377892466057e-07
-0.029808,-4.064316382404003e-07
-0.029807,-4.1649125426386796e-07
-0.029806,-4.252842739959144e-07
-0.029805,-4.32734929960635e-07
-0.029804,-4.3877043467739394e-07
-0.029803,-4.4332137928551273e-07
-0.029802,-4.4632212816621177e-07
-0.029801,-4.477112128312648e-07
-0.0298,-4.47431720277398e-07
-0.029799,-4.4543167442911205e-07
-0.029798,-4.4166441166359516e-07
-0.029797,-4.360889430706286e-07
-0.029796,-4.286703077703714e-07
-0.029795,-4.193799089412722e-07
-0.029794,-4.081958370986912e-07
-0.029793,-3.951031738995678e-07
-0.029792,-3.8009427680116565e-07
-0.029791,-3.6316903996591767e-07
-0.02979,-3.4433513561056724e-07
-0.029789,-3.2360822554263804e-07
-0.029788,-3.010121488446991e-07
-0.029787,-2.765790780882041e-07
-0.029786,-2.5034964772562184e-07
-0.029785,-2.2237304671770998e-07
-0.029784,-1.9270708176824783e-07
-0.029783,-1.6141820049948163e-07
-0.029782,-1.2858148341377576e-07
-0.029781,-9.428059393746985e-08
-0.02978,-5.860769381953611e-08
-0.029779,-2.1663315577639477e-08
-0.029778,1.64438023749325e-08
-0.029777,5.559692269398107e-08
-0.029776,9.567155607044698e-08
-0.029775,1.365357521424691e-07
-0.029774,1.7805042578942247e-07
-0.029773,2.2006973308821522e-07
-0.029772,2.6244147859927684e-07
-0.029771,3.050075709447265e-07
-0.02977,3.4760451327595447e-07
-0.029769,3.9006393206616244e-07
-0.029768,4.3221314505156546e-07
-0.029767,4.738757646083832e-07
-0.029766,5.148723343759775e-07
-0.029765,5.550209988301827e-07
-0.029764,5.941382025078768e-07
-0.029763,6.320394184771512e-07
-0.029762,6.685399021994737e-07
-0.029761,7.034554672986269e-07
-0.02976,7.366032819015284e-07
-0.029759,7.67802684367117e-07
-0.029758,7.968760086678797e-07
-0.029757,8.236494250409306e-07
-0.029756,8.47953783441335e-07
-0.029755,8.696254646302098e-07
-0.029754,8.885072283131175e-07
-0.029753,9.044490578263585e-07
-0.029752,9.173089974715064e-07
-0.029751,9.269539763884516e-07
-0.02975,9.332606188218213e-07
-0.029749,9.36116031069412e-07
-0.029748,9.354185661973638e-07
-0.029747,9.310785598752813e-07
-0.029746,9.230190314238684e-07
-0.029745,9.111763539185955e-07
-0.029744,8.955008749456869e-07
-0.029743,8.7595750030958e-07
-0.029742,8.525262251041003e-07
-0.029741,8.252026137171521e-07
-0.02974,7.939982240481509e-07
-0.029739,7.589409723588162e-07
-0.029738,7.20075435222437e-07
-0.029737,6.774630872532726e-07
-0.029736,6.311824697007736e-07
-0.029735,5.813292887061835e-07
-0.029734,5.280164396762849e-07
-0.029733,4.7137395772669056e-07
-0.029732,4.115488923837741e-07
-0.029731,3.4870510187000037e-07
-0.02973,2.830229697790411e-07
-0.029729,2.146990424891313e-07
-0.029728,1.4394558650337987e-07
-0.029727,7.099006437593037e-08
-0.029726,-3.925467518468698e-09
-0.029725,-8.054504015379483e-08
-0.029724,-1.5859952937397692e-07
-0.029723,-2.3780749308152334e-07
-0.029722,-3.178760785609484e-07
-0.029721,-3.9850200371609795e-07
-0.02972,-4.793726039181153e-07
-0.029719,-5.601669518897931e-07
-0.029718,-6.405570309484998e-07
-0.029717,-7.202089724068841e-07
-0.029716,-7.987843453221851e-07
-0.029715,-8.759414965576595e-07
-0.029714,-9.513369346203076e-07
-0.029713,-1.024626754058732e-06
-0.029712,-1.095468091674977e-06
-0.029711,-1.1635206146124336e-06
-0.02971,-1.2284480257394413e-06
-0.029709,-1.2899195901780493e-06
-0.029708,-1.3476116657733092e-06
-0.029707,-1.4012092408620651e-06
-0.029706,-1.4504074644845807e-06
-0.029705,-1.4949131678469066e-06
-0.029704,-1.5344463654436793e-06
-0.029703,-1.5687417325845714e-06
-0.029702,-1.5975500502941822e-06
-0.029701,-1.6206396094040893e-06
-0.0297,-1.6377975698110338e-06
-0.029699,-1.6488312635156845e-06
-0.029698,-1.6535694404091273e-06
-0.029697,-1.6518634437635126e-06
-0.029696,-1.643588313424132e-06
-0.029695,-1.6286438066822787e-06
-0.029694,-1.6069553354610173e-06
-0.029693,-1.5784748077537452e-06
-0.029692,-1.5431813741930658e-06
-0.029691,-1.501082067506181e-06
-0.02969,-1.4522123381185034e-06
-0.029689,-1.396636472741763e-06
-0.029688,-1.3344479001189272e-06
-0.029687,-1.2657693727562826e-06
-0.029686,-1.1907530284259055e-06
-0.029685,-1.1095803218417697e-06
-0.029684,-1.0224618328445488e-06
-0.029683,-9.296369391307236e-07
-0.029682,-8.313733630379041e-07
-0.029681,-7.279665836443503e-07
-0.02968,-6.197391194187933e-07
-0.029679,-5.070396790819036e-07
-0.029678,-3.902421853525771e-07
-0.029677,-2.69744667145941e-07
-0.029676,-1.4596803329885007e-07
-0.029675,-1.9354719093276396e-08
-0.029674,1.0963278356111711e-07
-0.029673,2.405135081253118e-07
-0.029672,3.7278970470031104e-07
-0.029671,5.05948636829853e-07
-0.02967,6.39464472250806e-07
-0.029669,7.728002670738432e-07
-0.029668,9.054100310305755e-07
-0.029667,1.03674087146918e-06
-0.029666,1.1662352039209671e-06
-0.029665,1.2933330223771434e-06
-0.029664,1.4174742195217146e-06
-0.029663,1.53810095106562e-06
-0.029662,1.6546600291505455e-06
-0.029661,1.7666053390171795e-06
-0.02966,1.873400266226381e-06
-0.029659,1.9745201286777027e-06
-0.029658,2.069454595959849e-06
-0.029657,2.1577100903954772e-06
-0.029656,2.238812157870788e-06
-0.029655,2.3123077964886196e-06
-0.029654,2.3777677347123005e-06
-0.029653,2.434788644641069e-06
-0.029652,2.4829952831550813e-06
-0.029651,2.5220425485972213e-06
-0.02965,2.5516174425319255e-06
-0.029649,2.5714409303685856e-06
-0.029648,2.5812696820383686e-06
-0.029647,2.580897695523583e-06
-0.029646,2.570157782857617e-06
-0.029645,2.548922919465436e-06
-0.029644,2.5171074404050083e-06
-0.029643,2.474668083170222e-06
-0.029642,2.421604864280671e-06
-0.029641,2.3579617885169057e-06
-0.02964,2.2838273795156016e-06
-0.029639,2.1993350319046943e-06
-0.029638,2.104663177457535e-06
-0.029637,2.0000352616194223e-06
-0.029636,1.8857195297545859e-06
-0.029635,1.7620286195807986e-06
-0.029634,1.6293189568817615e-06
-0.029633,1.4879899584957296e-06
-0.029632,1.3384830393186874e-06
-0.029631,1.1812804246611066e-06
-0.02963,1.0169037731364369e-06
-0.029629,8.459126081814369e-07
-0.029628,6.689025708163778e-07
-0.029627,4.865034829121497e-07
-0.029626,2.993772468053632e-07
-0.029625,1.0821556804494725e-07
-0.029624,-8.626247448225818e-08
-0.029623,-2.8331302055882084e-07
-0.029622,-4.82170154824853e-07
-0.029621,-6.820487749411001e-07
-0.02962,-8.821475779099598e-07
-0.029619,-1.0816521659990154e-06
-0.029618,-1.2797382476760282e-06
-0.029617,-1.4755749342176648e-06
-0.029616,-1.6683281059273416e-06
-0.029615,-1.8571638506485358e-06
-0.029614,-2.0412519432438744e-06
-0.029613,-2.2197693680951165e-06
-0.029612,-2.3919038569865125e-06
-0.029611,-2.556857438068837e-06
-0.02961,-2.7138499731777444e-06
-0.029609,-2.8621226739428113e-06
-0.029608,-3.000941576496181e-06
-0.029607,-3.1296009640230073e-06
-0.029606,-3.247426719710024e-06
-0.029605,-3.353779593505379e-06
-0.029604,-3.4480583705706525e-06
-0.029603,-3.5297029250601514e-06
-0.029602,-3.5981971445128636e-06
-0.029601,-3.653071710986551e-06
-0.0296,-3.6939067263616665e-06
-0.029599,-3.720334165269095e-06
-0.029598,-3.732040146948356e-06
-0.029597,-3.7287670116954383e-06
-0.029596,-3.7103151896978834e-06
-0.029595,-3.6765448540656105e-06
-0.029594,-3.6273773460069465e-06
-0.029593,-3.5627963632386596e-06
-0.029592,-3.482848905194551e-06
-0.029591,-3.387645964115444e-06
-0.02959,-3.2773629614089924e-06
-0.029589,-3.152239916432235e-06
-0.029588,-3.012581352161037e-06
-0.029587,-2.858755924353997e-06
-0.029586,-2.691195783354342e-06
-0.029585,-2.5103956574408543e-06
-0.029584,-2.3169116658137904e-06
-0.029583,-2.1113598555202286e-06
-0.029582,-1.8944144725799563e-06
-0.029581,-1.6668059623903698e-06
-0.02958,-1.429318713405066e-06
-0.029579,-1.1827885405636497e-06
-0.029578,-9.280999241852099e-07
-0.029577,-6.661830072767205e-07
-0.029576,-3.9801036371539036e-07
-0.029575,-1.2459354388631052e-07
-0.029574,1.5302058572156562e-07
-0.029573,4.3375369974308544e-07
-0.029572,7.165000511954228e-07
-0.029571,1.0001306814286444e-06
-0.02957,1.2834977766374747e-06
-0.029569,1.5654391644108627e-06
-0.029568,1.8447829261711902e-06
-0.029567,2.1203521145507694e-06
-0.029566,2.390969549202257e-06
-0.029565,2.6554626811171572e-06
-0.029564,2.9126684960309003e-06
-0.029563,3.161438448116597e-06
-0.029562,3.4006433940161438e-06
-0.029561,3.629178511378252e-06
-0.02956,3.845968180861738e-06
-0.029559,4.04997081020847e-06
-0.029558,4.240183579923792e-06
-0.029557,4.415647089009483e-06
-0.029556,4.575449880520918e-06
-0.029555,4.7187328273927175e-06
-0.029554,4.844693357067493e-06
-0.029553,4.9525894979304735e-06
-0.029552,5.041743722825519e-06
-0.029551,5.111546579136307e-06
-0.02955,5.161460079980963e-06
-0.029549,5.191020845560254e-06
-0.029548,5.19984297352843e-06
-0.029547,5.187620626257525e-06
-0.029546,5.154130319580435e-06
-0.029545,5.099232899873621e-06
-0.029544,5.022875196991696e-06
-0.029543,4.9250913427770145e-06
-0.029542,4.806003745430046e-06
-0.029541,4.665823710583564e-06
-0.02954,4.504851703107772e-06
-0.029539,4.323477243601034e-06
-0.029538,4.122178434688184e-06
-0.029537,3.901521117281583e-06
-0.029536,3.662157652266324e-06
-0.029535,3.4048253289237622e-06
-0.029534,3.1303444044333366e-06
-0.029533,2.8396157743326495e-06
-0.029532,2.533618283934063e-06
-0.029531,2.2134056800521083e-06
-0.02953,1.880103219524026e-06
-0.029529,1.5349039376278717e-06
-0.029528,1.1790645936007302e-06
-0.029527,8.139012988160055e-07
-0.029526,4.407848497562938e-07
-0.029525,6.113577600568533e-08
-0.029524,-3.235808775118656e-07
-0.029523,-7.118610167089436e-07
-0.029522,-1.1021671933142676e-06
-0.029521,-1.492934504846732e-06
-0.02952,-1.8825766820501953e-06
-0.029519,-2.269492339707083e-06
-0.029518,-2.652071364319159e-06
-0.029517,-3.028701416386498e-06
-0.029516,-3.3977745213442377e-06
-0.029515,-3.75769372197282e-06
-0.029514,-4.106879768648909e-06
-0.029513,-4.443777813698269e-06
-0.029512,-4.76686408939047e-06
-0.029511,-5.074652537548294e-06
-0.02951,-5.365701364326394e-06
-0.029509,-5.6386194912095875e-06
-0.029508,-5.892072873548088e-06
-0.029507,-6.124790662546746e-06
-0.029506,-6.335571179512061e-06
-0.029505,-6.5232876758991426e-06
-0.029504,-6.686893855527872e-06
-0.029503,-6.8254291296201865e-06
-0.029502,-6.938023582577783e-06
-0.029501,-7.0239026235592455e-06
-0.0295,-7.0823912993088986e-06
-0.029499,-7.112918250470733e-06
-0.029498,-7.115019285620915e-06
-0.029497,-7.088340558316559e-06
-0.029496,-7.03264132625113e-06
-0.029495,-6.947796277631489e-06
-0.029494,-6.833797410827959e-06
-0.029493,-6.690755451524423e-06
-0.029492,-6.518900800001704e-06
-0.029491,-6.3185839945409035e-06
-0.02949,-6.090275688951629e-06
-0.029489,-5.834566133204434e-06
-0.029488,-5.552164158508596e-06
-0.029487,-5.24389565911558e-06
-0.029486,-4.910701580850615e-06
-0.029485,-4.553635407371654e-06
-0.029484,-4.17386015969846e-06
-0.029483,-3.772644907269213e-06
-0.029482,-3.3513608046703867e-06
-0.029481,-2.911476664783226e-06
-0.02948,-2.4545540775896776e-06
-0.029479,-1.9822420927426883e-06
-0.029478,-1.4962714838029612e-06
-0.029477,-9.984486101402176e-07
-0.029476,-4.906489001793994e-07
-0.029475,2.5190023357669512e-08
-0.029474,5.470755523236262e-07
-0.029473,1.0729676051065327e-06
-0.029472,1.6007864204711386e-06
-0.029471,2.1284206013050343e-06
-0.02947,2.6537353769441445e-06
-0.029469,3.1745810536874666e-06
-0.029468,3.6888016178458933e-06
-0.029467,4.194243465910355e-06
-0.029466,4.6887642140976255e-06
-0.029465,5.170241563837562e-06
-0.029464,5.636582178390689e-06
-0.029463,6.085730540992486e-06
-0.029462,6.515677752811462e-06
-0.029461,6.924470236847798e-06
-0.02946,7.310218305625021e-06
-0.029459,7.671104566572855e-06
-0.029458,8.005392115248574e-06
-0.029457,8.311432492054172e-06
-0.029456,8.587673357049417e-06
-0.029455,8.832665858614361e-06
-0.029454,9.045071652363986e-06
-0.029453,9.22366954560107e-06
-0.029452,9.367361730647196e-06
-0.029451,9.475179579934209e-06
-0.02945,9.546288973642773e-06
-0.029449,9.579995133014293e-06
-0.029448,9.575746934151072e-06
-0.029447,9.533140679639248e-06
-0.029446,9.451923306350493e-06
-0.029445,9.331995011505981e-06
-0.029444,9.1734112779941e-06
-0.029443,8.976384287942202e-06
-0.029442,8.741283708703186e-06
-0.029441,8.468636844675574e-06
-0.02944,8.159128146953882e-06
-0.029439,7.813598075107569e-06
-0.029438,7.43304131138242e-06
-0.029437,7.018604326989088e-06
-0.029436,6.57158230425583e-06
-0.029435,6.093415421276457e-06
-0.029434,5.585684505978392e-06
-0.029433,5.050106075542669e-06
-0.029432,4.488526771846745e-06
-0.029431,3.90291720867157e-06
-0.02943,3.2953652559386363e-06
-0.029429,2.66806877852728e-06
-0.029428,2.0233278536837965e-06
-0.029427,1.3635364962948695e-06
-0.029426,6.911739214095804e-07
-0.029425,8.795371833774778e-09
-0.029424,-6.809774493840005e-07
-0.029423,-1.3754663150757553e-06
-0.029422,-2.0719467320914073e-06
-0.029421,-2.7676584895120728e-06
-0.02942,-3.4598164523806836e-06
-0.029419,-4.145621562111709e-06
-0.029418,-4.822271997671989e-06
-0.029417,-5.486974455743201e-06
-0.029416,-6.13695550205807e-06
-0.029415,-6.769472952940398e-06
-0.029414,-7.381827235617158e-06
-0.029413,-7.97137268319312e-06
-0.029412,-8.535528717790214e-06
-0.029411,-9.071790875713858e-06
-0.02941,-9.57774162520965e-06
-0.029409,-1.0051060934828388e-05
-0.029408,-1.0489536543807223e-05
-0.029407,-1.0891073892568755e-05
-0.029406,-1.1253705666439815e-05
-0.029405,-1.1575600915401139e-05
-0.029404,-1.1855073702300174e-05
-0.029403,-1.209059124775024e-05
-0.029402,-1.2280781526268046e-05
-0.029401,-1.2424440285412517e-05
-0.0294,-1.2520537447597211e-05
-0.029399,-1.2568222868519112e-05
-0.029398,-1.2566831420533774e-05
-0.029397,-1.2515887374437105e-05
-0.029396,-1.2415108056774156e-05
-0.029395,-1.2264406760885484e-05
-0.029394,-1.2063894894286578e-05
-0.029393,-1.181388334620951e-05
-0.029392,-1.1514883063791527e-05
-0.029391,-1.1167604826694975e-05
-0.02939,-1.0772958217530202e-05
-0.029389,-1.0332049779486326e-05
-0.029388,-9.846180369936758e-06
-0.029387,-9.316841705126896e-06
-0.029386,-8.745712110346392e-06
-0.029385,-8.13465148207628e-06
-0.029384,-7.4856954787506e-06
-0.029383,-6.8010489527301664e-06
-0.029382,-6.0830786499091325e-06
-0.029381,-5.334305194831557e-06
-0.02938,-4.557394391964708e-06
-0.029379,-3.7551478696780073e-06
-0.029378,-2.930493098642263e-06
-0.029377,-2.086472826227546e-06
-0.029376,-1.226233957418137e-06
-0.029375,-3.530159212855829e-07
-0.029374,5.298614214443499e-07
-0.029373,1.4190103038110668e-06
-0.029372,2.310987943361203e-06
-0.029371,3.2023097718589835e-06
-0.02937,4.0894629305145805e-06
-0.029369,4.968919998477731e-06
-0.029368,5.837152884672914e-06
-0.029367,6.690646845292715e-06
-0.029366,7.525914553780522e-06
-0.029365,8.339510185134908e-06
-0.029364,9.128043440785259e-06
-0.029363,9.888193473501338e-06
-0.029362,1.0616722644348112e-05
-0.029361,1.1310490060990884e-05
-0.02936,1.196646483729904e-05
-0.029359,1.2581739026109379e-05
-0.029358,1.3153540161508654e-05
-0.029357,1.36792433668642e-05
-0.029356,1.4156382968827254e-05
-0.029355,1.458266357398592e-05
-0.029354,1.4955970554061544e-05
-0.029353,1.5274379898374382e-05
-0.029352,1.5536167384855994e-05
-0.029351,1.5739817032343192e-05
-0.02935,1.588402879140728e-05
-0.029349,1.5967725439558012e-05
-0.029348,1.5990058645617423e-05
-0.029347,1.5950414175763728e-05
-0.029346,1.584841621061063e-05
-0.029345,1.568393075189036e-05
-0.029344,1.545706809795565e-05
-0.029343,1.5168184370441983e-05
-0.029342,1.4817882080227137e-05
-0.029341,1.4407009722335886e-05
-0.02934,1.3936660395566789e-05
-0.029339,1.3408169442702913e-05
-0.029338,1.2823111116660551e-05
-0.029337,1.2183294273929465e-05
-0.029336,1.1490757113202578e-05
-0.029335,1.0747760962376164e-05
-0.029334,9.95678314174629e-06
-0.029333,9.120508917710847e-06
-0.029332,8.241822577077482e-06
-0.029331,7.323797645655772e-06
-0.02933,6.369686288957795e-06
-0.029329,5.382907928729223e-06
-0.029328,4.367037113909093e-06
-0.029327,3.3257906877663405e-06
-0.029326,2.2630143012810086e-06
-0.029325,1.1826683150314625e-06
-0.029324,8.881314712266127e-08
-0.029323,-1.0144058852891127e-06
-0.029322,-2.1227741690062816e-06
-0.029321,-3.232023788839579e-06
-0.02932,-4.337849847065905e-06
-0.029319,-5.4359270521046384e-06
-0.029318,-6.521926510338154e-06
-0.029317,-7.591532653835085e-06
-0.029316,-8.640460243941181e-06
-0.029315,-9.664471377639307e-06
-0.029314,-1.0659392438257735e-05
-0.029313,-1.1621130913185577e-05
-0.029312,-1.2545692020189017e-05
-0.029311,-1.3429195072168693e-05
-0.02931,-1.4267889512108847e-05
-0.029309,-1.5058170558526699e-05
-0.029308,-1.579659438850979e-05
-0.029307,-1.6479892807222076e-05
-0.029306,-1.7104987329596448e-05
-0.029305,-1.7669002626378918e-05
-0.029304,-1.816927926835966e-05
-0.029303,-1.8603385719608568e-05
-0.029302,-1.896912952527404e-05
-0.029301,-1.926456764370281e-05
-0.0293,-1.948801587677949e-05
-0.029299,-1.9638057357128193e-05
-0.029298,-1.971355004916278e-05
-0.029297,-1.9713633229857726e-05
-0.029296,-1.9637732915485072e-05
-0.029295,-1.948556620653305e-05
-0.029294,-1.9257144526102476e-05
-0.029293,-1.8952775730314766e-05
-0.029292,-1.8573065076354478e-05
-0.029291,-1.811891503461533e-05
-0.02929,-1.7591523937816836e-05
-0.029289,-1.699238346695486e-05
-0.029288,-1.6323274971180492e-05
-0.029287,-1.5586264631739922e-05
-0.029286,-1.4783697479541104e-05
-0.029285,-1.3918190280306671e-05
-0.029284,-1.2992623310068417e-05
-0.029283,-1.2010131043278508e-05
-0.029282,-1.0974091782735455e-05
-0.029281,-9.888116265229053e-06
-0.02928,-8.756035280144876e-06
-0.029279,-7.5818863408557246e-06
-0.029278,-6.369899456658297e-06
-0.029277,-5.124482054991855e-06
-0.029276,-3.850203104428947e-06
-0.029275,-2.5517764938871065e-06
-0.029274,-1.234043734603458e-06
-0.029273,9.80439599023925e-08
-0.029272,1.4394441476464273e-06
-0.029271,2.785042113785942e-06
-0.02927,4.12967024543633e-06
-0.029269,5.468127743908101e-06
-0.029268,6.795200605342785e-06
-0.029267,8.105681794856986e-06
-0.029266,9.394391530363097e-06
-0.029265,1.0656197605923646e-05
-0.029264,1.1886035666968673e-05
-0.029263,1.3078929366192057e-05
-0.029262,1.4230010314974936e-05
-0.029261,1.5334537754659025e-05
-0.02926,1.6387917865268475e-05
-0.029259,1.738572263835619e-05
-0.029258,1.8323708234760498e-05
-0.029257,1.9197832751818416e-05
-0.029256,2.0004273327397598e-05
-0.029255,2.073944251205876e-05
-0.029254,2.1400003835083918e-05
-0.029253,2.1982886503898644e-05
-0.029252,2.2485299168150718e-05
-0.029251,2.2904742695319002e-05
-0.02925,2.3239021893706848e-05
-0.029249,2.348625613499847e-05
-0.029248,2.3644888826702827e-05
-0.029247,2.3713695687265653e-05
-0.029246,2.3691791787680445e-05
-0.029245,2.3578637318805687e-05
-0.029244,2.3374042057527437e-05
-0.029243,2.3078168502926e-05
-0.029242,2.269153366179516e-05
-0.029241,2.2215009468201962e-05
-0.02924,2.1649821825441388e-05
-0.029239,2.099754826244174e-05
-0.029238,2.0260114211195876e-05
-0.029237,1.9439787901838623e-05
-0.029236,1.8539173891912734e-05
-0.029235,1.7561205242172714e-05
-0.029234,1.6509134362344114e-05
-0.029233,1.5386522554308175e-05
-0.029232,1.4197228281071617e-05
-0.029231,1.2945394201195904e-05
-0.02923,1.1635433010897703e-05
-0.029229,1.0272012139823702e-05
-0.029228,8.860037352736625e-06
-0.029227,7.404635313956274e-06
-0.029226,5.911135174582402e-06
-0.029225,4.385049247758256e-06
-0.029224,2.8320528455823664e-06
-0.029223,1.2579633384611873e-06
-0.029222,-3.312814702383346e-07
-0.029221,-1.929645589565237e-06
