tau_s,R
-0.993,-21.782554451312592
-0.99295,21.662769733259438
-0.9929,57.38457159304759
-0.99285,71.52991658672683
-0.9928,58.36660067163338
-0.99275,22.586972281146664
-0.9927,-22.3694721171874
-0.99265,-59.35596237830882
-0.9926,-74.03986399777351
-0.99255,-60.45465919941047
-0.9925,-23.435467610160817
-0.99245,23.08435444977998
-0.9924,61.335715989750746
-0.99235,76.51753844268207
-0.9923,62.508536722690344
-0.99225,24.306189727125584
-0.9922,-23.740594557154015
-0.99215,-63.29494074014519
-0.9921,-79.0258920914378
-0.99205,-64.56815603909554
-0.992,-25.1011357993875
-0.99195,24.505869692761753
-0.9919,65.30322919669186
-0.99185,81.49771693188036
-0.9918,66.56066703494825
-0.99175,25.85382416519611
-0.9917,-25.282545704931742
-0.99165,-67.30734453322556
-0.9916,-83.95063357787932
-0.99155,-68.5183846517459
-0.9915,-26.575462726992455
-0.99145,26.066562293902876
-0.9914,69.31274144920728
-0.99135,86.44129698324424
-0.9913,70.55671777211798
-0.99125,27.367916161325276
-0.9912,-26.840461854625282
-0.99115,-71.34969080804632
-0.9911,-88.93857893767337
-0.99105,-72.54902712212693
-0.991,-28.106681830785718
-0.99095,27.617911163925395
-0.9909,73.3383498385843
-0.99085,91.38393207262418
-0.9908,74.52308083781537
-0.99075,28.8514542147523
-0.9907,-28.396130433429075
-0.99065,-75.34162985114534
-0.9906,-93.8376126339904
-0.99055,-76.49427685428202
-0.9905,-29.610234281336727
-0.99045,29.13201191963755
-0.9904,77.3219895061147
-0.99035,96.33999090650262
-0.9903,78.55334756796567
-0.99025,30.404960356803123
-0.9902,-29.907007292339003
-0.99015,-79.3338532801061
-0.9901,-98.79631067124596
-0.99005,-80.52924443993503
-0.99,-31.16440187311813
-0.98995,30.6546632968164
-0.9899,81.30505844277145
-0.98985,101.22624696405752
-0.9898,82.47862766073133
-0.98975,31.88575441258208
-0.9897,-31.449045756941214
-0.98965,-83.33387053447449
-0.9896,-103.71505273237452
-0.98955,-84.4467723368936
-0.9895,-32.56487427783324
-0.98945,32.28606946396296
-0.9894,85.32026303677594
-0.98935,106.09102331889395
-0.9893,86.34971530106681
-0.98925,33.297021910244524
-0.9892,-33.030539866664895
-0.98915,-87.30904506364548
-0.9891,-108.5909115310821
-0.98905,-88.39436325645332
-0.989,-34.08119868435024
-0.98895,33.820702568261666
-0.9889,89.37315726744666
-0.98885,111.13579921383466
-0.9888,90.44549609244112
-0.98875,34.861787944426624
-0.9887,-34.595355316417134
-0.98865,-91.39809551753166
-0.9886,-113.63807886923189
-0.98855,-92.47290389881303
-0.9885,-35.64290278667838
-0.98845,35.350598112726615
-0.9884,93.38853305882965
-0.98835,116.1018610884947
-0.9883,94.48722358898793
-0.98825,36.462202847776446
-0.9882,-36.0285150316183
-0.98815,-95.30613772413825
-0.9881,-118.5265311007352
-0.98805,-96.48406953217444
-0.988,-37.25146050952124
-0.98795,36.771969768834154
-0.9879,97.31735763875317
-0.98785,121.03116396518564
-0.9878,98.49387180354033
-0.98775,37.97843835782913
-0.9877,-37.584217190648836
-0.98765,-99.3263829923984
-0.9876,-123.4893349920755
-0.98755,-100.5351301700275
-0.9875,-38.869853376434996
-0.98745,38.214641456498775
-0.9874,101.2894668939275
-0.98735,126.01910548141602
-0.9873,102.5973894878428
-0.98725,39.65362169455889
-0.9872,-38.95884648437955
-0.98715,-103.23051120298216
-0.9871,-128.42486863281064
-0.98705,-104.56941463057747
-0.987,-40.418835112784436
-0.98695,39.72534579343783
-0.9869,105.2359648569093
-0.98685,130.88597757382277
-0.9868,106.54516157570006
-0.98675,41.15784975310333
-0.9867,-40.51945296878592
-0.98665,-107.27370220085042
-0.9866,-133.3858225359952
-0.98655,-108.55494450766908
-0.9865,-41.930198161564775
-0.98645,41.27663758138954
-0.9864,109.30420171725022
-0.98635,135.94218512397185
-0.9863,110.65208958249436
-0.98625,42.75281920975774
-0.9862,-42.028652705759605
-0.98615,-111.32018963225963
-0.9861,-138.44355249465832
-0.98605,-112.67605561167923
-0.986,-43.51493934067545
-0.98595,42.80686490111663
-0.9859,113.30555122806258
-0.98585,140.86685329307784
-0.9858,114.6387569920588
-0.98575,44.27784441982458
-0.9857,-43.569899870527706
-0.98565,-115.33234790010961
-0.9856,-143.36369853637754
-0.98555,-116.61976207949415
-0.9855,-44.99218269428248
-0.98545,44.36527795253797
-0.9854,117.32361571274981
-0.98535,145.80513238532657
-0.9853,118.59351752402104
-0.98525,45.745086322002834
-0.9852,-45.13306519913978
-0.98515,-119.3378765093343
-0.9851,-148.3080885620749
-0.98505,-120.62307443749057
-0.985,-46.51318077413043
-0.98495,45.92548170227747
-0.9849,121.39271487254257
-0.98485,150.85096109540294
-0.9848,122.68758044234087
-0.98475,47.30627147787234
-0.9847,-46.70316786613371
-0.98465,-123.43276523390364
-0.9846,-153.38133565135513
-0.98455,-124.76169778158616
-0.9845,-48.11800633854809
-0.98445,47.513117020357015
-0.9844,125.57027409033053
-0.98435,155.98005386803925
-0.9843,126.78409135760661
-0.98425,48.81414142922535
-0.9842,-48.36690370013306
-0.98415,-127.6616109467263
-0.9841,-158.55844471171375
-0.98405,-128.87389316300576
-0.984,-49.588995336943356
-0.98395,49.19971276725982
-0.9839,129.73252408204
-0.98385,161.03973242669198
-0.9838,130.841840698428
-0.98375,50.34202455338226
-0.9837,-49.937192732544325
-0.98365,-131.71794796464766
-0.9836,-163.55784131323588
-0.98355,-132.9305510550547
-0.9835,-51.16762149894828
-0.98345,50.712579732422256
-0.9834,133.783250989623
-0.98335,166.10222144242664
-0.9833,134.98683680204795
-0.98325,51.96686891764974
-0.9832,-51.47978554263171
-0.98315,-135.83829066142806
-0.9831,-168.6472141531304
-0.98305,-137.01130566680624
-0.983,-52.67973111458204
-0.98295,52.32672281828792
-0.9829,137.89256590463287
-0.98285,171.13265827223165
-0.9828,139.01240838388242
-0.98275,53.443044850208594
-0.9827,-53.1220241841124
-0.98265,-139.97531204603078
-0.9826,-173.70392439678665
-0.98255,-141.06342148453714
-0.9825,-54.18507092394612
-0.98245,53.947401751949975
-0.9824,142.03775620459783
-0.98235,176.23806044657493
-0.9823,143.1362284404527
-0.98225,55.019659383941054
-0.9822,-54.66450442219456
-0.98215,-144.01229715896812
-0.9821,-178.6941208509093
-0.98205,-145.14218176952988
-0.982,-55.8313782890727
-0.98195,55.359947123836996
-0.9819,145.9773373627299
-0.98185,181.18772271087147
-0.9818,147.18657297483455
-0.98175,56.62382125845589
-0.9817,-56.110183045384154
-0.98165,-147.96338151300148
-0.9816,-183.65946661480308
-0.98155,-149.22540706585676
-0.9815,-57.45364838346185
-0.98145,56.83007335280879
-0.9814,149.9711307780388
-0.98135,186.17013930824146
-0.9813,151.2529838473338
-0.98125,58.21431624546083
-0.9812,-57.62261655530202
-0.98115,-152.01400104587066
-0.9811,-188.6883065091856
-0.98105,-153.28657309539474
-0.981,-58.98833411315967
-0.98095,58.39227109052374
-0.9809,154.01641707270574
-0.98085,191.15360555066366
-0.9808,155.28561161724753
-0.98075,59.77009133206017
-0.9807,-59.13527935393639
-0.98065,-156.0278886898466
-0.9806,-193.68169816488745
-0.98055,-157.34684837825236
-0.9805,-60.542676854457675
-0.98045,59.953743104392544
-0.9804,158.09262711785294
-0.98035,196.17399284815946
-0.9803,159.3255212590125
-0.98025,61.280369707846425
-0.9802,-60.745132600416035
-0.98015,-160.15125564542052
-0.9801,-198.7302193784747
-0.98005,-161.36609573171796
-0.98,-61.97916453239053
-0.97995,61.65757500159738
-0.9799,162.29521170511336
-0.97985,201.27514316448566
-0.9798,163.36807066587264
-0.97975,62.71067100395831
-0.9797,-62.459336821457455
-0.97965,-164.32219545188616
-0.9796,-203.7518071010419
-0.97955,-165.35458163864593
-0.9795,-63.47024373049023
-0.97945,63.19904194039307
-0.9794,166.29053679698634
-0.97935,206.22310212664294
-0.9793,167.38193971772728
-0.97925,64.24035264893253
-0.9792,-64.01219317332517
-0.97915,-168.37256223311167
-0.9791,-208.76330231073837
-0.97905,-169.4113756694372
-0.979,-64.99065745347548
-0.97895,64.8316331768628
-0.9789,170.44897638091132
-0.97885,211.29173415379742
-0.9788,171.43075649862726
-0.97875,65.76511549481836
-0.9787,-65.57014773347672
-0.97865,-172.42726567986483
-0.9786,-213.76525939379076
-0.97855,-173.43293547526542
-0.9785,-66.50598343415595
-0.97845,66.36843524128138
-0.9784,174.45568743284176
-0.97835,216.2781878541835
-0.9783,175.49051999398498
-0.97825,67.29078537307294
-0.9782,-67.18889814868486
-0.97815,-176.54060041986082
-0.9781,-218.79328070523633
-0.97805,-177.51483544447547
-0.978,-68.1398008517694
-0.97795,67.80913102989764
-0.9779,178.43530228314256
-0.97785,221.25923642594464
-0.9778,179.55997652261826
-0.97775,68.91968618738387
-0.9777,-68.60612340555231
-0.97765,-180.47750216176422
-0.9776,-223.73954278040637
-0.97755,-181.52589037818785
-0.9775,-69.63216361038278
-0.97745,69.41757957583279
-0.9774,182.5364494484367
-0.97735,226.30500546734825
-0.9773,183.6225547776994
-0.97725,70.4310378273674
-0.9772,-70.20630786893896
-0.97715,-184.53267639863623
-0.9771,-228.69299696454922
-0.97705,-185.52862855055125
-0.977,-71.19207567571301
-0.97695,70.88669415132355
-0.9769,186.45819421052283
-0.97685,231.16506554791303
-0.9768,187.58330116989322
-0.97675,72.00455503319783
-0.9767,-71.65643165095369
-0.97665,-188.5267122946691
-0.9766,-233.72813986275497
-0.97655,-189.6407717176367
-0.9765,-72.78348198451936
-0.97645,72.40372109532264
-0.9764,190.47907711390465
-0.97635,236.14262487630822
-0.9763,191.59620646332476
-0.97625,73.50505316574767
-0.9762,-73.21613791480954
-0.97615,-192.51562984400098
-0.9761,-238.63744467945003
-0.97605,-193.6363062435322
-0.976,-74.33041761822497
-0.97595,73.95045725110128
-0.9759,194.55678817740892
-0.97585,241.189197208008
-0.9758,195.70586056798535
-0.97575,75.15589618373824
-0.9757,-74.64289166206231
-0.97565,-196.4970590289598
-0.9756,-243.6365867302636
-0.97555,-197.68086234112005
-0.9755,-75.8425955828697
-0.97545,75.52184918121219
-0.9754,198.58389766097463
-0.97535,246.1357017317787
-0.9753,199.67160046597414
-0.97525,76.5858118162469
-0.9752,-76.31786661498501
-0.97515,-200.62669511668338
-0.9751,-248.65010682077488
-0.97505,-201.7076360780711
-0.975,-77.37741469030007
-0.97495,77.07209101510666
-0.9749,202.63656492163386
-0.97485,251.1322324172583
-0.9748,203.70400048180133
-0.97475,78.13855720447631
-0.9747,-77.82405784802204
-0.97465,-204.62668401251327
-0.9746,-253.61935534926002
-0.97455,-205.73904332437246
-0.9745,-78.93973290640382
-0.97445,78.55789705389529
-0.9744,206.6196458642629
-0.97435,256.13027798826397
-0.9743,207.80801659580703
-0.97425,79.74048174894284
-0.9742,-79.35290289233527
-0.97415,-208.68171552986524
-0.9741,-258.6507245181091
-0.97405,-209.86053367643217
-0.974,-80.59895243916868
-0.97395,80.00272255657129
-0.9739,210.61262759195318
-0.97385,261.12520885752974
-0.9738,211.904612031032
-0.97375,81.4069452274146
-0.9737,-80.75357219218947
-0.97365,-212.6487212404914
-0.9736,-263.6638769114362
-0.97355,-213.9389666505203
-0.9735,-82.12487898565657
-0.97345,81.62136275350073
-0.9734,214.74868508296996
-0.97335,266.2023790486363
-0.9733,215.98433344989118
-0.97325,82.92553429890827
-0.9732,-82.36395020152763
-0.97315,-216.7539130398229
-0.9731,-268.7110652541356
-0.97305,-218.04070526852266
-0.973,-83.721932539996
-0.97295,83.17718225594231
-0.9729,218.8943095049324
-0.97285,271.34509581634103
-0.9728,220.1324888436721
-0.97275,84.47357927676504
-0.9727,-84.02195644874523
-0.97265,-220.98581002867724
-0.9726,-273.87885228757244
-0.97255,-222.15290331244668
-0.9725,-85.23386382818215
-0.97245,84.78437059310153
-0.9724,222.96901222321813
-0.97235,276.3391870312511
-0.9723,224.16788976629408
-0.97225,86.03057334781329
-0.9722,-85.52884505009295
-0.97215,-224.9782653431687
-0.9721,-278.8313995075739
-0.97205,-226.17157524400903
-0.972,-86.77888991374425
-0.97195,86.30741253467768
-0.9719,226.9818662988872
-0.97185,281.31054005815366
-0.9718,228.19101540576605
-0.97175,87.5529116841225
-0.9717,-87.09713940381117
-0.97165,-229.03757303635223
-0.9716,-283.8432670754083
-0.97155,-230.2470754798216
-0.9715,-88.36500606409147
-0.97145,87.84284192149471
-0.9714,231.06101139008925
-0.97135,286.34170896794967
-0.9713,232.2273830279827
-0.97125,89.07805410188253
-0.9712,-88.63370480444523
-0.97115,-233.0629966255091
-0.9711,-288.8491607850519
-0.97105,-234.31278476727437
-0.971,-89.91382927660158
-0.97095,89.39401213327511
-0.9709,235.10143241002015
-0.97085,291.34633534050545
-0.9708,236.3170401738246
-0.97075,90.69140362606078
-0.9707,-90.11957916505402
-0.97065,-237.044817271577
-0.9706,-293.7526078206639
-0.97055,-238.25654516709844
-0.9705,-91.42089385810657
-0.97045,90.89343945055732
-0.9704,239.0639809091303
-0.97035,296.27752122062105
-0.9703,240.3217328723215
-0.97025,92.22152326429612
-0.9702,-91.66170698421335
-0.97015,-241.092489976385
-0.9701,-298.79153057100416
-0.97005,-242.38193068324736
-0.97,-93.05692764659256
-0.96995,92.37761646060935
-0.9699,243.103320701076
-0.96985,301.3306655196426
-0.9698,244.46002708205424
-0.96975,93.8568360994141
-0.9697,-93.16965630036526
-0.96965,-245.17047102150866
-0.9696,-303.8529503830357
-0.96955,-246.44816466932897
-0.9695,-94.553287832592
-0.96945,94.00467459447283
-0.9694,247.20326679453294
-0.96935,306.3265791092357
-0.9693,248.4440323186973
-0.96925,95.30331994511702
-0.9692,-94.81511382236691
-0.96915,-249.277985611679
-0.9691,-308.869585269936
-0.96905,-250.48722606597082
-0.969,-96.06928376649181
-0.96895,95.63857789737733
-0.9689,251.39622890793115
-0.96885,311.452775489127
-0.9688,252.50933057847917
-0.96875,96.76272989884822
-0.9687,-96.49174207640392
-0.96865,-253.45109601898855
-0.9686,-313.9602119477038
-0.96855,-254.5508573614765
-0.9685,-97.56136918023677
-0.96845,97.25518323163595
-0.9684,255.49329976265477
-0.96835,316.5089888903762
-0.9683,256.63472077846666
-0.96825,98.3634946045962
-0.9682,-98.0641098595835
-0.96815,-257.58788229619495
-0.9681,-319.04699068081186
-0.96805,-258.63716655767905
-0.968,-99.09927701810003
-0.96795,98.8494710602213
-0.9679,259.6006467377846
-0.96785,321.5275631968954
-0.9678,260.6301833578574
-0.96775,99.83815825460137
-0.9677,-99.63920691776063
-0.96765,-261.6164266312451
-0.9676,-324.0147746536554
-0.96755,-262.65450217429196
-0.9675,-100.63425217160395
-0.96745,100.36879551908332
-0.9674,263.5921764469348
-0.96735,326.49560414362446
-0.9673,264.704981722203
-0.96725,101.45908409833999
-0.9672,-101.10876862137562
-0.96715,-265.6154461267049
-0.9671,-329.00182103079993
-0.96705,-266.7126000561764
-0.967,-102.20630796569758
-0.96695,101.88231128318088
-0.9669,267.59947040625235
-0.96685,331.45193533413504
-0.9668,268.71847128099563
-0.96675,103.00206223070943
-0.9667,-102.63558171420016
-0.96665,-269.6416866469731
-0.9666,-333.9783255922539
-0.96655,-270.7051166256465
-0.9665,-103.6569550947828
-0.96645,103.55032908985338
-0.9664,271.7590436309078
-0.96635,336.5035400212106
-0.9663,272.711619128481
-0.96625,104.41284884272405
-0.9662,-104.32024012507175
-0.96615,-273.77444939042675
-0.9661,-339.0260685581526
-0.96605,-274.79676328194506
-0.966,-105.25000445465496
-0.96595,105.07798432108815
-0.9659,275.8427982328393
-0.96585,341.597603203105
-0.9658,276.8771682571001
-0.96575,106.04914418468647
-0.9657,-105.85620057245998
-0.96565,-277.8929895503501
-0.9656,-344.12411232712714
-0.96555,-278.9013789388768
-0.9655,-106.79565682251145
-0.96545,106.65801734178221
-0.9654,279.9091066293684
-0.96535,346.5524254821922
-0.9653,280.79557021735417
-0.96525,107.43906541350458
-0.9652,-107.49538113978274
-0.96515,-281.9141869152455
-0.9651,-348.990848968366
-0.96505,-282.7644153874481
-0.965,-108.19873151621479
-0.96495,108.22883751700584
-0.9649,283.8629069860871
-0.96485,351.4317163525516
-0.9648,284.7842430705886
-0.96475,109.00985902968802
-0.9647,-108.97080373285064
-0.96465,-285.87735182741244
-0.9646,-353.9203932166776
-0.96455,-286.78697880739827
-0.9645,-109.78181344863002
-0.96445,109.72078780333277
-0.9644,287.8885342917924
-0.96435,356.4321021112347
-0.9643,288.8090934681967
-0.96425,110.52079842527655
-0.9642,-110.52460459118971
-0.96415,-289.8969006420874
-0.9641,-358.88065344148544
-0.96405,-290.7866984791968
-0.964,-111.28017135218104
-0.96395,111.29377436385235
-0.9639,291.9367034133176
-0.96385,361.4398799191055
-0.9638,292.8844568300308
-0.96375,112.08883271188859
-0.9637,-112.08802156307495
-0.96365,-293.99939387803533
-0.9636,-363.9678350492326
-0.96355,-294.94946834920677
-0.9635,-112.9427760261517
-0.96345,112.78463184845894
-0.9634,296.0129167962434
-0.96335,366.5157396736566
-0.9633,297.01776545949906
-0.96325,113.73483378223652
-0.9632,-113.55066800140015
-0.96315,-298.04565544156344
-0.9631,-369.05335422398065
-0.96305,-299.07583629532604
-0.963,-114.49613665761865
-0.96295,114.37648999418916
-0.9629,300.1174818750572
-0.96285,371.5729164623703
-0.9628,301.1000175373879
-0.96275,115.27700163456092
-0.9627,-115.10944265303165
-0.96265,-302.06361567210035
-0.9626,-374.0058432326769
-0.96255,-303.13339472772776
-0.9625,-116.13700595337151
-0.96245,115.80267856223067
-0.9624,304.0723987785474
-0.96235,376.5201792803276
-0.9623,305.14623787760377
-0.96225,116.8897565308178
-0.9622,-116.57649287580296
-0.96215,-306.10183634765735
-0.9621,-379.0587072272279
-0.96205,-307.1998953048305
-0.962,-117.63942449849732
-0.96195,117.38943556218695
-0.9619,308.10203452444534
-0.96185,381.4657227334207
-0.9618,309.1421016588904
-0.96175,118.42269356686438
-0.9617,-118.064239616907
-0.96165,-310.0112360641484
-0.9616,-383.9082735727168
-0.96155,-311.17752768269787
-0.9615,-119.23022283413714
-0.96145,118.83485636481672
-0.9614,312.06684313352054
-0.96135,386.43697805453047
-0.9613,313.20610380141517
-0.96125,120.00391067053933
-0.9612,-119.6033420431675
-0.96115,-314.1030080735806
-0.9611,-388.97885562915286
-0.96105,-315.28144148513786
-0.961,-120.83023265008168
-0.96095,120.30815330866331
-0.9609,316.04919256194773
-0.96085,391.44077241806906
-0.9608,317.3448291961456
-0.96075,121.70427867208261
-0.9607,-120.9771827145654
-0.96065,-318.00887702551665
-0.9606,-393.92669076000857
-0.96055,-319.3944807221827
-0.9605,-122.52843973977308
-0.96045,121.70654691434652
-0.9604,320.02899968780974
-0.96035,396.46241265791656
-0.9603,321.4541221323108
-0.96025,123.31488665974315
-0.9602,-122.46973917559355
-0.96015,-322.01602559193304
-0.9601,-398.909999587303
-0.96005,-323.45371445150397
-0.96,-124.11787986357378
-0.95995,123.19378315450984
-0.9599,324.0290060259877
-0.95985,401.45192310664316
-0.9598,325.5246233624784
-0.95975,124.89468476357855
-0.9597,-124.00952280636625
-0.95965,-326.10191570136465
-0.9596,-403.97215552422335
-0.95955,-327.5359025976465
-0.9595,-125.64701176943646
-0.95945,124.79847015134122
-0.9594,328.1467868389947
-0.95935,406.5128290153565
-0.9593,329.60654499254593
-0.95925,126.43918055119596
-0.9592,-125.61175491421739
-0.95915,-330.2616028470432
-0.9591,-409.10173431121893
-0.95905,-331.65897207005077
-0.959,-127.18343022973406
-0.95895,126.41252032856625
-0.9589,332.25958471949696
-0.95885,411.52838341788953
-0.9588,333.6023250404227
-0.95875,127.90332090595969
-0.9587,-127.20775406587792
-0.95865,-334.28749443028414
-0.9586,-414.032182260166
-0.95855,-335.6351358727767
-0.9585,-128.68301039632215
-0.95845,127.99317702496893
-0.9584,336.3456608507487
-0.95835,416.58401378018874
-0.9583,337.7278609468028
-0.95825,129.53719346749224
-0.9582,-128.71368089161203
-0.95815,-338.3831279899638
-0.9581,-419.14193709398234
-0.95805,-339.7964554982704
-0.958,-130.33663472107872
-0.95795,129.45180397264534
-0.9579,340.38072696934057
-0.95785,421.6669046409085
-0.9578,341.86369917604134
-0.95775,131.09722133279075
-0.9577,-130.285884814375
-0.95765,-342.42083934329537
-0.9576,-424.1091103307743
-0.95755,-343.8315313720875
-0.9575,-131.87337492099218
-0.95745,131.0442349153711
-0.9574,344.47649070233393
-0.95735,426.6774126104072
-0.9573,345.92587771490565
-0.95725,132.7119371448748
-0.9572,-131.78614915637044
-0.95715,-346.54984822263685
-0.9571,-429.28920242541363
-0.95705,-348.03563811288996
-0.957,-133.51099931087552
-0.95695,132.5425329199862
-0.9569,348.52832680487353
-0.95685,431.748429507587
-0.9568,350.0595997362645
-0.95675,134.32590901513333
-0.9567,-133.24553236088155
-0.95665,-350.4696370915529
-0.9566,-434.1911410394691
-0.95655,-352.0709162582846
-0.9565,-135.09988215850586
-0.95645,134.03923228142395
-0.9564,352.5046085028618
-0.95635,436.6562863792099
-0.9563,354.0584327606518
-0.95625,135.9128290052374
-0.9562,-134.7159011149416
-0.95615,-354.4637644566751
-0.9561,-439.1475622523683
-0.95605,-356.0691976350367
-0.956,-136.6407010081464
-0.95595,135.53261187162823
-0.9559,356.49715964899895
-0.95585,441.6142313247419
-0.9558,357.99781182110127
-0.95575,137.27016205850583
-0.9557,-136.40920971845696
-0.95565,-358.4941055694703
-0.9556,-443.9963973550093
-0.95555,-359.954190660666
-0.9555,-138.1103176842827
-0.95545,137.04278531060174
-0.9554,360.41095287272736
-0.95535,446.4469828895595
-0.9553,361.93445756497397
-0.95525,138.8158016724416
-0.9552,-137.88034891285866
-0.95515,-362.4415885720805
-0.9551,-448.864431977994
-0.95505,-363.80262689379896
-0.955,-139.4325669294957
-0.95495,138.7325853643733
-0.9549,364.4466867181279
-0.95485,451.30142191446885
-0.9548,365.7806036688887
-0.95475,140.18546949769942
-0.9547,-139.54160848868457
-0.95465,-366.5371524679583
-0.9546,-453.85431560977474
-0.95455,-367.7931644970708
-0.9545,-140.9052849913273
-0.95445,140.3434157853824
-0.9544,368.5355324431351
-0.95435,456.31042408657703
-0.9543,369.7919429374362
-0.95425,141.66764451770283
-0.9542,-141.1422457814653
-0.95415,-370.5964081302036
-0.9541,-458.8156472998352
-0.95405,-371.75395110881624
-0.954,-142.34108652810892
-0.95395,141.98607636410028
-0.9539,372.6286440374054
-0.95385,461.30180941575907
-0.9538,373.8009283004822
-0.95375,143.18044903113596
-0.9537,-142.7098265133379
-0.95365,-374.6613277833145
-0.9536,-463.82806794123826
-0.95355,-375.7869747356769
-0.9535,-143.84193534964896
-0.95345,143.58675484465894
-0.9534,376.6931948009241
-0.95335,466.2405802834898
-0.9533,377.70353766626647
-0.95325,144.55737731074066
-0.9532,-144.3751639905555
-0.95315,-378.74172048578725
-0.9531,-468.79688818517013
-0.95305,-379.78053869474985
-0.953,-145.34653906375613
-0.95295,145.16464557355255
-0.9529,380.7844569491264
-0.95285,471.3042385716166
-0.9528,381.8057282248881
-0.95275,146.127094438291
-0.9527,-145.92934630766328
-0.95265,-382.8127259315804
-0.9526,-473.82237918481474
-0.95255,-383.83269922851207
-0.9525,-146.86317704415612
-0.95245,146.76580686354828
-0.9524,384.87177544328165
-0.95235,476.29601489042506
-0.9523,385.796925406007
-0.95225,147.60043826686086
-0.9522,-147.5472950358091
-0.95215,-386.91831592823814
-0.9521,-478.84461837373664
-0.95205,-387.8526153131367
-0.952,-148.36878598249876
-0.95195,148.33422778071224
-0.9519,388.9503563884436
-0.95185,481.3843549192242
-0.9518,389.9657644014944
-0.95175,149.22968415736443
-0.9517,-149.08739777662817
-0.95165,-391.01005601567493
-0.9516,-483.90911568114535
-0.95155,-391.97386027303446
