tau_s,R_x1x2
-0.029852,4.7433647707518606e-07
-0.029851,5.748230418066184e-07
-0.02985,6.696596008187368e-07
-0.029849,7.573294784087274e-07
-0.029848,8.363883882057336e-07
-0.029847,9.054887843421765e-07
-0.029846,9.634031780022714e-07
-0.029845,1.0090461052695497e-06
-0.029844,1.0414943630827798e-06
-0.029843,1.0600050285890596e-06
-0.029842,1.0640309189990836e-06
-0.029841,1.0532332686034755e-06
-0.02984,1.0274913399469936e-06
-0.029839,9.869086858640529e-07
-0.029838,9.318159174712168e-07
-0.029837,8.627698734444049e-07
-0.029836,7.805490954861873e-07
-0.029835,6.861456577417751e-07
-0.029834,5.807534389280611e-07
-0.029833,4.657528946797053e-07
-0.029832,3.42692480120394e-07
-0.029831,2.1326708873940839e-07
-0.02983,7.929380265374979e-08
-0.029829,-5.731477732459704e-08
-0.029828,-1.945792581140995e-07
-0.029827,-3.3048365781704587e-07
-0.029826,-4.6300662289063136e-07
-0.029825,-5.901532506114907e-07
-0.029824,-7.099870100824369e-07
-0.029823,-8.206611239454813e-07
-0.029822,-9.204488930313124e-07
-0.029821,-1.0077725276764897e-06
-0.02982,-1.0812300060441098e-06
-0.029819,-1.1396193694364694e-06
-0.029818,-1.1819600236043335e-06
-0.029817,-1.207510732644134e-06
-0.029816,-1.2157839510910628e-06
-0.029815,-1.2065561483424001e-06
-0.029814,-1.1798739321452257e-06
-0.029813,-1.1360558243851282e-06
-0.029812,-1.0756895679183718e-06
-0.029811,-9.996250070176192e-07
-0.02981,-9.089626342327231e-07
-0.029809,-8.050378672488863e-07
-0.029808,-6.894012522117959e-07
-0.029807,-5.637949789087805e-07
-0.029806,-4.30126078799367e-07
-0.029805,-2.904366191766328e-07
-0.029804,-1.4687133801066216e-07
-0.029803,-1.643376805716091e-09
-0.029802,1.4300134571062195e-07
-0.029801,2.8482061373690763e-07
-0.0298,4.216126599783699e-07
-0.029799,5.512524401769042e-07
-0.029798,6.717268294261561e-07
-0.029797,7.811682191532519e-07
-0.029796,8.778859485230512e-07
-0.029795,9.603949055655135e-07
-0.029794,1.0274407981874214e-06
-0.029793,1.0780217148798206e-06
-0.029792,1.1114055626798006e-06
-0.029791,1.1271430086385874e-06
-0.02979,1.1250757050700485e-06
-0.029789,1.1053396122519755e-06
-0.029788,1.0683632959585844e-06
-0.029787,1.014861254235277e-06
-0.029786,9.458223744890549e-07
-0.029785,8.624936145957974e-07
-0.029784,7.663591320088341e-07
-0.029783,6.591153014658226e-07
-0.029782,5.426420363535484e-07
-0.029781,4.189707879059845e-07
-0.02978,2.9024973894159e-07
-0.029779,1.5870690683109893e-07
-0.029778,2.6611780706379152e-08
-0.029777,-1.0376393684082562e-07
-0.029776,-2.3018581670191555e-07
-0.029775,-3.504956217027373e-07
-0.029774,-4.626489768425624e-07
-0.029773,-5.647512119139235e-07
-0.029772,-6.550907539203763e-07
-0.029771,-7.321693601128128e-07
-0.02977,-7.947286595735285e-07
-0.029769,-8.417725773652395e-07
-0.029768,-8.725852144302593e-07
-0.029767,-8.867438051456379e-07
-0.029766,-8.841265468382173e-07
-0.029765,-8.649150955263112e-07
-0.029764,-8.295916324605545e-07
-0.029763,-7.789305965271261e-07
-0.029762,-7.139852213994083e-07
-0.029761,-6.360690064024595e-07
-0.02976,-5.467324037327327e-07
-0.029759,-4.477352198763078e-07
-0.029758,-3.410152077721432e-07
-0.029757,-2.286532898599075e-07
-0.029756,-1.1283599662284056e-07
-0.029755,4.184098827342192e-09
-0.029754,1.2012925908383396e-07
-0.029753,2.327381400826077e-07
-0.029752,3.398073015155064e-07
-0.029751,4.3923182006925345e-07
-0.02975,5.290442778418462e-07
-0.029749,6.074515046013727e-07
-0.029748,6.728684222449859e-07
-0.029747,7.239482576565611e-07
-0.029746,7.59608582796322e-07
-0.029745,7.790527524054051e-07
-0.029744,7.817862928327587e-07
-0.029743,7.676279215597445e-07
-0.029742,7.367150044110086e-07
-0.029741,6.895032639511758e-07
-0.02974,6.267606885565652e-07
-0.029739,5.49555796533823e-07
-0.029738,4.592404522250096e-07
-0.029737,3.5742741053510043e-07
-0.029736,2.45962950848043e-07
-0.029735,1.2689515314168402e-07
-0.029734,2.4383709289961393e-09
-0.029733,-1.2506559740958944e-07
-0.029732,-2.531889865102453e-07
-0.029731,-3.7946134522453784e-07
-0.02973,-5.014138706359599e-07
-0.029729,-6.166241086502042e-07
-0.029728,-7.227602430960785e-07
-0.029727,-8.176240846349134e-07
-0.029726,-8.991919949402412e-07
-0.029725,-9.656531005725266e-07
-0.029724,-1.015444120739897e-06
-0.029723,-1.0472800737867752e-06
-0.029722,-1.060180309617685e-06
-0.029721,-1.053489445431365e-06
-0.02972,-1.0268927868414257e-06
-0.029719,-9.804259086524448e-07
-0.029718,-9.144782392763431e-07
-0.029717,-8.297904965902369e-07
-0.029716,-7.274459604256683e-07
-0.029715,-6.08855771223704e-07
-0.029714,-4.7573849048051573e-07
-0.029713,-3.300941554084421e-07
-0.029712,-1.741732162195775e-07
-0.029711,-1.044097099867132e-08
-0.02971,1.5846191581959526e-07
-0.029709,3.297622641175986e-07
-0.029708,5.005999018210504e-07
-0.029707,6.680749833035387e-07
-0.029706,8.292963162364645e-07
-0.029705,9.81429979717359e-07
-0.029704,1.1217474270505935e-06
-0.029703,1.247672164359958e-06
-0.029702,1.3568242111315744e-06
-0.029701,1.4470616879469406e-06
-0.0297,1.5165188421143426e-06
-0.029699,1.5636397534691625e-06
-0.029698,1.5872071517838373e-06
-0.029697,1.5863659326194062e-06
-0.029696,1.5606409508176149e-06
-0.029695,1.509948732873632e-06
-0.029694,1.434602918467588e-06
-0.029693,1.3353133259051376e-06
-0.029692,1.2131786080780956e-06
-0.029691,1.0696726433767214e-06
-0.02969,9.066248915344477e-07
-0.029689,7.26194938412971e-07
-0.029688,5.308416080557638e-07
-0.029687,3.232872132956982e-07
-0.029686,1.0647752897606957e-07
-0.029685,-1.1646199836913082e-07
-0.029684,-3.422731239431434e-07
-0.029683,-5.676139149897628e-07
-0.029682,-7.891093240574831e-07
-0.029681,-1.00340253216111e-06
-0.02968,-1.2072062715370623e-06
-0.029679,-1.3973532286286356e-06
-0.029678,-1.5708447429931e-06
-0.029677,-1.7248971476861174e-06
-0.029676,-1.856985058110311e-06
-0.029675,-1.9648808339351996e-06
-0.029674,-2.0466896092001765e-06
-0.029673,-2.1008794644268027e-06
-0.029672,-2.126306297549357e-06
-0.029671,-2.1222329287727674e-06
-0.02967,-2.088342163161271e-06
-0.029669,-2.0247437123747338e-06
-0.029668,-1.9319749034589364e-06
-0.029667,-1.8109950797259809e-06
-0.029666,-1.6631738032483394e-06
-0.029665,-1.490273113672932e-06
-0.029664,-1.2944241046822732e-06
-0.029663,-1.0780981502681973e-06
-0.029662,-8.440732524875138e-07
-0.029661,-5.953959868020481e-07
-0.02966,-3.3533958662715226e-07
-0.029659,-6.735884128345384e-08
-0.029658,2.0495751212454506e-07
-0.029657,4.779362978123956e-07
-0.029656,7.478706196778351e-07
-0.029655,1.0110709796535473e-06
-0.029654,1.2639160553324553e-06
-0.029653,1.5029025418601101e-06
-0.029652,1.7246933873039154e-06
-0.029651,1.926163646997884e-06
-0.02965,2.1044433384430076e-06
-0.029649,2.256956824416605e-06
-0.029648,2.3814582193626044e-06
-0.029647,2.476062264306885e-06
-0.029646,2.5392702750085544e-06
-0.029645,2.569990938546964e-06
-0.029644,2.567555738670959e-06
-0.029643,2.5317287119871215e-06
-0.029642,2.4627104469781953e-06
-0.029641,2.3611363979884323e-06
-0.02964,2.2280695891566575e-06
-0.029639,2.064987725015316e-06
-0.029638,1.8737649192743833e-06
-0.029637,1.656648381182717e-06
-0.029636,1.4162303946829504e-06
-0.029635,1.1554158918352591e-06
-0.029634,8.773860747160184e-07
-0.029633,5.855585992957155e-07
-0.029632,2.835448078893953e-07
-0.029631,-2.4895438642965425e-08
-0.02963,-3.35900702211592e-07
-0.029629,-6.455561851668689e-07
-0.029628,-9.4994266535052e-07
-0.029627,-1.2451854266640213e-06
-0.029626,-1.5275025934974353e-06
-0.029625,-1.793252386684633e-06
-0.029624,-2.038978744387213e-06
-0.029623,-2.2614546735460564e-06
-0.029622,-2.457722816610088e-06
-0.029621,-2.625132851231999e-06
-0.02962,-2.761375317250689e-06
-0.029619,-2.8645113519594694e-06
-0.029618,-2.932997993051799e-06
-0.029617,-2.9657088510009155e-06
-0.029616,-2.961949924358891e-06
-0.029615,-2.9214702675532965e-06
-0.029614,-2.8444673818536104e-06
-0.029613,-2.731587353605363e-06
-0.029612,-2.5839197444832988e-06
-0.029611,-2.4029871629675233e-06
-0.02961,-2.1907296360532445e-06
-0.029609,-1.949484012408389e-06
-0.029608,-1.6819586051421034e-06
-0.029607,-1.3912032816931606e-06
-0.029606,-1.0805753591077195e-06
-0.029605,-7.53701651684112e-07
-0.029604,-4.14437060587936e-07
-0.029603,-6.682019270128675e-08
-0.029602,2.849734785738919e-07
-0.029601,6.366804768890143e-07
-0.0296,9.83999692665206e-07
-0.029599,1.3226436010396315e-06
-0.029598,1.6483897349838582e-06
-0.029597,1.957131932332284e-06
-0.029596,2.244930789727304e-06
-0.029595,2.508062607339687e-06
-0.029594,2.7430662546042973e-06
-0.029593,2.9467874803404427e-06
-0.029592,3.1164201389423884e-06
-0.029591,3.2495437107954384e-06
-0.02959,3.3441566329925425e-06
-0.029589,3.398705086058213e-06
-0.029588,3.412106862662153e-06
-0.029587,3.3837698480838707e-06
-0.029586,3.313604815453291e-06
-0.029585,3.2020324026627673e-06
-0.029584,3.049984101040496e-06
-0.029583,2.8588970605946254e-06
-0.029582,2.630702702179551e-06
-0.029581,2.367809215875136e-06
-0.02958,2.0730780364738574e-06
-0.029579,1.7497944797658257e-06
-0.029578,1.40163283933368e-06
-0.029577,1.032616214959158e-06
-0.029576,6.470714570457737e-07
-0.029575,2.495797676510281e-07
-0.029574,-1.5507647547456957e-07
-0.029573,-5.619701931666997e-07
-0.029572,-9.66088756625023e-07
-0.029571,-1.362395002502534e-06
-0.02957,-1.7458893981948495e-06
-0.029569,-2.1116726857672136e-06
-0.029568,-2.455008252453473e-06
-0.029567,-2.771383332732237e-06
-0.029566,-3.056568254088569e-06
-0.029565,-3.306673039886842e-06
-0.029564,-3.5182006347859797e-06
-0.029563,-3.6880958971060398e-06
-0.029562,-3.8137896702997385e-06
-0.029561,-3.8932373858036266e-06
-0.02956,-3.924951630719006e-06
-0.029559,-3.908028054088354e-06
-0.029558,-3.842164179842091e-06
-0.029557,-3.7276708525046707e-06
-0.029556,-3.565476063109107e-06
-0.029555,-3.3571208902365634e-06
-0.029554,-3.1047475100805366e-06
-0.029553,-2.8110793516246807e-06
-0.029552,-2.479393501563205e-06
-0.029551,-2.113485609090163e-06
-0.02955,-1.7176276875328687e-06
-0.029549,-1.2965191643892064e-06
-0.029548,-8.552317030645079e-07
-0.029547,-3.991485326902734e-07
-0.029546,6.610098289532794e-08
-0.029545,5.347108487702079e-07
-0.029544,1.0007711675307817e-06
-0.029543,1.4583430800152323e-06
-0.029542,1.9015349528048603e-06
-0.029541,2.324578925282177e-06
-0.02954,2.7219068292042034e-06
-0.029539,3.0882243476269978e-06
-0.029538,3.4185824099069256e-06
-0.029537,3.70844494180922e-06
-0.029536,3.953752036690454e-06
-0.029535,4.150977552279623e-06
-0.029534,4.297180299783747e-06
-0.029533,4.390048164216181e-06
-0.029532,4.4279345077007185e-06
-0.029531,4.409886165470299e-06
-0.02953,4.335662575933254e-06
-0.029529,4.2057457777919866e-06
-0.029528,4.021341045349836e-06
-0.029527,3.784367969056799e-06
-0.029526,3.4974420376122e-06
-0.029525,3.1638468827431402e-06
-0.029524,2.7874974393430684e-06
-0.029523,2.3728944427271686e-06
-0.029522,1.9250708219160635e-06
-0.029521,1.4495305566655266e-06
-0.02952,9.521807057079342e-07
-0.029519,4.3925756175484926e-07
-0.029518,-8.275212794128391e-08
-0.029517,-6.071939726194574e-07
-0.029516,-1.1273317257521881e-06
-0.029515,-1.6364348147292104e-06
-0.029514,-2.1278664566473e-06
-0.029513,-2.595171285898735e-06
-0.029512,-3.03216132869944e-06
-0.029511,-3.4329990630182956e-06
-0.02951,-3.7922764313572813e-06
-0.029509,-4.105088807364874e-06
-0.029508,-4.367102925414737e-06
-0.029507,-4.574617686183709e-06
-0.029506,-4.724616985063379e-06
-0.029505,-4.8148138914505645e-06
-0.029504,-4.843685541413725e-06
-0.029503,-4.81049810944332e-06
-0.029502,-4.7153214604428245e-06
-0.029501,-4.55903330831478e-06
-0.0295,-4.3433127662539484e-06
-0.029499,-4.070623206247886e-06
-0.029498,-3.744184613451362e-06
-0.029497,-3.3679357822073833e-06
-0.029496,-2.946486763312585e-06
-0.029495,-2.4850621520438133e-06
-0.029494,-1.9894359657333957e-06
-0.029493,-1.4658588511496783e-06
-0.029492,-9.209785213528409e-07
-0.029491,-3.6175454612407423e-07
-0.02949,2.0463138117144506e-07
-0.029489,7.708686305292779e-07
-0.029488,1.3296130669241152e-06
-0.029487,1.8735833589153158e-06
-0.029486,2.3956568836255205e-06
-0.029485,2.888964044493106e-06
-0.029484,3.3469797604913928e-06
-0.029483,3.7636107734507984e-06
-0.029482,4.133277592930115e-06
-0.029481,4.450990059677149e-06
-0.02948,4.712415505309279e-06
-0.029479,4.9139384642139904e-06
-0.029478,5.052711110473093e-06
-0.029477,5.126693795381321e-06
-0.029476,5.134685140461143e-06
-0.029475,5.076341111138463e-06
-0.029474,4.952182788424609e-06
-0.029473,4.7635927824096555e-06
-0.029472,4.512800298904379e-06
-0.029471,4.20285492118448e-06
-0.02947,3.837589451736874e-06
-0.029469,3.4215722965449097e-06
-0.029468,2.960049965671367e-06
-0.029467,2.4588804347481993e-06
-0.029466,1.9244582554366855e-06
-0.029465,1.3636323260433144e-06
-0.029464,7.836173512331314e-07
-0.029463,1.919002470994989e-07
-0.029462,-4.0385726115769814e-07
-0.029461,-9.959186751561032e-07
-0.02946,-1.5765740985278454e-06
-0.029459,-2.138241483817498e-06
-0.029458,-2.6735664161750015e-06
-0.029457,-3.175519198920164e-06
-0.029456,-3.6374879653679416e-06
-0.029455,-4.053366466661295e-06
-0.029454,-4.417635365156975e-06
-0.029453,-4.7254360337801185e-06
-0.029452,-4.97263589284745e-06
-0.029451,-5.155884278033757e-06
-0.02945,-5.272658087641208e-06
-0.029449,-5.321296679760434e-06
-0.029448,-5.301025552474377e-06
-0.029447,-5.211968360096217e-06
-0.029446,-5.055147101610071e-06
-0.029445,-4.83247053179476e-06
-0.029444,-4.546710937884119e-06
-0.029443,-4.201469481579132e-06
-0.029442,-3.80113057260712e-06
-0.029441,-3.350805891197589e-06
-0.02944,-2.8562687508968842e-06
-0.029439,-2.3238796688036787e-06
-0.029438,-1.760504154894087e-06
-0.029437,-1.173423714120355e-06
-0.029436,-5.702411830259695e-07
-0.029435,4.1218232549726964e-08
-0.029434,6.530089256664118e-07
-0.029433,1.2571686159508923e-06
-0.029432,1.845822489100198e-06
-0.029431,2.4112862795963887e-06
-0.02943,2.9461669323158765e-06
-0.029429,3.4434596186110546e-06
-0.029428,3.89663984923727e-06
-0.029427,4.299749346487224e-06
-0.029426,4.647474547774117e-06
-0.029425,4.9352167972974064e-06
-0.029424,5.159153314526711e-06
-0.029423,5.316288022090578e-06
-0.029422,5.404491565914618e-06
-0.029421,5.422530084583494e-06
-0.02942,5.370082367070847e-06
-0.029419,5.2477450444983934e-06
-0.029418,5.057025753193432e-06
-0.029417,4.800324438371592e-06
-0.029416,4.480903030811912e-06
-0.029415,4.1028438135733205e-06
-0.029414,3.670997053790424e-06
-0.029413,3.190918588174714e-06
-0.029412,2.6687981509251726e-06
-0.029411,2.111379400835269e-06
-0.02941,1.5258727247681884e-06
-0.029409,9.198618779331446e-07
-0.029408,3.0120564837422633e-07
-0.029407,-3.220640721710192e-07
-0.029406,-9.418464752783378e-07
-0.029405,-1.5500770222271483e-06
-0.029404,-2.1388322918800017e-06
-0.029403,-2.700432995930314e-06
-0.029402,-3.22754383229961e-06
-0.029401,-3.713268973875998e-06
-0.0294,-4.151241960517235e-06
-0.029399,-4.535708732589976e-06
-0.029398,-4.861602722606881e-06
-0.029397,-5.124611129744703e-06
-0.029396,-5.321231543705281e-06
-0.029395,-5.4488180603004164e-06
-0.029394,-5.5056162974072835e-06
-0.029393,-5.490786953791976e-06
-0.029392,-5.404417619301627e-06
-0.029391,-5.247522580309047e-06
-0.02939,-5.022030626135982e-06
-0.029389,-4.730761103932229e-06
-0.029388,-4.377388541226586e-06
-0.029387,-3.966396190354393e-06
-0.029386,-3.503019116719564e-06
-0.029385,-2.993177603081697e-06
-0.029384,-2.4434016958789696e-06
-0.029383,-1.860747866605719e-06
-0.029382,-1.2527089088161787e-06
-0.029381,-6.271181379093064e-07
-0.02938,7.950910536779298e-09
-0.029379,6.442878945089049e-07
-0.029378,1.2736508642840716e-06
-0.029377,1.8878720046745409e-06
-0.029376,2.478962585615615e-06
-0.029375,3.0392156829188266e-06
-0.029374,3.561305355698698e-06
-0.029373,4.038381123209579e-06
-0.029372,4.464156556208101e-06
-0.029371,4.8329907393137305e-06
-0.02937,5.139961573225705e-06
-0.029369,5.3809300764500064e-06
-0.029368,5.552594885369763e-06
-0.029367,5.652536148947353e-06
-0.029366,5.679248264696863e-06
-0.029365,5.6321611171464125e-06
-0.029364,5.511649577187168e-06
-0.029363,5.319030999897255e-06
-0.029362,5.056550748861498e-06
-0.029361,4.727356011793017e-06
-0.02936,4.3354582236127724e-06
-0.029359,3.8856844631085794e-06
-0.029358,3.3836184387529893e-06
-0.029357,2.835531827112039e-06
-0.029356,2.248306793537405e-06
-0.029355,1.629350631626116e-06
-0.029354,9.865036136698392e-07
-0.029353,3.2794113476657206e-07
-0.029352,-3.379286657729083e-07
-0.029351,-1.0025704694290957e-06
-0.02935,-1.6574291983722814e-06
-0.029349,-2.2940380656843386e-06
-0.029348,-2.9041259422774115e-06
-0.029347,-3.479722581596838e-06
-0.029346,-4.013260402397977e-06
-0.029345,-4.497671652539737e-06
-0.029344,-4.926479753703396e-06
-0.029343,-5.293883573775594e-06
-0.029342,-5.594833568365107e-06
-0.029341,-5.825098911509331e-06
-0.02934,-5.981324788577234e-06
-0.029339,-6.0610789734021655e-06
-0.029338,-6.0628870889647965e-06
-0.029337,-5.986256156091889e-06
-0.029336,-5.831686111885227e-06
-0.029335,-5.6006689848543875e-06
-0.029334,-5.295675698498058e-06
-0.029333,-4.9201306742139984e-06
-0.029332,-4.478374520718224e-06
-0.029331,-3.975615076679323e-06
-0.02933,-3.4178673802067834e-06
-0.029329,-2.811883287711276e-06
-0.029328,-2.1650715105152794e-06
-0.029327,-1.4854089981648657e-06
-0.029326,-7.813447329401969e-07
-0.029325,-6.16970068630245e-08
-0.029324,6.644546231213544e-07
-0.029323,1.3878813377395274e-06
-0.029322,2.0993196483908427e-06
-0.029321,2.7895872917378115e-06
-0.02932,3.449699033366309e-06
-0.029319,4.070980850714777e-06
-0.029318,4.645181088523112e-06
-0.029317,5.164577286978149e-06
-0.029316,5.622077372645856e-06
-0.029315,6.0113137861211894e-06
-0.029314,6.326729349833913e-06
-0.029313,6.563653832058836e-06
-0.029312,6.718370208564318e-06
-0.029311,6.7881695984200476e-06
-0.02931,6.771394106604987e-06
-0.029309,6.667467016366621e-06
-0.029308,6.47690986994861e-06
-0.029307,6.201345971054915e-06
-0.029306,5.843490147458183e-06
-0.029305,5.407124845435222e-06
-0.029304,4.897062729613648e-06
-0.029303,4.319096009147664e-06
-0.029302,3.6799330131626794e-06
-0.029301,2.9871227003799543e-06
-0.0293,2.2489678806149298e-06
-0.029299,1.4744281136782634e-06
-0.029298,6.73013425163097e-07
-0.029297,-1.4533001724216675e-07
-0.029296,-9.703409657296207e-07
-0.029295,-1.7915693492773508e-06
-0.029294,-2.5985062090141905e-06
-0.029293,-3.3807158249864977e-06
-0.029292,-4.1279684406518935e-06
-0.029291,-4.830371795077291e-06
-0.02929,-5.478499818387338e-06
-0.029289,-6.063516926388774e-06
-0.029288,-6.5772963204855725e-06
-0.029287,-7.012530622650456e-06
-0.029286,-7.362833371159311e-06
-0.029285,-7.622830064606129e-06
-0.029284,-7.788237521365907e-06
-0.029283,-7.855930265724245e-06
-0.029282,-7.823992961177396e-06
-0.029281,-7.691758136827913e-06
-0.02928,-7.459828575477005e-06
-0.029279,-7.130083763442106e-06
-0.029278,-6.705670144582788e-06
-0.029277,-6.190975170487331e-06
-0.029276,-5.591585294757453e-06
-0.029275,-4.91422814934618e-06
-0.029274,-4.1666994627440975e-06
-0.029273,-3.3577755124287473e-06
-0.029272,-2.497112018424604e-06
-0.029271,-1.5951306139760549e-06
-0.02927,-6.628942289451759e-07
-0.029269,2.8802721645269134e-07
-0.029268,1.245699254224698e-06
-0.029267,2.1979715818477175e-06
-0.029266,3.1326312205464477e-06
-0.029265,4.037558281748659e-06
-0.029264,4.900882397219539e-06
-0.029263,5.711137672613064e-06
-0.029262,6.457414170445668e-06
-0.029261,7.129503991183722e-06
-0.02926,7.718040040128141e-06
-0.029259,8.214625452652367e-06
-0.029258,8.611951910606069e-06
-0.029257,8.903905261104098e-06
-0.029256,9.085656946444262e-06
-0.029255,9.153739769847858e-06
-0.029254,9.106106852460654e-06
-0.029253,8.942172891708713e-06
-0.029252,8.662837016450034e-06
-0.029251,8.270486613694164e-06
-0.02925,7.768981900409692e-06
-0.029249,7.163621268090274e-06
-0.029248,6.461087621425589e-06
-0.029247,5.6693762056943445e-06
-0.029246,4.7977047173016605e-06
-0.029245,3.856406614209215e-06
-0.029244,2.856808810486562e-06
-0.029243,1.8110953115796051e-06
-0.029242,7.321584239850442e-07
-0.029241,-3.665607236988015e-07
-0.02924,-1.4712403779394098e-06
-0.029239,-2.5678528576820263e-06
-0.029238,-3.642343521892197e-06
-0.029237,-4.680811793067389e-06
-0.029236,-5.669691918748949e-06
-0.029235,-6.595930959872075e-06
-0.029234,-7.447161667224848e-06
-0.029233,-8.211868011319183e-06
-0.029232,-8.879541164036168e-06
-0.029231,-9.440823678146635e-06
-0.02923,-9.887639896351222e-06
-0.029229,-1.0213310836971634e-05
-0.029228,-1.0412651965409104e-05
-0.029227,-1.0482052293906197e-05
-0.029226,-1.0419533644978785e-05
-0.029225,-1.0224789227354858e-05
-0.029224,-9.899200878731078e-06
-0.029223,-9.445834486708045e-06
-0.029222,-8.869413525909187e-06
-0.029221,-8.176270920717054e-06
-0.02922,-7.374279694234332e-06
