tau_s,R_x1x2
-0.029679,0.003909800576583812
-0.029678,0.004025706983189295
-0.029677,0.004129028328393656
-0.029676,0.004220001597625735
-0.029675,0.004298873110672326
-0.029674,0.004365897026089212
-0.029673,0.004421341288187734
-0.029672,0.004465499067186584
-0.029671,0.0044986937440160595
-0.02967,0.004521267722937321
-0.029669,0.004533575797349289
-0.029668,0.004535993371331257
-0.029667,0.004528923132348563
-0.029666,0.004512795562954765
-0.029665,0.004488067161752661
-0.029664,0.004455202969823653
-0.029663,0.0044146564004138205
-0.029662,0.004366867029366163
-0.029661,0.004312265493559935
-0.02966,0.0042512792504857495
-0.029659,0.00418433568201915
-0.029658,0.004111857240772578
-0.029657,0.004034255958968841
-0.029656,0.003951939602660799
-0.029655,0.0038653228368905218
-0.029654,0.003774831980631407
-0.029653,0.003680902656574242
-0.029652,0.0035839642807174933
-0.029651,0.003484426950211879
-0.02965,0.003382683120689872
-0.029649,0.003279110372933582
-0.029648,0.0031740764969656068
-0.029647,0.003067945971953002
-0.029646,0.0029610760675581817
-0.029645,0.002853811464323289
-0.029644,0.002746490697324665
-0.029643,0.002639451925961325
-0.029642,0.002533032110778054
-0.029641,0.002427569270905614
-0.02964,0.002323392711653563
-0.029639,0.0022208048175265866
-0.029638,0.0021200789092389646
-0.029637,0.002021461588141061
-0.029636,0.0019251757385241068
-0.029635,0.0018314286318546515
-0.029634,0.0017404112860384842
-0.029633,0.0016522935703319913
-0.029632,0.0015672269788934187
-0.029631,0.0014853480685620786
-0.02963,0.0014067799827935587
-0.029629,0.0013316355867515155
-0.029628,0.0012600118238029047
-0.029627,0.0011919812279237842
-0.029626,0.0011275935655424903
-0.029625,0.0010668758628417404
-0.029624,0.0010098355569121
-0.029623,0.000956471714630083
-0.029622,0.00090677607982379
-0.029621,0.0008607310546877849
-0.02962,0.000818313445402777
-0.029619,0.0007794931703245912
-0.029618,0.000744232368065998
-0.029617,0.0007124891811288521
-0.029616,0.0006842145455921592
-0.029615,0.0006593461486031415
-0.029614,0.0006378090047131277
-0.029613,0.0006195152888109238
-0.029612,0.0006043659878880132
-0.029611,0.0005922570870847258
-0.02961,0.0005830799753270609
-0.029609,0.0005767209433340854
-0.029608,0.0005730635722348886
-0.029607,0.0005719874400819451
-0.029606,0.0005733684737285755
-0.029605,0.0005770814671277619
-0.029604,0.0005829974786713504
-0.029603,0.0005909819982468399
-0.029602,0.000600897016631518
-0.029601,0.0006126006878249627
-0.0296,0.0006259493414637534
-0.029599,0.0006408033856481019
-0.029598,0.0006570279271428272
-0.029597,0.0006744921099333736
-0.029596,0.0006930712918476771
-0.029595,0.0007126463070208195
-0.029594,0.0007331028720727873
-0.029593,0.0007543336922875006
-0.029592,0.0007762364201085011
-0.029591,0.0007987098130124545
-0.02959,0.0008216538102990724
-0.029589,0.0008449688441722017
-0.029588,0.0008685565326751741
-0.029587,0.0008923236818784139
-0.029586,0.0009161822393806749
-0.029585,0.0009400482696136434
-0.029584,0.0009638427109606165
-0.029583,0.0009874893764029275
-0.029582,0.0010109142889879812
-0.029581,0.001034047964868297
-0.02958,0.0010568238304739686
-0.029579,0.0010791756720395901
-0.029578,0.001101038669775714
-0.029577,0.0011223481458402442
-0.029576,0.0011430403364094987
-0.029575,0.001163058500564549
-0.029574,0.0011823538693858187
-0.029573,0.0012008846279937496
-0.029572,0.0012186171857600661
-0.029571,0.0012355241620228452
-0.02957,0.0012515832093809194
-0.029569,0.0012667789526990946
-0.029568,0.0012811017032141017
-0.029567,0.0012945447175509912
-0.029566,0.001307104182011103
-0.029565,0.0013187780755404032
-0.029564,0.0013295660511249345
-0.029563,0.0013394723934792019
-0.029562,0.0013485059642890226
-0.029561,0.0013566795252176757
-0.02956,0.0013640101830202389
-0.029559,0.001370517205635894
-0.029558,0.0013762211718402588
-0.029557,0.0013811452884316632
-0.029556,0.0013853142888201097
-0.029555,0.0013887532049276184
-0.029554,0.001391487975767198
-0.029553,0.0013935445293155686
-0.029552,0.0013949490674503905
-0.029551,0.001395731274096138
-0.02955,0.0013959246879640893
-0.029549,0.0013955657381967827
-0.029548,0.001394694239683957
-0.029547,0.001393352410590168
-0.029546,0.0013915839768329874
-0.029545,0.0013894351663847838
-0.029544,0.0013869537148575618
-0.029543,0.0013841863525919018
-0.029542,0.001381178380273328
-0.029541,0.0013779729760887266
-0.02954,0.001374610968473712
-0.029539,0.0013711326919400278
-0.029538,0.0013675779359723303
-0.029537,0.0013639850845985353
-0.029536,0.0013603912142776523
-0.029535,0.0013568309422347347
-0.029534,0.0013533358717452994
-0.029533,0.0013499357208824443
-0.029532,0.001346657790292845
-0.029531,0.001343525738218506
-0.02953,0.0013405600069050993
-0.029529,0.0013377771610596073
-0.029528,0.0013351902062581297
-0.029527,0.0013328116226165676
-0.029526,0.0013306539524204823
-0.029525,0.0013287294659108768
-0.029524,0.0013270506932986418
-0.029523,0.0013256291940007393
-0.029522,0.0013244750749915792
-0.029521,0.0013235980802249686
-0.02952,0.0013230071715560439
-0.029519,0.0013227097288042809
-0.029518,0.001322711745269656
-0.029517,0.0013230170354257124
-0.029516,0.0013236273203446434
-0.029515,0.0013245440037788854
-0.029514,0.0013257681416675093
-0.029513,0.0013273003778757576
-0.029512,0.001329141137733582
-0.029511,0.0013312887889645813
-0.02951,0.0013337391076171507
-0.029509,0.0013364862354745247
-0.029508,0.0013395222017810486
-0.029507,0.0013428366682449616
-0.029506,0.0013464174802340393
-0.029505,0.0013502499677913958
-0.029504,0.0013543172793754978
-0.029503,0.0013586026002605492
-0.029502,0.001363089525497576
-0.029501,0.0013677618725332543
-0.0295,0.001372604075397799
-0.029499,0.0013776002299537853
-0.029498,0.0013827337414739557
-0.029497,0.0013879882439906499
-0.029496,0.001393347238005483
-0.029495,0.0013987933314565638
-0.029494,0.001404308387179187
-0.029493,0.0014098728005232156
-0.029492,0.0014154656216684815
-0.029491,0.0014210663140337215
-0.02949,0.001426654780097296
-0.029489,0.0014322112194557431
-0.029488,0.001437716276957385
-0.029487,0.0014431493151426044
-0.029486,0.0014484879090830276
-0.029485,0.001453709143428133
-0.029484,0.0014587893534821661
-0.029483,0.0014637036221423697
-0.029482,0.0014684264006991565
-0.029481,0.0014729306823457677
-0.02948,0.00147718843097002
-0.029479,0.001481173648192855
-0.029478,0.0014848630358770545
-0.029477,0.0014882360158323157
-0.029476,0.0014912751898069313
-0.029475,0.0014939647742851585
-0.029474,0.0014962902308880345
-0.029473,0.0014982393439614094
-0.029472,0.0014998019831663476
-0.029471,0.0015009700238010192
-0.02947,0.0015017376490341757
-0.029469,0.001502100292313844
-0.029468,0.0015020547131599131
-0.029467,0.0015016005179776934
-0.029466,0.0015007399486686901
-0.029465,0.001499478087444789
-0.029464,0.001497822761505871
-0.029463,0.0014957820295958923
-0.029462,0.0014933634934019937
-0.029461,0.0014905748537101513
-0.02946,0.0014874234257836493
-0.029459,0.001483916639844403
-0.029458,0.0014800624518163732
-0.029457,0.0014758683477583221
-0.029456,0.0014713415580327705
-0.029455,0.0014664903225207332
-0.029454,0.0014613239041567367
-0.029453,0.001455852955860529
-0.029452,0.0014500896209616665
-0.029451,0.0014440460867311588
-0.02945,0.001437734421850075
-0.029449,0.0014311669517761182
-0.029448,0.0014243560407268402
-0.029447,0.0014173149372890975
-0.029446,0.0014100581617628193
-0.029445,0.0014026006391783387
-0.029444,0.0013949579516992102
-0.029443,0.0013871471033461364
-0.029442,0.0013791862154442422
-0.029441,0.001371094936847626
-0.02944,0.0013628943250678647
-0.029439,0.001354604854336924
-0.029438,0.0013462459735481816
-0.029437,0.0013378366172707616
-0.029436,0.0013293948596384126
-0.029435,0.0013209383925450254
-0.029434,0.001312484926574158
-0.029433,0.0013040512319782798
-0.029432,0.001295653422381829
-0.029431,0.001287308337303518
-0.02943,0.0012790335773619566
-0.029429,0.0012708480678535017
-0.029428,0.001262772126633049
-0.029427,0.001254825606656877
-0.029426,0.001247027718832739
-0.029425,0.0012393974053711407
-0.029424,0.0012319531238449244
-0.029423,0.0012247142298739875
-0.029422,0.0012177014900072497
-0.029421,0.0012109357051388661
-0.02942,0.0012044378846089194
-0.029419,0.001198230061169915
-0.029418,0.001192334734245278
-0.029417,0.001186775645682941
-0.029416,0.001181577466536702
-0.029415,0.0011767626075643045
-0.029414,0.001172350486799618
-0.029413,0.0011683576454037461
-0.029412,0.001164797237611812
-0.029411,0.0011616805159138709
-0.02941,0.0011590172755914102
-0.029409,0.0011568147121713331
-0.029408,0.00115507765665767
-0.029407,0.0011538089072495718
-0.029406,0.0011530089789255212
-0.029405,0.0011526771488357388
-0.029404,0.001152811496602215
-0.029403,0.0011534073242566141
-0.029402,0.0011544573185629896
-0.029401,0.0011559514548566986
-0.0294,0.001157877057709176
-0.029399,0.0011602212172847136
-0.029398,0.0011629715207146112
-0.029397,0.001166115447045738
-0.029396,0.001169640824751383
-0.029395,0.0011735354968494672
-0.029394,0.0011777869337860002
-0.029393,0.001182383229290876
-0.029392,0.001187312970836
-0.029391,0.0011925638772178953
-0.02939,0.0011981227370453267
-0.029389,0.001203975136387015
-0.029388,0.0012101053026393972
-0.029387,0.0012164974914376555
-0.029386,0.0012231362163336542
-0.029385,0.0012300057933918558
-0.029384,0.0012370905460485715
-0.029383,0.001244374174906233
-0.029382,0.0012518393887585074
-0.029381,0.0012594687836507772
-0.02938,0.001267244704224798
-0.029379,0.001275148361119083
-0.029378,0.0012831600764815938
-0.029377,0.0012912589366252806
-0.029376,0.0012994228327482202
-0.029375,0.0013076304314241433
-0.029374,0.0013158616657674295
-0.029373,0.0013240971341842989
-0.029372,0.0013323184299781144
-0.029371,0.0013405077629242152
-0.02937,0.0013486475181765064
-0.029369,0.0013567212473698878
-0.029368,0.0013647134365670482
-0.029367,0.001372607952672535
-0.029366,0.001380387960670397
-0.029365,0.001388035368025442
-0.029364,0.0013955306471362448
-0.029363,0.0014028547378781584
-0.029362,0.0014099892791743962
-0.029361,0.0014169161631513894
-0.02936,0.0014236177771510226
-0.029359,0.0014300756745010848
-0.029358,0.0014362700215463501
-0.029357,0.0014421810305116905
-0.029356,0.0014477888399987667
-0.029355,0.0014530726114096331
-0.029354,0.0014580110869026335
-0.029353,0.0014625818088893057
-0.029352,0.0014667613719308947
-0.029351,0.001470528702567334
-0.02935,0.0014738658410317906
-0.029349,0.0014767577895228594
-0.029348,0.0014791930674019102
-0.029347,0.0014811622261874991
-0.029346,0.001482657352336747
-0.029345,0.0014836732619065952
-0.029344,0.0014842072906437014
-0.029343,0.0014842588806821965
-0.029342,0.0014838298309095119
-0.029341,0.0014829232209905942
-0.02934,0.001481543274242394
-0.029339,0.001479696985949876
-0.029338,0.0014773939991567162
-0.029337,0.0014746466587484367
-0.029336,0.001471469970729198
-0.029335,0.0014678791761536863
-0.029334,0.0014638889615110541
-0.029333,0.0014595141223798112
-0.029332,0.0014547691693869776
-0.029331,0.0014496686067256453
-0.02933,0.0014442273271115574
-0.029329,0.0014384595888082472
-0.029328,0.0014323790574277445
-0.029327,0.0014260002493432756
-0.029326,0.0014193386418556513
-0.029325,0.0014124109072616096
-0.029324,0.0014052351230137076
-0.029323,0.001397829372765848
-0.029322,0.0013902114322407436
-0.029321,0.0013823992874833972
-0.02932,0.001374410968187406
-0.029319,0.0013662650757119202
-0.029318,0.0013579811611399047
-0.029317,0.0013495787753500658
-0.029316,0.0013410774403603005
-0.029315,0.0013324976118074408
-0.029314,0.00132386048100534
-0.029313,0.0013151882813645913
-0.029312,0.0013065043137183018
-0.029311,0.0012978309219743734
-0.02931,0.0012891889092724136
-0.029309,0.0012805982359848243
-0.029308,0.0012720777440888334
-0.029307,0.0012636454793375272
-0.029306,0.0012553191804424617
-0.029305,0.001247115236462215
-0.029304,0.0012390488396038571
-0.029303,0.0012311357062332199
-0.029302,0.0012233922236616862
-0.029301,0.0012158360028812543
-0.0293,0.0012084861582155658
-0.029299,0.0012013613404645955
-0.029298,0.001194479430649891
-0.029297,0.001187858072460994
-0.029296,0.0011815144386462656
-0.029295,0.0011754665164722404
-0.029294,0.001169733704653389
-0.029293,0.001164335295003408
-0.029292,0.0011592904898513588
-0.029291,0.0011546194188600295
-0.02929,0.001150342605421961
-0.029289,0.0011464817315587946
-0.029288,0.001143059433668797
-0.029287,0.0011400958966984712
-0.029286,0.001137607981170859
-0.029285,0.001135609475285338
-0.029284,0.0011341105650795244
-0.029283,0.0011331192753989772
-0.029282,0.0011326420150880312
-0.029281,0.0011326823141276233
-0.02928,0.001133240972785294
-0.029279,0.001134316661986384
-0.029278,0.0011359057333501048
-0.029277,0.0011380032649868999
-0.029276,0.0011406032794741441
-0.029275,0.0011436970531991052
-0.029274,0.0011472731567204817
-0.029273,0.0011513175074840596
-0.029272,0.0011558134198715784
-0.029271,0.00116074392118976
-0.02927,0.0011660925717029932
-0.029269,0.0011718427053108722
-0.029268,0.0011779777036812868
-0.029267,0.0011844808883822917
-0.029266,0.0011913351603758061
-0.029265,0.001198523993093462
-0.029264,0.0012060314761299794
-0.029263,0.0012138407292350527
-0.029262,0.001221933690900515
-0.029261,0.0012302910387087301
-0.02926,0.0012388919790478788
-0.029259,0.0012477155648296082
-0.029258,0.0012567411070830482
-0.029257,0.0012659475655258019
-0.029256,0.0012753136714198426
-0.029255,0.0012848177308503776
-0.029254,0.001294437330799939
-0.029253,0.0013041502914665844
-0.029252,0.0013139348609036232
-0.029251,0.0013237686321586593
-0.02925,0.0013336286492070693
-0.029249,0.001343491244009284
-0.029248,0.0013533319774842651
-0.029247,0.0013631275812673856
-0.029246,0.0013728566059915146
-0.029245,0.0013824985982311495
-0.029244,0.0013920342789934298
-0.029243,0.0014014454082080664
-0.029242,0.0014107142969839014
-0.029241,0.0014198248307972375
-0.02924,0.001428762382407954
-0.029239,0.0014375118729975634
-0.029238,0.0014460575057492178
-0.029237,0.001454382330465293
-0.029236,0.0014624679199341105
-0.029235,0.0014702962793185547
-0.029234,0.0014778502237278524
-0.029233,0.001485112724339075
-0.029232,0.0014920670949839956
-0.029231,0.0014986959703221555
-0.02923,0.001504980750734271
-0.029229,0.0015109030969219445
-0.029228,0.0015164450151288038
-0.029227,0.001521587694620039
-0.029226,0.001526311936162439
-0.029225,0.0015305975228316786
-0.029224,0.0015344233902862495
-0.029223,0.0015377709263157068
-0.029222,0.0015406248927626739
-0.029221,0.001542972998746837
-0.02922,0.0015448063184428562
-0.029219,0.001546118111835554
-0.029218,0.001546903289057423
-0.029217,0.0015471596525682826
-0.029216,0.0015468878160797683
-0.029215,0.0015460902787404727
-0.029214,0.0015447714636369488
-0.029213,0.001542936891101644
-0.029212,0.0015405929352226757
-0.029211,0.0015377484458291128
-0.02921,0.0015344148295681572
-0.029209,0.001530605801364889
-0.029208,0.001526337321524926
-0.029207,0.0015216257838076704
-0.029206,0.0015164872911417222
-0.029205,0.0015109384594649523
-0.029204,0.0015049962831390272
-0.029203,0.001498677891141014
-0.029202,0.0014920007934365418
-0.029201,0.0014849820884995954
-0.0292,0.0014776383673168068
-0.029199,0.0014699873608792235
-0.029198,0.0014620482662706532
-0.029197,0.001453841520994568
-0.029196,0.0014453889492607446
-0.029195,0.0014367127878797778
-0.029194,0.001427835219564653
-0.029193,0.0014187790375345109
-0.029192,0.0014095675401758212
-0.029191,0.0014002240788440364
-0.02919,0.0013907721256058861
-0.029189,0.001381234524225562
-0.029188,0.0013716332000186045
-0.029187,0.0013619902936145647
-0.029186,0.001352328188157585
-0.029185,0.0013426693944882193
-0.029184,0.0013330366067447466
-0.029183,0.0013234512365874478
-0.029182,0.001313932833699604
-0.029181,0.0013044999471333342
-0.02918,0.0012951700586789007
-0.029179,0.0012859593700936878
-0.029178,0.001276883184672438
-0.029177,0.0012679551044798363
-0.029176,0.0012591870848362918
-0.029175,0.001250591407021693
-0.029174,0.0012421810652888212
-0.029173,0.0012339699309001678
-0.029172,0.001225973037169383
-0.029171,0.0012182050805410105
-0.02917,0.0012106800395670521
-0.029169,0.0012034118898077203
-0.029168,0.0011964144906966435
-0.029167,0.0011897020217943924
-0.029166,0.0011832893513084983
-0.029165,0.0011771908686897057
-0.029164,0.0011714203489888721
-0.029163,0.0011659921238194254
-0.029162,0.0011609208570379512
-0.029161,0.001156221873043535
-0.02916,0.0011519110379002928
-0.029159,0.0011480022022145448
-0.029158,0.001144506416530908
-0.029157,0.0011414324881707208
-0.029156,0.0011387867438522182
-0.029155,0.001136573655681536
-0.029154,0.001134796256277495
-0.029153,0.001133455163565611
-0.029152,0.0011325486099824148
-0.029151,0.0011320736050301394
-0.02915,0.001132026079715917
-0.029149,0.0011324012815275026
-0.029148,0.0011331939750465296
-0.029147,0.00113439721360611
-0.029146,0.0011360021538937158
-0.029145,0.0011379984868294443
-0.029144,0.0011403744841267357
-0.029143,0.0011431178479474286
-0.029142,0.001146216162027428
-0.029141,0.0011496562199973634
-0.02914,0.0011534240350941306
-0.029139,0.0011575054544518165
-0.029138,0.0011618860879641002
-0.029137,0.0011665517018691297
-0.029136,0.0011714883227234199
-0.029135,0.001176680860523246
-0.029134,0.0011821127441248092
-0.029133,0.00118776645002501
-0.029132,0.0011936234521256384
-0.029131,0.0011996645895121
-0.02913,0.0012058704798102006
-0.029129,0.0012122209441709244
-0.029128,0.0012186951118474704
-0.029127,0.0012252725309923776
-0.029126,0.0012319333790555462
-0.029125,0.0012386587963079728
-0.029124,0.0012454311691454127
-0.029123,0.0012522331908417946
-0.029122,0.0012590477120084942
-0.029121,0.0012658581434165975
-0.02912,0.0012726484215861379
-0.029119,0.0012794035949740819
-0.029118,0.0012861101685096548
-0.029117,0.0012927554189103082
-0.029116,0.0012993273671109385
-0.029115,0.0013058153315954428
-0.029114,0.0013122097517735223
-0.029113,0.0013185025555275242
-0.029112,0.0013246871233399172
-0.029111,0.0013307567456102899
-0.02911,0.001336704215207706
