temperature,rubber_content,specimen_type,initial_ch_content_wt_percent,remaining_ch_content_wt_percent,decomposition_fraction,decomposition_rate_per_degree,peak_position_2theta,peak_intensity_counts,peak_fwhm_degrees,peak_area_counts_deg,integrated_intensity,d_spacing_angstrom,miller_indices,peak_asymmetry,background_counts,signal_to_noise,specimen_id,measurement_conditions
100,15,heated,19.5,19.5,0.0,0.0,47.1,874.9865534245105,0.19,83.1237225753285,83.1237225753285,1.9279227550729845,(102),1.008,52.66719187300599,14.21600784650191,CH_15_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,15,heated,19.5,19.5,0.0,0.0,50.8,1041.1837284692972,0.19,98.91245420458324,98.91245420458324,1.795842634499267,(110),1.008,37.09250855266984,19.801229159478808,CH_15_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,control,20.0,20.0,0.0,0.0,18.1,1047.1023526548117,0.19,99.47472350220711,99.47472350220711,4.897126457978942,(001),1.008,37.07409351454233,21.686597317071463,CH_20_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,control,20.0,20.0,0.0,0.0,28.7,1003.2774694458013,0.19,95.31135959735113,95.31135959735113,3.107996595712325,(100),1.008,45.96417873664595,22.476550642897816,CH_20_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,control,20.0,20.0,0.0,0.0,34.1,866.5111009305631,0.19,82.3185545884035,82.3185545884035,2.6271620203650263,(101),1.008,44.25931475129255,15.344770834600759,CH_20_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,control,20.0,20.0,0.0,0.0,47.1,1025.8653899796495,0.19,97.45721204806671,97.45721204806671,1.9279227550729845,(102),1.008,50.266564764165544,19.34655698499823,CH_20_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,control,20.0,20.0,0.0,0.0,50.8,959.552223084884,0.19,91.15746119306398,91.15746119306398,1.795842634499267,(110),1.008,45.124216682723215,23.92529704932842,CH_20_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,heated,20.0,20.0,0.0,0.0,18.1,1124.7054716699736,0.19,106.84701980864749,106.84701980864749,4.897126457978942,(001),1.008,62.147999300235405,26.759442794631628,CH_20_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,heated,20.0,20.0,0.0,0.0,28.7,1055.9044309162407,0.19,100.31092093704287,100.31092093704287,3.107996595712325,(100),1.008,36.1314326834488,19.683296670682324,CH_20_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,heated,20.0,20.0,0.0,0.0,34.1,900.6686322470426,0.19,85.56352006346906,85.56352006346906,2.6271620203650263,(101),1.008,55.1766730967723,19.05837966876716,CH_20_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,heated,20.0,20.0,0.0,0.0,47.1,921.0462759323486,0.19,87.49939621357312,87.49939621357312,1.9279227550729845,(102),1.008,32.0381896389807,17.71724127613151,CH_20_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,20,heated,20.0,20.0,0.0,0.0,50.8,951.3147216643756,0.19,90.37489855811569,90.37489855811569,1.795842634499267,(110),1.008,49.30964910392041,15.184531612051513,CH_20_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,25,control,20.5,20.5,0.0,0.0,18.1,930.9452785723354,0.19,88.43980146437187,88.43980146437187,4.897126457978942,(001),1.008,50.940575569281194,17.253145996615444,CH_25_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,25,control,20.5,20.5,0.0,0.0,28.7,855.1039633798601,0.19,81.23487652108672,81.23487652108672,3.107996595712325,(100),1.008,64.98396013508703,19.197169001844088,CH_25_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,25,control,20.5,20.5,0.0,0.0,34.1,880.8102588690448,0.19,83.67697459255926,83.67697459255926,2.6271620203650263,(101),1.008,59.705407644342785,20.870196897622954,CH_25_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,25,control,20.5,20.5,0.0,0.0,47.1,990.2489530148524,0.19,94.07365053641098,94.07365053641098,1.9279227550729845,(102),1.008,45.64696016726198,22.96281047142146,CH_25_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,25,control,20.5,20.5,0.0,0.0,50.8,1076.9466408123299,0.19,102.30993087717134,102.30993087717134,1.795842634499267,(110),1.008,35.79411999713096,16.0814584554237,CH_25_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,25,heated,20.5,20.5,0.0,0.0,18.1,812.8869074478921,0.19,77.22425620754976,77.22425620754976,4.897126457978942,(001),1.008,49.919192162391106,13.590625044386481,CH_25_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,25,heated,20.5,20.5,0.0,0.0,28.7,931.2003031590659,0.19,88.46402880011127,88.46402880011127,3.107996595712325,(100),1.008,45.107045693102755,17.717176788646114,CH_25_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
